B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
209	GO:BP	GO:0071840	cellular component organization or biogenesis	0.0008062022536945	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	8345	95	62	21110	0.6526315789473685	0.0074295985620131	query_1	['GO:0009987']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'HPS4', 'RAB8B', 'BACE1', 'RABEP1', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5C', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'SHROOM3', 'NAT8', 'RAB3GAP2', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
210	GO:BP	GO:0048210	Golgi vesicle fusion to target membrane	0.000838146759586	True	"""The joining of the lipid bilayer membrane around a Golgi transport vesicle to the target lipid bilayer membrane."" [GOC:jid, ISBN:0716731363, PMID:10219233]"	4	95	3	21110	0.031578947368421	0.75	query_1	['GO:0006906', 'GO:0048193']	['RAB8A', 'RAB8B', 'RAB13']
211	TF	TF:M00931	Factor: Sp1; motif: GGGGCGGGGC	0.0008480212710287	True	Factor: Sp1; motif: GGGGCGGGGC	10555	98	76	20011	0.7755102040816326	0.007200378967314	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'APH1B', 'OSBPL1A', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'TBC1D3F', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
212	GO:BP	GO:0140352	export from cell	0.0009087740099493	True	"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]"	884	95	17	21110	0.1789473684210526	0.0192307692307692	query_1	['GO:0006810', 'GO:0009987']	['RAB7A', 'RAB8A', 'PSEN1', 'RAB31', 'RAB8B', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RAB1A', 'YWHAE', 'PPFIA3', 'MECP2', 'RAB10', 'RAB3GAP1', 'RAB3A', 'RAB3IL1']
213	GO:CC	GO:0036477	somatodendritic compartment	0.0010171875676707	True	"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]"	867	94	15	22122	0.1595744680851064	0.0173010380622837	query_1	['GO:0110165']	['TPX2', 'RAB8A', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'NGFR', 'GDI1', 'AURKA', 'NGF', 'SIRT2', 'APP']
214	TF	TF:M00986	Factor: Churchill; motif: CGGGNN	0.0010183220104101	True	Factor: Churchill; motif: CGGGNN	14512	98	91	20011	0.9285714285714286	0.0062706725468577	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RAB1B', 'SORT1', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'AS3MT', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'TBC1D3F', 'CCDC43', 'IL24', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'NAT8B', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
215	GO:BP	GO:0033059	cellular pigmentation	0.0010240560408143	True	"""The deposition or aggregation of coloring matter in a cell."" [GOC:mtg_MIT_16mar07]"	64	95	6	21110	0.0631578947368421	0.09375	query_1	['GO:0009987', 'GO:0043473']	['HPS4', 'RAB32', 'RAB38', 'RAB1A', 'SHROOM3', 'HPS1']
216	GO:BP	GO:0048167	regulation of synaptic plasticity	0.0010310630732211	True	"""A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]"	209	95	9	21110	0.0947368421052631	0.0430622009569378	query_1	['GO:0050804', 'GO:0065008']	['RAB8A', 'PSEN1', 'NCSTN', 'RAB5A', 'PPFIA3', 'MECP2', 'APP', 'RAB3GAP1', 'RAB3A']
217	GO:BP	GO:0048278	vesicle docking	0.0011241276945406	True	"""The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere."" [GOC:ai, GOC:jid]"	65	95	6	21110	0.0631578947368421	0.0923076923076923	query_1	['GO:0016192', 'GO:0140056']	['RAB8A', 'RAB8B', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
218	GO:CC	GO:0032593	insulin-responsive compartment	0.001150837663814	True	"""A small membrane-bounded vesicle that releases its contents by exocytosis in response to insulin stimulation; the contents are enriched in GLUT4, IRAP and VAMP2."" [PMID:17644329]"	8	94	3	22122	0.0319148936170212	0.375	query_1	['GO:0030141']	['RAB4A', 'RAB13', 'RAB10']
219	HPA	HPA:0160052	endometrium 1; glandular cells[≥Medium]	0.0011586437451102	True	endometrium 1; glandular cells[≥Medium]	5144	76	55	11006	0.7236842105263158	0.0106920684292379	query_1	['HPA:0160051']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'AS3MT', 'HTT', 'OSBPL1A', 'HPS4', 'BACE1', 'RABGGTB', 'RABEP1', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'B4GALT7', 'GGA1', 'RAB13', 'PSENEN', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'YWHAE', 'TRIM4', 'GDI1', 'MECP2', 'APH1A', 'RAB10', 'SUN2', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB22A', 'RAB6A']
220	GO:BP	GO:0048284	organelle fusion	0.0012475202859501	True	"""The creation of a single organelle from two or more organelles."" [GOC:jid]"	156	95	8	21110	0.0842105263157894	0.0512820512820512	query_1	['GO:0006996']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RAB13', 'RAB3A']
221	GO:CC	GO:0043227	membrane-bounded organelle	0.001253177566178	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	15705	94	85	22122	0.9042553191489362	0.0054122890799108	query_1	['GO:0043226']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
222	REAC	REAC:R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	0.0013255305260616	True	Activated NOTCH1 Transmits Signal to the Nucleus	31	82	5	10790	0.0609756097560975	0.1612903225806451	query_1	['REAC:R-HSA-1980143']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
223	REAC	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	0.0013255305260616	True	Nuclear signaling by ERBB4	31	82	5	10790	0.0609756097560975	0.1612903225806451	query_1	['REAC:R-HSA-1236394']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
224	GO:CC	GO:0042995	cell projection	0.0013927895369628	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2400	94	26	22122	0.2765957446808511	0.0108333333333333	query_1	['GO:0110165']	['RAB34', 'TPX2', 'EEA1', 'RAB8A', 'PSEN1', 'HTT', 'BMX', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'GDI1', 'AURKA', 'NGF', 'RAB10', 'SIRT2', 'APP', 'RAB35', 'EHD1', 'RAB3A', 'RAB22A']
225	HPA	HPA:0351182	pancreas; pancreatic endocrine cells[≥Medium]	0.0014349612574066	True	pancreas; pancreatic endocrine cells[≥Medium]	3618	76	44	11006	0.5789473684210527	0.0121614151464897	query_1	['HPA:0351181']	['RAB14', 'RAB34', 'RAB1B', 'TPX2', 'RAB7A', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'RABGGTB', 'RAB5B', 'RIN3', 'NCSTN', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'B4GALT7', 'PSENEN', 'RAB1A', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'GDI1', 'MECP2', 'APH1A', 'GDI2', 'RAB10', 'RAB35', 'SUN2', 'RAB23', 'ACOT13', 'RAB3GAP1', 'RAB22A']
226	GO:BP	GO:0032940	secretion by cell	0.001757151595233	True	"""The controlled release of a substance by a cell."" [GOC:mah]"	821	95	16	21110	0.1684210526315789	0.0194884287454324	query_1	['GO:0046903', 'GO:0140352']	['RAB7A', 'RAB8A', 'PSEN1', 'RAB31', 'RAB8B', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RAB1A', 'PPFIA3', 'MECP2', 'RAB10', 'RAB3GAP1', 'RAB3A', 'RAB3IL1']
227	GO:CC	GO:0044297	cell body	0.001785442867014	True	"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]"	580	94	12	22122	0.1276595744680851	0.0206896551724137	query_1	['GO:0110165']	['TPX2', 'RAB8A', 'PSEN1', 'BACE1', 'RIN3', 'RAB38', 'RAB5A', 'NGFR', 'GDI1', 'AURKA', 'SIRT2', 'APP']
228	REAC	REAC:R-HSA-1980145	Signaling by NOTCH2	0.0018296235268654	True	Signaling by NOTCH2	33	82	5	10790	0.0609756097560975	0.1515151515151515	query_1	['REAC:R-HSA-157118']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
229	HPA	HPA:0100131	cerebral cortex; neuronal cells[≥Low]	0.0020374372328396	True	cerebral cortex; neuronal cells[≥Low]	6704	76	64	11006	0.8421052631578947	0.0095465393794749	query_1	['HPA:0100000']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'BACE1', 'SALL2', 'RABGGTB', 'RABEP1', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'HMMR', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'B4GALT7', 'GGA1', 'RAB13', 'PSENEN', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'GDI1', 'MECP2', 'APH1A', 'GDI2', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
230	KEGG	KEGG:04330	Notch signaling pathway	0.0021001358995144	True	Notch signaling pathway	58	50	5	8161	0.1	0.0862068965517241	query_1	['KEGG:00000']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
231	TF	TF:M02089	Factor: E2F-3; motif: GGCGGGN	0.0022647412009489	True	Factor: E2F-3; motif: GGCGGGN	13508	98	87	20011	0.8877551020408163	0.0064406277761326	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'TBC1D3F', 'CCDC43', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
232	GO:CC	GO:0043025	neuronal cell body	0.0031465741371768	True	"""The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites."" [GOC:go_curators]"	512	94	11	22122	0.1170212765957446	0.021484375	query_1	['GO:0036477', 'GO:0044297']	['TPX2', 'RAB8A', 'PSEN1', 'BACE1', 'RIN3', 'RAB5A', 'NGFR', 'GDI1', 'AURKA', 'SIRT2', 'APP']
233	GO:BP	GO:1903232	melanosome assembly	0.003372369209116	True	"""The aggregation, arrangement and bonding together of a set of components to form a melanosome, a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored."" [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22511774]"	19	95	4	21110	0.0421052631578947	0.2105263157894736	query_1	['GO:0032438', 'GO:0070925']	['HPS4', 'RAB32', 'RAB38', 'HPS1']
234	GO:BP	GO:0071786	endoplasmic reticulum tubular network organization	0.003372369209116	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum (ER) tubular network. The ER tubular network is the ER part that that has membranes with high curvature in cross-section."" [GOC:vw, PMID:16469703, PMID:20434336]"	19	95	4	21110	0.0421052631578947	0.2105263157894736	query_1	['GO:0007029']	['RAB3GAP2', 'RAB10', 'RAB18', 'RAB3GAP1']
235	GO:BP	GO:0001845	phagolysosome assembly	0.003372369209116	True	"""The process that results in the fusion of a phagosome, a vesicle formed by phagocytosis, with a lysosome."" [GOC:add, ISBN:0781735149]"	19	95	4	21110	0.0421052631578947	0.2105263157894736	query_1	['GO:0006909', 'GO:0007040', 'GO:0016050', 'GO:0070925', 'GO:0090382']	['RAB14', 'RAB34', 'RAB7A', 'RAB39A']
236	GO:BP	GO:0097494	regulation of vesicle size	0.003372369209116	True	"""Any process that modulates the size of a vesicle."" [GOC:pm, PMID:20007772]"	19	95	4	21110	0.0421052631578947	0.2105263157894736	query_1	['GO:0032535']	['RIN3', 'RAB5A', 'RILP', 'RAB22A']
237	REAC	REAC:R-HSA-205025	NADE modulates death signalling	0.0033835000378764	True	NADE modulates death signalling	6	82	3	10790	0.0365853658536585	0.5	query_1	['REAC:R-HSA-204998']	['NGFR', 'YWHAE', 'NGF']
238	GO:BP	GO:0006509	membrane protein ectodomain proteolysis	0.0037349632382859	True	"""The proteolytic cleavage of transmembrane proteins and release of their ectodomain (extracellular domain)."" [GOC:jl, http://www.copewithcytokines.de/]"	44	95	5	21110	0.0526315789473684	0.1136363636363636	query_1	['GO:0033619']	['PSEN1', 'BACE1', 'NCSTN', 'PSENEN', 'APH1A']
239	HPA	HPA:0100212	cerebral cortex; neuropil[≥Medium]	0.0038644684237758	True	cerebral cortex; neuropil[≥Medium]	2614	76	35	11006	0.4605263157894737	0.013389441469013	query_1	['HPA:0100211']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'RAB7A', 'OPTN', 'MICALL1', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'RABEP1', 'RAB32', 'RAB5B', 'CCDC43', 'RABGGTA', 'CHM', 'RAB5A', 'PSENEN', 'RAB1A', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'APH1A', 'GDI2', 'RAB10', 'SIRT2', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A']
240	GO:MF	GO:0008318	protein prenyltransferase activity	0.0040926492773301	True	"""Catalysis of the covalent addition of an isoprenoid group such as a farnesyl or geranylgeranyl group via thioether linkages to a cysteine residue in a protein."" [GOC:mah]"	8	96	3	20195	0.03125	0.375	query_1	['GO:0004659', 'GO:0140096']	['RABGGTB', 'RABGGTA', 'CHM']
241	REAC	REAC:R-HSA-73887	Death Receptor Signaling	0.0042431583131095	True	Death Receptor Signaling	140	82	8	10790	0.0975609756097561	0.0571428571428571	query_1	['REAC:R-HSA-162582']	['PSEN1', 'APH1B', 'NCSTN', 'NGFR', 'PSENEN', 'YWHAE', 'APH1A', 'NGF']
242	TF	TF:M09970	Factor: KLF3; motif: NNNNNNGGGCGGGGCNNGN	0.0045042126938154	True	Factor: KLF3; motif: NNNNNNGGGCGGGGCNNGN	7915	98	62	20011	0.6326530612244898	0.0078332280480101	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RAB1B', 'ANKLE2', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'APH1B', 'OSBPL1A', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RABGEF1', 'RAB3IP', 'SCML1', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'GDI2', 'TBC1D17', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
243	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.0046808893990157	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	95	5	21110	0.0526315789473684	0.108695652173913	query_1	['GO:0071363', 'GO:1990089']	['SORT1', 'NGF', 'APP', 'RAB35', 'EHD1']
244	GO:BP	GO:0016236	macroautophagy	0.0047939979282165	True	"""The major inducible pathway for the general turnover of cytoplasmic constituents in eukaryotic cells, it is also responsible for the degradation of active cytoplasmic enzymes and organelles during nutrient starvation. Macroautophagy involves the formation of double-membrane-bounded autophagosomes which enclose the cytoplasmic constituent targeted for degradation in a membrane-bounded structure. Autophagosomes then fuse with a lysosome (or vacuole) releasing single-membrane-bounded autophagic bodies that are then degraded within the lysosome (or vacuole). Some types of macroautophagy, e.g. pexophagy, mitophagy, involve selective targeting of the targets to be degraded."" [PMID:11099404, PMID:12914914, PMID:15798367, PMID:16973210, PMID:20159618, PMID:9412464]"	324	95	10	21110	0.1052631578947368	0.0308641975308641	query_1	['GO:0006914']	['RAB1B', 'RAB7A', 'OPTN', 'PSEN1', 'HTT', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'RAB23', 'RAB3GAP1']
245	GO:BP	GO:0050804	modulation of chemical synaptic transmission	0.0048574463857539	True	"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]"	490	95	12	21110	0.1263157894736842	0.0244897959183673	query_1	['GO:0007268', 'GO:0099177']	['RAB8A', 'PSEN1', 'BACE1', 'NCSTN', 'RAB5A', 'NGFR', 'PPFIA3', 'MECP2', 'NGF', 'APP', 'RAB3GAP1', 'RAB3A']
246	GO:BP	GO:0099177	regulation of trans-synaptic signaling	0.0049608888162057	True	"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]"	491	95	12	21110	0.1263157894736842	0.0244399185336048	query_1	['GO:0010646', 'GO:0023051', 'GO:0099537']	['RAB8A', 'PSEN1', 'BACE1', 'NCSTN', 'RAB5A', 'NGFR', 'PPFIA3', 'MECP2', 'NGF', 'APP', 'RAB3GAP1', 'RAB3A']
247	GO:CC	GO:0031085	BLOC-3 complex	0.0050180115943339	True	"""A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. The human complex contains the Hps1 and Hps4 proteins."" [PMID:12756248]"	2	94	2	22122	0.0212765957446808	1.0	query_1	['GO:0031082']	['HPS4', 'HPS1']
248	TF	TF:M07063	Factor: Sp1; motif: GGGGCGGGGC	0.0053932912257606	True	Factor: Sp1; motif: GGGGCGGGGC	6422	98	54	20011	0.5510204081632653	0.0084085954531298	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'RAB8A', 'PSEN1', 'AS3MT', 'TMEM102', 'APH1B', 'RAB8B', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'SCML1', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'PSENEN', 'CHML', 'GGA2', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'GDI2', 'TBC1D17', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB3IL1']
249	GO:CC	GO:0043005	neuron projection	0.0056796335834781	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1394	94	18	22122	0.1914893617021276	0.0129124820659971	query_1	['GO:0120025']	['TPX2', 'EEA1', 'RAB8A', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'NGFR', 'GDI1', 'AURKA', 'NGF', 'SIRT2', 'APP', 'RAB3A']
250	GO:BP	GO:1990089	response to nerve growth factor	0.0058058482779039	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	48	95	5	21110	0.0526315789473684	0.1041666666666666	query_1	['GO:0070848']	['SORT1', 'NGF', 'APP', 'RAB35', 'EHD1']
251	GO:CC	GO:0000139	Golgi membrane	0.0060023531052516	True	"""The lipid bilayer surrounding any of the compartments of the Golgi apparatus."" [GOC:mah]"	655	94	12	22122	0.1276595744680851	0.0183206106870229	query_1	['GO:0005794', 'GO:0098588']	['RAB14', 'RAB1B', 'OPTN', 'RAB39A', 'RAB8A', 'PSEN1', 'VPS45', 'B4GALT7', 'RAB1A', 'RAB10', 'GOLGA7B', 'RAB6A']
252	GO:MF	GO:0005096	GTPase activator activity	0.0060275868057635	True	"""Binds to and increases the activity of a GTPase, an enzyme that catalyzes the hydrolysis of GTP."" [GOC:mah]"	284	96	9	20195	0.09375	0.0316901408450704	query_1	['GO:0008047', 'GO:0030695']	['RABEP1', 'RIN3', 'CHM', 'CHML', 'RAB3GAP2', 'GDI1', 'GDI2', 'TBC1D17', 'RAB3GAP1']
