Ataxia-telangiectasia	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
98	REAC	REAC:R-HSA-174430	Telomere C-strand synthesis initiation	2.0656587502387973e-05	True	Telomere C-strand synthesis initiation	13	95	4	10022	0.0421052631578947	0.3076923076923077	query_1	['REAC:R-HSA-174417']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
97	REAC	REAC:R-HSA-3270619	IRF3-mediated induction of type I IFN	2.0656587502387973e-05	True	IRF3-mediated induction of type I IFN	13	95	4	10022	0.0421052631578947	0.3076923076923077	query_1	['REAC:R-HSA-1834941']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
230	GO:BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2.1371543944162552e-05	True	"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]"	289	99	11	15719	0.1111111111111111	0.0380622837370242	query_1	['GO:0002250']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
231	GO:BP	GO:0006979	response to oxidative stress	2.147972199707537e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	99	13	15719	0.1313131313131313	0.03125	query_1	['GO:0006950']	['AKT1', 'RAD52', 'OGG1', 'PCNA', 'PARP1', 'ERCC1', 'FANCD2', 'APEX1', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1']
232	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	2.195530825650488e-05	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2640	99	36	15719	0.3636363636363636	0.0136363636363636	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['RBBP8', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'SLX4', 'RMI2', 'TP53', 'NEIL1', 'KDM1A', 'RNF8', 'MSH6']
233	GO:BP	GO:0043009	chordate embryonic development	2.408774757648482e-05	True	"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]"	640	99	16	15719	0.1616161616161616	0.025	query_1	['GO:0009792']	['RBBP8', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'AR', 'ATM', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLB', 'TP53', 'RAD51B', 'PALB2']
234	GO:BP	GO:0044271	cellular nitrogen compound biosynthetic process	2.4451616084664936e-05	True	"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	4445	99	50	15719	0.5050505050505051	0.0112485939257592	query_1	['GO:0034641', 'GO:0044249']	['RBBP8', 'BRIP1', 'AKT1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'KDM1A', 'POLE', 'POLD2', 'RNF8']
235	GO:BP	GO:0051106	positive regulation of DNA ligation	2.492914136611332e-05	True	"""Any process that activates or increases the frequency, rate or extent of DNA ligation, the re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [GOC:ai]"	5	99	3	15719	0.0303030303030303	0.6	query_1	['GO:0006266', 'GO:0051054', 'GO:0051105']	['APLF', 'RAD51', 'XRCC1']
236	GO:BP	GO:0007095	mitotic G2 DNA damage checkpoint signaling	2.5856144734014e-05	True	"""A mitotic cell cycle checkpoint that detects and negatively regulates progression through the G2/M transition of the cell cycle in response to DNA damage."" [GOC:mtg_cell_cycle, PMID:16299494]"	35	99	5	15719	0.0505050505050505	0.1428571428571428	query_1	['GO:0044773', 'GO:0044818']	['NBN', 'BLM', 'ATM', 'MRE11', 'BRCA1']
237	GO:BP	GO:0090398	cellular senescence	2.640502630551184e-05	True	"""A cell aging process stimulated in response to cellular stress, whereby normal cells lose the ability to divide through irreversible cell cycle arrest."" [GOC:BHF, PMID:28682291]"	97	99	7	15719	0.0707070707070707	0.0721649484536082	query_1	['GO:0033554', 'GO:0044237']	['H2AX', 'BRCA2', 'ATM', 'CDK2', 'KAT5', 'WRN', 'TP53']
238	GO:BP	GO:0071840	cellular component organization or biogenesis	3.117839316602389e-05	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	99	62	15719	0.6262626262626263	0.0099486521181001	query_1	['GO:0009987']	['HUS1', 'BRIP1', 'AKT1', 'XPA', 'NBN', 'MUS81', 'MSH2', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'RAD51D', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'XRCC2', 'KAT5', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'RMI1', 'TP53', 'PNKP', 'RAD51B', 'KDM1A', 'RNF8']
239	GO:BP	GO:0000076	DNA replication checkpoint signaling	3.377199081334481e-05	True	"""A signal transduction process that contributes to a DNA replication checkpoint, that prevents the initiation of nuclear division until DNA replication is complete, thereby ensuring that progeny inherit a full complement of the genome."" [GOC:curators, GOC:rn, PMID:11728327, PMID:12537518]"	17	99	4	15719	0.0404040404040404	0.2352941176470588	query_1	['GO:0031570']	['HUS1', 'RAD9B', 'RAD9A', 'HUS1B']
240	GO:BP	GO:0045191	regulation of isotype switching	3.380329636943373e-05	True	"""Any process that modulates the frequency, rate or extent of isotype switching."" [GOC:ai]"	37	99	5	15719	0.0505050505050505	0.1351351351351351	query_1	['GO:0000018', 'GO:0002637', 'GO:0002889', 'GO:0045190', 'GO:0050864']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
99	REAC	REAC:R-HSA-1834941	STING mediated induction of host immune responses	3.847679857046955e-05	True	STING mediated induction of host immune responses	15	95	4	10022	0.0421052631578947	0.2666666666666666	query_1	['REAC:R-HSA-1834949']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
241	GO:BP	GO:1905168	positive regulation of double-strand break repair via homologous recombination	3.857148924528928e-05	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via homologous recombination."" [GO_REF:0000058, GOC:TermGenie, PMID:12023299]"	38	99	5	15719	0.0505050505050505	0.131578947368421	query_1	['GO:0000724', 'GO:0010569', 'GO:0045911', 'GO:2000781']	['RBBP8', 'RAD51AP1', 'WDR48', 'PARP1', 'KAT5']
242	GO:BP	GO:0097190	apoptotic signaling pathway	3.900011097227385e-05	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	588	99	15	15719	0.1515151515151515	0.0255102040816326	query_1	['GO:0006915', 'GO:0007165']	['AKT1', 'NBN', 'MSH2', 'MLH1', 'BRCA2', 'AR', 'PARP1', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'POLB', 'TP53', 'KDM1A', 'MSH6']
243	GO:BP	GO:0045321	leukocyte activation	3.944392895403151e-05	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	920	99	19	15719	0.1919191919191919	0.0206521739130434	query_1	['GO:0001775', 'GO:0002376']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'RNF8', 'MSH6']
244	GO:BP	GO:0035264	multicellular organism growth	4.461713079692484e-05	True	"""The increase in size or mass of an entire multicellular organism, as opposed to cell growth."" [GOC:bf, GOC:curators, GOC:dph, GOC:tb]"	149	99	8	15719	0.0808080808080808	0.0536912751677852	query_1	['GO:0032501', 'GO:0048589']	['WDR48', 'AR', 'ERCC1', 'ATM', 'XRCC2', 'RMI1', 'TP53', 'PALB2']
250	GO:BP	GO:0051105	regulation of DNA ligation	4.666404785566033e-05	True	"""Any process that modulates the frequency, rate or extent of DNA ligation, the re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [GOC:ai]"	6	99	3	15719	0.0303030303030303	0.5	query_1	['GO:0006266', 'GO:0051052']	['APLF', 'RAD51', 'XRCC1']
249	GO:BP	GO:0140861	DNA repair-dependent chromatin remodeling	4.666404785566033e-05	True	"""A chromatin remodeling process that allows DNA repair enzyme to access genomic DNA and repair DNA lesions."" [PMID:15528408, PMID:28053344, PMID:29095668, PMID:35689883]"	6	99	3	15719	0.0303030303030303	0.5	query_1	['GO:0006338', 'GO:0006974']	['APLF', 'KAT5', 'KDM1A']
248	GO:BP	GO:0000019	regulation of mitotic recombination	4.666404785566033e-05	True	"""Any process that modulates the frequency, rate or extent of DNA recombination during mitosis."" [GOC:go_curators]"	6	99	3	15719	0.0303030303030303	0.5	query_1	['GO:0000018', 'GO:0006312']	['RAD50', 'MLH1', 'MRE11']
247	GO:BP	GO:0043504	mitochondrial DNA repair	4.666404785566033e-05	True	"""The process of restoring mitochondrial DNA after damage."" [PMID:12565799, PMID:15189144, PMID:16050976]"	6	99	3	15719	0.0303030303030303	0.5	query_1	['GO:0006281', 'GO:0032042']	['LIG3', 'PARP1', 'TP53']
246	GO:BP	GO:0043570	maintenance of DNA repeat elements	4.666404785566033e-05	True	"""Any process involved in sustaining the fidelity and copy number of DNA repeat elements."" [GOC:jl]"	6	99	3	15719	0.0303030303030303	0.5	query_1	['GO:0006259', 'GO:0051276']	['MSH2', 'MSH3', 'RMI2']
245	GO:BP	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	4.666404785566033e-05	True	"""The 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang that results in the repair of a double strand break via single-strand annealing."" [GOC:dph, GOC:tb]"	6	99	3	15719	0.0303030303030303	0.5	query_1	['GO:0000729', 'GO:0045002']	['RBBP8', 'RAD52', 'SLX4']
100	REAC	REAC:R-HSA-110312	Translesion synthesis by REV1	5.042624770769014e-05	True	Translesion synthesis by REV1	16	95	4	10022	0.0421052631578947	0.25	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
251	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	5.062094391641289e-05	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3362	99	41	15719	0.4141414141414141	0.0121951219512195	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['RBBP8', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'WRN', 'SLX4', 'TP53', 'PNKP', 'KDM1A', 'RNF8']
252	GO:BP	GO:0035518	histone H2A monoubiquitination	5.146817875787065e-05	True	"""The modification of histone H2A by addition of a single ubiquitin group."" [PMID:18206970]"	19	99	4	15719	0.0404040404040404	0.2105263157894736	query_1	['GO:0010390', 'GO:0033522']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
253	GO:BP	GO:0008340	determination of adult lifespan	5.146817875787065e-05	True	"""The pathways that regulate the duration of the adult phase of the life-cycle of an animal."" [PMID:25561524, PMID:273723695, PMID:3424805]"	19	99	4	15719	0.0404040404040404	0.2105263157894736	query_1	['GO:0032501']	['MSH2', 'ATM', 'TP53', 'MSH6']
254	GO:BP	GO:0001701	in utero embryonic development	5.9911334310167314e-05	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	99	12	15719	0.1212121212121212	0.0306905370843989	query_1	['GO:0043009']	['RBBP8', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'AR', 'XRCC2', 'POLB', 'TP53', 'RAD51B', 'PALB2']
255	GO:BP	GO:0060255	regulation of macromolecule metabolic process	6.372745450365388e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	5751	99	58	15719	0.5858585858585859	0.0100852025734654	query_1	['GO:0019222', 'GO:0043170']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'POLA1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'SLX4', 'RMI2', 'TP53', 'PNKP', 'NEIL1', 'KDM1A', 'RNF8', 'MSH6']
102	REAC	REAC:R-HSA-5656121	Translesion synthesis by POLI	6.419296826912281e-05	True	Translesion synthesis by POLI	17	95	4	10022	0.0421052631578947	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
101	REAC	REAC:R-HSA-5655862	Translesion synthesis by POLK	6.419296826912281e-05	True	Translesion synthesis by POLK	17	95	4	10022	0.0421052631578947	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
256	GO:BP	GO:2000573	positive regulation of DNA biosynthetic process	7.239244116685415e-05	True	"""Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	75	99	6	15719	0.0606060606060606	0.08	query_1	['GO:0010557', 'GO:0031328', 'GO:0051054', 'GO:0071897', 'GO:2000278']	['USP1', 'PCNA', 'ATR', 'XRCC5', 'ATM', 'PNKP']
257	GO:BP	GO:0032042	mitochondrial DNA metabolic process	7.748761477458214e-05	True	"""The chemical reactions and pathways involving mitochondrial DNA."" [GOC:mah]"	21	99	4	15719	0.0404040404040404	0.1904761904761904	query_1	['GO:0000002', 'GO:0006259']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
258	GO:BP	GO:0051096	positive regulation of helicase activity	7.847442740546109e-05	True	"""Any process that activates or increases the activity of a helicase."" [GOC:ai]"	7	99	3	15719	0.0303030303030303	0.4285714285714285	query_1	['GO:0032781', 'GO:0043085', 'GO:0051095']	['MSH2', 'MSH3', 'MSH6']
259	GO:BP	GO:1904429	regulation of t-circle formation	7.847442740546109e-05	True	"""Any process that modulates the frequency, rate or extent of t-circle formation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	7	99	3	15719	0.0303030303030303	0.4285714285714285	query_1	['GO:0032204', 'GO:0044087', 'GO:0090656']	['ERCC1', 'XRCC5', 'SLX4']
260	GO:BP	GO:0034502	protein localization to chromosome	8.874314206330294e-05	True	"""Any process in which a protein is transported to, or maintained at, a specific location on a chromosome."" [GOC:mah]"	118	99	7	15719	0.0707070707070707	0.059322033898305	query_1	['GO:0033365']	['MSH2', 'RPA2', 'BRCA2', 'ATR', 'XRCC4', 'XRCC5', 'RPA1']
261	GO:BP	GO:0006268	DNA unwinding involved in DNA replication	9.245841830030294e-05	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."" [ISBN:071673706X, ISBN:0815316194]"	22	99	4	15719	0.0404040404040404	0.1818181818181818	query_1	['GO:0006261', 'GO:0032508']	['RPA1', 'BLM', 'RAD51', 'WRN']
262	GO:BP	GO:0001832	blastocyst growth	9.245841830030294e-05	True	"""An increase in size of a blastocyst due to expansion of the blastocoelic cavity cell shape changes and cell proliferation."" [GOC:dph, ISBN:0124020607, ISBN:0198542771]"	22	99	4	15719	0.0404040404040404	0.1818181818181818	query_1	['GO:0001824', 'GO:0048589']	['NBN', 'BRCA2', 'RAD51B', 'PALB2']
103	REAC	REAC:R-HSA-110320	Translesion Synthesis by POLH	0.000102042834919	True	Translesion Synthesis by POLH	19	95	4	10022	0.0421052631578947	0.2105263157894736	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
263	GO:BP	GO:0016574	histone ubiquitination	0.000103315595383	True	"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"	47	99	5	15719	0.0505050505050505	0.1063829787234042	query_1	['GO:0016567', 'GO:0016570']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
264	GO:BP	GO:0009790	embryo development	0.0001035701711717	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1083	99	20	15719	0.202020202020202	0.0184672206832871	query_1	['GO:0007275']	['RBBP8', 'HUS1', 'AKT1', 'NBN', 'MSH2', 'WDR48', 'LIG4', 'BRCA2', 'AR', 'ERCC1', 'ATM', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLB', 'TP53', 'RAD51B', 'POLE', 'PALB2']
