SHORT syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
855	GO:BP	GO:0061042	vascular wound healing	0.0011865023379269	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."" [GOC:BHF, GOC:dph]"	20	99	3	15719	0.0303030303030303	0.15	query_1	['GO:0060055']	['VEGFB', 'KDR', 'VEGFA']
856	GO:BP	GO:0048709	oligodendrocyte differentiation	0.0011946113962508	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]"	90	99	5	15719	0.0505050505050505	0.0555555555555555	query_1	['GO:0007417', 'GO:0010001']	['CTNNB1', 'LYN', 'TGFB1', 'ERBB2', 'VTN']
87	GO:CC	GO:0098858	actin-based cell projection	0.0012176047881908	True	"""A cell projection supported by an assembly of actin filaments, and which lacks microtubules."" [PMID:15661519]"	214	98	7	16420	0.0714285714285714	0.0327102803738317	query_1	['GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'CTNNB1', 'DOCK4', 'PDGFRA']
88	GO:CC	GO:0016324	apical plasma membrane	0.0012176047881908	True	"""The region of the plasma membrane located at the apical end of the cell."" [GOC:curators]"	359	98	9	16420	0.0918367346938775	0.0250696378830083	query_1	['GO:0045177', 'GO:0098590']	['FN1', 'ITGB3', 'PARD6A', 'PARD6B', 'PRKCI', 'PARD6G', 'PARD3', 'ERBB2', 'PRKCZ']
857	GO:BP	GO:0001889	liver development	0.0012259265976444	True	"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]"	141	99	6	15719	0.0606060606060606	0.0425531914893617	query_1	['GO:0048732', 'GO:0061008']	['MET', 'HGF', 'TGFB1', 'PIK3CA', 'VTN', 'SMAD3']
89	GO:CC	GO:0098984	neuron to neuron synapse	0.0012401592592739	True	"""A synapse in which pre and post-synaptic cells are neurons."" [GOC:dos]"	361	98	9	16420	0.0918367346938775	0.0249307479224376	query_1	['GO:0045202']	['ITGB1', 'SRC', 'CTNNB1', 'SOS1', 'FYN', 'LYN', 'PTK2B', 'PRKCZ', 'NCK2']
90	GO:CC	GO:0005576	extracellular region	0.0012401592592739	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	3767	98	38	16420	0.3877551020408163	0.0100876028670029	query_1	['GO:0110165']	['RHOJ', 'MET', 'ITGB1', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'PLCG2', 'CTNNB1', 'WASL', 'TGFBR2', 'ITGA2B', 'SQSTM1', 'PARD6B', 'PRKCI', 'WAS', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'SMURF1', 'VEGFA', 'VTN', 'PLEKHH3', 'TLN1', 'DOCK2', 'LCK', 'PRKCZ', 'F11R']
859	GO:BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	0.0012614791326225	True	"""Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	50	99	4	15719	0.0404040404040404	0.08	query_1	['GO:0010595', 'GO:0043534', 'GO:0043535']	['RHOJ', 'KDR', 'PLCG1', 'VEGFA']
858	GO:BP	GO:0009410	response to xenobiotic stimulus	0.0012614791326225	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	413	99	10	15719	0.101010101010101	0.0242130750605326	query_1	['GO:0042221']	['SRC', 'ITGB3', 'CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'VAV1', 'PTK2B', 'CRKL', 'LCK']
860	GO:BP	GO:0043524	negative regulation of neuron apoptotic process	0.0012691325180503	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	142	99	6	15719	0.0606060606060606	0.0422535211267605	query_1	['GO:0043066', 'GO:0043523', 'GO:0051402', 'GO:1901215']	['VEGFB', 'TGFB3', 'PRKCI', 'PIK3CA', 'KDR', 'PTK2B']
861	GO:BP	GO:0051216	cartilage development	0.0012798856720373	True	"""The process whose specific outcome is the progression of a cartilage element over time, from its formation to the mature structure. Cartilage elements are skeletal elements that consist of connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:cjm, PMID:23251424]"	201	99	7	15719	0.0707070707070707	0.0348258706467661	query_1	['GO:0001501', 'GO:0048513', 'GO:0061448']	['SMAD7', 'CTNNB1', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3', 'PTPN11']
862	GO:BP	GO:0046474	glycerophospholipid biosynthetic process	0.0013175546660173	True	"""The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]"	202	99	7	15719	0.0707070707070707	0.0346534653465346	query_1	['GO:0006650', 'GO:0008654', 'GO:0045017']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
863	GO:BP	GO:0006979	response to oxidative stress	0.0013292987856576	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	99	10	15719	0.101010101010101	0.0240384615384615	query_1	['GO:0006950']	['MET', 'SRC', 'CRK', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'EGFR', 'PTK2B', 'PDGFRA']
864	GO:BP	GO:1902743	regulation of lamellipodium organization	0.0013512678018521	True	"""Any process that modulates the frequency, rate or extent of lamellipodium organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:16054028]"	51	99	4	15719	0.0404040404040404	0.0784313725490196	query_1	['GO:0097581', 'GO:0120035']	['SRC', 'PIK3R1', 'WAS', 'PIK3CA']
865	GO:BP	GO:0010543	regulation of platelet activation	0.0013512678018521	True	"""Any process that modulates the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	51	99	4	15719	0.0404040404040404	0.0784313725490196	query_1	['GO:0030168', 'GO:0050865']	['LYN', 'SYK', 'PDGFRA', 'F11R']
866	GO:BP	GO:0046850	regulation of bone remodeling	0.0013512678018521	True	"""Any process that modulates the frequency, rate or extent of bone remodeling, the processes of bone formation and resorption that combine to maintain skeletal integrity."" [GOC:ai]"	51	99	4	15719	0.0404040404040404	0.0784313725490196	query_1	['GO:0034103', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'SYK']
868	GO:BP	GO:2001026	regulation of endothelial cell chemotaxis	0.0013573253712669	True	"""Any process that modulates the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:BHF]"	21	99	3	15719	0.0303030303030303	0.1428571428571428	query_1	['GO:0010594', 'GO:0035767', 'GO:0050920']	['MET', 'KDR', 'VEGFA']
867	GO:BP	GO:0061008	hepaticobiliary system development	0.0013573253712669	True	"""The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins."" [GOC:dph]"	144	99	6	15719	0.0606060606060606	0.0416666666666666	query_1	['GO:0048731']	['MET', 'HGF', 'TGFB1', 'PIK3CA', 'VTN', 'SMAD3']
228	REAC	REAC:R-HSA-5654695	PI-3K cascade:FGFR2	0.0013580959971997	True	PI-3K cascade:FGFR2	17	95	3	10022	0.031578947368421	0.1764705882352941	query_1	['REAC:R-HSA-5654696']	['PIK3R1', 'PIK3CA', 'PTPN11']
229	REAC	REAC:R-HSA-9703465	Signaling by FLT3 fusion proteins	0.0013580959971997	True	Signaling by FLT3 fusion proteins	17	95	3	10022	0.031578947368421	0.1764705882352941	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1', 'PIK3CA']
869	GO:BP	GO:0006816	calcium ion transport	0.0013714460129895	True	"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	418	99	10	15719	0.101010101010101	0.0239234449760765	query_1	['GO:0030001', 'GO:0071702']	['ITGAV', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
870	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	0.0013892207483977	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1934	99	25	15719	0.2525252525252525	0.0129265770423991	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'ZNF398', 'WASL', 'SQSTM1', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'TGFBR1', 'SMAD3', 'NCK2']
230	REAC	REAC:R-HSA-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	0.0013982874083125	True	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	4	95	2	10022	0.0210526315789473	0.5	query_1	['REAC:R-HSA-446353']	['ITGB1', 'PXN']
871	GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	0.0014024049294703	True	"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]"	145	99	6	15719	0.0606060606060606	0.0413793103448275	query_1	['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']	['NCK1', 'TGFBR2', 'ZAP70', 'SYK', 'TRAF6', 'NCK2']
231	REAC	REAC:R-HSA-3928662	EPHB-mediated forward signaling	0.0014088469387448	True	EPHB-mediated forward signaling	40	95	4	10022	0.0421052631578947	0.1	query_1	['REAC:R-HSA-2682334']	['WASL', 'FYN', 'LYN', 'PTK2']
872	GO:BP	GO:0051223	regulation of protein transport	0.0014111414156983	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	501	99	11	15719	0.1111111111111111	0.0219560878243512	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PARD6A', 'FYN', 'TGFB1', 'ERBB2', 'PRKCZ', 'SMAD3', 'PTPN11']
873	GO:BP	GO:0043523	regulation of neuron apoptotic process	0.0014227018767347	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	205	99	7	15719	0.0707070707070707	0.0341463414634146	query_1	['GO:0042981', 'GO:0051402', 'GO:1901214']	['VEGFB', 'TGFB3', 'CTNNB1', 'PRKCI', 'PIK3CA', 'KDR', 'PTK2B']
874	GO:BP	GO:0009987	cellular process	0.0014368571391679	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14494	99	99	15719	1.0	0.0068304125845177	query_1	['GO:0008150']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'WIPF1', 'PARD6A', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PXN', 'WIPF2', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'DIP2A', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'NYAP2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'PLEKHH3', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'PKN3', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'WDR6', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R', 'ELMO2']
875	GO:BP	GO:0051496	positive regulation of stress fiber assembly	0.0014418781249314	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	52	99	4	15719	0.0404040404040404	0.0769230769230769	query_1	['GO:0032233', 'GO:0043149', 'GO:0051492']	['TGFB3', 'PXN', 'TGFBR1', 'SMAD3']
876	GO:BP	GO:0034599	cellular response to oxidative stress	0.0014447306947391	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]"	272	99	8	15719	0.0808080808080808	0.0294117647058823	query_1	['GO:0006979', 'GO:0062197']	['MET', 'SRC', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'EGFR', 'PDGFRA']
877	GO:BP	GO:0030162	regulation of proteolysis	0.0015268246278385	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	681	99	13	15719	0.1313131313131313	0.0190895741556534	query_1	['GO:0006508', 'GO:0051246']	['SRC', 'SMAD7', 'HGF', 'FYN', 'LYN', 'SYK', 'SMURF1', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'LCK', 'SMAD3']
879	GO:BP	GO:0060571	morphogenesis of an epithelial fold	0.0015450414876258	True	"""The morphogenetic process in which an epithelial sheet bends along a linear axis."" [GOC:dph]"	22	99	3	15719	0.0303030303030303	0.1363636363636363	query_1	['GO:0002009']	['FGFR2', 'CTNNB1', 'EGFR']
878	GO:BP	GO:0010761	fibroblast migration	0.0015450414876258	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	53	99	4	15719	0.0404040404040404	0.0754716981132075	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'TGFB1', 'PTK2']
880	GO:BP	GO:0032946	positive regulation of mononuclear cell proliferation	0.0015493142521596	True	"""Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	148	99	6	15719	0.0606060606060606	0.0405405405405405	query_1	['GO:0032943', 'GO:0032944', 'GO:0070665']	['NCK1', 'TGFBR2', 'ZAP70', 'SYK', 'TRAF6', 'NCK2']
881	GO:BP	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	0.0015670676563851	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	96	99	5	15719	0.0505050505050505	0.0520833333333333	query_1	['GO:0031400', 'GO:0070647', 'GO:1903320']	['SMAD7', 'CTNNB1', 'USP4', 'SQSTM1', 'FYN']
882	GO:BP	GO:0016055	Wnt signaling pathway	0.0015702822888824	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell and ending with a change in cell state."" [GOC:dph, GOC:go_curators, PMID:11532397]"	426	99	10	15719	0.101010101010101	0.0234741784037558	query_1	['GO:0198738', 'GO:1905114']	['RAPGEF1', 'SMURF2', 'SRC', 'FGFR2', 'PLCG2', 'CTNNB1', 'DVL2', 'EGFR', 'SMURF1', 'SMAD3']
883	GO:BP	GO:0050808	synapse organization	0.00159782800851	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]"	427	99	10	15719	0.101010101010101	0.0234192037470726	query_1	['GO:0034330']	['ITGB1', 'ITGB3', 'CRK', 'CTNNB1', 'WASL', 'FYN', 'DIP2A', 'ERBB2', 'PTK2B', 'CRKL']
884	GO:BP	GO:0007162	negative regulation of cell adhesion	0.0016173172117315	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	277	99	8	15719	0.0808080808080808	0.0288808664259927	query_1	['GO:0007155', 'GO:0030155', 'GO:0048523']	['SRC', 'SMAD7', 'PIK3R1', 'TGFB1', 'ERBB2', 'VEGFA', 'PTK2', 'PTPN11']
