Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
58	GO:CC	GO:0005766	primary lysosome	0.0115770757358437	True	"""A lysosome before it has fused with a vesicle or vacuole."" [GOC:jl, ISBN:0815316194]"	147	100	5	16420	0.05	0.0340136054421768	query_1	['GO:0005764']	['VCP', 'DDOST', 'FAF2', 'MAGT1', 'FABP5']
57	GO:CC	GO:0042582	azurophil granule	0.0115770757358437	True	"""Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:jl, PMID:17152095]"	147	100	5	16420	0.05	0.0340136054421768	query_1	['GO:0005766', 'GO:0030141']	['VCP', 'DDOST', 'FAF2', 'MAGT1', 'FABP5']
85	REAC	REAC:R-HSA-1989781	PPARA activates gene expression	0.011779231474093	True	PPARA activates gene expression	111	83	5	10022	0.0602409638554216	0.045045045045045	query_1	['REAC:R-HSA-400206']	['RXRA', 'CREBBP', 'EP300', 'ARNT', 'AHR']
165	GO:BP	GO:0034605	cellular response to heat	0.0118914919076345	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:mah]"	63	99	4	15719	0.0404040404040404	0.0634920634920634	query_1	['GO:0009408', 'GO:0033554']	['CREBBP', 'HSP90AB1', 'VCP', 'EP300']
86	REAC	REAC:R-HSA-400206	Regulation of lipid metabolism by PPARalpha	0.0121098484801311	True	Regulation of lipid metabolism by PPARalpha	112	83	5	10022	0.0602409638554216	0.0446428571428571	query_1	['REAC:R-HSA-556833']	['RXRA', 'CREBBP', 'EP300', 'ARNT', 'AHR']
87	REAC	REAC:R-HSA-9706019	RHOBTB3 ATPase cycle	0.0121467389644169	True	RHOBTB3 ATPase cycle	9	83	2	10022	0.0240963855421686	0.2222222222222222	query_1	['REAC:R-HSA-9716542']	['CUL3', 'VHL']
59	GO:CC	GO:0005788	endoplasmic reticulum lumen	0.0123050895288924	True	"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]"	296	100	7	16420	0.07	0.0236486486486486	query_1	['GO:0005783', 'GO:0070013']	['PNPLA2', 'DNAJC10', 'OS9', 'HSP90B1', 'GBF1', 'SHH', 'ERLEC1']
168	GO:BP	GO:0002052	positive regulation of neuroblast proliferation	0.0124689886660364	True	"""Any process that activates or increases the rate of neuroblast proliferation."" [GOC:dph]"	28	99	3	15719	0.0303030303030303	0.1071428571428571	query_1	['GO:0007405', 'GO:0050769', 'GO:1902692', 'GO:2000179']	['CDON', 'HIF1A', 'SHH']
166	GO:BP	GO:0001947	heart looping	0.0124689886660364	True	"""The tube morphogenesis process in which the primitive heart tube loops asymmetrically. This looping brings the primitive heart chambers into alignment preceding their future integration. Heart looping begins with dextral-looping and ends when the main regional divisions of the mature heart and primordium of the great arterial trunks become established preceeding septation."" [GOC:dph, PMID:12094232]"	64	99	4	15719	0.0404040404040404	0.0625	query_1	['GO:0003143', 'GO:0061371']	['IHH', 'HIF1A', 'SHH', 'PKD2']
167	GO:BP	GO:0033522	histone H2A ubiquitination	0.0124689886660364	True	"""The modification of histone H2A by addition of one or more ubiquitin groups."" [GOC:bf, GOC:mah, PMID:15509584, PMID:16473935, PMID:18430235]"	28	99	3	15719	0.0303030303030303	0.1071428571428571	query_1	['GO:0016574']	['CUL4B', 'DDB2', 'DDB1']
169	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	0.0131782395615462	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1934	99	24	15719	0.2424242424242424	0.0124095139607032	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'HSP90AB1', 'VCP', 'DDB1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
170	GO:BP	GO:0030853	negative regulation of granulocyte differentiation	0.0138963513549823	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of granulocyte differentiation."" [GOC:mah]"	7	99	2	15719	0.0202020202020202	0.2857142857142857	query_1	['GO:0002762', 'GO:0030851', 'GO:0030852']	['RARA', 'CUL4A']
171	GO:BP	GO:0032364	intracellular oxygen homeostasis	0.0138963513549823	True	"""A homeostatic process involved in the maintenance of a steady state level of oxygen within a cell."" [GOC:rph]"	7	99	2	15719	0.0202020202020202	0.2857142857142857	query_1	['GO:0055082']	['EGLN1', 'HIF1A']
172	GO:BP	GO:1902389	ceramide 1-phosphate transport	0.0138963513549823	True	"""The directed movement of a ceramide 1-phosphate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:TermGenie, PMID:23863933]"	7	99	2	15719	0.0202020202020202	0.2857142857142857	query_1	['GO:0015711', 'GO:0015914', 'GO:0035627']	['PLEKHA3', 'PLEKHA8']
88	REAC	REAC:R-HSA-5619115	Disorders of transmembrane transporters	0.0139044055950461	True	Disorders of transmembrane transporters	169	83	6	10022	0.072289156626506	0.0355029585798816	query_1	['REAC:R-HSA-1643685']	['DERL2', 'VCP', 'OS9', 'DERL1', 'SEL1L', 'ERLEC1']
89	REAC	REAC:R-HSA-157118	Signaling by NOTCH	0.0139345126261236	True	Signaling by NOTCH	228	83	7	10022	0.0843373493975903	0.0307017543859649	query_1	['REAC:R-HSA-162582']	['CREBBP', 'RBX1', 'HIF1A', 'SKP1', 'SEL1L', 'EP300', 'CUL1']
173	GO:BP	GO:0010646	regulation of cell communication	0.014064092960582	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3204	99	34	15719	0.3434343434343434	0.0106117353308364	query_1	['GO:0007154', 'GO:0050794']	['CUL3', 'RXRA', 'PTCH1', 'IHH', 'SELENOS', 'SYVN1', 'CREBBP', 'PPARD', 'ARF1', 'DHH', 'CYTH4', 'CDON', 'HSP90AB1', 'VCP', 'CYTH3', 'CYTH1', 'ZMPSTE24', 'CYTH2', 'RBX1', 'VHL', 'HIF1A', 'GBF1', 'SHH', 'EP300', 'ARNT', 'SELENOK', 'COPS5', 'PKHD1', 'RARA', 'HHIP', 'FAM3D', 'FABP5', 'PKD2', 'CUL4A']
60	GO:CC	GO:0005811	lipid droplet	0.014220031472756	True	"""An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins."" [GOC:mah, GOC:tb]"	94	100	4	16420	0.04	0.0425531914893617	query_1	['GO:0043232']	['PNPLA2', 'VCP', 'GBF1', 'FAF2']
90	REAC	REAC:R-HSA-9701898	STAT3 nuclear events downstream of ALK signaling	0.0144453374604315	True	STAT3 nuclear events downstream of ALK signaling	10	83	2	10022	0.0240963855421686	0.2	query_1	['REAC:R-HSA-201556']	['HIF1A', 'EP300']
91	REAC	REAC:R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	0.0144453374604315	True	Regulation of FOXO transcriptional activity by acetylation	10	83	2	10022	0.0240963855421686	0.2	query_1	['REAC:R-HSA-9614085']	['CREBBP', 'EP300']
176	GO:BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	0.014538453999702	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	30	99	3	15719	0.0303030303030303	0.1	query_1	['GO:0048584', 'GO:0071560', 'GO:1903844']	['CREBBP', 'HSP90AB1', 'EP300']
177	GO:BP	GO:0060341	regulation of cellular localization	0.014538453999702	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	951	99	15	15719	0.1515151515151515	0.0157728706624605	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['PTCH1', 'PPARD', 'DERL2', 'HSP90AB1', 'VCP', 'TAMALIN', 'OS9', 'UBE2J1', 'HIF1A', 'GBF1', 'SHH', 'ERLEC1', 'SELENOK', 'HSPA8', 'FAM3D']
175	GO:BP	GO:0090162	establishment of epithelial cell polarity	0.014538453999702	True	"""The specification and formation of anisotropic intracellular organization of an epithelial cell."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	30	99	3	15719	0.0303030303030303	0.1	query_1	['GO:0030010']	['CYTH3', 'CYTH1', 'SHH']
174	GO:BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	0.014538453999702	True	"""Any process that activates or increases the frequency, rate or extent of TGF-beta receptor signaling pathway activity."" [GOC:go_curators]"	30	99	3	15719	0.0303030303030303	0.1	query_1	['GO:0007179', 'GO:0017015', 'GO:0090100', 'GO:1903846']	['CREBBP', 'HSP90AB1', 'EP300']
178	GO:BP	GO:0006109	regulation of carbohydrate metabolic process	0.0146849060391783	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates."" [GOC:go_curators]"	177	99	6	15719	0.0606060606060606	0.0338983050847457	query_1	['GO:0005975', 'GO:0080090']	['SELENOS', 'ZMPSTE24', 'DDB1', 'HIF1A', 'EP300', 'ARNT']
179	GO:BP	GO:0009966	regulation of signal transduction	0.0149512144976643	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	2829	99	31	15719	0.3131313131313131	0.0109579356663131	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['CUL3', 'RXRA', 'PTCH1', 'IHH', 'SELENOS', 'SYVN1', 'CREBBP', 'PPARD', 'DHH', 'CYTH4', 'CDON', 'HSP90AB1', 'VCP', 'CYTH3', 'CYTH1', 'ZMPSTE24', 'CYTH2', 'RBX1', 'VHL', 'HIF1A', 'GBF1', 'SHH', 'EP300', 'ARNT', 'SELENOK', 'COPS5', 'PKHD1', 'HHIP', 'FABP5', 'PKD2', 'CUL4A']
180	GO:BP	GO:0007154	cell communication	0.0150013519614962	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	99	52	15719	0.5252525252525253	0.0090152565880721	query_1	['GO:0009987']	['CUL3', 'RXRA', 'PTCH1', 'MROH2B', 'IHH', 'SELENOS', 'SYVN1', 'CREBBP', 'PPARD', 'ARF1', 'BOC', 'DHH', 'CYTH4', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'CYTH3', 'CYTH1', 'ZMPSTE24', 'TAMALIN', 'CYTH2', 'OS9', 'DDB1', 'DERL1', 'RBX1', 'ARFRP1', 'VHL', 'ARFIP2', 'HIF1A', 'SEL1L', 'GBF1', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'ERLEC1', 'SELENOK', 'CUL5', 'COPS5', 'PKHD1', 'RARA', 'HHIP', 'HSPA8', 'FAM3D', 'CUL1', 'CUL2', 'FABP5', 'PKD2', 'CUL4A']
181	GO:BP	GO:0003002	regionalization	0.015205326777115	True	"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]"	400	99	9	15719	0.0909090909090909	0.0225	query_1	['GO:0007389']	['PTCH1', 'IHH', 'CDON', 'HIF1A', 'SHH', 'EP300', 'HHIP', 'PKD2', 'CDX1']
182	GO:BP	GO:1901135	carbohydrate derivative metabolic process	0.015205326777115	True	"""The chemical reactions and pathways involving carbohydrate derivative."" [GOC:TermGenie]"	958	99	15	15719	0.1515151515151515	0.0156576200417536	query_1	['GO:0071704']	['IHH', 'SYVN1', 'STT3B', 'PPARD', 'DAD1', 'VCP', 'UBE2J1', 'DDOST', 'RPN1', 'HIF1A', 'STT3A', 'MAGT1', 'RPN2', 'HSPA8', 'TUSC3']
183	GO:BP	GO:0061138	morphogenesis of a branching epithelium	0.015205326777115	True	"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]"	179	99	6	15719	0.0606060606060606	0.0335195530726257	query_1	['GO:0001763', 'GO:0002009']	['PTCH1', 'IHH', 'SHH', 'PKHD1', 'HHIP', 'PKD2']
184	GO:BP	GO:0010390	histone monoubiquitination	0.0154166508671161	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	99	3	15719	0.0303030303030303	0.0967741935483871	query_1	['GO:0006513', 'GO:0016574']	['CUL4B', 'DDB2', 'DDB1']
92	REAC	REAC:R-HSA-1280218	Adaptive Immune System	0.0155903682197602	True	Adaptive Immune System	750	83	14	10022	0.1686746987951807	0.0186666666666666	query_1	['REAC:R-HSA-168256']	['CUL3', 'ARF1', 'LMO7', 'ELOB', 'UBE2J1', 'RBX1', 'VHL', 'SKP1', 'ELOC', 'UBE2D2', 'RNF7', 'CUL5', 'CUL1', 'CUL2']
185	GO:BP	GO:0046578	regulation of Ras protein signal transduction	0.015616518008965	True	"""Any process that modulates the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	181	99	6	15719	0.0606060606060606	0.0331491712707182	query_1	['GO:0007265', 'GO:0051056']	['CUL3', 'CYTH4', 'CYTH3', 'CYTH1', 'CYTH2', 'GBF1']
186	GO:BP	GO:0003143	embryonic heart tube morphogenesis	0.015616518008965	True	"""The process in which the anatomical structures of the embryonic heart tube are generated and organized. The embryonic heart tube is an epithelial tube that will give rise to the mature heart."" [GOC:mtg_heart]"	70	99	4	15719	0.0404040404040404	0.0571428571428571	query_1	['GO:0003007', 'GO:0035050', 'GO:0048562', 'GO:0048598', 'GO:0060562']	['IHH', 'HIF1A', 'SHH', 'PKD2']
187	GO:BP	GO:0061371	determination of heart left/right asymmetry	0.015616518008965	True	"""Determination of the asymmetric location of the heart with respect to the left and right halves of the organism."" [GOC:dph, GOC:mtg_heart]"	70	99	4	15719	0.0404040404040404	0.0571428571428571	query_1	['GO:0007368', 'GO:0007507']	['IHH', 'HIF1A', 'SHH', 'PKD2']
188	GO:BP	GO:0060562	epithelial tube morphogenesis	0.015616518008965	True	"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]"	323	99	8	15719	0.0808080808080808	0.0247678018575851	query_1	['GO:0002009', 'GO:0035239']	['PTCH1', 'IHH', 'HIF1A', 'SHH', 'PKHD1', 'RARA', 'HHIP', 'PKD2']
189	GO:BP	GO:0051224	negative regulation of protein transport	0.015656221418584	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	121	99	5	15719	0.0505050505050505	0.0413223140495867	query_1	['GO:0015031', 'GO:0051051', 'GO:0051223', 'GO:1904950']	['DERL2', 'OS9', 'UBE2J1', 'ERLEC1', 'FAM3D']
191	GO:BP	GO:0007507	heart development	0.0158168064696267	True	"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]"	578	99	11	15719	0.1111111111111111	0.0190311418685121	query_1	['GO:0048513', 'GO:0072359']	['PTCH1', 'IHH', 'PPARD', 'ZMPSTE24', 'EGLN1', 'HIF1A', 'SHH', 'EP300', 'RARA', 'NRAP', 'PKD2']
190	GO:BP	GO:0006006	glucose metabolic process	0.0158168064696267	True	"""The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides."" [ISBN:0198506732]"	182	99	6	15719	0.0606060606060606	0.0329670329670329	query_1	['GO:0019318']	['SELENOS', 'PPARD', 'ZMPSTE24', 'DDB1', 'EP300', 'FABP5']
192	GO:BP	GO:0007405	neuroblast proliferation	0.0160550377892101	True	"""The expansion of a neuroblast population by cell division. A neuroblast is any cell that will divide and give rise to a neuron."" [GOC:ai, GOC:mtg_sensu, GOC:sart]"	71	99	4	15719	0.0404040404040404	0.056338028169014	query_1	['GO:0048699', 'GO:0061351']	['CDON', 'HIF1A', 'SHH', 'HHIP']
193	GO:BP	GO:0048598	embryonic morphogenesis	0.0162725877925132	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	581	99	11	15719	0.1111111111111111	0.0189328743545611	query_1	['GO:0009653', 'GO:0009790']	['CUL3', 'LRIG3', 'PTCH1', 'IHH', 'CREBBP', 'CDON', 'ARFRP1', 'HIF1A', 'SHH', 'RARA', 'PKD2']
194	GO:BP	GO:0009891	positive regulation of biosynthetic process	0.0170144160720281	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1989	99	24	15719	0.2424242424242424	0.0120663650075414	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'HSP90AB1', 'VCP', 'DDB1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
195	GO:BP	GO:0003007	heart morphogenesis	0.0170144160720281	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	254	99	7	15719	0.0707070707070707	0.0275590551181102	query_1	['GO:0007507', 'GO:0009887']	['PTCH1', 'IHH', 'ZMPSTE24', 'EGLN1', 'HIF1A', 'SHH', 'PKD2']
196	GO:BP	GO:1901698	response to nitrogen compound	0.0171444931551379	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	99	16	15719	0.1616161616161616	0.0147874306839186	query_1	['GO:0042221']	['SELENOS', 'SYVN1', 'STT3B', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'UBE2J1', 'DERL1', 'HSP90B1', 'EGLN1', 'SEL1L', 'AHR', 'FAF2', 'ERLEC1', 'PKD2']
197	GO:BP	GO:0044843	cell cycle G1/S phase transition	0.0171444931551379	True	"""The cell cycle process by which a cell in G1 phase commits to S phase."" [GOC:mtg_cell_cycle]"	255	99	7	15719	0.0707070707070707	0.0274509803921568	query_1	['GO:0044770']	['CUL3', 'CUL4B', 'CUL5', 'CUL1', 'CUL2', 'PKD2', 'CUL4A']
61	GO:CC	GO:0044292	dendrite terminus	0.0171626230389501	True	"""A structure at the distal end of a dendrite adapted to carry out a specific function, e.g. dendriole."" [GOC:jl, NIF_Subcellular:sao28175134]"	14	100	2	16420	0.02	0.1428571428571428	query_1	['GO:0030425', 'GO:0110165']	['PTCH1', 'HSP90AB1']
93	REAC	REAC:R-HSA-8866907	Activation of the TFAP2 (AP-2) family of transcription factors	0.0171870923641525	True	Activation of the TFAP2 (AP-2) family of transcription factors	11	83	2	10022	0.0240963855421686	0.1818181818181818	query_1	['REAC:R-HSA-8864260']	['CREBBP', 'EP300']
198	GO:BP	GO:0045879	negative regulation of smoothened signaling pathway	0.0172040809751634	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of smoothened signaling."" [GOC:go_curators]"	33	99	3	15719	0.0303030303030303	0.0909090909090909	query_1	['GO:0007224', 'GO:0008589', 'GO:0009968']	['PTCH1', 'VCP', 'HHIP']
