Myoclonic-astatic epilepsy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
427	GO:BP	GO:0044409	entry into host	0.0001776021386421	True	"""Entry of a symbiont into the body, tissues, or cells of a host organism as part of the symbiont life cycle. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:vw]"	159	103	9	21110	0.087378640776699	0.0566037735849056	query_1	['GO:0044000']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'TFRC', 'ITGA5', 'LDLR', 'ITGB6']
428	GO:BP	GO:0030036	actin cytoskeleton organization	0.0001823244518623	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	731	103	17	21110	0.1650485436893204	0.0232558139534883	query_1	['GO:0007010', 'GO:0030029']	['ITGB1', 'ITGB5', 'SRC', 'ADD2', 'ITGB3', 'TGFB3', 'ADD3', 'SNX9', 'MYO6', 'BIN1', 'APOA1', 'LRP1', 'TF', 'DMTN', 'TLN1', 'ADD1', 'ELN']
429	REAC	REAC:R-HSA-9758890	Transport of RCbl within the body	0.0001922942454146	True	Transport of RCbl within the body	8	99	4	10790	0.0404040404040404	0.5	query_1	['REAC:R-HSA-196741']	['TCN2', 'LRP2', 'CD320', 'LDLRAP1']
430	GO:BP	GO:1905953	negative regulation of lipid localization	0.0001940135342206	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	103	6	21110	0.058252427184466	0.1304347826086956	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['APOC3', 'ITGAV', 'ITGB3', 'PCSK9', 'APOA2', 'APOC2']
431	GO:BP	GO:0051247	positive regulation of protein metabolic process	0.0001941257871823	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1451	103	24	21110	0.233009708737864	0.0165403170227429	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['C3', 'SRC', 'ITGB3', 'TGFB3', 'LRP2', 'SNX9', 'TFRC', 'LRP4', 'APOE', 'ITGA5', 'HFE', 'FYN', 'LDLR', 'PCSK9', 'AGT', 'LRP1', 'TFR2', 'MUSK', 'VTN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'HPX']
432	GO:BP	GO:1903034	regulation of response to wounding	0.0001977352378314	True	"""Any process that modulates the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	161	103	9	21110	0.087378640776699	0.0559006211180124	query_1	['GO:0009611', 'GO:0080134']	['ITGB1', 'SPP1', 'FGA', 'APOE', 'FGB', 'FGG', 'DMTN', 'VTN', 'PTK2']
433	GO:BP	GO:0007267	cell-cell signaling	0.0002261248323987	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1696	103	26	21110	0.2524271844660194	0.0153301886792452	query_1	['GO:0007154', 'GO:0023052']	['SLC6A1', 'C3', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'AMPH', 'LRP4', 'APOE', 'LTBP1', 'HFE', 'FYN', 'CDK14', 'SYNGAP1', 'AGT', 'NTSR1', 'LRP1', 'TFR2', 'FGB', 'FGG', 'AGRN', 'LRP8', 'ITGB6', 'APP', 'DAB2']
434	GO:BP	GO:0070508	cholesterol import	0.0002286197403444	True	"""The directed movement of cholesterol into a cell or organelle."" [GOC:BHF, GOC:rl]"	10	103	4	21110	0.0388349514563106	0.4	query_1	['GO:0030301']	['APOC3', 'LDLR', 'APOA1', 'APOA2']
435	GO:BP	GO:0071495	cellular response to endogenous stimulus	0.0002442417167792	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1469	103	24	21110	0.233009708737864	0.0163376446562287	query_1	['GO:0009719']	['ITGB5', 'SRC', 'ITGB3', 'TGFB3', 'LRP2', 'LTBP1', 'LOX', 'ITGA5', 'HFE', 'FYN', 'PCSK9', 'AGT', 'LRP1', 'FBN1', 'FGB', 'FBN2', 'AGRN', 'DMTN', 'VTN', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2']
436	GO:CC	GO:0031252	cell leading edge	0.0002501159738607	True	"""The area of a motile cell closest to the direction of movement."" [GOC:pg]"	425	104	12	22122	0.1153846153846153	0.028235294117647	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'AMPH', 'SNX9', 'ITGA5', 'SYNE2', 'MYO6', 'FGR', 'TLN1', 'APP']
437	GO:BP	GO:0048870	cell motility	0.0002510830150869	True	"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]"	1705	103	26	21110	0.2524271844660194	0.01524926686217	query_1	['GO:0009987']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ADD2', 'ITGB3', 'APOE', 'LOX', 'ITGA5', 'SYNE2', 'FYN', 'AGT', 'APOA1', 'LRP1', 'TF', 'FGR', 'CTSG', 'DMTN', 'VTN', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'NUMB']
438	HPA	HPA:0461432	skin 1; extracellular matrix[≥Medium]	0.0002521069582314	True	skin 1; extracellular matrix[≥Medium]	48	79	6	11006	0.0759493670886076	0.125	query_1	['HPA:0461431']	['C3', 'FN1', 'APOE', 'FBLN2', 'FBN1', 'ELN']
439	GO:BP	GO:0097237	cellular response to toxic substance	0.0002548844036279	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."" [GOC:pr]"	119	103	8	21110	0.0776699029126213	0.0672268907563025	query_1	['GO:0009636', 'GO:0070887']	['HBB', 'HBD', 'APOE', 'FBLN5', 'HP', 'MPO', 'APOA4', 'ALB']
440	HP	HP:0002138	Subarachnoid hemorrhage	0.000256681328446	True	Hemorrhage occurring between the arachnoid mater and the pia mater.	35	62	7	4851	0.1129032258064516	0.2	query_1	['HP:0002170', 'HP:0012703']	['ITGB3', 'TGFB3', 'LOX', 'ITGA2B', 'FBN1', 'MFAP5', 'ELN']
441	GO:CC	GO:0031253	cell projection membrane	0.0002701033055818	True	"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:krc, GOC:mah]"	351	104	11	22122	0.1057692307692307	0.0313390313390313	query_1	['GO:0098590', 'GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'LRP2', 'ITGA5', 'SYNE2', 'MYO6', 'FGR', 'DMTN', 'TLN1']
442	GO:BP	GO:0040011	locomotion	0.0002738725134339	True	"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]"	1365	103	23	21110	0.2233009708737864	0.0168498168498168	query_1	['GO:0008150']	['ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'APOE', 'LOX', 'ITGA5', 'SYNE2', 'FYN', 'AGT', 'APOA1', 'LRP1', 'TF', 'FGR', 'MUSK', 'CTSG', 'DMTN', 'VTN', 'PTK2', 'APP', 'DAB2', 'NUMB']
443	GO:BP	GO:0050793	regulation of developmental process	0.0002905794918214	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2482	103	32	21110	0.3106796116504854	0.0128928283642224	query_1	['GO:0032502', 'GO:0050789']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'LRP4', 'APOE', 'LOX', 'ITGA5', 'FYN', 'LDLR', 'SYNGAP1', 'AGT', 'BIN1', 'FBN1', 'FBN2', 'FGR', 'MUSK', 'AGRN', 'DMTN', 'NLN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB', 'ADD1']
444	HP	HP:0002107	Pneumothorax	0.0002910993203402	True	Accumulation of air in the pleural cavity leading to a partially or completely collapsed lung.	72	62	9	4851	0.1451612903225806	0.125	query_1	['HP:0002103']	['TGFB3', 'LTBP1', 'LOX', 'HFE', 'FBLN5', 'FBN1', 'MFAP5', 'SERPINA1', 'ELN']
445	GO:MF	GO:0005539	glycosaminoglycan binding	0.0003118412344435	True	"""Binding to a glycan (polysaccharide) containing a substantial proportion of aminomonosaccharide residues."" [GOC:jl, ISBN:0198506732]"	244	103	10	20195	0.0970873786407767	0.040983606557377	query_1	['GO:0097367']	['FN1', 'APOE', 'ITIH2', 'CFH', 'FBN1', 'MPO', 'AGRN', 'CTSG', 'VTN', 'APP']
446	GO:BP	GO:0048468	cell development	0.0003120490022242	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2763	103	34	21110	0.3300970873786408	0.0123054650741947	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	['C3', 'ITGB1', 'CHD2', 'FN1', 'SRC', 'SPP1', 'ADD2', 'LRP2', 'TFRC', 'LRP4', 'APOE', 'LOX', 'FYN', 'TPD52', 'LDLR', 'SYNGAP1', 'AGT', 'BIN1', 'LRP1', 'TF', 'FBN1', 'FGG', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'MFAP5', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'NUMB', 'ADD1']
447	GO:BP	GO:0034377	plasma lipoprotein particle assembly	0.0003167210817384	True	"""The non-covalent aggregation and arrangement of proteins and lipids to form a plasma lipoprotein particle."" [GOC:BHF, GOC:mah]"	26	103	5	21110	0.0485436893203883	0.1923076923076923	query_1	['GO:0065005', 'GO:0071827', 'GO:0097006']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOA4']
448	REAC	REAC:R-HSA-6802957	Oncogenic MAPK signaling	0.0003259431392429	True	Oncogenic MAPK signaling	82	99	8	10790	0.0808080808080808	0.0975609756097561	query_1	['REAC:R-HSA-5663202']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
449	GO:BP	GO:0051258	protein polymerization	0.000332516792471	True	"""The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein."" [GOC:ai]"	287	103	11	21110	0.1067961165048543	0.0383275261324041	query_1	['GO:0065003']	['ADD2', 'FGA', 'ADD3', 'SNX9', 'BIN1', 'FGB', 'FGG', 'DMTN', 'VTN', 'ADD1', 'ELN']
450	REAC	REAC:R-HSA-917937	Iron uptake and transport	0.0003401751242288	True	Iron uptake and transport	57	99	7	10790	0.0707070707070707	0.1228070175438596	query_1	['REAC:R-HSA-382551']	['HEPH', 'TFRC', 'HFE', 'TF', 'TFR2', 'SLC40A1', 'CP']
451	REAC	REAC:R-HSA-164938	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	0.0003459479251409	True	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	20	99	5	10790	0.0505050505050505	0.25	query_1	['REAC:R-HSA-164952']	['AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
452	REAC	REAC:R-HSA-445144	Signal transduction by L1	0.0003459479251409	True	Signal transduction by L1	20	99	5	10790	0.0505050505050505	0.25	query_1	['REAC:R-HSA-373760']	['ITGB1', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5']
453	HP	HP:0011025	Abnormal cardiovascular system physiology	0.0003475165807744	True	Abnormal functionality of the cardiovascular system.	1320	62	36	4851	0.5806451612903226	0.0272727272727272	query_1	['HP:0001626']	['C3', 'SYNE1', 'FN1', 'HBB', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'LRP4', 'APOE', 'LTBP1', 'LOX', 'ITGA2B', 'HFE', 'SYNE2', 'LDLR', 'PCSK9', 'AGT', 'LDLRAP1', 'FBLN5', 'CFH', 'APOA1', 'LRP1', 'TF', 'FBN1', 'FGB', 'FBN2', 'FGG', 'CFB', 'MFAP5', 'SLC40A1', 'APP', 'CP', 'ADD1', 'ALB', 'ELN']
454	GO:BP	GO:0010985	negative regulation of lipoprotein particle clearance	0.0003579124283828	True	"""Any process that decreases the rate, frequency, or extent of lipoprotein particle clearance. Lipoprotein particle clearance is the process in which a lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]"	11	103	4	21110	0.0388349514563106	0.3636363636363636	query_1	['GO:0010984', 'GO:0034381', 'GO:0051241']	['APOC3', 'LDLR', 'PCSK9', 'APOC2']
455	GO:CC	GO:0045178	basal part of cell	0.0003609026044775	True	"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]"	289	104	10	22122	0.0961538461538461	0.0346020761245674	query_1	['GO:0110165']	['HEPH', 'SLC2A1', 'TFRC', 'HFE', 'LDLR', 'LDLRAP1', 'LRP1', 'TF', 'SLC40A1', 'NUMB']
456	HPA	HPA:0471432	skin 2; extracellular matrix[≥Medium]	0.0003637214674148	True	skin 2; extracellular matrix[≥Medium]	51	79	6	11006	0.0759493670886076	0.1176470588235294	query_1	['HPA:0471431']	['C3', 'FN1', 'FBLN5', 'FBLN2', 'FBN1', 'ELN']
457	REAC	REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	0.0003839837512301	True	Non-integrin membrane-ECM interactions	58	99	7	10790	0.0707070707070707	0.1206896551724138	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'AGRN', 'VTN']
458	HP	HP:0100659	Abnormal cerebral vascular morphology	0.0003946462195119	True	An anomaly of the cerebral blood vessels.	323	62	17	4851	0.2741935483870967	0.0526315789473684	query_1	['HP:0012443', 'HP:0025015']	['FN1', 'HBB', 'FGA', 'ITGB3', 'TGFB3', 'LOX', 'ITGA2B', 'LDLR', 'PCSK9', 'LDLRAP1', 'CFH', 'FBN1', 'FGB', 'FGG', 'MFAP5', 'APP', 'ELN']
459	GO:BP	GO:1903532	positive regulation of secretion by cell	0.0004091938593481	True	"""Any process that activates or increases the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	293	103	11	21110	0.1067961165048543	0.0375426621160409	query_1	['GO:0032940', 'GO:0048522', 'GO:0051047', 'GO:1903530']	['SPP1', 'FGA', 'TGFB3', 'HFE', 'AGT', 'NTSR1', 'TFR2', 'FGB', 'FGR', 'FGG', 'DAB2']
460	GO:BP	GO:0051649	establishment of localization in cell	0.000413894043627	True	"""Any process, occuring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]"	2386	103	31	21110	0.3009708737864077	0.0129924559932942	query_1	['GO:0051234', 'GO:0051641']	['SLC6A1', 'ITGB1', 'SRC', 'ITGB3', 'AMPH', 'CLTC', 'SNX9', 'AP2M1', 'APOE', 'AP2B1', 'SCN1A', 'HFE', 'SYNE2', 'FYN', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AGT', 'AP2A2', 'LDLRAP1', 'BIN1', 'LRP1', 'TFR2', 'AP2A1', 'FGR', 'DMTN', 'SLC40A1', 'APP', 'DAB2', 'NUMB']
461	HP	HP:0009145	Abnormal cerebral artery morphology	0.000416921092707	True	Any structural anomaly of a cerebral artery. The cerebral arteries comprise three main pairs of arteries and their branches, which supply the cerebrum of the brain. These are the anterior cerebral artery, the middle cerebral artery, and the posterior cerebral artery.	75	62	9	4851	0.1451612903225806	0.12	query_1	['HP:0011004', 'HP:0100659']	['TGFB3', 'LOX', 'LDLR', 'PCSK9', 'LDLRAP1', 'FBN1', 'MFAP5', 'APP', 'ELN']
462	GO:BP	GO:0051336	regulation of hydrolase activity	0.0004172154151128	True	"""Any process that modulates the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."" [GOC:ai]"	969	103	19	21110	0.1844660194174757	0.0196078431372549	query_1	['GO:0050790']	['ITGB1', 'APOC3', 'SRC', 'SNX9', 'FYN', 'SYNGAP1', 'AGT', 'ITIH2', 'BIN1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'AGRN', 'SERPINA1', 'VTN', 'APOC2', 'PTK2', 'APP']
463	GO:MF	GO:0097718	disordered domain specific binding	0.000425002726224	True	"""Binding to a disordered domain of a protein."" [GOC:gg, PMID:11746698]"	33	103	5	20195	0.0485436893203883	0.1515151515151515	query_1	['GO:0019904']	['FN1', 'CLTC', 'AP2M1', 'FYN', 'AP2A2']
464	GO:BP	GO:0044087	regulation of cellular component biogenesis	0.0004306589268643	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	971	103	19	21110	0.1844660194174757	0.01956745623069	query_1	['GO:0044085', 'GO:0050794']	['SRC', 'ADD2', 'TGFB3', 'ADD3', 'SNX9', 'TFRC', 'APOE', 'SYNE2', 'AGT', 'BIN1', 'APOA1', 'MUSK', 'AGRN', 'DMTN', 'TLN1', 'PTK2', 'APP', 'ADD1', 'ELN']
465	GO:MF	GO:0005198	structural molecule activity	0.000432785397423	True	"""The action of a molecule that contributes to the structural integrity of a complex."" [GOC:mah, GOC:vw]"	1107	103	20	20195	0.1941747572815534	0.01806684733514	query_1	['GO:0003674']	['FN1', 'ADD2', 'FGA', 'ADD3', 'CLTC', 'APOE', 'LTBP1', 'FBLN5', 'FBLN2', 'FBN1', 'FGB', 'FBN2', 'FGG', 'AGRN', 'MFAP2', 'MFAP5', 'VTN', 'TLN1', 'ADD1', 'ELN']
466	HP	HP:0030137	Prolonged bleeding following circumcision	0.0004417388390291	True	Bleeding that persists for a longer than usual time following circumcision.	13	62	5	4851	0.0806451612903225	0.3846153846153846	query_1	['HP:0011890']	['FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG']
467	KEGG	KEGG:05412	Arrhythmogenic right ventricular cardiomyopathy	0.0004466687708042	True	Arrhythmogenic right ventricular cardiomyopathy	77	73	7	8161	0.0958904109589041	0.0909090909090909	query_1	['KEGG:00000']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGB6']
468	GO:CC	GO:0030119	AP-type membrane coat adaptor complex	0.0004491049814236	True	"""Any of several heterotetrameric complexes that link clathrin (or another coat-forming molecule, as hypothesized for AP-3 and AP-4) to a membrane surface; they are found on coated pits and coated vesicles, and mediate sorting of cargo proteins into vesicles. Each AP complex contains two large (a beta and one of either an alpha, gamma, delta, or epsilon) subunits (110-130 kDa), a medium (mu) subunit (approximately 50 kDa), and a small (sigma) subunit (15-20 kDa)."" [GOC:mah, PMID:10611976, PMID:15473838]"	41	104	5	22122	0.048076923076923	0.1219512195121951	query_1	['GO:0030117', 'GO:0098796']	['AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
469	WP	WP:WP15	Selenium micronutrient network	0.0004620837714581	True	Selenium micronutrient network	86	86	8	8133	0.0930232558139534	0.0930232558139534	query_1	['WP:000000']	['HBB', 'FGA', 'LDLR', 'APOA1', 'FGB', 'FGG', 'MPO', 'ALB']
470	GO:BP	GO:0042743	hydrogen peroxide metabolic process	0.0004625786876018	True	"""The chemical reactions and pathways involving hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA."" [GOC:jl, PMID:21734470]"	53	103	6	21110	0.058252427184466	0.1132075471698113	query_1	['GO:0071704', 'GO:0072593']	['HBB', 'HBD', 'FYN', 'HP', 'MPO', 'APOA4']
471	GO:BP	GO:0032370	positive regulation of lipid transport	0.0004735657934903	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	87	103	7	21110	0.0679611650485436	0.0804597701149425	query_1	['GO:0006869', 'GO:0032368', 'GO:0051050', 'GO:1905954']	['SPP1', 'APOE', 'LDLRAP1', 'NTSR1', 'APOA1', 'LRP1', 'DAB2']
472	KEGG	KEGG:04721	Synaptic vesicle cycle	0.0004872337887133	True	Synaptic vesicle cycle	78	73	7	8161	0.0958904109589041	0.0897435897435897	query_1	['KEGG:00000']	['SLC6A1', 'CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
473	GO:BP	GO:0061041	regulation of wound healing	0.000505117098294	True	"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]"	130	103	8	21110	0.0776699029126213	0.0615384615384615	query_1	['GO:0042060', 'GO:1903034']	['ITGB1', 'FGA', 'APOE', 'FGB', 'FGG', 'DMTN', 'VTN', 'PTK2']
