Dyskeratosis congenita	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
505	GO:BP	GO:0048522	positive regulation of cellular process	0.0001396797568221	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5221	112	55	17376	0.4910714285714285	0.010534380386899	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['RBBP8', 'AKT1', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'POLD4', 'H2AX', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'NAF1', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'KAT5', 'BARD1', 'WRN', 'KHSRP', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'CTC1', 'RNF8']
506	REAC	REAC:R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	0.0001453344961339	True	Defective DNA double strand break response due to BRCA1 loss of function	2	112	2	17376	0.0178571428571428	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
507	REAC	REAC:R-HSA-5545483	Defective Mismatch Repair Associated With MLH1	0.0001453344961339	True	Defective Mismatch Repair Associated With MLH1	2	112	2	17376	0.0178571428571428	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
508	REAC	REAC:R-HSA-5632927	Defective Mismatch Repair Associated With MSH3	0.0001453344961339	True	Defective Mismatch Repair Associated With MSH3	2	112	2	17376	0.0178571428571428	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3']
509	REAC	REAC:R-HSA-5632968	Defective Mismatch Repair Associated With MSH6	0.0001453344961339	True	Defective Mismatch Repair Associated With MSH6	2	112	2	17376	0.0178571428571428	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH6']
510	REAC	REAC:R-HSA-5632987	Defective Mismatch Repair Associated With PMS2	0.0001453344961339	True	Defective Mismatch Repair Associated With PMS2	2	112	2	17376	0.0178571428571428	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
511	REAC	REAC:R-HSA-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	0.0001453344961339	True	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	2	112	2	17376	0.0178571428571428	1.0	query_1	['REAC:R-HSA-110381']	['APEX1', 'POLB']
512	REAC	REAC:R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	0.0001453344961339	True	Defective DNA double strand break response due to BARD1 loss of function	2	112	2	17376	0.0178571428571428	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
513	REAC	REAC:R-HSA-9645723	Diseases of programmed cell death	0.0001690740957694	True	Diseases of programmed cell death	101	112	6	17376	0.0535714285714285	0.0594059405940594	query_1	['REAC:R-HSA-1643685']	['H2AX', 'POLA1', 'PRIM1', 'PRIM2', 'POLA2', 'TP53']
514	GO:BP	GO:0010835	regulation of protein ADP-ribosylation	0.0001730879900084	True	"""Any process that modulates the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids."" [GOC:dph, GOC:tb]"	9	112	3	17376	0.0267857142857142	0.3333333333333333	query_1	['GO:0051338']	['TINF2', 'XRCC1', 'PNKP']
515	GO:BP	GO:0006402	mRNA catabolic process	0.0001730879900084	True	"""The chemical reactions and pathways resulting in the breakdown of mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes."" [ISBN:0198506732]"	235	112	9	17376	0.0803571428571428	0.0382978723404255	query_1	['GO:0006401', 'GO:0010629', 'GO:0016071']	['AKT1', 'MLH1', 'DCP2', 'PARN', 'ATM', 'SMG6', 'APEX1', 'KHSRP', 'NPM1']
516	GO:BP	GO:0032070	regulation of deoxyribonuclease activity	0.0001730879900084	True	"""Any process that modulates the frequency, rate or extent of deoxyribonuclease activity, the hydrolysis of ester linkages within deoxyribonucleic acid."" [GOC:mah]"	9	112	3	17376	0.0267857142857142	0.3333333333333333	query_1	['GO:0032069', 'GO:0051052']	['AKT1', 'PCNA', 'NPM1']
517	REAC	REAC:R-HSA-3371511	HSF1 activation	0.0001908226619413	True	HSF1 activation	12	112	3	17376	0.0267857142857142	0.25	query_1	['REAC:R-HSA-3371556']	['RPA2', 'RPA3', 'RPA1']
518	GO:BP	GO:0033365	protein localization to organelle	0.0001979903017682	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	112	18	17376	0.1607142857142857	0.0194805194805194	query_1	['GO:0008104']	['AKT1', 'XPA', 'MSH2', 'RPA2', 'TINF2', 'BRCA2', 'ATR', 'TERT', 'DKC1', 'PARP1', 'XRCC4', 'XRCC5', 'RPA1', 'POLA2', 'BARD1', 'WRN', 'TP53', 'WRAP53']
519	GO:BP	GO:0045830	positive regulation of isotype switching	0.0002066446858657	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching."" [GOC:go_curators]"	27	112	4	17376	0.0357142857142857	0.1481481481481481	query_1	['GO:0002639', 'GO:0002891', 'GO:0045190', 'GO:0045191', 'GO:0045911', 'GO:0050871', 'GO:0051094']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
520	GO:BP	GO:0051347	positive regulation of transferase activity	0.0002384101195964	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	519	112	13	17376	0.1160714285714285	0.02504816955684	query_1	['GO:0043085', 'GO:0051338']	['AKT1', 'NBN', 'RAD50', 'XRCC6', 'PCNA', 'DKC1', 'PARN', 'XRCC5', 'MRE11', 'NAF1', 'PRIM2', 'WRAP53', 'PNKP']
521	GO:BP	GO:0070199	establishment of protein localization to chromosome	0.0002384101195964	True	"""The directed movement of a protein to a specific location on a chromosome."" [GOC:BHF, GOC:mah]"	28	112	4	17376	0.0357142857142857	0.1428571428571428	query_1	['GO:0034502', 'GO:0072594']	['BRCA2', 'TERT', 'DKC1', 'WRAP53']
522	GO:BP	GO:0031848	protection from non-homologous end joining at telomere	0.0002405867191603	True	"""A process that prevents non-homologous end joining at telomere, thereby ensuring that telomeres do not fuse."" [GOC:mah]"	10	112	3	17376	0.0267857142857142	0.3	query_1	['GO:0016233', 'GO:0043247']	['ERCC1', 'ERCC4', 'XRCC1']
523	GO:BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	0.0002405867191603	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	10	112	3	17376	0.0267857142857142	0.3	query_1	['GO:0045830', 'GO:0048291', 'GO:0048302']	['MSH2', 'PAXIP1', 'MLH1']
524	GO:BP	GO:0051351	positive regulation of ligase activity	0.0002405867191603	True	"""Any process that activates or increases the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate."" [GOC:ai]"	10	112	3	17376	0.0267857142857142	0.3	query_1	['GO:0043085', 'GO:0051340']	['XRCC4', 'NHEJ1', 'XRCC1']
525	GO:BP	GO:1902806	regulation of cell cycle G1/S phase transition	0.0002425956160468	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	189	112	8	17376	0.0714285714285714	0.0423280423280423	query_1	['GO:0044843', 'GO:1901987']	['AKT1', 'RPA2', 'TERT', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53']
526	REAC	REAC:R-HSA-3371453	Regulation of HSF1-mediated heat shock response	0.0002439841710624	True	Regulation of HSF1-mediated heat shock response	67	112	5	17376	0.0446428571428571	0.0746268656716417	query_1	['REAC:R-HSA-3371556']	['RPA2', 'ATR', 'RPA3', 'RPA1', 'ATM']
527	REAC	REAC:R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	0.0002439841710624	True	Cytosolic iron-sulfur cluster assembly	13	112	3	17376	0.0267857142857142	0.2307692307692307	query_1	['REAC:R-HSA-1430728']	['BRIP1', 'RTEL1', 'POLD1']
528	GO:BP	GO:0034504	protein localization to nucleus	0.0002466547362593	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	309	112	10	17376	0.0892857142857142	0.0323624595469255	query_1	['GO:0033365']	['AKT1', 'XPA', 'TERT', 'DKC1', 'PARP1', 'POLA2', 'BARD1', 'WRN', 'TP53', 'WRAP53']
529	GO:BP	GO:0065007	biological regulation	0.0002614073151562	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10859	112	90	17376	0.8035714285714286	0.0082880559904226	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'POLD4', 'H2AX', 'NHP2', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'POLA1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'RTEL1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'NOP10', 'KHSRP', 'RMI2', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
530	GO:BP	GO:0097305	response to alcohol	0.0002721018970907	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	112	9	17376	0.0803571428571428	0.036	query_1	['GO:0010033', 'GO:1901700']	['AKT1', 'TYMS', 'OGG1', 'PARP1', 'BLM', 'RAD51', 'USP46', 'BRCA1', 'POLB']
531	REAC	REAC:R-HSA-6804757	Regulation of TP53 Degradation	0.0002783394002512	True	Regulation of TP53 Degradation	36	112	4	17376	0.0357142857142857	0.1111111111111111	query_1	['REAC:R-HSA-6806003']	['AKT1', 'ATM', 'CDK2', 'TP53']
532	GO:BP	GO:0002443	leukocyte mediated immunity	0.0002899606318637	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	383	112	11	17376	0.0982142857142857	0.0287206266318537	query_1	['GO:0002252']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
533	REAC	REAC:R-HSA-9710421	Defective pyroptosis	0.0002962906403426	True	Defective pyroptosis	70	112	5	17376	0.0446428571428571	0.0714285714285714	query_1	['REAC:R-HSA-9645723']	['H2AX', 'POLA1', 'PRIM1', 'PRIM2', 'POLA2']
534	GO:BP	GO:0046686	response to cadmium ion	0.0003011659624088	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]"	59	112	5	17376	0.0446428571428571	0.0847457627118644	query_1	['GO:0010038']	['AKT1', 'OGG1', 'PCNA', 'TERT', 'ERCC1']
535	REAC	REAC:R-HSA-6806003	Regulation of TP53 Expression and Degradation	0.0003056044550992	True	Regulation of TP53 Expression and Degradation	37	112	4	17376	0.0357142857142857	0.1081081081081081	query_1	['REAC:R-HSA-5633007']	['AKT1', 'ATM', 'CDK2', 'TP53']
536	GO:BP	GO:0048609	multicellular organismal reproductive process	0.0003073062180603	True	"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]"	868	112	17	17376	0.1517857142857142	0.0195852534562211	query_1	['GO:0022414', 'GO:0032504']	['BRIP1', 'AKT1', 'MSH2', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'AR', 'PARN', 'PARP1', 'ERCC1', 'FANCD2', 'ATM', 'KAT5', 'RNF8', 'MSH6']
537	GO:BP	GO:0000493	box H/ACA snoRNP assembly	0.0003075341974467	True	"""The aggregation, arrangement and bonding together of proteins and a box H/ACA snoRNA to form a box H/ACA small nucleolar ribonucleoprotein (snoRNP) complex."" [GOC:krc, PMID:12515383]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0000491']	['SHQ1', 'NAF1']
538	GO:BP	GO:0044778	meiotic DNA integrity checkpoint signaling	0.0003075341974467	True	"""A signal transduction process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during meiosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0031570', 'GO:0033313']	['HUS1', 'HUS1B']
539	GO:BP	GO:1990505	mitotic DNA replication maintenance of fidelity	0.0003075341974467	True	"""Any maintenance of fidelity that is involved in mitotic cell cycle DNA replication."" [PMID:19185548]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:1902298', 'GO:1902969', 'GO:1903047']	['BRCA2', 'RAD51']
540	GO:BP	GO:1990426	mitotic recombination-dependent replication fork processing	0.0003075341974467	True	"""Replication fork processing that includes recombination between DNA near the arrested fork and homologous sequences. Proteins involved in homologous recombination are required for replication restart."" [GOC:mah, PMID:23093942]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0031297', 'GO:1990505']	['BRCA2', 'RAD51']
541	GO:BP	GO:1904868	telomerase catalytic core complex assembly	0.0003075341974467	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase catalytic core complex."" [GO_REF:0000079, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:1905323']	['ATR', 'ATM']
542	GO:BP	GO:1903518	positive regulation of single strand break repair	0.0003075341974467	True	"""Any process that activates or increases the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0000012', 'GO:0045739', 'GO:1903516']	['PARP1', 'XRCC1']
543	GO:BP	GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	0.0003075341974467	True	"""Any nucleotide-excision repair that is involved in interstrand cross-link repair."" [GOC:TermGenie, PMID:22064477]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0006289', 'GO:0036297']	['XPA', 'ERCC4']
544	GO:BP	GO:1904882	regulation of telomerase catalytic core complex assembly	0.0003075341974467	True	"""Any process that modulates the frequency, rate or extent of telomerase catalytic core complex assembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0043254', 'GO:1904868']	['ATR', 'ATM']
545	GO:BP	GO:0000495	box H/ACA RNA 3'-end processing	0.0003075341974467	True	"""Any process involved in forming the mature 3' end of a box H/ACA RNA molecule."" [GOC:krc]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0031126', 'GO:0034964']	['DKC1', 'PARN']
546	GO:BP	GO:1904884	positive regulation of telomerase catalytic core complex assembly	0.0003075341974467	True	"""Any process that activates or increases the frequency, rate or extent of telomerase catalytic core complex assembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0031334', 'GO:1904868', 'GO:1904882']	['ATR', 'ATM']
547	GO:BP	GO:0000710	meiotic mismatch repair	0.0003075341974467	True	"""A system for the identification and correction of base-base mismatches, small insertion-deletion loops, and regions of heterology that are present in duplex DNA formed with strands from two recombining molecules. Correction of the mismatch can result in non-Mendelian segregation of alleles following meiosis."" [GOC:elh, PMID:10357855]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0006298', 'GO:0061982']	['ERCC1', 'MSH6']
548	GO:BP	GO:0034964	box H/ACA RNA processing	0.0003075341974467	True	"""Any process involved in the conversion of a primary box H/ACA type small RNA transcript into a mature box H/ACA RNA."" [GOC:krc, GOC:mah]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0033979', 'GO:0043144']	['DKC1', 'PARN']
549	GO:BP	GO:0045004	DNA replication proofreading	0.0003075341974467	True	"""Correction of replication errors by DNA polymerase using a 3'-5' exonuclease activity."" [GOC:ai]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0006281', 'GO:0045005']	['POLD1', 'POLE']
550	GO:BP	GO:1902298	cell cycle DNA replication maintenance of fidelity	0.0003075341974467	True	"""Any maintenance of fidelity that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0022402', 'GO:0044786', 'GO:0045005']	['BRCA2', 'RAD51']
551	GO:BP	GO:0090657	telomeric loop disassembly	0.0003084978420313	True	"""The telomere maintenance process in which telomeric loops are disassembled to permit efficient telomere replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:22579284]"	11	112	3	17376	0.0267857142857142	0.2727272727272727	query_1	['GO:0000723']	['BLM', 'RTEL1', 'WRN']
552	GO:BP	GO:0010390	histone monoubiquitination	0.0003341458171658	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	112	4	17376	0.0357142857142857	0.1290322580645161	query_1	['GO:0006513', 'GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
553	GO:BP	GO:0001775	cell activation	0.000341642094331	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1063	112	19	17376	0.1696428571428571	0.0178739416745061	query_1	['GO:0009987', 'GO:0032501']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'RNF8', 'MSH6']
554	GO:BP	GO:0002889	regulation of immunoglobulin mediated immune response	0.0003616227613574	True	"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	62	112	5	17376	0.0446428571428571	0.0806451612903225	query_1	['GO:0002712', 'GO:0016064']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
555	GO:BP	GO:0002712	regulation of B cell mediated immunity	0.0003616227613574	True	"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	62	112	5	17376	0.0446428571428571	0.0806451612903225	query_1	['GO:0002706', 'GO:0002822', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
556	GO:BP	GO:0035264	multicellular organism growth	0.0003712863437231	True	"""The increase in size or mass of an entire multicellular organism, as opposed to cell growth."" [GOC:bf, GOC:curators, GOC:dph, GOC:tb]"	149	112	7	17376	0.0625	0.046979865771812	query_1	['GO:0032501', 'GO:0048589']	['WDR48', 'AR', 'ERCC1', 'ATM', 'RMI1', 'TP53', 'CTC1']
557	GO:BP	GO:0010035	response to inorganic substance	0.0003726427773815	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	112	13	17376	0.1160714285714285	0.0237659963436928	query_1	['GO:0042221']	['AKT1', 'LIG4', 'OGG1', 'DHFR', 'PCNA', 'TERT', 'PARP1', 'ERCC1', 'BLM', 'RAD51', 'APEX1', 'CDK2', 'TP53']
