Vascular Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
613	GO:BP	GO:0043534	blood vessel endothelial cell migration	8.034589433800957e-06	True	"""The orderly movement of an endothelial cell into the extracellular matrix in order to form new blood vessels during angiogenesis."" [PMID:11166264]"	115	99	9	21110	0.0909090909090909	0.0782608695652174	query_1	['GO:0043542']	['ITGB1', 'PDGFB', 'VEGFC', 'KDR', 'PLCG1', 'VEGFA', 'PTK2B', 'NRP1', 'THBS1']
614	GO:BP	GO:0051017	actin filament bundle assembly	8.807898475856998e-06	True	"""The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness."" [GOC:ai]"	159	99	10	21110	0.101010101010101	0.0628930817610062	query_1	['GO:0022607', 'GO:0061572']	['MET', 'NCK1', 'ITGB5', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'PTK2B', 'NRP1', 'NCK2']
615	GO:BP	GO:0071840	cellular component organization or biogenesis	8.879365622803425e-06	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	8345	99	68	21110	0.6868686868686869	0.0081485919712402	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'P4HA1', 'KDR', 'VCL', 'VAV1', 'SYK', 'COL10A1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'ELMO2', 'SEMA4D', 'ITGA2', 'PLXNA1']
616	GO:BP	GO:0051960	regulation of nervous system development	8.931501799561101e-06	True	"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	461	99	15	21110	0.1515151515151515	0.0325379609544468	query_1	['GO:0007399', 'GO:2000026']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'VEGFC', 'HGF', 'CTNNB1', 'LYN', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'JAM2', 'SEMA4D', 'PLXNA1']
617	GO:BP	GO:0050867	positive regulation of cell activation	9.196317678151635e-06	True	"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]"	462	99	15	21110	0.1515151515151515	0.0324675324675324	query_1	['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']	['NCK1', 'SRC', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PDGFRB', 'VAV1', 'SYK', 'SH3KBP1', 'VCAM1', 'LCK', 'THBS1', 'PTPN11', 'NCK2']
618	GO:BP	GO:0048598	embryonic morphogenesis	9.242193365435958e-06	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	618	99	17	21110	0.1717171717171717	0.0275080906148867	query_1	['GO:0009653', 'GO:0009790']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TGFB3', 'VEGFC', 'CTNNB1', 'SOS1', 'ITGA5', 'ITGA4', 'GRB2', 'VTN', 'ITGA3', 'PDGFRA', 'FLT1', 'ITGA2']
619	GO:BP	GO:0061097	regulation of protein tyrosine kinase activity	9.680215403318714e-06	True	"""Any process that modulates the rate, frequency, or extent of protein tyrosine kinase activity."" [GOC:dph, GOC:tb]"	81	99	8	21110	0.0808080808080808	0.0987654320987654	query_1	['GO:0045859', 'GO:0050730']	['PDGFB', 'SRC', 'ITGB3', 'SHC1', 'FCGR1A', 'DOCK3', 'CBL', 'NCK2']
620	GO:BP	GO:0007010	cytoskeleton organization	9.965666588382237e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1513	99	26	21110	0.2626262626262626	0.0171844018506278	query_1	['GO:0006996']	['MET', 'ITGB1', 'NCK1', 'ITGB5', 'PLXNB1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'CTNNB1', 'PXN', 'GRB2', 'PDGFRB', 'JAM3', 'SH3KBP1', 'PTK2B', 'TLN1', 'PTK2', 'NRP1', 'ELMO1', 'NCK2', 'PDGFRA', 'ELMO2']
621	REAC	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	1.02534287456234e-05	True	Signaling by ERBB2 KD Mutants	21	98	6	10790	0.0612244897959183	0.2857142857142857	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
622	REAC	REAC:R-HSA-9006115	Signaling by NTRK2 (TRKB)	1.02534287456234e-05	True	Signaling by NTRK2 (TRKB)	21	98	6	10790	0.0612244897959183	0.2857142857142857	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PLCG1', 'DOCK3', 'PTPN11']
623	GO:BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	1.02930873060417e-05	True	"""Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	52	99	7	21110	0.0707070707070707	0.1346153846153846	query_1	['GO:0010595', 'GO:0043534', 'GO:0043535']	['PDGFB', 'VEGFC', 'KDR', 'PLCG1', 'VEGFA', 'NRP1', 'THBS1']
624	GO:BP	GO:0061572	actin filament bundle organization	1.0553791127026711e-05	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of an actin filament bundle."" [GOC:dph]"	162	99	10	21110	0.101010101010101	0.0617283950617283	query_1	['GO:0007015']	['MET', 'NCK1', 'ITGB5', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'PTK2B', 'NRP1', 'NCK2']
625	GO:BP	GO:0051493	regulation of cytoskeleton organization	1.05748060029537e-05	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	543	99	16	21110	0.1616161616161616	0.0294659300184162	query_1	['GO:0007010', 'GO:0033043']	['MET', 'NCK1', 'PLXNB1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'GRB2', 'PDGFRB', 'JAM3', 'PTK2B', 'PTK2', 'NRP1', 'NCK2', 'PDGFRA']
626	REAC	REAC:R-HSA-166520	Signaling by NTRKs	1.1098772511768482e-05	True	Signaling by NTRKs	131	98	11	10790	0.1122448979591836	0.0839694656488549	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PLCG1', 'SH3GL2', 'CRKL', 'DOCK3', 'PTPN11']
627	GO:BP	GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	1.1242859113330294e-05	True	"""Any process that modulates the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."" [GOC:dgh]"	30	99	6	21110	0.0606060606060606	0.2	query_1	['GO:0009966', 'GO:0048010', 'GO:0090287']	['VEGFB', 'ITGB3', 'VEGFC', 'ITGA5', 'VTN', 'NRP1']
628	WP	WP:WP4747	Netrin-UNC5B signaling pathway	1.1333104209307968e-05	True	Netrin-UNC5B signaling pathway	52	89	8	8133	0.0898876404494382	0.1538461538461538	query_1	['WP:000000']	['SRC', 'FYN', 'KDR', 'PTK2B', 'COL1A1', 'VCAM1', 'PTK2', 'PTPN11']
629	KEGG	KEGG:05220	Chronic myeloid leukemia	1.1366562553808044e-05	True	Chronic myeloid leukemia	76	91	9	8161	0.0989010989010989	0.1184210526315789	query_1	['KEGG:00000']	['TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'GRB2', 'CRKL', 'CBL', 'PTPN11']
630	REAC	REAC:R-HSA-9607240	FLT3 Signaling	1.2117683526081045e-05	True	FLT3 Signaling	36	98	7	10790	0.0714285714285714	0.1944444444444444	query_1	['REAC:R-HSA-1280215']	['PIK3R1', 'SOS1', 'FYN', 'SYK', 'LCK', 'CBL', 'PTPN11']
631	GO:CC	GO:0098794	postsynapse	1.255366711154876e-05	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	665	99	16	22122	0.1616161616161616	0.0240601503759398	query_1	['GO:0045202', 'GO:0110165']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'SOS1', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'CDH1', 'PTK2B', 'CRKL', 'PTK2', 'NRP1', 'ITGA3', 'NCK2']
632	GO:BP	GO:0072676	lymphocyte migration	1.2612774143772451e-05	True	"""The movement of a lymphocyte within or between different tissues and organs of the body."" [CL:0000542, GOC:BHF, GOC:mah]"	121	99	9	21110	0.0909090909090909	0.0743801652892562	query_1	['GO:0071674']	['ITGB3', 'CRK', 'ITGA4', 'ZAP70', 'MADCAM1', 'PTK2B', 'CRKL', 'ITGB7', 'JAM2']
633	GO:BP	GO:0032102	negative regulation of response to external stimulus	1.2683112146325907e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	401	99	14	21110	0.1414141414141414	0.0349127182044887	query_1	['GO:0009605', 'GO:0032101', 'GO:0048585']	['PDGFB', 'SRC', 'SPP1', 'CRK', 'HGF', 'FYN', 'LYN', 'SYK', 'PLCG1', 'VTN', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D']
634	GO:MF	GO:0098634	cell-matrix adhesion mediator activity	1.3057216169998807e-05	True	"""The binding by a cell-adhesion protein on the cell surface to an extracellular matrix component, to mediate adhesion of the cell to the extracellular matrix."" [Wikipedia:Cell_adhesion]"	7	99	4	20195	0.0404040404040404	0.5714285714285714	query_1	['GO:0098631']	['ITGB1', 'ITGA11', 'MADCAM1', 'ITGA2']
635	GO:BP	GO:0097531	mast cell migration	1.3469473629227136e-05	True	"""The movement of a mast cell within or between different tissues and organs of the body."" [GOC:cvs, PMID:24152847]"	15	99	5	21110	0.0505050505050505	0.3333333333333333	query_1	['GO:0097529']	['VEGFB', 'VEGFC', 'VEGFA', 'VEGFD', 'PGF']
636	GO:BP	GO:0050930	induction of positive chemotaxis	1.3469473629227136e-05	True	"""Any process that initiates the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]"	15	99	5	21110	0.0505050505050505	0.3333333333333333	query_1	['GO:0050927']	['VEGFB', 'VEGFC', 'VEGFA', 'VEGFD', 'PGF']
637	GO:BP	GO:0051049	regulation of transport	1.3595054875343144e-05	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1771	99	28	21110	0.2828282828282828	0.0158102766798418	query_1	['GO:0006810', 'GO:0032879']	['RAPGEF1', 'ITGB1', 'ITGAV', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'PDGFRB', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'VTN', 'NRP1', 'THBS1', 'CBL', 'PTPN11', 'ITGA2']
638	REAC	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	1.399548547326807e-05	True	Signaling by ERBB2 in Cancer	22	98	6	10790	0.0612244897959183	0.2727272727272727	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
639	GO:BP	GO:0007492	endoderm development	1.4262954253379132e-05	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	85	99	8	21110	0.0808080808080808	0.0941176470588235	query_1	['GO:0009888']	['ITGB5', 'FN1', 'ITGAV', 'CTNNB1', 'ITGA5', 'ITGA4', 'GRB2', 'VTN']
640	GO:BP	GO:0032970	regulation of actin filament-based process	1.57981493063669e-05	True	"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]"	408	99	14	21110	0.1414141414141414	0.034313725490196	query_1	['GO:0030029', 'GO:0050794']	['MET', 'NCK1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'GRB2', 'PDGFRB', 'JAM3', 'PTK2B', 'NRP1', 'NCK2', 'PDGFRA']
641	CORUM	CORUM:2363	ITGAV-ITGB3-PXN-PTK2b complex	1.5985261695902e-05	True	ITGAV-ITGB3-PXN-PTK2b complex	4	63	4	3383	0.0634920634920634	1.0	query_1	['CORUM:0000000']	['ITGAV', 'ITGB3', 'PXN', 'PTK2B']
642	CORUM	CORUM:2547	PLC-gamma-1-SLP-76-SOS1-LAT complex	1.5985261695902e-05	True	PLC-gamma-1-SLP-76-SOS1-LAT complex	4	63	4	3383	0.0634920634920634	1.0	query_1	['CORUM:0000000']	['SOS1', 'LAT', 'LCP2', 'PLCG1']
643	CORUM	CORUM:2955	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	1.5985261695902e-05	True	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	4	63	4	3383	0.0634920634920634	1.0	query_1	['CORUM:0000000']	['LAT', 'LCP2', 'PLCG1', 'LCK']
644	GO:CC	GO:0031253	cell projection membrane	1.7155765827227027e-05	True	"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:krc, GOC:mah]"	351	99	12	22122	0.1212121212121212	0.0341880341880341	query_1	['GO:0098590', 'GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'CTNNB1', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1', 'ITGA3']
645	GO:CC	GO:0098858	actin-based cell projection	1.7563836238408602e-05	True	"""A cell projection supported by an assembly of actin filaments, and which lacks microtubules."" [PMID:15661519]"	221	99	10	22122	0.101010101010101	0.0452488687782805	query_1	['GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'CTNNB1', 'DOCK4', 'JAM3', 'VCAM1', 'ITGA3', 'PDGFRA']
646	WP	WP:WP2018	RANKL/RANK signaling pathway	1.7853319222391613e-05	True	RANKL/RANK signaling pathway	55	89	8	8133	0.0898876404494382	0.1454545454545454	query_1	['WP:000000']	['SRC', 'PIK3R1', 'LYN', 'SYK', 'PLCG1', 'VCAM1', 'PTK2', 'CBL']
647	REAC	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	1.879677222560261e-05	True	Signaling by EGFR in Cancer	23	98	6	10790	0.0612244897959183	0.2608695652173913	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
648	GO:BP	GO:0048675	axon extension	1.933524541852997e-05	True	"""Long distance growth of a single axon process involved in cellular development."" [GOC:BHF, GOC:dgh, GOC:dph, GOC:jid, GOC:lm, GOC:rl]"	127	99	9	21110	0.0909090909090909	0.0708661417322834	query_1	['GO:0007409', 'GO:1990138']	['ITGB1', 'FN1', 'NRP2', 'VCL', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
649	GO:BP	GO:0001503	ossification	1.9594566933085705e-05	True	"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:mtg_mpo, PMID:17572649]"	415	99	14	21110	0.1414141414141414	0.0337349397590361	query_1	['GO:0032501']	['PLXNB1', 'SPP1', 'ITGA11', 'VEGFC', 'HGF', 'CTNNB1', 'COL1A2', 'TNC', 'EGFR', 'PTK2B', 'COL1A1', 'PTK2', 'PTPN11', 'SEMA4D']
650	KEGG	KEGG:04370	VEGF signaling pathway	2.011251983051533e-05	True	VEGF signaling pathway	59	91	8	8161	0.0879120879120879	0.135593220338983	query_1	['KEGG:00000']	['SRC', 'PIK3R1', 'PLCG2', 'PXN', 'KDR', 'PLCG1', 'VEGFA', 'PTK2']
651	GO:MF	GO:0002020	protease binding	2.022423046895442e-05	True	"""Binding to a protease or a peptidase."" [GOC:hjd]"	140	99	9	20195	0.0909090909090909	0.0642857142857142	query_1	['GO:0019899']	['ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'COL3A1', 'SH3PXD2A', 'COL1A2', 'COL1A1', 'ITGA3']
652	GO:BP	GO:0050901	leukocyte tethering or rolling	2.0734779254052837e-05	True	"""Transient adhesive interactions between leukocytes and endothelial cells lining blood vessels. Carbohydrates on circulating leukocytes bind selectins on the vessel wall causing the leukocytes to slow down and roll along the inner surface of the vessel wall. During this rolling motion, transitory bonds are formed and broken between selectins and their ligands. Typically the first step in cellular extravasation (the movement of leukocytes out of the circulatory system, towards the site of tissue damage or infection)."" [GOC:bf, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538, Wikipedia:Leukocyte_extravasation]"	33	99	6	21110	0.0606060606060606	0.1818181818181818	query_1	['GO:0045123', 'GO:0061756']	['ITGB1', 'ITGA4', 'MADCAM1', 'VCAM1', 'ITGB7', 'JAM2']
653	GO:BP	GO:0051093	negative regulation of developmental process	2.106691572078681e-05	True	"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	927	99	20	21110	0.202020202020202	0.0215749730312837	query_1	['GO:0032502', 'GO:0048519', 'GO:0050793']	['ITGB1', 'ITGAV', 'PDGFB', 'SPP1', 'ITGB3', 'PIK3R1', 'VEGFC', 'SHC1', 'CTNNB1', 'LYN', 'SHB', 'EGFR', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'NRP1', 'THBS1', 'PTPN11', 'SEMA4D']
654	GO:CC	GO:0098978	glutamatergic synapse	2.1083890683263958e-05	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	433	99	13	22122	0.1313131313131313	0.0300230946882217	query_1	['GO:0045202']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'ITGA5', 'LYN', 'NRP2', 'PLCG1', 'CDH1', 'PTK2B', 'SH3GL2', 'NRP1', 'ITGA3']
655	GO:BP	GO:0072593	reactive oxygen species metabolic process	2.1792492960859088e-05	True	"""The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers."" [GOC:mah]"	227	99	11	21110	0.1111111111111111	0.0484581497797356	query_1	['GO:0044237']	['PDGFB', 'SHC1', 'PLCG2', 'FYN', 'SH3PXD2A', 'GRB2', 'PDGFRB', 'VAV1', 'SYK', 'PTK2B', 'THBS1']
656	GO:MF	GO:0008047	enzyme activator activity	2.203719855843467e-05	True	"""Binds to and increases the activity of an enzyme."" [GOC:dph, GOC:mah, GOC:tb]"	596	99	16	20195	0.1616161616161616	0.0268456375838926	query_1	['GO:0030234', 'GO:0140677']	['PLXNB1', 'FN1', 'PDGFB', 'DOCK1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'FYN', 'SH3PXD2A', 'DOCK4', 'GRB2', 'EGFR', 'DOCK3', 'NRP1', 'LCK']
657	GO:MF	GO:0097110	scaffold protein binding	2.3427407176554983e-05	True	"""Binding to a scaffold protein. Scaffold proteins are crucial regulators of many key signaling pathways. Although not strictly defined in function, they are known to interact and/or bind with multiple members of a signaling pathway, tethering them into complexes."" [GOC:BHF, GOC:sjp, PMID:10433269, Wikipedia:Scaffold_protein]"	66	99	7	20195	0.0707070707070707	0.106060606060606	query_1	['GO:0005515']	['SRC', 'CRK', 'PLCG2', 'FYN', 'LYN', 'SYK', 'NCK2']
658	GO:CC	GO:0009898	cytoplasmic side of plasma membrane	2.424186656821837e-05	True	"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	172	99	9	22122	0.0909090909090909	0.0523255813953488	query_1	['GO:0005886', 'GO:0098562']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'CDH1', 'PTK2B', 'PTK2', 'LCK']
659	GO:BP	GO:0006952	defense response	2.5627253175728324e-05	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1823	99	28	21110	0.2828282828282828	0.0153592978606692	query_1	['GO:0006950']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TNC', 'JAM3', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'THBS1', 'ADAM15', 'PTPN11', 'ITGA2']
660	GO:MF	GO:0019798	procollagen-proline dioxygenase activity	2.601617053521842e-05	True	"""Catalysis of the reaction: procollagen L-proline + 2-oxoglutarate + O2 = procollagen trans-hydroxy-L-proline + succinate + CO2."" [GOC:mah, PMID:4371784]"	8	99	4	20195	0.0404040404040404	0.5	query_1	['GO:0031543']	['P4HB', 'P4HA3', 'P4HA2', 'P4HA1']
661	GO:BP	GO:0001764	neuron migration	2.6120859027434584e-05	True	"""The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."" [CL:0000540, GOC:go_curators]"	178	99	10	21110	0.101010101010101	0.0561797752808988	query_1	['GO:0016477', 'GO:0048699']	['CRK', 'CTNNB1', 'COL3A1', 'FYN', 'NRP2', 'VEGFA', 'CRKL', 'NRP1', 'ITGA3', 'PLXNA1']
662	GO:CC	GO:0071062	alphav-beta3 integrin-vitronectin complex	2.634540009011009e-05	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin."" [PMID:10835423]"	3	99	3	22122	0.0303030303030303	1.0	query_1	['GO:0098797']	['ITGB3', 'ITGA5', 'VTN']
663	GO:CC	GO:0034666	integrin alpha2-beta1 complex	2.634540009011009e-05	True	"""An integrin complex that comprises one alpha2 subunit and one beta1 subunit."" [PMID:12297042]"	3	99	3	22122	0.0303030303030303	1.0	query_1	['GO:0008305']	['ITGB1', 'LYN', 'ITGA2']
