Dyskeratosis congenita	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
254	GO:BP	GO:0010836	negative regulation of protein ADP-ribosylation	1.379238346742233e-05	True	"""Any process that decreases the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids."" [GOC:BHF, GOC:dph, GOC:tb]"	4	111	3	15719	0.027027027027027	0.75	query_1	['GO:0010835', 'GO:0051348']	['TINF2', 'XRCC1', 'PNKP']
256	GO:BP	GO:0006273	lagging strand elongation	1.379238346742233e-05	True	"""The process in which an existing DNA strand is extended in a net 3' to 5' direction by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication. Lagging strand DNA elongation proceeds by discontinuous synthesis of short stretches of DNA, known as Okazaki fragments, from RNA primers; these fragments are then joined by DNA ligase. Although each segment of nascent DNA is synthesized in the 5' to 3' direction, the overall direction of lagging strand synthesis is 3' to 5', mirroring the progress of the replication fork."" [GOC:mah, ISBN:071673706X, ISBN:0815316194]"	4	111	3	15719	0.027027027027027	0.75	query_1	['GO:0006271']	['LIG3', 'LIG1', 'POLA1']
253	GO:BP	GO:0090669	telomerase RNA stabilization	1.379238346742233e-05	True	"""Prevention of degradation of telomerase RNA (TERC) molecules."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:25467444]"	4	111	3	15719	0.027027027027027	0.75	query_1	['GO:0043489']	['DKC1', 'PARN', 'NAF1']
252	GO:BP	GO:0031860	telomeric 3' overhang formation	1.379238346742233e-05	True	"""The formation of the single stranded telomeric 3' overhang, a conserved feature that ranges in length from 12 nt in budding yeast to approximately 500 nt in humans."" [PMID:16096639]"	4	111	3	15719	0.027027027027027	0.75	query_1	['GO:0016233', 'GO:0022616']	['NBN', 'RAD50', 'MRE11']
257	GO:BP	GO:0033522	histone H2A ubiquitination	1.3948007350630508e-05	True	"""The modification of histone H2A by addition of one or more ubiquitin groups."" [GOC:bf, GOC:mah, PMID:15509584, PMID:16473935, PMID:18430235]"	28	111	5	15719	0.045045045045045	0.1785714285714285	query_1	['GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
258	GO:BP	GO:0046649	lymphocyte activation	1.4719383808977289e-05	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	111	19	15719	0.1711711711711711	0.0249343832020997	query_1	['GO:0045321']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'RNF8', 'MSH6']
259	GO:BP	GO:0071481	cellular response to X-ray	1.602645161055113e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:mah]"	13	111	4	15719	0.036036036036036	0.3076923076923077	query_1	['GO:0010165', 'GO:0071479']	['TP53BP1', 'XRCC6', 'XRCC5', 'ATM']
260	GO:BP	GO:0000002	mitochondrial genome maintenance	1.6566703981162407e-05	True	"""The maintenance of the structure and integrity of the mitochondrial genome; includes replication and segregation of the mitochondrial chromosome."" [GOC:ai, GOC:vw]"	29	111	5	15719	0.045045045045045	0.1724137931034483	query_1	['GO:0007005']	['LIG3', 'PARP1', 'TOP3A', 'TP53', 'PIF1']
261	GO:BP	GO:1902969	mitotic DNA replication	2.2144667763317237e-05	True	"""Any nuclear DNA replication that is involved in a mitotic cell cycle."" [GO_REF:0000060, GOC:TermGenie]"	14	111	4	15719	0.036036036036036	0.2857142857142857	query_1	['GO:0033260', 'GO:1903047']	['LIG1', 'POLA1', 'BRCA2', 'RAD51']
69	GO:CC	GO:0099086	synaptonemal structure	2.3014276826438177e-05	True	"""A proteinaceous scaffold found between homologous chromosomes during meiosis."" [GOC:elh, GOC:vw]"	39	112	5	16420	0.0446428571428571	0.1282051282051282	query_1	['GO:0000794', 'GO:0110165']	['MLH1', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
70	GO:CC	GO:0000795	synaptonemal complex	2.3014276826438177e-05	True	"""A proteinaceous scaffold found between homologous chromosomes during meiosis. It consists of 2 lateral elements and a central element, all running parallel to each other. Transverse filaments connect the lateral elements to the central element."" [DOI:10.5772/29752, GOC:elh]"	39	112	5	16420	0.0446428571428571	0.1282051282051282	query_1	['GO:0099086']	['MLH1', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
262	GO:BP	GO:0043247	telomere maintenance in response to DNA damage	2.720584230797722e-05	True	"""Any process that occur in response to the presence of critically short or damaged telomeres."" [GOC:BHF, GOC:BHF_telomere, GOC:jbu, PMID:15279784]"	32	111	5	15719	0.045045045045045	0.15625	query_1	['GO:0000723', 'GO:0006974']	['ERCC1', 'ERCC4', 'APEX1', 'XRCC1', 'RTEL1']
263	GO:BP	GO:0044819	mitotic G1/S transition checkpoint signaling	2.720584230797722e-05	True	"""A cell cycle checkpoint that detects and negatively regulates progression from G1 to S phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]"	32	111	5	15719	0.045045045045045	0.15625	query_1	['GO:0007093', 'GO:2000134']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
264	GO:BP	GO:0031571	mitotic G1 DNA damage checkpoint signaling	2.720584230797722e-05	True	"""A signal transduction process that contributes to a mitotic cell cycle G1/S transition DNA damage checkpoint."" [GOC:mtg_cell_cycle]"	32	111	5	15719	0.045045045045045	0.15625	query_1	['GO:0044773', 'GO:0044819']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
71	GO:CC	GO:0034399	nuclear periphery	3.0136951179541355e-05	True	"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]"	150	112	8	16420	0.0714285714285714	0.0533333333333333	query_1	['GO:0031981', 'GO:0110165']	['HLTF', 'PAXIP1', 'OGG1', 'TINF2', 'POLA1', 'PCNA', 'BLM', 'TP53']
99	REAC	REAC:R-HSA-3270619	IRF3-mediated induction of type I IFN	3.058324341233152e-05	True	IRF3-mediated induction of type I IFN	13	104	4	10022	0.0384615384615384	0.3076923076923077	query_1	['REAC:R-HSA-1834941']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
98	REAC	REAC:R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	3.058324341233152e-05	True	Inhibition of replication initiation of damaged DNA by RB1/E2F1	13	104	4	10022	0.0384615384615384	0.3076923076923077	query_1	['REAC:R-HSA-113510']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
265	GO:BP	GO:0051106	positive regulation of DNA ligation	3.314265887489789e-05	True	"""Any process that activates or increases the frequency, rate or extent of DNA ligation, the re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [GOC:ai]"	5	111	3	15719	0.027027027027027	0.6	query_1	['GO:0006266', 'GO:0051054', 'GO:0051105']	['APLF', 'RAD51', 'XRCC1']
266	GO:BP	GO:0000154	rRNA modification	3.6893689205801954e-05	True	"""The covalent alteration of one or more nucleotides within an rRNA molecule to produce an rRNA molecule with a sequence that differs from that coded genetically."" [GOC:curators]"	34	111	5	15719	0.045045045045045	0.1470588235294117	query_1	['GO:0006364', 'GO:0009451']	['NHP2', 'GAR1', 'DKC1', 'NAF1', 'NOP10']
267	GO:BP	GO:0072331	signal transduction by p53 class mediator	3.959065808035984e-05	True	"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]"	175	111	9	15719	0.081081081081081	0.0514285714285714	query_1	['GO:0035556']	['AKT1', 'NBN', 'MSH2', 'PAXIP1', 'BRCA2', 'ATR', 'ATM', 'KAT5', 'TP53']
268	GO:BP	GO:0007095	mitotic G2 DNA damage checkpoint signaling	4.248322789703868e-05	True	"""A mitotic cell cycle checkpoint that detects and negatively regulates progression through the G2/M transition of the cell cycle in response to DNA damage."" [GOC:mtg_cell_cycle, PMID:16299494]"	35	111	5	15719	0.045045045045045	0.1428571428571428	query_1	['GO:0044773', 'GO:0044818']	['NBN', 'BLM', 'ATM', 'MRE11', 'BRCA1']
269	GO:BP	GO:0000082	G1/S transition of mitotic cell cycle	4.495116365354175e-05	True	"""The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."" [GOC:mtg_cell_cycle]"	227	111	10	15719	0.09009009009009	0.0440528634361233	query_1	['GO:0044772', 'GO:0044843']	['RBBP8', 'AKT1', 'RPA2', 'TERT', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53', 'POLE']
270	GO:BP	GO:0002449	lymphocyte mediated immunity	4.889466752755294e-05	True	"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	283	111	11	15719	0.0990990990990991	0.03886925795053	query_1	['GO:0002443']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
271	GO:BP	GO:0000076	DNA replication checkpoint signaling	4.9710523728826085e-05	True	"""A signal transduction process that contributes to a DNA replication checkpoint, that prevents the initiation of nuclear division until DNA replication is complete, thereby ensuring that progeny inherit a full complement of the genome."" [GOC:curators, GOC:rn, PMID:11728327, PMID:12537518]"	17	111	4	15719	0.036036036036036	0.2352941176470588	query_1	['GO:0031570']	['HUS1', 'RAD9B', 'RAD9A', 'HUS1B']
272	GO:BP	GO:0070200	establishment of protein localization to telomere	4.9710523728826085e-05	True	"""The directed movement of a protein to a specific location in the telomeric region of a chromosome."" [GOC:BHF, GOC:mah]"	17	111	4	15719	0.036036036036036	0.2352941176470588	query_1	['GO:0070198', 'GO:0070199']	['BRCA2', 'TERT', 'DKC1', 'WRAP53']
273	GO:BP	GO:0043085	positive regulation of catalytic activity	5.057702948326478e-05	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1078	111	22	15719	0.1981981981981982	0.0204081632653061	query_1	['GO:0044093', 'GO:0050790']	['AKT1', 'NBN', 'MSH2', 'RAD50', 'XRCC6', 'MSH3', 'DHFR', 'PCNA', 'TERT', 'DKC1', 'PARN', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'NAF1', 'PRIM2', 'XRCC1', 'WRN', 'WRAP53', 'PNKP', 'MSH6']
274	GO:BP	GO:0045191	regulation of isotype switching	5.517594575058371e-05	True	"""Any process that modulates the frequency, rate or extent of isotype switching."" [GOC:ai]"	37	111	5	15719	0.045045045045045	0.1351351351351351	query_1	['GO:0000018', 'GO:0002637', 'GO:0002889', 'GO:0045190', 'GO:0050864']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
275	GO:BP	GO:0045132	meiotic chromosome segregation	5.555934209549768e-05	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets during M phase of the meiotic cell cycle."" [GOC:ai, GOC:mah]"	98	111	7	15719	0.063063063063063	0.0714285714285714	query_1	['GO:0098813', 'GO:0140013', 'GO:1903046']	['BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RMI1']
100	REAC	REAC:R-HSA-1834941	STING mediated induction of host immune responses	5.6890751775086674e-05	True	STING mediated induction of host immune responses	15	104	4	10022	0.0384615384615384	0.2666666666666666	query_1	['REAC:R-HSA-1834949']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
276	GO:BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	5.840800696950284e-05	True	"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]"	289	111	11	15719	0.0990990990990991	0.0380622837370242	query_1	['GO:0002250']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
277	GO:BP	GO:0000019	regulation of mitotic recombination	6.198259227138533e-05	True	"""Any process that modulates the frequency, rate or extent of DNA recombination during mitosis."" [GOC:go_curators]"	6	111	3	15719	0.027027027027027	0.5	query_1	['GO:0000018', 'GO:0006312']	['RAD50', 'MLH1', 'MRE11']
279	GO:BP	GO:0051105	regulation of DNA ligation	6.198259227138533e-05	True	"""Any process that modulates the frequency, rate or extent of DNA ligation, the re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [GOC:ai]"	6	111	3	15719	0.027027027027027	0.5	query_1	['GO:0006266', 'GO:0051052']	['APLF', 'RAD51', 'XRCC1']
278	GO:BP	GO:0043504	mitochondrial DNA repair	6.198259227138533e-05	True	"""The process of restoring mitochondrial DNA after damage."" [PMID:12565799, PMID:15189144, PMID:16050976]"	6	111	3	15719	0.027027027027027	0.5	query_1	['GO:0006281', 'GO:0032042']	['LIG3', 'PARP1', 'TP53']
280	GO:BP	GO:0043570	maintenance of DNA repeat elements	6.198259227138533e-05	True	"""Any process involved in sustaining the fidelity and copy number of DNA repeat elements."" [GOC:jl]"	6	111	3	15719	0.027027027027027	0.5	query_1	['GO:0006259', 'GO:0051276']	['MSH2', 'MSH3', 'RMI2']
281	GO:BP	GO:0040031	snRNA modification	6.198259227138533e-05	True	"""The covalent alteration of one or more nucleotides within snRNA, resulting in a change in the properties of the snRNA."" [GOC:jl]"	6	111	3	15719	0.027027027027027	0.5	query_1	['GO:0009451', 'GO:0016073']	['NHP2', 'DKC1', 'NOP10']
282	GO:BP	GO:1905323	telomerase holoenzyme complex assembly	6.198259227138533e-05	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase holoenzyme complex."" [GO_REF:0000079, GOC:TermGenie, PMID:26305931]"	6	111	3	15719	0.027027027027027	0.5	query_1	['GO:0022618']	['ATR', 'ATM', 'NAF1']
283	GO:BP	GO:0090501	RNA phosphodiester bond hydrolysis	7.075239107332217e-05	True	"""The RNA metabolic process in which the phosphodiester bonds between ribonucleotides are cleaved by hydrolysis."" [GOC:dph, GOC:tb]"	143	111	8	15719	0.072072072072072	0.0559440559440559	query_1	['GO:0016070', 'GO:0090305']	['FEN1', 'NHP2', 'DCP2', 'PARN', 'SMG6', 'APEX1', 'EXO1', 'USB1']
101	REAC	REAC:R-HSA-110312	Translesion synthesis by REV1	7.451254871216134e-05	True	Translesion synthesis by REV1	16	104	4	10022	0.0384615384615384	0.25	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
286	GO:BP	GO:1904505	regulation of telomere maintenance in response to DNA damage	7.61733624917491e-05	True	"""Any process that modulates the frequency, rate or extent of telomere maintenance in response to DNA damage."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	19	111	4	15719	0.036036036036036	0.2105263157894736	query_1	['GO:0032204', 'GO:0043247', 'GO:0080135']	['ERCC1', 'ERCC4', 'XRCC1', 'RTEL1']
284	GO:BP	GO:0008340	determination of adult lifespan	7.61733624917491e-05	True	"""The pathways that regulate the duration of the adult phase of the life-cycle of an animal."" [PMID:25561524, PMID:273723695, PMID:3424805]"	19	111	4	15719	0.036036036036036	0.2105263157894736	query_1	['GO:0032501']	['MSH2', 'ATM', 'TP53', 'MSH6']
285	GO:BP	GO:0035518	histone H2A monoubiquitination	7.61733624917491e-05	True	"""The modification of histone H2A by addition of a single ubiquitin group."" [PMID:18206970]"	19	111	4	15719	0.036036036036036	0.2105263157894736	query_1	['GO:0010390', 'GO:0033522']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
287	GO:BP	GO:0044093	positive regulation of molecular function	7.709244618918064e-05	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	111	26	15719	0.2342342342342342	0.0176991150442477	query_1	['GO:0065009']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'MSH3', 'DHFR', 'PCNA', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'NAF1', 'PRIM2', 'XRCC1', 'WRN', 'NPM1', 'WRAP53', 'PNKP', 'MSH6']
288	GO:BP	GO:0065009	regulation of molecular function	8.66141995094072e-05	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	111	36	15719	0.3243243243243243	0.014516129032258	query_1	['GO:0065007']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'MSH3', 'DHFR', 'TEN1', 'TINF2', 'PCNA', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'MRE11', 'NAF1', 'SMG6', 'PRIM2', 'XRCC1', 'WRN', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'MSH6']
289	GO:BP	GO:0000280	nuclear division	8.784353622730322e-05	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	427	111	13	15719	0.1171171171171171	0.0304449648711943	query_1	['GO:0048285']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'KAT5', 'RMI1']
72	GO:CC	GO:0016363	nuclear matrix	8.984336157171762e-05	True	"""The dense fibrillar network lying on the inner side of the nuclear membrane."" [ISBN:0582227089]"	127	112	7	16420	0.0625	0.0551181102362204	query_1	['GO:0034399', 'GO:0110165']	['HLTF', 'PAXIP1', 'OGG1', 'TINF2', 'POLA1', 'BLM', 'TP53']
290	GO:BP	GO:0032069	regulation of nuclease activity	9.339772593780848e-05	True	"""Any process that modulates the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	20	111	4	15719	0.036036036036036	0.2	query_1	['GO:0051336', 'GO:0060255']	['AKT1', 'PCNA', 'NPM1', 'NEIL1']
