Keppen-Lubinsky syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
352	GO:BP	GO:0034695	response to prostaglandin E	0.0049944227622205	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prostagladin E stimulus."" [GOC:BHF, GOC:vk]"	25	100	3	17376	0.03	0.12	query_1	['GO:0034694', 'GO:0097305', 'GO:1901654']	['GNG2', 'GNAS', 'GNB1']
353	GO:BP	GO:0086011	membrane repolarization during action potential	0.0049944227622205	True	"""The process in which ions are transported across a membrane such that the membrane potential changes in the direction from the positive membrane potential at the peak of the action potential towards the negative resting potential."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	25	100	3	17376	0.03	0.12	query_1	['GO:0001508', 'GO:0086009']	['KCNJ5', 'KCNJ2', 'KCNJ3']
354	GO:BP	GO:0006940	regulation of smooth muscle contraction	0.0050138116207868	True	"""Any process that modulates the frequency, rate or extent of smooth muscle contraction."" [GOC:go_curators]"	60	100	4	17376	0.04	0.0666666666666666	query_1	['GO:0006937', 'GO:0006939']	['TBXA2R', 'ADRA2C', 'RHOA', 'ADRA2A']
355	GO:BP	GO:0010959	regulation of metal ion transport	0.0050138116207868	True	"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]"	387	100	9	17376	0.09	0.0232558139534883	query_1	['GO:0030001', 'GO:0043269']	['GNAI2', 'GNB5', 'MTNR1B', 'FYN', 'RHOA', 'GNB2', 'KCNJ2', 'ADRA2A', 'RGS7']
356	GO:CC	GO:0070062	extracellular exosome	0.0052186144977364	True	"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"	2021	100	23	17376	0.23	0.0113805047006432	query_1	['GO:0005615', 'GO:1903561']	['GNB3', 'GNA11', 'GNG5', 'ICAM3', 'PRKCA', 'GNAI2', 'PLCB1', 'GNAL', 'GNB4', 'GNG2', 'PDZK1', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAI1', 'GNAQ', 'GNG4', 'PLXNA1']
357	GO:BP	GO:0009914	hormone transport	0.0052289552705209	True	"""The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:tb]"	309	100	8	17376	0.08	0.0258899676375404	query_1	['GO:0006810', 'GO:0010817']	['GNA11', 'PLCB1', 'MTNR1B', 'GABBR1', 'BTK', 'GNAZ', 'HTR1A', 'ADRA2A']
358	GO:BP	GO:1901655	cellular response to ketone	0.0052455939473745	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]"	109	100	5	17376	0.05	0.0458715596330275	query_1	['GO:1901654', 'GO:1901701']	['GNG2', 'GNAS', 'ADCY3', 'GNB1', 'GNAI1']
359	GO:CC	GO:0018995	host cellular component	0.0054236115630257	True	"""Any cellular component of a host cell. The host is an organism in which another organism, for instance a parasite or symbiont, spends part or all of its life cycle and from which it obtains nourishment and/or protection."" [ISBN:0198506732]"	9	100	2	17376	0.02	0.2222222222222222	query_1	['GO:0110165']	['CD209', 'CLEC4M']
360	GO:CC	GO:0043230	extracellular organelle	0.0054236115630257	True	"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]"	2045	100	23	17376	0.23	0.0112469437652811	query_1	['GO:0005576', 'GO:0043226']	['GNB3', 'GNA11', 'GNG5', 'ICAM3', 'PRKCA', 'GNAI2', 'PLCB1', 'GNAL', 'GNB4', 'GNG2', 'PDZK1', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAI1', 'GNAQ', 'GNG4', 'PLXNA1']
361	GO:CC	GO:0043657	host cell	0.0054236115630257	True	"""A cell within a host organism. Includes the host plasma membrane and any external encapsulating structures such as the host cell wall and cell envelope."" [GOC:jl]"	9	100	2	17376	0.02	0.2222222222222222	query_1	['GO:0018995']	['CD209', 'CLEC4M']
362	GO:CC	GO:0065010	extracellular membrane-bounded organelle	0.0054236115630257	True	"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]"	2045	100	23	17376	0.23	0.0112469437652811	query_1	['GO:0043227', 'GO:0043230']	['GNB3', 'GNA11', 'GNG5', 'ICAM3', 'PRKCA', 'GNAI2', 'PLCB1', 'GNAL', 'GNB4', 'GNG2', 'PDZK1', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAI1', 'GNAQ', 'GNG4', 'PLXNA1']
363	GO:CC	GO:0110165	cellular anatomical entity	0.0054236115630257	True	"""A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex."" [GOC:kmv]"	16238	100	100	17376	1.0	0.0061583938908732	query_1	['GO:0005575']	['TTC39A', 'TRO', 'KCNJ16', 'GNB3', 'TMX4', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'ICAM3', 'PLXNB1', 'PLXNA2', 'CNNM2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'KCNJ15', 'ANKRD13B', 'PLCB1', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'RAP1GAP', 'GNG2', 'PTK7', 'ICAM2', 'FYN', 'KCTD16', 'MTNR1A', 'PDZK1', 'ADRA2C', 'CNNM4', 'PDCL', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'KCNJ9', 'KCNJ4', 'TMEM161B', 'KCNJ5', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'KCNJ6', 'PLCB3', 'GNG12', 'HTR1D', 'OCIAD1', 'BTK', 'PTGIR', 'ADCY3', 'KCNJ2', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'RGS17', 'NRP1', 'MAGED2', 'GPR26', 'GPR39', 'GNAI1', 'FARP2', 'GNG3', 'GNAZ', 'KCNJ14', 'GNAQ', 'HTR1A', 'TYW1B', 'SEMA4D', 'GNG4', 'KCNJ12', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
364	GO:CC	GO:1903561	extracellular vesicle	0.0054236115630257	True	"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]"	2044	100	23	17376	0.23	0.011252446183953	query_1	['GO:0031982', 'GO:0065010']	['GNB3', 'GNA11', 'GNG5', 'ICAM3', 'PRKCA', 'GNAI2', 'PLCB1', 'GNAL', 'GNB4', 'GNG2', 'PDZK1', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAI1', 'GNAQ', 'GNG4', 'PLXNA1']
365	GO:CC	GO:0097648	G protein-coupled receptor complex	0.0054236115630257	True	"""A protein complex that contains G protein-coupled receptors."" [GOC:bhm]"	9	100	2	17376	0.02	0.2222222222222222	query_1	['GO:0098802']	['GABBR1', 'GABBR2']
366	GO:BP	GO:0010259	multicellular organism aging	0.0054878446107441	True	"""An aging process that has as participant a whole multicellular organism. Multicellular organism aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Multicellular organisms aging includes processes like cellular senescence and organ senescence, but is more inclusive. May precede death (GO:0016265) of an organism and may succeed developmental maturation (GO:0021700)."" [GOC:PO_curators]"	26	100	3	17376	0.03	0.1153846153846153	query_1	['GO:0007275', 'GO:0007568']	['GNA11', 'GNA13', 'GNA12']
367	GO:BP	GO:0016477	cell migration	0.0055590656008145	True	"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	1426	100	19	17376	0.19	0.0133239831697054	query_1	['GO:0048870']	['TBXA2R', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'PLCB1', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'RIC8A', 'GNA13', 'S1PR1', 'NRP1', 'SEMA4D', 'GNA12', 'ADRA2A', 'PLXNA1', 'S1PR2']
368	REAC	REAC:R-HSA-419408	Lysosphingolipid and LPA receptors	0.0056435220532125	True	Lysosphingolipid and LPA receptors	12	100	2	17376	0.02	0.1666666666666666	query_1	['REAC:R-HSA-373076']	['S1PR1', 'S1PR2']
369	GO:CC	GO:0034702	monoatomic ion channel complex	0.0058763384650851	True	"""A protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective monoatomic ion transport down its electrochemical gradient."" [GOC:mah, ISBN:071673706X]"	284	100	7	17376	0.07	0.0246478873239436	query_1	['GO:1902495']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
370	REAC	REAC:R-HSA-1227986	Signaling by ERBB2	0.0059074507434184	True	Signaling by ERBB2	45	100	3	17376	0.03	0.0666666666666666	query_1	['REAC:R-HSA-9006934']	['PRKCA', 'FYN', 'RHOA']
371	GO:BP	GO:0021856	hypothalamic tangential migration using cell-axon interactions	0.0059455521009962	True	"""The movement of a hypothalamic neuronal precursor tangentially through the forebrain using an interaction of the migrating cells with axons of other neurons."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0021855']	['NRP1', 'PLXNA1']
372	GO:BP	GO:0098914	membrane repolarization during atrial cardiac muscle cell action potential	0.0059455521009962	True	"""The process in which ions are transported across a membrane such that the atrial cardiomyocyte membrane potential changes in the direction from the positive membrane potential at the peak of the action potential towards the negative resting potential."" [GOC:dph, GOC:mtg_cardiac_conduct_nov11, GOC:tb]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0086013', 'GO:0086014', 'GO:0099624']	['KCNJ5', 'KCNJ3']
373	GO:BP	GO:0021828	gonadotrophin-releasing hormone neuronal migration to the hypothalamus	0.0059455521009962	True	"""The directional movement of a gonadotrophin-releasing hormone producing neuron from the nasal placode to the hypothalamus."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0001764', 'GO:0021856', 'GO:0021888']	['NRP1', 'PLXNA1']
374	GO:BP	GO:0014062	regulation of serotonin secretion	0.0059455521009962	True	"""Any process that modulates the frequency, rate or extent of the regulated release of serotonin."" [GOC:ef]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0001820', 'GO:0043269', 'GO:1903530']	['HTR1B', 'HTR1A']
375	GO:BP	GO:1904738	vascular associated smooth muscle cell migration	0.0059765382948223	True	"""The orderly movement of a vascular associated smooth muscle cell from one site to another."" [GO_REF:0000091, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20693317]"	27	100	3	17376	0.03	0.1111111111111111	query_1	['GO:0014909']	['RHOA', 'GNA13', 'GNA12']
376	GO:BP	GO:0010517	regulation of phospholipase activity	0.0061218694197163	True	"""Any process that modulates the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	64	100	4	17376	0.04	0.0625	query_1	['GO:0060191']	['GNA15', 'P2RY12', 'GNA13', 'GNAQ']
377	GO:BP	GO:0046883	regulation of hormone secretion	0.0061629087340248	True	"""Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	243	100	7	17376	0.07	0.0288065843621399	query_1	['GO:0010646', 'GO:0010817', 'GO:0023051', 'GO:0046879', 'GO:1903530']	['GNA11', 'PLCB1', 'MTNR1B', 'GABBR1', 'GNAZ', 'HTR1A', 'ADRA2A']
378	GO:BP	GO:1904062	regulation of monoatomic cation transmembrane transport	0.0062575685840806	True	"""Any process that modulates the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]"	320	100	8	17376	0.08	0.025	query_1	['GO:0034765', 'GO:0098655']	['GNB5', 'MTNR1B', 'FYN', 'PDZK1', 'GNB2', 'KCNJ2', 'ADRA2A', 'RGS7']
379	GO:BP	GO:0071695	anatomical structure maturation	0.006382732567408	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure to attain its fully functional state."" [GOC:mah]"	65	100	4	17376	0.04	0.0615384615384615	query_1	['GO:0021700', 'GO:0048856']	['PLXNB1', 'RHOA', 'S1PR1', 'SEMA4D']
380	GO:BP	GO:0003015	heart process	0.006382732567408	True	"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]"	245	100	7	17376	0.07	0.0285714285714285	query_1	['GO:0003013']	['GNAI2', 'FYN', 'TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3', 'KCNJ12']
381	GO:BP	GO:0099505	regulation of presynaptic membrane potential	0.0064556683117028	True	"""Any process that modulates the potential difference across a presynaptic membrane."" [GOC:dph, GOC:ef]"	28	100	3	17376	0.03	0.1071428571428571	query_1	['GO:0042391']	['GABBR1', 'KCNJ9', 'KCNJ3']
382	GO:BP	GO:0070977	bone maturation	0.0064556683117028	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for bone to attain its fully functional state."" [GOC:dph, GOC:mah]"	28	100	3	17376	0.03	0.1071428571428571	query_1	['GO:0048799', 'GO:0060348']	['PLXNB1', 'RHOA', 'SEMA4D']
383	REAC	REAC:R-HSA-1433559	Regulation of KIT signaling	0.0065215955505469	True	Regulation of KIT signaling	13	100	2	17376	0.02	0.1538461538461538	query_1	['REAC:R-HSA-1433557']	['PRKCA', 'FYN']
384	GO:BP	GO:0032940	secretion by cell	0.0066354873436843	True	"""The controlled release of a substance by a cell."" [GOC:mah]"	786	100	13	17376	0.13	0.0165394402035623	query_1	['GO:0046903', 'GO:0140352']	['GNA11', 'GNAI2', 'PLCB1', 'MTNR1B', 'GABBR1', 'ADRA2C', 'GNAS', 'HTR1B', 'GCGR', 'BTK', 'GNAZ', 'HTR1A', 'ADRA2A']
385	GO:BP	GO:0006935	chemotaxis	0.0069792025026478	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	592	100	11	17376	0.11	0.018581081081081	query_1	['GO:0042221', 'GO:0042330']	['ARHGEF25', 'PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'S1PR1', 'NRP1', 'SEMA4D', 'PLXNA1']
386	GO:BP	GO:0007202	activation of phospholipase C activity	0.0070749724113556	True	"""The initiation of the activity of the inactive enzyme phospolipase C as the result of The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand."" [GOC:dph, GOC:mah, GOC:tb, PMID:8280098]"	29	100	3	17376	0.03	0.1034482758620689	query_1	['GO:0010863']	['GNA15', 'P2RY12', 'GNAQ']
387	GO:BP	GO:0040013	negative regulation of locomotion	0.0070820746228204	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	328	100	8	17376	0.08	0.024390243902439	query_1	['GO:0040011', 'GO:0040012', 'GO:0048519']	['TBXA2R', 'PLCB1', 'RHOA', 'GNA13', 'NRP1', 'SEMA4D', 'GNA12', 'S1PR2']
388	GO:BP	GO:0042330	taxis	0.0070820746228204	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	594	100	11	17376	0.11	0.0185185185185185	query_1	['GO:0009605', 'GO:0040011']	['ARHGEF25', 'PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'S1PR1', 'NRP1', 'SEMA4D', 'PLXNA1']
389	GO:BP	GO:0007265	Ras protein signal transduction	0.0071780085075467	True	"""The series of molecular signals within the cell that are mediated by a member of the Ras superfamily of proteins switching to a GTP-bound active state."" [GOC:bf]"	329	100	8	17376	0.08	0.0243161094224924	query_1	['GO:0007264']	['ARHGEF25', 'RHOA', 'GNB1', 'GNA13', 'NRP1', 'FARP2', 'GNA12', 'ADRA2A']
390	GO:BP	GO:0001667	ameboidal-type cell migration	0.007310372948115	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	414	100	9	17376	0.09	0.0217391304347826	query_1	['GO:0016477']	['TBXA2R', 'PRKCA', 'RHOA', 'P2RY12', 'RIC8A', 'GNA13', 'NRP1', 'SEMA4D', 'GNA12']
391	GO:BP	GO:0009581	detection of external stimulus	0.0073628785909497	True	"""The series of events in which an external stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	120	100	5	17376	0.05	0.0416666666666666	query_1	['GO:0009605', 'GO:0051606']	['GNA11', 'FYN', 'GNAT2', 'GNAQ', 'GNGT1']
392	REAC	REAC:R-HSA-381753	Olfactory Signaling Pathway	0.007508124048564	True	Olfactory Signaling Pathway	102	100	4	17376	0.04	0.0392156862745098	query_1	['REAC:R-HSA-9709957']	['GNG13', 'GNAL', 'ADCY3', 'GNB1']
393	GO:BP	GO:0060600	dichotomous subdivision of an epithelial terminal unit	0.007583763020918	True	"""The process in which an epithelial cord, rod or tube bifurcates at its end."" [GOC:dph]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0002009', 'GO:0061138']	['NRP1', 'PLXNA1']
394	GO:BP	GO:0021855	hypothalamus cell migration	0.007583763020918	True	"""The directed movement of a cell into the hypothalamus region of the forebrain."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0016477', 'GO:0021854']	['NRP1', 'PLXNA1']
395	GO:BP	GO:0014827	intestine smooth muscle contraction	0.007583763020918	True	"""A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. This process occurs in the intestine. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. The intestine is the section of the alimentary canal from the stomach to the anal canal. It includes the large intestine and small intestine."" [GOC:mtg_muscle, MA:0001539, MSH:D007422]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0014821', 'GO:0014831']	['PTGER3', 'HTR1D']
396	GO:BP	GO:0033864	positive regulation of NAD(P)H oxidase activity	0.007583763020918	True	"""Any process that activates or increases the activity of the enzyme NAD(P)H oxidase."" [GOC:mah]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0033860', 'GO:0051353']	['GNAI2', 'GNAI3']
397	GO:BP	GO:0051046	regulation of secretion	0.0078516744439078	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	100	11	17376	0.11	0.0182119205298013	query_1	['GO:0046903', 'GO:0051049']	['GNA11', 'GNAI2', 'PLCB1', 'MTNR1B', 'GABBR1', 'ADRA2C', 'HTR1B', 'PTGER3', 'GNAZ', 'HTR1A', 'ADRA2A']
398	REAC	REAC:R-HSA-194138	Signaling by VEGF	0.0079801006102406	True	Signaling by VEGF	104	100	4	17376	0.04	0.0384615384615384	query_1	['REAC:R-HSA-9006934']	['PRKCA', 'FYN', 'RHOA', 'NRP1']
