Waardenburg syndrome type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
2121	GO:CC	GO:1990391	DNA repair complex	0.0258065826255769	True	"""A protein complex involved in DNA repair processes including direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [GOC:bhm, PMID:17217467, PMID:20551348, PMID:22749910, PMID:24192350]"	22	101	2	17376	0.0198019801980198	0.0909090909090909	query_1	['GO:1902494']	['RCOR1', 'KDM1A']
2122	GO:BP	GO:0032298	positive regulation of DNA-templated DNA replication initiation	0.0261787431266006	True	"""Any process that activates or increases the frequency, rate or extent of initiation of DNA-dependent DNA replication."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0006270', 'GO:0030174', 'GO:2000105']	['CDK2']
2123	GO:BP	GO:0061440	kidney vasculature development	0.0261787431266006	True	"""The process whose specific outcome is the progression of the vasculature of the kidney over time, from its formation to the mature structure."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0001822', 'GO:0061437']	['NOTCH1', 'NOTCH2']
2124	GO:BP	GO:0070165	positive regulation of adiponectin secretion	0.0261787431266006	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of adiponectin from a cell."" [GOC:BHF, GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0046887', 'GO:0050714', 'GO:0051240', 'GO:0070162', 'GO:0070163']	['PPARG']
2125	GO:BP	GO:0014737	positive regulation of muscle atrophy	0.0261787431266006	True	"""Any process that activates or increases the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0014735', 'GO:0014744', 'GO:0014889']	['FOXO3']
2126	GO:BP	GO:0014735	regulation of muscle atrophy	0.0261787431266006	True	"""Any process that modulates the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0014889', 'GO:0043502']	['FOXO3']
2127	GO:BP	GO:0071306	cellular response to vitamin E	0.0261787431266006	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin E stimulus."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0033197', 'GO:0071295', 'GO:0071407', 'GO:1901701']	['PPARG']
2128	GO:BP	GO:0071404	cellular response to low-density lipoprotein particle stimulus	0.0261787431266006	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a low-density lipoprotein particle stimulus."" [GOC:mah]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0055094', 'GO:0071402']	['AKT1', 'PPARG']
2129	GO:BP	GO:0001966	thigmotaxis	0.0261787431266006	True	"""The directed movement of an animal in response to touch."" [GOC:dph]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0007610']	['EP300']
2130	GO:BP	GO:0072053	renal inner medulla development	0.0261787431266006	True	"""The process whose specific outcome is the progression of the renal inner medulla over time, from its formation to the mature structure. The renal inner medulla is unique to mammalian kidneys and is the innermost region of the mammalian kidney."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
2131	GO:BP	GO:0072054	renal outer medulla development	0.0261787431266006	True	"""The process whose specific outcome is the progression of the renal outer medulla over time, from its formation to the mature structure. The renal outer medulla is the region of the kidney that lies between the renal cortex and the renal inner medulla."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
2132	GO:BP	GO:0072076	nephrogenic mesenchyme development	0.0261787431266006	True	"""The biological process whose specific outcome is the progression of a nephrogenic mesenchyme from an initial condition to its mature state. This process begins with the formation of nephrogenic mesenchyme and ends with the mature structure. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072006', 'GO:0072074']	['SMAD4']
2133	GO:BP	GO:0072134	nephrogenic mesenchyme morphogenesis	0.0261787431266006	True	"""The process in which the anatomical structures of a nephrogenic mesenchymal tissue are generated and organized. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072076', 'GO:0072131']	['SMAD4']
2134	GO:BP	GO:0072343	pancreatic stellate cell proliferation	0.0261787431266006	True	"""The multiplication or reproduction of pancreatic stellate cells, resulting in the expansion of a pancreatic stellate cell population. Pancreatic stellate cells are found in the periacinar space of the exocrine pancreas and in perivascular and periductal regions of the pancreas, and have long cytoplasmic processes that encircle the base of the acinus."" [CL:0002410, GOC:mah, PMID:17200706]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048144']	['PPARG']
2135	GO:BP	GO:0010821	regulation of mitochondrion organization	0.0261787431266006	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a mitochondrion."" [GOC:dph, GOC:tb]"	150	101	4	17376	0.0396039603960396	0.0266666666666666	query_1	['GO:0007005', 'GO:0033043']	['AKT1', 'PPARG', 'EP300', 'TP53']
2136	GO:BP	GO:0072554	blood vessel lumenization	0.0261787431266006	True	"""The process in which a developing blood vessel forms an endothelial lumen through which blood will flow."" [GOC:dsf, PMID:16799567, PMID:20926893]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048514', 'GO:0061154']	['RBPJ']
2137	GO:BP	GO:0072737	response to diamide	0.0261787431266006	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a diamide (N,N,N',N'-tetramethyldiazene-1,2-dicarboxamide) stimulus."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:1901698']	['DAXX']
2138	GO:BP	GO:0072738	cellular response to diamide	0.0261787431266006	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a diamide (N,N,N',N'-tetramethyldiazene-1,2-dicarboxamide) stimulus."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072737', 'GO:1901699']	['DAXX']
2139	GO:BP	GO:0090108	positive regulation of high-density lipoprotein particle assembly	0.0261787431266006	True	"""Any process that increases the frequency, rate, or extent of high-density lipoprotein particle assembly. High-density lipoprotein particle assembly is the aggregation and arrangement of proteins and lipids to form a high-density lipoprotein particle."" [GOC:BHF, GOC:dph, GOC:tb]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0031334', 'GO:0034380', 'GO:0051240', 'GO:0090107']	['NR1H2']
2140	GO:BP	GO:2000974	negative regulation of pro-B cell differentiation	0.0261787431266006	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of pro-B cell differentiation."" [GOC:obol]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0002328', 'GO:1905457', 'GO:2000973']	['NOTCH1']
2141	GO:BP	GO:2000740	negative regulation of mesenchymal stem cell differentiation	0.0261787431266006	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mesenchymal stem cell differentiation."" [GOC:obol]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072497', 'GO:2000737', 'GO:2000739']	['REST']
2142	GO:BP	GO:0140066	peptidyl-lysine crotonylation	0.0261787431266006	True	"""The crotonylation of a lysine residue in a protein. Crotonyl is the univalent radical CH3-CH=CH-CO- derived from crotonic acid."" [PMID:25818647, Wikipedia:crotonyl]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0043543']	['EP300']
2143	GO:BP	GO:1900110	negative regulation of histone H3-K9 dimethylation	0.0261787431266006	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of histone H3-K9 dimethylation."" [GOC:TermGenie, GOC:vw]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0036123', 'GO:0051573', 'GO:1900109']	['SMARCB1']
2144	GO:BP	GO:0061437	renal system vasculature development	0.0261787431266006	True	"""The process whose specific outcome is the progression of vasculature of the renal system over time, from its formation to the mature structure."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0001944', 'GO:0072001']	['NOTCH1', 'NOTCH2']
2145	GO:BP	GO:0061047	positive regulation of branching involved in lung morphogenesis	0.0261787431266006	True	"""Any process that increases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0051240', 'GO:0060441', 'GO:0061046', 'GO:1905332']	['CTNNB1']
2146	GO:BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.0261787431266006	True	"""Any process that decreases the rate, frequency or extent of the transition where a mesenchymal cell establishes apical/basolateral polarity,forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell that will contribute to the shaping of the metanephros."" [GOC:dph, GOC:yaf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003337', 'GO:0003339', 'GO:2000697']	['CTNNB1']
2147	GO:BP	GO:1900224	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0261787431266006	True	"""Any process that activates or increases the frequency, rate or extent of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry."" [GOC:BHF, GOC:TermGenie]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0032927', 'GO:0051240', 'GO:1900164', 'GO:1900175']	['SMAD2']
2148	GO:BP	GO:0033598	mammary gland epithelial cell proliferation	0.0261787431266006	True	"""The multiplication or reproduction of mammary gland epithelial cells, resulting in the expansion of a cell population. Mammary gland epithelial cells make up the covering of surfaces of the mammary gland. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph, GOC:mah]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0050673', 'GO:0061180']	['ESR1', 'CCND1']
2149	GO:BP	GO:0003252	negative regulation of cell proliferation involved in heart valve morphogenesis	0.0261787431266006	True	"""Any process that decreases the rate, frequency or extent of cell proliferation that contributes to the shaping of a heart valve."" [GOC:mtg_heart]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003249', 'GO:0003250', 'GO:2000137']	['NOTCH1']
2150	GO:BP	GO:0035148	tube formation	0.0261787431266006	True	"""Creation of the central hole of a tube in an anatomical structure through which gases and/or liquids flow."" [GOC:bf]"	150	101	4	17376	0.0396039603960396	0.0266666666666666	query_1	['GO:0035239', 'GO:0048646']	['CTNNB1', 'NOTCH1', 'SKI', 'RARA']
2151	GO:BP	GO:0035262	gonad morphogenesis	0.0261787431266006	True	"""The process in which the anatomical structures of the gonads are generated and organized. A gonad is an animal organ producing gametes, e.g. the testes or the ovary in mammals."" [ISBN:0198612001]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003006', 'GO:0008406', 'GO:0009887']	['SMAD4']
2152	GO:BP	GO:0035622	intrahepatic bile duct development	0.0261787431266006	True	"""The progression of the intrahepatic bile ducts over time, from their formation to the mature structure. Intrahepatic bile ducts (bile ducts within the liver) collect bile from bile canaliculi in the liver, and connect to the extrahepatic bile ducts (bile ducts outside the liver)."" [GOC:bf, PMID:20614624]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0001889', 'GO:0061009']	['NOTCH2']
2153	GO:BP	GO:0036023	embryonic skeletal limb joint morphogenesis	0.0261787431266006	True	"""The process, occurring in the embryo, in which the anatomical structures of a skeletal limb joint are generated and organized. A skeletal limb joint is the connecting structure between the bones of a limb."" [GOC:bf, Wikipedia:Joint]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0030326', 'GO:0036022', 'GO:0060272']	['CTNNB1']
2154	GO:BP	GO:0043153	entrainment of circadian clock by photoperiod	0.0261787431266006	True	"""The synchronization of a circadian rhythm to photoperiod, the intermittent cycle of light (day) and dark (night)."" [GOC:jl]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0009648', 'GO:0009649']	['TP53', 'PML']
2155	GO:BP	GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	0.0261787431266006	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the positive regulation of epithelial cell to mesenchymal cell transition."" [GOC:BHF, GOC:jl]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0010718', 'GO:0060070']	['CTNNB1']
2156	GO:BP	GO:0003169	coronary vein morphogenesis	0.0261787431266006	True	"""The process in which the anatomical structures of veins of the heart are generated and organized."" [GOC:mtg_heart]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048845', 'GO:0060977']	['NOTCH1']
2157	GO:BP	GO:0045720	negative regulation of integrin biosynthetic process	0.0261787431266006	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of integrins."" [GOC:go_curators]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0010558', 'GO:0045112', 'GO:0045113', 'GO:0051129']	['AR']
2158	GO:BP	GO:0016331	morphogenesis of embryonic epithelium	0.0261787431266006	True	"""The process in which the anatomical structures of embryonic epithelia are generated and organized."" [GOC:jl]"	149	101	4	17376	0.0396039603960396	0.0268456375838926	query_1	['GO:0002009', 'GO:0048598']	['CTNNB1', 'AR', 'SKI', 'RARA']
2159	GO:BP	GO:0045764	positive regulation of amino acid metabolic process	0.0261787431266006	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving amino acid."" [GOC:go_curators]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0006520', 'GO:0006521', 'GO:0031325', 'GO:0033240', 'GO:0062013']	['NR1H4']
2160	GO:BP	GO:0032907	transforming growth factor beta3 production	0.0261787431266006	True	"""The appearance of transforming growth factor-beta3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0071604']	['SMAD3']
2161	GO:BP	GO:1905066	regulation of canonical Wnt signaling pathway involved in heart development	0.0261787431266006	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in heart development."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:25034767]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003307', 'GO:0060828', 'GO:0061316']	['RBPJ']
2162	GO:BP	GO:0050996	positive regulation of lipid catabolic process	0.0261787431266006	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of lipids."" [GOC:ai]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0009896', 'GO:0016042', 'GO:0045834', 'GO:0050994']	['PPARA', 'FABP1']
2163	GO:BP	GO:0051595	response to methylglyoxal	0.0261787431266006	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a methylglyoxal stimulus. Methylglyoxal is a 2-oxoaldehyde derived from propanal."" [GOC:ai]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:1901654']	['SIN3A']
