Vascular Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
640	GO:BP	GO:0038190	VEGF-activated neuropilin signaling pathway	0.000224788174653	True	"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding to a neuropilin protein on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:rl, PMID:12852851]"	2	99	2	15719	0.0202020202020202	1.0	query_1	['GO:0038084', 'GO:0038189']	['VEGFA', 'NRP1']
639	GO:BP	GO:0035685	helper T cell diapedesis	0.000224788174653	True	"""The passage of a helper T cell between the tight junctions of endothelial cells lining blood vessels, typically the fourth and final step of cellular extravasation."" [CL:0000912, GOC:BHF]"	2	99	2	15719	0.0202020202020202	1.0	query_1	['GO:0035684', 'GO:0050904', 'GO:0072678']	['CRK', 'CRKL']
163	REAC	REAC:R-HSA-5655291	Signaling by FGFR4 in disease	0.0002381862642743	True	Signaling by FGFR4 in disease	9	98	3	10022	0.0306122448979591	0.3333333333333333	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PLCG1']
165	REAC	REAC:R-HSA-447041	CHL1 interactions	0.0002381862642743	True	CHL1 interactions	9	98	3	10022	0.0306122448979591	0.3333333333333333	query_1	['REAC:R-HSA-373760']	['ITGB1', 'NRP1', 'ITGA2']
164	REAC	REAC:R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	0.0002381862642743	True	Constitutive Signaling by Overexpressed ERBB2	9	98	3	10022	0.0306122448979591	0.3333333333333333	query_1	['REAC:R-HSA-1227990']	['SHC1', 'SOS1', 'ERBB2']
166	REAC	REAC:R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	0.0002381862642743	True	InlA-mediated entry of Listeria monocytogenes into host cells	9	98	3	10022	0.0306122448979591	0.3333333333333333	query_1	['REAC:R-HSA-8876384']	['SRC', 'CTNNB1', 'CDH1']
646	GO:BP	GO:0006949	syncytium formation	0.0002491284889976	True	"""The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane. Syncytia are normally derived from single cells that fuse or fail to complete cell division."" [ISBN:0198506732]"	62	99	5	15719	0.0505050505050505	0.0806451612903225	query_1	['GO:0009987', 'GO:0048646']	['ITGB1', 'DOCK1', 'SH3PXD2A', 'ADAM12', 'JAM2']
647	GO:BP	GO:0032869	cellular response to insulin stimulus	0.0002495122453661	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	204	99	8	15719	0.0808080808080808	0.0392156862745098	query_1	['GO:0032868', 'GO:0071375']	['NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PTPN11']
78	GO:CC	GO:0065010	extracellular membrane-bounded organelle	0.0002508712101215	True	"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]"	2045	99	27	16420	0.2727272727272727	0.01320293398533	query_1	['GO:0043227', 'GO:0043230']	['P4HB', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'CRK', 'PLCG2', 'CTNNB1', 'ITGA2B', 'ITGA4', 'LYN', 'GRB2', 'COL1A2', 'VCL', 'CDH1', 'VTN', 'TLN1', 'VCAM1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'PLXNA1']
76	GO:CC	GO:1903561	extracellular vesicle	0.0002508712101215	True	"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]"	2044	99	27	16420	0.2727272727272727	0.0132093933463796	query_1	['GO:0031982', 'GO:0065010']	['P4HB', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'CRK', 'PLCG2', 'CTNNB1', 'ITGA2B', 'ITGA4', 'LYN', 'GRB2', 'COL1A2', 'VCL', 'CDH1', 'VTN', 'TLN1', 'VCAM1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'PLXNA1']
77	GO:CC	GO:0043230	extracellular organelle	0.0002508712101215	True	"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]"	2045	99	27	16420	0.2727272727272727	0.01320293398533	query_1	['GO:0005576', 'GO:0043226']	['P4HB', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'CRK', 'PLCG2', 'CTNNB1', 'ITGA2B', 'ITGA4', 'LYN', 'GRB2', 'COL1A2', 'VCL', 'CDH1', 'VTN', 'TLN1', 'VCAM1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'PLXNA1']
648	GO:BP	GO:0043254	regulation of protein-containing complex assembly	0.0002548220213918	True	"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]"	402	99	11	15719	0.1111111111111111	0.0273631840796019	query_1	['GO:0044087', 'GO:0051128', 'GO:0065003']	['MET', 'NCK1', 'SRC', 'PLCG2', 'GRB2', 'JAM3', 'SYK', 'VEGFA', 'PTK2B', 'PTPN11', 'NCK2']
167	REAC	REAC:R-HSA-400685	Sema4D in semaphorin signaling	0.0002550309409916	True	Sema4D in semaphorin signaling	24	98	4	10022	0.0408163265306122	0.1666666666666666	query_1	['REAC:R-HSA-373755']	['MET', 'PLXNB1', 'ERBB2', 'SEMA4D']
649	GO:BP	GO:0048333	mesodermal cell differentiation	0.0002644924803461	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mesoderm cell."" [GOC:dgh]"	32	99	4	15719	0.0404040404040404	0.125	query_1	['GO:0001707', 'GO:0030154']	['ITGB1', 'ITGB3', 'ITGA3', 'ITGA2']
650	GO:BP	GO:0010469	regulation of signaling receptor activity	0.0002653387445585	True	"""Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."" [GOC:dph, GOC:tb]"	151	99	7	15719	0.0707070707070707	0.0463576158940397	query_1	['GO:0009966', 'GO:0065009']	['ITGB1', 'SRC', 'SHC1', 'PTK2B', 'NRP1', 'CBL', 'NCK2']
651	GO:BP	GO:0030183	B cell differentiation	0.0002758821376784	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	99	7	15719	0.0707070707070707	0.0460526315789473	query_1	['GO:0030098', 'GO:0042113']	['ITGB1', 'PIK3R1', 'PLCG2', 'ITGA4', 'SYK', 'PTK2B', 'VCAM1']
652	GO:BP	GO:0019222	regulation of metabolic process	0.0002758821376784	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	99	59	15719	0.5959595959595959	0.0094475580464371	query_1	['GO:0008152', 'GO:0050789']	['MET', 'ITGB1', 'NCK1', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'ITGA5', 'FYN', 'LAT', 'ADAM19', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'TNC', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'DOCK3', 'VEGFD', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
653	GO:BP	GO:1905477	positive regulation of protein localization to membrane	0.0002793918833541	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	104	99	6	15719	0.0606060606060606	0.0576923076923076	query_1	['GO:0072657', 'GO:1903829', 'GO:1905475']	['ITGB1', 'PIK3R1', 'FYN', 'EGFR', 'ERBB2', 'ITGA3']
655	GO:BP	GO:0010517	regulation of phospholipase activity	0.0002866468207165	True	"""Any process that modulates the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	64	99	5	15719	0.0505050505050505	0.078125	query_1	['GO:0060191']	['ITK', 'PDGFRB', 'EGFR', 'PDGFRA', 'FLT1']
654	GO:BP	GO:0097530	granulocyte migration	0.0002866468207165	True	"""The movement of a granulocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:24163421, PMID:24193336]"	153	99	7	15719	0.0707070707070707	0.0457516339869281	query_1	['GO:0097529']	['ITGA9', 'JAM3', 'VAV1', 'SYK', 'VEGFA', 'PTK2', 'THBS1']
657	GO:BP	GO:0016032	viral process	0.0002875248707263	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	408	99	11	15719	0.1111111111111111	0.0269607843137254	query_1	['GO:0008150']	['P4HB', 'ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'NRP1', 'ITGB7', 'ITGA2']
656	GO:BP	GO:0061430	bone trabecula morphogenesis	0.0002875248707263	True	"""The process of shaping a trabecula in bone. A trabecula is a tissue element in the form of a small beam, strut or rod."" [GOC:BHF, GOC:dph, GOC:vk]"	12	99	3	15719	0.0303030303030303	0.25	query_1	['GO:0061383']	['PLXNB1', 'COL1A1', 'SEMA4D']
658	GO:BP	GO:0044706	multi-multicellular organism process	0.0002912028560152	True	"""A multicellular organism process which involves another multicellular organism of the same or different species."" [GOC:jl]"	209	99	8	15719	0.0808080808080808	0.0382775119617224	query_1	['GO:0032501']	['SPP1', 'ITGB3', 'TGFB3', 'ITGA5', 'VEGFA', 'ITGA3', 'ITGA2', 'PGF']
659	GO:BP	GO:0001569	branching involved in blood vessel morphogenesis	0.0002945403561017	True	"""The process of coordinated growth and sprouting of blood vessels giving rise to the organized vascular system."" [GOC:dph]"	33	99	4	15719	0.0404040404040404	0.1212121212121212	query_1	['GO:0001525', 'GO:0048754']	['CTNNB1', 'KDR', 'VEGFA', 'NRP1']
660	GO:BP	GO:0001953	negative regulation of cell-matrix adhesion	0.0002945403561017	True	"""Any process that stops, prevents, or reduces the rate or extent of cell adhesion to the extracellular matrix."" [GOC:hjd]"	33	99	4	15719	0.0404040404040404	0.1212121212121212	query_1	['GO:0001952', 'GO:0007160', 'GO:0010812']	['SRC', 'PIK3R1', 'THBS1', 'ADAM15']
79	GO:CC	GO:0044291	cell-cell contact zone	0.000296976483477	True	"""Extended zone of intimate apposition between two cells containing one or more types of intercellular junctions, e.g., the intercalated disk of muscle."" [NIF_Subcellular:sao1299635018]"	70	99	5	16420	0.0505050505050505	0.0714285714285714	query_1	['GO:0005911']	['ITGB1', 'CTNNB1', 'JAM3', 'VCL', 'JAM2']
661	GO:BP	GO:0034599	cellular response to oxidative stress	0.0003027785315686	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]"	272	99	9	15719	0.0909090909090909	0.0330882352941176	query_1	['GO:0006979', 'GO:0062197']	['P4HB', 'MET', 'SRC', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'EGFR', 'PDGFRA']
168	REAC	REAC:R-HSA-9734091	Drug-mediated inhibition of MET activation	0.0003052404935365	True	Drug-mediated inhibition of MET activation	2	98	2	10022	0.0204081632653061	1.0	query_1	['REAC:R-HSA-6807004']	['MET', 'HGF']
663	GO:BP	GO:0051057	positive regulation of small GTPase mediated signal transduction	0.0003052718139718	True	"""Any process that activates or increases the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	65	99	5	15719	0.0505050505050505	0.0769230769230769	query_1	['GO:0007264', 'GO:0051056', 'GO:1902533']	['ITGAV', 'SRC', 'SOS1', 'COL3A1', 'PDGFRB']
662	GO:BP	GO:0060193	positive regulation of lipase activity	0.0003052718139718	True	"""Any process that increases the frequency, rate or extent of lipase activity, the hydrolysis of a lipid or phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	65	99	5	15719	0.0505050505050505	0.0769230769230769	query_1	['GO:0051345', 'GO:0060191']	['ITK', 'PDGFRB', 'EGFR', 'PDGFRA', 'FLT1']
169	REAC	REAC:R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.0003090799648681	True	Interleukin-4 and Interleukin-13 signaling	110	98	7	10022	0.0714285714285714	0.0636363636363636	query_1	['REAC:R-HSA-449147']	['ITGB1', 'FN1', 'PIK3R1', 'HGF', 'COL1A2', 'VEGFA', 'VCAM1']
80	GO:CC	GO:0005912	adherens junction	0.0003094733942721	True	"""A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]"	167	99	7	16420	0.0707070707070707	0.0419161676646706	query_1	['GO:0005911']	['CTNNB1', 'LYN', 'VCL', 'CDH1', 'VEGFA', 'TLN1', 'ADAM15']
81	GO:CC	GO:0097060	synaptic membrane	0.0003107107385934	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	364	99	10	16420	0.101010101010101	0.0274725274725274	query_1	['GO:0045202', 'GO:0098590']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'ITGA5', 'NRP2', 'ERBB2', 'CRKL', 'NRP1', 'ITGA3']
170	REAC	REAC:R-HSA-168249	Innate Immune System	0.0003218439735929	True	Innate Immune System	1022	98	23	10022	0.2346938775510204	0.022504892367906	query_1	['REAC:R-HSA-168256']	['NCK1', 'ITGAV', 'DOCK1', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'FYN', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'VTN', 'PTK2', 'LCK', 'ELMO1', 'PTPN11', 'ELMO2']
664	GO:BP	GO:0031532	actin cytoskeleton reorganization	0.000322331838707	True	"""A process that is carried out at the cellular level which results in dynamic structural changes to the arrangement of constituent parts of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:ecd, GOC:mah]"	107	99	6	15719	0.0606060606060606	0.0560747663551401	query_1	['GO:0030036']	['BCAR1', 'SHC1', 'GRB2', 'PTK2B', 'NRP1', 'PDGFRA']
171	REAC	REAC:R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	0.0003261346895031	True	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	10	98	3	10022	0.0306122448979591	0.3	query_1	['REAC:R-HSA-9671555']	['PIK3R1', 'SOS1', 'PDGFRA']
172	REAC	REAC:R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	0.0003261346895031	True	Signaling by PDGFRA extracellular domain mutants	10	98	3	10022	0.0306122448979591	0.3	query_1	['REAC:R-HSA-9671555']	['PIK3R1', 'SOS1', 'PDGFRA']
665	GO:BP	GO:0034405	response to fluid shear stress	0.0003297111775168	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:sl]"	34	99	4	15719	0.0404040404040404	0.1176470588235294	query_1	['GO:0006950']	['SRC', 'TGFB3', 'PDGFRB', 'PTK2B']
666	GO:BP	GO:0007417	central nervous system development	0.000336994133129	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1021	99	18	15719	0.1818181818181818	0.0176297747306562	query_1	['GO:0007399', 'GO:0048731']	['ITGB1', 'SRC', 'CRK', 'CTNNB1', 'SOS1', 'COL3A1', 'FYN', 'LYN', 'NRP2', 'EGFR', 'ERBB2', 'CDH1', 'SH3GL2', 'CRKL', 'VTN', 'NRP1', 'PTPN11', 'PLXNA1']
667	GO:BP	GO:0045576	mast cell activation	0.0003512850047794	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors."" [GOC:mgi_curators, ISBN:0781735149]"	67	99	5	15719	0.0505050505050505	0.0746268656716417	query_1	['GO:0002274']	['LAT', 'LYN', 'LCP2', 'SYK', 'CBL']
668	GO:BP	GO:0006816	calcium ion transport	0.0003514152532679	True	"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	418	99	11	15719	0.1111111111111111	0.0263157894736842	query_1	['GO:0030001', 'GO:0071702']	['ITGAV', 'PDGFB', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'PDGFRB', 'PLCG1', 'PTK2B', 'LCK']
669	GO:BP	GO:0021761	limbic system development	0.000354871325074	True	"""The progression of the limbic system over time from its initial formation until its mature state. The limbic system is a collection of structures in the brain involved in emotion, motivation and emotional aspects of memory."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420]"	109	99	6	15719	0.0606060606060606	0.055045871559633	query_1	['GO:0030900', 'GO:0048731']	['CRK', 'CTNNB1', 'NRP2', 'CRKL', 'NRP1', 'PLXNA1']
