Noonan syndrome with multiple lentigines	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
982	GO:CC	GO:0071062	alphav-beta3 integrin-vitronectin complex	3.082601489252101e-05	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin."" [PMID:10835423]"	3	103	3	22122	0.029126213592233	1.0	query_1	['GO:0098797']	['ITGB3', 'ITGA5', 'VTN']
983	GO:BP	GO:2000641	regulation of early endosome to late endosome transport	3.0851062530213415e-05	True	"""Any process that modulates the frequency, rate or extent of early endosome to late endosome transport."" [GOC:BHF]"	17	103	5	21110	0.0485436893203883	0.2941176470588235	query_1	['GO:0045022', 'GO:0060627', 'GO:1903649']	['SRC', 'MAPK1', 'MAPK3', 'MAP2K1', 'MAP2K2']
984	GO:MF	GO:0019955	cytokine binding	3.177677169500203e-05	True	"""Binding to a cytokine, any of a group of proteins that function to control the survival, growth and differentiation of tissues and cells, and which have autocrine and paracrine activity."" [GOC:ai, GOC:bf, ISBN:0198599471]"	143	103	9	20195	0.087378640776699	0.0629370629370629	query_1	['GO:0005515']	['ITGB1', 'ITGAV', 'ITGB3', 'TGFB3', 'TGFBR2', 'ITGA4', 'NRP2', 'TGFBR1', 'NRP1']
985	GO:MF	GO:0030674	protein-macromolecule adaptor activity	3.19297753048803e-05	True	"""The binding activity of a protein that brings together two or more macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid."" [GOC:bf, GOC:mah, GOC:vw]"	369	103	13	20195	0.1262135922330097	0.035230352303523	query_1	['GO:0060090']	['NCK1', 'PIK3R1', 'CRK', 'KSR1', 'SHC1', 'LAT', 'CNKSR1', 'GRB2', 'MAP2K1', 'HRAS', 'CRKL', 'MAP2K2', 'PTPN11']
986	REAC	REAC:R-HSA-1433559	Regulation of KIT signaling	3.2867105137334666e-05	True	Regulation of KIT signaling	13	101	5	10790	0.0495049504950495	0.3846153846153846	query_1	['REAC:R-HSA-1433557']	['SOS1', 'FYN', 'LYN', 'LCK', 'CBL']
987	WP	WP:WP195	IL-1 signaling pathway	3.332255793094338e-05	True	IL-1 signaling pathway	55	96	8	8133	0.0833333333333333	0.1454545454545454	query_1	['WP:000000']	['PIK3R2', 'PIK3R1', 'MAPK1', 'MAPK3', 'MAP2K1', 'PLCG1', 'MAP2K2', 'PTPN11']
988	WP	WP:WP2795	Cardiac hypertrophic response	3.332255793094338e-05	True	Cardiac hypertrophic response	55	96	8	8133	0.0833333333333333	0.1454545454545454	query_1	['WP:000000']	['FGFR2', 'MAPK1', 'MAPK3', 'TGFB1', 'MAP2K1', 'RAF1', 'TGFBR1', 'MAP2K2']
989	GO:BP	GO:1902905	positive regulation of supramolecular fiber organization	3.337660134470819e-05	True	"""Any process that activates or increases the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	177	103	10	21110	0.0970873786407767	0.0564971751412429	query_1	['GO:0051130', 'GO:0097435', 'GO:1902903']	['MET', 'NCK1', 'TGFB3', 'PXN', 'GRB2', 'BRAF', 'PTK2B', 'TGFBR1', 'NRP1', 'SMAD3']
990	HP	HP:0002088	Abnormal lung morphology	3.3588241681915926e-05	True	Any structural anomaly of the lung.	1148	52	31	4851	0.5961538461538461	0.0270034843205574	query_1	['HP:0012252']	['SPP1', 'TGFB3', 'PIK3R1', 'MAPK1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'LAT', 'ZAP70', 'TGFB1', 'BRAF', 'MAP2K1', 'EGFR', 'PIK3CA', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'SH3KBP1', 'CRKL', 'LAMTOR2', 'TGFBR1', 'LCK', 'SMAD3', 'PTPN11', 'CBL', 'SEMA4D']
991	GO:BP	GO:0097581	lamellipodium organization	3.370751080207025e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lamellipodium. A lamellipodium is a thin sheetlike process extended by the leading edge of a crawling fibroblast; contains a dense meshwork of actin filaments."" [GOC:als, PMID:16054028]"	92	103	8	21110	0.0776699029126213	0.0869565217391304	query_1	['GO:0120036']	['ITGB1', 'NCK1', 'SRC', 'PIK3R1', 'CD44', 'PIK3CA', 'HSP90AA1', 'VCL']
992	HP	HP:0100621	Dysgerminoma	3.518931765616499e-05	True	The presence of a dysgerminoma, i.e., an undifferentiated germ cell tumor of the ovary.	10	52	5	4851	0.0961538461538461	0.5	query_1	['HP:0100615', 'HP:0100620']	['FGFR2', 'CTNNB1', 'PIK3CA', 'ERBB2', 'CDH1']
993	HP	HP:0032064	Gastrointestinal eosinophilia	3.518931765616499e-05	True	Eosinophilic infiltration of one or more gastrointestinal organs. Gastrointestinal eosinophilia is a broad term for abnormal eosinophil accumulation in the GI tract, involving many different disease identities. These diseases include primary eosinophil associated gastrointestinal diseases, gastrointestinal eosinophilia in HES and all gastrointestinal eosinophilic states associated with known causes. Each of these diseases has its unique features but there is no absolute boundary between them.	10	52	5	4851	0.0961538461538461	0.5	query_1	['HP:0012718']	['TGFB3', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3']
994	GO:BP	GO:0051781	positive regulation of cell division	3.673251410095933e-05	True	"""Any process that activates or increases the frequency, rate or extent of cell division."" [GOC:ai]"	93	103	8	21110	0.0776699029126213	0.086021505376344	query_1	['GO:0048522', 'GO:0051301', 'GO:0051302']	['VEGFB', 'FGFR2', 'TGFB3', 'VEGFC', 'TGFB1', 'VEGFA', 'VEGFD', 'PGF']
995	WP	WP:WP4829	mBDNF and proBDNF regulation of GABA neurotransmission	3.6867697280558005e-05	True	mBDNF and proBDNF regulation of GABA neurotransmission	38	96	7	8133	0.0729166666666666	0.1842105263157894	query_1	['WP:000000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'PIK3CA', 'PLCG1', 'PIK3R3']
996	GO:CC	GO:0005901	caveola	3.770068392895219e-05	True	"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis. Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]"	83	103	7	22122	0.0679611650485436	0.0843373493975903	query_1	['GO:0044853']	['SRC', 'MAPK1', 'CTNNB1', 'MAPK3', 'TGFBR2', 'CDH1', 'CBL']
997	GO:BP	GO:0030100	regulation of endocytosis	3.770484743069298e-05	True	"""Any process that modulates the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	290	103	12	21110	0.116504854368932	0.0413793103448275	query_1	['GO:0006897', 'GO:0051128', 'GO:0060627']	['RAPGEF1', 'PIK3CB', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'TGFB1', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'CBL']
998	GO:BP	GO:0042113	B cell activation	3.816801663806418e-05	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	354	103	13	21110	0.1262135922330097	0.0367231638418079	query_1	['GO:0046649']	['ITGB1', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'ITGA4', 'ZAP70', 'LYN', 'SYK', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'VCAM1']
999	HP	HP:0002597	Abnormality of the vasculature	3.831215943400956e-05	True	An abnormality of the vasculature.	1810	52	39	4851	0.75	0.0215469613259668	query_1	['HP:0001626']	['FN1', 'PIK3R2', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'LAT', 'ZAP70', 'TGFB1', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'SYK', 'RAF1', 'CRKL', 'TGFBR1', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1']
1000	GO:BP	GO:0043276	anoikis	4.196633235118408e-05	True	"""Apoptosis triggered by inadequate or inappropriate adherence to substrate e.g. after disruption of the interactions between normal epithelial cells and the extracellular matrix."" [GOC:jl, http://www.copewithcytokines.de/]"	36	103	6	21110	0.058252427184466	0.1666666666666666	query_1	['GO:0006915']	['ITGB1', 'SRC', 'ITGA5', 'PIK3CA', 'PIK3R3', 'PTK2']
1001	TF	TF:M01303	Factor: SP1; motif: GGGGYGGGGNS	4.368700977755548e-05	True	Factor: SP1; motif: GGGGYGGGGNS	8118	103	70	20011	0.6796116504854369	0.0086228135008622	query_1	['TF:M00000']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'BCAR1', 'SRC', 'SMAD7', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'KSR1', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'PXN', 'FYN', 'SH3PXD2A', 'MADCAM1', 'LAMTOR3', 'GRB2', 'TGFB1', 'BRAF', 'MAP2K1', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'ITGAE', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PIK3R3', 'ADAM12', 'CRKL', 'LAMTOR2', 'TLN1', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
1002	HP	HP:0000520	Proptosis	4.401520512918507e-05	True	An eye that is protruding anterior to the plane of the face to a greater extent than is typical.	256	52	15	4851	0.2884615384615384	0.05859375	query_1	['HP:0100886']	['FN1', 'FGFR2', 'TGFB3', 'FLT4', 'SOS1', 'TGFBR2', 'TGFB1', 'BRAF', 'PIK3CA', 'KDR', 'RAF1', 'TGFBR1', 'SMAD3', 'PTPN11', 'CBL']
1003	GO:CC	GO:0002116	semaphorin receptor complex	4.485017549436383e-05	True	"""A stable binary complex of a neurophilin and a plexin, together forming a functional semaphorin receptor."" [GOC:hjd, PMID:10934324, PMID:12367632, PMID:12613544]"	11	103	4	22122	0.0388349514563106	0.3636363636363636	query_1	['GO:0043235']	['PLXNB1', 'NRP2', 'NRP1', 'PLXNA1']
1004	GO:CC	GO:0030141	secretory granule	4.650035888988461e-05	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	893	103	18	22122	0.174757281553398	0.0201567749160134	query_1	['GO:0012505', 'GO:0099503']	['VEGFB', 'ITGAV', 'FN1', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'HGF', 'ITGA2B', 'LAMTOR3', 'TGFB1', 'CD44', 'HSP90AA1', 'VCL', 'VEGFA', 'LAMTOR2', 'VEGFD', 'ADAM15']
1005	HP	HP:0002967	Cubitus valgus	4.748329644413019e-05	True	Abnormal positioning in which the elbows are turned out.	50	52	8	4851	0.1538461538461538	0.16	query_1	['HP:0009811']	['MAPK1', 'SOS1', 'BRAF', 'MAP2K1', 'RAF1', 'MAP2K2', 'PTPN11', 'CBL']
1006	WP	WP:WP5124	Alzheimer's disease	4.922596941810054e-05	True	Alzheimer's disease	260	96	15	8133	0.15625	0.0576923076923076	query_1	['WP:000000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'MAPK1', 'CTNNB1', 'MAPK3', 'PIK3CD', 'BRAF', 'MAP2K1', 'ARAF', 'PIK3CA', 'HRAS', 'RAF1', 'PIK3R3', 'MAP2K2']
1007	REAC	REAC:R-HSA-1295596	Spry regulation of FGF signaling	5.0747776876729146e-05	True	Spry regulation of FGF signaling	14	101	5	10790	0.0495049504950495	0.3571428571428571	query_1	['REAC:R-HSA-5654726', 'REAC:R-HSA-5654727', 'REAC:R-HSA-5654732', 'REAC:R-HSA-5654733']	['MAPK1', 'MAPK3', 'BRAF', 'PTPN11', 'CBL']
1008	REAC	REAC:R-HSA-2428928	IRS-related events triggered by IGF1R	5.19982328077115e-05	True	IRS-related events triggered by IGF1R	43	101	7	10790	0.0693069306930693	0.1627906976744186	query_1	['REAC:R-HSA-2428924']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'PIK3CA', 'HRAS', 'PTPN11']
1009	REAC	REAC:R-HSA-2428924	IGF1R signaling cascade	5.19982328077115e-05	True	IGF1R signaling cascade	43	101	7	10790	0.0693069306930693	0.1627906976744186	query_1	['REAC:R-HSA-2404192']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'PIK3CA', 'HRAS', 'PTPN11']
1010	WP	WP:WP3668	Hypothesized pathways in pathogenesis of cardiovascular disease	5.252962994051111e-05	True	Hypothesized pathways in pathogenesis of cardiovascular disease	25	96	6	8133	0.0625	0.24	query_1	['WP:000000']	['MAPK1', 'SHC1', 'MAPK3', 'TGFBR2', 'TGFBR1', 'SMAD3']
1011	GO:BP	GO:0002274	myeloid leukocyte activation	5.403954118437879e-05	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	240	103	11	21110	0.1067961165048543	0.0458333333333333	query_1	['GO:0045321']	['FN1', 'PLCG2', 'TGFBR2', 'PIK3CD', 'LAT', 'LYN', 'TGFB1', 'LCP2', 'SYK', 'ITGB6', 'CBL']
1012	GO:BP	GO:0034109	homotypic cell-cell adhesion	5.563374553496722e-05	True	"""The attachment of a cell to a second cell of the identical type via adhesion molecules."" [GOC:add]"	98	103	8	21110	0.0776699029126213	0.0816326530612244	query_1	['GO:0098609']	['PIK3CB', 'FN1', 'ITGB3', 'LYN', 'VCL', 'SYK', 'TLN1', 'PDGFRA']
1013	GO:BP	GO:0010717	regulation of epithelial to mesenchymal transition	5.563374553496722e-05	True	"""Any process that modulates the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	98	103	8	21110	0.0776699029126213	0.0816326530612244	query_1	['GO:0001837', 'GO:0045595']	['SMAD7', 'TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'TGFBR1', 'PTK2', 'SMAD3']
1014	GO:BP	GO:0090066	regulation of anatomical structure size	5.633908020770542e-05	True	"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]"	511	103	15	21110	0.145631067961165	0.0293542074363992	query_1	['GO:0065008']	['NCK1', 'FN1', 'PIK3R2', 'SPP1', 'GRB2', 'PIK3CA', 'HSP90AA1', 'VAV1', 'SMURF1', 'CDH1', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
1015	GO:BP	GO:0023057	negative regulation of signaling	5.6445686589353465e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1359	103	24	21110	0.233009708737864	0.0176600441501103	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGAV', 'PIK3R2', 'SRC', 'SMAD7', 'TGFB3', 'HGF', 'CTNNB1', 'LYN', 'EGFR', 'CD44', 'YWHAB', 'RAF1', 'SMURF1', 'PTK2B', 'TGFBR1', 'NRP1', 'PTPN11', 'CBL']
1016	GO:BP	GO:0010648	negative regulation of cell communication	5.6445686589353465e-05	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1359	103	24	21110	0.233009708737864	0.0176600441501103	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGAV', 'PIK3R2', 'SRC', 'SMAD7', 'TGFB3', 'HGF', 'CTNNB1', 'LYN', 'EGFR', 'CD44', 'YWHAB', 'RAF1', 'SMURF1', 'PTK2B', 'TGFBR1', 'NRP1', 'PTPN11', 'CBL']
1017	GO:MF	GO:0043168	anion binding	5.7280708050997486e-05	True	"""Binding to an anion, a charged atom or group of atoms with a net negative charge."" [GOC:jl]"	2458	103	33	20195	0.3203883495145631	0.0134255492270138	query_1	['GO:0043167']	['MET', 'PIK3CB', 'SRC', 'FGFR2', 'MAPK1', 'KSR1', 'ITK', 'FLT4', 'MAPK3', 'TGFBR2', 'PIK3CD', 'FYN', 'SH3PXD2A', 'ZAP70', 'LYN', 'BRAF', 'MAP2K1', 'EGFR', 'ARAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'PTK2B', 'TGFBR1', 'PTK2', 'LCK', 'MAP2K2', 'PDGFRA', 'FLT1']
1018	TF	TF:M00986_1	Factor: Churchill; motif: CGGGNN; match class: 1	5.771668898988226e-05	True	Factor: Churchill; motif: CGGGNN; match class: 1	10654	103	82	20011	0.7961165048543689	0.0076966397597146	query_1	['TF:M00986']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LAMTOR3', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'MAP2K1', 'EGFR', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'ITGAE', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'LAMTOR2', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'FLT1', 'PGF', 'PLXNA1']
1019	GO:BP	GO:0038179	neurotrophin signaling pathway	5.901336223450439e-05	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Neurotrophins are a family of secreted growth factors that induce the survival, development, and function of neurons."" [GOC:bf, GOC:jc, GOC:signaling, PMID:17466268, Wikipedia:Neurotrophin]"	38	103	6	21110	0.058252427184466	0.1578947368421052	query_1	['GO:0007166', 'GO:0071363']	['RAPGEF1', 'BCAR1', 'SRC', 'SOS1', 'RAF1', 'PTPN11']
1020	GO:BP	GO:0090218	positive regulation of lipid kinase activity	5.901336223450439e-05	True	"""Any process that increases the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:dph, GOC:tb]"	38	103	6	21110	0.058252427184466	0.1578947368421052	query_1	['GO:0033674', 'GO:0043550', 'GO:0045834']	['SRC', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
1021	TF	TF:M10108	Factor: WT1; motif: RGGNGGGGGAGGRGGNGGRG	5.902301283493246e-05	True	Factor: WT1; motif: RGGNGGGGGAGGRGGNGGRG	6688	103	62	20011	0.6019417475728155	0.0092703349282296	query_1	['TF:M00000']	['RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'SMURF2', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'MAPK3', 'SOS1', 'PIK3CD', 'ITGA5', 'PXN', 'ITGA4', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LAMTOR3', 'TGFB1', 'BRAF', 'NRP2', 'MAP2K1', 'EGFR', 'ARAF', 'YWHAB', 'YWHAZ', 'HSP90AA1', 'VCL', 'VAV1', 'SYK', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'ADAM12', 'LAMTOR2', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'PGF', 'PLXNA1']
1022	GO:BP	GO:0008361	regulation of cell size	5.926190861088551e-05	True	"""Any process that modulates the size of a cell."" [GOC:go_curators]"	188	103	10	21110	0.0970873786407767	0.0531914893617021	query_1	['GO:0032535']	['FN1', 'SPP1', 'HSP90AA1', 'VAV1', 'SMURF1', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
1023	REAC	REAC:R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	6.136480338866665e-05	True	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	44	101	7	10790	0.0693069306930693	0.1590909090909091	query_1	['REAC:R-HSA-9006934']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'PIK3CA', 'HRAS', 'PTPN11']
1024	GO:BP	GO:0034614	cellular response to reactive oxygen species	6.681803130723663e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mah]"	142	103	9	21110	0.087378640776699	0.0633802816901408	query_1	['GO:0000302', 'GO:0034599', 'GO:1901701']	['MET', 'SRC', 'MAPK1', 'HGF', 'MAPK3', 'PXN', 'FYN', 'EGFR', 'PDGFRA']
1025	GO:BP	GO:0048608	reproductive structure development	7.06795413216181e-05	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	307	103	12	21110	0.116504854368932	0.0390879478827361	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['SRC', 'FGFR2', 'CTNNB1', 'TNC', 'KDR', 'VEGFA', 'CRKL', 'TGFBR1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA']
1026	HP	HP:0000915	Pectus excavatum of inferior sternum	7.284125928670174e-05	True	Pectus excavatum (defect of the chest wall characterized by depression of the sternum) affecting primarily the inferior region of the sternum.	5	52	4	4851	0.0769230769230769	0.8	query_1	['HP:0000767']	['SOS1', 'BRAF', 'MAP2K1', 'PTPN11']
1027	GO:BP	GO:0002696	positive regulation of leukocyte activation	7.453310266443052e-05	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	446	103	14	21110	0.1359223300970873	0.0313901345291479	query_1	['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']	['NCK1', 'SRC', 'TGFBR2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'SH3KBP1', 'VCAM1', 'LCK', 'PTPN11']
