Transaldolase deficiency	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
408	HPA	HPA:0250000	hippocampus	0.0004684275934702	True	hippocampus	6822	83	71	11006	0.8554216867469879	0.0104075051304602	query_1	['HPA:0000000']	['PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
409	GO:BP	GO:0061912	selective autophagy	0.0004904565241996	True	"""The macroautophagy process in which specific structures are targeted by the autophagy process."" [PMID:20484971, PMID:21997368, PMID:22966490]"	92	96	7	21110	0.0729166666666666	0.0760869565217391	query_1	['GO:0016236']	['DDRGK1', 'UFL1', 'PHB2', 'VDAC1', 'HDAC6', 'UBA5', 'UFM1']
410	HPA	HPA:0250132	hippocampus; neuronal cells[≥Medium]	0.0004979355546752	True	hippocampus; neuronal cells[≥Medium]	4222	83	53	11006	0.6385542168674698	0.0125532922785409	query_1	['HPA:0250131']	['PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'CDK5RAP3', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'PMPCA', 'PHB2', 'MCAT', 'MCU', 'SIL1', 'BCKDK', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
411	HPA	HPA:0500651	soft tissue 1; fibroblasts[≥Low]	0.0005280008807391	True	soft tissue 1; fibroblasts[≥Low]	4229	83	53	11006	0.6385542168674698	0.0125325135965949	query_1	['HPA:0500000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'SNX1', 'LYRM4', 'ADSL', 'CDK5RAP3', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'MCU', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'BRCA1', 'SDHA', 'MICU1', 'NDUFV3', 'TRIM28', 'MFN1', 'PEPD', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
412	GO:BP	GO:0071103	DNA conformation change	0.0005284233020031	True	"""A cellular process that results in a change in the spatial configuration of a DNA molecule. A conformation change can bend DNA, or alter the, twist, writhe, or linking number of a DNA molecule."" [GOC:mah]"	93	96	7	21110	0.0729166666666666	0.075268817204301	query_1	['GO:0051276']	['NBN', 'RAD50', 'XRCC6', 'RPA1', 'BLM', 'MRE11', 'RAD51']
413	GO:BP	GO:0043401	steroid hormone mediated signaling pathway	0.0005292282283139	True	"""The series of molecular signals mediated by a steroid hormone binding to a receptor."" [PMID:12606724]"	138	96	8	21110	0.0833333333333333	0.0579710144927536	query_1	['GO:0009755', 'GO:0071383']	['DDRGK1', 'UFL1', 'PHB2', 'HDAC6', 'BRCA1', 'UBA5', 'PHB1', 'UFM1']
414	REAC	REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	0.0005310387214116	True	SUMOylation of DNA damage response and repair proteins	72	84	7	10790	0.0833333333333333	0.0972222222222222	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'MDC1', 'SUMO1', 'RPA1', 'BLM', 'PIAS1', 'BRCA1']
415	HPA	HPA:0590052	thyroid gland; glandular cells[≥Medium]	0.0005450815087078	True	thyroid gland; glandular cells[≥Medium]	5595	83	63	11006	0.7590361445783133	0.0112600536193029	query_1	['HPA:0590051']	['UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'MICU2', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
416	HPA	HPA:0340461	ovary; ovarian stroma cells[≥Low]	0.0005469606967065	True	ovary; ovarian stroma cells[≥Low]	3981	83	51	11006	0.6144578313253012	0.0128108515448379	query_1	['HPA:0340000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'ADSL', 'NBN', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'H2AX', 'DDRGK1', 'MDC1', 'PHB2', 'MCU', 'SIL1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'PEPD', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
417	HP	HP:0000526	Aniridia	0.000612260220841	True	Abnormality of the iris characterized by, typically bilateral, complete or partial iris hypoplasia. The phenotype ranges from mild defects of anterior iris stroma only to almost complete absence of the iris.	45	54	7	4851	0.1296296296296296	0.1555555555555555	query_1	['HP:0008053']	['DLST', 'SDHD', 'BRCA2', 'SDHB', 'SDHA', 'SDHC', 'TRIM28']
418	HPA	HPA:0170251	endometrium 2; cells in endometrial stroma[≥Low]	0.0006332372258037	True	endometrium 2; cells in endometrial stroma[≥Low]	3511	83	47	11006	0.5662650602409639	0.0133864995727712	query_1	['HPA:0170000']	['SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SNX1', 'ADSL', 'NBN', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'MCU', 'PDHA1', 'SUMO1', 'RPA1', 'ARL14EP', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'PDK1', 'SDHB', 'NFS1', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'NDUFV3', 'TRIM28', 'PMPCB', 'OGDH', 'PHB1', 'BCKDHA']
419	GO:MF	GO:0042162	telomeric DNA binding	0.0006350557780968	True	"""Binding to a telomere, a specific structure at the end of a linear chromosome required for the integrity and maintenance of the end."" [GOC:jl, SO:0000624]"	37	97	5	20195	0.0515463917525773	0.1351351351351351	query_1	['GO:0043565']	['TP53BP1', 'RAD50', 'XRCC6', 'RPA1', 'BLM']
420	GO:BP	GO:0009755	hormone-mediated signaling pathway	0.000656471501674	True	"""The series of molecular signals mediated by the detection of a hormone."" [GOC:sm]"	196	96	9	21110	0.09375	0.0459183673469387	query_1	['GO:0007165', 'GO:0032870']	['DDRGK1', 'UFL1', 'PHB2', 'METTL21C', 'HDAC6', 'BRCA1', 'UBA5', 'PHB1', 'UFM1']
421	HPA	HPA:0210051	fallopian tube; glandular cells[≥Low]	0.000661855677425	True	fallopian tube; glandular cells[≥Low]	5767	83	64	11006	0.7710843373493976	0.0110976244147737	query_1	['HPA:0210000']	['RBBP8', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'MCAT', 'SDHD', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
422	GO:BP	GO:0034982	mitochondrial protein processing	0.0006624983933544	True	"""The peptide cleavage of mitochondrial proteins, including cleavage contributing to their import."" [GOC:curators]"	13	96	4	21110	0.0416666666666666	0.3076923076923077	query_1	['GO:0016485']	['SPG7', 'PMPCA', 'AFG3L2', 'PMPCB']
423	GO:BP	GO:0042762	regulation of sulfur metabolic process	0.0006624983933544	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving sulfur, the nonmetallic element sulfur or compounds that contain sulfur."" [GOC:go_curators]"	13	96	4	21110	0.0416666666666666	0.3076923076923077	query_1	['GO:0006790', 'GO:0031323']	['PDK4', 'PDK3', 'PDK1', 'PDK2']
424	CORUM	CORUM:6946	BARD1–BRCA1–RAD51 complex	0.0006653583810326	True	BARD1–BRCA1–RAD51 complex	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['RAD51', 'BRCA1', 'BARD1']
425	CORUM	CORUM:7050	PIAS1-SUMO1-UBC9 complex	0.0006653583810326	True	PIAS1-SUMO1-UBC9 complex	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['UBE2I', 'SUMO1', 'PIAS1']
426	CORUM	CORUM:2818	BRCA1-BARD1-BRCA2-DNA damage complex III	0.0006653583810326	True	BRCA1-BARD1-BRCA2-DNA damage complex III	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['BRCA2', 'BRCA1', 'BARD1']
427	CORUM	CORUM:2767	RAD50-MRE11-NBN-p200-p350 complex	0.0006653583810326	True	RAD50-MRE11-NBN-p200-p350 complex	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
428	CORUM	CORUM:2238	MBD1-MCAF1-SETDB1 complex	0.0006653583810326	True	MBD1-MCAF1-SETDB1 complex	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['ATF7IP', 'SETDB1', 'MBD1']
429	CORUM	CORUM:71	MRN complex (MRE11-RAD50-NBN complex)	0.0006653583810326	True	MRN complex (MRE11-RAD50-NBN complex)	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
430	CORUM	CORUM:173	MRN complex (MRE11-RAD50-NBN complex)	0.0006653583810326	True	MRN complex (MRE11-RAD50-NBN complex)	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
431	CORUM	CORUM:240	BRCA1-CTIP-ZBRK1 repressor complex	0.0006653583810326	True	BRCA1-CTIP-ZBRK1 repressor complex	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['RBBP8', 'ZNF350', 'BRCA1']
432	CORUM	CORUM:331	MRN complex (MRE11-RAD50-NBN complex)	0.0006653583810326	True	MRN complex (MRE11-RAD50-NBN complex)	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
433	CORUM	CORUM:618	MRN complex (MRE11-RAD50-NBN complex)	0.0006653583810326	True	MRN complex (MRE11-RAD50-NBN complex)	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
434	CORUM	CORUM:972	MRN complex (MRE11-RAD50-NBN complex)	0.0006653583810326	True	MRN complex (MRE11-RAD50-NBN complex)	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
435	CORUM	CORUM:73	MRN complex (MRE11-RAD50-NBN complex)	0.0006653583810326	True	MRN complex (MRE11-RAD50-NBN complex)	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
436	CORUM	CORUM:1081	MRN complex (MRE11-RAD50-NBN complex)	0.0006653583810326	True	MRN complex (MRE11-RAD50-NBN complex)	3	47	3	3383	0.0638297872340425	1.0	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
437	GO:BP	GO:0005996	monosaccharide metabolic process	0.0006671905806808	True	"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]"	258	96	10	21110	0.1041666666666666	0.0387596899224806	query_1	['GO:0005975', 'GO:0044281']	['PDK4', 'DLAT', 'PDHA2', 'PDHB', 'BCKDK', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'PDK2']
438	HPA	HPA:0100131	cerebral cortex; neuronal cells[≥Low]	0.0006771821098671	True	cerebral cortex; neuronal cells[≥Low]	6704	83	70	11006	0.8433734939759037	0.0104415274463007	query_1	['HPA:0100000']	['UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
439	GO:CC	GO:1990391	DNA repair complex	0.0006793125061825	True	"""A protein complex involved in DNA repair processes including direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [GOC:bhm, PMID:17217467, PMID:20551348, PMID:22749910, PMID:24192350]"	22	97	4	22122	0.0412371134020618	0.1818181818181818	query_1	['GO:1902494']	['TP53BP1', 'XRCC6', 'BRCA2', 'BRCA1']
440	HPA	HPA:0320103	nasopharynx; respiratory epithelial cells[High]	0.0006917713678761	True	nasopharynx; respiratory epithelial cells[High]	1797	83	31	11006	0.3734939759036144	0.0172509738452977	query_1	['HPA:0320102']	['PDK4', 'GCSH', 'LYRM4', 'ADSL', 'CDK5RAP3', 'HSPA9', 'TP53BP1', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'MDC1', 'PHB2', 'MCAT', 'BCKDK', 'SUMO1', 'RPA1', 'FLYWCH1', 'BLM', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'SDHB', 'NFS1', 'MICU1', 'DLD', 'PDK2', 'TRIM28', 'MICU2', 'BCKDHA']
441	GO:BP	GO:0000086	G2/M transition of mitotic cell cycle	0.0006957228164958	True	"""The mitotic cell cycle transition by which a cell in G2 commits to M phase. The process begins when the kinase activity of M cyclin/CDK complex reaches a threshold high enough for the cell cycle to proceed. This is accomplished by activating a positive feedback loop that results in the accumulation of unphosphorylated and active M cyclin/CDK complex."" [GOC:mtg_cell_cycle]"	143	96	8	21110	0.0833333333333333	0.0559440559440559	query_1	['GO:0044772', 'GO:0044839']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
442	HPA	HPA:0250121	hippocampus; glial cells[≥Low]	0.0007130033604584	True	hippocampus; glial cells[≥Low]	4138	83	52	11006	0.6265060240963856	0.0125664572257129	query_1	['HPA:0250000']	['PDK4', 'GCSH', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'MCU', 'SIL1', 'PDHA1', 'HSPD1', 'RPA1', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'PDK1', 'SDHB', 'NFS1', 'CBX5', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
443	GO:MF	GO:0008134	transcription factor binding	0.0007270240494952	True	"""Binding to a transcription factor, a protein required to initiate or regulate transcription."" [ISBN:0198506732]"	599	97	14	20195	0.1443298969072164	0.023372287145242	query_1	['GO:0005515']	['RBBP8', 'UBE2I', 'CDK5RAP3', 'NBN', 'TP53BP1', 'DDRGK1', 'PHB2', 'SUMO1', 'FLYWCH1', 'PIAS1', 'HDAC6', 'CBX5', 'STAT5A', 'STAT5B']
444	HPA	HPA:0060101	bronchus; respiratory epithelial cells[≥Low]	0.00074111385817	True	bronchus; respiratory epithelial cells[≥Low]	5931	83	65	11006	0.7831325301204819	0.0109593660428258	query_1	['HPA:0060000']	['RBBP8', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'MCAT', 'SDHD', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
445	HP	HP:0009711	Retinal capillary hemangioma	0.0007413284255772	True	A benign vascular tumor of the retina without any neoplastic characteristics.	16	54	5	4851	0.0925925925925925	0.3125	query_1	['HP:0001028', 'HP:0009594', 'HP:0010797']	['DLST', 'SDHD', 'SDHB', 'SDHA', 'SDHC']
446	HP	HP:0012222	Arachnoid hemangiomatosis	0.0007413284255772	True	The presence of multiple hemangiomas in the arachnoid.	16	54	5	4851	0.0925925925925925	0.3125	query_1	['HP:0001028']	['DLST', 'SDHD', 'SDHB', 'SDHA', 'SDHC']
447	GO:BP	GO:0046483	heterocycle metabolic process	0.0007570322318475	True	"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198506732]"	8221	96	62	21110	0.6458333333333334	0.0075416615983457	query_1	['GO:0044237']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'OGDH', 'PHB1', 'STAT5B']
448	GO:BP	GO:0031163	metallo-sulfur cluster assembly	0.0007616269365665	True	"""The incorporation of a metal and exogenous sulfur into a metallo-sulfur cluster."" [GOC:jl, GOC:mah, GOC:pde, GOC:vw]"	32	96	5	21110	0.0520833333333333	0.15625	query_1	['GO:0022607']	['LYRM4', 'HSPA9', 'ISCU', 'NFS1', 'NDUFAB1']
449	GO:BP	GO:0010165	response to X-ray	0.0007616269365665	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:sm, Wikipedia:X-ray]"	32	96	5	21110	0.0520833333333333	0.15625	query_1	['GO:0010212']	['TP53BP1', 'XRCC6', 'BRCA2', 'BLM', 'RAD51']
450	GO:BP	GO:0016226	iron-sulfur cluster assembly	0.0007616269365665	True	"""The incorporation of iron and exogenous sulfur into a metallo-sulfur cluster."" [GOC:jl, GOC:mah, GOC:pde, GOC:vw]"	32	96	5	21110	0.0520833333333333	0.15625	query_1	['GO:0006790', 'GO:0031163']	['LYRM4', 'HSPA9', 'ISCU', 'NFS1', 'NDUFAB1']
451	HPA	HPA:0250122	hippocampus; glial cells[≥Medium]	0.0007714437947798	True	hippocampus; glial cells[≥Medium]	2002	83	33	11006	0.3975903614457831	0.0164835164835164	query_1	['HPA:0250121']	['PDK4', 'GCSH', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'SETDB2', 'H2AX', 'MDC1', 'PHB2', 'MCAT', 'MCU', 'RPA1', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'ISCU', 'PDK1', 'SDHB', 'CBX5', 'DLD', 'TRIM28', 'BARD1', 'OGDH', 'PHB1', 'BCKDHA']
452	GO:CC	GO:0005757	mitochondrial permeability transition pore complex	0.0008022937417216	True	"""A protein complex that connects the inner and outer membranes of animal mitochondria and acts as a pore that can open transiently to allow free diffusion of solutes between the mitochondrial matrix and the cytosol. The pore complex is formed of the voltage-dependent anion channel (VDAC), the adenine nucleotide translocase (ANT) and cyclophilin-D (CyP-D)."" [PMID:10393078]"	7	97	3	22122	0.0309278350515463	0.4285714285714285	query_1	['GO:0005740', 'GO:0046930', 'GO:0098798']	['PPIF', 'SPG7', 'VDAC1']
453	HPA	HPA:0150052	duodenum; glandular cells[≥Medium]	0.0008328653119457	True	duodenum; glandular cells[≥Medium]	6098	83	66	11006	0.7951807228915663	0.0108232207281075	query_1	['HPA:0150051']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'ADSL', 'MAIP1', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'MCAT', 'SDHD', 'DBT', 'MCU', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
454	HPA	HPA:0400052	rectum; glandular cells[≥Medium]	0.0008391902089982	True	rectum; glandular cells[≥Medium]	6099	83	66	11006	0.7951807228915663	0.0108214461387112	query_1	['HPA:0400051']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'MCAT', 'SDHD', 'DBT', 'MCU', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
455	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.0008451126032065	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1558	96	23	21110	0.2395833333333333	0.014762516046213	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	['RBBP8', 'SNX6', 'UBE2I', 'NBN', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF350', 'XRCC6', 'SETDB2', 'PHB2', 'SETDB1', 'SUMO1', 'FLYWCH1', 'BLM', 'PIAS1', 'HDAC6', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28', 'BARD1', 'PHB1']
