Rabson-Mendenhall syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1193	GO:BP	GO:0090330	regulation of platelet aggregation	0.0030835288900922	True	"""Any process that modulates the rate, frequency or extent of platelet aggregation. Platelet aggregation is the adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:dph, GOC:tb]"	30	100	3	15719	0.03	0.1	query_1	['GO:0010543', 'GO:0034110', 'GO:0070527']	['LYN', 'SYK', 'FGG']
1194	GO:BP	GO:0051402	neuron apoptotic process	0.0030835288900922	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	242	100	7	15719	0.07	0.0289256198347107	query_1	['GO:0006915', 'GO:0070997']	['VEGFB', 'TGFB3', 'CTNNB1', 'PIK3CA', 'KDR', 'PTK2B', 'NRP1']
1192	GO:BP	GO:0045907	positive regulation of vasoconstriction	0.0030835288900922	True	"""Any process that activates or increases the frequency, rate or extent of vasoconstriction."" [GOC:go_curators]"	30	100	3	15719	0.03	0.1	query_1	['GO:0019229', 'GO:0042310', 'GO:0051240']	['FGA', 'FGB', 'FGG']
243	REAC	REAC:R-HSA-373752	Netrin-1 signaling	0.0030933470866586	True	Netrin-1 signaling	49	97	4	10022	0.0412371134020618	0.0816326530612244	query_1	['REAC:R-HSA-422475']	['SRC', 'PLCG1', 'PTK2', 'PTPN11']
1198	GO:BP	GO:0002698	negative regulation of immune effector process	0.0030943196163446	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process."" [GOC:add]"	117	100	5	15719	0.05	0.0427350427350427	query_1	['GO:0002252', 'GO:0002683', 'GO:0002697']	['SMAD7', 'TGFB3', 'CRK', 'APOA1', 'CR2']
1199	GO:BP	GO:0046626	regulation of insulin receptor signaling pathway	0.003155453836614	True	"""Any process that modulates the frequency, rate or extent of insulin receptor signaling."" [GOC:bf]"	68	100	4	15719	0.04	0.0588235294117647	query_1	['GO:0008286', 'GO:0009966']	['SRC', 'PIK3R1', 'IRS1', 'PTPN11']
1200	GO:BP	GO:0046323	glucose import	0.003155453836614	True	"""The directed movement of the hexose monosaccharide glucose into a cell or organelle."" [GOC:ai]"	68	100	4	15719	0.04	0.0588235294117647	query_1	['GO:1904659']	['PIK3R1', 'INSR', 'IRS1', 'PTPN11']
1201	GO:BP	GO:1903201	regulation of oxidative stress-induced cell death	0.003155453836614	True	"""Any process that modulates the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	68	100	4	15719	0.04	0.0588235294117647	query_1	['GO:0010941', 'GO:0036473', 'GO:1900407']	['MET', 'HGF', 'CTNNB1', 'FYN']
1202	GO:BP	GO:0052547	regulation of peptidase activity	0.0031725611666229	True	"""Any process that modulates the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:ai]"	395	100	9	15719	0.09	0.0227848101265822	query_1	['GO:0030162', 'GO:0051336']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'VEGFA', 'VTN', 'LCK', 'SMAD3']
104	GO:CC	GO:0044291	cell-cell contact zone	0.0031832026557387	True	"""Extended zone of intimate apposition between two cells containing one or more types of intercellular junctions, e.g., the intercalated disk of muscle."" [NIF_Subcellular:sao1299635018]"	70	101	4	16420	0.0396039603960396	0.0571428571428571	query_1	['GO:0005911']	['ITGB1', 'CTNNB1', 'PIK3CA', 'VCL']
1203	GO:BP	GO:0046632	alpha-beta T cell differentiation	0.0032017892126424	True	"""The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."" [CL:0000789, GOC:ai]"	118	100	5	15719	0.05	0.0423728813559322	query_1	['GO:0030217', 'GO:0046631']	['SMAD7', 'ITK', 'TGFBR2', 'ZAP70', 'SYK']
246	REAC	REAC:R-HSA-6806942	MET Receptor Activation	0.0033104426329538	True	MET Receptor Activation	6	97	2	10022	0.0206185567010309	0.3333333333333333	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF']
245	REAC	REAC:R-HSA-2428933	SHC-related events triggered by IGF1R	0.0033104426329538	True	SHC-related events triggered by IGF1R	6	97	2	10022	0.0206185567010309	0.3333333333333333	query_1	['REAC:R-HSA-2428924']	['SOS1', 'IGF1R']
244	REAC	REAC:R-HSA-9028335	Activated NTRK2 signals through PI3K	0.0033104426329538	True	Activated NTRK2 signals through PI3K	6	97	2	10022	0.0206185567010309	0.3333333333333333	query_1	['REAC:R-HSA-9006115']	['PIK3R1', 'PIK3CA']
1204	GO:BP	GO:0046635	positive regulation of alpha-beta T cell activation	0.0033251345773648	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell activation."" [GOC:ai]"	69	100	4	15719	0.04	0.0579710144927536	query_1	['GO:0046631', 'GO:0046634', 'GO:0050870']	['TGFBR2', 'ZAP70', 'SYK', 'CD81']
1205	GO:BP	GO:0034219	carbohydrate transmembrane transport	0.0034471547743328	True	"""The process in which a carbohydrate is transported across a membrane."" [GOC:mah]"	120	100	5	15719	0.05	0.0416666666666666	query_1	['GO:0008643', 'GO:0055085']	['C3', 'PIK3R1', 'INSR', 'IRS1', 'PTPN11']
1206	GO:BP	GO:0003002	regionalization	0.0034539536330651	True	"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]"	400	100	9	15719	0.09	0.0225	query_1	['GO:0007389']	['C3', 'FGFR2', 'CTNNB1', 'TGFBR2', 'NRP2', 'CRKL', 'TGFBR1', 'NRP1', 'SMAD3']
1208	GO:BP	GO:0060415	muscle tissue morphogenesis	0.0034951000328015	True	"""The process in which the anatomical structures of muscle tissue are generated and organized. Muscle tissue consists of a set of cells that are part of an organ and carry out a contractive function."" [GOC:dph]"	70	100	4	15719	0.04	0.0571428571428571	query_1	['GO:0048644', 'GO:0048729']	['SMAD7', 'FGFR2', 'TGFB1', 'TGFBR1']
1207	GO:BP	GO:0061180	mammary gland epithelium development	0.0034951000328015	True	"""The process whose specific outcome is the progression of the mammary gland epithelium over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph, GOC:yaf]"	70	100	4	15719	0.04	0.0571428571428571	query_1	['GO:0030879', 'GO:0060429']	['SRC', 'FGFR2', 'TGFB1', 'ESR1']
1209	GO:BP	GO:0001707	mesoderm formation	0.0034951000328015	True	"""The process that gives rise to the mesoderm. This process pertains to the initial formation of the structure from unspecified parts."" [GOC:go_curators]"	70	100	4	15719	0.04	0.0571428571428571	query_1	['GO:0001704', 'GO:0048332']	['ITGB1', 'FGFR2', 'ITGB3', 'SMAD3']
247	REAC	REAC:R-HSA-9013405	RHOD GTPase cycle	0.0035371079012502	True	RHOD GTPase cycle	51	97	4	10022	0.0412371134020618	0.0784313725490196	query_1	['REAC:R-HSA-9012999']	['PLXNB1', 'PIK3R2', 'PIK3R1', 'PLXNA1']
1210	GO:BP	GO:0032355	response to estradiol	0.003563061961343	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	100	5	15719	0.05	0.0413223140495867	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['CTNNB1', 'TGFB1', 'EGFR', 'IGF1R', 'ESR1']
105	GO:CC	GO:0071144	heteromeric SMAD protein complex	0.0035644776666479	True	"""A protein complex composed of SMAD family proteins, a transcription factor complex which binds to the promoters of target genes and recruits co-activators and histone acetyltransferases, facilitating transcription. Phosphorylation of the non-SMAD4 subunit(s) enables binding of SMAD4 to form heteromeric complexes that enter the nucleus to initiate gene transcription. DNA-binding specificity is conferred by other transcription factors binding to SMAD complexes. Interactions with coactivators or corepressors modulate their transcriptional activity. Can be heterotrimeric or heterodimeric."" [GOC:bhm, GOC:mah, PMID:11779505, PMID:15350224, PMID:16322555, PMID:9389648, PMID:9670020]"	8	101	2	16420	0.0198019801980198	0.25	query_1	['GO:0071141', 'GO:0090575']	['SMAD7', 'SMAD3']
1218	GO:BP	GO:0098773	skin epidermis development	0.0036529212997644	True	"""The process whose specific outcome is the progression of the skin epidermis over time, from its formation to the mature structure."" [GOC:dos]"	122	100	5	15719	0.05	0.040983606557377	query_1	['GO:0008544', 'GO:0043588', 'GO:0060429']	['MET', 'FGFR2', 'CTNNB1', 'SOS1', 'EGFR']
1235	GO:BP	GO:1903670	regulation of sprouting angiogenesis	0.0036529212997644	True	"""Any process that modulates the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	32	100	3	15719	0.03	0.09375	query_1	['GO:0002040', 'GO:0045765']	['PIK3CB', 'ITGA5', 'VEGFA']
1234	GO:BP	GO:0010692	regulation of alkaline phosphatase activity	0.0036529212997644	True	"""Any process that modulates the frequency, rate or extent of alkaline phosphatase activity, the catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum."" [GOC:dph, GOC:tb]"	8	100	2	15719	0.02	0.25	query_1	['GO:0010921']	['SMAD3', 'SEMA4D']
1232	GO:BP	GO:1901388	regulation of transforming growth factor beta activation	0.0036529212997644	True	"""Any process that modulates the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	8	100	2	15719	0.02	0.25	query_1	['GO:0010646', 'GO:0023051', 'GO:0036363', 'GO:0071634']	['ITGAV', 'ITGB6']
1231	GO:BP	GO:0003018	vascular process in circulatory system	0.0036529212997644	True	"""A circulatory process that occurs at the level of the vasculature."" [GOC:mtg_cardio]"	250	100	7	15719	0.07	0.028	query_1	['GO:0003013']	['SRC', 'FGA', 'INSR', 'FGB', 'FGG', 'VEGFA', 'SH3GL2']
1230	GO:BP	GO:0061439	kidney vasculature morphogenesis	0.0036529212997644	True	"""The process in which the kidney vasculature is generated and organized. Morphogenesis pertains to the creation of form."" [GOC:dph, GOC:mtg_kidney_jan10]"	8	100	2	15719	0.02	0.25	query_1	['GO:0009653', 'GO:0061438', 'GO:0061440']	['NRP1', 'PDGFRA']
1211	GO:BP	GO:0003149	membranous septum morphogenesis	0.0036529212997644	True	"""The process in which the membranous septum is generated and organized. The membranous septum is the upper part of ventricular septum."" [GOC:mtg_heart]"	8	100	2	15719	0.02	0.25	query_1	['GO:0009653', 'GO:0060412']	['FGFR2', 'TGFBR2']
1212	GO:BP	GO:0002719	negative regulation of cytokine production involved in immune response	0.0036529212997644	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of cytokine production contributing to an immune response."" [GOC:add]"	32	100	3	15719	0.03	0.09375	query_1	['GO:0001818', 'GO:0002367', 'GO:0002701', 'GO:0002718']	['SMAD7', 'TGFB3', 'APOA1']
1213	GO:BP	GO:0030032	lamellipodium assembly	0.0036529212997644	True	"""Formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell."" [GOC:mah, ISBN:0815316194]"	71	100	4	15719	0.04	0.056338028169014	query_1	['GO:0097581', 'GO:0120031']	['ITGB1', 'PIK3R1', 'PIK3CA', 'VCL']
1214	GO:BP	GO:0021612	facial nerve structural organization	0.0036529212997644	True	"""The process that contributes to the act of creating the structural organization of the facial nerve. This process pertains to the physical shaping of a rudimentary structure. This sensory and motor nerve supplies the muscles of facial expression and the expression and taste at the anterior two-thirds of the tongue. The principal branches are the superficial opthalmic, buccal, palatine and hyomandibular. The main trunk synapses within pterygopalatine ganglion in the parotid gland and this ganglion then gives of nerve branches which supply the lacrimal gland and the mucous secreting glands of the nasal and oral cavities."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	8	100	2	15719	0.02	0.25	query_1	['GO:0021604', 'GO:0021610']	['NRP2', 'NRP1']
1215	GO:BP	GO:0038134	ERBB2-EGFR signaling pathway	0.0036529212997644	True	"""The series of molecular signals initiated by binding of a ligand to an epidermal growth factor receptor (EGFR/ERBB1) on the surface of a cell, followed by transmission of the signal by a heterodimeric complex of ERBB2 and EGFR. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as EGFR."" [GOC:signaling, PMID:16460914, Reactome:R-HSA-1963589]"	8	100	2	15719	0.02	0.25	query_1	['GO:0007173', 'GO:0038128']	['EGFR', 'ERBB2']
1229	GO:BP	GO:0031077	post-embryonic camera-type eye development	0.0036529212997644	True	"""The process occurring during the post-embryonic phase whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure."" [GOC:mah, GOC:mtg_sensu]"	8	100	2	15719	0.02	0.25	query_1	['GO:0009791', 'GO:0043010', 'GO:0048569']	['KDR', 'VEGFA']
1228	GO:BP	GO:0072674	multinuclear osteoclast differentiation	0.0036529212997644	True	"""The process in which a relatively unspecialized monocyte acquires the specialized features of a multinuclear osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000779, GOC:mah, PMID:12713016]"	8	100	2	15719	0.02	0.25	query_1	['GO:0030316']	['SH3PXD2A', 'CD81']
1227	GO:BP	GO:0002576	platelet degranulation	0.0036529212997644	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine and serotonin by a platelet."" [GOC:add]"	8	100	2	15719	0.02	0.25	query_1	['GO:0045055', 'GO:0051649']	['LYN', 'SYK']
1216	GO:BP	GO:0001781	neutrophil apoptotic process	0.0036529212997644	True	"""Any apoptotic process in a neutrophil, any of the immature or mature forms of a granular leukocyte that in its mature form has a nucleus with three to five lobes connected by slender threads of chromatin, and cytoplasm containing fine inconspicuous granules and stainable by neutral dyes."" [CL:0000775, GOC:add, GOC:mtg_apoptosis, PMID:12752675, PMID:12960266]"	8	100	2	15719	0.02	0.25	query_1	['GO:0001780', 'GO:0006925', 'GO:0033028', 'GO:0071887']	['PIK3CB', 'PIK3CD']
1226	GO:BP	GO:0032489	regulation of Cdc42 protein signal transduction	0.0036529212997644	True	"""Any process that modulates the frequency, rate or extent of Cdc42 protein signal transduction."" [GOC:mah]"	8	100	2	15719	0.02	0.25	query_1	['GO:0032488', 'GO:0035023']	['APOA1', 'NRP1']
1225	GO:BP	GO:0060484	lung-associated mesenchyme development	0.0036529212997644	True	"""The biological process whose specific outcome is the progression of a lung-associated mesenchyme from an initial condition to its mature state. This process begins with the formation of lung-associated mesenchyme and ends with the mature structure. Lung-associated mesenchyme is the tissue made up of loosely connected mesenchymal cells in the lung."" [GOC:dph, GOC:mtg_lung]"	8	100	2	15719	0.02	0.25	query_1	['GO:0030324', 'GO:0060485']	['FGFR2', 'CTNNB1']
1224	GO:BP	GO:0071402	cellular response to lipoprotein particle stimulus	0.0036529212997644	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoprotein particle stimulus."" [GOC:mah]"	32	100	3	15719	0.03	0.09375	query_1	['GO:0051716']	['ITGB1', 'SYK', 'CD81']
1223	GO:BP	GO:0046637	regulation of alpha-beta T cell differentiation	0.0036529212997644	True	"""Any process that modulates the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]"	71	100	4	15719	0.04	0.056338028169014	query_1	['GO:0045580', 'GO:0046632', 'GO:0046634']	['SMAD7', 'TGFBR2', 'ZAP70', 'SYK']
1222	GO:BP	GO:0048333	mesodermal cell differentiation	0.0036529212997644	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mesoderm cell."" [GOC:dgh]"	32	100	3	15719	0.03	0.09375	query_1	['GO:0001707', 'GO:0030154']	['ITGB1', 'FGFR2', 'ITGB3']
1221	GO:BP	GO:1905603	regulation of blood-brain barrier permeability	0.0036529212997644	True	"""Any process that modulates blood-brain barrier permeability, the quality of the blood-brain barrier that allows for a controlled passage of substances (e.g. macromolecules, small molecules, ions) into and out of the brain."" [GO_REF:0000058, GOC:als, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:22524708, PMID:30280653]"	8	100	2	15719	0.02	0.25	query_1	['GO:0035633', 'GO:0043114']	['VEGFA', 'SH3GL2']
