Trichothiodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1424	GO:BP	GO:0002758	innate immune response-activating signaling pathway	0.0215567264475654	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response."" [GOC:jy, GOC:mah, PMID:11418339, PMID:28105028]"	190	107	5	17376	0.0467289719626168	0.0263157894736842	query_1	['GO:0002218', 'GO:0002757']	['CREBBP', 'NR1H3', 'EP300', 'GPS2', 'ESR1']
1425	GO:BP	GO:0015918	sterol transport	0.0216919913996985	True	"""The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:ai]"	120	107	4	17376	0.0373831775700934	0.0333333333333333	query_1	['GO:0006869', 'GO:0015850']	['RXRA', 'NR1H2', 'NR1H3', 'GPS2']
1426	GO:BP	GO:0042176	regulation of protein catabolic process	0.0220383108043603	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]"	357	107	7	17376	0.0654205607476635	0.0196078431372549	query_1	['GO:0009894', 'GO:0030163', 'GO:0051246']	['AKT1', 'SUMO1', 'SMAD4', 'SUMO2', 'FOXO1', 'SMAD3', 'SMARCC1']
1427	GO:BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	0.0220448522925074	True	"""A cascade of processes initiated in response to the detection of DNA damage, and resulting in the induction of transcription."" [GOC:go_curators]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:0042770']	['TP53', 'HIPK2']
1428	GO:BP	GO:0061377	mammary gland lobule development	0.0220448522925074	True	"""The progression of the mammary gland lobule over time, from its formation to the mature structure. A mammary gland lobule is a small rounded projection of the mammary gland."" [GOC:dph, GOC:yaf]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:0030879', 'GO:0048856']	['AR', 'ESR1']
1429	GO:BP	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.0220448522925074	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage and resulting in the stopping or reduction in rate of the cell cycle."" [GOC:go_curators]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:0030330', 'GO:0031571']	['TP53', 'PML']
1430	GO:BP	GO:0045723	positive regulation of fatty acid biosynthetic process	0.0220448522925074	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of fatty acids."" [GOC:go_curators]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:0006633', 'GO:0031328', 'GO:0042304', 'GO:0045923', 'GO:0046889']	['NR1H2', 'NR1H3']
1431	GO:BP	GO:1903051	negative regulation of proteolysis involved in protein catabolic process	0.0220448522925074	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of proteolysis involved in protein catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	62	107	3	17376	0.02803738317757	0.0483870967741935	query_1	['GO:0045861', 'GO:0051603', 'GO:1903050']	['PML', 'SMARCC1', 'HIPK2']
1432	GO:BP	GO:0060749	mammary gland alveolus development	0.0220448522925074	True	"""The progression of the mammary gland alveolus over time, from its formation to its mature state. The mammary gland alveolus is a sac-like structure that is found in the mature gland."" [GOC:dph]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:0048856', 'GO:0061377']	['AR', 'ESR1']
1433	GO:BP	GO:1990858	cellular response to lectin	0.0220448522925074	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:1990840']	['CREBBP', 'EP300']
1434	GO:BP	GO:1990840	response to lectin	0.0220448522925074	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:0009607']	['CREBBP', 'EP300']
1435	GO:BP	GO:1901984	negative regulation of protein acetylation	0.0220448522925074	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein acetylation."" [GOC:TermGenie, PMID:22117195]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:0006473', 'GO:0031400', 'GO:1901983']	['BRCA1', 'HDAC2']
1436	GO:BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	0.0220448522925074	True	"""The series of molecular signals initiated by the binding of C-type lectin to its receptor on the surface of a target cell, and resulting in cellular activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	20	107	2	17376	0.0186915887850467	0.1	query_1	['GO:0002220', 'GO:1990858']	['CREBBP', 'EP300']
1437	GO:BP	GO:0045667	regulation of osteoblast differentiation	0.0220733077118553	True	"""Any process that modulates the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"	121	107	4	17376	0.0373831775700934	0.0330578512396694	query_1	['GO:0001649', 'GO:0045595']	['CTNNB1', 'DDX5', 'SKI', 'SMAD3']
1438	GO:BP	GO:0034284	response to monosaccharide	0.0226696618405949	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a monosaccharide stimulus."" [GOC:mah]"	193	107	5	17376	0.0467289719626168	0.0259067357512953	query_1	['GO:0009743']	['SMARCA4', 'SIN3A', 'SMAD2', 'SMARCB1', 'SMAD4']
1439	GO:BP	GO:0031334	positive regulation of protein-containing complex assembly	0.0226696618405949	True	"""Any process that activates or increases the frequency, rate or extent of protein complex assembly."" [GOC:mah]"	193	107	5	17376	0.0467289719626168	0.0259067357512953	query_1	['GO:0043254', 'GO:0044089', 'GO:0051130', 'GO:0065003']	['NR1H2', 'SUMO1', 'MECP2', 'ESR1', 'TP53']
1440	GO:BP	GO:1905330	regulation of morphogenesis of an epithelium	0.02279133425241	True	"""Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	63	107	3	17376	0.02803738317757	0.0476190476190476	query_1	['GO:0002009', 'GO:0022603']	['CTNNB1', 'AR', 'ESR1']
1441	GO:BP	GO:0048663	neuron fate commitment	0.02279133425241	True	"""The process in which the developmental fate of a cell becomes restricted such that it will develop into a neuron."" [GOC:dph]"	63	107	3	17376	0.02803738317757	0.0476190476190476	query_1	['GO:0030182', 'GO:0045165']	['CTNNB1', 'FOXG1', 'SMAD4']
1442	GO:BP	GO:0051146	striated muscle cell differentiation	0.0230413308523071	True	"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]"	274	107	6	17376	0.0560747663551401	0.0218978102189781	query_1	['GO:0042692']	['AKT1', 'CTDP1', 'SMAD4', 'HDAC3', 'SKI', 'RARA']
1443	REAC	REAC:R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	0.0230572136787589	True	Defective DNA double strand break response due to BRCA1 loss of function	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-9675136']	['BRCA1']
1444	REAC	REAC:R-HSA-9673013	Diseases of Telomere Maintenance	0.0230572136787589	True	Diseases of Telomere Maintenance	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-9675126']	['DAXX']
1445	REAC	REAC:R-HSA-9670615	Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	0.0230572136787589	True	Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-9670621']	['DAXX']
1446	REAC	REAC:R-HSA-9670613	Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	0.0230572136787589	True	Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-9670621']	['DAXX']
1447	REAC	REAC:R-HSA-9006821	Alternative Lengthening of Telomeres (ALT)	0.0230572136787589	True	Alternative Lengthening of Telomeres (ALT)	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-9673013']	['DAXX']
1448	REAC	REAC:R-HSA-9670621	Defective Inhibition of DNA Recombination at Telomere	0.0230572136787589	True	Defective Inhibition of DNA Recombination at Telomere	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-9006821']	['DAXX']
1449	REAC	REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	0.0230572136787589	True	EGR2 and SOX10-mediated initiation of Schwann cell myelination	27	107	2	17376	0.0186915887850467	0.074074074074074	query_1	['REAC:R-HSA-9675108']	['SMARCA4', 'HDAC2']
1450	REAC	REAC:R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	0.0230572136787589	True	Defective DNA double strand break response due to BARD1 loss of function	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-9675136']	['BRCA1']
1451	REAC	REAC:R-HSA-5218920	VEGFR2 mediated vascular permeability	0.0230572136787589	True	VEGFR2 mediated vascular permeability	27	107	2	17376	0.0186915887850467	0.074074074074074	query_1	['REAC:R-HSA-4420097']	['AKT1', 'CTNNB1']
1452	REAC	REAC:R-HSA-9683701	Translation of Structural Proteins	0.0230572136787589	True	Translation of Structural Proteins	27	107	2	17376	0.0186915887850467	0.074074074074074	query_1	['REAC:R-HSA-9678108']	['UBE2I', 'SUMO1']
1453	REAC	REAC:R-HSA-8951911	RUNX3 regulates RUNX1-mediated transcription	0.0230572136787589	True	RUNX3 regulates RUNX1-mediated transcription	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-8878159']	['CBFB']
1454	REAC	REAC:R-HSA-6804754	Regulation of TP53 Expression	0.0230572136787589	True	Regulation of TP53 Expression	2	107	1	17376	0.0093457943925233	0.5	query_1	['REAC:R-HSA-6806003']	['TP53']
1455	GO:BP	GO:0001763	morphogenesis of a branching structure	0.0230698718083491	True	"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]"	194	107	5	17376	0.0467289719626168	0.0257731958762886	query_1	['GO:0009653', 'GO:0032501']	['CTNNB1', 'AR', 'SMAD4', 'ESR1', 'PML']
1456	GO:BP	GO:0043393	regulation of protein binding	0.0235411306942242	True	"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]"	195	107	5	17376	0.0467289719626168	0.0256410256410256	query_1	['GO:0051098']	['AKT1', 'EP300', 'GTF2F1', 'KDM1A', 'HIPK2']
1457	GO:BP	GO:0019221	cytokine-mediated signaling pathway	0.0236232639302113	True	"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]"	456	107	8	17376	0.0747663551401869	0.0175438596491228	query_1	['GO:0007166', 'GO:0071345']	['AKT1', 'FOXO3', 'NR1H2', 'NR1H3', 'RNF113A', 'SMAD4', 'GPS2', 'TP53']
1458	GO:BP	GO:0030336	negative regulation of cell migration	0.0237311086283106	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell migration."" [GOC:go_curators]"	276	107	6	17376	0.0560747663551401	0.0217391304347826	query_1	['GO:0016477', 'GO:0030334', 'GO:2000146']	['AKT1', 'FOXO3', 'HDAC1', 'SIN3A', 'MECP2', 'HDAC2']
1459	GO:BP	GO:0007548	sex differentiation	0.0237311086283106	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	107	6	17376	0.0560747663551401	0.0217391304347826	query_1	['GO:0003006']	['NRIP1', 'CTNNB1', 'AR', 'SMAD4', 'ESR1', 'RARA']
1460	GO:BP	GO:0010888	negative regulation of lipid storage	0.0238574705712468	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	107	2	17376	0.0186915887850467	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['NR1H2', 'NR1H3']
1461	GO:BP	GO:0009057	macromolecule catabolic process	0.0238574705712468	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	1330	107	16	17376	0.1495327102803738	0.0120300751879699	query_1	['GO:0043170', 'GO:1901575']	['UBE2I', 'AKT1', 'SMURF2', 'CTNNB1', 'DDX5', 'TBL1X', 'SUMO1', 'RNF26', 'SMAD4', 'SUMO2', 'FOXO1', 'TBL1XR1', 'SMAD3', 'PML', 'SMARCC1', 'HIPK2']
1462	GO:BP	GO:0055093	response to hyperoxia	0.0238574705712468	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating increased oxygen tension."" [GOC:kmv]"	21	107	2	17376	0.0186915887850467	0.0952380952380952	query_1	['GO:0006950', 'GO:0036296']	['FOXO1', 'HDAC2']
1463	GO:BP	GO:0032780	negative regulation of ATP-dependent activity	0.0238574705712468	True	"""Any process that stops or reduces the rate of an ATP-dependent activity."" [GOC:mah]"	21	107	2	17376	0.0186915887850467	0.0952380952380952	query_1	['GO:0043462', 'GO:0044092']	['MNAT1', 'TP53']
1464	GO:BP	GO:0006907	pinocytosis	0.0238574705712468	True	"""An endocytosis process that results in the uptake of liquid material by cells from their external environment; literally 'cell drinking'. Liquid is enclosed in vesicles, called pinosomes, formed by invagination of the plasma membrane."" [ISBN:0198506732]"	21	107	2	17376	0.0186915887850467	0.0952380952380952	query_1	['GO:0006897']	['NR1H2', 'NR1H3']
1465	GO:BP	GO:0090043	regulation of tubulin deacetylation	0.0238574705712468	True	"""Any process that modulates the frequency, rate or extent of tubulin deacetylation. Tubulin deacetylation is the removal of an acetyl group from a protein amino acid."" [GOC:BHF, GOC:dph, GOC:tb]"	21	107	2	17376	0.0186915887850467	0.0952380952380952	query_1	['GO:0090042', 'GO:0090311']	['EP300', 'KAT2B']
1466	GO:BP	GO:0071305	cellular response to vitamin D	0.0238574705712468	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin D stimulus."" [GOC:mah]"	21	107	2	17376	0.0186915887850467	0.0952380952380952	query_1	['GO:0033280', 'GO:0071295', 'GO:0071396', 'GO:0071407', 'GO:1901701']	['RXRA', 'RXRB']
