Branchioskeletogenital syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1044	GO:BP	GO:0060042	retina morphogenesis in camera-type eye	0.0020808829392016	True	"""The process in which the anatomical structure of the retina is generated and organized."" [GOC:bf, GOC:dph, GOC:mtg_sensu]"	59	99	4	15719	0.0404040404040404	0.0677966101694915	query_1	['GO:0009653', 'GO:0048593', 'GO:0060041']	['STAT3', 'DLL1', 'NOTCH1', 'HIPK2']
1045	GO:BP	GO:0055008	cardiac muscle tissue morphogenesis	0.0020808829392016	True	"""The process in which the anatomical structures of cardiac muscle tissue are generated and organized."" [GOC:devbiol]"	59	99	4	15719	0.0404040404040404	0.0677966101694915	query_1	['GO:0003007', 'GO:0048738', 'GO:0060415']	['SMAD4', 'NOTCH1', 'RBPJ', 'FOXH1']
1046	GO:BP	GO:0050803	regulation of synapse structure or activity	0.0020878734648677	True	"""Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai]"	223	99	7	15719	0.0707070707070707	0.0313901345291479	query_1	['GO:0065008']	['AKT1', 'ADAM10', 'PSEN1', 'CTNNB1', 'CDH2', 'CTNNA2', 'APP']
1048	GO:BP	GO:0032640	tumor necrosis factor production	0.0020891308133593	True	"""The appearance of tumor necrosis factor due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Tumor necrosis factor is an inflammatory cytokine produced by macrophages/monocytes during acute inflammation and which is responsible for a diverse range of signaling events within cells, leading to necrosis or apoptosis."" [GOC:mah, PMID:10891884, PMID:15560120]"	160	99	6	15719	0.0606060606060606	0.0375	query_1	['GO:0071706']	['PSEN1', 'STAT3', 'PIK3R1', 'RARA', 'APP', 'HDAC2']
1047	GO:BP	GO:0032680	regulation of tumor necrosis factor production	0.0020891308133593	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor production."" [GOC:mah, PMID:10891884, PMID:15560120]"	160	99	6	15719	0.0606060606060606	0.0375	query_1	['GO:0032640', 'GO:1903555']	['PSEN1', 'STAT3', 'PIK3R1', 'RARA', 'APP', 'HDAC2']
1050	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.002106459428743	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	99	5	15719	0.0505050505050505	0.0476190476190476	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['CBFB', 'PIK3R1', 'CTNNB1', 'RUNX1', 'RARA']
1049	GO:BP	GO:1905954	positive regulation of lipid localization	0.002106459428743	True	"""Any process that activates or increases the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	105	99	5	15719	0.0505050505050505	0.0476190476190476	query_1	['GO:0010876', 'GO:0048518', 'GO:1905952']	['RXRA', 'NR1H2', 'NR1H3', 'SIRT1', 'GPS2']
1051	GO:BP	GO:0001816	cytokine production	0.0021174225667563	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	714	99	13	15719	0.1313131313131313	0.0182072829131652	query_1	['GO:0010467', 'GO:0032501']	['SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'DLL1', 'SIRT1', 'SMAD4', 'RUNX1', 'RARA', 'APP', 'SMAD3', 'HDAC2']
1052	GO:BP	GO:1905952	regulation of lipid localization	0.0021508930649539	True	"""Any process that modulates the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	161	99	6	15719	0.0606060606060606	0.0372670807453416	query_1	['GO:0010876', 'GO:0032879']	['RXRA', 'AKT1', 'NR1H2', 'NR1H3', 'SIRT1', 'GPS2']
1053	GO:BP	GO:0071241	cellular response to inorganic substance	0.0021872463010822	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	99	7	15719	0.0707070707070707	0.0311111111111111	query_1	['GO:0010035', 'GO:0070887']	['AKT1', 'NCSTN', 'SUMO1', 'EGFR', 'CDH1', 'FOXO1', 'APP']
1054	GO:BP	GO:0030301	cholesterol transport	0.0021894111287374	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah, ISBN:0198506732]"	106	99	5	15719	0.0505050505050505	0.0471698113207547	query_1	['GO:0015918']	['RXRA', 'NR1H2', 'NR1H3', 'SIRT1', 'GPS2']
1055	GO:BP	GO:0048024	regulation of mRNA splicing, via spliceosome	0.0021894111287374	True	"""Any process that modulates the frequency, rate or extent of mRNA splicing via a spliceosomal mechanism."" [GOC:jid]"	106	99	5	15719	0.0505050505050505	0.0471698113207547	query_1	['GO:0000398', 'GO:0043484', 'GO:0050684']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A']
1056	GO:BP	GO:0022029	telencephalon cell migration	0.0021957371428135	True	"""The orderly movement of a cell from one site to another at least one of which is located in the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	60	99	4	15719	0.0404040404040404	0.0666666666666666	query_1	['GO:0021537', 'GO:0021885']	['PSEN1', 'CTNNB1', 'FOXG1', 'EGFR']
166	REAC	REAC:R-HSA-212165	Epigenetic regulation of gene expression	0.0022302903944753	True	Epigenetic regulation of gene expression	145	98	7	10022	0.0714285714285714	0.0482758620689655	query_1	['REAC:R-HSA-74160']	['KAT2A', 'HDAC1', 'SIN3A', 'SIRT1', 'EP300', 'KAT2B', 'HDAC2']
1057	GO:BP	GO:0033157	regulation of intracellular protein transport	0.0022371942082138	True	"""Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:mah]"	226	99	7	15719	0.0707070707070707	0.0309734513274336	query_1	['GO:0006886', 'GO:0032386', 'GO:0051223']	['PSEN1', 'PIK3R1', 'SUMO1', 'HDAC3', 'CDH1', 'SMAD3', 'JUP']
1060	GO:BP	GO:0042659	regulation of cell fate specification	0.0022519280236229	True	"""Any process that mediates the adoption of a specific fate by a cell."" [GOC:go_curators]"	26	99	3	15719	0.0303030303030303	0.1153846153846153	query_1	['GO:0001708', 'GO:0010453']	['HDAC1', 'AR', 'HDAC2']
1058	GO:BP	GO:2000737	negative regulation of stem cell differentiation	0.0022519280236229	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell differentiation."" [GOC:obol]"	26	99	3	15719	0.0303030303030303	0.1153846153846153	query_1	['GO:0045596', 'GO:0048863', 'GO:2000736']	['REST', 'STAT3', 'NOTCH1']
1059	GO:BP	GO:0072012	glomerulus vasculature development	0.0022519280236229	True	"""The biological process whose specific outcome is the progression of a glomerulus vasculature from an initial condition to its mature state. This process begins with the formation of the glomerulus vasculature and ends with the mature structure. The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus."" [GOC:mtg_kidney_jan10]"	26	99	3	15719	0.0303030303030303	0.1153846153846153	query_1	['GO:0001568', 'GO:0032835', 'GO:0061440']	['NOTCH3', 'NOTCH1', 'NOTCH2']
1065	GO:BP	GO:0003160	endocardium morphogenesis	0.0022727951777263	True	"""The process in which the anatomical structure of the endocardium is generated and organized. The endocardium is an anatomical structure comprised of an endothelium and an extracellular matrix that forms the innermost layer of tissue of the heart, and lines the heart chambers."" [GOC:mtg_heart]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0003157', 'GO:0009653']	['NOTCH1', 'RBPJ']
1073	GO:BP	GO:0072103	glomerulus vasculature morphogenesis	0.0022727951777263	True	"""The process in which the anatomical structures of the glomerulus vasculature are generated and organized. The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus."" [GOC:mtg_kidney_jan10]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0048514', 'GO:0061439', 'GO:0072012', 'GO:0072102']	['NOTCH3', 'NOTCH2']
1072	GO:BP	GO:0003348	cardiac endothelial cell differentiation	0.0022727951777263	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cardiac endothelial cell."" [GOC:dph, PMID:18722343]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0035051', 'GO:0045446']	['SMAD4', 'NOTCH1']
1071	GO:BP	GO:0009757	hexose mediated signaling	0.0022727951777263	True	"""The series of molecular signals mediated by the detection of hexose."" [GOC:sm]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0010182', 'GO:0071331']	['SMARCA4', 'SMARCB1']
1070	GO:BP	GO:0072104	glomerular capillary formation	0.0022727951777263	True	"""The process that gives rise to a glomerular capillary. This process pertains to the initial formation of a structure from unspecified parts."" [GOC:mtg_kidney_jan10]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0001525', 'GO:0072103']	['NOTCH3', 'NOTCH2']
1069	GO:BP	GO:0014807	regulation of somitogenesis	0.0022727951777263	True	"""Any process that modulates the frequency, rate or extent of somitogenesis."" [GOC:mtg_muscle]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0001756', 'GO:0022603', 'GO:0051239']	['DLL1', 'NOTCH1']
1062	GO:BP	GO:0060956	endocardial cell differentiation	0.0022727951777263	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of an endocardial cell. An endocardial cell is a specialized endothelial cell that makes up the endocardium portion of the heart. The endocardium is the innermost layer of tissue of the heart, and lines the heart chambers."" [GOC:mtg_heart]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0003157', 'GO:0003348']	['SMAD4', 'NOTCH1']
1063	GO:BP	GO:0002155	regulation of thyroid hormone mediated signaling pathway	0.0022727951777263	True	"""Any process that modulates the frequency, rate or extent of a thyroid hormone mediated signaling pathway."" [GOC:hjd]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0002154', 'GO:0009966']	['RXRA', 'NCOA1']
1068	GO:BP	GO:0010182	sugar mediated signaling pathway	0.0022727951777263	True	"""The process in which a change in the level of a mono- or disaccharide such as glucose, fructose or sucrose triggers the expression of genes controlling metabolic and developmental processes."" [PMID:9014361]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0009756']	['SMARCA4', 'SMARCB1']
1067	GO:BP	GO:0010255	glucose mediated signaling pathway	0.0022727951777263	True	"""The process in which a change in the level of mono- and disaccharide glucose trigger the expression of genes controlling metabolic and developmental processes."" [GOC:sm]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0009757', 'GO:0071333']	['SMARCA4', 'SMARCB1']
1066	GO:BP	GO:0010594	regulation of endothelial cell migration	0.0022727951777263	True	"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	163	99	6	15719	0.0606060606060606	0.0368098159509202	query_1	['GO:0010632', 'GO:0043542']	['AKT1', 'SIRT1', 'NOTCH1', 'MECP2', 'SP1', 'JUP']
1061	GO:BP	GO:0007519	skeletal muscle tissue development	0.0022727951777263	True	"""The developmental sequence of events leading to the formation of adult skeletal muscle tissue. The main events are: the fusion of myoblasts to form myotubes that increase in size by further fusion to them of myoblasts, the formation of myofibrils within their cytoplasm and the establishment of functional neuromuscular junctions with motor neurons. At this stage they can be regarded as mature muscle fibers."" [GOC:mtg_muscle]"	163	99	6	15719	0.0606060606060606	0.0368098159509202	query_1	['GO:0060537', 'GO:0060538']	['CTNNB1', 'DLL1', 'NOTCH1', 'EP300', 'SKI', 'SKIL']
1064	GO:BP	GO:0030578	PML body organization	0.0022727951777263	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of PML bodies, a class of nuclear body; they react against SP100 auto-antibodies (PML = promyelocytic leukemia)."" [GOC:mah, PMID:10806078]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0030575']	['SUMO1', 'HIPK2']
169	REAC	REAC:R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	0.0023050438001334	True	SMAD2/3 Phosphorylation Motif Mutants in Cancer	4	98	2	10022	0.0204081632653061	0.5	query_1	['REAC:R-HSA-3304349']	['SMAD2', 'SMAD3']
167	REAC	REAC:R-HSA-211163	AKT-mediated inactivation of FOXO1A	0.0023050438001334	True	AKT-mediated inactivation of FOXO1A	4	98	2	10022	0.0204081632653061	0.5	query_1	['REAC:R-HSA-210745']	['AKT1', 'FOXO1']
168	REAC	REAC:R-HSA-3656532	TGFBR1 KD Mutants in Cancer	0.0023050438001334	True	TGFBR1 KD Mutants in Cancer	4	98	2	10022	0.0204081632653061	0.5	query_1	['REAC:R-HSA-3656534']	['SMAD2', 'SMAD3']
170	REAC	REAC:R-HSA-8934593	Regulation of RUNX1 Expression and Activity	0.0023050438001334	True	Regulation of RUNX1 Expression and Activity	17	98	3	10022	0.0306122448979591	0.1764705882352941	query_1	['REAC:R-HSA-8878171']	['CBFB', 'SRC', 'RUNX1']
1074	GO:BP	GO:0031344	regulation of cell projection organization	0.0023150452227634	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	630	99	12	15719	0.1212121212121212	0.019047619047619	query_1	['GO:0030030', 'GO:0051128']	['AKT1', 'SRC', 'PSEN1', 'PIK3R1', 'KAT2A', 'CDH2', 'EP300', 'CDH1', 'CTNNA2', 'HDAC2', 'KDM1A', 'SKIL']
1075	GO:BP	GO:0006793	phosphorus metabolic process	0.0023472583151842	True	"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus, usually in the form of a phosphate group (PO4)."" [GOC:ai]"	2636	99	30	15719	0.303030303030303	0.011380880121396	query_1	['GO:0044237']	['SMAD1', 'MAML1', 'CTBP1', 'AKT1', 'CDK8', 'ADAM10', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'NR1H2', 'NR1H3', 'AR', 'WWTR1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'MECP2', 'HDAC3', 'KAT2B', 'PDE8A', 'RARA', 'APP', 'TP53', 'PKN3', 'CDH5', 'SMAD3', 'HDAC2', 'HIPK2']
1076	GO:BP	GO:0090257	regulation of muscle system process	0.0023766363528886	True	"""Any process that modulates the frequency, rate or extent of a muscle system process, a multicellular organismal process carried out by any of the organs or tissues in a muscle system."" [GOC:dph, GOC:tb]"	229	99	7	15719	0.0707070707070707	0.0305676855895196	query_1	['GO:0003012', 'GO:0044057']	['FOXO3', 'SUMO1', 'SMAD4', 'NOTCH1', 'FOXO1', 'SMAD3', 'JUP']
1078	GO:BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.0023890588451007	True	"""The appearance of any member of the TNF superfamily due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add]"	165	99	6	15719	0.0606060606060606	0.0363636363636363	query_1	['GO:0001816']	['PSEN1', 'STAT3', 'PIK3R1', 'RARA', 'APP', 'HDAC2']
1077	GO:BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.0023890588451007	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	165	99	6	15719	0.0606060606060606	0.0363636363636363	query_1	['GO:0001817', 'GO:0071706']	['PSEN1', 'STAT3', 'PIK3R1', 'RARA', 'APP', 'HDAC2']
1082	GO:BP	GO:0006090	pyruvate metabolic process	0.0024252701033911	True	"""The chemical reactions and pathways involving pyruvate, 2-oxopropanoate."" [GOC:go_curators]"	109	99	5	15719	0.0505050505050505	0.0458715596330275	query_1	['GO:0032787']	['PSEN1', 'STAT3', 'EP300', 'NCOR1', 'APP']
1081	GO:BP	GO:1901655	cellular response to ketone	0.0024252701033911	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]"	109	99	5	15719	0.0505050505050505	0.0458715596330275	query_1	['GO:1901654', 'GO:1901701']	['AKT1', 'SRC', 'AR', 'SIRT1', 'SP1']
1080	GO:BP	GO:0009913	epidermal cell differentiation	0.0024252701033911	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."" [GOC:dph, GOC:go_curators, GOC:mtg_sensu, GOC:sdb_2009, GOC:tb]"	230	99	7	15719	0.0707070707070707	0.0304347826086956	query_1	['GO:0008544', 'GO:0030855']	['NCOA3', 'CTNNB1', 'HDAC1', 'DLL1', 'NOTCH1', 'RBPJ', 'HDAC2']
1079	GO:BP	GO:0032526	response to retinoic acid	0.0024252701033911	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a retinoic acid stimulus."" [GOC:sl]"	109	99	5	15719	0.0505050505050505	0.0458715596330275	query_1	['GO:0033993', 'GO:1901700']	['RXRA', 'RXRB', 'SNW1', 'RARA', 'HDAC2']
