Autosomal dominant cutis laxa	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
951	GO:BP	GO:0048738	cardiac muscle tissue development	0.0022887543875593	True	"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	220	102	7	15719	0.0686274509803921	0.0318181818181818	query_1	['GO:0007507', 'GO:0014706']	['ITGB1', 'SMAD7', 'TGFBR2', 'TGFB1', 'VEGFA', 'TGFBR1', 'PDGFRA']
952	GO:BP	GO:0051651	maintenance of location in cell	0.0022887543875593	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is maintained in a specific location within, or in the membrane of, a cell, and is prevented from moving elsewhere."" [GOC:ai]"	220	102	7	15719	0.0686274509803921	0.0318181818181818	query_1	['GO:0009987', 'GO:0051235', 'GO:0051641']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
953	GO:BP	GO:1905517	macrophage migration	0.0023074477750655	True	"""The orderly movement of a macrophage from one site to another."" [GO_REF:0000091, GOC:TermGenie, PMID:25749876]"	59	102	4	15719	0.0392156862745098	0.0677966101694915	query_1	['GO:0097529']	['PTK2B', 'PTK2', 'EMILIN1', 'THBS1']
954	GO:BP	GO:0002697	regulation of immune effector process	0.0023360969405519	True	"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]"	363	102	9	15719	0.088235294117647	0.024793388429752	query_1	['GO:0002252', 'GO:0002682']	['RAPGEF1', 'SMAD7', 'TGFB3', 'CRK', 'PLCG2', 'LYN', 'VAV1', 'SYK', 'FCGR1A']
96	GO:CC	GO:0030427	site of polarized growth	0.0023528908895936	True	"""Any part of a cell where non-isotropic growth takes place."" [GOC:mah]"	167	103	6	16420	0.058252427184466	0.0359281437125748	query_1	['GO:0110165']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'ITGA3', 'CBL']
188	REAC	REAC:R-HSA-416700	Other semaphorin interactions	0.002393246026006	True	Other semaphorin interactions	19	99	3	10022	0.0303030303030303	0.1578947368421052	query_1	['REAC:R-HSA-373755']	['ITGB1', 'SEMA4D', 'PLXNA1']
955	GO:BP	GO:0097191	extrinsic apoptotic signaling pathway	0.0024074554951812	True	"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]"	222	102	7	15719	0.0686274509803921	0.0315315315315315	query_1	['GO:0007166', 'GO:0097190']	['ITGAV', 'SRC', 'PIK3R1', 'HGF', 'TGFBR1', 'NRP1', 'THBS1']
967	GO:BP	GO:0090259	regulation of retinal ganglion cell axon guidance	0.0024154809422453	True	"""Any process that modulates the frequency, rate, or extent of retinal ganglion cell axon guidance, the process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:tb, GOC:yaf]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0031290', 'GO:1902667']	['VEGFA', 'NRP1']
974	GO:BP	GO:0071680	response to indole-3-methanol	0.0024154809422453	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an indole-3-methanol stimulus."" [GOC:mah, GOC:yaf]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0010243', 'GO:0014070', 'GO:0097305']	['CTNNB1', 'CDH1']
973	GO:BP	GO:0021648	vestibulocochlear nerve morphogenesis	0.0024154809422453	True	"""The process in which the anatomical structure of the vestibulocochlear nerve is generated and organized. This sensory nerve innervates the membranous labyrinth of the inner ear. The vestibular branch innervates the vestibular apparatus that senses head position changes relative to gravity. The auditory branch innervates the cochlear duct, which is connected to the three bony ossicles which transduce sound waves into fluid movement in the cochlea."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0021562', 'GO:0021602']	['NRP2', 'NRP1']
972	GO:BP	GO:0003179	heart valve morphogenesis	0.0024154809422453	True	"""The process in which the structure of a heart valve is generated and organized."" [GOC:mtg_heart]"	60	102	4	15719	0.0392156862745098	0.0666666666666666	query_1	['GO:0003170', 'GO:0009653']	['TGFBR2', 'TGFB1', 'EMILIN1', 'ELN']
971	GO:BP	GO:0060369	positive regulation of Fc receptor mediated stimulatory signaling pathway	0.0024154809422453	True	"""Any process that increases the rate, frequency or extent of the Fc receptor mediated stimulatory signaling pathway."" [GOC:BHF, GOC:dph, GOC:tb]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0002431', 'GO:0009967', 'GO:0050778', 'GO:0060368']	['RAPGEF1', 'LYN']
970	GO:BP	GO:0060435	bronchiole development	0.0024154809422453	True	"""The biological process whose specific outcome is the progression of a bronchiole from an initial condition to its mature state. This process begins with the formation of the bronchiole and ends with the mature structure. A bronchiole is the first airway branch that no longer contains cartilage; it is a branch of the bronchi."" [GOC:dph, GOC:mtg_lung]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0030323', 'GO:0030324']	['TGFB1', 'ITGB6']
969	GO:BP	GO:0003415	chondrocyte hypertrophy	0.0024154809422453	True	"""The growth of a chondrocyte, where growth contributes to the progression of the chondrocyte over time."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0002063', 'GO:0048588']	['SMAD7', 'TGFBR2']
968	GO:BP	GO:0098698	postsynaptic specialization assembly	0.0024154809422453	True	"""The aggregation, arrangement and bonding together of a set of components to form a postsynaptic specialization, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane."" [GOC:dos]"	26	102	3	15719	0.0294117647058823	0.1153846153846153	query_1	['GO:0070925', 'GO:0099068', 'GO:0099084']	['CRK', 'PTK2B', 'CRKL']
966	GO:BP	GO:0007263	nitric oxide mediated signal transduction	0.0024154809422453	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via nitric oxide (NO). Includes synthesis of nitric oxide, receptors/sensors for nitric oxide (such as soluble guanylyl cyclase/sGC) and downstream effectors that further transmit the signal within the cell. Nitric oxide transmits its downstream effects through either cyclic GMP (cGMP)-dependent or independent mechanisms."" [GOC:jl, PMID:21549190]"	26	102	3	15719	0.0294117647058823	0.1153846153846153	query_1	['GO:0019932']	['EGFR', 'VEGFA', 'THBS1']
964	GO:BP	GO:1905005	regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	0.0024154809422453	True	"""Any process that modulates the frequency, rate or extent of epithelial to mesenchymal transition involved in endocardial cushion formation."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18718461]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0003198', 'GO:0062042']	['TGFBR2', 'TGFBR1']
965	GO:BP	GO:0030579	ubiquitin-dependent SMAD protein catabolic process	0.0024154809422453	True	"""The chemical reactions and pathways resulting in the breakdown of SMAD signaling proteins by ubiquitination and targeting to the proteasome."" [GOC:go_curators]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0006511', 'GO:0007178']	['SMURF2', 'SMURF1']
962	GO:BP	GO:0008582	regulation of synaptic assembly at neuromuscular junction	0.0024154809422453	True	"""Any process that modulates the frequency, rate or extent of synaptic assembly at neuromuscular junctions."" [GOC:go_curators]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0048638', 'GO:0051124', 'GO:0051963', 'GO:1904396']	['MUSK', 'AGRN']
961	GO:BP	GO:1903078	positive regulation of protein localization to plasma membrane	0.0024154809422453	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	60	102	4	15719	0.0392156862745098	0.0666666666666666	query_1	['GO:0072659', 'GO:1903076', 'GO:1904377', 'GO:1905477']	['ITGB1', 'PIK3R1', 'EGFR', 'ITGA3']
960	GO:BP	GO:1901299	negative regulation of hydrogen peroxide-mediated programmed cell death	0.0024154809422453	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-mediated programmed cell death."" [GOC:BHF, GOC:TermGenie]"	6	102	2	15719	0.0196078431372549	0.3333333333333333	query_1	['GO:0010421', 'GO:0043069', 'GO:1901298', 'GO:1903206']	['MET', 'HGF']
959	GO:BP	GO:0030199	collagen fibril organization	0.0024154809422453	True	"""Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix."" [GOC:mah, ISBN:0815316194]"	60	102	4	15719	0.0392156862745098	0.0666666666666666	query_1	['GO:0030198', 'GO:0097435']	['LOX', 'LOXL1', 'TGFBR1', 'EMILIN1']
958	GO:BP	GO:0101023	vascular endothelial cell proliferation	0.0024154809422453	True	"""The multiplication or reproduction of blood vessel endothelial cells, resulting in the expansion of a cell population."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:23201774]"	26	102	3	15719	0.0294117647058823	0.1153846153846153	query_1	['GO:0001935']	['ITGA4', 'PLCG1', 'FLT1']
957	GO:BP	GO:0002090	regulation of receptor internalization	0.0024154809422453	True	"""Any process that modulates the frequency, rate or extent of receptor internalization."" [GOC:hjd]"	60	102	4	15719	0.0392156862745098	0.0666666666666666	query_1	['GO:0031623', 'GO:0048259']	['ITGB3', 'PLCG2', 'SYK', 'VEGFA']
956	GO:BP	GO:0002092	positive regulation of receptor internalization	0.0024154809422453	True	"""Any process that activates or increases the frequency, rate or extent of receptor internalization."" [GOC:hjd]"	26	102	3	15719	0.0294117647058823	0.1153846153846153	query_1	['GO:0002090', 'GO:0031623', 'GO:0048260']	['PLCG2', 'SYK', 'VEGFA']
963	GO:BP	GO:1905562	regulation of vascular endothelial cell proliferation	0.0024154809422453	True	"""Any process that modulates the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]"	26	102	3	15719	0.0294117647058823	0.1153846153846153	query_1	['GO:0001936', 'GO:0101023']	['ITGA4', 'PLCG1', 'FLT1']
189	REAC	REAC:R-HSA-445355	Smooth Muscle Contraction	0.0024251970141133	True	Smooth Muscle Contraction	43	99	4	10022	0.0404040404040404	0.0930232558139534	query_1	['REAC:R-HSA-397014']	['ITGB5', 'PXN', 'VCL', 'TLN1']
975	GO:BP	GO:0014070	response to organic cyclic compound	0.002429047705089	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	893	102	15	15719	0.1470588235294117	0.0167973124300112	query_1	['GO:0010033']	['RAPGEF1', 'SRC', 'SPP1', 'TGFB3', 'CTNNB1', 'TGFBR2', 'LOX', 'LYN', 'TGFB1', 'EGFR', 'CDH1', 'PTK2B', 'TGFBR1', 'THBS1', 'CBL']
977	GO:BP	GO:0048640	negative regulation of developmental growth	0.0024452118102614	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of developmental growth."" [GOC:go_curators]"	106	102	5	15719	0.0490196078431372	0.0471698113207547	query_1	['GO:0045926', 'GO:0048589', 'GO:0048638', 'GO:0051093']	['SPP1', 'TGFBR2', 'CDH1', 'NRP1', 'SEMA4D']
976	GO:BP	GO:0032147	activation of protein kinase activity	0.0024452118102614	True	"""Any process that initiates the activity of an inactive protein kinase."" [GOC:mah]"	106	102	5	15719	0.0490196078431372	0.0471698113207547	query_1	['GO:0045860']	['SRC', 'ITGB3', 'TGFBR2', 'PTK2B', 'VEGFA']
978	GO:BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	0.0024452118102614	True	"""Any process that activates or increases the frequency, rate or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	106	102	5	15719	0.0490196078431372	0.0471698113207547	query_1	['GO:0031346', 'GO:0044089', 'GO:0120031', 'GO:0120032']	['TGFB3', 'PIK3R1', 'AGRN', 'TGFBR1', 'NRP1']
979	GO:BP	GO:1905952	regulation of lipid localization	0.0024466874019354	True	"""Any process that modulates the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	161	102	6	15719	0.0588235294117647	0.0372670807453416	query_1	['GO:0010876', 'GO:0032879']	['ITGAV', 'SPP1', 'ITGB3', 'SYK', 'THBS1', 'PTPN11']
980	GO:BP	GO:0048705	skeletal system morphogenesis	0.0024741047260743	True	"""The process in which the anatomical structures of the skeleton are generated and organized."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]"	224	102	7	15719	0.0686274509803921	0.03125	query_1	['GO:0001501', 'GO:0009887']	['TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'FBN2', 'TGFBR1', 'PDGFRA']
981	GO:BP	GO:0031214	biomineral tissue development	0.0025224712426266	True	"""Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation."" [PMID:15132736]"	162	102	6	15719	0.0588235294117647	0.037037037037037	query_1	['GO:0009888', 'GO:0048513']	['SPP1', 'LOX', 'TGFB1', 'FBN2', 'PTK2B', 'ITGB6']
982	GO:BP	GO:0032233	positive regulation of actin filament bundle assembly	0.0025372171970892	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	61	102	4	15719	0.0392156862745098	0.0655737704918032	query_1	['GO:0032231', 'GO:0044089', 'GO:0051017', 'GO:0051495', 'GO:1902905']	['TGFB3', 'PXN', 'TGFBR1', 'NRP1']
983	GO:BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0025372171970892	True	"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	107	102	5	15719	0.0490196078431372	0.0467289719626168	query_1	['GO:0007178', 'GO:0009967', 'GO:0090092']	['TGFB3', 'TGFBR2', 'KDR', 'TGFBR1', 'THBS1']
984	GO:BP	GO:0003279	cardiac septum development	0.0025372171970892	True	"""The progression of a cardiac septum over time, from its initial formation to the mature structure."" [GOC:mtg_heart]"	107	102	5	15719	0.0490196078431372	0.0467289719626168	query_1	['GO:0003205', 'GO:0048856']	['SMAD7', 'TGFBR2', 'NRP2', 'TGFBR1', 'NRP1']
97	GO:CC	GO:0031528	microvillus membrane	0.0025452314420743	True	"""The portion of the plasma membrane surrounding a microvillus."" [GOC:mah]"	28	103	3	16420	0.029126213592233	0.1071428571428571	query_1	['GO:0005902', 'GO:0031253']	['ITGAV', 'ITGB3', 'CTNNB1']
191	REAC	REAC:R-HSA-9634597	GPER1 signaling	0.0026200942353794	True	GPER1 signaling	44	99	4	10022	0.0404040404040404	0.0909090909090909	query_1	['REAC:R-HSA-418555']	['ITGB1', 'FN1', 'SRC', 'ITGA5']
190	REAC	REAC:R-HSA-74751	Insulin receptor signalling cascade	0.0026200942353794	True	Insulin receptor signalling cascade	44	99	4	10022	0.0404040404040404	0.0909090909090909	query_1	['REAC:R-HSA-74752']	['PIK3R1', 'SHC1', 'SOS1', 'PTPN11']
985	GO:BP	GO:0010758	regulation of macrophage chemotaxis	0.0026744837741232	True	"""Any process that modulates the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	27	102	3	15719	0.0294117647058823	0.1111111111111111	query_1	['GO:0002688', 'GO:0048246', 'GO:1905521']	['PTK2B', 'PTK2', 'THBS1']
195	REAC	REAC:R-HSA-8949275	RUNX3 Regulates Immune Response and Cell Migration	0.0026933209426907	True	RUNX3 Regulates Immune Response and Cell Migration	5	99	2	10022	0.0202020202020202	0.4	query_1	['REAC:R-HSA-8878159']	['SPP1', 'ITGA4']
196	REAC	REAC:R-HSA-3656534	Loss of Function of TGFBR1 in Cancer	0.0026933209426907	True	Loss of Function of TGFBR1 in Cancer	5	99	2	10022	0.0202020202020202	0.4	query_1	['REAC:R-HSA-3304351']	['TGFBR2', 'TGFBR1']
192	REAC	REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	0.0026933209426907	True	Sema4D induced cell migration and growth-cone collapse	20	99	3	10022	0.0303030303030303	0.15	query_1	['REAC:R-HSA-400685']	['PLXNB1', 'ERBB2', 'SEMA4D']
