Rabson-Mendenhall syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
821	GO:CC	GO:0060205	cytoplasmic vesicle lumen	8.71368617754947e-06	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	323	101	12	22122	0.1188118811881188	0.0371517027863777	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['C3', 'VEGFB', 'FN1', 'FGA', 'TGFB3', 'VEGFC', 'HGF', 'APOA1', 'FGB', 'VCL', 'FGG', 'VEGFA']
822	GO:BP	GO:0050772	positive regulation of axonogenesis	9.077733320569471e-06	True	"""Any process that activates or increases the frequency, rate or extent of axonogenesis."" [GOC:ai]"	80	100	8	21110	0.08	0.1	query_1	['GO:0007409', 'GO:0031346', 'GO:0050769', 'GO:0050770']	['PLXNB1', 'FN1', 'SMURF1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
823	GO:BP	GO:0050770	regulation of axonogenesis	9.301026660423777e-06	True	"""Any process that modulates the frequency, rate or extent of axonogenesis, the generation of an axon, the long process of a neuron."" [GOC:ai]"	159	100	10	21110	0.1	0.0628930817610062	query_1	['GO:0007409', 'GO:0010975', 'GO:0022603']	['PLXNB1', 'FN1', 'SPP1', 'SMURF1', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
824	GO:CC	GO:0030027	lamellipodium	9.617372792842324e-06	True	"""A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments."" [ISBN:0815316194]"	203	101	10	22122	0.099009900990099	0.0492610837438423	query_1	['GO:0031252', 'GO:0120025']	['ITGB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CTNNB1', 'PXN', 'PIK3CA', 'PLCG1', 'CDH1', 'PTK2B']
825	REAC	REAC:R-HSA-9006115	Signaling by NTRK2 (TRKB)	9.897681689059988e-06	True	Signaling by NTRK2 (TRKB)	21	97	6	10790	0.0618556701030927	0.2857142857142857	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1', 'PTPN11']
826	REAC	REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	9.967274302939937e-06	True	Signaling by the B Cell Receptor (BCR)	163	97	12	10790	0.1237113402061855	0.0736196319018405	query_1	['REAC:R-HSA-1280218']	['PIK3R1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'VAV1', 'SYK', 'SH3KBP1', 'IGHM', 'CD19', 'BLNK']
827	GO:BP	GO:0050867	positive regulation of cell activation	1.0143959210753074e-05	True	"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]"	462	100	15	21110	0.15	0.0324675324675324	query_1	['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']	['SRC', 'TGFBR2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'SH3KBP1', 'IGHM', 'CD81', 'VCAM1', 'LCK', 'PTPN11']
828	GO:MF	GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity	1.0484798380400262e-05	True	"""The binding activity of a molecule that brings together a transmembrane receptor protein tyrosine kinase and one or more other molecules, permitting them to function in a coordinated way."" [GOC:mtg_MIT_16mar07, PMID:10502414, PMID:20565848]"	17	99	5	20195	0.0505050505050505	0.2941176470588235	query_1	['GO:0030159', 'GO:0030971']	['PIK3R1', 'SHC1', 'GRB2', 'IRS1', 'BLNK']
829	GO:CC	GO:0048471	perinuclear region of cytoplasm	1.0540849490708892e-05	True	"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]"	733	101	17	22122	0.1683168316831683	0.0231923601637107	query_1	['GO:0005737', 'GO:0110165']	['RAPGEF1', 'ITGB1', 'SRC', 'SPP1', 'PIK3R1', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'EGFR', 'PIK3CA', 'ERBB2', 'CDH1', 'PTK2B', 'SH3GL2', 'PTK2', 'CBL']
830	GO:BP	GO:0070201	regulation of establishment of protein localization	1.0872413553259338e-05	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	540	100	16	21110	0.16	0.0296296296296296	query_1	['GO:0032880', 'GO:0045184']	['PIK3R2', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'VEGFC', 'FYN', 'TGFB1', 'FGB', 'FGG', 'ERBB2', 'CDH1', 'IRS1', 'CD81', 'SMAD3', 'PTPN11']
831	GO:BP	GO:0048639	positive regulation of developmental growth	1.1143226381221892e-05	True	"""Any process that activates, maintains or increases the rate of developmental growth."" [GOC:go_curators]"	162	100	10	21110	0.1	0.0617283950617283	query_1	['GO:0045927', 'GO:0048589', 'GO:0048638', 'GO:0051094']	['FN1', 'SMAD7', 'FGFR2', 'INSR', 'TGFBR2', 'SMURF1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
832	GO:BP	GO:0002683	negative regulation of immune system process	1.139131210645112e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]"	466	100	15	21110	0.15	0.0321888412017167	query_1	['GO:0002376', 'GO:0002682', 'GO:0048519']	['FN1', 'SRC', 'SMAD7', 'TGFB3', 'PIK3R1', 'CRK', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'APOA1', 'SYK', 'PLCG1', 'ERBB2', 'CR2']
833	GO:BP	GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	1.1429293736091369e-05	True	"""Any process that modulates the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."" [GOC:dgh]"	30	100	6	21110	0.06	0.2	query_1	['GO:0009966', 'GO:0048010', 'GO:0090287']	['VEGFB', 'ITGB3', 'VEGFC', 'ITGA5', 'VTN', 'NRP1']
834	GO:BP	GO:1904951	positive regulation of establishment of protein localization	1.1566114648786174e-05	True	"""Any process that activates or increases the frequency, rate or extent of establishment of protein localization."" [GO_REF:0000058, GOC:TermGenie, PMID:22761445]"	329	100	13	21110	0.13	0.0395136778115501	query_1	['GO:0045184', 'GO:0070201', 'GO:1903829']	['PIK3R2', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'VEGFC', 'FYN', 'FGB', 'FGG', 'ERBB2', 'CDH1', 'CD81', 'SMAD3']
835	WP	WP:WP2380	Brain-derived neurotrophic factor (BDNF) signaling pathway	1.1993846074001016e-05	True	Brain-derived neurotrophic factor (BDNF) signaling pathway	144	94	12	8133	0.1276595744680851	0.0833333333333333	query_1	['WP:000000']	['PIK3R2', 'SRC', 'SPP1', 'PIK3R1', 'SHC1', 'CTNNB1', 'FYN', 'GRB2', 'PLCG1', 'PTK2B', 'IRS1', 'PTPN11']
836	GO:BP	GO:0007010	cytoskeleton organization	1.2011595982252396e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1513	100	26	21110	0.26	0.0171844018506278	query_1	['GO:0006996']	['MET', 'ITGB1', 'ITGB5', 'PLXNB1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'CTNNB1', 'PXN', 'GRB2', 'TGFB1', 'APOA1', 'PIK3CA', 'SH3KBP1', 'PTK2B', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'PDGFRA']
837	GO:BP	GO:0072676	lymphocyte migration	1.3194284559914289e-05	True	"""The movement of a lymphocyte within or between different tissues and organs of the body."" [CL:0000542, GOC:BHF, GOC:mah]"	121	100	9	21110	0.09	0.0743801652892562	query_1	['GO:0071674']	['ITGB3', 'CRK', 'PIK3CD', 'ITGA4', 'ZAP70', 'MADCAM1', 'PTK2B', 'CRKL', 'ITGB7']
838	GO:BP	GO:0033043	regulation of organelle organization	1.3252238175638511e-05	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1193	100	23	21110	0.23	0.0192791282481139	query_1	['GO:0006996', 'GO:0051128']	['MET', 'PLXNB1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'INSR', 'HGF', 'CTNNB1', 'PXN', 'GRB2', 'TGFB1', 'APOA1', 'PIK3CA', 'KDR', 'PTK2B', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'PDGFRA']
839	REAC	REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	1.3510984136276737e-05	True	CD28 dependent PI3K/Akt signaling	22	97	6	10790	0.0618556701030927	0.2727272727272727	query_1	['REAC:R-HSA-389356']	['PIK3R2', 'PIK3R1', 'FYN', 'PIK3CA', 'PIK3R3', 'LCK']
840	GO:BP	GO:0097531	mast cell migration	1.3556571700567644e-05	True	"""The movement of a mast cell within or between different tissues and organs of the body."" [GOC:cvs, PMID:24152847]"	15	100	5	21110	0.05	0.3333333333333333	query_1	['GO:0097529']	['VEGFB', 'VEGFC', 'PIK3CD', 'VEGFA', 'PGF']
841	GO:BP	GO:0007417	central nervous system development	1.3669218637972482e-05	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1092	100	22	21110	0.22	0.0201465201465201	query_1	['GO:0007399', 'GO:0048731']	['C3', 'ITGB1', 'SRC', 'FGFR2', 'CRK', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'IGF1R', 'ERBB2', 'CDH1', 'SH3GL2', 'CRKL', 'VTN', 'NRP1', 'PTPN11', 'PLXNA1']
842	REAC	REAC:R-HSA-8851907	MET activates PI3K/AKT signaling	1.3729702674533362e-05	True	MET activates PI3K/AKT signaling	5	97	4	10790	0.0412371134020618	0.8	query_1	['REAC:R-HSA-6806834']	['MET', 'PIK3R1', 'HGF', 'PIK3CA']
843	HP	HP:0001933	Subcutaneous hemorrhage	1.3848444078923038e-05	True	This term refers to an abnormally increased susceptibility to bruising (purpura, petechiae, or ecchymoses).	235	59	16	4851	0.2711864406779661	0.0680851063829787	query_1	['HP:0001892', 'HP:0011276']	['FGA', 'ITGB3', 'TGFB3', 'SOS1', 'TGFBR2', 'ITGA2B', 'MS4A1', 'LCP2', 'FGB', 'FGG', 'CD81', 'TGFBR1', 'CD19', 'SMAD3', 'PTPN11', 'CR2']
844	GO:BP	GO:0048260	positive regulation of receptor-mediated endocytosis	1.3880554955741857e-05	True	"""Any process that activates or increases the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	54	100	7	21110	0.07	0.1296296296296296	query_1	['GO:0006898', 'GO:0045807', 'GO:0048259']	['C3', 'INSR', 'PLCG2', 'SYK', 'VEGFA', 'VTN', 'CBL']
845	GO:BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	1.3880554955741857e-05	True	"""Any process that increases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition is where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	54	100	7	21110	0.07	0.1296296296296296	query_1	['GO:0001837', 'GO:0010717', 'GO:0045597', 'GO:0051240']	['TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'TGFBR1', 'PTK2', 'SMAD3']
846	GO:BP	GO:0007435	salivary gland morphogenesis	1.4118267683764272e-05	True	"""The process in which the anatomical structures of the salivary gland are generated and organized."" [GOC:jid]"	31	100	6	21110	0.06	0.1935483870967742	query_1	['GO:0007431', 'GO:0022612']	['FGFR2', 'TGFB3', 'HGF', 'EGFR', 'NRP1', 'PLXNA1']
847	REAC	REAC:R-HSA-202433	Generation of second messenger molecules	1.4182232811674657e-05	True	Generation of second messenger molecules	37	97	7	10790	0.0721649484536082	0.1891891891891892	query_1	['REAC:R-HSA-202403']	['ITK', 'PLCG2', 'LAT', 'ZAP70', 'LCP2', 'PLCG1', 'LCK']
848	GO:BP	GO:0071675	regulation of mononuclear cell migration	1.4189853707169184e-05	True	"""Any process that modulates the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	122	100	9	21110	0.09	0.0737704918032786	query_1	['GO:0002685', 'GO:0071674']	['ITGB3', 'CRK', 'ITGA4', 'MADCAM1', 'LYN', 'TGFB1', 'PTK2B', 'CRKL', 'PTK2']
849	GO:BP	GO:0045087	innate immune response	1.4581535085707484e-05	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	996	100	21	21110	0.21	0.0210843373493975	query_1	['GO:0006955', 'GO:0098542']	['C3', 'SRC', 'FGA', 'CRK', 'PLCG2', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'FGB', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'IGHM', 'ESR1', 'PTK2', 'LCK', 'ADAM15', 'PTPN11', 'CR2']
850	KEGG	KEGG:05166	Human T-cell leukemia virus 1 infection	1.50934257940445e-05	True	Human T-cell leukemia virus 1 infection	219	94	14	8161	0.1489361702127659	0.0639269406392694	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'TGFB3', 'PIK3R1', 'TGFBR2', 'PIK3CD', 'TGFB1', 'PIK3CA', 'PIK3R3', 'TLN1', 'TGFBR1', 'NRP1', 'LCK', 'SMAD3']
851	GO:BP	GO:0006629	lipid metabolic process	1.52496338703475e-05	True	"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]"	1418	100	25	21110	0.25	0.0176304654442877	query_1	['GO:0044238', 'GO:0071704']	['C3', 'PIK3CB', 'PIK3R2', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'PLCG2', 'PIK3CD', 'LYN', 'APOA1', 'PIK3CA', 'IGF1R', 'PLCG1', 'PTK2B', 'PIK3R3', 'IRS1', 'CRKL', 'ESR1', 'CD81', 'PTK2', 'CD19', 'PTPN11', 'PDGFRA', 'FLT1']
852	GO:BP	GO:0060754	positive regulation of mast cell chemotaxis	1.5345136539742945e-05	True	"""Any process that increases the rate, frequency or extent of mast cell chemotaxis. Mast cell chemotaxis is the movement of a mast cell in response to an external stimulus."" [GOC:dph, GOC:tb]"	6	100	4	21110	0.04	0.6666666666666666	query_1	['GO:0002551', 'GO:0002690', 'GO:0060753']	['VEGFB', 'VEGFC', 'VEGFA', 'PGF']
853	GO:BP	GO:0110053	regulation of actin filament organization	1.681880990031481e-05	True	"""Any process that modulates the frequency, rate or extent of actin filament organization."" [GOC:kmv]"	277	100	12	21110	0.12	0.0433212996389891	query_1	['GO:0007015', 'GO:0032956', 'GO:1902903']	['MET', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PXN', 'GRB2', 'APOA1', 'PIK3CA', 'PTK2B', 'TGFBR1', 'NRP1', 'SMAD3']
854	WP	WP:WP4747	Netrin-UNC5B signaling pathway	1.6978899967282147e-05	True	Netrin-UNC5B signaling pathway	52	94	8	8133	0.0851063829787234	0.1538461538461538	query_1	['WP:000000']	['SRC', 'FYN', 'PIK3CA', 'KDR', 'PTK2B', 'VCAM1', 'PTK2', 'PTPN11']
855	GO:BP	GO:0002250	adaptive immune response	1.7479724607955845e-05	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	726	100	18	21110	0.18	0.024793388429752	query_1	['GO:0006955']	['C3', 'SMAD7', 'FGA', 'ITK', 'PIK3CD', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'FGB', 'SYK', 'FCGR1A', 'PTK2B', 'IGHM', 'CD81', 'CD19', 'CR2']
856	REAC	REAC:R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	1.7962436716301697e-05	True	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	12	97	5	10790	0.0515463917525773	0.4166666666666667	query_1	['REAC:R-HSA-9006335']	['PIK3CB', 'PIK3R1', 'PIK3CD', 'LYN', 'PIK3CA']
857	GO:BP	GO:0019216	regulation of lipid metabolic process	1.837274735484801e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	342	100	13	21110	0.13	0.0380116959064327	query_1	['GO:0006629', 'GO:0080090']	['C3', 'SRC', 'PLCG2', 'LYN', 'APOA1', 'IGF1R', 'PTK2B', 'IRS1', 'CD81', 'PTK2', 'CD19', 'PDGFRA', 'FLT1']
858	GO:BP	GO:0033993	response to lipid	1.978024601975363e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]"	916	100	20	21110	0.2	0.0218340611353711	query_1	['GO:0010033']	['SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PLCG2', 'CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'EGFR', 'PIK3CA', 'IGF1R', 'SYK', 'PTK2B', 'IRS1', 'ESR1', 'TGFBR1', 'VCAM1', 'ADAM15', 'CBL']
859	CORUM	CORUM:2547	PLC-gamma-1-SLP-76-SOS1-LAT complex	1.9894041108756664e-05	True	PLC-gamma-1-SLP-76-SOS1-LAT complex	4	70	4	3383	0.0571428571428571	1.0	query_1	['CORUM:0000000']	['SOS1', 'LAT', 'LCP2', 'PLCG1']
860	CORUM	CORUM:2363	ITGAV-ITGB3-PXN-PTK2b complex	1.9894041108756664e-05	True	ITGAV-ITGB3-PXN-PTK2b complex	4	70	4	3383	0.0571428571428571	1.0	query_1	['CORUM:0000000']	['ITGAV', 'ITGB3', 'PXN', 'PTK2B']
861	CORUM	CORUM:2997	Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta)	1.9894041108756664e-05	True	Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta)	4	70	4	3383	0.0571428571428571	1.0	query_1	['CORUM:0000000']	['SMAD7', 'TGFBR2', 'SMURF1', 'TGFBR1']
862	CORUM	CORUM:1777	Ubiquitin E3 ligase (SMURF2, SMAD7) - TGF(beta)	1.9894041108756664e-05	True	Ubiquitin E3 ligase (SMURF2, SMAD7) - TGF(beta)	4	70	4	3383	0.0571428571428571	1.0	query_1	['CORUM:0000000']	['SMURF2', 'SMAD7', 'TGFBR2', 'TGFBR1']
863	CORUM	CORUM:2955	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	1.9894041108756664e-05	True	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	4	70	4	3383	0.0571428571428571	1.0	query_1	['CORUM:0000000']	['LAT', 'LCP2', 'PLCG1', 'LCK']
864	REAC	REAC:R-HSA-6802957	Oncogenic MAPK signaling	2.022397007418332e-05	True	Oncogenic MAPK signaling	82	97	9	10790	0.0927835051546391	0.1097560975609756	query_1	['REAC:R-HSA-5663202']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'VCL', 'FGG', 'TLN1']
865	GO:CC	GO:0012505	endomembrane system	2.0491725221493787e-05	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4776	101	46	22122	0.4554455445544554	0.0096314907872696	query_1	['GO:0110165']	['RAPGEF1', 'C3', 'ITGB1', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'INSR', 'HGF', 'ITGA2B', 'ITGA5', 'FYN', 'LAT', 'ADAM19', 'LYN', 'GRB2', 'TGFB1', 'TNC', 'EGFR', 'APOA1', 'KDR', 'FGB', 'VCL', 'FCGR1A', 'FGG', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'ESR1', 'VTN', 'TGFBR1', 'VCAM1', 'NRP1', 'SMAD3', 'ADAM15', 'CBL', 'PDGFRA', 'FLT1']
866	REAC	REAC:R-HSA-112399	IRS-mediated signalling	2.087957574724184e-05	True	IRS-mediated signalling	39	97	7	10790	0.0721649484536082	0.1794871794871795	query_1	['REAC:R-HSA-2428928', 'REAC:R-HSA-74751']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'PIK3CA', 'IRS1', 'PTPN11']
867	GO:BP	GO:0007431	salivary gland development	2.1076043352426293e-05	True	"""The process whose specific outcome is the progression of the salivary gland over time, from its formation to the mature structure. Salivary glands include any of the saliva-secreting exocrine glands of the oral cavity."" [GOC:jid, UBERON:0001044]"	33	100	6	21110	0.06	0.1818181818181818	query_1	['GO:0035272', 'GO:0048732']	['FGFR2', 'TGFB3', 'HGF', 'EGFR', 'NRP1', 'PLXNA1']
868	GO:BP	GO:0033687	osteoblast proliferation	2.1076043352426293e-05	True	"""The multiplication or reproduction of osteoblasts, resulting in the expansion of an osteoblast cell population. An osteoblast is a bone-forming cell which secretes an extracellular matrix. Hydroxyapatite crystals are then deposited into the matrix to form bone."" [GOC:mah]"	33	100	6	21110	0.06	0.1818181818181818	query_1	['GO:0008283']	['PLXNB1', 'ITGAV', 'FGFR2', 'ITGB3', 'IGF1R', 'SMAD3']
869	GO:BP	GO:0002573	myeloid leukocyte differentiation	2.1167047576248008e-05	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]"	225	100	11	21110	0.11	0.0488888888888888	query_1	['GO:0002521', 'GO:0030099']	['SRC', 'PIK3R1', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'SH3PXD2A', 'LYN', 'TGFB1', 'VEGFA', 'CD81', 'ITGB6']
870	GO:BP	GO:1903035	negative regulation of response to wounding	2.135786743389309e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	89	100	8	21110	0.08	0.0898876404494382	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['SPP1', 'FGA', 'CRK', 'FGB', 'FGG', 'VTN', 'SMAD3', 'PDGFRA']
871	GO:CC	GO:0031253	cell projection membrane	2.1635842820703215e-05	True	"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:krc, GOC:mah]"	351	101	12	22122	0.1188118811881188	0.0341880341880341	query_1	['GO:0098590', 'GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'INSR', 'PLCG2', 'CTNNB1', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
872	GO:MF	GO:0008047	enzyme activator activity	2.203719855843467e-05	True	"""Binds to and increases the activity of an enzyme."" [GOC:dph, GOC:mah, GOC:tb]"	596	99	16	20195	0.1616161616161616	0.0268456375838926	query_1	['GO:0030234', 'GO:0140677']	['PLXNB1', 'FN1', 'SRC', 'PIK3R1', 'INSR', 'SHC1', 'SOS1', 'FYN', 'SH3PXD2A', 'GRB2', 'TGFB1', 'EGFR', 'APOA1', 'PIK3CA', 'NRP1', 'LCK']
