Acral peeling skin syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1047	GO:BP	GO:0033043	regulation of organelle organization	0.0015285797836305	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1154	101	18	15719	0.1782178217821782	0.0155979202772963	query_1	['GO:0006996', 'GO:0051128']	['AKT1', 'SRC', 'KAT2A', 'TACC3', 'CTNNB1', 'CENPJ', 'ABL1', 'SIN3A', 'PLK2', 'SMAD4', 'CDH2', 'EP300', 'MECP2', 'NOTCH2', 'KAT2B', 'CTNNA2', 'TP53', 'SMAD3']
1048	GO:BP	GO:0019083	viral transcription	0.0015406943190278	True	"""The process by which a viral genome, or part of a viral genome, is transcribed within the host cell."" [GOC:jl, ISBN:0781702534]"	53	101	4	15719	0.0396039603960396	0.0754716981132075	query_1	['GO:0016032', 'GO:0019080']	['HDAC1', 'EP300', 'SNW1', 'SP1']
63	GO:CC	GO:0014704	intercalated disc	0.0015502994534522	True	"""A complex cell-cell junction at which myofibrils terminate in cardiomyocytes; mediates mechanical and electrochemical integration between individual cardiomyocytes. The intercalated disc contains regions of tight mechanical attachment (fasciae adherentes and desmosomes) and electrical coupling (gap junctions) between adjacent cells."" [GOC:mtg_muscle, PMID:11732910]"	50	101	4	16420	0.0396039603960396	0.08	query_1	['GO:0044291']	['CTNNB1', 'CTNNA1', 'CDH2', 'JUP']
160	REAC	REAC:R-HSA-9022699	MECP2 regulates neuronal receptors and channels	0.001559994448732	True	MECP2 regulates neuronal receptors and channels	15	98	3	10022	0.0306122448979591	0.2	query_1	['REAC:R-HSA-8986944']	['HDAC1', 'SIN3A', 'HDAC2']
1049	GO:BP	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	0.0015887797673384	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	96	101	5	15719	0.0495049504950495	0.0520833333333333	query_1	['GO:0031400', 'GO:0070647', 'GO:1903320']	['AKT1', 'PSEN1', 'CTNNB1', 'ABL1', 'GPS2']
1050	GO:BP	GO:0006641	triglyceride metabolic process	0.0015887797673384	True	"""The chemical reactions and pathways involving triglyceride, any triester of glycerol. The three fatty acid residues may all be the same or differ in any permutation. Triglycerides are important components of plant oils, animal fats and animal plasma lipoproteins."" [ISBN:0198506732]"	96	101	5	15719	0.0495049504950495	0.0520833333333333	query_1	['GO:0006639']	['NR1H2', 'NR1H3', 'SEL1L', 'SIRT1', 'TBL1XR1']
1051	GO:BP	GO:0031023	microtubule organizing center organization	0.0015916234046332	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a microtubule organizing center, a structure from which microtubules grow."" [GOC:dph, GOC:jl, GOC:mah]"	148	101	6	15719	0.0594059405940594	0.0405405405405405	query_1	['GO:0000226', 'GO:0007017', 'GO:0016043']	['KAT2A', 'CTNNB1', 'CENPJ', 'PLK2', 'SIRT1', 'KAT2B']
161	REAC	REAC:R-HSA-6807070	PTEN Regulation	0.0016087770736085	True	PTEN Regulation	138	98	7	10022	0.0714285714285714	0.0507246376811594	query_1	['REAC:R-HSA-1257604']	['AKT1', 'HDAC1', 'HDAC3', 'RCOR1', 'TP53', 'HDAC2', 'KDM1A']
1066	GO:BP	GO:0035624	receptor transactivation	0.0016450965477031	True	"""The process in which a receptor is activated by another receptor. Receptor transactivation can occur through different mechanisms and includes cross-talk between signaling pathways where one receptor activates a receptor for a different ligand, and also activation of subunits within a receptor oligomer."" [GOC:al, GOC:bf, GOC:BHF, PMID:16870826, PMID:21063387]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:2000273']	['NCOA3', 'ADAM17']
1073	GO:BP	GO:0062014	negative regulation of small molecule metabolic process	0.0016450965477031	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	97	101	5	15719	0.0495049504950495	0.0515463917525773	query_1	['GO:0009892', 'GO:0044281', 'GO:0062012']	['AKT1', 'SIRT1', 'EP300', 'NCOR1', 'TP53']
1072	GO:BP	GO:1905908	positive regulation of amyloid fibril formation	0.0016450965477031	True	"""Any process that activates or increases the frequency, rate or extent of amyloid fibril formation."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:23106396]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0051247', 'GO:1902905', 'GO:1905906', 'GO:1990000']	['PSEN1', 'APP']
1071	GO:BP	GO:0010611	regulation of cardiac muscle hypertrophy	0.0016450965477031	True	"""Any process that modulates the rate, frequency or extent of the enlargement or overgrowth of all or part of the heart due to an increase in size (not length) of individual cardiac muscle fibers, without cell division."" [GOC:dph, GOC:tb]"	54	101	4	15719	0.0396039603960396	0.074074074074074	query_1	['GO:0003300', 'GO:0014743', 'GO:0043502']	['SMAD4', 'NOTCH1', 'FOXO1', 'SMAD3']
1070	GO:BP	GO:0098916	anterograde trans-synaptic signaling	0.0016450965477031	True	"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]"	679	101	13	15719	0.1287128712871287	0.0191458026509572	query_1	['GO:0099537']	['AKT1', 'SRC', 'PSEN1', 'KAT2A', 'CTNNB1', 'NCSTN', 'ABL1', 'PLK2', 'CDH2', 'MECP2', 'CDH1', 'RARA', 'APP']
1069	GO:BP	GO:1904016	response to Thyroglobulin triiodothyronine	0.0016450965477031	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a Thyroglobulin triiodothyronine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:7531505]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0010033']	['NCOA2', 'NCOA1']
1068	GO:BP	GO:0061419	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.0016450965477031	True	"""Any process that increases the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a hypoxia stimulus."" [GOC:dph]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0036003', 'GO:0061418', 'GO:1901522']	['RBPJ', 'TP53']
1067	GO:BP	GO:1900145	regulation of nodal signaling pathway involved in determination of left/right asymmetry	0.0016450965477031	True	"""Any process that modulates the frequency, rate or extent of a nodal signaling pathway, where the nodal signaling pathway is involved in determination of left/right asymmetry."" [GOC:BHF, GOC:signaling, GOC:TermGenie, GOC:vk]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0038107', 'GO:1900107']	['SMAD2', 'SHH']
1065	GO:BP	GO:0048550	negative regulation of pinocytosis	0.0016450965477031	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of pinocytosis. Pinocytosis is the process in which cells take in liquid material from their external environment; literally 'cell drinking'. Liquid is enclosed in vesicles, formed by invagination of the plasma membrane. These vesicles then move into the cell and pass their contents to endosomes."" [GOC:go_curators]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0006907', 'GO:0045806', 'GO:0048548']	['NR1H2', 'NR1H3']
1064	GO:BP	GO:0016199	axon midline choice point recognition	0.0016450965477031	True	"""The recognition of molecules at the central nervous system midline choice point by an axon growth cone; this choice point determines whether the growth cone will cross the midline."" [PMID:11376484]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0016198']	['FOXG1', 'APP']
1063	GO:BP	GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	0.0016450965477031	True	"""Any process that activates or increases the frequency, rate or extent of RNA polymerase II transcriptional preinitiation complex assembly."" [GOC:go_curators]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0031334', 'GO:0045898', 'GO:0051123', 'GO:0060261']	['ESR1', 'TP53']
1062	GO:BP	GO:0045765	regulation of angiogenesis	0.0016450965477031	True	"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]"	276	101	8	15719	0.0792079207920792	0.0289855072463768	query_1	['GO:0001525', 'GO:0022603', 'GO:1901342']	['CTNNB1', 'ABL1', 'DLL1', 'PLK2', 'SIRT1', 'MECP2', 'SP1', 'JUP']
1061	GO:BP	GO:0051097	negative regulation of helicase activity	0.0016450965477031	True	"""Any process that stops or reduces the activity of a helicase."" [GOC:ai]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0032780', 'GO:0043086', 'GO:0051095']	['SIRT1', 'TP53']
1060	GO:BP	GO:1900175	regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0016450965477031	True	"""Any process that modulates the frequency, rate or extent of a nodal signaling pathway, where the nodal signaling pathway is involved in determination of left/right asymmetry in the lateral mesoderm."" [GOC:BHF, GOC:TermGenie, GOC:vk]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:1900145', 'GO:1900164']	['SMAD2', 'SHH']
1059	GO:BP	GO:0043525	positive regulation of neuron apoptotic process	0.0016450965477031	True	"""Any process that activates or increases the frequency, rate or extent of cell death of neurons by apoptotic process."" [GOC:go_curators, GOC:mtg_apoptosis]"	54	101	4	15719	0.0396039603960396	0.074074074074074	query_1	['GO:0043065', 'GO:0043523', 'GO:0051402', 'GO:1901216']	['FOXO3', 'CTNNB1', 'ABL1', 'TP53']
1058	GO:BP	GO:0001541	ovarian follicle development	0.0016450965477031	True	"""The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	54	101	4	15719	0.0396039603960396	0.074074074074074	query_1	['GO:0003006', 'GO:0008585', 'GO:0048856']	['SRC', 'CTNNA1', 'SMAD4', 'ESR1']
1057	GO:BP	GO:0051176	positive regulation of sulfur metabolic process	0.0016450965477031	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving sulfur or compounds containing sulfur."" [GOC:ai]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0006790', 'GO:0031325', 'GO:0042762']	['CTNNB1', 'SP1']
1056	GO:BP	GO:0061316	canonical Wnt signaling pathway involved in heart development	0.0016450965477031	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes that contributes to the progression of the heart over time. In this pathway, the activated receptor signals via downstream effectors that result in the inhibition of beta-catenin phosphorylation, thereby preventing degradation of beta-catenin. Stabilized beta-catenin can then accumulate and travel to the nucleus to trigger changes in transcription of target genes."" [GOC:mtg_heart]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0003306', 'GO:0060070']	['CTNNB1', 'RBPJ']
1052	GO:BP	GO:0007268	chemical synaptic transmission	0.0016450965477031	True	"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]"	679	101	13	15719	0.1287128712871287	0.0191458026509572	query_1	['GO:0098916']	['AKT1', 'SRC', 'PSEN1', 'KAT2A', 'CTNNB1', 'NCSTN', 'ABL1', 'PLK2', 'CDH2', 'MECP2', 'CDH1', 'RARA', 'APP']
1053	GO:BP	GO:0043583	ear development	0.0016450965477031	True	"""The process whose specific outcome is the progression of the ear over time, from its formation to the mature structure. The ear is the sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals."" [GOC:jl, ISBN:0192801023]"	209	101	7	15719	0.0693069306930693	0.0334928229665071	query_1	['GO:0007423']	['ADAM10', 'FOXG1', 'DLL1', 'NOTCH1', 'SHH', 'RBPJ', 'JAG1']
1055	GO:BP	GO:0007386	compartment pattern specification	0.0016450965477031	True	"""The regionalization process in which embryonic segments are divided into compartments that will result in differences in cell differentiation."" [http://fly.ebi.ac.uk/allied-data/lk/interactive-fly/aimain/1aahome.htm, ISBN:0879694238]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0009952']	['DLL1', 'NOTCH1']
1054	GO:BP	GO:0060685	regulation of prostatic bud formation	0.0016450965477031	True	"""Any process that modulates the rate, frequency, or extent of prostatic bud formation, the morphogenetic process in which a region of the fetal urogenital sinus epithelium is specified to become the prostate, resulting in prostate bud outgrowth."" [GOC:dph]"	5	101	2	15719	0.0198019801980198	0.4	query_1	['GO:0003156', 'GO:0060513', 'GO:0060688', 'GO:1905330', 'GO:2000241']	['AR', 'SHH']
1074	GO:BP	GO:0006468	protein phosphorylation	0.0016651572814744	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	101	21	15719	0.2079207920792079	0.0141700404858299	query_1	['GO:0016310', 'GO:0036211']	['MAML1', 'AKT1', 'CDK8', 'ADAM10', 'CDON', 'SRC', 'PSEN1', 'ADAM17', 'ABL1', 'PLK2', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'HDAC3', 'KAT2B', 'PDE8A', 'RARA', 'APP', 'TP53', 'HDAC2']
64	GO:CC	GO:0016580	Sin3 complex	0.0016672977171021	True	"""A multiprotein complex that functions broadly in eukaryotic organisms as a transcriptional repressor of protein-coding genes, through the gene-specific deacetylation of histones. Amongst its subunits, the Sin3 complex contains Sin3-like proteins, and a number of core proteins that are shared with the NuRD complex (including histone deacetylases and histone binding proteins). The Sin3 complex does not directly bind DNA itself, but is targeted to specific genes through protein-protein interactions with DNA-binding proteins."" [PMID:10589671, PMID:11743021, PMID:12865422]"	21	101	3	16420	0.0297029702970297	0.1428571428571428	query_1	['GO:0070822']	['HDAC1', 'SIN3A', 'HDAC2']
65	GO:CC	GO:0070822	Sin3-type complex	0.0016672977171021	True	"""Any of a number of evolutionarily conserved histone deacetylase complexes (HDACs) containing a core consisting of a paired amphipathic helix motif protein (e.g. Sin3p in S. cerevisiae, Pst1 in S. pombe or Sin3A in mammals) at least one class I histone deacetylase (e.g. Rpd3p in S. cerevisiae, Clr6 in S. pombe, or HDAC1 and HDAC2 in mammals), and at least one WD40 repeat protein (e.g. Ume1p in S. cerevisiae, Prw1 in S. pombe, or RbAp46 and RbAp48 in mammals). These complexes also contain a variable number of other proteins that direct histone binding, DNA binding, or add other functionality to the complex."" [PMID:15565322, PMID:18292778]"	21	101	3	16420	0.0297029702970297	0.1428571428571428	query_1	['GO:0000118', 'GO:0000228', 'GO:0000785']	['HDAC1', 'SIN3A', 'HDAC2']
1077	GO:BP	GO:0048714	positive regulation of oligodendrocyte differentiation	0.0016800341654212	True	"""Any process that activates or increases the frequency, rate or extent of oligodendrocyte differentiation."" [GOC:vp, PMID:15139015]"	23	101	3	15719	0.0297029702970297	0.1304347826086956	query_1	['GO:0045687', 'GO:0048709', 'GO:0048713']	['HDAC1', 'SHH', 'HDAC2']
1079	GO:BP	GO:0060444	branching involved in mammary gland duct morphogenesis	0.0016800341654212	True	"""The process in which the branching structure of the mammary gland duct is generated and organized. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph]"	23	101	3	15719	0.0297029702970297	0.1304347826086956	query_1	['GO:0048754', 'GO:0060603']	['SRC', 'AR', 'ESR1']
1078	GO:BP	GO:0090042	tubulin deacetylation	0.0016800341654212	True	"""The removal of an acetyl group from tubulin. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:BHF, GOC:dph, GOC:tb]"	23	101	3	15719	0.0297029702970297	0.1304347826086956	query_1	['GO:0006476']	['KAT2A', 'EP300', 'KAT2B']
