Autosomal dominant cutis laxa	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
852	GO:BP	GO:1901388	regulation of transforming growth factor beta activation	6.718795892564766e-05	True	"""Any process that modulates the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	8	103	3	17376	0.029126213592233	0.375	query_1	['GO:0010646', 'GO:0023051', 'GO:0036363', 'GO:0071634']	['ITGAV', 'LTBP1', 'ITGB6']
853	GO:BP	GO:0050670	regulation of lymphocyte proliferation	6.769721486459562e-05	True	"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]"	236	103	9	17376	0.087378640776699	0.0381355932203389	query_1	['GO:0032944', 'GO:0046651', 'GO:0051249']	['CTNNB1', 'SOS1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
854	GO:BP	GO:0042129	regulation of T cell proliferation	6.772179063919296e-05	True	"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]"	179	103	8	17376	0.0776699029126213	0.0446927374301676	query_1	['GO:0042098', 'GO:0050670', 'GO:0050863']	['CTNNB1', 'SOS1', 'TGFBR2', 'ZAP70', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
855	GO:BP	GO:0036119	response to platelet-derived growth factor	6.812134897851372e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	24	103	4	17376	0.0388349514563106	0.1666666666666666	query_1	['GO:0070848']	['SRC', 'ITGB3', 'FYN', 'CBL']
856	REAC	REAC:R-HSA-8878159	Transcriptional regulation by RUNX3	6.872094662738674e-05	True	Transcriptional regulation by RUNX3	94	103	6	17376	0.058252427184466	0.0638297872340425	query_1	['REAC:R-HSA-212436']	['SMURF2', 'SRC', 'SPP1', 'CTNNB1', 'ITGA4', 'SMURF1']
857	GO:BP	GO:0051208	sequestering of calcium ion	6.961574479555492e-05	True	"""The process of binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	129	103	7	17376	0.0679611650485436	0.0542635658914728	query_1	['GO:0006874', 'GO:0051651']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
858	GO:BP	GO:0002244	hematopoietic progenitor cell differentiation	6.961574479555492e-05	True	"""The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells."" [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]"	129	103	7	17376	0.0679611650485436	0.0542635658914728	query_1	['GO:0030097', 'GO:0030154']	['FLT4', 'SOS1', 'LYN', 'JAM3', 'KDR', 'PDGFRA', 'FLT1']
859	GO:BP	GO:0060627	regulation of vesicle-mediated transport	7.011294198769913e-05	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	518	103	13	17376	0.1262135922330097	0.025096525096525	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['RAPGEF1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'NRP1', 'CBL']
860	GO:BP	GO:0014812	muscle cell migration	7.192483804971206e-05	True	"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]"	86	103	6	17376	0.058252427184466	0.0697674418604651	query_1	['GO:0016477']	['SRC', 'ITGB3', 'CRK', 'VTN', 'NRP1', 'PLXNA1']
861	GO:BP	GO:0033043	regulation of organelle organization	7.231692527171255e-05	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1153	103	20	17376	0.1941747572815534	0.0173460537727666	query_1	['GO:0006996', 'GO:0051128']	['MET', 'PLXNB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'CTNNB1', 'PXN', 'GRB2', 'TGFB1', 'JAM3', 'KDR', 'PTK2B', 'TGFBR1', 'PTK2', 'NRP1', 'ELN', 'PDGFRA']
862	GO:BP	GO:0046578	regulation of Ras protein signal transduction	7.251069789482461e-05	True	"""Any process that modulates the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	181	103	8	17376	0.0776699029126213	0.0441988950276243	query_1	['GO:0007265', 'GO:0051056']	['MET', 'RAPGEF1', 'ITGB1', 'SRC', 'CRK', 'NRP1', 'ITGA3', 'CBL']
863	GO:BP	GO:0031099	regeneration	7.251069789482461e-05	True	"""The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."" [GOC:mah, GOC:pr]"	181	103	8	17376	0.0776699029126213	0.0441988950276243	query_1	['GO:0048856']	['SPP1', 'HGF', 'TGFBR2', 'TNC', 'TGFB1', 'VTN', 'ADAM15', 'PGF']
864	GO:BP	GO:0009607	response to biotic stimulus	7.435404493826967e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]"	1467	103	23	17376	0.2233009708737864	0.0156782549420586	query_1	['GO:0050896']	['SRC', 'CRK', 'SHC1', 'PLCG2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'LOXL1', 'VAV1', 'SYK', 'FCGR1A', 'CDH1', 'PTK2B', 'VEGFD', 'VCAM1', 'ITGB6', 'PTK2', 'LCK', 'EMILIN1', 'ADAM15', 'PTPN11', 'MFAP4']
865	GO:BP	GO:0002042	cell migration involved in sprouting angiogenesis	7.454941284072792e-05	True	"""The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis."" [PMID:16391003]"	51	103	5	17376	0.0485436893203883	0.0980392156862745	query_1	['GO:0002040', 'GO:0043534']	['ITGB1', 'KDR', 'VEGFA', 'NRP1', 'THBS1']
866	GO:BP	GO:0007566	embryo implantation	7.454941284072792e-05	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	51	103	5	17376	0.0485436893203883	0.0980392156862745	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SMURF2', 'SPP1', 'ITGB3', 'TGFBR2', 'VEGFA']
867	GO:BP	GO:0031098	stress-activated protein kinase signaling cascade	7.574552358454371e-05	True	"""The series of molecular signals in which a stress-activated protein kinase (SAPK) cascade relays a signal."" [GOC:mah]"	240	103	9	17376	0.087378640776699	0.0375	query_1	['GO:0033554', 'GO:0035556']	['RAPGEF1', 'CRK', 'HGF', 'FLT4', 'LYN', 'EGFR', 'PTK2B', 'VEGFA', 'CRKL']
868	GO:BP	GO:0032944	regulation of mononuclear cell proliferation	7.574552358454371e-05	True	"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	240	103	9	17376	0.087378640776699	0.0375	query_1	['GO:0032943', 'GO:0070663']	['CTNNB1', 'SOS1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
869	GO:BP	GO:0043535	regulation of blood vessel endothelial cell migration	7.580996494544137e-05	True	"""Any process that modulates the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	87	103	6	17376	0.058252427184466	0.0689655172413793	query_1	['GO:0010594', 'GO:0043534']	['VEGFC', 'KDR', 'PLCG1', 'VEGFA', 'NRP1', 'THBS1']
870	GO:BP	GO:0033622	integrin activation	7.861283740768567e-05	True	"""The aggregation, arrangement and bonding together of an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits, that lead to the increased affinity of the integrin for its extracellular ligands."" [GOC:add, PMID:12213832, PMID:14754902]"	25	103	4	17376	0.0388349514563106	0.16	query_1	['GO:0065003']	['FN1', 'SRC', 'JAM3', 'TLN1']
871	GO:BP	GO:0032943	mononuclear cell proliferation	7.861283740768567e-05	True	"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]"	305	103	10	17376	0.0970873786407767	0.0327868852459016	query_1	['GO:0070661']	['CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
872	GO:BP	GO:0021854	hypothalamus development	7.861283740768567e-05	True	"""The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	25	103	4	17376	0.0388349514563106	0.16	query_1	['GO:0021536', 'GO:0021761', 'GO:0048856']	['CTNNB1', 'NRP2', 'NRP1', 'PLXNA1']
873	GO:BP	GO:0048011	neurotrophin TRK receptor signaling pathway	7.861283740768567e-05	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:ceb, GOC:jc, GOC:signaling, PMID:12065629, Wikipedia:Trk_receptor]"	25	103	4	17376	0.0388349514563106	0.16	query_1	['GO:0007169', 'GO:0038179']	['BCAR1', 'SRC', 'SOS1', 'PTPN11']
874	REAC	REAC:R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	7.993312765079398e-05	True	Signaling by PDGFRA extracellular domain mutants	10	103	3	17376	0.029126213592233	0.3	query_1	['REAC:R-HSA-9671555']	['PIK3R1', 'SOS1', 'PDGFRA']
875	REAC	REAC:R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	7.993312765079398e-05	True	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	10	103	3	17376	0.029126213592233	0.3	query_1	['REAC:R-HSA-9671555']	['PIK3R1', 'SOS1', 'PDGFRA']
876	GO:BP	GO:0060021	roof of mouth development	8.034553022978174e-05	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	103	6	17376	0.058252427184466	0.0681818181818181	query_1	['GO:0048856']	['TGFB3', 'SOS1', 'TGFBR2', 'TGFBR1', 'ITGB6', 'PDGFRA']
877	GO:BP	GO:0010761	fibroblast migration	8.095734098819028e-05	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	52	103	5	17376	0.0485436893203883	0.0961538461538461	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'TGFB1', 'PTK2', 'THBS1']
878	GO:BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	8.329819709044057e-05	True	"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	185	103	8	17376	0.0776699029126213	0.0432432432432432	query_1	['GO:0045860', 'GO:0071900']	['SRC', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'THBS1', 'FLT1']
879	GO:BP	GO:0046849	bone remodeling	8.521787684227006e-05	True	"""The continuous turnover of bone matrix and mineral that involves first, an increase in resorption (osteoclastic activity) and later, reactive bone formation (osteoblastic activity). The process of bone remodeling takes place in the adult skeleton at discrete foci. The process ensures the mechanical integrity of the skeleton throughout life and plays an important role in calcium homeostasis. An imbalance in the regulation of bone resorption and bone formation results in many of the metabolic bone diseases, such as osteoporosis."" [GOC:curators]"	89	103	6	17376	0.058252427184466	0.0674157303370786	query_1	['GO:0048771']	['SRC', 'SPP1', 'ITGB3', 'CTNNB1', 'SYK', 'PTK2B']
880	GO:BP	GO:0048145	regulation of fibroblast proliferation	8.521787684227006e-05	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	103	6	17376	0.058252427184466	0.0674157303370786	query_1	['GO:0042127', 'GO:0048144']	['FN1', 'ITGB3', 'CTNNB1', 'TGFB1', 'EGFR', 'PDGFRA']
881	GO:CC	GO:0005902	microvillus	8.672294895939505e-05	True	"""Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells."" [ISBN:0815316194]"	90	103	6	17376	0.058252427184466	0.0666666666666666	query_1	['GO:0098858']	['ITGAV', 'ITGB3', 'CTNNB1', 'JAM3', 'VCAM1', 'PDGFRA']
882	GO:BP	GO:0048260	positive regulation of receptor-mediated endocytosis	8.829273398873661e-05	True	"""Any process that activates or increases the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	53	103	5	17376	0.0485436893203883	0.0943396226415094	query_1	['GO:0006898', 'GO:0045807', 'GO:0048259']	['PLCG2', 'SYK', 'VEGFA', 'VTN', 'CBL']
883	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	8.829273398873661e-05	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	103	5	17376	0.0485436893203883	0.0943396226415094	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['FN1', 'ITGB3', 'TGFB1', 'EGFR', 'PDGFRA']
884	GO:BP	GO:0051492	regulation of stress fiber assembly	9.045424602341944e-05	True	"""Any process that modulates the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	90	103	6	17376	0.058252427184466	0.0666666666666666	query_1	['GO:0032231', 'GO:0043149', 'GO:0110020']	['MET', 'TGFB3', 'PIK3R1', 'PXN', 'TGFBR1', 'NRP1']
885	GO:CC	GO:0016600	flotillin complex	9.0684607200742e-05	True	"""A protein complex that contains flotillin-1 and flotillin-2, and may contain associated proteins. Flotillins associate into membrane microdomains resembling caveolae."" [PMID:17206938, PMID:17600709]"	9	103	3	17376	0.029126213592233	0.3333333333333333	query_1	['GO:0005901', 'GO:0098797']	['CTNNB1', 'CDH1', 'CBL']
886	GO:BP	GO:0060396	growth hormone receptor signaling pathway	9.079937902394008e-05	True	"""The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."" [GOC:BHF, GOC:dph, PMID:11445442]"	26	103	4	17376	0.0388349514563106	0.1538461538461538	query_1	['GO:0007169', 'GO:0071378']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
887	GO:BP	GO:0071378	cellular response to growth hormone stimulus	9.079937902394008e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."" [GOC:mah]"	26	103	4	17376	0.0388349514563106	0.1538461538461538	query_1	['GO:0060416', 'GO:0071375']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
888	GO:BP	GO:2000209	regulation of anoikis	9.079937902394008e-05	True	"""Any process that modulates the frequency, rate or extent of anoikis."" [GOC:mah]"	26	103	4	17376	0.0388349514563106	0.1538461538461538	query_1	['GO:0042981', 'GO:0043276']	['ITGB1', 'SRC', 'ITGA5', 'PTK2']
889	GO:BP	GO:0150146	cell junction disassembly	9.079937902394008e-05	True	"""The disaggregation of a cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	26	103	4	17376	0.0388349514563106	0.1538461538461538	query_1	['GO:0022411', 'GO:0034330']	['ITGB1', 'TGFB3', 'PIK3R1', 'TGFBR1']
890	GO:BP	GO:0008354	germ cell migration	9.505001514816704e-05	True	"""The orderly movement of a cell specialized to produce haploid gametes through the embryo from its site of production to the place where the gonads will form."" [GOC:bf, GOC:jl]"	9	103	3	17376	0.029126213592233	0.3333333333333333	query_1	['GO:0007276', 'GO:0016477', 'GO:0022412']	['ITGB1', 'TGFB1', 'TGFBR1']
891	GO:BP	GO:0035635	entry of bacterium into host cell	9.505001514816704e-05	True	"""The process in which a bacterium enters a host cell. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:bf, PMID:21187937]"	9	103	3	17376	0.029126213592233	0.3333333333333333	query_1	['GO:0044409']	['ITGAV', 'SRC', 'CBL']
892	GO:BP	GO:0060982	coronary artery morphogenesis	9.505001514816704e-05	True	"""The process in which the anatomical structures of coronary arteries are generated and organized. Coronary arteries are blood vessels that transport blood to the heart muscle."" [GOC:mtg_heart]"	9	103	3	17376	0.029126213592233	0.3333333333333333	query_1	['GO:0048844', 'GO:0060977']	['VEGFA', 'TGFBR1', 'NRP1']
893	GO:BP	GO:0001954	positive regulation of cell-matrix adhesion	9.553402975511464e-05	True	"""Any process that activates or increases the rate or extent of cell adhesion to an extracellular matrix."" [GOC:hjd]"	54	103	5	17376	0.0485436893203883	0.0925925925925925	query_1	['GO:0001952', 'GO:0007160', 'GO:0010811']	['ITGB3', 'KDR', 'PTK2B', 'VEGFA', 'NRP1']
894	REAC	REAC:R-HSA-182971	EGFR downregulation	9.56127438729565e-05	True	EGFR downregulation	30	103	4	17376	0.0388349514563106	0.1333333333333333	query_1	['REAC:R-HSA-177929']	['EGFR', 'SH3KBP1', 'SH3GL2', 'CBL']
895	GO:BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	9.89172494425529e-05	True	"""Any process that modulates the frequency, rate or extent of signaling via a stress-activated protein kinase signaling cascade."" [GOC:mah]"	190	103	8	17376	0.0776699029126213	0.0421052631578947	query_1	['GO:0031098', 'GO:0080135', 'GO:1902531']	['RAPGEF1', 'CRK', 'HGF', 'FLT4', 'LYN', 'EGFR', 'PTK2B', 'VEGFA']
896	GO:BP	GO:0097305	response to alcohol	0.0001010358539512	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	103	9	17376	0.087378640776699	0.036	query_1	['GO:0010033', 'GO:1901700']	['CTNNB1', 'TGFBR2', 'FYN', 'CDH1', 'PTK2B', 'VCAM1', 'TGFBR1', 'ADAM15', 'CBL']
