LMNA-related cardiocutaneous progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
272	GO:BP	GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	0.0003135180351041	True	"""Any nucleotide-excision repair that is involved in interstrand cross-link repair."" [GOC:TermGenie, PMID:22064477]"	2	100	2	15719	0.02	1.0	query_1	['GO:0006289', 'GO:0036297']	['XPA', 'ERCC4']
271	GO:BP	GO:1904868	telomerase catalytic core complex assembly	0.0003135180351041	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase catalytic core complex."" [GO_REF:0000079, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	100	2	15719	0.02	1.0	query_1	['GO:1905323']	['ATR', 'ATM']
270	GO:BP	GO:1902298	cell cycle DNA replication maintenance of fidelity	0.0003135180351041	True	"""Any maintenance of fidelity that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	2	100	2	15719	0.02	1.0	query_1	['GO:0022402', 'GO:0044786', 'GO:0045005']	['BRCA2', 'RAD51']
269	GO:BP	GO:0044778	meiotic DNA integrity checkpoint signaling	0.0003135180351041	True	"""A signal transduction process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during meiosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	2	100	2	15719	0.02	1.0	query_1	['GO:0031570', 'GO:0033313']	['HUS1', 'HUS1B']
279	GO:BP	GO:0010390	histone monoubiquitination	0.0003315064424761	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	100	4	15719	0.04	0.1290322580645161	query_1	['GO:0006513', 'GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
280	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	0.0003518028327938	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3362	100	39	15719	0.39	0.011600237953599	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['RBBP8', 'LMNA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'WRN', 'TP53', 'PNKP', 'RNF8']
282	GO:BP	GO:0002712	regulation of B cell mediated immunity	0.0003528532257872	True	"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	62	100	5	15719	0.05	0.0806451612903225	query_1	['GO:0002706', 'GO:0002822', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
281	GO:BP	GO:0002889	regulation of immunoglobulin mediated immune response	0.0003528532257872	True	"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	62	100	5	15719	0.05	0.0806451612903225	query_1	['GO:0002712', 'GO:0016064']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
71	GO:CC	GO:0043564	Ku70:Ku80 complex	0.0003653497090461	True	"""Heterodimeric protein complex composed of a 70 kDa and a 80 kDa subunit, binds DNA through a channel formed by the heterodimer. Functions in DNA double stranded break repair, chromosome maintenance, transcription regulation, V(D)J recombination, and activation of DNA-PK."" [PMID:12518983]"	3	101	2	16420	0.0198019801980198	0.6666666666666666	query_1	['GO:0140513']	['XRCC6', 'XRCC5']
283	GO:BP	GO:0016570	histone modification	0.0003655143188087	True	"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	475	100	12	15719	0.12	0.0252631578947368	query_1	['GO:0036211']	['LMNA', 'PAXIP1', 'BRCA2', 'POLE3', 'RAD51', 'VRK1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'TP53', 'RNF8']
284	GO:BP	GO:0051340	regulation of ligase activity	0.0004024050370968	True	"""Any process that modulates the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate. Ligase is the systematic name for any enzyme of EC class 6."" [GOC:ai]"	12	100	3	15719	0.03	0.25	query_1	['GO:0050790']	['XRCC4', 'NHEJ1', 'XRCC1']
285	GO:BP	GO:0070914	UV-damage excision repair	0.0004024050370968	True	"""A DNA repair process that is initiated by an endonuclease that introduces a single-strand incision immediately 5' of a UV-induced damage site. UV-damage excision repair acts on both cyclobutane pyrimidine dimers (CPDs) and pyrimidine-pyrimidone 6-4 photoproducts (6-4PPs)."" [GOC:mah, PMID:9619100]"	12	100	3	15719	0.03	0.25	query_1	['GO:0006281', 'GO:0034644']	['XPA', 'POLD3', 'ERCC1']
286	GO:BP	GO:0045143	homologous chromosome segregation	0.0004374790965495	True	"""The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the first division of the meiotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner; this pairing off, referred to as synapsis, permits genetic recombination. One homolog (both sister chromatids) of each morphologic type goes into each of the resulting chromosome sets."" [GOC:ai, ISBN:0815316194]"	65	100	5	15719	0.05	0.0769230769230769	query_1	['GO:0007127', 'GO:0045132']	['BRIP1', 'MLH1', 'FANCD2', 'ATM', 'MRE11']
287	GO:BP	GO:0032212	positive regulation of telomere maintenance via telomerase	0.0004681316659081	True	"""Any process that activates or increases the frequency, rate or extent of the addition of telomeric repeats by telomerase."" [GOC:mah]"	34	100	4	15719	0.04	0.1176470588235294	query_1	['GO:0007004', 'GO:0032210', 'GO:1904358', 'GO:2000573']	['ATR', 'XRCC5', 'ATM', 'PNKP']
288	GO:BP	GO:0010225	response to UV-C	0.0005153053569011	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-C radiation stimulus. UV-C radiation (UV-C light) spans the wavelengths 100 to 280 nm."" [GOC:tb]"	13	100	3	15719	0.03	0.2307692307692307	query_1	['GO:0009411']	['BRCA2', 'WRN', 'TP53']
289	GO:BP	GO:0060218	hematopoietic stem cell differentiation	0.0005223374799107	True	"""The process in which a relatively unspecialized cell acquires specialized features of a hematopoietic stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:bf, GOC:BHF, GOC:dph, GOC:rl, PMID:15378083]"	35	100	4	15719	0.04	0.1142857142857142	query_1	['GO:0002244', 'GO:0048863']	['XRCC5', 'PRKDC', 'KAT5', 'TP53']
116	REAC	REAC:R-HSA-3371511	HSF1 activation	0.0005430876914996	True	HSF1 activation	12	96	3	10022	0.03125	0.25	query_1	['REAC:R-HSA-3371556']	['RPA2', 'RPA3', 'RPA1']
290	GO:BP	GO:0043462	regulation of ATP-dependent activity	0.0006165431389616	True	"""Any process that modulates the rate of an ATP-dependent activity."" [GOC:jl]"	70	100	5	15719	0.05	0.0714285714285714	query_1	['GO:0065009']	['MSH2', 'MSH3', 'MCM2', 'TP53', 'MSH6']
72	GO:CC	GO:0000152	nuclear ubiquitin ligase complex	0.0006319717664329	True	"""A ubiquitin ligase complex found in the nucleus."" [GOC:mah]"	47	101	4	16420	0.0396039603960396	0.0851063829787234	query_1	['GO:0000151', 'GO:0140513']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
291	GO:BP	GO:0048302	regulation of isotype switching to IgG isotypes	0.0006457844091651	True	"""Any process that modulates the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	14	100	3	15719	0.03	0.2142857142857142	query_1	['GO:0045191', 'GO:0048291']	['MSH2', 'PAXIP1', 'MLH1']
292	GO:BP	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	0.0006457844091651	True	"""Any process that activates or increases the frequency, rate or extent of telomere maintenance via telomere lengthening."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	37	100	4	15719	0.04	0.1081081081081081	query_1	['GO:0010833', 'GO:0032206', 'GO:1904356']	['ATR', 'XRCC5', 'ATM', 'PNKP']
75	GO:CC	GO:0016035	zeta DNA polymerase complex	0.0006894600352316	True	"""A heterodimeric DNA polymerase complex that catalyzes error-prone DNA synthesis in contexts such as translesion synthesis and double-stranded break repair. First characterized in Saccharomyces, in which the subunits are Rev3p and Rev7p; a third protein, Rev1p, is often associated with the polymerase dimer."" [PMID:16631579, PMID:16971464]"	4	101	2	16420	0.0198019801980198	0.5	query_1	['GO:0042575']	['POLD3', 'POLD2']
74	GO:CC	GO:0031436	BRCA1-BARD1 complex	0.0006894600352316	True	"""A heterodimeric complex comprising BRCA1 and BARD1, which possesses ubiquitin ligase activity and is involved in genome maintenance, possibly by functioning in surveillance for DNA damage."" [PMID:12787778]"	4	101	2	16420	0.0198019801980198	0.5	query_1	['GO:0000152']	['BRCA1', 'BARD1']
73	GO:CC	GO:0008623	CHRAC	0.0006894600352316	True	"""An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2H in mammals, Isw2 in S. cerevisiae), an ACF1 homolog, and additional small histone fold subunits (generally two of these, but Xenopus has only one and some additional non-conserved subunits). CHRAC plays roles in the regulation of RNA polymerase II transcription and in DNA replication and repair."" [GOC:bf, GOC:krc, PMID:15284901, PMID:16568949, PMID:21810179, PMID:9252192]"	4	101	2	16420	0.0198019801980198	0.5	query_1	['GO:0031010']	['POLE3', 'CHRAC1']
293	GO:BP	GO:0000082	G1/S transition of mitotic cell cycle	0.0007382625593951	True	"""The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."" [GOC:mtg_cell_cycle]"	227	100	8	15719	0.08	0.0352422907488986	query_1	['GO:0044772', 'GO:0044843']	['RBBP8', 'RPA2', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53', 'POLE']
294	GO:BP	GO:0002250	adaptive immune response	0.0007877213285227	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	517	100	12	15719	0.12	0.02321083172147	query_1	['GO:0006955']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
295	GO:BP	GO:0002637	regulation of immunoglobulin production	0.0007877213285227	True	"""Any process that modulates the frequency, rate, or extent of immunoglobulin production."" [GOC:add]"	74	100	5	15719	0.05	0.0675675675675675	query_1	['GO:0002377', 'GO:0002700']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
296	GO:BP	GO:0048291	isotype switching to IgG isotypes	0.0007877213285227	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of an IgG isotype, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and one of the IgG constant region gene segments in the immunoglobulin heavy chain locus."" [ISBN:0781735149, PMID:12370374, PMID:2113175, PMID:9186655]"	15	100	3	15719	0.03	0.2	query_1	['GO:0045190']	['MSH2', 'PAXIP1', 'MLH1']
297	GO:BP	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	0.0007877213285227	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	74	100	5	15719	0.05	0.0675675675675675	query_1	['GO:0000082', 'GO:1901991', 'GO:1902807', 'GO:2000045']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
298	GO:BP	GO:0048609	multicellular organismal reproductive process	0.0008014862071543	True	"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]"	867	100	16	15719	0.16	0.0184544405997693	query_1	['GO:0022414', 'GO:0032504']	['BRIP1', 'MSH2', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'FANCD2', 'ATM', 'KAT5', 'ORC4', 'RNF8', 'MSH6']
303	GO:BP	GO:1903516	regulation of single strand break repair	0.0008596176816985	True	"""Any process that modulates the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0000012', 'GO:0006282']	['PARP1', 'XRCC1']
302	GO:BP	GO:0034462	small-subunit processome assembly	0.0008596176816985	True	"""The aggregation, arrangement and bonding together of proteins and RNA molecules to form a small-subunit processome."" [GOC:mah]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0000028', 'GO:0022618']	['XRCC5', 'PRKDC']
301	GO:BP	GO:0097694	establishment of RNA localization to telomere	0.0008596176816985	True	"""The directed movement of RNA to a specific location in the telomeric region of a chromosome."" [GOC:BHF, GOC:BHF_telomere, GOC:rph, PMID:26586433]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0051236']	['ATR', 'ATM']
300	GO:BP	GO:0097695	establishment of protein-containing complex localization to telomere	0.0008596176816985	True	"""The directed movement of a protein-containing macromolecular complex to a specific location in the telomeric region of a chromosome."" [GOC:BHF, GOC:BHF_telomere, GOC:rph, PMID:26586433]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0031503', 'GO:0051234', 'GO:0070727']	['ATR', 'ATM']
299	GO:BP	GO:0006338	chromatin remodeling	0.0008596176816985	True	"""A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."" [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]"	444	100	11	15719	0.11	0.0247747747747747	query_1	['GO:0006325']	['LMNA', 'HLTF', 'APLF', 'H2AX', 'POLE3', 'BRCA1', 'CDK2', 'MCM2', 'CHRAC1', 'KAT5', 'TP53']
304	GO:BP	GO:0051129	negative regulation of cellular component organization	0.0008927951859234	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	695	100	14	15719	0.14	0.0201438848920863	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']	['LMNA', 'NBN', 'RAD50', 'RAD1', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATM', 'BRCA1', 'MCM2', 'XRCC1', 'TP53']
305	GO:BP	GO:0002714	positive regulation of B cell mediated immunity	0.0009268151776681	True	"""Any process that activates or increases the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	41	100	4	15719	0.04	0.0975609756097561	query_1	['GO:0002708', 'GO:0002712', 'GO:0002824', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
306	GO:BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	0.0009268151776681	True	"""Any process that activates or increases the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	41	100	4	15719	0.04	0.0975609756097561	query_1	['GO:0002714', 'GO:0002889', 'GO:0016064']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
307	GO:BP	GO:0000712	resolution of meiotic recombination intermediates	0.00093067558369	True	"""The cleavage and rejoining of intermediates, such as Holliday junctions, formed during meiotic recombination to produce two intact molecules in which genetic material has been exchanged."" [GOC:elh, PMID:11733053]"	16	100	3	15719	0.03	0.1875	query_1	['GO:0007131', 'GO:0045132', 'GO:0061982']	['MLH1', 'ERCC4', 'RMI1']
308	GO:BP	GO:0072520	seminiferous tubule development	0.00093067558369	True	"""The reproductive developmental process whose specific outcome is the progression of the seminiferous tubule over time, from its formation to the mature structure. Seminiferous tubules are ducts located in the testicles, and are the specific location of meiosis, and the subsequent creation of gametes, namely spermatozoa."" [GOC:BHF, GOC:mah, UBERON:0001343]"	16	100	3	15719	0.03	0.1875	query_1	['GO:0008584', 'GO:0035295', 'GO:0048608']	['BRIP1', 'WDR48', 'AR']
310	GO:BP	GO:1902807	negative regulation of cell cycle G1/S phase transition	0.0011556967784674	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	81	100	5	15719	0.05	0.0617283950617283	query_1	['GO:0044843', 'GO:1901988', 'GO:1902806']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
309	GO:BP	GO:0006513	protein monoubiquitination	0.0011556967784674	True	"""Addition of a single ubiquitin group to a protein."" [GOC:ai]"	81	100	5	15719	0.05	0.0617283950617283	query_1	['GO:0016567']	['WDR48', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
311	GO:BP	GO:0051865	protein autoubiquitination	0.001218420503394	True	"""The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink."" [GOC:ai]"	82	100	5	15719	0.05	0.0609756097560975	query_1	['GO:0016567']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
312	GO:BP	GO:0098813	nuclear chromosome segregation	0.001218420503394	True	"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]"	314	100	9	15719	0.09	0.0286624203821656	query_1	['GO:0007059']	['BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'KAT5', 'RMI2', 'RMI1']
313	GO:BP	GO:0032504	multicellular organism reproduction	0.0012668696006556	True	"""The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:isa_complete, GOC:jid]"	906	100	16	15719	0.16	0.0176600441501103	query_1	['GO:0000003', 'GO:0032501']	['BRIP1', 'MSH2', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'FANCD2', 'ATM', 'KAT5', 'ORC4', 'RNF8', 'MSH6']
