Nicolaides-Baraitser syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1418	GO:BP	GO:0048880	sensory system development	0.0093105332978335	True	"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]"	414	100	11	21110	0.11	0.0265700483091787	query_1	['GO:0048731']	['CTNNB1', 'HDAC1', 'SMARCA4', 'SKI', 'RARA', 'CDKN1B', 'SMAD3', 'HDAC2', 'THRB', 'SKIL', 'HIPK2']
1419	GO:MF	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	0.0094689130646793	True	"""Catalysis of the reaction: ATP + RNA polymerase II large subunit CTD heptapeptide repeat (consensus YSPTSPS) = ADP + H+ + phosphorylated RNA polymerase II."" [EC:2.7.11.23, GOC:mah, PMID:28248323]"	10	101	3	20195	0.0297029702970297	0.3	query_1	['GO:0004674', 'GO:0140994']	['CDK8', 'CDK7', 'CDK1']
1420	CORUM	CORUM:633	anti-BHC110 complex	0.009505459213703	True	anti-BHC110 complex	11	75	4	3383	0.0533333333333333	0.3636363636363636	query_1	['CORUM:0000000']	['HDAC1', 'RCOR1', 'HDAC2', 'KDM1A']
1421	GO:BP	GO:0009894	regulation of catabolic process	0.0097712254868203	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	1003	100	17	21110	0.17	0.0169491525423728	query_1	['GO:0009056', 'GO:0019222']	['AKT1', 'CDK5', 'FOXO3', 'SUMO1', 'SMAD4', 'EP300', 'E2F1', 'NCOR1', 'CDKN2A', 'CDK2', 'FOXO1', 'CDK4', 'CDKN1B', 'TP53', 'SMAD3', 'SMARCC1', 'HIPK2']
1422	GO:BP	GO:1902531	regulation of intracellular signal transduction	0.0097963232367816	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1728	100	23	21110	0.23	0.0133101851851851	query_1	['GO:0009966', 'GO:0035556']	['UBE2I', 'AKT1', 'PPARG', 'CCNB1', 'CTNNB1', 'HDAC1', 'CDKN2D', 'AR', 'WWTR1', 'SMAD4', 'EP300', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'CDKN2A', 'ESR1', 'FOXO1', 'PDE8A', 'TP53', 'KDM1A', 'SKIL', 'HIPK2']
1423	GO:BP	GO:0043085	positive regulation of catalytic activity	0.0098234927608198	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1116	100	18	21110	0.18	0.0161290322580645	query_1	['GO:0044093', 'GO:0050790']	['REST', 'UBE2I', 'AKT1', 'CDK5', 'PPARG', 'NR1H2', 'CTNNB1', 'NR1H3', 'CDKN1A', 'SKP1', 'CCND2', 'MNAT1', 'CDKN2A', 'ESR1', 'CCND3', 'CDKN1B', 'SMAD3', 'CCND1']
1424	MIRNA	MIRNA:hsa-miR-34a-3p	hsa-miR-34a-3p	0.0098396525956103	True	hsa-miR-34a-3p	81	99	6	14850	0.0606060606060606	0.074074074074074	query_1	['MIRNA:000000']	['CTNNB1', 'NCOR2', 'SMAD4', 'NCOR1', 'CDK6', 'CCND1']
1425	GO:CC	GO:0140288	GBAF complex	0.0098828868777225	True	"""A SWI/SNF subcomplex that incorporates two mutually exclusive paralogs, GLTSCR1 (glioma tumor suppressor candidate region gene 1) or GLTSCR1L (GLTSCR1-like), BRD9 (bromodomain-containing 9) and the BAF subunits BAF155, BAF60, SS18, BAF53a, and BRG1/BRM."" [PMID:29374058]"	14	101	3	22122	0.0297029702970297	0.2142857142857142	query_1	['GO:0070603']	['SMARCA4', 'SMARCA2', 'SMARCC1']
1426	GO:BP	GO:0050680	negative regulation of epithelial cell proliferation	0.0101031916496059	True	"""Any process that stops, prevents or reduces the rate or extent of epithelial cell proliferation."" [GOC:ai]"	140	100	7	21110	0.07	0.05	query_1	['GO:0008285', 'GO:0050673', 'GO:0050678']	['CDKN2B', 'WDR77', 'PPARG', 'RB1', 'AR', 'CDKN1B', 'CDK6']
1427	GO:BP	GO:0071456	cellular response to hypoxia	0.0101031916496059	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:mah]"	140	100	7	21110	0.07	0.05	query_1	['GO:0001666', 'GO:0033554', 'GO:0036294']	['PPARG', 'CCNA2', 'RBPJ', 'E2F1', 'CDKN1B', 'TP53', 'HIPK2']
1428	KEGG	KEGG:04659	Th17 cell differentiation	0.0101631303442033	True	Th17 cell differentiation	105	87	7	8161	0.0804597701149425	0.0666666666666666	query_1	['KEGG:00000']	['RXRA', 'RXRB', 'SMAD2', 'SMAD4', 'RUNX1', 'RARA', 'SMAD3']
1429	GO:BP	GO:0051130	positive regulation of cellular component organization	0.0101960522974524	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1119	100	18	21110	0.18	0.0160857908847185	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['CDK5', 'PPARG', 'NR1H2', 'CTNNB1', 'RB1', 'SIN3A', 'AR', 'SUMO1', 'RUNX1', 'EP300', 'MECP2', 'CDK2', 'ESR1', 'CDKN1B', 'TP53', 'SMAD3', 'KDM1A', 'SKIL']
1430	HPA	HPA:0170051	endometrium 2; glandular cells[≥Low]	0.0102939944398168	True	endometrium 2; glandular cells[≥Low]	6714	82	67	11006	0.8170731707317073	0.0099791480488531	query_1	['HPA:0170000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK5', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
1431	HP	HP:0000078	Abnormality of the genital system	0.0103617746692706	True	An abnormality of the genital system.	1662	45	30	4851	0.6666666666666666	0.0180505415162454	query_1	['HP:0000119']	['CDKN2B', 'TGIF1', 'AKT1', 'CREBBP', 'CDK8', 'PPARG', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'CDKN1A', 'AR', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'SMARCC2', 'SKI', 'CDKN2C', 'CDKN2A', 'ESR1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'SMAD3', 'KDM1A', 'CCND1']
1432	HPA	HPA:0400052	rectum; glandular cells[≥Medium]	0.0105440910594676	True	rectum; glandular cells[≥Medium]	6099	82	63	11006	0.7682926829268293	0.0103295622233152	query_1	['HPA:0400051']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'CUL1', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'HIPK2']
1433	TF	TF:M07208_1	Factor: EGR1; motif: NCNCCGCCCCCGCN; match class: 1	0.010620907083671	True	Factor: EGR1; motif: NCNCCGCCCCCGCN; match class: 1	2247	101	28	20011	0.2772277227722772	0.0124610591900311	query_1	['TF:M07208']	['UBE2I', 'TGIF1', 'AKT1', 'CREBBP', 'PPARG', 'RBL2', 'NR1H2', 'RB1', 'HDAC1', 'CCNE1', 'FOXG1', 'E2F5', 'SUMO1', 'SKP1', 'RBPJ', 'CCND2', 'SMARCC2', 'RCOR1', 'SP1', 'KAT2B', 'CCND3', 'DRAP1', 'SMAD3', 'KDM1A', 'SKIL', 'CDK6', 'HIPK2', 'CCND1']
1434	TF	TF:M09761_1	Factor: EGR1; motif: NGNGKGGGYGGNGS; match class: 1	0.0108162969533289	True	Factor: EGR1; motif: NGNGKGGGYGGNGS; match class: 1	1612	101	23	20011	0.2277227722772277	0.0142679900744416	query_1	['TF:M09761']	['UBE2I', 'TGIF1', 'AKT1', 'CREBBP', 'PPARG', 'COPRS', 'NR1H2', 'HDAC1', 'SMARCA4', 'CCNE1', 'SIN3A', 'E2F5', 'AR', 'WWTR1', 'CCND2', 'RCOR1', 'KAT2B', 'CCND3', 'DRAP1', 'SKIL', 'CDK6', 'HIPK2', 'CCND1']
1435	GO:BP	GO:0043065	positive regulation of apoptotic process	0.0108671892052207	True	"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	507	100	12	21110	0.12	0.0236686390532544	query_1	['GO:0006915', 'GO:0042981', 'GO:0043068']	['REST', 'CDK5', 'PPARG', 'FOXO3', 'CTNNB1', 'SMAD4', 'E2F1', 'CDKN2A', 'FOXO1', 'TP53', 'SKIL', 'NCOA1']
1436	WP	WP:WP4155	Endometrial cancer	0.0109192578117605	True	Endometrial cancer	63	93	6	8133	0.064516129032258	0.0952380952380952	query_1	['WP:000000']	['AKT1', 'FOXO3', 'CTNNB1', 'CDKN1A', 'TP53', 'CCND1']
1437	HPA	HPA:0620222	vagina; squamous epithelial cells[≥Medium]	0.0109646376432892	True	vagina; squamous epithelial cells[≥Medium]	4042	82	48	11006	0.5853658536585366	0.0118753092528451	query_1	['HPA:0620221']	['REST', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CKS1B', 'PPARG', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA2', 'TBL1X', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'SMARCB1', 'SKP1', 'EP300', 'MECP2', 'E2F1', 'GPS2', 'NCOR1', 'HDAC3', 'CDK1', 'SMARCC2', 'SNW1', 'CDKN2C', 'RCOR1', 'SP1', 'ESR1', 'CDKN1B', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'SMARCC1', 'NCOA1', 'HIPK2']
1438	GO:BP	GO:0006511	ubiquitin-dependent protein catabolic process	0.0110175437526736	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]"	696	100	14	21110	0.14	0.0201149425287356	query_1	['GO:0019941']	['UBE2I', 'AKT1', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'SKP1', 'CDKN2A', 'CDK2', 'SKP2', 'CUL1', 'TBL1XR1', 'SMARCC1', 'HIPK2']
1439	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0110963953508272	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	142	100	7	21110	0.07	0.0492957746478873	query_1	['GO:0042127', 'GO:0048659']	['AKT1', 'PPARG', 'CTNNB1', 'HDAC1', 'CDKN1A', 'MNAT1', 'CDKN1B']
1440	HP	HP:0006716	Hereditary nonpolyposis colorectal carcinoma	0.0111478166624113	True	Hereditary nonpolyposis colorectal carcinoma	32	45	5	4851	0.1111111111111111	0.15625	query_1	['HP:0002672', 'HP:0100834']	['AKT1', 'CTNNB1', 'EP300', 'TP53', 'CCND1']
1441	GO:BP	GO:0007420	brain development	0.0111495917018559	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	798	100	15	21110	0.15	0.018796992481203	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['CDK5', 'CTNNB1', 'HDAC1', 'FOXG1', 'NCOR2', 'SIN3A', 'RBPJ', 'MECP2', 'E2F1', 'MNAT1', 'SKI', 'RARA', 'TP53', 'KDM1A', 'CDK6']
1442	WP	WP:WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	0.0112380947130831	True	Sudden infant death syndrome (SIDS) susceptibility pathways	159	93	9	8133	0.0967741935483871	0.0566037735849056	query_1	['WP:000000']	['REST', 'CREBBP', 'CTNNB1', 'HDAC1', 'AR', 'EP300', 'MECP2', 'SP1', 'THRB']
1443	GO:BP	GO:0019216	regulation of lipid metabolic process	0.0113031911185358	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	342	100	10	21110	0.1	0.0292397660818713	query_1	['GO:0006629', 'GO:0080090']	['REST', 'AKT1', 'PPARG', 'NR1H2', 'NCOA2', 'NR1H3', 'GPS2', 'NCOR1', 'CDK4', 'TBL1XR1']
1444	HP	HP:0025269	Panic attack	0.0113648818539326	True	A sudden episode of intense fear in a situation in which there is no danger or apparent cause.	55	45	6	4851	0.1333333333333333	0.109090909090909	query_1	['HP:0100852']	['CREBBP', 'CTNNB1', 'EP300', 'MECP2', 'CDKN2A', 'TP53']
1445	HPA	HPA:0250123	hippocampus; glial cells[High]	0.0114183450173293	True	hippocampus; glial cells[High]	549	82	14	11006	0.1707317073170731	0.0255009107468123	query_1	['HPA:0250122']	['RBL2', 'SMARCA4', 'TBL1X', 'WWTR1', 'SMAD2', 'SMARCB1', 'SKP1', 'MECP2', 'SMARCC2', 'SNW1', 'RCOR1', 'TBL1XR1', 'HDAC2', 'HIPK2']
1446	MIRNA	MIRNA:hsa-miR-15a-5p	hsa-miR-15a-5p	0.0116190391692489	True	hsa-miR-15a-5p	716	99	16	14850	0.1616161616161616	0.0223463687150838	query_1	['MIRNA:000000']	['CDKN2B', 'CCNE2', 'CCNE1', 'NCOR2', 'CDKN1A', 'RBPJ', 'CCND2', 'CDK1', 'SKI', 'RCOR1', 'FOXO1', 'TBL1XR1', 'TP53', 'SMAD3', 'CDK6', 'CCND1']
1447	MIRNA	MIRNA:hsa-miR-21-5p	hsa-miR-21-5p	0.0116591902026004	True	hsa-miR-21-5p	636	99	15	14850	0.1515151515151515	0.0235849056603773	query_1	['MIRNA:000000']	['REST', 'NCOA3', 'TGIF1', 'FOXO3', 'RB1', 'SMARCA4', 'CDKN1A', 'E2F2', 'E2F1', 'SP1', 'FOXO1', 'SKP2', 'TBL1XR1', 'TP53', 'CDK6']
1448	HPA	HPA:0400051	rectum; glandular cells[≥Low]	0.0116705798892367	True	rectum; glandular cells[≥Low]	7057	82	69	11006	0.8414634146341463	0.0097775258608473	query_1	['HPA:0400000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'SKP2', 'CDKN1B', 'CUL1', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'NCOA1', 'HIPK2']
1449	GO:MF	GO:0008270	zinc ion binding	0.0116730255996882	True	"""Binding to a zinc ion (Zn)."" [GOC:ai]"	838	101	15	20195	0.1485148514851485	0.0178997613365155	query_1	['GO:0046914']	['RXRA', 'CREBBP', 'PPARG', 'NR1H2', 'RXRB', 'NR1H3', 'AR', 'EP300', 'MNAT1', 'SKI', 'ESR1', 'RARA', 'TP53', 'SMAD3', 'THRB']
1450	HP	HP:0000163	Abnormal oral cavity morphology	0.0117321005889757	True	Abnormality of the oral cavity, i.e., the opening or hollow part of the mouth.	2095	45	34	4851	0.7555555555555555	0.0162291169451073	query_1	['HP:0031816']	['REST', 'CDKN2B', 'TGIF1', 'AKT1', 'CREBBP', 'CDK5', 'PPARG', 'RBL2', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'SIN3A', 'CDKN1A', 'AR', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'CCND2', 'SMARCC2', 'SKI', 'CDKN2C', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'SMAD3', 'KDM1A', 'CDK6']
1451	HP	HP:0031816	Abnormal oral morphology	0.0117321005889757	True	Any structural anomaly of the mouth, which is also known as the oral cavity.	2095	45	34	4851	0.7555555555555555	0.0162291169451073	query_1	['HP:0000153']	['REST', 'CDKN2B', 'TGIF1', 'AKT1', 'CREBBP', 'CDK5', 'PPARG', 'RBL2', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'SIN3A', 'CDKN1A', 'AR', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'CCND2', 'SMARCC2', 'SKI', 'CDKN2C', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'SMAD3', 'KDM1A', 'CDK6']
1452	TF	TF:M09894_1	Factor: E2F-4; motif: SNGGGCGGGAANN; match class: 1	0.011828873044763	True	Factor: E2F-4; motif: SNGGGCGGGAANN; match class: 1	14291	101	91	20011	0.900990099009901	0.0063676439717304	query_1	['TF:M09894']	['REST', 'UBE2I', 'NRIP1', 'CDKN2B', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'OGFRL1', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'COPRS', 'CCNB1', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'GPS2', 'HDAC3', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1']
1453	GO:BP	GO:0006979	response to oxidative stress	0.011944370199115	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	425	100	11	21110	0.11	0.0258823529411764	query_1	['GO:0006950']	['REST', 'AKT1', 'FOXO3', 'CTNNB1', 'SIN3A', 'CDK1', 'SP1', 'FOXO1', 'PDE8A', 'TP53', 'HDAC2']
1454	GO:BP	GO:0010661	positive regulation of muscle cell apoptotic process	0.0120761148333175	True	"""Any process that increases the rate or frequency of muscle cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a muscle cell and result in its death."" [GOC:dph, GOC:mtg_apoptosis, GOC:tb]"	25	100	4	21110	0.04	0.16	query_1	['GO:0010657', 'GO:0010660', 'GO:0043065']	['PPARG', 'SMAD4', 'CDKN2A', 'TP53']
1455	HP	HP:0011361	Congenital abnormal hair pattern	0.012089617425167	True	A congenital abnormality of the distribution of hair growth.	296	45	12	4851	0.2666666666666666	0.0405405405405405	query_1	['HP:0010720']	['CREBBP', 'CDK5', 'PPARG', 'RBL2', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'EP300', 'SMARCC2', 'TBL1XR1', 'KDM1A']
1456	GO:CC	GO:0001741	XY body	0.0123126428657999	True	"""A structure found in a male mammalian spermatocyte containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery."" [GOC:hjd, GOC:mr, PMID:20622855, Wikipedia:XY_sex-determination_system]"	15	101	3	22122	0.0297029702970297	0.2	query_1	['GO:0000803']	['SUMO1', 'SMARCB1', 'SMARCC1']
1457	GO:CC	GO:0090571	RNA polymerase II transcription repressor complex	0.0123126428657999	True	"""A protein complex, located in the nucleus, that possesses activity that prevents or downregulates transcription from a RNA polymerase II promoter."" [GOC:tb]"	15	101	3	22122	0.0297029702970297	0.2	query_1	['GO:0017053', 'GO:0140513']	['FOXO3', 'CTNNB1', 'DRAP1']
1458	GO:BP	GO:0045599	negative regulation of fat cell differentiation	0.0123338870975243	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]"	54	100	5	21110	0.05	0.0925925925925925	query_1	['GO:0045444', 'GO:0045596', 'GO:0045598']	['WWTR1', 'E2F1', 'GPS2', 'FOXO1', 'SMAD3']
1459	GO:BP	GO:0060331	negative regulation of response to type II interferon	0.0123422401090764	True	"""Any process that decreases the rate, frequency or extent of a response to type II interferon (interferon-gamma). Response to interferon gamma is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus."" [GOC:dph]"	8	100	3	21110	0.03	0.375	query_1	['GO:0034341', 'GO:0045824', 'GO:0060330', 'GO:0060761']	['PPARG', 'NR1H2', 'NR1H3']
1460	GO:BP	GO:0060336	negative regulation of type II interferon-mediated signaling pathway	0.0123422401090764	True	"""Any process that decreases the rate, frequency or extent of an interferon-gamma-mediated signaling pathway."" [GOC:dph]"	8	100	3	21110	0.03	0.375	query_1	['GO:0001960', 'GO:0060331', 'GO:0060333', 'GO:0060334']	['PPARG', 'NR1H2', 'NR1H3']
1461	GO:BP	GO:1904179	positive regulation of adipose tissue development	0.0123422401090764	True	"""Any process that activates or increases the frequency, rate or extent of adipose tissue development."" [GO_REF:0000058, GOC:TermGenie, PMID:23081848]"	8	100	3	21110	0.03	0.375	query_1	['GO:0051094', 'GO:0051240', 'GO:0060612', 'GO:1904177']	['PPARG', 'NCOA2', 'NCOA1']
1462	WP	WP:WP4746	Thyroid hormones production and peripheral downstream signaling effects	0.0123868678571403	True	Thyroid hormones production and peripheral downstream signaling effects	93	93	7	8133	0.075268817204301	0.075268817204301	query_1	['WP:000000']	['RXRA', 'PPARG', 'CTNNB1', 'FOXO1', 'TP53', 'KDM1A', 'THRB']
1463	HP	HP:0000853	Goiter	0.0126407192818533	True	An enlargement of the thyroid gland.	56	45	6	4851	0.1333333333333333	0.1071428571428571	query_1	['HP:0011772']	['CDKN2B', 'AKT1', 'CDKN1A', 'CDKN2C', 'CDKN1B', 'THRB']
1464	GO:BP	GO:0007093	mitotic cell cycle checkpoint signaling	0.0127377255763079	True	"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	145	100	7	21110	0.07	0.0482758620689655	query_1	['GO:0000075', 'GO:0045930', 'GO:1903047']	['CCNB1', 'CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
