GAPO syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
156	GO:BP	GO:0036258	multivesicular body assembly	0.0005432171726878	True	"""The aggregation, arrangement and bonding together of a set of components to form a multivesicular body, a type of late endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."" [GOC:sart, PMID:11566881, PMID:19571114]"	32	98	4	15719	0.0408163265306122	0.125	query_1	['GO:0036257', 'GO:0070925']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
157	GO:BP	GO:0097120	receptor localization to synapse	0.0005851694181881	True	"""Any process in which a receptor is transported to, and/or maintained at the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, GOC:sjp, PMID:21525273]"	64	98	5	15719	0.0510204081632653	0.078125	query_1	['GO:0031503']	['STX7', 'STX3', 'STX1B', 'SNAP25', 'SNAP47']
158	GO:BP	GO:1901632	regulation of synaptic vesicle membrane organization	0.0005921658352838	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle membrane organization."" [GOC:TermGenie, PMID:22426000]"	12	98	3	15719	0.0306122448979591	0.25	query_1	['GO:0048499', 'GO:0051128']	['SYT1', 'STXBP1', 'RAB3A']
159	GO:BP	GO:0031630	regulation of synaptic vesicle fusion to presynaptic active zone membrane	0.0005921658352838	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle fusion to the presynaptic membrane."" [GOC:mah]"	12	98	3	15719	0.0306122448979591	0.25	query_1	['GO:0031338', 'GO:0031629', 'GO:1901632']	['SYT1', 'STXBP1', 'RAB3A']
160	GO:BP	GO:0036257	multivesicular body organization	0.0005999137813012	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a multivesicular body. A multivesicular body is a type of late endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."" [GOC:sart, PMID:11566881]"	33	98	4	15719	0.0408163265306122	0.1212121212121212	query_1	['GO:0007032']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
161	GO:BP	GO:0030301	cholesterol transport	0.0006120566759919	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah, ISBN:0198506732]"	106	98	6	15719	0.0612244897959183	0.0566037735849056	query_1	['GO:0015918']	['VPS52', 'VPS54', 'VPS53', 'STX12', 'FURIN', 'VPS51']
33	REAC	REAC:R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0006190788156978	True	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	126	82	7	10022	0.0853658536585365	0.0555555555555555	query_1	['REAC:R-HSA-1280218']	['CLEC4G', 'COLEC12', 'CD99', 'PILRA', 'PILRB', 'PIANP', 'NPDC1']
162	GO:BP	GO:0007009	plasma membrane organization	0.0006305216699915	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the plasma membrane."" [GOC:dph, GOC:jl, GOC:mah]"	156	98	7	15719	0.0714285714285714	0.0448717948717948	query_1	['GO:0010256', 'GO:0061024']	['CHMP2A', 'ATP10A', 'COLEC12', 'ATP8B1', 'DNM2', 'STX4', 'RAB3A']
110	GO:CC	GO:0098978	glutamatergic synapse	0.0006315667458376	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	404	101	10	16420	0.099009900990099	0.0247524752475247	query_1	['GO:0045202']	['SYT1', 'STX1A', 'STX3', 'DNM2', 'STX4', 'SNAP25', 'HSPA8', 'STXBP1', 'SNAP47', 'NAPA']
111	GO:CC	GO:0043227	membrane-bounded organelle	0.0006559295913785	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12219	101	90	16420	0.8910891089108911	0.0073655781978885	query_1	['GO:0043226']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'PILRA', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'TPP2', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'NID2', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
163	GO:BP	GO:0032366	intracellular sterol transport	0.000664285054359	True	"""The directed movement of sterols within cells."" [GOC:mah]"	34	98	4	15719	0.0408163265306122	0.1176470588235294	query_1	['GO:0015918', 'GO:0032365']	['VPS52', 'VPS54', 'VPS53', 'VPS51']
164	GO:BP	GO:0043473	pigmentation	0.0006673646531957	True	"""The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."" [GOC:jl]"	108	98	6	15719	0.0612244897959183	0.0555555555555555	query_1	['GO:0008150']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
112	GO:CC	GO:0030134	COPII-coated ER to Golgi transport vesicle	0.0006787406265428	True	"""A vesicle with a coat formed of the COPII coat complex proteins. The COPII coat complex is formed by the Sec23p/Sec24p and the Sec13p/Sec31p heterodimers. COPII-associated vesicles transport proteins from the rough endoplasmic reticulum to the Golgi apparatus (anterograde transport)."" [PMID:11252894, PMID:17499046, PMID:22160157, PMID:8004676, Wikipedia:COPII]"	88	101	5	16420	0.0495049504950495	0.0568181818181818	query_1	['GO:0030135']	['VTI1B', 'VTI1A', 'GOSR2', 'SEC22B', 'STX5']
165	GO:BP	GO:0002444	myeloid leukocyte mediated immunity	0.0006984829145033	True	"""Any process involved in the carrying out of an immune response by a myeloid leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	109	98	6	15719	0.0612244897959183	0.055045871559633	query_1	['GO:0002443']	['VAMP7', 'VAMP2', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
166	GO:BP	GO:0009306	protein secretion	0.0007073618921497	True	"""The controlled release of proteins from a cell."" [GOC:ai]"	348	98	10	15719	0.1020408163265306	0.028735632183908	query_1	['GO:0015031', 'GO:0032940', 'GO:0035592']	['AP1B1', 'STX1A', 'AP1S1', 'AP1M2', 'AP1G1', 'STXBP5', 'STX4', 'SNAP25', 'EIPR1', 'RAB3A']
167	GO:BP	GO:0035592	establishment of protein localization to extracellular region	0.0007201963239116	True	"""The directed movement of a protein to a specific location within the extracellular region."" [GOC:bf, GOC:BHF]"	349	98	10	15719	0.1020408163265306	0.0286532951289398	query_1	['GO:0045184', 'GO:0071692']	['AP1B1', 'STX1A', 'AP1S1', 'AP1M2', 'AP1G1', 'STXBP5', 'STX4', 'SNAP25', 'EIPR1', 'RAB3A']
168	GO:BP	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.0007212550969074	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide covalently tagged with ubiquitin, via the multivesicular body (MVB) sorting pathway; ubiquitin-tagged proteins are sorted into MVBs, and delivered to a lysosome/vacuole for degradation."" [GOC:jl, PMID:11511343]"	35	98	4	15719	0.0408163265306122	0.1142857142857142	query_1	['GO:0006511']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
169	GO:BP	GO:0051608	histamine transport	0.0007212550969074	True	"""The directed movement of histamine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Histamine is a physiologically active amine, found in plant and animal tissue and released from mast cells as part of an allergic reaction in humans."" [GOC:ai]"	13	98	3	15719	0.0306122448979591	0.2307692307692307	query_1	['GO:0071702', 'GO:0071705']	['VAMP7', 'SNAP23', 'VAMP8']
113	GO:CC	GO:0031082	BLOC complex	0.0007703765528952	True	"""Any of several protein complexes required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes, platelet dense granules, and other related organelles; acronym for biogenesis of lysosomal-related organelles complex."" [PMID:15102850, PMID:15261680]"	20	101	3	16420	0.0297029702970297	0.15	query_1	['GO:0140535']	['SNAP25', 'STX12', 'SNAP47']
170	GO:BP	GO:0071692	protein localization to extracellular region	0.000815483345752	True	"""Any process in which a protein is transported from one specific location in the extracellular region to another, or maintained in a specific extracellular location."" [GOC:mah]"	355	98	10	15719	0.1020408163265306	0.028169014084507	query_1	['GO:0008104']	['AP1B1', 'STX1A', 'AP1S1', 'AP1M2', 'AP1G1', 'STXBP5', 'STX4', 'SNAP25', 'EIPR1', 'RAB3A']
171	GO:BP	GO:0045324	late endosome to vacuole transport	0.0008891936230542	True	"""The directed movement of substances from late endosomes to the vacuole. In yeast, after transport to the prevacuolar compartment, endocytic content is delivered to the late endosome and on to the vacuole. This pathway is analogous to endosome to lysosome transport."" [PMID:11872141]"	37	98	4	15719	0.0408163265306122	0.1081081081081081	query_1	['GO:0007034', 'GO:0016192']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
34	REAC	REAC:R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	0.0009109980378888	True	Endosomal Sorting Complex Required For Transport (ESCRT)	31	82	4	10022	0.048780487804878	0.1290322580645161	query_1	['REAC:R-HSA-199991']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
115	GO:CC	GO:0035577	azurophil granule membrane	0.0010748199768788	True	"""The lipid bilayer surrounding an azurophil granule, a primary lysosomal granule found in neutrophil granulocytes that contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:bf, PMID:17152095]"	54	101	4	16420	0.0396039603960396	0.074074074074074	query_1	['GO:0005765', 'GO:0030667', 'GO:0042582']	['VAMP7', 'TMEM30A', 'VAMP8', 'SNAP29']
114	GO:CC	GO:0042995	cell projection	0.0010748199768788	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2233	101	27	16420	0.2673267326732673	0.0120913569189431	query_1	['GO:0110165']	['VAMP7', 'APBA3', 'MLF1', 'VTI1A', 'SYT1', 'VAMP2', 'ATP8B1', 'STX1A', 'SH3BP1', 'SLC17A7', 'SDCCAG8', 'STX3', 'SLC18A3', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'ANTXR1', 'VAMP3', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'SNAP29', 'RAB3A']
116	GO:CC	GO:0055038	recycling endosome membrane	0.001082625608845	True	"""The lipid bilayer surrounding a recycling endosome."" [GOC:jid, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101]"	98	101	5	16420	0.0495049504950495	0.0510204081632653	query_1	['GO:0010008', 'GO:0055037']	['VTI1B', 'STX6', 'VAMP3', 'STX12', 'VAMP8']
174	GO:BP	GO:0043306	positive regulation of mast cell degranulation	0.0011046098736394	True	"""Any process that activates or increases the frequency, rate or extent of mast cell degranulation."" [ISBN:0781735149]"	15	98	3	15719	0.0306122448979591	0.2	query_1	['GO:0033008', 'GO:0043302', 'GO:0043303', 'GO:0043304']	['VAMP7', 'STXBP1', 'VAMP8']
173	GO:BP	GO:1903543	positive regulation of exosomal secretion	0.0011046098736394	True	"""Any process that activates or increases the frequency, rate or extent of exosomal secretion."" [GO_REF:0000058, GOC:TermGenie, PMID:24105262]"	15	98	3	15719	0.0306122448979591	0.2	query_1	['GO:0044089', 'GO:0045921', 'GO:1903541', 'GO:1990182']	['CHMP2A', 'HGS', 'STAM']
172	GO:BP	GO:0033008	positive regulation of mast cell activation involved in immune response	0.0011046098736394	True	"""Any process that activates or increases the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]"	15	98	3	15719	0.0306122448979591	0.2	query_1	['GO:0002279', 'GO:0033005', 'GO:0033006', 'GO:0050778']	['VAMP7', 'STXBP1', 'VAMP8']
175	GO:BP	GO:0015918	sterol transport	0.0011247389950327	True	"""The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:ai]"	120	98	6	15719	0.0612244897959183	0.05	query_1	['GO:0006869', 'GO:0015850']	['VPS52', 'VPS54', 'VPS53', 'STX12', 'FURIN', 'VPS51']
117	GO:CC	GO:0098888	extrinsic component of presynaptic membrane	0.0011543077862852	True	"""The component of the presynaptic membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:autophagy, GOC:mf]"	5	101	2	16420	0.0198019801980198	0.4	query_1	['GO:0042734', 'GO:0099243']	['PICALM', 'STXBP1']
176	GO:BP	GO:0016189	synaptic vesicle to endosome fusion	0.001239816638659	True	"""Fusion of a synaptic vesicle with an endosome."" [GOC:curators, PMID:10099709]"	3	98	2	15719	0.0204081632653061	0.6666666666666666	query_1	['GO:0007032', 'GO:0048284', 'GO:0099532']	['STX6', 'VAMP4']
177	GO:BP	GO:0032509	endosome transport via multivesicular body sorting pathway	0.0012925775306409	True	"""The directed movement of substances from endosomes to lysosomes or vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the target compartment."" [GOC:mah, PMID:12461556, PMID:16689637]"	41	98	4	15719	0.0408163265306122	0.0975609756097561	query_1	['GO:0016197', 'GO:0071985']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
178	GO:BP	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.001323132160351	True	"""The process of directing proteins towards the vacuole that contributes to protein catabolism via the multivesicular body (MVB) pathway."" [GOC:jl, PMID:11511343]"	16	98	3	15719	0.0306122448979591	0.1875	query_1	['GO:0006886', 'GO:0032511', 'GO:0043162', 'GO:0072666']	['HGS', 'STAM2', 'STAM']
35	REAC	REAC:R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	0.0014017088222681	True	InlB-mediated entry of Listeria monocytogenes into host cell	14	82	3	10022	0.0365853658536585	0.2142857142857142	query_1	['REAC:R-HSA-8876384']	['HGS', 'STAM2', 'STAM']
36	REAC	REAC:R-HSA-5682910	LGI-ADAM interactions	0.0014017088222681	True	LGI-ADAM interactions	14	82	3	10022	0.0365853658536585	0.2142857142857142	query_1	['REAC:R-HSA-1266738']	['STX1A', 'STX1B', 'LGI3']
179	GO:BP	GO:0017158	regulation of calcium ion-dependent exocytosis	0.0014060421756779	True	"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	42	98	4	15719	0.0408163265306122	0.0952380952380952	query_1	['GO:0017156', 'GO:1903305']	['SYT1', 'STX1A', 'STXBP1', 'RAB3A']
37	REAC	REAC:R-HSA-5250958	Toxicity of botulinum toxin type B (botB)	0.0014957043910932	True	Toxicity of botulinum toxin type B (botB)	3	82	2	10022	0.024390243902439	0.6666666666666666	query_1	['REAC:R-HSA-168799']	['SYT1', 'VAMP2']
180	GO:BP	GO:0006898	receptor-mediated endocytosis	0.0014986592427672	True	"""An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles."" [GOC:mah, ISBN:0716731363]"	244	98	8	15719	0.0816326530612244	0.0327868852459016	query_1	['GO:0006897']	['HGS', 'PICALM', 'CLTC', 'AP1S1', 'DNM2', 'SNAP25', 'IGF2R', 'HSPG2']
183	GO:BP	GO:0006623	protein targeting to vacuole	0.0015093354109215	True	"""The process of directing proteins towards the vacuole, usually using signals contained within the protein."" [GOC:curators]"	43	98	4	15719	0.0408163265306122	0.0930232558139534	query_1	['GO:0006605', 'GO:0007034', 'GO:0072666']	['HGS', 'VPS54', 'VPS53', 'HSPA8']
182	GO:BP	GO:1903539	protein localization to postsynaptic membrane	0.0015093354109215	True	"""A process in which a protein is transported to, or maintained in, a location within a postsynaptic membrane."" [GO_REF:0000087, GOC:kmv, GOC:TermGenie, PMID:9753322]"	43	98	4	15719	0.0408163265306122	0.0930232558139534	query_1	['GO:0062237', 'GO:0072657', 'GO:1990778']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
181	GO:BP	GO:0051954	positive regulation of amine transport	0.0015093354109215	True	"""Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of amines into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	43	98	4	15719	0.0408163265306122	0.0930232558139534	query_1	['GO:0015837', 'GO:0051050', 'GO:0051952']	['SYT1', 'STX1A', 'SLC18A3', 'STXBP1']
185	GO:BP	GO:1903541	regulation of exosomal secretion	0.0015392081836831	True	"""Any process that modulates the frequency, rate or extent of exosomal secretion."" [GO_REF:0000058, GOC:TermGenie, PMID:24105262]"	17	98	3	15719	0.0306122448979591	0.1764705882352941	query_1	['GO:0017157', 'GO:1990182']	['CHMP2A', 'HGS', 'STAM']
184	GO:BP	GO:0045956	positive regulation of calcium ion-dependent exocytosis	0.0015392081836831	True	"""Any process that activates or increases the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	17	98	3	15719	0.0306122448979591	0.1764705882352941	query_1	['GO:0017156', 'GO:0017158', 'GO:1903307']	['SYT1', 'STX1A', 'STXBP1']
186	GO:BP	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	0.0015759549889626	True	"""The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi."" [GOC:ascb_2009, GOC:dph, GOC:jp, GOC:tb, ISBN:0716731363]"	129	98	6	15719	0.0612244897959183	0.0465116279069767	query_1	['GO:0046907', 'GO:0048193']	['VAMP7', 'GOSR1', 'VTI1A', 'BET1', 'SEC22B', 'STX5']
