GAPO syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
331	GO:CC	GO:0043226	organelle	0.0006639308191047	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12942	101	90	17376	0.8910891089108911	0.0069541029207232	query_1	['GO:0110165']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'PILRA', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'TPP2', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'NID2', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
332	GO:BP	GO:0045324	late endosome to vacuole transport	0.0006801953121178	True	"""The directed movement of substances from late endosomes to the vacuole. In yeast, after transport to the prevacuolar compartment, endocytic content is delivered to the late endosome and on to the vacuole. This pathway is analogous to endosome to lysosome transport."" [PMID:11872141]"	37	101	4	17376	0.0396039603960396	0.1081081081081081	query_1	['GO:0007034', 'GO:0016192']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
333	REAC	REAC:R-HSA-112315	Transmission across Chemical Synapses	0.0007087884407488	True	Transmission across Chemical Synapses	252	101	8	17376	0.0792079207920792	0.0317460317460317	query_1	['REAC:R-HSA-112316']	['SYT1', 'VAMP2', 'STX1A', 'SLC17A7', 'SLC18A3', 'SNAP25', 'HSPA8', 'RAB3A']
334	GO:BP	GO:0065003	protein-containing complex assembly	0.0007326120131278	True	"""The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex."" [GOC:jl]"	1550	101	22	17376	0.2178217821782178	0.0141935483870967	query_1	['GO:0022607', 'GO:0043933']	['CHMP2A', 'SYT1', 'PICALM', 'CLTC', 'VAMP2', 'STX1A', 'PILRB', 'VAMP4', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'VAMP3', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
335	GO:BP	GO:0015918	sterol transport	0.0007795081426547	True	"""The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:ai]"	120	101	6	17376	0.0594059405940594	0.05	query_1	['GO:0006869', 'GO:0015850']	['VPS52', 'VPS54', 'VPS53', 'STX12', 'FURIN', 'VPS51']
336	GO:CC	GO:0005622	intracellular anatomical structure	0.0007875566095485	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13677	101	93	17376	0.9207920792079208	0.0067997367843825	query_1	['GO:0110165']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CD99', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'TPP2', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'ZFAND5', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
337	GO:CC	GO:0055038	recycling endosome membrane	0.0008222623274128	True	"""The lipid bilayer surrounding a recycling endosome."" [GOC:jid, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101]"	98	101	5	17376	0.0495049504950495	0.0510204081632653	query_1	['GO:0010008', 'GO:0055037']	['VTI1B', 'STX6', 'VAMP3', 'STX12', 'VAMP8']
338	GO:CC	GO:0035577	azurophil granule membrane	0.0008343652993271	True	"""The lipid bilayer surrounding an azurophil granule, a primary lysosomal granule found in neutrophil granulocytes that contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:bf, PMID:17152095]"	54	101	4	17376	0.0396039603960396	0.074074074074074	query_1	['GO:0005765', 'GO:0030667', 'GO:0042582']	['VAMP7', 'TMEM30A', 'VAMP8', 'SNAP29']
339	GO:BP	GO:0043306	positive regulation of mast cell degranulation	0.0008841241566364	True	"""Any process that activates or increases the frequency, rate or extent of mast cell degranulation."" [ISBN:0781735149]"	15	101	3	17376	0.0297029702970297	0.2	query_1	['GO:0033008', 'GO:0043302', 'GO:0043303', 'GO:0043304']	['VAMP7', 'STXBP1', 'VAMP8']
340	GO:BP	GO:0007267	cell-cell signaling	0.0008841241566364	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1571	101	22	17376	0.2178217821782178	0.0140038192234245	query_1	['GO:0007154', 'GO:0023052']	['VAMP7', 'APBA3', 'SYT1', 'VAMP2', 'STX1A', 'VPS54', 'SLC17A7', 'STX3', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'EIPR1', 'FURIN', 'NAPA', 'RAB3A']
341	GO:BP	GO:1903543	positive regulation of exosomal secretion	0.0008841241566364	True	"""Any process that activates or increases the frequency, rate or extent of exosomal secretion."" [GO_REF:0000058, GOC:TermGenie, PMID:24105262]"	15	101	3	17376	0.0297029702970297	0.2	query_1	['GO:0044089', 'GO:0045921', 'GO:1903541', 'GO:1990182']	['CHMP2A', 'HGS', 'STAM']
342	GO:BP	GO:0033008	positive regulation of mast cell activation involved in immune response	0.0008841241566364	True	"""Any process that activates or increases the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]"	15	101	3	17376	0.0297029702970297	0.2	query_1	['GO:0002279', 'GO:0033005', 'GO:0033006', 'GO:0050778']	['VAMP7', 'STXBP1', 'VAMP8']
343	GO:BP	GO:0006898	receptor-mediated endocytosis	0.0009442869702948	True	"""An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles."" [GOC:mah, ISBN:0716731363]"	244	101	8	17376	0.0792079207920792	0.0327868852459016	query_1	['GO:0006897']	['HGS', 'PICALM', 'CLTC', 'AP1S1', 'DNM2', 'SNAP25', 'IGF2R', 'HSPG2']
344	GO:BP	GO:0032509	endosome transport via multivesicular body sorting pathway	0.0009790199741938	True	"""The directed movement of substances from endosomes to lysosomes or vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the target compartment."" [GOC:mah, PMID:12461556, PMID:16689637]"	41	101	4	17376	0.0396039603960396	0.0975609756097561	query_1	['GO:0016197', 'GO:0071985']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
345	GO:CC	GO:0098888	extrinsic component of presynaptic membrane	0.0010058948018399	True	"""The component of the presynaptic membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:autophagy, GOC:mf]"	5	101	2	17376	0.0198019801980198	0.4	query_1	['GO:0042734', 'GO:0099243']	['PICALM', 'STXBP1']
346	GO:BP	GO:0016189	synaptic vesicle to endosome fusion	0.0010544899141364	True	"""Fusion of a synaptic vesicle with an endosome."" [GOC:curators, PMID:10099709]"	3	101	2	17376	0.0198019801980198	0.6666666666666666	query_1	['GO:0007032', 'GO:0048284', 'GO:0099532']	['STX6', 'VAMP4']
347	REAC	REAC:R-HSA-8876384	Listeria monocytogenes entry into host cells	0.001057774547887	True	Listeria monocytogenes entry into host cells	19	101	3	17376	0.0297029702970297	0.1578947368421052	query_1	['REAC:R-HSA-5663205']	['HGS', 'STAM2', 'STAM']
348	REAC	REAC:R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	0.001057774547887	True	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	19	101	3	17376	0.0297029702970297	0.1578947368421052	query_1	['REAC:R-HSA-9609507']	['VAMP2', 'STX1A', 'STX5']
349	GO:BP	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.0010596066003525	True	"""The process of directing proteins towards the vacuole that contributes to protein catabolism via the multivesicular body (MVB) pathway."" [GOC:jl, PMID:11511343]"	16	101	3	17376	0.0297029702970297	0.1875	query_1	['GO:0006886', 'GO:0032511', 'GO:0043162', 'GO:0072666']	['HGS', 'STAM2', 'STAM']
350	GO:BP	GO:0017158	regulation of calcium ion-dependent exocytosis	0.0010596066003525	True	"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	42	101	4	17376	0.0396039603960396	0.0952380952380952	query_1	['GO:0017156', 'GO:1903305']	['SYT1', 'STX1A', 'STXBP1', 'RAB3A']
351	REAC	REAC:R-HSA-1236974	ER-Phagosome pathway	0.0010709845566886	True	ER-Phagosome pathway	90	101	5	17376	0.0495049504950495	0.0555555555555555	query_1	['REAC:R-HSA-1236975']	['STX4', 'SNAP23', 'VAMP3', 'SEC22B', 'VAMP8']
352	GO:BP	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	0.0011006707282809	True	"""The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi."" [GOC:ascb_2009, GOC:dph, GOC:jp, GOC:tb, ISBN:0716731363]"	129	101	6	17376	0.0594059405940594	0.0465116279069767	query_1	['GO:0046907', 'GO:0048193']	['VAMP7', 'GOSR1', 'VTI1A', 'BET1', 'SEC22B', 'STX5']
353	GO:BP	GO:1903539	protein localization to postsynaptic membrane	0.0011382149012575	True	"""A process in which a protein is transported to, or maintained in, a location within a postsynaptic membrane."" [GO_REF:0000087, GOC:kmv, GOC:TermGenie, PMID:9753322]"	43	101	4	17376	0.0396039603960396	0.0930232558139534	query_1	['GO:0062237', 'GO:0072657', 'GO:1990778']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
354	GO:BP	GO:0051954	positive regulation of amine transport	0.0011382149012575	True	"""Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of amines into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	43	101	4	17376	0.0396039603960396	0.0930232558139534	query_1	['GO:0015837', 'GO:0051050', 'GO:0051952']	['SYT1', 'STX1A', 'SLC18A3', 'STXBP1']
355	GO:BP	GO:0006623	protein targeting to vacuole	0.0011382149012575	True	"""The process of directing proteins towards the vacuole, usually using signals contained within the protein."" [GOC:curators]"	43	101	4	17376	0.0396039603960396	0.0930232558139534	query_1	['GO:0006605', 'GO:0007034', 'GO:0072666']	['HGS', 'VPS54', 'VPS53', 'HSPA8']
356	REAC	REAC:R-HSA-5250955	Toxicity of botulinum toxin type D (botD)	0.0011420041381115	True	Toxicity of botulinum toxin type D (botD)	4	101	2	17376	0.0198019801980198	0.5	query_1	['REAC:R-HSA-168799']	['VAMP2', 'VAMP1']
357	REAC	REAC:R-HSA-5250981	Toxicity of botulinum toxin type F (botF)	0.0011420041381115	True	Toxicity of botulinum toxin type F (botF)	4	101	2	17376	0.0198019801980198	0.5	query_1	['REAC:R-HSA-168799']	['VAMP2', 'VAMP1']
358	REAC	REAC:R-HSA-6807004	Negative regulation of MET activity	0.0011420041381115	True	Negative regulation of MET activity	20	101	3	17376	0.0297029702970297	0.15	query_1	['REAC:R-HSA-6806834']	['HGS', 'STAM2', 'STAM']
359	GO:BP	GO:0006605	protein targeting	0.0011490242346207	True	"""The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."" [GOC:ma]"	324	101	9	17376	0.0891089108910891	0.0277777777777777	query_1	['GO:0006886']	['HGS', 'VPS52', 'VPS54', 'AP1M2', 'ZFAND6', 'AP1S3', 'VPS53', 'HSPA8', 'VPS51']
360	GO:BP	GO:0043933	protein-containing complex organization	0.0011712625880126	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1727	101	23	17376	0.2277227722772277	0.013317892298784	query_1	['GO:0016043']	['CHMP2A', 'SYT1', 'PICALM', 'CLTC', 'VAMP2', 'STX1A', 'SH3BP1', 'PILRB', 'VAMP4', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'VAMP3', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
361	GO:BP	GO:0062237	protein localization to postsynapse	0.0011959820414191	True	"""Any process in which a protein is transported to, and/or maintained at the postsynapse, the part of a synapse that is part of the post-synaptic cell."" [PMID:31189538]"	44	101	4	17376	0.0396039603960396	0.0909090909090909	query_1	['GO:0035418']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
362	GO:BP	GO:1990849	vacuolar localization	0.0011959820414191	True	"""Any process in which the vacuole is transported to, and/or maintained in, a specific location within the cell."" [PMID:26283797]"	83	101	5	17376	0.0495049504950495	0.0602409638554216	query_1	['GO:0051640']	['VAMP7', 'SNAP23', 'STXBP1', 'VAMP8', 'RAB3A']
363	GO:BP	GO:0090148	membrane fission	0.0011959820414191	True	"""A process that is carried out at the cellular level which results in the separation of a single continuous membrane into two membranes."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	44	101	4	17376	0.0396039603960396	0.0909090909090909	query_1	['GO:0061024']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
364	GO:BP	GO:0045956	positive regulation of calcium ion-dependent exocytosis	0.0011959820414191	True	"""Any process that activates or increases the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	17	101	3	17376	0.0297029702970297	0.1764705882352941	query_1	['GO:0017156', 'GO:0017158', 'GO:1903307']	['SYT1', 'STX1A', 'STXBP1']
365	GO:BP	GO:1903541	regulation of exosomal secretion	0.0011959820414191	True	"""Any process that modulates the frequency, rate or extent of exosomal secretion."" [GO_REF:0000058, GOC:TermGenie, PMID:24105262]"	17	101	3	17376	0.0297029702970297	0.1764705882352941	query_1	['GO:0017157', 'GO:1990182']	['CHMP2A', 'HGS', 'STAM']
366	GO:BP	GO:0032418	lysosome localization	0.0011959820414191	True	"""Any process in which a lysosome is transported to, and/or maintained in, a specific location."" [GOC:mah]"	83	101	5	17376	0.0495049504950495	0.0602409638554216	query_1	['GO:1990849']	['VAMP7', 'SNAP23', 'STXBP1', 'VAMP8', 'RAB3A']
367	GO:BP	GO:0015748	organophosphate ester transport	0.0012738393450554	True	"""The directed movement of organophosphate esters into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organophosphate esters are small organic molecules containing phosphate ester bonds."" [GOC:mcc]"	134	101	6	17376	0.0594059405940594	0.044776119402985	query_1	['GO:0071702']	['ATP10D', 'ATP10A', 'ATP8B1', 'TMEM30A', 'ATP11A', 'ATP10B']
368	GO:CC	GO:0042470	melanosome	0.0013571343319282	True	"""A tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. Melanosomes are synthesized in melanocyte cells."" [GOC:jl, PMID:11584301]"	110	101	5	17376	0.0495049504950495	0.0454545454545454	query_1	['GO:0048770']	['CLTC', 'STX3', 'RAB9A', 'SEC22B', 'HSPA8']
369	GO:CC	GO:0048770	pigment granule	0.0013571343319282	True	"""A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes."" [GOC:jid, GOC:mh]"	110	101	5	17376	0.0495049504950495	0.0454545454545454	query_1	['GO:0031410']	['CLTC', 'STX3', 'RAB9A', 'SEC22B', 'HSPA8']
370	GO:BP	GO:0065008	regulation of biological quality	0.0014209674561728	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2764	101	31	17376	0.3069306930693069	0.0112156295224312	query_1	['GO:0065007']	['VAMP7', 'SYT1', 'ATP10D', 'ATP10A', 'PICALM', 'VAMP2', 'ATP8B1', 'TMEM30A', 'ATP11A', 'STX1A', 'SH3BP1', 'SLC17A7', 'ATP10B', 'STX3', 'SLC18A3', 'STXBP5', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'EIPR1', 'FURIN', 'NAPA', 'RAB3A']
371	REAC	REAC:R-HSA-199977	ER to Golgi Anterograde Transport	0.0014900200295931	True	ER to Golgi Anterograde Transport	153	101	6	17376	0.0594059405940594	0.0392156862745098	query_1	['REAC:R-HSA-199991', 'REAC:R-HSA-948021']	['GOSR1', 'GOSR2', 'BET1', 'SEC22B', 'NAPA', 'STX5']
