Geroderma osteodysplastica	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1361	GO:BP	GO:1903898	negative regulation of PERK-mediated unfolded protein response	0.0019088606576231	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of the PERK-mediated unfolded protein response."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22013210]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0036499', 'GO:1900102', 'GO:1903897']	['NCK1', 'NCK2']
1362	GO:BP	GO:1903903	regulation of establishment of T cell polarity	0.0019088606576231	True	"""Any process that modulates the frequency, rate or extent of establishment of T cell polarity."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:23575248]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0001768', 'GO:2000114']	['ABL2', 'DOCK8']
1363	GO:BP	GO:0060462	lung lobe development	0.0019088606576231	True	"""The biological process whose specific outcome is the progression of a lung lobe from an initial condition to its mature state. This process begins with the formation of a lung lobe by branching morphogenesis and ends with the mature structure. A lung lobe is one of the rounded projections that compose the lung."" [GOC:dph]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0030324', 'GO:0048856']	['FGFR2', 'TGFBR2']
1364	GO:BP	GO:0071864	positive regulation of cell proliferation in bone marrow	0.0019088606576231	True	"""A process that activates or increases the frequency, rate or extent of cell proliferation in the bone marrow."" [GOC:mah, GOC:yaf, PMID:17063141]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0008284', 'GO:0071838', 'GO:0071863']	['FGFR2', 'SHC1']
1365	GO:BP	GO:0032878	regulation of establishment or maintenance of cell polarity	0.0019239082345575	True	"""Any process that modulates the frequency, rate or extent of the specification, formation or maintenance of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	27	100	3	17376	0.03	0.1111111111111111	query_1	['GO:0007163', 'GO:0050794']	['ABL2', 'DOCK8', 'PTK2B']
1366	GO:BP	GO:1900078	positive regulation of cellular response to insulin stimulus	0.0019239082345575	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]"	27	100	3	17376	0.03	0.1111111111111111	query_1	['GO:0032869', 'GO:0048522', 'GO:0048584', 'GO:1900076']	['SRC', 'PRKCZ', 'PTPN11']
1367	GO:BP	GO:0043200	response to amino acid	0.0019256096970115	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]"	113	100	5	17376	0.05	0.0442477876106194	query_1	['GO:0001101', 'GO:0010243', 'GO:1901700']	['FYN', 'LYN', 'EGFR', 'PIK3CA', 'PDGFRA']
1368	GO:BP	GO:0060537	muscle tissue development	0.0019546900980167	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	400	100	9	17376	0.09	0.0225	query_1	['GO:0009888']	['ITGB1', 'SMAD7', 'FGFR2', 'CTNNB1', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3', 'PDGFRA']
1369	GO:BP	GO:0097120	receptor localization to synapse	0.0019739182311737	True	"""Any process in which a receptor is transported to, and/or maintained at the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, GOC:sjp, PMID:21525273]"	64	100	4	17376	0.04	0.0625	query_1	['GO:0031503']	['ITGB3', 'HRAS', 'ERBB2', 'PRKCZ']
1370	REAC	REAC:R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	0.0019763067313052	True	Cell death signalling via NRAGE, NRIF and NADE	74	100	4	17376	0.04	0.054054054054054	query_1	['REAC:R-HSA-193704']	['SOS1', 'SQSTM1', 'VAV1', 'TRAF6']
1371	GO:CC	GO:0014069	postsynaptic density	0.0019967446212578	True	"""An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:BHF, GOC:dos, GOC:ef, GOC:jid, GOC:pr, GOC:sjp, http://molneuro.kaist.ac.kr/psd, PMID:14532281, Wikipedia:Postsynaptic_density]"	320	100	8	17376	0.08	0.025	query_1	['GO:0032279', 'GO:0099572']	['SRC', 'CTNNB1', 'SOS1', 'FYN', 'LYN', 'PTK2B', 'PRKCZ', 'NCK2']
1372	REAC	REAC:R-HSA-1250342	PI3K events in ERBB4 signaling	0.0020108874260353	True	PI3K events in ERBB4 signaling	8	100	2	17376	0.02	0.25	query_1	['REAC:R-HSA-1236394']	['PIK3R1', 'PIK3CA']
1373	REAC	REAC:R-HSA-418886	Netrin mediated repulsion signals	0.0020108874260353	True	Netrin mediated repulsion signals	8	100	2	17376	0.02	0.25	query_1	['REAC:R-HSA-373752']	['SRC', 'PTPN11']
1374	REAC	REAC:R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	0.0020108874260353	True	Cross-presentation of particulate exogenous antigens (phagosomes)	8	100	2	17376	0.02	0.25	query_1	['REAC:R-HSA-1236975']	['ITGB5', 'ITGAV']
1375	GO:BP	GO:0071396	cellular response to lipid	0.0020235259089301	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]"	582	100	11	17376	0.11	0.0189003436426116	query_1	['GO:0033993', 'GO:0071310']	['SRC', 'SPP1', 'FGFR2', 'PLCG2', 'ABL2', 'LYN', 'TGFB1', 'EGFR', 'SYK', 'PTK2B', 'TRAF6']
1376	GO:BP	GO:0052548	regulation of endopeptidase activity	0.0020302640476179	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	320	100	8	17376	0.08	0.025	query_1	['GO:0052547']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'VTN', 'LCK', 'SMAD3']
1377	GO:BP	GO:1904062	regulation of monoatomic cation transmembrane transport	0.0020302640476179	True	"""Any process that modulates the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]"	320	100	8	17376	0.08	0.025	query_1	['GO:0034765', 'GO:0098655']	['ITGB1', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
1378	GO:BP	GO:0051402	neuron apoptotic process	0.0020376104702788	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	244	100	7	17376	0.07	0.0286885245901639	query_1	['GO:0006915', 'GO:0070997']	['TGFB3', 'CTNNB1', 'PRKCI', 'PIK3CA', 'KDR', 'HRAS', 'PTK2B']
1379	GO:BP	GO:0006355	regulation of DNA-templated transcription	0.002038346911625	True	"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	3136	100	32	17376	0.32	0.010204081632653	query_1	['GO:0006351', 'GO:0010468', 'GO:1903506']	['MET', 'NCK1', 'SMURF2', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'SQSTM1', 'PRKCI', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'HRAS', 'SYK', 'ERBB2', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'NCK2']
1380	GO:BP	GO:0031349	positive regulation of defense response	0.0020483286544454	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	403	100	9	17376	0.09	0.0223325062034739	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']	['SRC', 'PIK3AP1', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'TRAF6']
1381	GO:BP	GO:1903506	regulation of nucleic acid-templated transcription	0.0020578475331562	True	"""Any process that modulates the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	3138	100	32	17376	0.32	0.0101975780752071	query_1	['GO:0097659', 'GO:2001141']	['MET', 'NCK1', 'SMURF2', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'SQSTM1', 'PRKCI', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'HRAS', 'SYK', 'ERBB2', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'NCK2']
1382	GO:CC	GO:0031528	microvillus membrane	0.0020761278443089	True	"""The portion of the plasma membrane surrounding a microvillus."" [GOC:mah]"	28	100	3	17376	0.03	0.1071428571428571	query_1	['GO:0005902', 'GO:0031253']	['ITGAV', 'ITGB3', 'CTNNB1']
1383	GO:BP	GO:0071300	cellular response to retinoic acid	0.0020775167388142	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a retinoic acid stimulus."" [GOC:mah]"	65	100	4	17376	0.04	0.0615384615384615	query_1	['GO:0032526', 'GO:0071396', 'GO:1901701']	['FGFR2', 'ABL2', 'LYN', 'PTK2B']
1384	GO:BP	GO:0036474	cell death in response to hydrogen peroxide	0.0021181862983177	True	"""Any biological process that results in permanent cessation of all vital functions of a cell upon exposure to hydrogen peroxide (H2O2)."" [GOC:bf, GOC:PARL]"	28	100	3	17376	0.03	0.1071428571428571	query_1	['GO:0036473', 'GO:0070301']	['MET', 'HGF', 'PYCR1']
1385	GO:BP	GO:0060055	angiogenesis involved in wound healing	0.0021181862983177	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:dph, PMID:15039218]"	28	100	3	17376	0.03	0.1071428571428571	query_1	['GO:0001525', 'GO:0042060']	['PIK3CB', 'ITGB3', 'KDR']
1386	GO:BP	GO:0030162	regulation of proteolysis	0.0021221322826643	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	683	100	12	17376	0.12	0.0175695461200585	query_1	['GO:0006508', 'GO:0051246']	['SRC', 'SMAD7', 'HGF', 'FYN', 'LYN', 'SYK', 'SMURF1', 'PTK2B', 'VTN', 'PTK2', 'LCK', 'SMAD3']
1387	GO:BP	GO:0008654	phospholipid biosynthetic process	0.0021221322826643	True	"""The chemical reactions and pathways resulting in the formation of a phospholipid, a lipid containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]"	246	100	7	17376	0.07	0.0284552845528455	query_1	['GO:0006644', 'GO:0008610', 'GO:0090407']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1388	GO:BP	GO:0030278	regulation of ossification	0.0021385280326387	True	"""Any process that modulates the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:go_curators]"	116	100	5	17376	0.05	0.043103448275862	query_1	['GO:0001503', 'GO:0051239']	['SMAD7', 'TGFB1', 'PTK2B', 'SMAD3', 'PTPN11']
1389	REAC	REAC:R-HSA-1483257	Phospholipid metabolism	0.0021648084150642	True	Phospholipid metabolism	197	100	6	17376	0.06	0.0304568527918781	query_1	['REAC:R-HSA-556833']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1390	GO:BP	GO:1900076	regulation of cellular response to insulin stimulus	0.0021759545108142	True	"""Any process that modulates the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]"	66	100	4	17376	0.04	0.0606060606060606	query_1	['GO:0032869', 'GO:0048583', 'GO:0050794']	['NCK1', 'SRC', 'PRKCZ', 'PTPN11']
1391	GO:BP	GO:0006911	phagocytosis, engulfment	0.0021759545108142	True	"""The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."" [GOC:curators, ISBN:0781735149]"	66	100	4	17376	0.04	0.0606060606060606	query_1	['GO:0006909', 'GO:0099024']	['DOCK1', 'PLCG2', 'FCGR1A', 'ELMO1']
1392	GO:BP	GO:0016032	viral process	0.0021759545108142	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	407	100	9	17376	0.09	0.0221130221130221	query_1	['GO:0008150']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'PARD6A', 'ITGA5', 'EGFR', 'ITGB6', 'F11R']
1393	GO:BP	GO:0046847	filopodium assembly	0.0021759545108142	True	"""The assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:dph, GOC:mah, GOC:tb, PMID:16337369, PMID:18464790]"	66	100	4	17376	0.04	0.0606060606060606	query_1	['GO:0120031']	['TGFB3', 'PIK3R1', 'WASL', 'TGFBR1']
1394	GO:BP	GO:0032774	RNA biosynthetic process	0.0021759545108142	True	"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]"	3290	100	33	17376	0.33	0.0100303951367781	query_1	['GO:0009059', 'GO:0016070', 'GO:0034654']	['MET', 'NCK1', 'SMURF2', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'SQSTM1', 'PXN', 'PRKCI', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'HRAS', 'SYK', 'ERBB2', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'NCK2']
1395	GO:BP	GO:0001885	endothelial cell development	0.0021759545108142	True	"""The progression of an endothelial cell over time, from its formation to the mature structure."" [GOC:dph]"	66	100	4	17376	0.04	0.0606060606060606	query_1	['GO:0002064', 'GO:0045446']	['MET', 'RAPGEF1', 'VCL', 'F11R']
1396	GO:BP	GO:0009620	response to fungus	0.0021759545108142	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."" [GOC:hb]"	66	100	4	17376	0.04	0.0606060606060606	query_1	['GO:0051707']	['CRK', 'PLCG2', 'TGFB1', 'SYK']
1397	GO:BP	GO:0006913	nucleocytoplasmic transport	0.0022512433029887	True	"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]"	326	100	8	17376	0.08	0.0245398773006134	query_1	['GO:0051169']	['PIK3R2', 'PIK3R1', 'SQSTM1', 'TGFB1', 'SYK', 'SMURF1', 'SMAD3', 'PTPN11']
1398	GO:BP	GO:0051169	nuclear transport	0.0022512433029887	True	"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]"	326	100	8	17376	0.08	0.0245398773006134	query_1	['GO:0046907']	['PIK3R2', 'PIK3R1', 'SQSTM1', 'TGFB1', 'SYK', 'SMURF1', 'SMAD3', 'PTPN11']
1399	GO:BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	0.0022557666046856	True	"""Any process that modulates the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	249	100	7	17376	0.07	0.0281124497991967	query_1	['GO:0031399', 'GO:0070647']	['SMAD7', 'CTNNB1', 'USP4', 'SQSTM1', 'FYN', 'TRAF6', 'TGFBR1']
1400	GO:BP	GO:0014070	response to organic cyclic compound	0.002274065496841	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	895	100	14	17376	0.14	0.0156424581005586	query_1	['GO:0010033']	['RAPGEF1', 'KITLG', 'SRC', 'SPP1', 'TGFB3', 'CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'EGFR', 'PIK3CA', 'PTK2B', 'TGFBR1', 'CBL']
1401	GO:BP	GO:2001141	regulation of RNA biosynthetic process	0.0022794820433033	True	"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]"	3159	100	32	17376	0.32	0.0101297879075656	query_1	['GO:0010556', 'GO:0031326', 'GO:0032774', 'GO:0051252']	['MET', 'NCK1', 'SMURF2', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'SQSTM1', 'PRKCI', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'HRAS', 'SYK', 'ERBB2', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'NCK2']
1402	GO:BP	GO:0002260	lymphocyte homeostasis	0.0022860413776259	True	"""The process of regulating the proliferation and elimination of lymphocytes such that the total number of lymphocytes within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, PMID:15826826, PMID:16319493, PMID:16551252, PMID:16551262]"	67	100	4	17376	0.04	0.0597014925373134	query_1	['GO:0001776']	['SOS1', 'LAT', 'LYN', 'TGFB1']
1403	GO:BP	GO:0034394	protein localization to cell surface	0.0022860413776259	True	"""A process in which a protein is transported to, or maintained in, a location within the external part of the cell wall and/or plasma membrane."" [GOC:mah]"	67	100	4	17376	0.04	0.0597014925373134	query_1	['GO:0008104']	['CTNNB1', 'USP4', 'VCL', 'SMURF1']
1404	GO:BP	GO:0031100	animal organ regeneration	0.0022860413776259	True	"""The regrowth of a lost or destroyed animal organ."" [GOC:mah]"	67	100	4	17376	0.04	0.0597014925373134	query_1	['GO:0031099', 'GO:0048513']	['HGF', 'TGFBR2', 'TGFB1', 'VTN']
1405	GO:BP	GO:0097305	response to alcohol	0.002296493814746	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	100	7	17376	0.07	0.028	query_1	['GO:0010033', 'GO:1901700']	['FGFR2', 'CTNNB1', 'TGFBR2', 'FYN', 'PTK2B', 'TGFBR1', 'CBL']
