Mandibuloacral dysplasia with type A lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
527	GO:BP	GO:0007129	homologous chromosome pairing at meiosis	0.0017746147601995	True	"""The meiotic cell cycle process where side by side pairing and physical juxtaposition of homologous chromosomes is created during meiotic prophase. Homologous chromosome pairing begins when the chromosome arms begin to pair from the clustered telomeres and ends when synaptonemal complex or linear element assembly is complete."" [GOC:mtg_cell_cycle, PMID:22582262, PMID:23117617, PMID:31811152]"	53	102	4	17376	0.0392156862745098	0.0754716981132075	query_1	['GO:0045143', 'GO:0070192']	['BRIP1', 'MLH1', 'FANCD2', 'MRE11']
528	REAC	REAC:R-HSA-3371453	Regulation of HSF1-mediated heat shock response	0.001813676498412	True	Regulation of HSF1-mediated heat shock response	67	102	4	17376	0.0392156862745098	0.0597014925373134	query_1	['REAC:R-HSA-3371556']	['RPA2', 'RPA3', 'RPA1', 'ATM']
529	GO:BP	GO:0030183	B cell differentiation	0.0018441468669486	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	102	6	17376	0.0588235294117647	0.0394736842105263	query_1	['GO:0030098', 'GO:0042113']	['MSH2', 'DCLRE1C', 'NHEJ1', 'ATM', 'PRKDC', 'TP53']
530	GO:CC	GO:0000803	sex chromosome	0.0018464522744301	True	"""A chromosome involved in sex determination."" [GOC:elh]"	29	102	3	17376	0.0294117647058823	0.1034482758620689	query_1	['GO:0005694']	['H2AX', 'BRCA1', 'CDK2']
531	REAC	REAC:R-HSA-110357	Displacement of DNA glycosylase by APEX1	0.001958604889419	True	Displacement of DNA glycosylase by APEX1	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['REAC:R-HSA-73933']	['OGG1', 'APEX1']
532	GO:BP	GO:0019222	regulation of metabolic process	0.0020254172401164	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6232	102	54	17376	0.5294117647058824	0.0086649550706033	query_1	['GO:0008152', 'GO:0050789']	['RBBP8', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'POLA1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'BANF1', 'RNF8', 'MSH6']
533	GO:BP	GO:0033153	T cell receptor V(D)J recombination	0.0022279939167452	True	"""The process in which T cell receptor V, D, and J, or V and J gene segments, depending on the specific locus, are recombined within a single locus utilizing the conserved heptamer and nonomer recombination signal sequences (RSS)."" [GOC:add, ISBN:0781700221]"	5	102	2	17376	0.0196078431372549	0.4	query_1	['GO:0002681', 'GO:0033151']	['LIG4', 'PRKDC']
534	GO:BP	GO:0048296	regulation of isotype switching to IgA isotypes	0.0022279939167452	True	"""Any process that modulates the frequency, rate or extent of isotype switching to IgA isotypes."" [GOC:jid]"	5	102	2	17376	0.0196078431372549	0.4	query_1	['GO:0045191', 'GO:0048290']	['MSH2', 'MLH1']
535	GO:BP	GO:0002681	somatic recombination of T cell receptor gene segments	0.0022279939167452	True	"""The process in which T cell receptor genes are formed through recombination of the germline genetic elements, also known as T cell receptor gene segments."" [GOC:add, ISBN:0781735149]"	5	102	2	17376	0.0196078431372549	0.4	query_1	['GO:0002562', 'GO:0002568']	['LIG4', 'PRKDC']
536	GO:BP	GO:0002568	somatic diversification of T cell receptor genes	0.0022279939167452	True	"""The somatic process that results in the generation of sequence diversity of T cell receptor genes."" [GOC:add, ISBN:0781735149]"	5	102	2	17376	0.0196078431372549	0.4	query_1	['GO:0002200', 'GO:0030217']	['LIG4', 'PRKDC']
537	GO:BP	GO:1901563	response to camptothecin	0.0022279939167452	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a camptothecin stimulus."" [GOC:TermGenie]"	5	102	2	17376	0.0196078431372549	0.4	query_1	['GO:0014070', 'GO:0043279', 'GO:0097305']	['BLM', 'RAD51']
538	GO:BP	GO:0006998	nuclear envelope organization	0.0024512887226016	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear envelope."" [GOC:dph, GOC:ems, GOC:jl, GOC:mah]"	58	102	4	17376	0.0392156862745098	0.0689655172413793	query_1	['GO:0006997', 'GO:0010256', 'GO:0061024']	['LMNA', 'VRK1', 'EMD', 'BANF1']
539	GO:BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	0.0026144059899344	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	163	102	6	17376	0.0588235294117647	0.0368098159509202	query_1	['GO:0000082', 'GO:1901990', 'GO:1902806']	['RPA2', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53']
540	GO:CC	GO:0070531	BRCA1-A complex	0.0026541687550955	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, RAP80/UIMC1, BRCC3/BRCC36, BRE/BRCC45, FAM175A/CCDC98/Abraxas and MERIT40/NBA1, and specifically recognizes and binds K63-linked polyubiquitin chains present on histone H2A and H2AX at DNA damage sites."" [GOC:mah, PMID:19261749]"	8	102	2	17376	0.0196078431372549	0.25	query_1	['GO:0140513']	['BRCA1', 'BARD1']
541	GO:CC	GO:0110165	cellular anatomical entity	0.0027495218024681	True	"""A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex."" [GOC:kmv]"	16238	102	102	17376	1.0	0.0062815617686907	query_1	['GO:0005575']	['RBBP8', 'MICOS10', 'HUS1', 'RPA4', 'MTX3', 'MTX2', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MICOS13', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'MTX1', 'CHCHD3', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'RPA3', 'PMS2', 'PARP1', 'APOOL', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'TOP3A', 'CCDC127', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'CARD19', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'APOO', 'CHCHD6', 'POLD1', 'BARD1', 'POLB', 'WRN', 'EMD', 'RMI2', 'POLE2', 'DNAJC11', 'RMI1', 'TP53', 'CHCHD10', 'SAMM50', 'PNKP', 'NEIL1', 'IMMT', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
542	GO:BP	GO:0048583	regulation of response to stimulus	0.0027549246659812	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3729	102	37	17376	0.3627450980392157	0.0099222311611692	query_1	['GO:0050789', 'GO:0050896']	['RBBP8', 'LMNA', 'MSH2', 'USP1', 'TP53BP1', 'RAD52', 'RAD51AP1', 'XRCC6', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'OGG1', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'ATM', 'RAD9A', 'VDAC1', 'RAD51', 'CARD19', 'BRCA1', 'PRKDC', 'XRCC1', 'BARD1', 'EMD', 'RMI2', 'TP53', 'PNKP', 'BANF1', 'RNF8']
543	GO:CC	GO:1902554	serine/threonine protein kinase complex	0.0028139914910385	True	"""A protein complex which is capable of protein serine/threonine kinase activity."" [GOC:bhm, GOC:TermGenie, PMID:18191223]"	130	102	5	17376	0.0490196078431372	0.0384615384615384	query_1	['GO:1902911']	['XRCC6', 'PCNA', 'XRCC5', 'CDK2', 'PRKDC']
544	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.0028471187708995	True	Transcriptional Regulation by E2F6	34	102	3	17376	0.0294117647058823	0.088235294117647	query_1	['REAC:R-HSA-212436']	['RBBP8', 'RAD51', 'BRCA1']
545	GO:BP	GO:0034504	protein localization to nucleus	0.0030732159826634	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	309	102	8	17376	0.0784313725490196	0.0258899676375404	query_1	['GO:0033365']	['LMNA', 'XPA', 'PARP1', 'POLA2', 'BARD1', 'WRN', 'TP53', 'CHCHD10']
546	GO:BP	GO:0002326	B cell lineage commitment	0.0032279930302191	True	"""The process in which a lymphoid progenitor cell becomes committed to become any type of B cell."" [GOC:add, ISBN:0781735149]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0030183', 'GO:0045165']	['PRKDC', 'TP53']
547	GO:BP	GO:1990918	double-strand break repair involved in meiotic recombination	0.0032279930302191	True	"""The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix that contributes to reciprocal meiotic recombination."" [GOC:mah, PMID:15238514]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0006302', 'GO:0007131', 'GO:1903046']	['BRIP1', 'FANCD2']
548	GO:BP	GO:0042148	strand invasion	0.0032279930302191	True	"""The process in which the nucleoprotein complex (composed of the broken single-strand DNA and the recombinase) searches and identifies a region of homology in intact duplex DNA. The broken single-strand DNA displaces the like strand and forms Watson-Crick base pairs with its complement, forming a duplex in which each strand is from one of the two recombining DNA molecules."" [GOC:elh, PMID:10357855]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0006259', 'GO:0006310']	['RAD51', 'WRN']
549	GO:BP	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	0.0032279930302191	True	"""The 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang that results in the repair of a double strand break via single-strand annealing."" [GOC:dph, GOC:tb]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0000729', 'GO:0045002']	['RBBP8', 'RAD52']
550	GO:BP	GO:0097680	double-strand break repair via classical nonhomologous end joining	0.0032279930302191	True	"""An instance of double-strand break repair via nonhomologous end joining that requires a number of factors important for V(D)J recombination, including the KU70/80 heterodimer (KU), XRCC4, ligase IV, and DNA-PKcs in mammals. It does not produce translocations (as opposed to the alternative nonhomologous end joining)."" [GOC:rph, PMID:18584027]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0006303']	['XRCC6', 'LIG4']
551	GO:BP	GO:0048290	isotype switching to IgA isotypes	0.0032279930302191	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of an IgA isotype, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and one of the IgA constant region gene segments in the immunoglobulin heavy chain locus."" [ISBN:0781735149, PMID:12370374, PMID:2113175, PMID:9186655]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0045190']	['MSH2', 'MLH1']
552	GO:BP	GO:0098813	nuclear chromosome segregation	0.0032745314111395	True	"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]"	313	102	8	17376	0.0784313725490196	0.0255591054313099	query_1	['GO:0007059']	['BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RMI2', 'RMI1']
553	GO:BP	GO:0006304	DNA modification	0.003281056652398	True	"""The covalent alteration of one or more nucleotide sites in DNA, resulting in a change in its properties."" [GOC:jl, GOC:ma]"	112	102	5	17376	0.0490196078431372	0.0446428571428571	query_1	['GO:0006259', 'GO:0043412']	['OGG1', 'PARP1', 'APEX1', 'BRCA1', 'NEIL1']
554	REAC	REAC:R-HSA-6804757	Regulation of TP53 Degradation	0.0033430518403201	True	Regulation of TP53 Degradation	36	102	3	17376	0.0294117647058823	0.0833333333333333	query_1	['REAC:R-HSA-6806003']	['ATM', 'CDK2', 'TP53']
555	REAC	REAC:R-HSA-6806003	Regulation of TP53 Expression and Degradation	0.0035955701538566	True	Regulation of TP53 Expression and Degradation	37	102	3	17376	0.0294117647058823	0.081081081081081	query_1	['REAC:R-HSA-5633007']	['ATM', 'CDK2', 'TP53']
556	GO:BP	GO:0031954	positive regulation of protein autophosphorylation	0.003669870655993	True	"""Any process that activates or increases the frequency, rate or extent of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	28	102	3	17376	0.0294117647058823	0.1071428571428571	query_1	['GO:0001934', 'GO:0031952', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
557	REAC	REAC:R-HSA-5689880	Ub-specific processing proteases	0.0037476718078208	True	Ub-specific processing proteases	207	102	6	17376	0.0588235294117647	0.0289855072463768	query_1	['REAC:R-HSA-5688426']	['WDR48', 'WDR20', 'USP12', 'VDAC1', 'POLB', 'TP53']
558	GO:BP	GO:0072331	signal transduction by p53 class mediator	0.0037830975871514	True	"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]"	176	102	6	17376	0.0588235294117647	0.034090909090909	query_1	['GO:0035556']	['NBN', 'MSH2', 'PAXIP1', 'BRCA2', 'ATM', 'TP53']
559	GO:BP	GO:1990414	replication-born double-strand break repair via sister chromatid exchange	0.0043647163716706	True	"""The repair of a replication-born double-strand DNA break in which the DNA molecule is repaired using the homologous sequence of the sister chromatid which serves as a template to repair the breaks."" [GOC:rb, PMID:12820977, PMID:16888651]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0000724']	['RAD51', 'XRCC1']
560	GO:BP	GO:1904429	regulation of t-circle formation	0.0043647163716706	True	"""Any process that modulates the frequency, rate or extent of t-circle formation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0032204', 'GO:0044087', 'GO:0090656']	['XRCC5', 'ERCC1']
561	GO:BP	GO:0044806	G-quadruplex DNA unwinding	0.0043647163716706	True	"""The process by which G-quadruplex (also known as G4) DNA, which is a four-stranded DNA structure held together by guanine base pairing, is unwound or 'melted'."" [GOC:jl, GOC:se, PMID:23657261]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0032392']	['BLM', 'WRN']
562	GO:BP	GO:0051574	positive regulation of histone H3-K9 methylation	0.0043647163716706	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0031062', 'GO:0051567', 'GO:0051570']	['LMNA', 'BRCA1']
563	GO:BP	GO:0062100	positive regulation of programmed necrotic cell death	0.0043647163716706	True	"""Any process that increases the frequency, rate or extent of programmed necrotic cell death."" [GOC:aruk, GOC:rph, PMID:27258785]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0010940', 'GO:0043068', 'GO:0062098', 'GO:0097300']	['PARP1', 'TP53']
564	GO:BP	GO:0044249	cellular biosynthetic process	0.0043647163716706	True	"""The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:jl]"	5011	102	45	17376	0.4411764705882353	0.0089802434643783	query_1	['GO:0009058', 'GO:0044237']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'CHCHD10', 'PNKP', 'POLE', 'POLD2', 'RNF8']
565	GO:BP	GO:0045003	double-strand break repair via synthesis-dependent strand annealing	0.0043647163716706	True	"""SDSA is a major mechanism of double-strand break repair in mitosis which allows for the error-free repair of a double-strand break without the exchange of adjacent sequences. The broken DNA searches for and base pairs with a homologous region in an intact chromosome. DNA synthesis initiates from the 3' end of the invading DNA strand, using the intact chromosome as the template. Newly synthesized DNA is then displaced from the template and anneal with its complement on the other side of the double-strand break."" [PMID:10357855]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0000724']	['RAD52', 'RAD51']
566	GO:CC	GO:1902911	protein kinase complex	0.004385191273583	True	"""A protein complex which is capable of protein kinase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:24606918]"	144	102	5	17376	0.0490196078431372	0.0347222222222222	query_1	['GO:0061695']	['XRCC6', 'PCNA', 'XRCC5', 'CDK2', 'PRKDC']
567	GO:BP	GO:0062197	cellular response to chemical stress	0.004480280412272	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	102	8	17376	0.0784313725490196	0.0242424242424242	query_1	['GO:0033554', 'GO:0070887']	['RAD52', 'PCNA', 'PARP1', 'XRCC5', 'FANCD2', 'ATM', 'APEX1', 'TP53']
568	REAC	REAC:R-HSA-3371556	Cellular response to heat stress	0.0046036887169374	True	Cellular response to heat stress	87	102	4	17376	0.0392156862745098	0.0459770114942528	query_1	['REAC:R-HSA-2262752']	['RPA2', 'RPA3', 'RPA1', 'ATM']
569	GO:BP	GO:0043462	regulation of ATP-dependent activity	0.0046950858130355	True	"""Any process that modulates the rate of an ATP-dependent activity."" [GOC:jl]"	70	102	4	17376	0.0392156862745098	0.0571428571428571	query_1	['GO:0065009']	['MSH2', 'MSH3', 'TP53', 'MSH6']
