Williams syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
746	GO:BP	GO:0070727	cellular macromolecule localization	0.0032795357238875	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2409	118	32	15719	0.2711864406779661	0.0132835201328352	query_1	['GO:0033036', 'GO:0051641']	['ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VPS37D', 'CRK', 'LRP4', 'LTBP1', 'STX1A', 'FYN', 'ITGA4', 'NCF1', 'MADCAM1', 'FBLN5', 'JAM3', 'EGFR', 'FBN1', 'VCL', 'FBN2', 'SYK', 'ERBB2', 'MUSK', 'CDH1', 'VEGFA', 'AGRN', 'GTF2IRD2', 'CRKL', 'NRP1', 'ITGB7', 'ITGA3', 'PTPN11']
84	GO:CC	GO:0097443	sorting endosome	0.0034141759073169	True	"""A multivesicular body surrounded by and connected with multiple tubular compartments with associated vesicles."" [NIF_Subcellular:sao1028571114]"	6	118	2	16420	0.0169491525423728	0.3333333333333333	query_1	['GO:0005768']	['KDR', 'NRP1']
748	GO:BP	GO:1903829	positive regulation of protein localization	0.0034367979718553	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	462	118	11	15719	0.0932203389830508	0.0238095238095238	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']	['ITGB1', 'SRC', 'TGFB3', 'PIK3R1', 'LRP4', 'FYN', 'EGFR', 'ERBB2', 'CDH1', 'VEGFA', 'ITGA3']
202	REAC	REAC:R-HSA-8949275	RUNX3 Regulates Immune Response and Cell Migration	0.0035071102834722	True	RUNX3 Regulates Immune Response and Cell Migration	5	108	2	10022	0.0185185185185185	0.4	query_1	['REAC:R-HSA-8878159']	['SPP1', 'ITGA4']
201	REAC	REAC:R-HSA-8866376	Reelin signalling pathway	0.0035071102834722	True	Reelin signalling pathway	5	108	2	10022	0.0185185185185185	0.4	query_1	['REAC:R-HSA-422475']	['FYN', 'SH3KBP1']
204	REAC	REAC:R-HSA-168249	Innate Immune System	0.0035235287087545	True	Innate Immune System	1022	108	22	10022	0.2037037037037037	0.0215264187866927	query_1	['REAC:R-HSA-168256']	['LIMK1', 'ITGAV', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'NCF1', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'VTN', 'GAB2', 'PTK2', 'LCK', 'PTPN11', 'GRAP2']
203	REAC	REAC:R-HSA-445355	Smooth Muscle Contraction	0.0035235287087545	True	Smooth Muscle Contraction	43	108	4	10022	0.037037037037037	0.0930232558139534	query_1	['REAC:R-HSA-397014']	['ITGB5', 'PXN', 'VCL', 'TLN1']
205	REAC	REAC:R-HSA-9658195	Leishmania infection	0.0035967946969976	True	Leishmania infection	242	108	9	10022	0.0833333333333333	0.0371900826446281	query_1	['REAC:R-HSA-5663205']	['CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2']
206	REAC	REAC:R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.0035967946969976	True	Interleukin-4 and Interleukin-13 signaling	110	108	6	10022	0.0555555555555555	0.0545454545454545	query_1	['REAC:R-HSA-449147']	['ITGB1', 'FN1', 'PIK3R1', 'HGF', 'VEGFA', 'VCAM1']
749	GO:BP	GO:0044703	multi-organism reproductive process	0.0036515502525603	True	"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]"	199	118	7	15719	0.059322033898305	0.0351758793969849	query_1	['GO:0022414']	['SPP1', 'ITGB3', 'TGFB3', 'ITGA5', 'VEGFA', 'ITGA3', 'PGF']
750	GO:BP	GO:0051058	negative regulation of small GTPase mediated signal transduction	0.0036884673322735	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	55	118	4	15719	0.0338983050847457	0.0727272727272727	query_1	['GO:0007264', 'GO:0051056', 'GO:1902532']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA3']
751	GO:BP	GO:0072577	endothelial cell apoptotic process	0.0036884673322735	True	"""Any apoptotic process in an endothelial cell. An endothelial cell comprises the outermost layer or lining of anatomical structures and can be squamous or cuboidal."" [CL:0000115, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	55	118	4	15719	0.0338983050847457	0.0727272727272727	query_1	['GO:1904019']	['ITGA4', 'KDR', 'PLCG1', 'THBS1']
752	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.0037353264185123	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	96	118	5	15719	0.0423728813559322	0.0520833333333333	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['ITGAV', 'SRC', 'HGF', 'NRP1', 'THBS1']
753	GO:BP	GO:0052547	regulation of peptidase activity	0.0037627307505934	True	"""Any process that modulates the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:ai]"	395	118	10	15719	0.0847457627118644	0.0253164556962025	query_1	['GO:0030162', 'GO:0051336']	['SRC', 'HGF', 'RET', 'FYN', 'LYN', 'SYK', 'VEGFA', 'VTN', 'LCK', 'THBS1']
207	REAC	REAC:R-HSA-9634597	GPER1 signaling	0.0037761396420939	True	GPER1 signaling	44	108	4	10022	0.037037037037037	0.0909090909090909	query_1	['REAC:R-HSA-418555']	['ITGB1', 'FN1', 'SRC', 'ITGA5']
754	GO:BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0038470750033169	True	"""Any process that modulates the activity of a cysteine-type endopeptidase involved in apoptosis."" [GOC:jl, GOC:mtg_apoptosis]"	201	118	7	15719	0.059322033898305	0.0348258706467661	query_1	['GO:2000116']	['SRC', 'HGF', 'RET', 'SYK', 'VEGFA', 'LCK', 'THBS1']
761	GO:BP	GO:0036265	RNA (guanine-N7)-methylation	0.0039052532064361	True	"""The addition of a methyl group to the N7 atom in the base portion of a guanine nucleotide residue in an RNA molecule."" [GOC:BHF, GOC:rl]"	6	118	2	15719	0.0169491525423728	0.3333333333333333	query_1	['GO:0001510']	['BUD23', 'TRMT112']
755	GO:BP	GO:0021648	vestibulocochlear nerve morphogenesis	0.0039052532064361	True	"""The process in which the anatomical structure of the vestibulocochlear nerve is generated and organized. This sensory nerve innervates the membranous labyrinth of the inner ear. The vestibular branch innervates the vestibular apparatus that senses head position changes relative to gravity. The auditory branch innervates the cochlear duct, which is connected to the three bony ossicles which transduce sound waves into fluid movement in the cochlea."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	6	118	2	15719	0.0169491525423728	0.3333333333333333	query_1	['GO:0021562', 'GO:0021602']	['NRP2', 'NRP1']
756	GO:BP	GO:0060369	positive regulation of Fc receptor mediated stimulatory signaling pathway	0.0039052532064361	True	"""Any process that increases the rate, frequency or extent of the Fc receptor mediated stimulatory signaling pathway."" [GOC:BHF, GOC:dph, GOC:tb]"	6	118	2	15719	0.0169491525423728	0.3333333333333333	query_1	['GO:0002431', 'GO:0009967', 'GO:0050778', 'GO:0060368']	['RAPGEF1', 'LYN']
757	GO:BP	GO:0008582	regulation of synaptic assembly at neuromuscular junction	0.0039052532064361	True	"""Any process that modulates the frequency, rate or extent of synaptic assembly at neuromuscular junctions."" [GOC:go_curators]"	6	118	2	15719	0.0169491525423728	0.3333333333333333	query_1	['GO:0048638', 'GO:0051124', 'GO:0051963', 'GO:1904396']	['MUSK', 'AGRN']
758	GO:BP	GO:0040013	negative regulation of locomotion	0.0039052532064361	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	328	118	9	15719	0.0762711864406779	0.0274390243902439	query_1	['GO:0040011', 'GO:0040012', 'GO:0048519']	['MIIP', 'CRK', 'VCL', 'CDH1', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'SEMA4D']
759	GO:BP	GO:1901299	negative regulation of hydrogen peroxide-mediated programmed cell death	0.0039052532064361	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-mediated programmed cell death."" [GOC:BHF, GOC:TermGenie]"	6	118	2	15719	0.0169491525423728	0.3333333333333333	query_1	['GO:0010421', 'GO:0043069', 'GO:1901298', 'GO:1903206']	['MET', 'HGF']
760	GO:BP	GO:0090259	regulation of retinal ganglion cell axon guidance	0.0039052532064361	True	"""Any process that modulates the frequency, rate, or extent of retinal ganglion cell axon guidance, the process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:tb, GOC:yaf]"	6	118	2	15719	0.0169491525423728	0.3333333333333333	query_1	['GO:0031290', 'GO:1902667']	['VEGFA', 'NRP1']
763	GO:BP	GO:0021854	hypothalamus development	0.0039846922249962	True	"""The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	25	118	3	15719	0.0254237288135593	0.12	query_1	['GO:0021536', 'GO:0021761', 'GO:0048856']	['NRP2', 'NRP1', 'PLXNA1']
762	GO:BP	GO:0051894	positive regulation of focal adhesion assembly	0.0039846922249962	True	"""Any process that activates or increases the frequency, rate or extent of focal adhesion assembly, the establishment and maturation of focal adhesions."" [GOC:ai]"	25	118	3	15719	0.0254237288135593	0.12	query_1	['GO:0001954', 'GO:0048041', 'GO:0051893', 'GO:0150117', 'GO:1901890']	['KDR', 'VEGFA', 'NRP1']
764	GO:BP	GO:0060322	head development	0.003999158101781	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	118	15	15719	0.1271186440677966	0.0189633375474083	query_1	['GO:0048856']	['ITGB1', 'DNAJC30', 'SRC', 'TGFB3', 'CRK', 'SOS1', 'FYN', 'NRP2', 'EGFR', 'CDH1', 'CRKL', 'NRP1', 'PTPN11', 'PDGFRA', 'PLXNA1']
765	GO:BP	GO:0051707	response to other organism	0.0040227955067027	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1426	118	22	15719	0.1864406779661017	0.0154277699859747	query_1	['GO:0043207', 'GO:0044419']	['SRC', 'CRK', 'SHC1', 'PLCG2', 'FYN', 'NCF1', 'ZAP70', 'LYN', 'LOXL1', 'VAV1', 'SYK', 'FCGR1A', 'CDH1', 'PTK2B', 'VCAM1', 'ITGB6', 'PTK2', 'LCK', 'EMILIN1', 'ADAM15', 'PTPN11', 'MFAP4']
766	GO:BP	GO:0050764	regulation of phagocytosis	0.0040227955067027	True	"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]"	98	118	5	15719	0.0423728813559322	0.0510204081632653	query_1	['GO:0006909', 'GO:0030100']	['RAPGEF1', 'ITGAV', 'PLCG2', 'SYK', 'FCGR1A']
767	GO:BP	GO:0032963	collagen metabolic process	0.0040227955067027	True	"""The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."" [GOC:mah, ISBN:0198506732]"	98	118	5	15719	0.0423728813559322	0.0510204081632653	query_1	['GO:0008152']	['ITGB1', 'TGFB3', 'EMILIN1', 'ADAM15', 'MFAP4']
768	GO:BP	GO:0062197	cellular response to chemical stress	0.0040275059349252	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	118	9	15719	0.0762711864406779	0.0272727272727272	query_1	['GO:0033554', 'GO:0070887']	['MET', 'SRC', 'HGF', 'PXN', 'FYN', 'NCF1', 'FBLN5', 'EGFR', 'PDGFRA']
769	GO:BP	GO:0001817	regulation of cytokine production	0.0040490021602385	True	"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	709	118	14	15719	0.1186440677966101	0.0197461212976022	query_1	['GO:0001816', 'GO:0010468', 'GO:0051239']	['FN1', 'ITGAV', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'LTBP1', 'LYN', 'SYK', 'ITGB6', 'THBS1', 'PTPN11']
770	GO:BP	GO:0051248	negative regulation of protein metabolic process	0.004069772404497	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	966	118	17	15719	0.1440677966101695	0.0175983436853002	query_1	['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']	['LIMK1', 'MLXIPL', 'ITGAV', 'SRC', 'ITGB3', 'HGF', 'FYN', 'LYN', 'EGFR', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'EMILIN1', 'THBS1', 'CBL', 'SEMA4D']
771	GO:BP	GO:0030010	establishment of cell polarity	0.0040943435607562	True	"""The specification and formation of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	148	118	6	15719	0.0508474576271186	0.0405405405405405	query_1	['GO:0007163']	['ITGB1', 'CRK', 'JAM3', 'PTK2B', 'CRKL', 'PTK2']
773	GO:BP	GO:0010812	negative regulation of cell-substrate adhesion	0.0041043399165918	True	"""Any process that decreases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	57	118	4	15719	0.0338983050847457	0.0701754385964912	query_1	['GO:0007162', 'GO:0010810', 'GO:0031589']	['SRC', 'PIK3R1', 'THBS1', 'ADAM15']
772	GO:BP	GO:0043207	response to external biotic stimulus	0.0041043399165918	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1429	118	22	15719	0.1864406779661017	0.0153953813855843	query_1	['GO:0009605', 'GO:0009607']	['SRC', 'CRK', 'SHC1', 'PLCG2', 'FYN', 'NCF1', 'ZAP70', 'LYN', 'LOXL1', 'VAV1', 'SYK', 'FCGR1A', 'CDH1', 'PTK2B', 'VCAM1', 'ITGB6', 'PTK2', 'LCK', 'EMILIN1', 'ADAM15', 'PTPN11', 'MFAP4']
775	GO:BP	GO:0032760	positive regulation of tumor necrosis factor production	0.0041610170744797	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]"	99	118	5	15719	0.0423728813559322	0.0505050505050505	query_1	['GO:0032640', 'GO:0032680', 'GO:1903557']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
774	GO:BP	GO:0030316	osteoclast differentiation	0.0041610170744797	True	"""The process in which a relatively unspecialized monocyte acquires the specialized features of an osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000092, GOC:add, ISBN:0781735149, PMID:12161749]"	99	118	5	15719	0.0423728813559322	0.0505050505050505	query_1	['GO:0002573']	['SRC', 'PIK3R1', 'SH3PXD2A', 'FBN1', 'GAB2']
776	GO:BP	GO:0045087	innate immune response	0.0041610170744797	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	881	118	16	15719	0.135593220338983	0.0181611804767309	query_1	['GO:0006955', 'GO:0098542']	['SRC', 'CRK', 'PLCG2', 'FYN', 'NCF1', 'ZAP70', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'PTK2', 'LCK', 'ADAM15', 'PTPN11', 'MFAP4']
777	GO:BP	GO:1901654	response to ketone	0.0041903831375024	True	"""A response that results in a state of tolerance to ketone."" [GOC:mengo_curators, PMID:23356676]"	205	118	7	15719	0.059322033898305	0.0341463414634146	query_1	['GO:0010033', 'GO:1901700']	['SRC', 'SPP1', 'TGFB3', 'NCF1', 'THBS1', 'ADAM15', 'CBL']
778	GO:BP	GO:0001816	cytokine production	0.0042831149769259	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	714	118	14	15719	0.1186440677966101	0.0196078431372549	query_1	['GO:0010467', 'GO:0032501']	['FN1', 'ITGAV', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'LTBP1', 'LYN', 'SYK', 'ITGB6', 'THBS1', 'PTPN11']
779	GO:BP	GO:0060541	respiratory system development	0.0042947067902525	True	"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]"	206	118	7	15719	0.059322033898305	0.0339805825242718	query_1	['GO:0048731']	['TGFB3', 'LOX', 'KDR', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
780	GO:BP	GO:0033993	response to lipid	0.0042947067902525	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]"	884	118	16	15719	0.135593220338983	0.0180995475113122	query_1	['GO:0010033']	['SRC', 'SPP1', 'TGFB3', 'RET', 'PLCG2', 'LOX', 'NCF1', 'LYN', 'LOXL1', 'EGFR', 'SYK', 'PTK2B', 'VCAM1', 'THBS1', 'ADAM15', 'CBL']
