Keppen-Lubinsky syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
218	GO:BP	GO:0033864	positive regulation of NAD(P)H oxidase activity	0.0096864484028479	True	"""Any process that activates or increases the activity of the enzyme NAD(P)H oxidase."" [GOC:mah]"	7	99	2	15719	0.0202020202020202	0.2857142857142857	query_1	['GO:0033860', 'GO:0051353']	['GNAI2', 'GNAI3']
49	GO:CC	GO:0070062	extracellular exosome	0.0102380233017704	True	"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"	2021	100	23	16420	0.23	0.0113805047006432	query_1	['GO:0005615', 'GO:1903561']	['GNB3', 'GNA11', 'GNG5', 'ICAM3', 'PRKCA', 'GNAI2', 'PLCB1', 'GNAL', 'GNB4', 'GNG2', 'PDZK1', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAI1', 'GNAQ', 'GNG4', 'PLXNA1']
219	GO:BP	GO:0046883	regulation of hormone secretion	0.0102854255458371	True	"""Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	243	99	7	15719	0.0707070707070707	0.0288065843621399	query_1	['GO:0010646', 'GO:0010817', 'GO:0023051', 'GO:0046879', 'GO:1903530']	['GNA11', 'PLCB1', 'MTNR1B', 'GABBR1', 'GNAZ', 'HTR1A', 'ADRA2A']
99	REAC	REAC:R-HSA-2485179	Activation of the phototransduction cascade	0.0104329250021323	True	Activation of the phototransduction cascade	11	84	2	10022	0.0238095238095238	0.1818181818181818	query_1	['REAC:R-HSA-2514856']	['GNB1', 'GNGT1']
220	GO:BP	GO:0003015	heart process	0.0107413973307223	True	"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]"	245	99	7	15719	0.0707070707070707	0.0285714285714285	query_1	['GO:0003013']	['GNAI2', 'FYN', 'TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3', 'KCNJ12']
221	GO:BP	GO:1904062	regulation of monoatomic cation transmembrane transport	0.0107687921781829	True	"""Any process that modulates the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]"	319	99	8	15719	0.0808080808080808	0.0250783699059561	query_1	['GO:0034765', 'GO:0098655']	['GNB5', 'MTNR1B', 'FYN', 'PDZK1', 'GNB2', 'KCNJ2', 'ADRA2A', 'RGS7']
52	GO:CC	GO:1903561	extracellular vesicle	0.0110587410827909	True	"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]"	2044	100	23	16420	0.23	0.011252446183953	query_1	['GO:0031982', 'GO:0065010']	['GNB3', 'GNA11', 'GNG5', 'ICAM3', 'PRKCA', 'GNAI2', 'PLCB1', 'GNAL', 'GNB4', 'GNG2', 'PDZK1', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAI1', 'GNAQ', 'GNG4', 'PLXNA1']
53	GO:CC	GO:0099524	postsynaptic cytosol	0.0110587410827909	True	"""The region of the cytosol consisting of all cytosol that is part of the postsynapse."" [GOC:dos]"	12	100	2	16420	0.02	0.1666666666666666	query_1	['GO:0098794', 'GO:0099522']	['PLCB1', 'PLCB3']
51	GO:CC	GO:0065010	extracellular membrane-bounded organelle	0.0110587410827909	True	"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]"	2045	100	23	16420	0.23	0.0112469437652811	query_1	['GO:0043227', 'GO:0043230']	['GNB3', 'GNA11', 'GNG5', 'ICAM3', 'PRKCA', 'GNAI2', 'PLCB1', 'GNAL', 'GNB4', 'GNG2', 'PDZK1', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAI1', 'GNAQ', 'GNG4', 'PLXNA1']
50	GO:CC	GO:0043230	extracellular organelle	0.0110587410827909	True	"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]"	2045	100	23	16420	0.23	0.0112469437652811	query_1	['GO:0005576', 'GO:0043226']	['GNB3', 'GNA11', 'GNG5', 'ICAM3', 'PRKCA', 'GNAI2', 'PLCB1', 'GNAL', 'GNB4', 'GNG2', 'PDZK1', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAI1', 'GNAQ', 'GNG4', 'PLXNA1']
222	GO:BP	GO:0009581	detection of external stimulus	0.0113400669851915	True	"""The series of events in which an external stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	120	99	5	15719	0.0505050505050505	0.0416666666666666	query_1	['GO:0009605', 'GO:0051606']	['GNA11', 'FYN', 'GNAT2', 'GNAQ', 'GNGT1']
223	GO:BP	GO:0060158	phospholipase C-activating dopamine receptor signaling pathway	0.0121940814444327	True	"""A phospholipase C-activating receptor G protein-coupled receptor signaling pathway initiated by dopamine binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:dph, GOC:signaling, GOC:tb, PMID:12675914]"	8	99	2	15719	0.0202020202020202	0.25	query_1	['GO:0007200', 'GO:0007212']	['GNA11', 'GNA15']
224	GO:BP	GO:0006930	substrate-dependent cell migration, cell extension	0.0121940814444327	True	"""The formation of a cell surface protrusion, such as a lamellipodium or filopodium, at the leading edge of a migrating cell."" [ISBN:0815316194, PMID:11944043, PMID:14657486]"	8	99	2	15719	0.0202020202020202	0.25	query_1	['GO:0006929', 'GO:0120031']	['P2RY12', 'NRP1']
225	GO:BP	GO:0014052	regulation of gamma-aminobutyric acid secretion	0.0121940814444327	True	"""Any process that modulates the frequency, rate or extent of the regulated release of gamma-aminobutyric acid."" [GOC:ef]"	8	99	2	15719	0.0202020202020202	0.25	query_1	['GO:0014051', 'GO:0051046', 'GO:0051955']	['GABBR1', 'HTR1B']
226	GO:BP	GO:0048799	animal organ maturation	0.0121940814444327	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for an animal organ to attain its fully functional state. An organ is a tissue or set of tissues that work together to perform a specific function or functions."" [GOC:curators]"	32	99	3	15719	0.0303030303030303	0.09375	query_1	['GO:0048513', 'GO:0071695']	['PLXNB1', 'RHOA', 'SEMA4D']
227	GO:BP	GO:0051937	catecholamine transport	0.0121940814444327	True	"""The directed movement of catecholamines, a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, ISBN:0198506732]"	71	99	4	15719	0.0404040404040404	0.056338028169014	query_1	['GO:0015844', 'GO:0015850']	['GABBR1', 'ADRA2C', 'HTR1B', 'ADRA2A']
228	GO:BP	GO:0045955	negative regulation of calcium ion-dependent exocytosis	0.0121940814444327	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	8	99	2	15719	0.0202020202020202	0.25	query_1	['GO:0017156', 'GO:0017158', 'GO:1903306']	['GNAI2', 'ADRA2A']
229	GO:BP	GO:0021888	hypothalamus gonadotrophin-releasing hormone neuron development	0.0121940814444327	True	"""The process whose specific outcome is the progression of a hypothalamus gonadotrophin-releasing hormone neuron over time, from initial commitment of its fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	8	99	2	15719	0.0202020202020202	0.25	query_1	['GO:0021884', 'GO:0021886']	['NRP1', 'PLXNA1']
230	GO:BP	GO:0021886	hypothalamus gonadotrophin-releasing hormone neuron differentiation	0.0121940814444327	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron located in the hypothalamus. These neurons release gonadotrophin-releasing hormone as a neural transmitter."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	8	99	2	15719	0.0202020202020202	0.25	query_1	['GO:0021979']	['NRP1', 'PLXNA1']
54	GO:CC	GO:0016323	basolateral plasma membrane	0.0122882161013999	True	"""The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]"	228	100	6	16420	0.06	0.0263157894736842	query_1	['GO:0009925', 'GO:0098590']	['KCNJ16', 'CNNM2', 'CNNM4', 'KCNJ10', 'KCNJ4', 'ADRA2A']
231	GO:BP	GO:0040013	negative regulation of locomotion	0.0123227529367632	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	328	99	8	15719	0.0808080808080808	0.024390243902439	query_1	['GO:0040011', 'GO:0040012', 'GO:0048519']	['TBXA2R', 'PLCB1', 'RHOA', 'GNA13', 'NRP1', 'SEMA4D', 'GNA12', 'S1PR2']
100	REAC	REAC:R-HSA-419408	Lysosphingolipid and LPA receptors	0.0123283016490622	True	Lysosphingolipid and LPA receptors	12	84	2	10022	0.0238095238095238	0.1666666666666666	query_1	['REAC:R-HSA-373076']	['S1PR1', 'S1PR2']
232	GO:BP	GO:0086001	cardiac muscle cell action potential	0.0123655965582109	True	"""An action potential that occurs in a cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	72	99	4	15719	0.0404040404040404	0.0555555555555555	query_1	['GO:0001508']	['TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3']
233	GO:BP	GO:0007265	Ras protein signal transduction	0.0124048383288591	True	"""The series of molecular signals within the cell that are mediated by a member of the Ras superfamily of proteins switching to a GTP-bound active state."" [GOC:bf]"	329	99	8	15719	0.0808080808080808	0.0243161094224924	query_1	['GO:0007264']	['ARHGEF25', 'RHOA', 'GNB1', 'GNA13', 'NRP1', 'FARP2', 'GNA12', 'ADRA2A']
234	GO:BP	GO:0065009	regulation of molecular function	0.0124048383288591	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	99	28	15719	0.2828282828282828	0.0112903225806451	query_1	['GO:0065007']	['PLXNB1', 'PLXNA2', 'GNAI2', 'GNB5', 'GNA15', 'MTNR1B', 'GABBR1', 'RAP1GAP', 'FYN', 'PDZK1', 'ADRA2C', 'RHOA', 'P2RY12', 'GNG7', 'GNAS', 'BTK', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'NRP1', 'GNAQ', 'SEMA4D', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'RGS14']
235	GO:BP	GO:0009582	detection of abiotic stimulus	0.01241157934373	True	"""The series of events in which an (non-living) abiotic stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	124	99	5	15719	0.0505050505050505	0.0403225806451612	query_1	['GO:0009628', 'GO:0051606']	['GNA11', 'FYN', 'GNAT2', 'GNAQ', 'GNGT1']
236	GO:BP	GO:0034694	response to prostaglandin	0.0127720681485578	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prostagladin stimulus."" [GOC:BHF, GOC:vk]"	33	99	3	15719	0.0303030303030303	0.0909090909090909	query_1	['GO:0009725', 'GO:0033993']	['GNG2', 'GNAS', 'GNB1']
237	GO:BP	GO:0001667	ameboidal-type cell migration	0.0133602124396015	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	415	99	9	15719	0.0909090909090909	0.0216867469879518	query_1	['GO:0016477']	['TBXA2R', 'PRKCA', 'RHOA', 'P2RY12', 'RIC8A', 'GNA13', 'NRP1', 'SEMA4D', 'GNA12']
238	GO:BP	GO:0050795	regulation of behavior	0.0133602124396015	True	"""Any process that modulates the frequency, rate or extent of behavior, the internally coordinated responses (actions or inactions) of whole living organisms (individuals or groups) to internal or external stimuli."" [GOC:go_curators, GOC:pr]"	74	99	4	15719	0.0404040404040404	0.054054054054054	query_1	['GO:0007610', 'GO:0051239']	['MTNR1B', 'HTR1B', 'HTR1D', 'HTR1A']
239	GO:BP	GO:0090276	regulation of peptide hormone secretion	0.0135605508099465	True	"""Any process that modulates the rate, frequency, or extent of the regulated release of a peptide hormone from secretory granules."" [GOC:tb]"	189	99	6	15719	0.0606060606060606	0.0317460317460317	query_1	['GO:0002791', 'GO:0030072', 'GO:0046883']	['GNA11', 'PLCB1', 'MTNR1B', 'GABBR1', 'GNAZ', 'ADRA2A']
240	GO:BP	GO:0006935	chemotaxis	0.0136267942714756	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	593	99	11	15719	0.1111111111111111	0.0185497470489038	query_1	['GO:0042221', 'GO:0042330']	['ARHGEF25', 'PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'S1PR1', 'NRP1', 'SEMA4D', 'PLXNA1']
241	GO:BP	GO:0099622	cardiac muscle cell membrane repolarization	0.013656295473199	True	"""The process in which ions are transported across the plasma membrane of a cardiac muscle cell such that the membrane potential changes in the repolarizing direction, toward the steady state potential. For example, the repolarization during an action potential is from a positive membrane potential towards a negative resting potential."" [GOC:BHF]"	34	99	3	15719	0.0303030303030303	0.088235294117647	query_1	['GO:0086009']	['KCNJ5', 'KCNJ2', 'KCNJ3']
242	GO:BP	GO:0003158	endothelium development	0.0138304137331833	True	"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]"	128	99	5	15719	0.0505050505050505	0.0390625	query_1	['GO:0060429']	['PLCB1', 'RHOA', 'S1PR1', 'NRP1', 'S1PR2']
243	GO:BP	GO:0042330	taxis	0.0138304137331833	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	595	99	11	15719	0.1111111111111111	0.0184873949579831	query_1	['GO:0009605', 'GO:0040011']	['ARHGEF25', 'PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'S1PR1', 'NRP1', 'SEMA4D', 'PLXNA1']
244	GO:BP	GO:0032940	secretion by cell	0.013896275067394	True	"""The controlled release of a substance by a cell."" [GOC:mah]"	787	99	13	15719	0.1313131313131313	0.0165184243964421	query_1	['GO:0046903', 'GO:0140352']	['GNA11', 'GNAI2', 'PLCB1', 'MTNR1B', 'GABBR1', 'ADRA2C', 'GNAS', 'HTR1B', 'GCGR', 'BTK', 'GNAZ', 'HTR1A', 'ADRA2A']
245	GO:BP	GO:0016477	cell migration	0.0141052858917947	True	"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	1427	99	19	15719	0.1919191919191919	0.0133146461107217	query_1	['GO:0048870']	['TBXA2R', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'PLCB1', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'RIC8A', 'GNA13', 'S1PR1', 'NRP1', 'SEMA4D', 'GNA12', 'ADRA2A', 'PLXNA1', 'S1PR2']
246	GO:BP	GO:0002791	regulation of peptide secretion	0.0142832729931419	True	"""Any process that modulates the frequency, rate, or extent of peptide secretion."" [GOC:add]"	192	99	6	15719	0.0606060606060606	0.03125	query_1	['GO:0002790', 'GO:0051046', 'GO:0090087']	['GNA11', 'PLCB1', 'MTNR1B', 'GABBR1', 'GNAZ', 'ADRA2A']
101	REAC	REAC:R-HSA-1433559	Regulation of KIT signaling	0.014348744171918	True	Regulation of KIT signaling	13	84	2	10022	0.0238095238095238	0.1538461538461538	query_1	['REAC:R-HSA-1433557']	['PRKCA', 'FYN']
249	GO:BP	GO:0001820	serotonin secretion	0.0143696541466048	True	"""The regulated release of serotonin by a cell. Serotonin (5-hydroxytryptamine, or 5-HT) is a monoamine synthesised in serotonergic neurons in the central nervous system, enterochromaffin cells in the gastrointestinal tract and some immune system cells."" [GOC:ef, ISBN:0198506732, ISBN:0781735149]"	9	99	2	15719	0.0202020202020202	0.2222222222222222	query_1	['GO:0006837', 'GO:0023061']	['HTR1B', 'HTR1A']
247	GO:BP	GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	0.0143696541466048	True	"""Any process that activates or increases the frequency, rate or extent of vascular smooth muscle cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:23246467]"	35	99	3	15719	0.0303030303030303	0.0857142857142857	query_1	['GO:0048661', 'GO:1904705', 'GO:1990874']	['GNAI2', 'HTR1B', 'GNAI3']
248	GO:BP	GO:0031346	positive regulation of cell projection organization	0.0143696541466048	True	"""Any process that activates or increases the frequency, rate or extent of the process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	340	99	8	15719	0.0808080808080808	0.0235294117647058	query_1	['GO:0030030', 'GO:0031344', 'GO:0051130']	['PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'P2RY12', 'NRP1', 'SEMA4D', 'PLXNA1']
250	GO:BP	GO:0060075	regulation of resting membrane potential	0.0143696541466048	True	"""Any process that modulates the establishment or extent of a resting potential, the electrical charge across the plasma membrane, with the interior of the cell negative with respect to the exterior. The resting potential is the membrane potential of a cell that is not stimulated to be depolarized or hyperpolarized."" [GOC:dph, GOC:ef, ISBN:0195088433]"	9	99	2	15719	0.0202020202020202	0.2222222222222222	query_1	['GO:0042391']	['KCNJ10', 'KCNJ2']
252	GO:BP	GO:0051179	localization	0.0147027377235612	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4977	99	46	15719	0.4646464646464646	0.0092425155716294	query_1	['GO:0008150']	['KCNJ16', 'GNA11', 'ICAM3', 'PLXNA2', 'CNNM2', 'GNAI2', 'GNB5', 'KCNJ15', 'ANKRD13B', 'PLCB1', 'CD209', 'MTNR1B', 'GABBR1', 'FYN', 'PDZK1', 'ADRA2C', 'CNNM4', 'RHOA', 'KCNJ10', 'P2RY12', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNAS', 'GNB2', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'KCNJ6', 'OCIAD1', 'BTK', 'KCNJ2', 'GNAI3', 'KCNJ3', 'NRP1', 'MAGED2', 'GNAI1', 'GNAZ', 'KCNJ14', 'HTR1A', 'KCNJ12', 'GNGT1', 'ADRA2A', 'RGS7', 'RGS14']
