Wiedemann-Rautenstrauch syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1108	GO:BP	GO:0019722	calcium-mediated signaling	0.0046860284231809	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."" [GOC:signaling]"	197	101	6	17376	0.0594059405940594	0.0304568527918781	query_1	['GO:0019932']	['PLCG2', 'LAT', 'SYK', 'PLCG1', 'PTK2B', 'VCAM1']
1109	GO:BP	GO:0034599	cellular response to oxidative stress	0.0048035464532174	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]"	272	101	7	17376	0.0693069306930693	0.025735294117647	query_1	['GO:0006979', 'GO:0062197']	['MET', 'SRC', 'PXN', 'FYN', 'FBLN5', 'EGFR', 'PDGFRA']
1110	GO:CC	GO:0099512	supramolecular fiber	0.0048101810038898	True	"""A polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:dos]"	972	101	14	17376	0.1386138613861386	0.0144032921810699	query_1	['GO:0099081']	['SRC', 'LTBP1', 'FYN', 'IQGAP1', 'FBLN5', 'LMNB2', 'JAM3', 'FBN1', 'VCL', 'FBN2', 'MFAP2', 'MFAP5', 'ELN', 'MFAP4']
1111	GO:BP	GO:0044703	multi-organism reproductive process	0.0049235891414128	True	"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]"	199	101	6	17376	0.0594059405940594	0.0301507537688442	query_1	['GO:0022414']	['SPP1', 'ITGB3', 'TGFB3', 'ITGA5', 'VEGFA', 'ITGA3']
1112	GO:BP	GO:0071692	protein localization to extracellular region	0.0049741949121355	True	"""Any process in which a protein is transported from one specific location in the extracellular region to another, or maintained in a specific extracellular location."" [GOC:mah]"	355	101	8	17376	0.0792079207920792	0.0225352112676056	query_1	['GO:0008104']	['FGA', 'TGFB3', 'LTBP1', 'FBN1', 'FGB', 'FBN2', 'FGG', 'PTPN11']
1113	REAC	REAC:R-HSA-6785631	ERBB2 Regulates Cell Motility	0.0051391456635728	True	ERBB2 Regulates Cell Motility	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['REAC:R-HSA-1227986']	['EGFR', 'ERBB2']
1114	REAC	REAC:R-HSA-5654710	PI-3K cascade:FGFR3	0.0051391456635728	True	PI-3K cascade:FGFR3	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['REAC:R-HSA-5654708']	['PIK3R1', 'PTPN11']
1115	REAC	REAC:R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	0.0051391456635728	True	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['REAC:R-HSA-9006335']	['PIK3R1', 'LYN']
1116	GO:BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0051700206252696	True	"""Any process that modulates the activity of a cysteine-type endopeptidase involved in apoptosis."" [GOC:jl, GOC:mtg_apoptosis]"	201	101	6	17376	0.0594059405940594	0.0298507462686567	query_1	['GO:2000116']	['SRC', 'SYK', 'VEGFA', 'LCK', 'THBS1', 'PIH1D1']
1117	GO:CC	GO:0099081	supramolecular polymer	0.0051977380280343	True	"""A polymeric supramolecular structure."" [GOC:dos]"	981	101	14	17376	0.1386138613861386	0.0142711518858307	query_1	['GO:0099080']	['SRC', 'LTBP1', 'FYN', 'IQGAP1', 'FBLN5', 'LMNB2', 'JAM3', 'FBN1', 'VCL', 'FBN2', 'MFAP2', 'MFAP5', 'ELN', 'MFAP4']
1118	GO:BP	GO:0007548	sex differentiation	0.0051997333238216	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	101	7	17376	0.0693069306930693	0.0253623188405797	query_1	['GO:0003006']	['SRC', 'VEGFA', 'CRKL', 'ADAM15', 'CBL', 'PTPN11', 'PDGFRA']
1119	GO:BP	GO:0001936	regulation of endothelial cell proliferation	0.0052171159656992	True	"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]"	135	101	5	17376	0.0495049504950495	0.037037037037037	query_1	['GO:0001935', 'GO:0050678']	['ITGB3', 'ITGA4', 'PLCG1', 'VEGFA', 'THBS1']
1120	GO:BP	GO:0071229	cellular response to acid chemical	0.0052515943974792	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of the dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:mah, Wikipedia:Acid]"	79	101	4	17376	0.0396039603960396	0.050632911392405	query_1	['GO:0001101', 'GO:0070887']	['FYN', 'EGFR', 'VEGFA', 'PDGFRA']
1121	GO:BP	GO:0043299	leukocyte degranulation	0.0052515943974792	True	"""The regulated exocytosis of secretory granules by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	79	101	4	17376	0.0396039603960396	0.050632911392405	query_1	['GO:0002252', 'GO:0045055', 'GO:0051649']	['LAT', 'LYN', 'SYK', 'CBL']
1122	GO:BP	GO:0050679	positive regulation of epithelial cell proliferation	0.0052689311152592	True	"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]"	202	101	6	17376	0.0594059405940594	0.0297029702970297	query_1	['GO:0008284', 'GO:0050673', 'GO:0050678']	['ITGB3', 'ITGA4', 'EGFR', 'PLCG1', 'ERBB2', 'VEGFA']
1123	GO:BP	GO:0001666	response to hypoxia	0.0052748658916364	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	277	101	7	17376	0.0693069306930693	0.0252707581227436	query_1	['GO:0006950', 'GO:0036293']	['SRC', 'TGFB3', 'PTK2B', 'VEGFA', 'VCAM1', 'THBS1', 'ADAM15']
1124	GO:BP	GO:0035701	hematopoietic stem cell migration	0.0052886715079672	True	"""The orderly movement of a hematopoietic stem cell from one site to another. A hematopoietic stem cell is a cell from which all cells of the lymphoid and myeloid lineages develop, including blood cells and cells of the immune system."" [CL:0000037, GOC:BHF, PMID:20234092]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0016477']	['JAM3', 'JAM2']
1125	GO:BP	GO:0038026	reelin-mediated signaling pathway	0.0052886715079672	True	"""The series of molecular signals initiated by the binding of reelin (a secreted glycoprotein) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, PMID:12827279, PMID:20223215]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0007166']	['CRK', 'CRKL']
1126	GO:BP	GO:0032959	inositol trisphosphate biosynthetic process	0.0052886715079672	True	"""The chemical reactions and pathways resulting in the formation of inositol trisphosphate, 1,2,3,4,5,6-cyclohexanehexol, with three phosphate groups attached."" [GOC:mah]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0032957', 'GO:0032958']	['PLCG2', 'PTK2B']
1127	GO:BP	GO:0032570	response to progesterone	0.0053188130380525	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a progesterone stimulus."" [GOC:sl]"	36	101	3	17376	0.0297029702970297	0.0833333333333333	query_1	['GO:0048545', 'GO:1901654']	['SRC', 'TGFB3', 'THBS1']
1128	GO:BP	GO:0060323	head morphogenesis	0.0053188130380525	True	"""The process in which the anatomical structures of the head are generated and organized. The head is the anterior-most division of the body."" [GOC:dph]"	36	101	3	17376	0.0297029702970297	0.0833333333333333	query_1	['GO:0009653', 'GO:0010171', 'GO:0060322']	['TGFB3', 'PTPN11', 'PDGFRA']
1129	GO:BP	GO:1902745	positive regulation of lamellipodium organization	0.0053188130380525	True	"""Any process that activates or increases the frequency, rate or extent of lamellipodium organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:16054028]"	36	101	3	17376	0.0297029702970297	0.0833333333333333	query_1	['GO:0031346', 'GO:0097581', 'GO:1902743']	['SRC', 'PIK3R1', 'HSP90AA1']
1130	GO:BP	GO:1900180	regulation of protein localization to nucleus	0.0056716199131281	True	"""Any process that modulates the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	138	101	5	17376	0.0495049504950495	0.036231884057971	query_1	['GO:0032880', 'GO:0034504']	['SRC', 'PIK3R1', 'FYN', 'HSP90AA1', 'CDH1']
1131	GO:BP	GO:0048678	response to axon injury	0.0056820920173556	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an axon injury stimulus."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	81	101	4	17376	0.0396039603960396	0.0493827160493827	query_1	['GO:0009611']	['SPP1', 'PLCG2', 'LYN', 'TNC']
1132	GO:BP	GO:0035023	regulation of Rho protein signal transduction	0.0056820920173556	True	"""Any process that modulates the frequency, rate or extent of Rho protein signal transduction."" [GOC:bf]"	81	101	4	17376	0.0396039603960396	0.0493827160493827	query_1	['GO:0007266', 'GO:0046578']	['MET', 'ITGB1', 'APOA1', 'ITGA3']
1133	GO:BP	GO:0044057	regulation of system process	0.0057276534475782	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	546	101	10	17376	0.099009900990099	0.0183150183150183	query_1	['GO:0003008', 'GO:0051239']	['SRC', 'SPP1', 'FGA', 'APOA1', 'HSP90AA1', 'FGB', 'FGG', 'PTK2B', 'JAM2', 'PTPN11']
1134	GO:BP	GO:0060541	respiratory system development	0.0057288806003631	True	"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]"	206	101	6	17376	0.0594059405940594	0.029126213592233	query_1	['GO:0048731']	['TGFB3', 'LOX', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
1135	GO:BP	GO:1901654	response to ketone	0.0057288806003631	True	"""A response that results in a state of tolerance to ketone."" [GOC:mengo_curators, PMID:23356676]"	206	101	6	17376	0.0594059405940594	0.029126213592233	query_1	['GO:0010033', 'GO:1901700']	['SRC', 'SPP1', 'TGFB3', 'THBS1', 'ADAM15', 'CBL']
1136	GO:BP	GO:0055123	digestive system development	0.0058039311148114	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	101	5	17376	0.0495049504950495	0.0359712230215827	query_1	['GO:0048731']	['SRC', 'TGFB3', 'EGFR', 'CRKL', 'PDGFRA']
1137	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0058039311148114	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	101	5	17376	0.0495049504950495	0.0359712230215827	query_1	['GO:0042127', 'GO:0048659']	['SRC', 'ITGB3', 'TGFB3', 'THBS1', 'ELN']
1138	GO:BP	GO:1903532	positive regulation of secretion by cell	0.0058532590711044	True	"""Any process that activates or increases the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	283	101	7	17376	0.0693069306930693	0.0247349823321554	query_1	['GO:0032940', 'GO:0048522', 'GO:0051047', 'GO:1903530']	['SPP1', 'FGA', 'TGFB3', 'FGB', 'SYK', 'FGG', 'PTPN11']
1139	GO:BP	GO:0051279	regulation of release of sequestered calcium ion into cytosol	0.0058938664288923	True	"""Any process that modulates the frequency, rate or extent of the release into the cytosolic compartment of calcium ions sequestered in the endoplasmic reticulum or mitochondria."" [GOC:ai, GOC:tb]"	82	101	4	17376	0.0396039603960396	0.048780487804878	query_1	['GO:0051209', 'GO:0051282', 'GO:1903169']	['ITGB3', 'LYN', 'PLCG1', 'PTK2B']
1140	REAC	REAC:R-HSA-418885	DCC mediated attractive signaling	0.0060023525982424	True	DCC mediated attractive signaling	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['REAC:R-HSA-373752']	['SRC', 'PTK2']
1141	REAC	REAC:R-HSA-5654706	FRS-mediated FGFR3 signaling	0.0060023525982424	True	FRS-mediated FGFR3 signaling	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['REAC:R-HSA-5654708']	['SOS1', 'PTPN11']
1142	GO:BP	GO:0002064	epithelial cell development	0.0061052764961883	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	209	101	6	17376	0.0594059405940594	0.0287081339712918	query_1	['GO:0030855', 'GO:0048468']	['MET', 'RAPGEF1', 'SRC', 'IQGAP1', 'VCL', 'VEGFA']
1143	GO:BP	GO:1904646	cellular response to amyloid-beta	0.0061052764961883	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]"	38	101	3	17376	0.0297029702970297	0.0789473684210526	query_1	['GO:1901653', 'GO:1904645']	['FYN', 'ITGA4', 'VCAM1']
1144	GO:BP	GO:0050921	positive regulation of chemotaxis	0.0061052764961883	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	141	101	5	17376	0.0495049504950495	0.0354609929078014	query_1	['GO:0006935', 'GO:0032103', 'GO:0040017', 'GO:0050920']	['MET', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1']
1145	GO:BP	GO:0050866	negative regulation of cell activation	0.0061052764961883	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	101	6	17376	0.0594059405940594	0.0287081339712918	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'LYN', 'FGG', 'ERBB2', 'EMILIN1', 'PDGFRA']
1146	GO:BP	GO:0032418	lysosome localization	0.0061052764961883	True	"""Any process in which a lysosome is transported to, and/or maintained in, a specific location."" [GOC:mah]"	83	101	4	17376	0.0396039603960396	0.0481927710843373	query_1	['GO:1990849']	['LAT', 'LYN', 'SYK', 'CBL']
1147	GO:BP	GO:1990849	vacuolar localization	0.0061052764961883	True	"""Any process in which the vacuole is transported to, and/or maintained in, a specific location within the cell."" [PMID:26283797]"	83	101	4	17376	0.0396039603960396	0.0481927710843373	query_1	['GO:0051640']	['LAT', 'LYN', 'SYK', 'CBL']
1148	GO:BP	GO:0044706	multi-multicellular organism process	0.0061052764961883	True	"""A multicellular organism process which involves another multicellular organism of the same or different species."" [GOC:jl]"	209	101	6	17376	0.0594059405940594	0.0287081339712918	query_1	['GO:0032501']	['SPP1', 'ITGB3', 'TGFB3', 'ITGA5', 'VEGFA', 'ITGA3']
1149	GO:BP	GO:0009612	response to mechanical stimulus	0.0061052764961883	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:hb]"	209	101	6	17376	0.0594059405940594	0.0287081339712918	query_1	['GO:0009605', 'GO:0009628']	['SRC', 'ITGB3', 'FYN', 'PTK2B', 'PTK2', 'THBS1']
1150	GO:BP	GO:0035051	cardiocyte differentiation	0.0062834171365714	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell that will form part of the cardiac organ of an individual."" [GOC:bf]"	142	101	5	17376	0.0495049504950495	0.0352112676056338	query_1	['GO:0007507', 'GO:0030154']	['ITGB1', 'EGFR', 'VEGFA', 'VCAM1', 'PDGFRA']
1151	GO:BP	GO:0072006	nephron development	0.0062834171365714	True	"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	142	101	5	17376	0.0495049504950495	0.0352112676056338	query_1	['GO:0001822', 'GO:0048856']	['ITGB3', 'IQGAP1', 'VEGFA', 'ITGA3', 'PDGFRA']
1152	GO:BP	GO:0044092	negative regulation of molecular function	0.006302405284338	True	"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	971	101	14	17376	0.1386138613861386	0.0144181256436663	query_1	['GO:0065009']	['MET', 'ITGAV', 'SRC', 'ITGB3', 'ITGA4', 'LYN', 'URI1', 'APOA1', 'VEGFA', 'VTN', 'THBS1', 'ADAM15', 'CBL', 'PIH1D1']
1153	GO:BP	GO:0045921	positive regulation of exocytosis	0.0063472179502463	True	"""Any process that activates or increases the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	84	101	4	17376	0.0396039603960396	0.0476190476190476	query_1	['GO:0006887', 'GO:0017157', 'GO:1903532']	['FGA', 'FGB', 'SYK', 'FGG']
1154	GO:BP	GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway	0.0063704179774702	True	"""Any process that modulates the rate, frequency or extent of the Fc receptor mediated stimulatory signaling pathway.."" [GOC:dph, GOC:tb]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0002431', 'GO:0009966', 'GO:0050776']	['RAPGEF1', 'LYN']
1155	GO:CC	GO:0005575	cellular_component	0.006448521983529	True	"""A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: (1) relative to cellular structures (e.g., cytoplasmic side of plasma membrane) or compartments (e.g., mitochondrion), and (2) the stable macromolecular complexes of which they are parts (e.g., the ribosome)."" [GOC:pdt, NIF_Subcellular:sao1337158144]"	16341	101	101	17376	1.0	0.0061807722905574	query_1	[]	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'PSAT1', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'POLR3E', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'POLR3D', 'ITGA2B', 'PFDN1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'PDRG1', 'LAT', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'TNC', 'MFAP3', 'LCP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'PAPSS2', 'FBN1', 'AOX1', 'ITGAE', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'PFDN4', 'MFAP5', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'LRCH3', 'TLN1', 'VCAM1', 'UXT', 'PTK2', 'RPAP3', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ITGB7', 'DNAAF10', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'JAM2', 'PTPN11', 'PDGFRA', 'PIH1D1', 'MFAP4']
