COG7-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
666	GO:BP	GO:0044085	cellular component biogenesis	0.0007207411876212	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]"	3106	101	36	15719	0.3564356435643564	0.0115904700579523	query_1	['GO:0071840']	['BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'CREBBP', 'PYDC2', 'BCL2', 'HSP90AB1', 'CARD8', 'IKBKB', 'NLRC4', 'IKBKE', 'TNF', 'FAS', 'FADD', 'PSTPIP1', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'CFLAR', 'HSP90AA1', 'IKBKG', 'TRAF2', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'BIRC2', 'BAK1', 'APP', 'RHPN2', 'TP53', 'BCL10', 'BAD']
667	GO:BP	GO:0061024	membrane organization	0.0007429394867524	True	"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]"	785	101	15	15719	0.1485148514851485	0.019108280254777	query_1	['GO:0016043']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'FASLG', 'BID', 'BBC3', 'HSP90AA1', 'SNX33', 'BCL2L1', 'BAK1', 'TP53', 'BAD']
668	GO:BP	GO:2000628	regulation of miRNA metabolic process	0.0007589853851955	True	"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	78	101	5	15719	0.0495049504950495	0.0641025641025641	query_1	['GO:0010586', 'GO:0051252']	['FOXO3', 'RELA', 'TNF', 'NFKB1', 'TP53']
46	GO:CC	GO:1990452	Parkin-FBXW7-Cul1 ubiquitin ligase complex	0.0007740319775173	True	"""A ubiquitin ligase complex containing Parkin (PARK2), the F-box protein FBXW7 (also called SEL-10) and a cullin from the Cul1 subfamily; substrate specificity is conferred by the F-box protein."" [GOC:bf, GOC:PARL, PMID:12628165]"	3	101	2	16420	0.0198019801980198	0.6666666666666666	query_1	['GO:0000151']	['CUL1', 'FBXW7']
149	REAC	REAC:R-HSA-983169	Class I MHC mediated antigen processing & presentation	0.0007809842877582	True	Class I MHC mediated antigen processing & presentation	378	94	12	10022	0.1276595744680851	0.0317460317460317	query_1	['REAC:R-HSA-1280218']	['UBE2V1', 'CHUK', 'IKBKB', 'RBX1', 'RBCK1', 'BTRC', 'SKP1', 'FBXW11', 'IKBKG', 'CUL1', 'FBXW7', 'UBE2N']
669	GO:BP	GO:2000403	positive regulation of lymphocyte migration	0.0007822766527916	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte migration."" [GOC:mah]"	42	101	4	15719	0.0396039603960396	0.0952380952380952	query_1	['GO:0071677', 'GO:0072676', 'GO:2000401']	['FADD', 'TNFSF14', 'PYCARD', 'APP']
670	GO:BP	GO:1900407	regulation of cellular response to oxidative stress	0.0008037698858105	True	"""Any process that modulates the frequency, rate or extent of cellular response to oxidative stress."" [GOC:mah, GOC:TermGenie]"	79	101	5	15719	0.0495049504950495	0.0632911392405063	query_1	['GO:0034599', 'GO:0080135', 'GO:1902882']	['AKT1', 'MCL1', 'TNF', 'RIPK1', 'FBXW7']
150	REAC	REAC:R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	0.0008144085489799	True	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	13	94	3	10022	0.0319148936170212	0.2307692307692307	query_1	['REAC:R-HSA-975155']	['UBE2V1', 'TRAF6', 'UBE2N']
671	GO:BP	GO:0032944	regulation of mononuclear cell proliferation	0.0008197739391114	True	"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	240	101	8	15719	0.0792079207920792	0.0333333333333333	query_1	['GO:0032943', 'GO:0070663']	['CARD11', 'TNFRSF1B', 'BCL2', 'FADD', 'BID', 'PYCARD', 'TRAF6', 'BCL2L1']
679	GO:BP	GO:0034138	toll-like receptor 3 signaling pathway	0.0008459255221038	True	"""The series of molecular signals initiated by a ligand binding to the endolysosomal toll-like receptor 3."" [GOC:add, PMID:16551253, PMID:17328678]"	17	101	3	15719	0.0297029702970297	0.1764705882352941	query_1	['GO:0140894']	['TNF', 'TNIP2', 'TNFAIP3']
681	GO:BP	GO:0019915	lipid storage	0.0008459255221038	True	"""The accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:dph, GOC:mah, GOC:tb, PMID:11102830]"	80	101	5	15719	0.0495049504950495	0.0625	query_1	['GO:0010876', 'GO:0051235']	['IKBKE', 'TNF', 'NFKB1', 'NFKBIA', 'FBXW7']
680	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.0008459255221038	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	101	3	15719	0.0297029702970297	0.1764705882352941	query_1	['GO:0061028', 'GO:1901550']	['TNFRSF1A', 'IKBKB', 'TNF']
678	GO:BP	GO:1901550	regulation of endothelial cell development	0.0008459255221038	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	101	3	15719	0.0297029702970297	0.1764705882352941	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['TNFRSF1A', 'IKBKB', 'TNF']
676	GO:BP	GO:0009886	post-embryonic animal morphogenesis	0.0008459255221038	True	"""The process, occurring after animal embryonic development, by which anatomical structures are generated and organized."" [GOC:go_curators]"	17	101	3	15719	0.0297029702970297	0.1764705882352941	query_1	['GO:0009653', 'GO:0009791']	['BCL2L11', 'BAX', 'BAK1']
675	GO:BP	GO:1904407	positive regulation of nitric oxide metabolic process	0.0008459255221038	True	"""Any process that activates or increases the frequency, rate or extent of nitric oxide metabolic process."" [GO_REF:0000058, GOC:TermGenie, PMID:11991626]"	43	101	4	15719	0.0396039603960396	0.0930232558139534	query_1	['GO:0046209', 'GO:0051173', 'GO:0080164']	['AKT1', 'HSP90AB1', 'TNF', 'HSP90AA1']
672	GO:BP	GO:0050688	regulation of defense response to virus	0.0008459255221038	True	"""Any process that modulates the frequency, rate or extent of the antiviral response of a cell or organism."" [GOC:ai]"	80	101	5	15719	0.0495049504950495	0.0625	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0051607']	['TRAF3', 'HSP90AA1', 'TNFAIP3', 'AIM2', 'PYCARD']
673	GO:BP	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	0.0008459255221038	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced in response to oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, and ends when the execution phase of apoptosis is triggered."" [GOC:ai, GOC:mtg_apoptosis]"	43	101	4	15719	0.0396039603960396	0.0930232558139534	query_1	['GO:0036473', 'GO:0097193']	['AKT1', 'BCL2', 'MCL1', 'FBXW7']
674	GO:BP	GO:0050691	regulation of defense response to virus by host	0.0008459255221038	True	"""Any host process that modulates the frequency, rate, or extent of the antiviral response of a host cell or organism."" [GOC:ai, GOC:dph]"	43	101	4	15719	0.0396039603960396	0.0930232558139534	query_1	['GO:0050688']	['HSP90AA1', 'TNFAIP3', 'AIM2', 'PYCARD']
677	GO:BP	GO:1902916	positive regulation of protein polyubiquitination	0.0008459255221038	True	"""Any process that activates or increases the frequency, rate or extent of protein polyubiquitination."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:23645667]"	17	101	3	15719	0.0297029702970297	0.1764705882352941	query_1	['GO:0000209', 'GO:0031398', 'GO:1902914']	['UBE2V1', 'BIRC2', 'UBE2N']
682	GO:BP	GO:0007275	multicellular organism development	0.0008533235564827	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	101	45	15719	0.4455445544554455	0.0104214914312181	query_1	['GO:0032501', 'GO:0048856']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'BCL2', 'HSP90AB1', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'FASLG', 'CASP5', 'BTRC', 'TNF', 'FADD', 'NLRP3', 'LTA', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'LTB', 'NFKB2', 'HSP90AA1', 'FBXW11', 'TAB1', 'TNFAIP3', 'LTBR', 'TRAF6', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'BAD']
683	GO:BP	GO:0002443	leukocyte mediated immunity	0.0008654010422398	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	381	101	10	15719	0.099009900990099	0.0262467191601049	query_1	['GO:0002252']	['TNFRSF1B', 'TNF', 'FADD', 'NLRP3', 'LTA', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'BCL10']
684	GO:BP	GO:0006470	protein dephosphorylation	0.0008756427450763	True	"""The process of removing one or more phosphoric residues from a protein."" [GOC:hb]"	243	101	8	15719	0.0792079207920792	0.0329218106995884	query_1	['GO:0016311', 'GO:0036211']	['GSK3B', 'BCL2', 'HSP90AB1', 'IKBKB', 'BTRC', 'TNF', 'FBXW11', 'TAB1']
151	REAC	REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	0.0008923257662032	True	Degradation of GLI2 by the proteasome	60	94	5	10022	0.0531914893617021	0.0833333333333333	query_1	['REAC:R-HSA-5610787']	['GSK3B', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
152	REAC	REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	0.0008923257662032	True	GLI3 is processed to GLI3R by the proteasome	60	94	5	10022	0.0531914893617021	0.0833333333333333	query_1	['REAC:R-HSA-5610787']	['GSK3B', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
686	GO:BP	GO:0031295	T cell costimulation	0.0009162239965838	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]"	44	101	4	15719	0.0396039603960396	0.0909090909090909	query_1	['GO:0031294', 'GO:0050870']	['CARD11', 'MAP3K8', 'AKT1', 'TNFSF14']
685	GO:BP	GO:0097028	dendritic cell differentiation	0.0009162239965838	True	"""The process in which a precursor cell type acquires the specialized features of a dendritic cell. A dendritic cell is a leukocyte of dendritic lineage specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation."" [CL:0000451, GOC:pr]"	44	101	4	15719	0.0396039603960396	0.0909090909090909	query_1	['GO:1903131']	['AZI2', 'LTBR', 'RELB', 'TRAF6']
687	GO:BP	GO:1903829	positive regulation of protein localization	0.0009429409885528	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	462	101	11	15719	0.1089108910891089	0.0238095238095238	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']	['GSK3B', 'AKT1', 'HSP90AB1', 'TNF', 'RNF31', 'BBC3', 'HSP90AA1', 'SNX33', 'SFN', 'FBXW7', 'BAD']
688	GO:BP	GO:0051259	protein complex oligomerization	0.0009466897904694	True	"""The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers; protein oligomers may be composed of different or identical monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."" [GOC:ai, PMID:18293929]"	246	101	8	15719	0.0792079207920792	0.032520325203252	query_1	['GO:0065003']	['CARD11', 'NLRC4', 'NLRP3', 'BBC3', 'PYCARD', 'NLRP1', 'TP53', 'BCL10']
689	GO:BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	0.000986760318076	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]"	83	101	5	15719	0.0495049504950495	0.0602409638554216	query_1	['GO:0072331', 'GO:0097193']	['BAX', 'BCL2', 'BBC3', 'PYCARD', 'TP53']
690	GO:BP	GO:0009653	anatomical structure morphogenesis	0.0009870347870717	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2539	101	31	15719	0.3069306930693069	0.0122095313115399	query_1	['GO:0032502', 'GO:0048856']	['BCL2L11', 'BAX', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'BCL2', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'FASLG', 'BTRC', 'TNF', 'NFKB1', 'CFLAR', 'TNFSF14', 'NFKB2', 'HSP90AA1', 'FBXW11', 'TAB1', 'TNFAIP3', 'TRAF6', 'BCL2L1', 'BAK1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10']
691	GO:BP	GO:0048535	lymph node development	0.000991481600836	True	"""The process whose specific outcome is the progression of lymph nodes over time, from their formation to the mature structure. A lymph node is a round, oval, or bean shaped structure localized in clusters along the lymphatic vessels, with a distinct internal structure including specialized vasculature and B- and T-zones for the activation of lymphocytes."" [GOC:add, ISBN:068340007X, ISBN:0781735149]"	18	101	3	15719	0.0297029702970297	0.1666666666666666	query_1	['GO:0048534']	['FADD', 'LTA', 'LTB']
692	GO:BP	GO:0035795	negative regulation of mitochondrial membrane permeability	0.000991481600836	True	"""Any process that decreases the frequency, rate or extent of the passage or uptake of molecules by the mitochondrial membrane."" [PMID:10781072]"	18	101	3	15719	0.0297029702970297	0.1666666666666666	query_1	['GO:0046902', 'GO:1905709']	['HSPA1A', 'BCL2L1', 'BAK1']
693	GO:BP	GO:0002544	chronic inflammatory response	0.000991481600836	True	"""Inflammation of prolonged duration (weeks or months) in which active inflammation, tissue destruction, and attempts at repair are proceeding simultaneously. Although it may follow acute inflammation, chronic inflammation frequently begins insidiously, as a low-grade, smoldering, often asymptomatic response."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]"	18	101	3	15719	0.0297029702970297	0.1666666666666666	query_1	['GO:0006954']	['TNF', 'LTA', 'TNFAIP3']
694	GO:BP	GO:0097284	hepatocyte apoptotic process	0.000991481600836	True	"""Any apoptotic process in a hepatocyte, the main structural component of the liver."" [CL:0000182, GOC:jc, GOC:mtg_apoptosis, PMID:15856020]"	18	101	3	15719	0.0297029702970297	0.1666666666666666	query_1	['GO:1904019']	['BID', 'CFLAR', 'BCL2L1']
695	GO:BP	GO:0031400	negative regulation of protein modification process	0.0010231641998913	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	101	11	15719	0.1089108910891089	0.0235546038543897	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'RELA', 'IKBKB', 'TNF', 'TNFAIP3', 'PYCARD', 'SFN', 'BAK1']
696	GO:BP	GO:0045936	negative regulation of phosphate metabolic process	0.0010469215861818	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	391	101	10	15719	0.099009900990099	0.0255754475703324	query_1	['GO:0006796', 'GO:0010563', 'GO:0019220']	['BAX', 'GSK3B', 'AKT1', 'IKBKB', 'TNF', 'TNFAIP3', 'PYCARD', 'SFN', 'BAK1', 'TP53']
697	GO:BP	GO:0051260	protein homooligomerization	0.0010525385276759	True	"""The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of identical component monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."" [GOC:ai]"	188	101	7	15719	0.0693069306930693	0.0372340425531914	query_1	['GO:0051259']	['CARD11', 'NLRC4', 'NLRP3', 'BBC3', 'PYCARD', 'NLRP1', 'BCL10']
703	GO:BP	GO:1905953	negative regulation of lipid localization	0.0010627585136132	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	101	4	15719	0.0396039603960396	0.0869565217391304	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['AKT1', 'TNF', 'NFKB1', 'NFKBIA']
702	GO:BP	GO:0009887	animal organ morphogenesis	0.0010627585136132	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1005	101	17	15719	0.1683168316831683	0.0169154228855721	query_1	['GO:0009653', 'GO:0048513']	['BCL2L11', 'BAX', 'BCL2', 'RELA', 'FASLG', 'BTRC', 'TNF', 'NFKB1', 'CFLAR', 'FBXW11', 'TAB1', 'TNFAIP3', 'TRAF6', 'BAK1', 'CUL1', 'FBXW7', 'TP53']
699	GO:BP	GO:0006984	ER-nucleus signaling pathway	0.0010627585136132	True	"""The series of molecular signals that conveys information from the endoplasmic reticulum to the nucleus, usually resulting in a change in transcriptional regulation."" [GOC:mah]"	46	101	4	15719	0.0396039603960396	0.0869565217391304	query_1	['GO:0007165']	['BCL2L11', 'GSK3B', 'FBXW7', 'TP53']
