Autosomal recessive cutis laxa type 2, classic type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
43	REAC	REAC:R-HSA-168249	Innate Immune System	0.0017826924272859	True	Innate Immune System	1022	78	19	10022	0.2435897435897435	0.0185909980430528	query_1	['REAC:R-HSA-168256']	['C3', 'ANPEP', 'ATP6V0A2', 'PRG2', 'ATP6V0A1', 'FGL2', 'ARL8A', 'ATP6AP2', 'IST1', 'CD68', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6V0C', 'TP53', 'CYLD', 'ATP6V0D2']
91	GO:CC	GO:0098793	presynapse	0.0019206477930497	True	"""The part of a synapse that is part of the presynaptic cell."" [GOC:dos]"	545	100	11	16420	0.11	0.0201834862385321	query_1	['GO:0045202', 'GO:0110165']	['LRFN3', 'ATP6V0A1', 'FLOT1', 'ATP6AP2', 'TBC1D24', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C']
243	GO:BP	GO:0070509	calcium ion import	0.0020148152492385	True	"""The directed movement of calcium ions into a cell or organelle."" [GOC:mah]"	46	97	4	15719	0.0412371134020618	0.0869565217391304	query_1	['GO:0006816']	['SLN', 'PLN', 'ATP2A1', 'ACE']
244	GO:BP	GO:0051049	regulation of transport	0.0021544030264128	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1690	97	23	15719	0.2371134020618556	0.0136094674556213	query_1	['GO:0006810', 'GO:0032879']	['C3', 'AGTR1', 'CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'DMPK', 'AGT', 'STAM', 'REN', 'SLN', 'TCIRG1', 'CHMP3', 'VPS28', 'PLN', 'ATP2A1', 'SORBS1', 'ACE', 'CBL', 'SARAF']
245	GO:BP	GO:0035930	corticosteroid hormone secretion	0.0022524864254777	True	"""The regulated release of any corticosteroid hormone into the circulatory system."" [GOC:sl]"	19	97	3	15719	0.0309278350515463	0.1578947368421052	query_1	['GO:0035929']	['AGTR1', 'AGT', 'REN']
246	GO:BP	GO:0034220	monoatomic ion transmembrane transport	0.002262279535131	True	"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	946	97	16	15719	0.1649484536082474	0.0169133192389006	query_1	['GO:0006811', 'GO:0055085']	['ATP6V0A2', 'TRPC4AP', 'ATP6V0A1', 'HSPA2', 'ATP6AP2', 'SLN', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ATP6V0D2']
92	GO:CC	GO:0030667	secretory granule membrane	0.0022757294010029	True	"""The lipid bilayer surrounding a secretory granule."" [GOC:mah]"	307	100	8	16420	0.08	0.0260586319218241	query_1	['GO:0030141', 'GO:0030659', 'GO:0098588']	['ANPEP', 'ATP6V0A1', 'ARL8A', 'ATP6AP2', 'FLOT2', 'CD68', 'TCIRG1', 'ATP6V0C']
247	GO:BP	GO:2000272	negative regulation of signaling receptor activity	0.0023415088909884	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of a signaling receptor activity."" [GOC:obol]"	48	97	4	15719	0.0412371134020618	0.0833333333333333	query_1	['GO:0010469', 'GO:0044092']	['AGTR2', 'TSG101', 'CHMP6', 'CBL']
250	GO:BP	GO:0032465	regulation of cytokinesis	0.0023540381902322	True	"""Any process that modulates the frequency, rate or extent of the division of the cytoplasm of a cell and its separation into two daughter cells."" [GOC:mah]"	89	97	5	15719	0.0515463917525773	0.0561797752808988	query_1	['GO:0000910', 'GO:0010564', 'GO:0051302']	['VPS4A', 'CHMP3', 'CHMP4C', 'SPAST', 'ZFYVE19']
251	GO:BP	GO:0070086	ubiquitin-dependent endocytosis	0.0023540381902322	True	"""Endocytosis of a protein that requires the substrate to be modified by ubiquitination. Several plasma membrane proteins, including cell surface permeases and some receptors, are targeted for internalization by endocytosis, and are thereafter delivered to the vacuole or lysosome, where they are degraded."" [GOC:jp, GOC:mah, PMID:9409540]"	4	97	2	15719	0.0206185567010309	0.5	query_1	['GO:0006897', 'GO:0015031', 'GO:0072594', 'GO:0098657']	['TSG101', 'VPS28']
252	GO:BP	GO:0002605	negative regulation of dendritic cell antigen processing and presentation	0.0023540381902322	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of dendritic cell antigen processing and presentation."" [GOC:add]"	4	97	2	15719	0.0206185567010309	0.5	query_1	['GO:0002468', 'GO:0002578', 'GO:0002604']	['FGL2', 'CD68']
253	GO:BP	GO:1901876	regulation of calcium ion binding	0.0023540381902322	True	"""Any process that modulates the frequency, rate or extent of calcium ion binding."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16432188]"	4	97	2	15719	0.0206185567010309	0.5	query_1	['GO:0051098']	['SLN', 'PLN']
254	GO:BP	GO:1901877	negative regulation of calcium ion binding	0.0023540381902322	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of calcium ion binding."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16432188]"	4	97	2	15719	0.0206185567010309	0.5	query_1	['GO:0051100', 'GO:1901876']	['SLN', 'PLN']
255	GO:BP	GO:1902080	regulation of calcium ion import into sarcoplasmic reticulum	0.0023540381902322	True	"""Any process that modulates the frequency, rate or extent of calcium ion import into sarcoplasmic reticulum."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:8349590]"	4	97	2	15719	0.0206185567010309	0.5	query_1	['GO:0032386', 'GO:0051924', 'GO:1990036']	['PLN', 'ATP2A1']
249	GO:BP	GO:0060548	negative regulation of cell death	0.0023540381902322	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	951	97	16	15719	0.1649484536082474	0.0168243953732912	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'TBC1D24', 'CHMP5', 'CHMP3', 'CHMP4C', 'TP53', 'CBL']
248	GO:BP	GO:0051387	negative regulation of neurotrophin TRK receptor signaling pathway	0.0023540381902322	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the neurotrophin TRK receptor signaling pathway."" [GOC:ai]"	4	97	2	15719	0.0206185567010309	0.5	query_1	['GO:0009968', 'GO:0048011', 'GO:0051386', 'GO:0090288']	['AGTR2', 'AGT']
256	GO:BP	GO:1903772	regulation of viral budding via host ESCRT complex	0.0023540381902322	True	"""Any process that modulates the frequency, rate or extent of viral budding via host ESCRT complex."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24878737]"	4	97	2	15719	0.0206185567010309	0.5	query_1	['GO:0039702', 'GO:0050792']	['VPS4A', 'TSG101']
257	GO:BP	GO:0023051	regulation of signaling	0.0023872206974696	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3196	97	35	15719	0.3608247422680412	0.0109511889862327	query_1	['GO:0023052', 'GO:0050789']	['CGNL1', 'PIP4P1', 'C3', 'KIF7', 'CSNK1G1', 'AGTR1', 'HGS', 'MIB2', 'AGTR2', 'SPATA2', 'AIDA', 'FLOT1', 'TSG101', 'SMYD2', 'SH3BP1', 'ATP6AP2', 'LEMD2', 'DMPK', 'CHMP6', 'AGT', 'TFG', 'REN', 'TBC1D24', 'CHMP5', 'TCIRG1', 'TIMP3', 'LITAF', 'SORBS1', 'LGALS1', 'ATP6V0C', 'ACE', 'GCNT2', 'TP53', 'CYLD', 'CBL']
258	GO:BP	GO:0035813	regulation of renal sodium excretion	0.0025057280137108	True	"""Any process that modulates the amount of sodium excreted in urine over a unit of time."" [GOC:mtg_25march11, GOC:yaf]"	20	97	3	15719	0.0309278350515463	0.15	query_1	['GO:0035812', 'GO:0044062', 'GO:0098801']	['AGTR1', 'AGT', 'ACE']
259	GO:BP	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	0.0026186390919401	True	"""Any process that activates or increases the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	50	97	4	15719	0.0412371134020618	0.08	query_1	['GO:0097191', 'GO:2001235', 'GO:2001236']	['AGTR2', 'AGT', 'TIMP3', 'CYLD']
260	GO:BP	GO:0050435	amyloid-beta metabolic process	0.0028173069913215	True	"""The chemical reactions and pathways involving amyloid-beta, a glycoprotein associated with Alzheimer's disease, and its precursor, amyloid precursor protein (APP)."" [GOC:ai]"	51	97	4	15719	0.0412371134020618	0.0784313725490196	query_1	['GO:0006518']	['REN', 'CASP3', 'RTN3', 'ACE']
261	GO:BP	GO:0007039	protein catabolic process in the vacuole	0.0028660288799635	True	"""The chemical reactions and pathways resulting in the breakdown of a protein in the vacuole, usually by the action of vacuolar proteases."" [GOC:mah, GOC:vw]"	21	97	3	15719	0.0309278350515463	0.1428571428571428	query_1	['GO:0030163']	['TMEM199', 'CCDC115', 'TCIRG1']
262	GO:BP	GO:0032780	negative regulation of ATP-dependent activity	0.0028660288799635	True	"""Any process that stops or reduces the rate of an ATP-dependent activity."" [GOC:mah]"	21	97	3	15719	0.0309278350515463	0.1428571428571428	query_1	['GO:0043462', 'GO:0044092']	['SLN', 'PLN', 'TP53']
93	GO:CC	GO:0043229	intracellular organelle	0.0031176327033483	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	100	88	16420	0.88	0.0071760580608334	query_1	['GO:0005622', 'GO:0043226']	['AP1G2', 'CGNL1', 'PIP4P1', 'ZNF460', 'C3', 'ANPEP', 'ATP6V0A2', 'KIF7', 'CSNK1G1', 'PRG2', 'IFRD2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'MIB2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'MPZL2', 'SPATA2', 'VTA1', 'CCDC115', 'FGL2', 'VPS4B', 'FLOT1', 'TM9SF1', 'TSG101', 'HSPA2', 'SMYD2', 'ARL8A', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'TFG', 'STAM', 'CAPN7', 'SLN', 'TBC1D24', 'PDIA6', 'FLOT2', 'ZNF282', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'TIMP3', 'PRPF38A', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'LITAF', 'TMEM79', 'CHMP4C', 'CC2D1B', 'ATP6AP1', 'ATL1', 'ATP2A1', 'SORBS1', 'LGALS1', 'ATP6V0C', 'RTN3', 'ACE', 'GCNT2', 'VPS9D1', 'TP53', 'CYLD', 'SPAST', 'ATP6V0D2', 'VMA21', 'ELOF1', 'CBL', 'MITD1', 'ZFYVE19', 'SARAF']
94	GO:CC	GO:0099512	supramolecular fiber	0.003130994611374	True	"""A polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:dos]"	976	100	15	16420	0.15	0.0153688524590163	query_1	['GO:0099081']	['KIF7', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'ATP2A1', 'CYLD', 'SPAST']
264	GO:BP	GO:2000831	regulation of steroid hormone secretion	0.0032788069445853	True	"""Any process that modulates the frequency, rate or extent of steroid hormone secretion."" [GOC:sl]"	22	97	3	15719	0.0309278350515463	0.1363636363636363	query_1	['GO:0032368', 'GO:0035929', 'GO:0044060', 'GO:0046883']	['AGTR1', 'AGT', 'REN']
263	GO:BP	GO:0035812	renal sodium excretion	0.0032788069445853	True	"""The elimination of sodium ions from peritubular capillaries (or surrounding hemolymph in invertebrates) into the renal tubules to be incorporated subsequently into the urine."" [GOC:mtg_25march11, GOC:yaf, PMID:25287933]"	22	97	3	15719	0.0309278350515463	0.1363636363636363	query_1	['GO:0055078', 'GO:0097254']	['AGTR1', 'AGT', 'ACE']
95	GO:CC	GO:0043231	intracellular membrane-bounded organelle	0.0032829455250766	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	100	83	16420	0.83	0.0073614190687361	query_1	['GO:0043227', 'GO:0043229']	['AP1G2', 'PIP4P1', 'ZNF460', 'C3', 'ANPEP', 'ATP6V0A2', 'CSNK1G1', 'PRG2', 'IFRD2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'MIB2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'SPATA2', 'VTA1', 'CCDC115', 'FGL2', 'VPS4B', 'FLOT1', 'TM9SF1', 'TSG101', 'HSPA2', 'SMYD2', 'ARL8A', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'TFG', 'STAM', 'CAPN7', 'SLN', 'TBC1D24', 'PDIA6', 'FLOT2', 'ZNF282', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'TIMP3', 'PRPF38A', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'LITAF', 'TMEM79', 'CHMP4C', 'CC2D1B', 'ATP6AP1', 'ATL1', 'ATP2A1', 'SORBS1', 'LGALS1', 'ATP6V0C', 'RTN3', 'ACE', 'GCNT2', 'VPS9D1', 'TP53', 'SPAST', 'ATP6V0D2', 'VMA21', 'ELOF1', 'CBL', 'MITD1', 'SARAF']
265	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	0.0033660554880793	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	97	97	5	15719	0.0515463917525773	0.0515463917525773	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['VPS4A', 'VPS4B', 'HSPA2', 'CHMP4C', 'ZFYVE19']
96	GO:CC	GO:0099081	supramolecular polymer	0.0033671172752875	True	"""A polymeric supramolecular structure."" [GOC:dos]"	985	100	15	16420	0.15	0.015228426395939	query_1	['GO:0099080']	['KIF7', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'ATP2A1', 'CYLD', 'SPAST']
266	GO:BP	GO:0055085	transmembrane transport	0.0033991345614891	True	"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]"	1413	97	20	15719	0.2061855670103092	0.0141542816702052	query_1	['GO:0006810', 'GO:0009987']	['C3', 'ATP6V0A2', 'TRPC4AP', 'ATP6V0A1', 'HSPA2', 'ATP6AP2', 'AGT', 'SLN', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'SORBS1', 'ATP6V0C', 'ACE', 'ATP6V0D2']
267	GO:BP	GO:0060627	regulation of vesicle-mediated transport	0.0035082148084514	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	519	97	11	15719	0.1134020618556701	0.0211946050096339	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['C3', 'CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'FLOT1', 'TSG101', 'STAM', 'CHMP3', 'VPS28', 'CBL']
268	GO:BP	GO:0007049	cell cycle	0.0035082148084514	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1758	97	23	15719	0.2371134020618556	0.0130830489192263	query_1	['GO:0009987']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'TSG101', 'HSPA2', 'ARL8A', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'CHMP5', 'CASP3', 'CHMP3', 'CHMP4C', 'TP53', 'CYLD', 'SPAST', 'MITD1', 'ZFYVE19']
269	GO:BP	GO:0044062	regulation of excretion	0.0036842799907169	True	"""Any process that modulates the frequency, rate, or extent of excretion, the elimination by an organism of the waste products that arise as a result of metabolic activity."" [GOC:jl]"	23	97	3	15719	0.0309278350515463	0.1304347826086956	query_1	['GO:0007588', 'GO:0044057', 'GO:0051046']	['AGTR1', 'AGT', 'ACE']
270	GO:BP	GO:0002035	brain renin-angiotensin system	0.0037057330052279	True	"""The process in which an angiotensin-mediated signaling system present in the brain regulates the force with which blood passes through the circulatory system."" [PMID:2909574]"	5	97	2	15719	0.0206185567010309	0.4	query_1	['GO:0001976', 'GO:0002016']	['AGTR2', 'AGT']
45	REAC	REAC:R-HSA-177929	Signaling by EGFR	0.0037438555467058	True	Signaling by EGFR	48	78	4	10022	0.0512820512820512	0.0833333333333333	query_1	['REAC:R-HSA-9006934']	['HGS', 'STAM2', 'STAM', 'CBL']
97	GO:CC	GO:0016529	sarcoplasmic reticulum	0.0038572199971961	True	"""A fine reticular network of membrane-limited elements that pervades the sarcoplasm of a muscle cell; continuous over large portions of the cell and with the nuclear envelope; that part of the endoplasmic reticulum specialized for calcium release, uptake and storage."" [GOC:mtg_muscle, ISBN:0124325653, ISBN:0198547684]"	73	100	4	16420	0.04	0.0547945205479452	query_1	['GO:0005783', 'GO:0016528']	['DMPK', 'SLN', 'PLN', 'ATP2A1']
271	GO:BP	GO:0044839	cell cycle G2/M phase transition	0.004042357360891	True	"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]"	156	97	6	15719	0.0618556701030927	0.0384615384615384	query_1	['GO:0044770']	['VPS4A', 'VPS4B', 'HSPA2', 'CHMP4C', 'TP53', 'ZFYVE19']
46	REAC	REAC:R-HSA-2980736	Peptide hormone metabolism	0.0040523302852469	True	Peptide hormone metabolism	87	78	5	10022	0.0641025641025641	0.057471264367816	query_1	['REAC:R-HSA-392499']	['ANPEP', 'ATP6AP2', 'AGT', 'REN', 'ACE']
272	GO:BP	GO:0044772	mitotic cell cycle phase transition	0.0043437342391799	True	"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]"	448	97	10	15719	0.1030927835051546	0.0223214285714285	query_1	['GO:0044770', 'GO:1903047']	['CHMP2A', 'VPS4A', 'CHMP4B', 'VPS4B', 'HSPA2', 'CHMP7', 'CHMP4C', 'TP53', 'SPAST', 'ZFYVE19']
47	REAC	REAC:R-HSA-382551	Transport of small molecules	0.0044246834833334	True	Transport of small molecules	675	78	14	10022	0.1794871794871795	0.0207407407407407	query_1	['REAC:0000000']	['ATP6V0A2', 'TRPC4AP', 'ATP6V0A1', 'SLN', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ATP6V0D2']
273	GO:BP	GO:0031329	regulation of cellular catabolic process	0.0046205169617289	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	627	97	12	15719	0.1237113402061855	0.0191387559808612	query_1	['GO:0009894', 'GO:0031323', 'GO:0044248']	['ATP6V0A2', 'ATP6V0A1', 'CHMP4B', 'CHMP4A', 'TIMP3', 'CASP3', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6V0C', 'TP53', 'ATP6V0D2']
274	GO:BP	GO:1903902	positive regulation of viral life cycle	0.0046390788471356	True	"""Any process that activates or increases the frequency, rate or extent of viral life cycle."" [GO_REF:0000058, GOC:TermGenie, PMID:18005716]"	25	97	3	15719	0.0309278350515463	0.12	query_1	['GO:0019058', 'GO:0048524', 'GO:1903900']	['VPS4A', 'TSG101', 'LGALS1']
275	GO:BP	GO:0048011	neurotrophin TRK receptor signaling pathway	0.0046390788471356	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:ceb, GOC:jc, GOC:signaling, PMID:12065629, Wikipedia:Trk_receptor]"	25	97	3	15719	0.0309278350515463	0.12	query_1	['GO:0007169', 'GO:0038179']	['AGTR2', 'AGT', 'CASP3']
276	GO:BP	GO:0033365	protein localization to organelle	0.005016743295873	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	97	15	15719	0.1546391752577319	0.0162337662337662	query_1	['GO:0008104']	['HGS', 'VPS4A', 'CHMP4B', 'STAM2', 'TSG101', 'CHMP4A', 'LEMD2', 'CHMP7', 'AGT', 'STAM', 'CD68', 'TCIRG1', 'VPS37C', 'VPS28', 'TP53']
98	GO:CC	GO:0005901	caveola	0.005126193415065	True	"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis. Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]"	79	100	4	16420	0.04	0.050632911392405	query_1	['GO:0044853']	['FLOT1', 'FLOT2', 'SORBS1', 'CBL']
