Waardenburg syndrome type 2	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
560	GO:BP	GO:0032870	cellular response to hormone stimulus	1.7816362716747042e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:mah]"	606	106	17	21110	0.160377358490566	0.028052805280528	query_1	['GO:0009725', 'GO:0071310', 'GO:0071495']	['BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'SOX10', 'LYN', 'GRB2', 'TGFB1', 'EDN1', 'PTK2', 'PTPN11', 'PGF']
561	KEGG	KEGG:05131	Shigellosis	1.7824979896808465e-05	True	Shigellosis	246	85	14	8161	0.1647058823529411	0.056910569105691	query_1	['KEGG:00000']	['ITGB1', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'PLCG2', 'ITGA5', 'PXN', 'EGFR', 'VCL', 'PLCG1', 'CRKL', 'TLN1', 'PTK2']
562	GO:BP	GO:0003100	regulation of systemic arterial blood pressure by endothelin	1.787693470780238e-05	True	"""The process in which endothelin modulates the force with which blood passes through the circulatory system. Endothelin is a hormone that is released by the endothelium, and it is a vasoconstrictor."" [GOC:mtg_cardio]"	6	106	4	21110	0.0377358490566037	0.6666666666666666	query_1	['GO:0001990']	['EDN2', 'EDN3', 'EDN1', 'ECE1']
563	GO:BP	GO:0050679	positive regulation of epithelial cell proliferation	1.951732116163215e-05	True	"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]"	212	106	11	21110	0.1037735849056603	0.0518867924528301	query_1	['GO:0008284', 'GO:0050673', 'GO:0050678']	['VEGFB', 'ITGB3', 'ITGA4', 'TGFB1', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'VEGFA', 'TGFBR1', 'PGF']
564	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	1.9620431195517533e-05	True	Cytokine Signaling in Immune system	714	96	23	10790	0.2395833333333333	0.0322128851540616	query_1	['REAC:R-HSA-168256']	['RAPGEF1', 'ITGB1', 'FN1', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'SOS1', 'FYN', 'LYN', 'GRB2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'LCK', 'CBL', 'PTPN11']
565	GO:BP	GO:0055074	calcium ion homeostasis	1.96399782749233e-05	True	"""Any process involved in the maintenance of an internal steady state of calcium ions within an organism or cell."" [GOC:ceb, GOC:jid, GOC:mah]"	326	106	13	21110	0.1226415094339622	0.0398773006134969	query_1	['GO:0055080', 'GO:0098771']	['KEL', 'EDN2', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'XK', 'LCK']
566	GO:BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	2.0494986224559345e-05	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]"	213	106	11	21110	0.1037735849056603	0.0516431924882629	query_1	['GO:0043410', 'GO:0070371', 'GO:0070372']	['RAPGEF1', 'VEGFB', 'SRC', 'ITGB3', 'SHC1', 'EGFR', 'PTK2B', 'VEGFA', 'CRKL', 'PTPN11', 'PDGFRA']
567	GO:BP	GO:0060249	anatomical structure homeostasis	2.093925139804549e-05	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]"	268	106	12	21110	0.1132075471698113	0.044776119402985	query_1	['GO:0048871']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'JAM3', 'VCL', 'SYK', 'PTK2B', 'VEGFA', 'SH3GL2', 'JAM2', 'PTPN11']
568	GO:BP	GO:0001894	tissue homeostasis	2.093925139804549e-05	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."" [GOC:add, GOC:isa_complete]"	268	106	12	21110	0.1132075471698113	0.044776119402985	query_1	['GO:0048871', 'GO:0060249']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'JAM3', 'VCL', 'SYK', 'PTK2B', 'VEGFA', 'SH3GL2', 'JAM2', 'PTPN11']
569	GO:BP	GO:0007492	endoderm development	2.161280068036272e-05	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	85	106	8	21110	0.0754716981132075	0.0941176470588235	query_1	['GO:0009888']	['ITGB5', 'FN1', 'ITGAV', 'ITGA5', 'ITGA4', 'GRB2', 'TGFB1', 'VTN']
570	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	2.1826420976741863e-05	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	269	106	12	21110	0.1132075471698113	0.0446096654275092	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['KITLG', 'SRC', 'TGFBR2', 'FYN', 'ITGA4', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'VCAM1', 'LCK', 'PTPN11']
571	GO:BP	GO:0051896	regulation of protein kinase B signaling	2.2924522057635697e-05	True	"""Any process that modulates the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B."" [GOC:ai]"	166	106	10	21110	0.0943396226415094	0.0602409638554216	query_1	['GO:0043491', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'VEGFB', 'SRC', 'EGFR', 'VEGFA', 'TGFBR1', 'PTK2', 'THBS1']
572	GO:BP	GO:0010763	positive regulation of fibroblast migration	2.426389349522068e-05	True	"""Any process that increases the rate, frequency or extent of fibroblast cell migration. Fibroblast cell migration is accomplished by extension and retraction of a pseudopodium."" [GOC:BHF, GOC:dph, GOC:tb]"	16	106	5	21110	0.0471698113207547	0.3125	query_1	['GO:0010761', 'GO:0010762', 'GO:0030335']	['ITGB1', 'ITGB3', 'TGFB1', 'PTK2', 'THBS1']
573	GO:BP	GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	2.426389349522068e-05	True	"""Any semaphorin-plexin signaling pathway that is involved in neuron projection guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22790009]"	16	106	5	21110	0.0471698113207547	0.3125	query_1	['GO:0071526', 'GO:0097485']	['EDNRA', 'NRP2', 'EDN1', 'ECE1', 'PLXNA1']
574	GO:BP	GO:0010594	regulation of endothelial cell migration	2.428371668810249e-05	True	"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	167	106	10	21110	0.0943396226415094	0.059880239520958	query_1	['GO:0010632', 'GO:0043542']	['MET', 'BCAR1', 'ITGB3', 'NRP2', 'PLCG1', 'EDN1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1']
575	WP	WP:WP1539	Angiogenesis	2.4840222972104592e-05	True	Angiogenesis	24	89	6	8133	0.0674157303370786	0.25	query_1	['WP:000000']	['SRC', 'PLCG1', 'VEGFA', 'PTK2', 'PDGFRA', 'FLT1']
576	REAC	REAC:R-HSA-1433559	Regulation of KIT signaling	2.654815728475881e-05	True	Regulation of KIT signaling	13	96	5	10790	0.0520833333333333	0.3846153846153846	query_1	['REAC:R-HSA-1433557']	['SOS1', 'FYN', 'LYN', 'LCK', 'CBL']
577	GO:BP	GO:0002253	activation of immune response	2.707320600806687e-05	True	"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	545	106	16	21110	0.1509433962264151	0.0293577981651376	query_1	['GO:0002376', 'GO:0050778']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK']
578	GO:BP	GO:0050901	leukocyte tethering or rolling	2.7565902564667344e-05	True	"""Transient adhesive interactions between leukocytes and endothelial cells lining blood vessels. Carbohydrates on circulating leukocytes bind selectins on the vessel wall causing the leukocytes to slow down and roll along the inner surface of the vessel wall. During this rolling motion, transitory bonds are formed and broken between selectins and their ligands. Typically the first step in cellular extravasation (the movement of leukocytes out of the circulatory system, towards the site of tissue damage or infection)."" [GOC:bf, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538, Wikipedia:Leukocyte_extravasation]"	33	106	6	21110	0.0566037735849056	0.1818181818181818	query_1	['GO:0045123', 'GO:0061756']	['ITGB1', 'ITGA4', 'MADCAM1', 'VCAM1', 'ITGB7', 'JAM2']
579	GO:BP	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	2.7565902564667344e-05	True	"""Any process that activates or increases the frequency, rate or extent of phosphatidylinositol 3-kinase activity."" [GOC:bf]"	33	106	6	21110	0.0566037735849056	0.1818181818181818	query_1	['GO:0043551', 'GO:0090218']	['SRC', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
580	GO:BP	GO:0001706	endoderm formation	2.8333719898127386e-05	True	"""The formation of the endoderm during gastrulation."" [GOC:go_curators]"	57	106	7	21110	0.0660377358490566	0.1228070175438596	query_1	['GO:0001704', 'GO:0007492']	['ITGB5', 'FN1', 'ITGAV', 'ITGA5', 'ITGA4', 'GRB2', 'VTN']
581	GO:BP	GO:0042110	T cell activation	2.8497078978433844e-05	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	547	106	16	21110	0.1509433962264151	0.0292504570383912	query_1	['GO:0046649']	['KITLG', 'SRC', 'PIK3R1', 'ITK', 'SOS1', 'TGFBR2', 'FYN', 'LAT', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'PTPN11']
582	GO:BP	GO:0010811	positive regulation of cell-substrate adhesion	2.9071487986768693e-05	True	"""Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	126	106	9	21110	0.0849056603773584	0.0714285714285714	query_1	['GO:0010810', 'GO:0031589', 'GO:0045785']	['FN1', 'ITGB3', 'CRK', 'ITGA5', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'ITGA3']
583	KEGG	KEGG:04722	Neurotrophin signaling pathway	3.059929963595459e-05	True	Neurotrophin signaling pathway	118	85	10	8161	0.1176470588235294	0.0847457627118644	query_1	['KEGG:00000']	['RAPGEF1', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'GRB2', 'PLCG1', 'CRKL', 'PTPN11']
584	WP	WP:WP127	IL-5 signaling pathway	3.0722182497402466e-05	True	IL-5 signaling pathway	40	89	7	8133	0.0786516853932584	0.175	query_1	['WP:000000']	['PIK3R1', 'SHC1', 'SOS1', 'LYN', 'GRB2', 'SYK', 'PTPN11']
585	WP	WP:WP3937	Microglia pathogen phagocytosis pathway	3.0722182497402466e-05	True	Microglia pathogen phagocytosis pathway	40	89	7	8133	0.0786516853932584	0.175	query_1	['WP:000000']	['PIK3R1', 'PLCG2', 'LAT', 'LYN', 'VAV1', 'SYK', 'FCGR1A']
586	WP	WP:WP2828	Bladder cancer	3.0722182497402466e-05	True	Bladder cancer	40	89	7	8133	0.0786516853932584	0.175	query_1	['WP:000000']	['SRC', 'PIK3R1', 'EGFR', 'ERBB2', 'CDH1', 'VEGFA', 'THBS1']
587	GO:BP	GO:0022612	gland morphogenesis	3.115936799373151e-05	True	"""The process in which the anatomical structures of a gland are generated and organized."" [GOC:isa_complete]"	127	106	9	21110	0.0849056603773584	0.0708661417322834	query_1	['GO:0009887', 'GO:0048732']	['SRC', 'TGFB3', 'HGF', 'TGFBR2', 'SNAI2', 'TNC', 'TGFB1', 'EGFR', 'PLXNA1']
588	GO:BP	GO:0050865	regulation of cell activation	3.376186625433906e-05	True	"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]"	716	106	18	21110	0.1698113207547169	0.0251396648044692	query_1	['GO:0001775', 'GO:0050794', 'GO:0051239']	['FN1', 'KITLG', 'SRC', 'SOS1', 'TGFBR2', 'FYN', 'LAT', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'SH3KBP1', 'VCAM1', 'LCK', 'THBS1', 'PTPN11', 'PDGFRA']
589	GO:BP	GO:0006954	inflammatory response	3.396132227076987e-05	True	"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]"	803	106	19	21110	0.1792452830188679	0.0236612702366127	query_1	['GO:0006952']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'HGF', 'PLCG2', 'FYN', 'LAT', 'LYN', 'TNC', 'TGFB1', 'JAM3', 'SYK', 'PLCG1', 'FCGR1A', 'EDNRB', 'VCAM1', 'ITGB6', 'THBS1']
590	GO:BP	GO:0001701	in utero embryonic development	3.421033028440969e-05	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	408	106	14	21110	0.1320754716981132	0.034313725490196	query_1	['GO:0043009']	['ITGB1', 'EDNRA', 'TGFB3', 'TGFBR2', 'SH3PXD2A', 'SOX10', 'GRB2', 'EGFR', 'TFEB', 'PLCG1', 'EDN1', 'VEGFA', 'TGFBR1', 'PDGFRA']
591	GO:BP	GO:0032970	regulation of actin filament-based process	3.421033028440969e-05	True	"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]"	408	106	14	21110	0.1320754716981132	0.034313725490196	query_1	['GO:0030029', 'GO:0050794']	['MET', 'CD2AP', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'GRB2', 'TGFB1', 'JAM3', 'EDN1', 'PTK2B', 'TGFBR1', 'PDGFRA']
592	GO:CC	GO:0071062	alphav-beta3 integrin-vitronectin complex	3.4494713596058395e-05	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin."" [PMID:10835423]"	3	106	3	22122	0.0283018867924528	1.0	query_1	['GO:0098797']	['ITGB3', 'ITGA5', 'VTN']
593	KEGG	KEGG:04935	Growth hormone synthesis, secretion and action	3.583402180296531e-05	True	Growth hormone synthesis, secretion and action	120	85	10	8161	0.1176470588235294	0.0833333333333333	query_1	['KEGG:00000']	['BCAR1', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'GRB2', 'PLCG1', 'CRKL', 'PTK2']
594	GO:BP	GO:0002573	myeloid leukocyte differentiation	3.614496684420234e-05	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]"	225	106	11	21110	0.1037735849056603	0.0488888888888888	query_1	['GO:0002521', 'GO:0030099']	['KITLG', 'SRC', 'PIK3R1', 'MITF', 'TFE3', 'TGFBR2', 'SH3PXD2A', 'LYN', 'TGFB1', 'VEGFA', 'ITGB6']
595	GO:BP	GO:0043550	regulation of lipid kinase activity	3.626116732681137e-05	True	"""Any process that modulates the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:bf]"	59	106	7	21110	0.0660377358490566	0.1186440677966101	query_1	['GO:0043549']	['SRC', 'PIK3R1', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
596	GO:CC	GO:0019897	extrinsic component of plasma membrane	3.631487790566353e-05	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]"	167	106	9	22122	0.0849056603773584	0.0538922155688622	query_1	['GO:0005886', 'GO:0019898']	['SRC', 'FYN', 'LYN', 'SYK', 'CDH1', 'PTK2B', 'CRKL', 'PTK2', 'LCK']
597	REAC	REAC:R-HSA-9706374	FLT3 signaling through SRC family kinases	3.7859786713445695e-05	True	FLT3 signaling through SRC family kinases	6	96	4	10790	0.0416666666666666	0.6666666666666666	query_1	['REAC:R-HSA-9607240']	['FLT3LG', 'FYN', 'SYK', 'LCK']
598	GO:MF	GO:0019955	cytokine binding	3.884714998833029e-05	True	"""Binding to a cytokine, any of a group of proteins that function to control the survival, growth and differentiation of tissues and cells, and which have autocrine and paracrine activity."" [GOC:ai, GOC:bf, ISBN:0198599471]"	143	106	9	20195	0.0849056603773584	0.0629370629370629	query_1	['GO:0005515']	['ITGB1', 'ITGAV', 'ITGB3', 'TGFB3', 'TGFBR2', 'ITGA4', 'NRP2', 'TGFBR1', 'THBS1']
599	GO:BP	GO:0007417	central nervous system development	3.922395511085274e-05	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1092	106	22	21110	0.2075471698113207	0.0201465201465201	query_1	['GO:0007399', 'GO:0048731']	['ITGB1', 'SRC', 'CRK', 'SOS1', 'TGFBR2', 'FYN', 'SOX10', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'POU3F1', 'EML1', 'ERBB2', 'POU3F2', 'CDH1', 'SH3GL2', 'CRKL', 'VTN', 'TUBB2A', 'PTPN11', 'PLXNA1']
600	GO:BP	GO:0072593	reactive oxygen species metabolic process	3.959932522885294e-05	True	"""The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers."" [GOC:mah]"	227	106	11	21110	0.1037735849056603	0.0484581497797356	query_1	['GO:0044237']	['SHC1', 'PLCG2', 'TGFBR2', 'FYN', 'SH3PXD2A', 'GRB2', 'VAV1', 'SYK', 'EDN1', 'PTK2B', 'THBS1']
601	GO:BP	GO:0035633	maintenance of blood-brain barrier	4.007121569347053e-05	True	"""Maintaining the structure and function of the blood-brain barrier, thus ensuring specific regulated transport of substances (e.g. macromolecules, small molecules, ions) into the brain, and out of the brain into the blood circulation."" [GOC:aruk, GOC:bc, GOC:bf, GOC:sl, PMID:20080302, PMID:30280653]"	35	106	6	21110	0.0566037735849056	0.1714285714285714	query_1	['GO:0001894']	['ITGB1', 'JAM3', 'VCL', 'VEGFA', 'SH3GL2', 'JAM2']
602	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	4.050781608209644e-05	True	Signaling by TGF-beta Receptor Complex	90	96	9	10790	0.09375	0.1	query_1	['REAC:R-HSA-9006936']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'TGFBR2', 'TGFBR1', 'ITGB6', 'CBL']
603	KEGG	KEGG:04514	Cell adhesion molecules	4.063610184458523e-05	True	Cell adhesion molecules	153	85	11	8161	0.1294117647058823	0.0718954248366013	query_1	['KEGG:00000']	['ITGB1', 'ITGA9', 'ITGAV', 'ITGA4', 'MADCAM1', 'JAM3', 'CDH1', 'VCAM1', 'L1CAM', 'ITGB7', 'JAM2']
604	WP	WP:WP5072	Modulators of TCR signaling and T cell activation	4.093542862931673e-05	True	Modulators of TCR signaling and T cell activation	61	89	8	8133	0.0898876404494382	0.1311475409836065	query_1	['WP:000000']	['PIK3R1', 'ITK', 'LAT', 'GRB2', 'LCP2', 'VAV1', 'PLCG1', 'LCK']
605	WP	WP:WP2263	Androgen receptor network in prostate cancer	4.213897353963088e-05	True	Androgen receptor network in prostate cancer	110	89	10	8133	0.1123595505617977	0.0909090909090909	query_1	['WP:000000']	['RAPGEF1', 'CRK', 'HGF', 'SOS1', 'PXN', 'GRB2', 'PLK1', 'PTK2B', 'CRKL', 'PTPN11']
606	REAC	REAC:R-HSA-451927	Interleukin-2 family signaling	4.50484718607566e-05	True	Interleukin-2 family signaling	44	96	7	10790	0.0729166666666666	0.1590909090909091	query_1	['REAC:R-HSA-449147']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'SYK', 'PTK2B', 'LCK']
607	GO:BP	GO:0048519	negative regulation of biological process	4.544996532958336e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5932	106	57	21110	0.5377358490566038	0.0096089008766014	query_1	['GO:0008150', 'GO:0050789']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'CD2AP', 'KITLG', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'PYCR1', 'TGFBR2', 'ITGA5', 'FYN', 'SNAI2', 'SOX10', 'LYN', 'TGFB1', 'PLK1', 'JAM3', 'EGFR', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'EML2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PLXNA1']
