Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
404	GO:BP	GO:0007049	cell cycle	0.0128564218334795	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1750	101	21	17376	0.2079207920792079	0.012	query_1	['GO:0009987']	['CUL3', 'PTCH1', 'CUL4B', 'ARF1', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'DDB1', 'PRCC', 'GBF1', 'EP300', 'AHR', 'CUL5', 'COPS5', 'PKHD1', 'RARA', 'HSPA8', 'CUL1', 'CUL2', 'PKD2', 'CUL4A']
405	REAC	REAC:R-HSA-918233	TRAF3-dependent IRF activation pathway	0.0130025852444396	True	TRAF3-dependent IRF activation pathway	15	101	2	17376	0.0198019801980198	0.1333333333333333	query_1	['REAC:R-HSA-168928']	['CREBBP', 'EP300']
406	REAC	REAC:R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	0.0132131891227337	True	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	52	101	3	17376	0.0297029702970297	0.0576923076923076	query_1	['REAC:R-HSA-9759194']	['RBX1', 'SKP1', 'CUL1']
407	GO:CC	GO:0016020	membrane	0.0133966893905381	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8348	101	63	17376	0.6237623762376238	0.0075467177767129	query_1	['GO:0110165']	['CUL3', 'LRIG3', 'PTCH1', 'PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'ARF1', 'DAD1', 'BOC', 'LMO7', 'DHH', 'GNL2', 'CYTH4', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'TAMALIN', 'SCOC', 'CYTH2', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'ARFRP1', 'CSDE1', 'RPN1', 'HSP90B1', 'VHL', 'ARFIP2', 'SEL1L', 'GBF1', 'RGSL1', 'RPLP2', 'SHH', 'STT3A', 'FAF2', 'CAND1', 'SELENOK', 'MAGT1', 'PKHD1', 'RARA', 'DDX42', 'RPN2', 'HHIP', 'HSPA8', 'FAM3D', 'CUL1', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3', 'NAA35']
408	REAC	REAC:R-HSA-2990846	SUMOylation	0.0136064258180348	True	SUMOylation	175	101	5	17376	0.0495049504950495	0.0285714285714285	query_1	['REAC:R-HSA-597592']	['RXRA', 'CREBBP', 'VHL', 'EP300', 'RARA']
409	REAC	REAC:R-HSA-9604323	Negative regulation of NOTCH4 signaling	0.0137149799000927	True	Negative regulation of NOTCH4 signaling	53	101	3	17376	0.0297029702970297	0.0566037735849056	query_1	['REAC:R-HSA-9013694']	['RBX1', 'SKP1', 'CUL1']
410	GO:BP	GO:0010033	response to organic substance	0.013737042409573	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm, PMID:23356676]"	2673	101	28	17376	0.2772277227722772	0.0104751215862326	query_1	['GO:0042221']	['CUL3', 'RXRA', 'PTCH1', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'PPARD', 'DHH', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'HSP90B1', 'HIF1A', 'SEL1L', 'EP300', 'AHR', 'FAF2', 'ERLEC1', 'COPS5', 'RARA', 'HSPA8', 'PKD2']
411	GO:BP	GO:0045893	positive regulation of DNA-templated transcription	0.0138285361534063	True	"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1638	101	20	17376	0.198019801980198	0.0122100122100122	query_1	['GO:0006351', 'GO:0006355', 'GO:1903508']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
412	GO:BP	GO:1903508	positive regulation of nucleic acid-templated transcription	0.0138285361534063	True	"""Any process that activates or increases the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1638	101	20	17376	0.198019801980198	0.0122100122100122	query_1	['GO:0097659', 'GO:1902680', 'GO:1903506']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
413	REAC	REAC:R-HSA-9614657	FOXO-mediated transcription of cell death genes	0.0139682595303858	True	FOXO-mediated transcription of cell death genes	16	101	2	17376	0.0198019801980198	0.125	query_1	['REAC:R-HSA-9614085']	['CREBBP', 'EP300']
414	REAC	REAC:R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.0139682595303858	True	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	16	101	2	17376	0.0198019801980198	0.125	query_1	['REAC:R-HSA-186712']	['CREBBP', 'EP300']
415	REAC	REAC:R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	0.0139682595303858	True	Regulation of pyruvate dehydrogenase (PDH) complex	16	101	2	17376	0.0198019801980198	0.125	query_1	['REAC:R-HSA-70268']	['RXRA', 'PPARD']
416	REAC	REAC:R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	0.0139682595303858	True	MAP3K8 (TPL2)-dependent MAPK1/3 activation	16	101	2	17376	0.0198019801980198	0.125	query_1	['REAC:R-HSA-450294', 'REAC:R-HSA-9020702']	['SKP1', 'CUL1']
417	GO:BP	GO:0060351	cartilage development involved in endochondral bone morphogenesis	0.0141025102718988	True	"""The process whose specific outcome is the progression of the cartilage that will provide a scaffold for mineralization of endochondral bones."" [GOC:dph]"	35	101	3	17376	0.0297029702970297	0.0857142857142857	query_1	['GO:0051216', 'GO:0060350']	['IHH', 'ZMPSTE24', 'RARA']
418	REAC	REAC:R-HSA-1266738	Developmental Biology	0.0141460378968257	True	Developmental Biology	1082	101	14	17376	0.1386138613861386	0.0129390018484288	query_1	['REAC:0000000']	['RXRA', 'CREBBP', 'DHH', 'CDON', 'HSP90AB1', 'ELOB', 'RBX1', 'EPAS1', 'ELOC', 'RPLP2', 'EP300', 'RARA', 'HSPA8', 'CUL2']
419	GO:BP	GO:0035556	intracellular signal transduction	0.0141686967677444	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2546	101	27	17376	0.2673267326732673	0.0106048703849175	query_1	['GO:0007165']	['CUL3', 'MROH2B', 'SELENOS', 'SYVN1', 'PPARD', 'CYTH4', 'CDON', 'DNAJC10', 'HSP90AB1', 'CYTH3', 'CYTH1', 'ZMPSTE24', 'CYTH2', 'RBX1', 'ARFIP2', 'HIF1A', 'GBF1', 'SHH', 'EP300', 'AHR', 'SELENOK', 'CUL5', 'COPS5', 'PKHD1', 'CUL1', 'CUL2', 'CUL4A']
420	GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	0.0143856655839425	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1645	101	20	17376	0.198019801980198	0.0121580547112462	query_1	['GO:0010557', 'GO:0031328', 'GO:0032774', 'GO:0051254', 'GO:2001141']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
421	GO:BP	GO:0042176	regulation of protein catabolic process	0.014413179282741	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]"	357	101	8	17376	0.0792079207920792	0.0224089635854341	query_1	['GO:0009894', 'GO:0030163', 'GO:0051246']	['CUL4B', 'HSP90AB1', 'VCP', 'ELOB', 'ZYG11B', 'DDB1', 'RBX1', 'SHH']
422	REAC	REAC:R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	0.0145061446945524	True	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	55	101	3	17376	0.0297029702970297	0.0545454545454545	query_1	['REAC:R-HSA-69275']	['RBX1', 'SKP1', 'CUL1']
423	GO:BP	GO:1903052	positive regulation of proteolysis involved in protein catabolic process	0.0145788558651106	True	"""Any process that activates or increases the frequency, rate or extent of proteolysis involved in protein catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	135	101	5	17376	0.0495049504950495	0.037037037037037	query_1	['GO:0045862', 'GO:0051603', 'GO:1903050']	['VCP', 'ELOB', 'ZYG11B', 'RBX1', 'VHL']
424	GO:CC	GO:0032588	trans-Golgi network membrane	0.0146576715499957	True	"""The lipid bilayer surrounding any of the compartments that make up the trans-Golgi network."" [GOC:mah]"	101	101	4	17376	0.0396039603960396	0.0396039603960396	query_1	['GO:0005802', 'GO:0031090']	['ARL1', 'ARFRP1', 'ARFIP2', 'SYS1']
425	GO:CC	GO:0044292	dendrite terminus	0.014719839137269	True	"""A structure at the distal end of a dendrite adapted to carry out a specific function, e.g. dendriole."" [GOC:jl, NIF_Subcellular:sao28175134]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0030425', 'GO:0110165']	['PTCH1', 'HSP90AB1']
426	GO:BP	GO:0072203	cell proliferation involved in metanephros development	0.0147257839578853	True	"""The multiplication or reproduction of cells, resulting in the expansion of the population in the metanephros."" [GOC:mtg_kidney_jan10]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0001656', 'GO:0072111']	['PTCH1', 'SHH']
427	GO:BP	GO:2001054	negative regulation of mesenchymal cell apoptotic process	0.0147257839578853	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mesenchymal cell apoptotic process."" [GOC:mtg_apoptosis, GOC:obol]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0043066', 'GO:0097152', 'GO:2001053']	['HIF1A', 'SHH']
428	GO:BP	GO:0033089	positive regulation of T cell differentiation in thymus	0.0147257839578853	True	"""Any process that activates or increases the frequency, rate or extent of T cell differentiation in the thymus."" [GOC:add, GOC:mah]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0033077', 'GO:0033081', 'GO:0045582']	['IHH', 'SHH']
429	GO:BP	GO:0010874	regulation of cholesterol efflux	0.0148050168505334	True	"""Any process that modulates the frequency, rate or extent of cholesterol efflux. Cholesterol efflux is the directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle."" [GOC:BHF, GOC:dph, GOC:tb]"	36	101	3	17376	0.0297029702970297	0.0833333333333333	query_1	['GO:0032374', 'GO:0033344']	['RXRA', 'PTCH1', 'SHH']
430	REAC	REAC:R-HSA-8876725	Protein methylation	0.0151596481991767	True	Protein methylation	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['REAC:R-HSA-597592']	['VCP', 'HSPA8']
431	REAC	REAC:R-HSA-5610787	Hedgehog 'off' state	0.0151596481991767	True	Hedgehog 'off' state	113	101	4	17376	0.0396039603960396	0.0353982300884955	query_1	['REAC:R-HSA-5358351']	['PTCH1', 'RBX1', 'SKP1', 'CUL1']
432	REAC	REAC:R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	0.0151596481991767	True	SRP-dependent cotranslational protein targeting to membrane	113	101	4	17376	0.0396039603960396	0.0353982300884955	query_1	['REAC:R-HSA-72766']	['DDOST', 'RPN1', 'RPLP2', 'RPN2']
433	GO:BP	GO:1903008	organelle disassembly	0.0152403547522554	True	"""The disaggregation of an organelle into its constituent components."" [GO_REF:0000079, GOC:TermGenie]"	137	101	5	17376	0.0495049504950495	0.0364963503649635	query_1	['GO:0006996', 'GO:0022411']	['PNPLA2', 'VCP', 'ARFIP2', 'HIF1A', 'GBF1']
434	GO:BP	GO:0031325	positive regulation of cellular metabolic process	0.0153725854496562	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2839	101	29	17376	0.2871287128712871	0.0102148643888693	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['RXRA', 'PTCH1', 'PNPLA2', 'IHH', 'LIMCH1', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'HSP90AB1', 'VCP', 'SCOC', 'DDB1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'ERCC8', 'COPS5', 'RARA', 'HSPA8', 'PKD2', 'CDX1']
435	GO:CC	GO:0090734	site of DNA damage	0.0158039629487684	True	"""A region of a chromosome at which DNA damage has occurred. DNA damage signaling and repair proteins accumulate at the lesion to respond to the damage and repair the DNA to form a continuous DNA helix."" [GOC:pg]"	104	101	4	17376	0.0396039603960396	0.0384615384615384	query_1	['GO:0005694', 'GO:0110165']	['DDB2', 'VCP', 'DDB1', 'CUL5']
436	GO:BP	GO:1903047	mitotic cell cycle process	0.0159191442817083	True	"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	746	101	12	17376	0.1188118811881188	0.0160857908847185	query_1	['GO:0000278', 'GO:0022402']	['CUL3', 'CUL4B', 'ARF1', 'VCP', 'ZMPSTE24', 'DDB1', 'CUL5', 'PKHD1', 'CUL1', 'CUL2', 'PKD2', 'CUL4A']
437	GO:BP	GO:0062013	positive regulation of small molecule metabolic process	0.016052967411838	True	"""Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	139	101	5	17376	0.0495049504950495	0.0359712230215827	query_1	['GO:0009893', 'GO:0044281', 'GO:0062012']	['PPARD', 'VCP', 'DDB1', 'HIF1A', 'ARNT']
438	REAC	REAC:R-HSA-5619507	Activation of HOX genes during differentiation	0.0162637971162402	True	Activation of HOX genes during differentiation	116	101	4	17376	0.0396039603960396	0.0344827586206896	query_1	['REAC:R-HSA-1266738']	['RXRA', 'CREBBP', 'EP300', 'RARA']
439	REAC	REAC:R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	0.0162637971162402	True	Activation of anterior HOX genes in hindbrain development during early embryogenesis	116	101	4	17376	0.0396039603960396	0.0344827586206896	query_1	['REAC:R-HSA-5619507']	['RXRA', 'CREBBP', 'EP300', 'RARA']
440	GO:BP	GO:0006289	nucleotide-excision repair	0.0162762595547818	True	"""A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts)."" [PMID:10197977]"	82	101	4	17376	0.0396039603960396	0.048780487804878	query_1	['GO:0006281']	['DDB2', 'DDB1', 'ERCC8', 'CUL4A']
441	GO:BP	GO:0032350	regulation of hormone metabolic process	0.0168172471705039	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving any hormone."" [GOC:mah]"	38	101	3	17376	0.0297029702970297	0.0789473684210526	query_1	['GO:0010817', 'GO:0019222', 'GO:0042445']	['ZMPSTE24', 'HIF1A', 'ARNT']
442	GO:BP	GO:0035050	embryonic heart tube development	0.0168172471705039	True	"""The process whose specific outcome is the progression of the embryonic heart tube over time, from its formation to the mature structure. The heart tube forms as the heart rudiment from the heart field."" [GOC:go_curators]"	83	101	4	17376	0.0396039603960396	0.0481927710843373	query_1	['GO:0007507', 'GO:0035295', 'GO:0048568', 'GO:0060429']	['IHH', 'HIF1A', 'SHH', 'PKD2']
443	GO:BP	GO:0045880	positive regulation of smoothened signaling pathway	0.0168172471705039	True	"""Any process that activates or increases the frequency, rate or extent of smoothened signaling."" [GOC:go_curators]"	38	101	3	17376	0.0297029702970297	0.0789473684210526	query_1	['GO:0007224', 'GO:0008589', 'GO:0009967']	['IHH', 'DHH', 'SHH']
444	GO:BP	GO:0045732	positive regulation of protein catabolic process	0.017083105984779	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]"	210	101	6	17376	0.0594059405940594	0.0285714285714285	query_1	['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']	['CUL4B', 'VCP', 'ELOB', 'ZYG11B', 'DDB1', 'RBX1']
445	REAC	REAC:R-HSA-8878166	Transcriptional regulation by RUNX2	0.0171467483110849	True	Transcriptional regulation by RUNX2	118	101	4	17376	0.0396039603960396	0.0338983050847457	query_1	['REAC:R-HSA-212436']	['IHH', 'RBX1', 'SKP1', 'CUL1']
446	REAC	REAC:R-HSA-211897	Cytochrome P450 - arranged by substrate type	0.017167173352488	True	Cytochrome P450 - arranged by substrate type	60	101	3	17376	0.0297029702970297	0.05	query_1	['REAC:R-HSA-211945']	['RXRA', 'ARNT', 'AHR']
447	REAC	REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	0.017167173352488	True	Degradation of GLI2 by the proteasome	60	101	3	17376	0.0297029702970297	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
448	REAC	REAC:R-HSA-5610780	Degradation of GLI1 by the proteasome	0.017167173352488	True	Degradation of GLI1 by the proteasome	60	101	3	17376	0.0297029702970297	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
449	REAC	REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	0.017167173352488	True	GLI3 is processed to GLI3R by the proteasome	60	101	3	17376	0.0297029702970297	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
450	GO:BP	GO:0046886	positive regulation of hormone biosynthetic process	0.017453782026904	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of hormones."" [GOC:ai]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0031328', 'GO:0032352', 'GO:0042446', 'GO:0046885']	['HIF1A', 'ARNT']
451	GO:BP	GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	0.017453782026904	True	"""The modification of peptidyl-proline to form 4-hydroxy-L-proline; catalyzed by procollagen-proline,2-oxoglutarate-4-dioxygenase."" [RESID:AA0030]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0019511']	['EGLN3', 'EGLN1']
452	REAC	REAC:R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	0.0176103592447908	True	TP53 Regulates Transcription of DNA Repair Genes	61	101	3	17376	0.0297029702970297	0.0491803278688524	query_1	['REAC:R-HSA-3700989']	['DDB2', 'ELOB', 'ELOC']
453	REAC	REAC:R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	0.0176103592447908	True	NOTCH4 Intracellular Domain Regulates Transcription	19	101	2	17376	0.0198019801980198	0.1052631578947368	query_1	['REAC:R-HSA-9013694']	['CREBBP', 'EP300']
454	REAC	REAC:R-HSA-69275	G2/M Transition	0.0176103592447908	True	G2/M Transition	193	101	5	17376	0.0495049504950495	0.0259067357512953	query_1	['REAC:R-HSA-453274']	['HSP90AB1', 'RBX1', 'SKP1', 'EP300', 'CUL1']
455	GO:BP	GO:0030522	intracellular receptor signaling pathway	0.017696133210486	True	"""The series of molecular signals initiated by a ligand binding to a receptor located within a cell."" [GOC:bf, GOC:mah]"	289	101	7	17376	0.0693069306930693	0.0242214532871972	query_1	['GO:0007165']	['RXRA', 'PPARD', 'EP300', 'ARNT', 'AHR', 'RARA', 'FABP5']
