Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1106	GO:BP	GO:0043933	protein-containing complex organization	0.0014975079372971	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1727	101	22	17376	0.2178217821782178	0.0127388535031847	query_1	['GO:0016043']	['WDR77', 'CREBBP', 'RB1', 'SMARCA4', 'TEAD2', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'TEAD1', 'PRMT5', 'MNAT1', 'CDK1', 'SMARCC2', 'TBP', 'ESR1', 'CDKN1B', 'CLNS1A', 'TP53', 'SMAD3', 'YAP1', 'SMARCC1']
1107	GO:BP	GO:1902106	negative regulation of leukocyte differentiation	0.001506414750977	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	102	101	5	17376	0.0495049504950495	0.0490196078431372	query_1	['GO:0002521', 'GO:1902105', 'GO:1903707']	['CBFB', 'CTNNB1', 'RUNX1', 'CDKN2A', 'CDK6']
1108	GO:BP	GO:0010906	regulation of glucose metabolic process	0.001506414750977	True	"""Any process that modulates the rate, frequency or extent of glucose metabolism. Glucose metabolic processes are the chemical reactions and pathways involving glucose, the aldohexose gluco-hexose."" [GOC:BHF, GOC:tb]"	102	101	5	17376	0.0495049504950495	0.0490196078431372	query_1	['GO:0006006', 'GO:0006109', 'GO:0062012']	['AKT1', 'EP300', 'KAT2B', 'FOXO1', 'TP53']
1109	GO:BP	GO:0051176	positive regulation of sulfur metabolic process	0.0015459805914303	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving sulfur or compounds containing sulfur."" [GOC:ai]"	5	101	2	17376	0.0198019801980198	0.4	query_1	['GO:0006790', 'GO:0031325', 'GO:0042762']	['CTNNB1', 'SP1']
1110	GO:BP	GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	0.0015459805914303	True	"""Any process that activates or increases the frequency, rate or extent of RNA polymerase II transcriptional preinitiation complex assembly."" [GOC:go_curators]"	5	101	2	17376	0.0198019801980198	0.4	query_1	['GO:0031334', 'GO:0045898', 'GO:0051123', 'GO:0060261']	['ESR1', 'TP53']
1111	GO:BP	GO:0061316	canonical Wnt signaling pathway involved in heart development	0.0015459805914303	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes that contributes to the progression of the heart over time. In this pathway, the activated receptor signals via downstream effectors that result in the inhibition of beta-catenin phosphorylation, thereby preventing degradation of beta-catenin. Stabilized beta-catenin can then accumulate and travel to the nucleus to trigger changes in transcription of target genes."" [GOC:mtg_heart]"	5	101	2	17376	0.0198019801980198	0.4	query_1	['GO:0003306', 'GO:0060070']	['CTNNB1', 'RBPJ']
1112	GO:BP	GO:0051097	negative regulation of helicase activity	0.0015459805914303	True	"""Any process that stops or reduces the activity of a helicase."" [GOC:ai]"	5	101	2	17376	0.0198019801980198	0.4	query_1	['GO:0032780', 'GO:0043086', 'GO:0051095']	['MNAT1', 'TP53']
1113	GO:BP	GO:0006302	double-strand break repair	0.0015459805914303	True	"""The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix."" [GOC:elh]"	296	101	8	17376	0.0792079207920792	0.027027027027027	query_1	['GO:0006281']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'CHD4', 'SMARCC2', 'TP53', 'KDM1A', 'SMARCC1']
1114	GO:BP	GO:0061419	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.0015459805914303	True	"""Any process that increases the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a hypoxia stimulus."" [GOC:dph]"	5	101	2	17376	0.0198019801980198	0.4	query_1	['GO:0036003', 'GO:0061418', 'GO:1901522']	['RBPJ', 'TP53']
1115	GO:BP	GO:0034968	histone lysine methylation	0.0015620623671185	True	"""The modification of a histone by addition of one or more methyl groups to a lysine residue."" [GOC:mah, GOC:pr]"	103	101	5	17376	0.0495049504950495	0.0485436893203883	query_1	['GO:0016571', 'GO:0018022']	['CTNNB1', 'SMARCB1', 'SMAD4', 'SNW1', 'KDM1A']
1116	REAC	REAC:R-HSA-400253	Circadian Clock	0.0015766436702263	True	Circadian Clock	67	101	4	17376	0.0396039603960396	0.0597014925373134	query_1	['REAC:0000000']	['CREBBP', 'SKP1', 'EP300', 'CUL1']
1117	GO:BP	GO:1902455	negative regulation of stem cell population maintenance	0.0016378545772164	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell population maintenance."" [GOC:hjd, GOC:TermGenie, PMID:22969033]"	24	101	3	17376	0.0297029702970297	0.125	query_1	['GO:0019827', 'GO:0051093', 'GO:0051241', 'GO:2000036']	['HDAC1', 'SIN3A', 'HDAC2']
1118	GO:BP	GO:0120261	regulation of heterochromatin organization	0.0016378545772164	True	"""Any process that modulates the frequency, rate, extent or location of heterochromatin organization."" [GOC:krc]"	24	101	3	17376	0.0297029702970297	0.125	query_1	['GO:0070828', 'GO:1902275']	['SIN3A', 'CDK2', 'KDM1A']
1119	GO:BP	GO:0031445	regulation of heterochromatin formation	0.0016378545772164	True	"""Any process that modulates the frequency, rate, extent or location of heterochromatin formation."" [GOC:mah]"	24	101	3	17376	0.0297029702970297	0.125	query_1	['GO:0010468', 'GO:0031507', 'GO:0120261']	['SIN3A', 'CDK2', 'KDM1A']
1120	GO:BP	GO:0072202	cell differentiation involved in metanephros development	0.0016378545772164	True	"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells of the metanephros as it progresses from its formation to the mature state."" [GOC:mah, GOC:mtg_kidney_jan10]"	24	101	3	17376	0.0297029702970297	0.125	query_1	['GO:0001656', 'GO:0061005']	['CTNNB1', 'WWTR1', 'YAP1']
1121	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.0016965580698666	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	101	5	17376	0.0495049504950495	0.0476190476190476	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['CBFB', 'CTNNB1', 'RUNX1', 'CDKN2A', 'CDK6']
1122	GO:BP	GO:0032880	regulation of protein localization	0.0017188491161263	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	845	101	14	17376	0.1386138613861386	0.0165680473372781	query_1	['GO:0008104', 'GO:0060341']	['REST', 'AKT1', 'CDK5', 'CCNE2', 'CTNNB1', 'CCNE1', 'SIN3A', 'WWTR1', 'CDK1', 'CDKN2A', 'FOXO1', 'SMAD3', 'YAP1', 'KDM1A']
1123	REAC	REAC:R-HSA-9022692	Regulation of MECP2 expression and activity	0.0017205793801991	True	Regulation of MECP2 expression and activity	30	101	3	17376	0.0297029702970297	0.1	query_1	['REAC:R-HSA-8986944']	['HDAC1', 'SIN3A', 'HDAC2']
1124	REAC	REAC:R-HSA-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	0.0017205793801991	True	Activation of NIMA Kinases NEK9, NEK6, NEK7	7	101	2	17376	0.0198019801980198	0.2857142857142857	query_1	['REAC:R-HSA-2980766']	['CCNB1', 'CDK1']
1125	REAC	REAC:R-HSA-9022702	MECP2 regulates transcription of neuronal ligands	0.0017205793801991	True	MECP2 regulates transcription of neuronal ligands	7	101	2	17376	0.0198019801980198	0.2857142857142857	query_1	['REAC:R-HSA-8986944']	['HDAC1', 'SIN3A']
1126	REAC	REAC:R-HSA-8941332	RUNX2 regulates genes involved in cell migration	0.0017205793801991	True	RUNX2 regulates genes involved in cell migration	7	101	2	17376	0.0198019801980198	0.2857142857142857	query_1	['REAC:R-HSA-8878166']	['AKT1', 'CBFB']
1127	GO:BP	GO:0022407	regulation of cell-cell adhesion	0.0017262272546902	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	465	101	10	17376	0.099009900990099	0.021505376344086	query_1	['GO:0030155', 'GO:0098609']	['AKT1', 'CBFB', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'NOTCH1', 'RUNX1', 'SMARCC2', 'CDKN2A', 'SMARCC1']
1128	REAC	REAC:R-HSA-167172	Transcription of the HIV genome	0.0017268878854018	True	Transcription of the HIV genome	69	101	4	17376	0.0396039603960396	0.0579710144927536	query_1	['REAC:R-HSA-162599']	['CDK7', 'CCNH', 'MNAT1', 'TBP']
1129	GO:BP	GO:0045785	positive regulation of cell adhesion	0.0017534612307015	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	466	101	10	17376	0.099009900990099	0.0214592274678111	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']	['AKT1', 'CBFB', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'SMAD3', 'SMARCC1', 'CDK6']
1130	GO:BP	GO:0055008	cardiac muscle tissue morphogenesis	0.0017588888980418	True	"""The process in which the anatomical structures of cardiac muscle tissue are generated and organized."" [GOC:devbiol]"	59	101	4	17376	0.0396039603960396	0.0677966101694915	query_1	['GO:0003007', 'GO:0048738', 'GO:0060415']	['SMAD4', 'NOTCH1', 'RBPJ', 'FOXH1']
1131	GO:BP	GO:0035904	aorta development	0.0017588888980418	True	"""The progression of the aorta over time, from its initial formation to the mature structure. An aorta is an artery that carries blood from the heart to other parts of the body."" [GOC:bf, GOC:dgh, MA:0000062, UBERON:0000947, Wikipedia:Aorta]"	59	101	4	17376	0.0396039603960396	0.0677966101694915	query_1	['GO:0060840']	['EGR2', 'NOTCH1', 'RBPJ', 'FOXH1']
1132	GO:BP	GO:0048640	negative regulation of developmental growth	0.0017588888980418	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of developmental growth."" [GOC:go_curators]"	106	101	5	17376	0.0495049504950495	0.0471698113207547	query_1	['GO:0045926', 'GO:0048589', 'GO:0048638', 'GO:0051093']	['CDK5', 'TBX5', 'CDKN1A', 'VGLL4', 'CDKN1B']
1133	GO:BP	GO:0048024	regulation of mRNA splicing, via spliceosome	0.0017588888980418	True	"""Any process that modulates the frequency, rate or extent of mRNA splicing via a spliceosomal mechanism."" [GOC:jid]"	106	101	5	17376	0.0495049504950495	0.0471698113207547	query_1	['GO:0000398', 'GO:0043484', 'GO:0050684']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A']
1134	GO:BP	GO:0009913	epidermal cell differentiation	0.0017859275703504	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."" [GOC:dph, GOC:go_curators, GOC:mtg_sensu, GOC:sdb_2009, GOC:tb]"	230	101	7	17376	0.0693069306930693	0.0304347826086956	query_1	['GO:0008544', 'GO:0030855']	['CTNNB1', 'HDAC1', 'NOTCH1', 'POU3F1', 'RBPJ', 'HDAC2', 'YAP1']
1135	GO:BP	GO:0002696	positive regulation of leukocyte activation	0.001794192347407	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	383	101	9	17376	0.0891089108910891	0.0234986945169712	query_1	['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']	['AKT1', 'CBFB', 'SMARCA4', 'SMARCA2', 'CDKN1A', 'SMARCB1', 'RUNX1', 'SMARCC2', 'SMARCC1']
1136	GO:BP	GO:0040011	locomotion	0.0018033966517919	True	"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]"	1283	101	18	17376	0.1782178217821782	0.0140296180826188	query_1	['GO:0008150']	['AKT1', 'CDK5', 'AMOT', 'HDAC1', 'SNAI1', 'TBX5', 'SIN3A', 'EGR2', 'SMAD4', 'AMOTL2', 'NOTCH1', 'EP300', 'NOTCH2', 'SP1', 'AMOTL1', 'SMAD3', 'HDAC2', 'CDK6']
1137	GO:BP	GO:0010661	positive regulation of muscle cell apoptotic process	0.0018167090700172	True	"""Any process that increases the rate or frequency of muscle cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a muscle cell and result in its death."" [GOC:dph, GOC:mtg_apoptosis, GOC:tb]"	25	101	3	17376	0.0297029702970297	0.12	query_1	['GO:0010657', 'GO:0010660', 'GO:0043065']	['SMAD4', 'CDKN2A', 'TP53']
1138	GO:BP	GO:0001702	gastrulation with mouth forming second	0.0018167090700172	True	"""A gastrulation process in which the initial invagination becomes the anus and the mouth forms second."" [GOC:go_curators, GOC:mtg_sensu]"	25	101	3	17376	0.0297029702970297	0.12	query_1	['GO:0007369']	['AMOT', 'CTNNB1', 'SMAD4']
1139	GO:BP	GO:2000679	positive regulation of transcription regulatory region DNA binding	0.0018167090700172	True	"""Any process that activates or increases the frequency, rate or extent of transcription regulatory region DNA binding."" [GOC:obol]"	25	101	3	17376	0.0297029702970297	0.12	query_1	['GO:0043388', 'GO:2000677']	['CTNNB1', 'RB1', 'EP300']
1140	GO:BP	GO:0033233	regulation of protein sumoylation	0.0018167090700172	True	"""Any process that modulates the frequency, rate or extent of the addition of SUMO groups to a protein."" [GOC:mah]"	25	101	3	17376	0.0297029702970297	0.12	query_1	['GO:0016925', 'GO:1903320']	['CTNNB1', 'CDKN2A', 'EGR1']
1141	GO:BP	GO:0003181	atrioventricular valve morphogenesis	0.0018167090700172	True	"""The process in which the structure of the atrioventricular valve is generated and organized."" [GOC:mtg_heart]"	25	101	3	17376	0.0297029702970297	0.12	query_1	['GO:0003171', 'GO:0003179']	['TBX5', 'SMAD4', 'NOTCH1']
1142	GO:BP	GO:0006606	protein import into nucleus	0.0018310288870543	True	"""The directed movement of a protein from the cytoplasm to the nucleus."" [GOC:jl]"	165	101	6	17376	0.0594059405940594	0.0363636363636363	query_1	['GO:0006886', 'GO:0034504', 'GO:0051170', 'GO:0072594']	['AKT1', 'CDKN1A', 'NOTCH1', 'CDK1', 'TP53', 'SMAD3']
1143	GO:BP	GO:0042327	positive regulation of phosphorylation	0.0018562746062496	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	752	101	13	17376	0.1287128712871287	0.0172872340425531	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['AKT1', 'CDK5', 'CDKN1A', 'SMAD4', 'NAB2', 'CCND2', 'MNAT1', 'CCND3', 'CDKN1B', 'EGR1', 'TP53', 'HDAC2', 'CCND1']
1144	GO:BP	GO:0002376	immune system process	0.0019637688812774	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2399	101	27	17376	0.2673267326732673	0.0112546894539391	query_1	['GO:0008150']	['CDKN2B', 'AKT1', 'CREBBP', 'CBFB', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'CDKN1A', 'SMARCB1', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'NOTCH2', 'SMARCC2', 'CDKN2A', 'RCOR1', 'ESR1', 'CCND3', 'SKP2', 'EGR1', 'TP53', 'SMAD3', 'SMARCC1', 'CDK6']
1145	GO:BP	GO:0021761	limbic system development	0.0019659289841262	True	"""The progression of the limbic system over time from its initial formation until its mature state. The limbic system is a collection of structures in the brain involved in emotion, motivation and emotional aspects of memory."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420]"	109	101	5	17376	0.0495049504950495	0.0458715596330275	query_1	['GO:0030900', 'GO:0048731']	['CDK5', 'CTNNB1', 'HDAC1', 'POU3F2', 'CDK6']
1146	GO:BP	GO:0032526	response to retinoic acid	0.0019659289841262	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a retinoic acid stimulus."" [GOC:sl]"	109	101	5	17376	0.0495049504950495	0.0458715596330275	query_1	['GO:0033993', 'GO:1901700']	['CDKN2D', 'TEAD2', 'SNW1', 'HDAC2', 'YAP1']
1147	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	0.001982575529713	True	Cytokine Signaling in Immune system	706	101	12	17376	0.1188118811881188	0.0169971671388102	query_1	['REAC:R-HSA-168256']	['AKT1', 'SMARCA4', 'RBX1', 'CDKN1A', 'SKP1', 'FOXO1', 'CDKN1B', 'CUL1', 'EGR1', 'TP53', 'SMAD3', 'CCND1']
1148	GO:BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.0020027613598822	True	"""Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	168	101	6	17376	0.0594059405940594	0.0357142857142857	query_1	['GO:0097193', 'GO:1902531', 'GO:2001233']	['AKT1', 'HDAC1', 'SNAI1', 'CDKN2D', 'TP53', 'KDM1A']
1149	GO:BP	GO:2000737	negative regulation of stem cell differentiation	0.0020151378646707	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell differentiation."" [GOC:obol]"	26	101	3	17376	0.0297029702970297	0.1153846153846153	query_1	['GO:0045596', 'GO:0048863', 'GO:2000736']	['REST', 'NOTCH1', 'YAP1']
1150	GO:BP	GO:0032292	peripheral nervous system axon ensheathment	0.0020151378646707	True	"""The process in which a Schwann cell membrane closes around an axon in the peripheral nervous system. This can be a myelinating or a non-myelinating neuron-glial interaction."" [GOC:dgh]"	26	101	3	17376	0.0297029702970297	0.1153846153846153	query_1	['GO:0008366']	['AKT1', 'POU3F1', 'POU3F2']
1151	GO:BP	GO:0042659	regulation of cell fate specification	0.0020151378646707	True	"""Any process that mediates the adoption of a specific fate by a cell."" [GOC:go_curators]"	26	101	3	17376	0.0297029702970297	0.1153846153846153	query_1	['GO:0001708', 'GO:0010453']	['HDAC1', 'CHD4', 'HDAC2']
1152	GO:BP	GO:1903055	positive regulation of extracellular matrix organization	0.0020151378646707	True	"""Any process that activates or increases the frequency, rate or extent of extracellular matrix organization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22357537]"	26	101	3	17376	0.0297029702970297	0.1153846153846153	query_1	['GO:0030198', 'GO:0051130', 'GO:1903053']	['RB1', 'RUNX1', 'SMAD3']
1153	GO:BP	GO:0022011	myelination in peripheral nervous system	0.0020151378646707	True	"""The process in which neuronal axons and dendrites become coated with a segmented lipid-rich sheath (myelin) to enable faster and more energetically efficient conduction of electrical impulses. The sheath is formed by the cell membranes of Schwann cells in the peripheral nervous system. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	26	101	3	17376	0.0297029702970297	0.1153846153846153	query_1	['GO:0014044', 'GO:0032292', 'GO:0042552']	['AKT1', 'POU3F1', 'POU3F2']
