Geroderma osteodysplastica	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1084	GO:BP	GO:0071479	cellular response to ionizing radiation	0.0047914616955	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"	75	100	4	15719	0.04	0.0533333333333333	query_1	['GO:0010212', 'GO:0071478']	['GRB2', 'TGFB1', 'HRAS', 'ITGB6']
1083	GO:BP	GO:2000573	positive regulation of DNA biosynthetic process	0.0047914616955	True	"""Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	75	100	4	15719	0.04	0.0533333333333333	query_1	['GO:0010557', 'GO:0031328', 'GO:0051054', 'GO:0071897', 'GO:2000278']	['SRC', 'HGF', 'CTNNB1', 'PTK2B']
1087	GO:BP	GO:0006612	protein targeting to membrane	0.0048379596077966	True	"""The process of directing proteins towards a membrane, usually using signals contained within the protein."" [GOC:curators]"	128	100	5	15719	0.05	0.0390625	query_1	['GO:0006605', 'GO:0090150']	['FYN', 'PRKCI', 'PARD3', 'HRAS', 'ERBB2']
1085	GO:BP	GO:0030833	regulation of actin filament polymerization	0.0048379596077966	True	"""Any process that modulates the frequency, rate or extent of the assembly of actin filaments by the addition of actin monomers to a filament."" [GOC:mah]"	128	100	5	15719	0.05	0.0390625	query_1	['GO:0008064', 'GO:0030041', 'GO:0032271']	['NCK1', 'PIK3R2', 'GRB2', 'PTK2B', 'NCK2']
1088	GO:BP	GO:0032271	regulation of protein polymerization	0.0048379596077966	True	"""Any process that modulates the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	190	100	6	15719	0.06	0.031578947368421	query_1	['GO:0043254', 'GO:0051258']	['MET', 'NCK1', 'PIK3R2', 'GRB2', 'PTK2B', 'NCK2']
1086	GO:BP	GO:0001101	response to acid chemical	0.0048379596077966	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]"	128	100	5	15719	0.05	0.0390625	query_1	['GO:0042221']	['FYN', 'LYN', 'EGFR', 'PIK3CA', 'PDGFRA']
260	REAC	REAC:R-HSA-73887	Death Receptor Signaling	0.0049205946079801	True	Death Receptor Signaling	138	96	6	10022	0.0625	0.0434782608695652	query_1	['REAC:R-HSA-162582']	['SOS1', 'USP4', 'SQSTM1', 'PRKCI', 'VAV1', 'TRAF6']
107	GO:CC	GO:0045335	phagocytic vesicle	0.0049631799580782	True	"""A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis."" [GOC:go_curators, ISBN:0198506732]"	136	100	5	16420	0.05	0.0367647058823529	query_1	['GO:0030139']	['RAPGEF1', 'ITGB5', 'ITGAV', 'WAS', 'SYK']
1092	GO:BP	GO:0033034	positive regulation of myeloid cell apoptotic process	0.0049930225021521	True	"""Any process that activates or increases the frequency, rate, or extent of myeloid cell apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0033028', 'GO:0033032', 'GO:0043065']	['PIK3CB', 'PIK3CD']
1093	GO:BP	GO:0062043	positive regulation of cardiac epithelial to mesenchymal transition	0.0049930225021521	True	"""Any process that starts or increases the rate, frequency or extent of cardiac epithelial to mesenchymal transition, a transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:rph, PMID:20951801]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0010718', 'GO:0060317', 'GO:0062042']	['TGFBR2', 'TGFBR1']
1096	GO:BP	GO:0050848	regulation of calcium-mediated signaling	0.0049930225021521	True	"""Any process that modulates the frequency, rate or extent of calcium-mediated signaling, the process in which a cell uses calcium ions to convert an extracellular signal into a response."" [GOC:ai]"	76	100	4	15719	0.04	0.0526315789473684	query_1	['GO:0019722', 'GO:1902531']	['PLCG2', 'ZAP70', 'SYK', 'PTK2B']
1097	GO:BP	GO:0038026	reelin-mediated signaling pathway	0.0049930225021521	True	"""The series of molecular signals initiated by the binding of reelin (a secreted glycoprotein) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, PMID:12827279, PMID:20223215]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0007166']	['CRK', 'CRKL']
1098	GO:BP	GO:0048644	muscle organ morphogenesis	0.0049930225021521	True	"""The process in which the anatomical structures of muscle are generated and organized."" [GOC:jid]"	76	100	4	15719	0.04	0.0526315789473684	query_1	['GO:0007517', 'GO:0009887']	['SMAD7', 'FGFR2', 'TGFB1', 'TGFBR1']
1099	GO:BP	GO:0007440	foregut morphogenesis	0.0049930225021521	True	"""The process in which the anatomical structures of the foregut are generated and organized."" [GOC:jid]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0009653', 'GO:0048546']	['CTNNB1', 'SMAD3']
1094	GO:BP	GO:0003056	regulation of vascular associated smooth muscle contraction	0.0049930225021521	True	"""Any process that increases the frequency, rate or extent of vascular smooth muscle contraction."" [GOC:mtg_cardio, GOC:mtg_sensu, GOC:rl]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0006940', 'GO:0014829', 'GO:0019229']	['DOCK4', 'DOCK5']
1091	GO:BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	0.0049930225021521	True	"""Any process that modulates the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	129	100	5	15719	0.05	0.0387596899224806	query_1	['GO:0071560', 'GO:0090287']	['SMURF2', 'SMAD7', 'TGFB3', 'SMURF1', 'SMAD3']
1095	GO:BP	GO:0032959	inositol trisphosphate biosynthetic process	0.0049930225021521	True	"""The chemical reactions and pathways resulting in the formation of inositol trisphosphate, 1,2,3,4,5,6-cyclohexanehexol, with three phosphate groups attached."" [GOC:mah]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0032957', 'GO:0032958']	['PLCG2', 'PTK2B']
1089	GO:BP	GO:0060363	cranial suture morphogenesis	0.0049930225021521	True	"""The process in which any suture between cranial bones is generated and organized."" [GOC:dph, GOC:pr, GOC:sl]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0097094']	['TGFB3', 'TGFB1']
1090	GO:BP	GO:0001840	neural plate development	0.0049930225021521	True	"""The process whose specific outcome is the progression of the neural plate over time, from its formation to the mature structure. The neural plate is a flat, thickened layer of ectodermal cells. The underlying dorsal mesoderm signals the ectodermal cells above it to elongate into columnar neural plate cells. The neural plate subsequently develops into the neural tube, which gives rise to the central nervous system."" [GOC:dph, GOC:ef, ISBN:0878932437, ISBN:0878932585]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0043009', 'GO:0060429']	['CTNNB1', 'DVL2']
1103	GO:BP	GO:0045601	regulation of endothelial cell differentiation	0.0050081645470284	True	"""Any process that modulates the frequency, rate or extent of endothelial cell differentiation."" [GOC:go_curators]"	35	100	3	15719	0.03	0.0857142857142857	query_1	['GO:0030856', 'GO:0045446']	['CTNNB1', 'VCL', 'F11R']
1102	GO:BP	GO:0090313	regulation of protein targeting to membrane	0.0050081645470284	True	"""Any process that modulates the frequency, rate or extent of the process of directing proteins towards a membrane, usually using signals contained within the protein."" [GOC:tb]"	35	100	3	15719	0.03	0.0857142857142857	query_1	['GO:0006612', 'GO:1903533', 'GO:1905475']	['FYN', 'HRAS', 'ERBB2']
1100	GO:BP	GO:0099068	postsynapse assembly	0.0050081645470284	True	"""The aggregation, arrangement and bonding together of a set of components to form a postsynapse."" [GOC:bf, GOC:dos, GOCL:PARL]"	35	100	3	15719	0.03	0.0857142857142857	query_1	['GO:0007416', 'GO:0022607', 'GO:0099173']	['CRK', 'PTK2B', 'CRKL']
1101	GO:BP	GO:0046326	positive regulation of glucose import	0.0050081645470284	True	"""Any process that activates or increases the frequency, rate or extent of the import of the hexose monosaccharide glucose into a cell or organelle."" [GOC:ai, GOC:dph, GOC:tb]"	35	100	3	15719	0.03	0.0857142857142857	query_1	['GO:0010828', 'GO:0046323', 'GO:0046324']	['PIK3R1', 'PRKCI', 'PTPN11']
1104	GO:BP	GO:0051962	positive regulation of nervous system development	0.0050157471398629	True	"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	262	100	7	15719	0.07	0.0267175572519083	query_1	['GO:0007399', 'GO:0051094', 'GO:0051240', 'GO:0051960']	['ITGB1', 'FN1', 'CTNNB1', 'PRKCI', 'LYN', 'TGFB1', 'SMURF1']
261	REAC	REAC:R-HSA-201451	Signaling by BMP	0.0050304711986354	True	Signaling by BMP	27	96	3	10022	0.03125	0.1111111111111111	query_1	['REAC:R-HSA-9006936']	['SMURF2', 'SMAD7', 'SMURF1']
262	REAC	REAC:R-HSA-193704	p75 NTR receptor-mediated signalling	0.0050682569601081	True	p75 NTR receptor-mediated signalling	95	96	5	10022	0.0520833333333333	0.0526315789473684	query_1	['REAC:R-HSA-73887']	['SOS1', 'SQSTM1', 'PRKCI', 'VAV1', 'TRAF6']
1105	GO:BP	GO:0051899	membrane depolarization	0.0051783693236167	True	"""The process in which membrane potential decreases with respect to its steady-state potential, usually from negative potential to a more positive potential. For example, the initial depolarization during the rising phase of an action potential is in the direction from the negative steady-state resting potential towards the positive membrane potential that will be the peak of the action potential."" [GOC:dh, Wikipedia:Depolarization]"	77	100	4	15719	0.04	0.0519480519480519	query_1	['GO:0042391']	['SRC', 'SMAD7', 'KDR', 'PRKCZ']
1106	GO:BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.0051783693236167	True	"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]"	77	100	4	15719	0.04	0.0519480519480519	query_1	['GO:0035710', 'GO:0046634']	['SMAD7', 'TGFBR2', 'SHB', 'PRKCZ']
1107	GO:BP	GO:0014070	response to organic cyclic compound	0.005383048909958	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	893	100	14	15719	0.14	0.0156774916013437	query_1	['GO:0010033']	['RAPGEF1', 'KITLG', 'SRC', 'SPP1', 'TGFB3', 'CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'EGFR', 'PIK3CA', 'PTK2B', 'TGFBR1', 'CBL']
1110	GO:BP	GO:1901532	regulation of hematopoietic progenitor cell differentiation	0.0054041112261397	True	"""Any process that modulates the frequency, rate or extent of hematopoietic progenitor cell differentiation."" [GOC:BHF, GOC:rl, GOC:TermGenie]"	36	100	3	15719	0.03	0.0833333333333333	query_1	['GO:0002244', 'GO:0045595']	['KITLG', 'SOS1', 'KDR']
1108	GO:BP	GO:1905898	positive regulation of response to endoplasmic reticulum stress	0.0054041112261397	True	"""Any process that activates or increases the frequency, rate or extent of response to endoplasmic reticulum stress."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:21803450]"	36	100	3	15719	0.03	0.0833333333333333	query_1	['GO:0034976', 'GO:0048522', 'GO:0048584', 'GO:1905897']	['NCK1', 'PIK3R1', 'NCK2']
1109	GO:BP	GO:1902745	positive regulation of lamellipodium organization	0.0054041112261397	True	"""Any process that activates or increases the frequency, rate or extent of lamellipodium organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:16054028]"	36	100	3	15719	0.03	0.0833333333333333	query_1	['GO:0031346', 'GO:0097581', 'GO:1902743']	['SRC', 'PIK3R1', 'PIK3CA']
1111	GO:BP	GO:0002720	positive regulation of cytokine production involved in immune response	0.005407496500543	True	"""Any process that activates or increases the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]"	78	100	4	15719	0.04	0.0512820512820512	query_1	['GO:0001819', 'GO:0002367', 'GO:0002702', 'GO:0002718']	['PLCG2', 'SYK', 'TRAF6', 'PRKCZ']
108	GO:CC	GO:0012505	endomembrane system	0.0054779657221827	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4431	100	41	16420	0.41	0.0092529902956443	query_1	['GO:0110165']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'HGF', 'ITGA2B', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'GORAB', 'PARD3', 'LAT', 'DOCK4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'HRAS', 'FCGR1A', 'ERBB2', 'SH3GL2', 'TRAF6', 'VTN', 'TGFBR1', 'DOCK2', 'PRKCZ', 'SMAD3', 'CBL', 'NCK2', 'PDGFRA']
1112	GO:BP	GO:0050808	synapse organization	0.0055975273983867	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]"	427	100	9	15719	0.09	0.0210772833723653	query_1	['GO:0034330']	['ITGB1', 'ITGB3', 'CRK', 'CTNNB1', 'WASL', 'FYN', 'ERBB2', 'PTK2B', 'CRKL']
1113	GO:BP	GO:0032368	regulation of lipid transport	0.0056039160553394	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	100	5	15719	0.05	0.037593984962406	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['ITGAV', 'SPP1', 'ITGB3', 'SYK', 'PTPN11']
1114	GO:BP	GO:0071229	cellular response to acid chemical	0.0056531416819501	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of the dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:mah, Wikipedia:Acid]"	79	100	4	15719	0.04	0.050632911392405	query_1	['GO:0001101', 'GO:0070887']	['FYN', 'EGFR', 'PIK3CA', 'PDGFRA']
1115	GO:BP	GO:0032388	positive regulation of intracellular transport	0.0056651346364993	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	197	100	6	15719	0.06	0.0304568527918781	query_1	['GO:0032386', 'GO:0046907', 'GO:0048522', 'GO:0051050']	['PIK3R2', 'PIK3R1', 'FYN', 'HRAS', 'ERBB2', 'SMAD3']
263	REAC	REAC:R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	0.0057324116934846	True	Cross-presentation of particulate exogenous antigens (phagosomes)	8	96	2	10022	0.0208333333333333	0.25	query_1	['REAC:R-HSA-1236975']	['ITGB5', 'ITGAV']
264	REAC	REAC:R-HSA-9679506	SARS-CoV Infections	0.0057324116934846	True	SARS-CoV Infections	363	96	10	10022	0.1041666666666666	0.0275482093663911	query_1	['REAC:R-HSA-5663205']	['ITGB1', 'NCK1', 'PLCG2', 'SOS1', 'VAV1', 'SYK', 'SH3KBP1', 'TRAF6', 'BLNK', 'PTPN11']
265	REAC	REAC:R-HSA-418886	Netrin mediated repulsion signals	0.0057324116934846	True	Netrin mediated repulsion signals	8	96	2	10022	0.0208333333333333	0.25	query_1	['REAC:R-HSA-373752']	['SRC', 'PTPN11']
266	REAC	REAC:R-HSA-1250342	PI3K events in ERBB4 signaling	0.0057324116934846	True	PI3K events in ERBB4 signaling	8	96	2	10022	0.0208333333333333	0.25	query_1	['REAC:R-HSA-1236394']	['PIK3R1', 'PIK3CA']
267	REAC	REAC:R-HSA-8856828	Clathrin-mediated endocytosis	0.0057330586842499	True	Clathrin-mediated endocytosis	143	96	6	10022	0.0625	0.0419580419580419	query_1	['REAC:R-HSA-199991']	['WASL', 'DVL2', 'EGFR', 'SH3KBP1', 'SH3GL2', 'CBL']
1116	GO:BP	GO:0002369	T cell cytokine production	0.0057862540391057	True	"""Any process that contributes to cytokine production by a T cell."" [GOC:add, ISBN:0781735149]"	37	100	3	15719	0.03	0.081081081081081	query_1	['GO:0002367', 'GO:0002456']	['SMAD7', 'TRAF6', 'PRKCZ']
1117	GO:BP	GO:0030279	negative regulation of ossification	0.0057862540391057	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:go_curators]"	37	100	3	15719	0.03	0.081081081081081	query_1	['GO:0001503', 'GO:0030278', 'GO:0051241']	['SMAD7', 'TGFB1', 'PTK2B']
