Waardenburg-Shah syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
637	GO:BP	GO:0061437	renal system vasculature development	0.0001962194609063	True	"""The process whose specific outcome is the progression of vasculature of the renal system over time, from its formation to the mature structure."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]"	28	104	4	15719	0.0384615384615384	0.1428571428571428	query_1	['GO:0001944', 'GO:0072001']	['EDNRA', 'ITGB3', 'NRP1', 'PDGFRA']
636	GO:BP	GO:0061440	kidney vasculature development	0.0001962194609063	True	"""The process whose specific outcome is the progression of the vasculature of the kidney over time, from its formation to the mature structure."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]"	28	104	4	15719	0.0384615384615384	0.1428571428571428	query_1	['GO:0001822', 'GO:0061437']	['EDNRA', 'ITGB3', 'NRP1', 'PDGFRA']
638	GO:BP	GO:0030323	respiratory tube development	0.0002009000732339	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	187	104	8	15719	0.0769230769230769	0.0427807486631016	query_1	['GO:0035295', 'GO:0048513']	['EDN2', 'TGFB3', 'TGFBR2', 'TGFB1', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
639	GO:BP	GO:1902074	response to salt	0.000204193688824	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salt stimulus."" [GOC:mls, GOC:TermGenie, PMID:16666921]"	371	104	11	15719	0.1057692307692307	0.0296495956873315	query_1	['GO:0042221']	['EDNRA', 'PLCG2', 'FYN', 'NEK7', 'TGFB1', 'EDN1', 'CDH1', 'PTK2B', 'CRKL', 'EDNRB', 'THBS1']
641	GO:BP	GO:0035270	endocrine system development	0.0002049890780912	True	"""Progression of the endocrine system over time, from its formation to a mature structure. The endocrine system is a system of hormones and ductless glands, where the glands release hormones directly into the blood, lymph or other intercellular fluid, and the hormones circulate within the body to affect distant organs. The major glands that make up the human endocrine system are the hypothalamus, pituitary, thyroid, parathryoids, adrenals, pineal body, and the reproductive glands which include the ovaries and testes."" [GOC:bf, Wikipedia:Development_of_the_endocrine_system]"	137	104	7	15719	0.0673076923076923	0.0510948905109489	query_1	['GO:0048731']	['EDNRA', 'POU3F2', 'EDN1', 'CDH1', 'CRKL', 'TGFBR1', 'PDGFRA']
640	GO:BP	GO:0031644	regulation of nervous system process	0.0002049890780912	True	"""Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system."" [GOC:dph, GOC:mah, GOC:tb]"	137	104	7	15719	0.0673076923076923	0.0510948905109489	query_1	['GO:0044057', 'GO:0050877']	['SRC', 'HGF', 'SOX10', 'EDN1', 'PTK2B', 'EDNRB', 'JAM2']
642	GO:BP	GO:0034765	regulation of monoatomic ion transmembrane transport	0.0002129346589341	True	"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	443	104	12	15719	0.1153846153846153	0.0270880361173814	query_1	['GO:0034220', 'GO:0034762', 'GO:0043269']	['KEL', 'ITGB1', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B']
643	GO:BP	GO:0045216	cell-cell junction organization	0.000215054520883	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	189	104	8	15719	0.0769230769230769	0.0423280423280423	query_1	['GO:0034330']	['SRC', 'TGFB3', 'JAM3', 'VCL', 'CDH1', 'VEGFA', 'TLN1', 'TGFBR1']
644	GO:BP	GO:0042692	muscle cell differentiation	0.0002180410316042	True	"""The process in which a relatively unspecialized cell acquires specialized features of a muscle cell."" [CL:0000187, GOC:go_curators]"	374	104	11	15719	0.1057692307692307	0.0294117647058823	query_1	['GO:0030154', 'GO:0061061']	['KEL', 'ITGB1', 'EDNRA', 'TGFB1', 'EDN1', 'VEGFA', 'ADAM12', 'EDNRB', 'XK', 'JAM2', 'PDGFRA']
645	GO:BP	GO:0030516	regulation of axon extension	0.0002181020266205	True	"""Any process that modulates the rate, direction or extent of axon extension."" [GOC:go_curators]"	94	104	6	15719	0.0576923076923076	0.0638297872340425	query_1	['GO:0048638', 'GO:0048675', 'GO:0061387']	['FN1', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
646	GO:BP	GO:0051495	positive regulation of cytoskeleton organization	0.0002222567336484	True	"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	190	104	8	15719	0.0769230769230769	0.0421052631578947	query_1	['GO:0007010', 'GO:0010638', 'GO:0051493']	['MET', 'TGFB3', 'PXN', 'GRB2', 'EDN1', 'PTK2B', 'TGFBR1', 'NRP1']
649	GO:BP	GO:0051491	positive regulation of filopodium assembly	0.0002222796026517	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	29	104	4	15719	0.0384615384615384	0.1379310344827586	query_1	['GO:0046847', 'GO:0051489', 'GO:0120034']	['TGFB3', 'PIK3R1', 'TGFBR1', 'NRP1']
648	GO:BP	GO:0060037	pharyngeal system development	0.0002222796026517	True	"""The process whose specific outcome is the progression of the pharyngeal system over time, from its formation to the mature structure. The pharyngeal system is a transient embryonic complex that is specific to vertebrates. It comprises the pharyngeal arches, bulges of tissues of mesoderm and neural crest derivation through which pass nerves and pharyngeal arch arteries. The arches are separated internally by pharyngeal pouches, evaginations of foregut endoderm, and externally by pharyngeal clefts, invaginations of surface ectoderm. The development of the system ends when the stucture it contributes to are forming: the thymus, thyroid, parathyroids, maxilla, mandible, aortic arch, cardiac outflow tract, external and middle ear."" [GOC:dph]"	29	104	4	15719	0.0384615384615384	0.1379310344827586	query_1	['GO:0043009', 'GO:0048731']	['EDNRA', 'EDN1', 'ECE1', 'TGFBR1']
647	GO:BP	GO:0032369	negative regulation of lipid transport	0.0002222796026517	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	29	104	4	15719	0.0384615384615384	0.1379310344827586	query_1	['GO:0006869', 'GO:0032368', 'GO:0051051', 'GO:1905953']	['ITGAV', 'ITGB3', 'THBS1', 'PTPN11']
650	GO:BP	GO:1902105	regulation of leukocyte differentiation	0.0002232312105322	True	"""Any process that modulates the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	309	104	10	15719	0.0961538461538461	0.0323624595469255	query_1	['GO:0002521', 'GO:1903706']	['PIK3R1', 'MITF', 'TFE3', 'SOS1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'ERBB2']
153	REAC	REAC:R-HSA-74751	Insulin receptor signalling cascade	0.0002236819249188	True	Insulin receptor signalling cascade	44	96	5	10022	0.0520833333333333	0.1136363636363636	query_1	['REAC:R-HSA-74752']	['PIK3R2', 'PIK3R1', 'SHC1', 'SOS1', 'PTPN11']
651	GO:BP	GO:0002683	negative regulation of immune system process	0.0002291629727917	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]"	447	104	12	15719	0.1153846153846153	0.0268456375838926	query_1	['GO:0002376', 'GO:0002682', 'GO:0048519']	['FN1', 'SRC', 'TGFB3', 'PIK3R1', 'CRK', 'FYN', 'LYN', 'TGFB1', 'SYK', 'PLCG1', 'ERBB2', 'THBS1']
154	REAC	REAC:R-HSA-373753	Nephrin family interactions	0.0002305804055339	True	Nephrin family interactions	23	96	4	10022	0.0416666666666666	0.1739130434782608	query_1	['REAC:R-HSA-1500931']	['PIK3R2', 'CD2AP', 'PIK3R1', 'FYN']
652	GO:BP	GO:0097746	blood vessel diameter maintenance	0.0002312010471074	True	"""Any process that modulates the diameter of blood vessels."" [GOC:pr]"	140	104	7	15719	0.0673076923076923	0.05	query_1	['GO:0003018', 'GO:0008015', 'GO:0035296']	['KEL', 'EDN2', 'EDNRA', 'EDN3', 'EDN1', 'ECE1', 'EDNRB']
653	GO:BP	GO:0035296	regulation of tube diameter	0.0002312010471074	True	"""Any process that modulates the diameter of a tube."" [GOC:bf]"	140	104	7	15719	0.0673076923076923	0.05	query_1	['GO:0035150']	['KEL', 'EDN2', 'EDNRA', 'EDN3', 'EDN1', 'ECE1', 'EDNRB']
654	GO:BP	GO:0060840	artery development	0.0002415790118431	True	"""The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	96	104	6	15719	0.0576923076923076	0.0625	query_1	['GO:0001568']	['EDNRA', 'TGFBR2', 'EDN1', 'VEGFA', 'TGFBR1', 'NRP1']
655	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.0002415790118431	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	96	104	6	15719	0.0576923076923076	0.0625	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['ITGAV', 'SRC', 'HGF', 'TGFBR1', 'NRP1', 'THBS1']
656	GO:BP	GO:0035150	regulation of tube size	0.0002415790118431	True	"""Ensuring that a tube is of the correct length and diameter. Tube size must be maintained not only during tube formation, but also throughout development and in some physiological processes."" [PMID:10887083]"	141	104	7	15719	0.0673076923076923	0.0496453900709219	query_1	['GO:0090066']	['KEL', 'EDN2', 'EDNRA', 'EDN3', 'EDN1', 'ECE1', 'EDNRB']
657	GO:BP	GO:0031334	positive regulation of protein-containing complex assembly	0.0002442938895385	True	"""Any process that activates or increases the frequency, rate or extent of protein complex assembly."" [GOC:mah]"	193	104	8	15719	0.0769230769230769	0.0414507772020725	query_1	['GO:0043254', 'GO:0044089', 'GO:0051130', 'GO:0065003']	['MET', 'SRC', 'PLCG2', 'NEK7', 'GRB2', 'SYK', 'PTK2B', 'VEGFA']
668	GO:BP	GO:0035685	helper T cell diapedesis	0.000245725199346	True	"""The passage of a helper T cell between the tight junctions of endothelial cells lining blood vessels, typically the fourth and final step of cellular extravasation."" [CL:0000912, GOC:BHF]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0035684', 'GO:0050904', 'GO:0072678']	['CRK', 'CRKL']
667	GO:BP	GO:0140039	cell-cell adhesion in response to extracellular stimulus	0.000245725199346	True	"""The attachment of one cell to another cell via adhesion molecules as a result of an extracellular stimulus."" [PMID:14996911]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0031668', 'GO:0098609']	['ITGA4', 'VCAM1']
658	GO:BP	GO:0090303	positive regulation of wound healing	0.000245725199346	True	"""Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF]"	59	104	5	15719	0.048076923076923	0.0847457627118644	query_1	['GO:0042060', 'GO:0061041', 'GO:1903036']	['ITGB1', 'VEGFB', 'VTN', 'PTK2', 'THBS1']
659	GO:BP	GO:0044751	cellular response to human chorionic gonadotropin stimulus	0.000245725199346	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a human chorionic gonadotropin stimulus."" [PMID:21325635]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0044752', 'GO:0071371']	['EDNRA', 'EDN1']
660	GO:BP	GO:1900220	semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis	0.000245725199346	True	"""Any semaphorin-plexin signaling pathway that contributes to bone trabecula morphogenesis."" [GOC:BHF, GOC:TermGenie]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0061430', 'GO:0071526']	['PLXNB1', 'SEMA4D']
671	GO:BP	GO:0061552	ganglion morphogenesis	0.000245725199346	True	"""The process in which the anatomical structures of ganglion are generated and organized."" [GOC:dph]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0048729', 'GO:0061548']	['NRP2', 'NRP1']
672	GO:BP	GO:1903375	facioacoustic ganglion development	0.000245725199346	True	"""The process whose specific outcome is the progression of an acoustico-facial VII-VIII ganglion complex over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:bf, GOC:mat, GOC:PARL, GOC:TermGenie, PMID:18356247]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0061550']	['NRP2', 'NRP1']
673	GO:BP	GO:0003366	cell-matrix adhesion involved in ameboidal cell migration	0.000245725199346	True	"""The binding of a cell to the extracellular matrix that contributes to the directed movement of an ameboid cell."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0001667', 'GO:0007160']	['ITGA4', 'ITGB7']
674	GO:BP	GO:1990839	response to endothelin	0.000245725199346	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an endothelin stimulus. Endothelin is any of three secretory vasoconstrictive peptides (endothelin-1, -2, -3)."" [PMID:16365184]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0043434']	['CRK', 'EDNRB']
661	GO:BP	GO:0002252	immune effector process	0.000245725199346	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	604	104	14	15719	0.1346153846153846	0.0231788079470198	query_1	['GO:0002376']	['RAPGEF1', 'SRC', 'TGFB3', 'CRK', 'PLCG2', 'FYN', 'LAT', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'PTK2', 'CBL']
662	GO:BP	GO:0035051	cardiocyte differentiation	0.000245725199346	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell that will form part of the cardiac organ of an individual."" [GOC:bf]"	142	104	7	15719	0.0673076923076923	0.0492957746478873	query_1	['GO:0007507', 'GO:0030154']	['ITGB1', 'EDNRA', 'EGFR', 'EDN1', 'VEGFA', 'VCAM1', 'PDGFRA']
663	GO:BP	GO:1905517	macrophage migration	0.000245725199346	True	"""The orderly movement of a macrophage from one site to another."" [GO_REF:0000091, GOC:TermGenie, PMID:25749876]"	59	104	5	15719	0.048076923076923	0.0847457627118644	query_1	['GO:0097529']	['EDN2', 'PTK2B', 'EDNRB', 'PTK2', 'THBS1']
664	GO:BP	GO:0072006	nephron development	0.000245725199346	True	"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	142	104	7	15719	0.0673076923076923	0.0492957746478873	query_1	['GO:0001822', 'GO:0048856']	['EDNRA', 'ITGB3', 'TGFB1', 'VEGFA', 'EDNRB', 'ITGA3', 'PDGFRA']
665	GO:BP	GO:1904835	dorsal root ganglion morphogenesis	0.000245725199346	True	"""The developmental process by which a dorsal root ganglion is generated and organized."" [GO_REF:0000083, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:18936100]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0061552', 'GO:1990791']	['NRP2', 'NRP1']
666	GO:BP	GO:0021649	vestibulocochlear nerve structural organization	0.000245725199346	True	"""The process that contributes to the act of creating the structural organization of the vestibulocochlear nerve. This process pertains to the physical shaping of a rudimentary structure. This sensory nerve innervates the membranous labyrinth of the inner ear. The vestibular branch innervates the vestibular apparatus that senses head position changes relative to gravity. The auditory branch innervates the cochlear duct, which is connected to the three bony ossicles which transduce sound waves into fluid movement in the cochlea."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0021604', 'GO:0021648']	['NRP2', 'NRP1']
670	GO:BP	GO:0038190	VEGF-activated neuropilin signaling pathway	0.000245725199346	True	"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding to a neuropilin protein on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:rl, PMID:12852851]"	2	104	2	15719	0.0192307692307692	1.0	query_1	['GO:0038084', 'GO:0038189']	['VEGFA', 'NRP1']
669	GO:BP	GO:0060325	face morphogenesis	0.000245725199346	True	"""The process in which the anatomical structures of the face are generated and organized. The face is the ventral division of the head."" [GOC:dph]"	30	104	4	15719	0.0384615384615384	0.1333333333333333	query_1	['GO:0009653', 'GO:0060323', 'GO:0060324']	['TGFB3', 'TGFB1', 'PTPN11', 'PDGFRA']
675	GO:BP	GO:0014820	tonic smooth muscle contraction	0.000252104521596	True	"""A process in which force is generated within tonic smooth muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. In the tonic smooth muscle, the muscle contraction occurs without an ordered sarcomeric structure. Tonic smooth muscle contraction occurs as a sustained continuous contraction."" [GOC:mtg_muscle]"	11	104	3	15719	0.0288461538461538	0.2727272727272727	query_1	['GO:0006939']	['EDN2', 'EDNRA', 'EDN1']
