Vogt-Koyanagi-Harada disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
576	HP	HP:0005372	Abnormality of B cell physiology	1.6434962943819923e-05	True	An abnormality of the physiological functioning of B cells.	253	49	15	4851	0.3061224489795918	0.0592885375494071	query_1	['HP:0031409']	['CARD11', 'TNFRSF1B', 'MYD88', 'CASP10', 'IKBKB', 'FASLG', 'IRAK4', 'FAS', 'NFKB1', 'RIPK1', 'NFKB2', 'IKBKG', 'REL', 'CASP8', 'BCL10']
577	GO:BP	GO:0043632	modification-dependent macromolecule catabolic process	1.735562201922435e-05	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]"	718	101	18	21110	0.1782178217821782	0.0250696378830083	query_1	['GO:0009057']	['CUL3', 'SHARPIN', 'HSPA1A', 'GSK3B', 'HSP90AB1', 'RBX1', 'RBCK1', 'SPOP', 'BTRC', 'PELI1', 'SKP1', 'FBXW11', 'BIRC2', 'CUL1', 'FBXW7', 'CUL4A', 'UBE2N', 'TNFAIP3']
578	GO:BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	1.744273378591984e-05	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	168	101	10	21110	0.099009900990099	0.0595238095238095	query_1	['GO:0001817', 'GO:0071706']	['PTPN22', 'MYD88', 'IRAK3', 'TLR4', 'FADD', 'RIPK1', 'TICAM1', 'BCL10', 'CD14', 'TNFAIP3']
579	GO:BP	GO:0071706	tumor necrosis factor superfamily cytokine production	1.744273378591984e-05	True	"""The appearance of any member of the TNF superfamily due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add]"	168	101	10	21110	0.099009900990099	0.0595238095238095	query_1	['GO:0001816']	['PTPN22', 'MYD88', 'IRAK3', 'TLR4', 'FADD', 'RIPK1', 'TICAM1', 'BCL10', 'CD14', 'TNFAIP3']
580	GO:BP	GO:0006457	protein folding	1.863698073698692e-05	True	"""The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."" [GOC:go_curators, GOC:rb]"	220	101	11	21110	0.1089108910891089	0.05	query_1	['GO:0009987']	['STIP1', 'HSPA1A', 'HSP90AB1', 'HSPH1', 'DNAJA2', 'FKBP5', 'DNAJA4', 'HSP90AA1', 'HSPA8', 'PTGES3', 'CDC37']
581	REAC	REAC:R-HSA-5689896	Ovarian tumor domain proteases	1.874782118307997e-05	True	Ovarian tumor domain proteases	39	96	7	10790	0.0729166666666666	0.1794871794871795	query_1	['REAC:R-HSA-5688426']	['TRAF3', 'TNIP2', 'RIPK1', 'TNIP1', 'IKBKG', 'TRAF6', 'TNFAIP3']
582	REAC	REAC:R-HSA-5676590	NIK-->noncanonical NF-kB signaling	1.940528558879988e-05	True	NIK-->noncanonical NF-kB signaling	59	96	8	10790	0.0833333333333333	0.135593220338983	query_1	['REAC:R-HSA-5668541']	['MAP3K14', 'CHUK', 'BTRC', 'SKP1', 'NFKB2', 'FBXW11', 'RELB', 'CUL1']
583	GO:BP	GO:0008152	metabolic process	1.9460123091190012e-05	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	14409	101	93	21110	0.9207920792079208	0.0064542993962107	query_1	['GO:0008150']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'RAB8A', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'IRAK4', 'RBCK1', 'SPOP', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'DNAJA4', 'XPNPEP3', 'TICAM2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TBC1D17', 'HSPA8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'LRSAM1', 'LIPF', 'UBE2N', 'TNFAIP3', 'CDC37']
584	REAC	REAC:R-HSA-109581	Apoptosis	2.0137098127451545e-05	True	Apoptosis	176	96	12	10790	0.125	0.0681818181818181	query_1	['REAC:R-HSA-5357801']	['FASLG', 'TLR4', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'TICAM2', 'TRAF2', 'BIRC2', 'CASP8', 'TICAM1', 'CD14']
585	REAC	REAC:R-HSA-3371571	HSF1-dependent transactivation	2.178343608691162e-05	True	HSF1-dependent transactivation	24	96	6	10790	0.0625	0.25	query_1	['REAC:R-HSA-3371556']	['HSPA1A', 'CREBBP', 'HSP90AB1', 'HSP90AA1', 'HSPA8', 'PTGES3']
586	HPA	HPA:0210051	fallopian tube; glandular cells[≥Low]	2.228534866508281e-05	True	fallopian tube; glandular cells[≥Low]	5767	73	60	11006	0.821917808219178	0.0104040228888503	query_1	['HPA:0210000']	['CUL3', 'PTPN22', 'SHARPIN', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'TBKBP1', 'FASLG', 'IKBKE', 'AZI2', 'BTRC', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'FBXW11', 'SNX33', 'CAND1', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
587	GO:MF	GO:0005102	signaling receptor binding	2.2456104562845324e-05	True	"""Binding to one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:bf, GOC:ceb, ISBN:0198506732]"	1564	101	26	20195	0.2574257425742574	0.0166240409207161	query_1	['GO:0005515']	['CUL3', 'HSPA1A', 'MYD88', 'TRAF3', 'CHUK', 'RAB8B', 'IKBKB', 'FASLG', 'TLR4', 'FYB1', 'IRAK4', 'TNF', 'FADD', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'LTB', 'HSP90AA1', 'IKBKG', 'TRAF2', 'MAP3K7', 'TRAF6', 'CASP8', 'HSPA8']
588	HP	HP:0031404	Impaired antigen-specific response	2.246965238911982e-05	True	An impaired immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory).	48	49	8	4851	0.1632653061224489	0.1666666666666666	query_1	['HP:0010978']	['CARD11', 'CASP10', 'FASLG', 'FAS', 'RIPK1', 'IKBKG', 'REL', 'CASP8']
589	KEGG	KEGG:04659	Th17 cell differentiation	2.305485781210941e-05	True	Th17 cell differentiation	105	93	10	8161	0.1075268817204301	0.0952380952380952	query_1	['KEGG:00000']	['NFKBIE', 'NFKBIB', 'HSP90AB1', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'HSP90AA1', 'IKBKG', 'NFKBIA']
590	GO:BP	GO:0002573	myeloid leukocyte differentiation	2.353379315328697e-05	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]"	225	101	11	21110	0.1089108910891089	0.0488888888888888	query_1	['GO:0002521', 'GO:0030099']	['TLR4', 'TNF', 'FADD', 'IRF7', 'RIPK1', 'LTBR', 'RELB', 'TRAF6', 'CASP8', 'FBXW7', 'CUL4A']
591	WP	WP:WP1434	Osteopontin signaling	2.4536064571854916e-05	True	Osteopontin signaling	13	88	5	8133	0.0568181818181818	0.3846153846153846	query_1	['WP:000000']	['MAP3K14', 'CHUK', 'RELA', 'IKBKB', 'NFKB1']
592	HP	HP:0002633	Vasculitis	2.467433133315213e-05	True	Inflammation of blood vessel.	69	49	9	4851	0.1836734693877551	0.1304347826086956	query_1	['HP:0033353']	['PTPN22', 'MYD88', 'CASP10', 'TNFRSF1A', 'FASLG', 'TLR4', 'FAS', 'NFKB1', 'NFKB2']
593	GO:BP	GO:0051249	regulation of lymphocyte activation	2.7012154236281897e-05	True	"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	570	101	16	21110	0.1584158415841584	0.0280701754385964	query_1	['GO:0002694', 'GO:0046649']	['PTPN22', 'CARD11', 'MAP3K8', 'TNFRSF1B', 'MYD88', 'HSPH1', 'TLR4', 'FADD', 'TNIP2', 'PELI1', 'TNFSF14', 'MALT1', 'TRAF6', 'TICAM1', 'BCL10', 'TNFAIP3']
594	GO:BP	GO:2001235	positive regulation of apoptotic signaling pathway	2.711840456808848e-05	True	"""Any process that activates or increases the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	130	101	9	21110	0.0891089108910891	0.0692307692307692	query_1	['GO:0009967', 'GO:0043065', 'GO:0097190', 'GO:2001233']	['RBCK1', 'TNF', 'FAS', 'FADD', 'RIPK1', 'TRAF2', 'LTBR', 'FBXW7', 'BCL10']
595	GO:BP	GO:0010952	positive regulation of peptidase activity	2.8775270522115005e-05	True	"""Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	177	101	10	21110	0.099009900990099	0.0564971751412429	query_1	['GO:0045862', 'GO:0051345', 'GO:0052547']	['TANK', 'CASP10', 'FASLG', 'TNF', 'FAS', 'FADD', 'CFLAR', 'MALT1', 'CASP8', 'BCL10']
596	WP	WP:WP3941	Oxidative damage response	2.937163129788106e-05	True	Oxidative damage response	40	88	7	8133	0.0795454545454545	0.175	query_1	['WP:000000']	['TNFRSF1B', 'NFKBIE', 'TRAF3', 'TNF', 'NFKB1', 'TRAF2', 'TRAF6']
597	GO:BP	GO:0002702	positive regulation of production of molecular mediator of immune response	3.10047888269248e-05	True	"""Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	132	101	9	21110	0.0891089108910891	0.0681818181818181	query_1	['GO:0002440', 'GO:0002699', 'GO:0002700', 'GO:0010628']	['PTPN22', 'MYD88', 'TLR4', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'TICAM1', 'BCL10']
598	KEGG	KEGG:05203	Viral carcinogenesis	3.109290143267292e-05	True	Viral carcinogenesis	200	93	13	8161	0.1397849462365591	0.065	query_1	['KEGG:00000']	['CREBBP', 'TRAF3', 'RELA', 'IRF7', 'NFKB1', 'TRADD', 'NFKB2', 'IKBKG', 'TRAF2', 'LTBR', 'REL', 'NFKBIA', 'CASP8']
599	GO:BP	GO:0002694	regulation of leukocyte activation	3.273546938280346e-05	True	"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	661	101	17	21110	0.1683168316831683	0.0257186081694402	query_1	['GO:0002682', 'GO:0045321', 'GO:0050865']	['PTPN22', 'CARD11', 'MAP3K8', 'TNFRSF1B', 'MYD88', 'HSPH1', 'TLR4', 'TNF', 'FADD', 'TNIP2', 'PELI1', 'TNFSF14', 'MALT1', 'TRAF6', 'TICAM1', 'BCL10', 'TNFAIP3']
600	CORUM	CORUM:2753	FYB-CARMA1-BCL-10-MALT1 complex	3.289114112268661e-05	True	FYB-CARMA1-BCL-10-MALT1 complex	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['CARD11', 'FYB1', 'MALT1', 'BCL10']
601	CORUM	CORUM:2881	Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	3.289114112268661e-05	True	Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['RBX1', 'BTRC', 'SKP1', 'CUL1']
602	CORUM	CORUM:1253	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	3.289114112268661e-05	True	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['RBX1', 'SKP1', 'CUL1', 'FBXW7']
603	CORUM	CORUM:1052	Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	3.289114112268661e-05	True	Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['RBX1', 'SKP1', 'FBXW11', 'CUL1']
604	CORUM	CORUM:2084	NFKB1-NFKB2-REL-RELA-RELB complex	3.289114112268661e-05	True	NFKB1-NFKB2-REL-RELA-RELB complex	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['RELA', 'NFKB2', 'RELB', 'REL']
605	CORUM	CORUM:1215	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	3.289114112268661e-05	True	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['RBX1', 'SKP1', 'CUL1', 'FBXW7']
606	CORUM	CORUM:6905	PELI1-IRAK4-IRAK1-TRAF6 complex, IL-1-induced	3.289114112268661e-05	True	PELI1-IRAK4-IRAK1-TRAF6 complex, IL-1-induced	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['IRAK4', 'PELI1', 'IRAK1', 'TRAF6']
607	CORUM	CORUM:6347	TNF-R1 signaling complex	3.289114112268661e-05	True	TNF-R1 signaling complex	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['TNF', 'RIPK1', 'TRADD', 'TRAF2']
608	CORUM	CORUM:2054	CASP8-FADD-MALT1-BCL10 complex	3.289114112268661e-05	True	CASP8-FADD-MALT1-BCL10 complex	4	76	4	3383	0.0526315789473684	1.0	query_1	['CORUM:0000000']	['FADD', 'MALT1', 'CASP8', 'BCL10']
609	WP	WP:WP1433	Nucleotide-binding oligomerization domain (NOD) pathway	3.511016437653151e-05	True	Nucleotide-binding oligomerization domain (NOD) pathway	41	88	7	8133	0.0795454545454545	0.1707317073170731	query_1	['WP:000000']	['CHUK', 'RELA', 'IKBKB', 'HSP90AA1', 'IKBKG', 'NFKBIA', 'CASP8']
610	HP	HP:0012191	B-cell lymphoma	3.647793608804003e-05	True	A type of lymphoma that originates in B-cells.	20	49	6	4851	0.1224489795918367	0.3	query_1	['HP:0012539']	['CASP10', 'FASLG', 'FAS', 'MALT1', 'BIRC3', 'BCL10']
611	GO:BP	GO:1902523	positive regulation of protein K63-linked ubiquitination	3.714195888531183e-05	True	"""Any process that activates or increases the frequency, rate or extent of protein K63-linked ubiquitination."" [GOC:TermGenie, PMID:21931591]"	7	101	4	21110	0.0396039603960396	0.5714285714285714	query_1	['GO:0070534', 'GO:1900044', 'GO:1902916']	['PTPN22', 'UBE2V1', 'BIRC2', 'UBE2N']
612	REAC	REAC:R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	3.7859786713445695e-05	True	TLR3-mediated TICAM1-dependent programmed cell death	6	96	4	10790	0.0416666666666666	0.6666666666666666	query_1	['REAC:R-HSA-168164']	['FADD', 'RIPK1', 'CASP8', 'TICAM1']
613	REAC	REAC:R-HSA-5660668	CLEC7A/inflammasome pathway	3.7859786713445695e-05	True	CLEC7A/inflammasome pathway	6	96	4	10790	0.0416666666666666	0.6666666666666666	query_1	['REAC:R-HSA-5607764']	['RELA', 'NFKB1', 'MALT1', 'CASP8']
614	GO:BP	GO:0007250	activation of NF-kappaB-inducing kinase activity	4.021683002790705e-05	True	"""The stimulation of the activity of NF-kappaB-inducing kinase through phosphorylation at specific residues."" [GOC:jl, PMID:12773372]"	18	101	5	21110	0.0495049504950495	0.2777777777777778	query_1	['GO:0032147', 'GO:0038061']	['IRAK1', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
615	GO:BP	GO:0034138	toll-like receptor 3 signaling pathway	4.021683002790705e-05	True	"""The series of molecular signals initiated by a ligand binding to the endolysosomal toll-like receptor 3."" [GOC:add, PMID:16551253, PMID:17328678]"	18	101	5	21110	0.0495049504950495	0.2777777777777778	query_1	['GO:0140894']	['PTPN22', 'TNF', 'TNIP2', 'PELI1', 'TNFAIP3']
616	GO:BP	GO:0043408	regulation of MAPK cascade	4.168539634254421e-05	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	672	101	17	21110	0.1683168316831683	0.025297619047619	query_1	['GO:0000165', 'GO:1902531']	['PTPN22', 'MYD88', 'TRAF3', 'IRAK3', 'TLR4', 'TNF', 'FAS', 'RIPK1', 'CFLAR', 'IRAK1', 'TNIP1', 'TAB1', 'TRAF2', 'MAP3K7', 'LTBR', 'TRAF6', 'FBXW7']
617	GO:CC	GO:0005622	intracellular anatomical structure	4.205680226446465e-05	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	17883	101	99	22122	0.9801980198019802	0.0055359838953195	query_1	['GO:0110165']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'RAB8A', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'TAB2', 'RAB8B', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'FYB1', 'IRAK4', 'RBCK1', 'SPOP', 'AZI2', 'BTRC', 'TBK1', 'SKAP2', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'DNAJA4', 'XPNPEP3', 'TICAM2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'LTBR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TBC1D17', 'HSPA8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'LRSAM1', 'LIPF', 'UBE2N', 'TNFAIP3', 'CDC37']
618	GO:BP	GO:0046330	positive regulation of JNK cascade	4.222546624137208e-05	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	96	101	8	21110	0.0792079207920792	0.0833333333333333	query_1	['GO:0007254', 'GO:0032874', 'GO:0046328']	['MYD88', 'TRAF3', 'TLR4', 'TNF', 'RIPK1', 'TRAF2', 'LTBR', 'TRAF6']
619	GO:BP	GO:1903037	regulation of leukocyte cell-cell adhesion	4.3495868277877694e-05	True	"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	364	101	13	21110	0.1287128712871287	0.0357142857142857	query_1	['GO:0007159', 'GO:0022407']	['PTPN22', 'CARD11', 'MAP3K8', 'HSPH1', 'RELA', 'TNF', 'FADD', 'PELI1', 'TNFSF14', 'IRAK1', 'MALT1', 'TRAF6', 'BCL10']
620	GO:CC	GO:0043235	receptor complex	4.396554064271628e-05	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	534	101	14	22122	0.1386138613861386	0.0262172284644194	query_1	['GO:0032991']	['TNFRSF1B', 'TRAF3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'IKBKB', 'TLR4', 'RNF31', 'RIPK1', 'TRADD', 'TRAF2', 'TRAF6', 'BIRC2', 'CD14']
621	GO:BP	GO:0042176	regulation of protein catabolic process	4.791498800090457e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]"	367	101	13	21110	0.1287128712871287	0.0354223433242506	query_1	['GO:0009894', 'GO:0030163', 'GO:0051246']	['HSPA1A', 'GSK3B', 'TNFRSF1B', 'IRAK3', 'HSP90AB1', 'RELA', 'RBX1', 'BTRC', 'TNF', 'HSP90AA1', 'SNX33', 'FBXW7', 'TNFAIP3']
622	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	4.972020186366542e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	98	101	8	21110	0.0792079207920792	0.0816326530612244	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['HSPA1A', 'GSK3B', 'HTT', 'RELA', 'TNF', 'RIPK1', 'CFLAR', 'TNFAIP3']
623	HPA	HPA:0310441	lymph node; non-germinal center cells[≥Low]	5.147187716591072e-05	True	lymph node; non-germinal center cells[≥Low]	6053	73	61	11006	0.8356164383561644	0.0100776474475466	query_1	['HPA:0310000']	['CUL3', 'SHARPIN', 'CARD11', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'FASLG', 'IKBKE', 'TLR4', 'FYB1', 'AZI2', 'BTRC', 'SKAP2', 'TNF', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'RIPK1', 'SKP1', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'XPNPEP3', 'FBXW11', 'TAB1', 'BIRC3', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'LRSAM1', 'UBE2N', 'CDC37']
624	GO:BP	GO:0070997	neuron death	5.2735663698958526e-05	True	"""The process of cell death in a neuron."" [GOC:BHF, GOC:mah]"	370	101	13	21110	0.1287128712871287	0.0351351351351351	query_1	['GO:0008219']	['GSK3B', 'TNFRSF1B', 'SARM1', 'FASLG', 'TLR4', 'TBK1', 'TNF', 'FAS', 'FADD', 'IKBKG', 'TRAF2', 'CASP8', 'FBXW7']
625	GO:BP	GO:0046328	regulation of JNK cascade	5.5176598943664e-05	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	141	101	9	21110	0.0891089108910891	0.0638297872340425	query_1	['GO:0007254', 'GO:0032872']	['PTPN22', 'MYD88', 'TRAF3', 'TLR4', 'TNF', 'RIPK1', 'TRAF2', 'LTBR', 'TRAF6']
626	HPA	HPA:0530000	spleen	5.5593767561320426e-05	True	spleen	5882	73	60	11006	0.821917808219178	0.0102006120367222	query_1	['HPA:0000000']	['CUL3', 'SHARPIN', 'CARD11', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'IKBKE', 'TLR4', 'FYB1', 'AZI2', 'SKAP2', 'TNF', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'TRADD', 'IRAK1', 'LTB', 'TNIP1', 'NFKB2', 'XPNPEP3', 'SNX33', 'TAB1', 'BIRC3', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'LRSAM1', 'UBE2N', 'CDC37']
627	GO:BP	GO:0048585	negative regulation of response to stimulus	5.817441069595367e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1616	101	26	21110	0.2574257425742574	0.016089108910891	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['CUL3', 'PTPN22', 'SHARPIN', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'OPTN', 'SARM1', 'HTT', 'IRAK3', 'TNFRSF1A', 'RELA', 'RBX1', 'TLR4', 'BTRC', 'TNF', 'NFKB1', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'NFKBIA', 'CASP8', 'FBXW7', 'TNFAIP3']
