Seckel syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
288	GO:BP	GO:1903251	multi-ciliated epithelial cell differentiation	0.0002395563585915	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a multi-ciliated epithelial cell."" [GO_REF:0000086, GOC:sp, GOC:TermGenie, PMID:22231168, PMID:24934224]"	9	108	3	15719	0.0277777777777777	0.3333333333333333	query_1	['GO:0030855']	['PLK4', 'CEP152', 'CEP63']
70	GO:CC	GO:0034399	nuclear periphery	0.000241013649902	True	"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]"	150	109	7	16420	0.0642201834862385	0.0466666666666666	query_1	['GO:0031981', 'GO:0110165']	['HLTF', 'PAXIP1', 'OGG1', 'POLA1', 'PCNA', 'BLM', 'TP53']
290	GO:BP	GO:0006325	chromatin organization	0.0002781912451491	True	"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]"	638	108	15	15719	0.1388888888888889	0.0235109717868338	query_1	['GO:0016043']	['UIMC1', 'HLTF', 'HDAC1', 'APLF', 'H2AX', 'POLE3', 'BRCA1', 'CDK2', 'CHRAC1', 'KAT5', 'NPM1', 'TP53', 'ABRAXAS1', 'KDM1A', 'RNF8']
107	REAC	REAC:R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.0002811231209131	True	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	21	104	4	10022	0.0384615384615384	0.1904761904761904	query_1	['REAC:R-HSA-6791312']	['CENPJ', 'PLK2', 'NPM1', 'TP53']
291	GO:BP	GO:0043009	chordate embryonic development	0.000287339854139	True	"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]"	640	108	15	15719	0.1388888888888889	0.0234375	query_1	['GO:0009792']	['RBBP8', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'PLK4', 'BRCA2', 'AR', 'ATM', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLB', 'TP53']
292	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	0.000287339854139	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1934	108	29	15719	0.2685185185185185	0.014994829369183	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'HDAC1', 'CENPJ', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'SUMO2', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'NUP85', 'KAT5', 'NPM1', 'TP53', 'PNKP', 'KDM1A']
293	GO:BP	GO:0051301	cell division	0.0002959294213469	True	"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]"	642	108	15	15719	0.1388888888888889	0.0233644859813084	query_1	['GO:0009987']	['RBBP8', 'UBE2I', 'BRIP1', 'LIG3', 'LIG4', 'PLK4', 'CENPJ', 'LIG1', 'PLK2', 'BRCA2', 'CENPE', 'BLM', 'CEP63', 'CDK2', 'RNF8']
294	GO:BP	GO:0045830	positive regulation of isotype switching	0.0002999060073055	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching."" [GOC:go_curators]"	27	108	4	15719	0.037037037037037	0.1481481481481481	query_1	['GO:0002639', 'GO:0002891', 'GO:0045190', 'GO:0045191', 'GO:0045911', 'GO:0050871', 'GO:0051094']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
295	GO:BP	GO:0046605	regulation of centrosome cycle	0.0003080725678829	True	"""Any process that modulates the frequency, rate or extent of the centrosome cycle, the processes of centrosome duplication and separation."" [GOC:ai]"	54	108	5	15719	0.0462962962962962	0.0925925925925925	query_1	['GO:0007098', 'GO:0010564', 'GO:0032886', 'GO:0051128']	['PLK4', 'CENPJ', 'PLK2', 'BRCA1', 'NPM1']
108	REAC	REAC:R-HSA-3371453	Regulation of HSF1-mediated heat shock response	0.0003145295672383	True	Regulation of HSF1-mediated heat shock response	67	104	6	10022	0.0576923076923076	0.0895522388059701	query_1	['REAC:R-HSA-3371556']	['RPA2', 'ATR', 'RPA3', 'RPA1', 'ATM', 'NUP85']
296	GO:BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	0.0003302619840663	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	10	108	3	15719	0.0277777777777777	0.3	query_1	['GO:0045830', 'GO:0048291', 'GO:0048302']	['MSH2', 'PAXIP1', 'MLH1']
297	GO:BP	GO:0051351	positive regulation of ligase activity	0.0003302619840663	True	"""Any process that activates or increases the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate."" [GOC:ai]"	10	108	3	15719	0.0277777777777777	0.3	query_1	['GO:0043085', 'GO:0051340']	['XRCC4', 'NHEJ1', 'XRCC1']
298	GO:BP	GO:0031848	protection from non-homologous end joining at telomere	0.0003302619840663	True	"""A process that prevents non-homologous end joining at telomere, thereby ensuring that telomeres do not fuse."" [GOC:mah]"	10	108	3	15719	0.0277777777777777	0.3	query_1	['GO:0016233', 'GO:0043247']	['ERCC1', 'ERCC4', 'XRCC1']
109	REAC	REAC:R-HSA-113510	E2F mediated regulation of DNA replication	0.0003346656317146	True	E2F mediated regulation of DNA replication	22	104	4	10022	0.0384615384615384	0.1818181818181818	query_1	['REAC:R-HSA-69206']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
71	GO:CC	GO:0000785	chromatin	0.0003360049312422	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1279	109	21	16420	0.1926605504587156	0.016419077404222	query_1	['GO:0005694', 'GO:0110165']	['FANCI', 'RAD51AP1', 'HDAC1', 'H2AX', 'RPA2', 'PLK2', 'POLE4', 'POLA1', 'PCNA', 'AR', 'PARP1', 'APTX', 'FANCD2', 'POLE3', 'RAD51', 'CHRAC1', 'XRCC1', 'KAT5', 'TP53', 'KDM1A', 'MSH6']
110	REAC	REAC:R-HSA-4615885	SUMOylation of DNA replication proteins	0.0003677789879762	True	SUMOylation of DNA replication proteins	43	104	5	10022	0.048076923076923	0.1162790697674418	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'PCNA', 'SUMO1', 'SUMO2', 'NUP85']
299	GO:BP	GO:0009790	embryo development	0.0003819351028952	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1083	108	20	15719	0.1851851851851851	0.0184672206832871	query_1	['GO:0007275']	['RBBP8', 'HUS1', 'AKT1', 'NBN', 'MSH2', 'WDR48', 'LIG4', 'HDAC1', 'PLK4', 'BRCA2', 'AR', 'ERCC1', 'ATM', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLB', 'TP53', 'POLE']
300	GO:BP	GO:0000002	mitochondrial genome maintenance	0.0003935984606958	True	"""The maintenance of the structure and integrity of the mitochondrial genome; includes replication and segregation of the mitochondrial chromosome."" [GOC:ai, GOC:vw]"	29	108	4	15719	0.037037037037037	0.1379310344827586	query_1	['GO:0007005']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
72	GO:CC	GO:0005819	spindle	0.0004043604264645	True	"""The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."" [ISBN:0198547684]"	420	109	11	16420	0.1009174311926605	0.0261904761904761	query_1	['GO:0015630', 'GO:0043232']	['AKT1', 'PLK4', 'PLK2', 'CENPE', 'ATM', 'CEP63', 'NUP85', 'KAT5', 'POLB', 'NPM1', 'PHLPP2']
308	GO:BP	GO:1990505	mitotic DNA replication maintenance of fidelity	0.0004050569474084	True	"""Any maintenance of fidelity that is involved in mitotic cell cycle DNA replication."" [PMID:19185548]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:1902298', 'GO:1902969', 'GO:1903047']	['BRCA2', 'RAD51']
305	GO:BP	GO:0045004	DNA replication proofreading	0.0004050569474084	True	"""Correction of replication errors by DNA polymerase using a 3'-5' exonuclease activity."" [GOC:ai]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0006281', 'GO:0045005']	['POLD1', 'POLE']
304	GO:BP	GO:1904882	regulation of telomerase catalytic core complex assembly	0.0004050569474084	True	"""Any process that modulates the frequency, rate or extent of telomerase catalytic core complex assembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0043254', 'GO:1904868']	['ATR', 'ATM']
303	GO:BP	GO:1904884	positive regulation of telomerase catalytic core complex assembly	0.0004050569474084	True	"""Any process that activates or increases the frequency, rate or extent of telomerase catalytic core complex assembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0031334', 'GO:1904868', 'GO:1904882']	['ATR', 'ATM']
302	GO:BP	GO:0000710	meiotic mismatch repair	0.0004050569474084	True	"""A system for the identification and correction of base-base mismatches, small insertion-deletion loops, and regions of heterology that are present in duplex DNA formed with strands from two recombining molecules. Correction of the mismatch can result in non-Mendelian segregation of alleles following meiosis."" [GOC:elh, PMID:10357855]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0006298', 'GO:0061982']	['ERCC1', 'MSH6']
301	GO:BP	GO:1990426	mitotic recombination-dependent replication fork processing	0.0004050569474084	True	"""Replication fork processing that includes recombination between DNA near the arrested fork and homologous sequences. Proteins involved in homologous recombination are required for replication restart."" [GOC:mah, PMID:23093942]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0031297', 'GO:1990505']	['BRCA2', 'RAD51']
306	GO:BP	GO:0044778	meiotic DNA integrity checkpoint signaling	0.0004050569474084	True	"""A signal transduction process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during meiosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0031570', 'GO:0033313']	['HUS1', 'HUS1B']
307	GO:BP	GO:1904868	telomerase catalytic core complex assembly	0.0004050569474084	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase catalytic core complex."" [GO_REF:0000079, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:1905323']	['ATR', 'ATM']
311	GO:BP	GO:1903518	positive regulation of single strand break repair	0.0004050569474084	True	"""Any process that activates or increases the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0000012', 'GO:0045739', 'GO:1903516']	['PARP1', 'XRCC1']
310	GO:BP	GO:1902298	cell cycle DNA replication maintenance of fidelity	0.0004050569474084	True	"""Any maintenance of fidelity that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0022402', 'GO:0044786', 'GO:0045005']	['BRCA2', 'RAD51']
309	GO:BP	GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	0.0004050569474084	True	"""Any nucleotide-excision repair that is involved in interstrand cross-link repair."" [GOC:TermGenie, PMID:22064477]"	2	108	2	15719	0.0185185185185185	1.0	query_1	['GO:0006289', 'GO:0036297']	['XPA', 'ERCC4']
111	REAC	REAC:R-HSA-3215018	Processing and activation of SUMO	0.0004131792978244	True	Processing and activation of SUMO	9	104	3	10022	0.0288461538461538	0.3333333333333333	query_1	['REAC:R-HSA-2990846']	['UBE2I', 'SUMO1', 'SUMO2']
312	GO:BP	GO:0046686	response to cadmium ion	0.0004488123828014	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]"	59	108	5	15719	0.0462962962962962	0.0847457627118644	query_1	['GO:0010038']	['AKT1', 'OGG1', 'PCNA', 'SUMO1', 'ERCC1']
313	GO:BP	GO:0009891	positive regulation of biosynthetic process	0.0004510882434285	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1989	108	29	15719	0.2685185185185185	0.0145801910507792	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'HDAC1', 'CENPJ', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'SUMO2', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'NUP85', 'KAT5', 'NPM1', 'TP53', 'PNKP', 'KDM1A']
314	GO:BP	GO:0006338	chromatin remodeling	0.0004578572500826	True	"""A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."" [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]"	444	108	12	15719	0.1111111111111111	0.027027027027027	query_1	['GO:0006325']	['HLTF', 'HDAC1', 'APLF', 'H2AX', 'POLE3', 'BRCA1', 'CDK2', 'CHRAC1', 'KAT5', 'NPM1', 'TP53', 'KDM1A']
112	REAC	REAC:R-HSA-4090294	SUMOylation of intracellular receptors	0.0004657471668769	True	SUMOylation of intracellular receptors	24	104	4	10022	0.0384615384615384	0.1666666666666666	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'AR', 'SUMO1', 'SUMO2']
73	GO:CC	GO:0120098	procentriole	0.0004712687423538	True	"""A cellular structure that is the site of a developing centriole, which will become a microtubule organizing center. During the canonical pathway of centriole duplication that occurs during the cell division cycle, procentrioles grow at the proximal ends of both mother and daughter centrioles. In the newly divided cells, the original mother and daughter centrioles become mother centrioles while the procentrioles become the new daughter centrioles. Procentrioles can also arise from de novo pathways that occur in multiciliated cells. In ciliated epithelial cells, numerous procentrioles arise form electron dense material referred to as fibrous granules and deuterosomes. The pathway of procentriole formation in multiciliated protists appears to be similar to that in mammalian multiciliated epithelium. In sperm of primative land plants, multiple procentrioles are formed from a blepharoplast giving rise to multicilated sperm cells."" [GOC:bhm, GOC:krc, PMID:18620859, PMID:21289083, PMID:25047614]"	3	109	2	16420	0.018348623853211	0.6666666666666666	query_1	['GO:0005737', 'GO:0110165']	['PLK4', 'CEP152']
74	GO:CC	GO:0043564	Ku70:Ku80 complex	0.0004712687423538	True	"""Heterodimeric protein complex composed of a 70 kDa and a 80 kDa subunit, binds DNA through a channel formed by the heterodimer. Functions in DNA double stranded break repair, chromosome maintenance, transcription regulation, V(D)J recombination, and activation of DNA-PK."" [PMID:12518983]"	3	109	2	16420	0.018348623853211	0.6666666666666666	query_1	['GO:0140513']	['XRCC6', 'XRCC5']
119	REAC	REAC:R-HSA-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	0.0004719743298601	True	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	2	104	2	10022	0.0192307692307692	1.0	query_1	['REAC:R-HSA-110381']	['APEX1', 'POLB']
117	REAC	REAC:R-HSA-5632968	Defective Mismatch Repair Associated With MSH6	0.0004719743298601	True	Defective Mismatch Repair Associated With MSH6	2	104	2	10022	0.0192307692307692	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH6']
116	REAC	REAC:R-HSA-5632927	Defective Mismatch Repair Associated With MSH3	0.0004719743298601	True	Defective Mismatch Repair Associated With MSH3	2	104	2	10022	0.0192307692307692	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3']
114	REAC	REAC:R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	0.0004719743298601	True	Defective DNA double strand break response due to BARD1 loss of function	2	104	2	10022	0.0192307692307692	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
115	REAC	REAC:R-HSA-5545483	Defective Mismatch Repair Associated With MLH1	0.0004719743298601	True	Defective Mismatch Repair Associated With MLH1	2	104	2	10022	0.0192307692307692	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
118	REAC	REAC:R-HSA-5632987	Defective Mismatch Repair Associated With PMS2	0.0004719743298601	True	Defective Mismatch Repair Associated With PMS2	2	104	2	10022	0.0192307692307692	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
113	REAC	REAC:R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	0.0004719743298601	True	Defective DNA double strand break response due to BRCA1 loss of function	2	104	2	10022	0.0192307692307692	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
315	GO:BP	GO:0010390	histone monoubiquitination	0.0004914600239654	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	108	4	15719	0.037037037037037	0.1290322580645161	query_1	['GO:0006513', 'GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
316	GO:BP	GO:0002443	leukocyte mediated immunity	0.0005267822306703	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	381	108	11	15719	0.1018518518518518	0.0288713910761154	query_1	['GO:0002252']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
317	GO:BP	GO:0006915	apoptotic process	0.0005322173016887	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	108	27	15719	0.25	0.0150083379655364	query_1	['GO:0012501']	['AKT1', 'NBN', 'MSH2', 'LIG4', 'HDAC1', 'MLH1', 'TRAIP', 'OGG1', 'PLK2', 'BRCA2', 'PHLPP1', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLB', 'BARD1', 'NPM1', 'TP53', 'KDM1A', 'MSH6']
