Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
638	REAC	REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	9.967274302939937e-06	True	Signaling by the B Cell Receptor (BCR)	163	97	12	10790	0.1237113402061855	0.0736196319018405	query_1	['REAC:R-HSA-1280218']	['NCK1', 'PIK3R1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'VAV1', 'SYK', 'SH3KBP1', 'BLNK']
639	GO:BP	GO:0046488	phosphatidylinositol metabolic process	1.0496130246666956e-05	True	"""The chemical reactions and pathways involving phosphatidylinositol, any glycophospholipid in which a sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."" [ISBN:0198506732]"	161	100	10	21110	0.1	0.062111801242236	query_1	['GO:0006650']	['PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PLCG1', 'PIK3R3']
640	GO:BP	GO:0043066	negative regulation of apoptotic process	1.0863532529914836e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	884	100	20	21110	0.2	0.0226244343891402	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['ITGB1', 'PIK3CB', 'ITGAV', 'PIK3CG', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITGA5', 'EGFR', 'PIK3CA', 'FGB', 'FGG', 'ERBB2', 'PTK2B', 'PIK3R3', 'PTK2', 'CBL']
641	GO:MF	GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity	1.0880037343445274e-05	True	"""The binding activity of a molecule that brings together a transmembrane receptor protein tyrosine kinase and one or more other molecules, permitting them to function in a coordinated way."" [GOC:mtg_MIT_16mar07, PMID:10502414, PMID:20565848]"	17	100	5	20195	0.05	0.2941176470588235	query_1	['GO:0030159', 'GO:0030971']	['PIK3R1', 'SHC1', 'GRB2', 'GAB2', 'BLNK']
642	GO:BP	GO:0009607	response to biotic stimulus	1.1010729341953666e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]"	1621	100	27	21110	0.27	0.0166563849475632	query_1	['GO:0050896']	['NCK1', 'PIK3CG', 'SRC', 'FGA', 'PIK3R6', 'CRK', 'NCR3', 'SHC1', 'PIK3AP1', 'PLCG2', 'WASL', 'PIK3CD', 'WIPF1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'FGB', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'LITAF', 'PTK2', 'ITGB6', 'LCK', 'PTPN11']
643	REAC	REAC:R-HSA-109704	PI3K Cascade	1.1583613774441296e-05	True	PI3K Cascade	36	97	7	10790	0.0721649484536082	0.1944444444444444	query_1	['REAC:R-HSA-112399']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'GAB1', 'PIK3CA', 'GAB2', 'PTPN11']
644	WP	WP:WP4674	Head and neck squamous cell carcinoma	1.2879951640024356e-05	True	Head and neck squamous cell carcinoma	74	88	9	8133	0.1022727272727272	0.1216216216216216	query_1	['WP:000000']	['PIK3R5', 'PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'GAB1', 'EGFR', 'PIK3CA', 'ERBB2']
645	GO:BP	GO:0001952	regulation of cell-matrix adhesion	1.3194284559914289e-05	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to the extracellular matrix."" [GOC:hjd]"	121	100	9	21110	0.09	0.0743801652892562	query_1	['GO:0007160', 'GO:0010810']	['PIK3CB', 'SRC', 'ITGB3', 'PIK3R1', 'VCL', 'PTK2B', 'TLN1', 'PTK2', 'CD3E']
646	HP	HP:0002721	Immunodeficiency	1.3370107994318751e-05	True	Failure of the immune system to protect the body adequately from infection, due to the absence or insufficiency of some component process or substance.	211	49	14	4851	0.2857142857142857	0.0663507109004739	query_1	['HP:0010978']	['PIK3R1', 'PIK3CD', 'WIPF1', 'WAS', 'LAT', 'LCP2', 'PIK3CA', 'USP8', 'CRKL', 'CD247', 'DOCK2', 'LCK', 'BLNK', 'CD3E']
647	GO:MF	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	1.3413348035689285e-05	True	"""Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4-phosphate + ATP = 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate + ADP + 2 H+."" [EC:2.7.1.154, RHEA:18373]"	7	100	4	20195	0.04	0.5714285714285714	query_1	['GO:0016307', 'GO:0035004']	['PIK3CB', 'PIK3CG', 'PIK3CD', 'PIK3CA']
648	REAC	REAC:R-HSA-5654687	Downstream signaling of activated FGFR1	1.3510984136276737e-05	True	Downstream signaling of activated FGFR1	22	97	6	10790	0.0618556701030927	0.2727272727272727	query_1	['REAC:R-HSA-5654736']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1', 'PTPN11']
649	REAC	REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	1.3510984136276737e-05	True	CD28 dependent PI3K/Akt signaling	22	97	6	10790	0.0618556701030927	0.2727272727272727	query_1	['REAC:R-HSA-389356']	['PIK3R2', 'PIK3R1', 'FYN', 'PIK3CA', 'PIK3R3', 'LCK']
650	REAC	REAC:R-HSA-5654716	Downstream signaling of activated FGFR4	1.3510984136276737e-05	True	Downstream signaling of activated FGFR4	22	97	6	10790	0.0618556701030927	0.2727272727272727	query_1	['REAC:R-HSA-5654743']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1', 'PTPN11']
651	CORUM	CORUM:2547	PLC-gamma-1-SLP-76-SOS1-LAT complex	1.3923684226292263e-05	True	PLC-gamma-1-SLP-76-SOS1-LAT complex	4	59	4	3383	0.0677966101694915	1.0	query_1	['CORUM:0000000']	['SOS1', 'LAT', 'LCP2', 'PLCG1']
652	CORUM	CORUM:2510	ZAP70-CRKL-WIPF1-WAS complex	1.3923684226292263e-05	True	ZAP70-CRKL-WIPF1-WAS complex	4	59	4	3383	0.0677966101694915	1.0	query_1	['CORUM:0000000']	['WIPF1', 'WAS', 'ZAP70', 'CRKL']
653	CORUM	CORUM:2955	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	1.3923684226292263e-05	True	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	4	59	4	3383	0.0677966101694915	1.0	query_1	['CORUM:0000000']	['LAT', 'LCP2', 'PLCG1', 'LCK']
654	CORUM	CORUM:2363	ITGAV-ITGB3-PXN-PTK2b complex	1.3923684226292263e-05	True	ITGAV-ITGB3-PXN-PTK2b complex	4	59	4	3383	0.0677966101694915	1.0	query_1	['CORUM:0000000']	['ITGAV', 'ITGB3', 'PXN', 'PTK2B']
655	KEGG	KEGG:05418	Fluid shear stress and atherosclerosis	1.4221542315191352e-05	True	Fluid shear stress and atherosclerosis	138	85	11	8161	0.1294117647058823	0.0797101449275362	query_1	['KEGG:00000']	['PIK3CB', 'ITGAV', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'PIK3CD', 'ITGA2B', 'PIK3CA', 'PIK3R3', 'PTK2']
656	KEGG	KEGG:04066	HIF-1 signaling pathway	1.4441837032405863e-05	True	HIF-1 signaling pathway	109	85	10	8161	0.1176470588235294	0.091743119266055	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PIK3R3']
657	GO:BP	GO:0045087	innate immune response	1.4581535085707484e-05	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	996	100	21	21110	0.21	0.0210843373493975	query_1	['GO:0006955', 'GO:0098542']	['PIK3CG', 'SRC', 'FGA', 'PIK3R6', 'CRK', 'NCR3', 'PIK3AP1', 'PLCG2', 'PIK3CD', 'FYN', 'WAS', 'ZAP70', 'LYN', 'FGB', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'PTK2', 'LCK', 'PTPN11']
658	GO:BP	GO:0010594	regulation of endothelial cell migration	1.4939435861905017e-05	True	"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	167	100	10	21110	0.1	0.059880239520958	query_1	['GO:0010632', 'GO:0043542']	['MET', 'PIK3CB', 'BCAR1', 'PIK3CG', 'ITGB3', 'PIK3CD', 'SH3BP1', 'PLCG1', 'PTK2B', 'PTK2']
659	GO:MF	GO:0052742	phosphatidylinositol kinase activity	1.5005647363666526e-05	True	"""Catalysis of the reaction: ATP + a phosphatidylinositol = ADP + a phosphatidylinositol phosphate."" [GOC:ai]"	18	100	5	20195	0.05	0.2777777777777778	query_1	['GO:0001727', 'GO:0016773']	['PIK3CB', 'PIK3CG', 'PIK3CD', 'PIK3CA', 'PIK3R3']
660	GO:CC	GO:0005769	early endosome	1.5434114913482198e-05	True	"""A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways."" [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]"	418	100	13	22122	0.13	0.0311004784688995	query_1	['GO:0005768']	['RAPGEF1', 'HGS', 'WIPF3', 'STAM2', 'PTPN23', 'RET', 'STAM', 'EGFR', 'FCGR1A', 'USP8', 'ERBB2', 'SH3GL2', 'LITAF']
661	GO:BP	GO:0006810	transport	1.6519054735699513e-05	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4802	100	49	21110	0.49	0.010204081632653	query_1	['GO:0051234']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'PTPN23', 'PLCG2', 'WASL', 'PIK3CD', 'CYP4A11', 'SH3BP1', 'FYN', 'WAS', 'LAT', 'LYN', 'STAM', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'VTN', 'GAB2', 'PTK2', 'DOCK2', 'LCK', 'ELMO1', 'PTPN11', 'CBL', 'ELMO2']
662	WP	WP:WP4217	Ebola virus infection in host	1.684380299940375e-05	True	Ebola virus infection in host	128	88	11	8133	0.125	0.0859375	query_1	['WP:000000']	['ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'ITGB3', 'PIK3R1', 'PIK3CD', 'ITGA5', 'EGFR', 'PIK3CA', 'PIK3R3']
663	GO:BP	GO:0043303	mast cell degranulation	1.803714026122113e-05	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell."" [ISBN:0781735149]"	56	100	7	21110	0.07	0.125	query_1	['GO:0002279', 'GO:0002448', 'GO:0032418', 'GO:0043299', 'GO:0051656']	['PIK3CG', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'GAB2', 'CBL']
664	REAC	REAC:R-HSA-5654696	Downstream signaling of activated FGFR2	1.8147505556151105e-05	True	Downstream signaling of activated FGFR2	23	97	6	10790	0.0618556701030927	0.2608695652173913	query_1	['REAC:R-HSA-5654738']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1', 'PTPN11']
665	GO:BP	GO:0120035	regulation of plasma membrane bounded cell projection organization	1.8236847108190414e-05	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]"	642	100	17	21110	0.17	0.0264797507788162	query_1	['GO:0031344', 'GO:0120036']	['RAPGEF1', 'NCK1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'WASL', 'FYN', 'WAS', 'LYN', 'PIK3CA', 'PTK2B', 'CRKL']
666	GO:BP	GO:0051241	negative regulation of multicellular organismal process	1.839066302853698e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1110	100	22	21110	0.22	0.0198198198198198	query_1	['GO:0032501', 'GO:0048519', 'GO:0051239']	['PIK3CB', 'FN1', 'PIK3CG', 'SPP1', 'FGA', 'HGS', 'TGFB3', 'PIK3R1', 'PTPN23', 'HGF', 'SHC1', 'DOCK4', 'LYN', 'EGFR', 'FGB', 'FGG', 'ERBB2', 'PTK2B', 'VTN', 'DOCK5', 'PTPN11', 'PDGFRA']
667	REAC	REAC:R-HSA-6802957	Oncogenic MAPK signaling	2.022397007418332e-05	True	Oncogenic MAPK signaling	82	97	9	10790	0.0927835051546391	0.1097560975609756	query_1	['REAC:R-HSA-5663202']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'VCL', 'FGG', 'TLN1']
668	GO:MF	GO:0046935	1-phosphatidylinositol-3-kinase regulator activity	2.0285028439961103e-05	True	"""Modulates the activity of the enzyme 1-phosphatidylinositol-3-kinase activity."" [GOC:ai]"	19	100	5	20195	0.05	0.2631578947368421	query_1	['GO:0035014']	['PIK3R5', 'PIK3R2', 'PIK3R1', 'PIK3R6', 'PIK3R3']
669	KEGG	KEGG:04725	Cholinergic synapse	2.033430995921128e-05	True	Cholinergic synapse	113	85	10	8161	0.1176470588235294	0.0884955752212389	query_1	['KEGG:00000']	['PIK3R5', 'PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PIK3CD', 'FYN', 'PIK3CA', 'PIK3R3']
670	KEGG	KEGG:04144	Endocytosis	2.1743591974946467e-05	True	Endocytosis	250	85	14	8161	0.1647058823529411	0.056	query_1	['KEGG:00000']	['SRC', 'HGS', 'WIPF3', 'STAM2', 'WASL', 'WIPF1', 'WIPF2', 'STAM', 'EGFR', 'USP8', 'SH3KBP1', 'SH3GL2', 'CBL', 'PDGFRA']
671	REAC	REAC:R-HSA-1483255	PI Metabolism	2.2516933416889225e-05	True	PI Metabolism	83	97	9	10790	0.0927835051546391	0.108433734939759	query_1	['REAC:R-HSA-1483257']	['PIK3R5', 'PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PIK3CD', 'PIK3CA', 'PIK3R3']
672	REAC	REAC:R-HSA-2871809	FCERI mediated Ca+2 mobilization	2.2516933416889225e-05	True	FCERI mediated Ca+2 mobilization	83	97	9	10790	0.0927835051546391	0.108433734939759	query_1	['REAC:R-HSA-2454202']	['ITK', 'PLCG2', 'SOS1', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'GRAP2']
673	GO:BP	GO:0070661	leukocyte proliferation	2.2596559848695616e-05	True	"""The expansion of a leukocyte population by cell division."" [GOC:add]"	348	100	13	21110	0.13	0.0373563218390804	query_1	['GO:0008283']	['NCK1', 'PIK3CG', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'SYK', 'ERBB2', 'PTK2', 'DOCK2', 'CD3E', 'NCK2']
674	GO:BP	GO:0002279	mast cell activation involved in immune response	2.320480652313954e-05	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	58	100	7	21110	0.07	0.1206896551724138	query_1	['GO:0002275', 'GO:0045576']	['PIK3CG', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'GAB2', 'CBL']
675	GO:BP	GO:0042127	regulation of cell population proliferation	2.4190029576263443e-05	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1682	100	27	21110	0.27	0.016052318668252	query_1	['GO:0008283', 'GO:0050794']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'HGS', 'TGFB3', 'SHC1', 'SOS1', 'PIK3CD', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'CRKL', 'GAB2', 'PTK2', 'GAREM1', 'CD3E', 'NCK2', 'PDGFRA']
676	WP	WP:WP4564	Neural crest cell migration during development	2.4444564900640607e-05	True	Neural crest cell migration during development	39	88	7	8133	0.0795454545454545	0.1794871794871795	query_1	['WP:000000']	['PIK3R5', 'PIK3CB', 'PIK3CG', 'PIK3R6', 'PIK3CD', 'PIK3CA', 'PIK3R3']
677	GO:MF	GO:0097110	scaffold protein binding	2.4782132830831133e-05	True	"""Binding to a scaffold protein. Scaffold proteins are crucial regulators of many key signaling pathways. Although not strictly defined in function, they are known to interact and/or bind with multiple members of a signaling pathway, tethering them into complexes."" [GOC:BHF, GOC:sjp, PMID:10433269, Wikipedia:Scaffold_protein]"	66	100	7	20195	0.07	0.106060606060606	query_1	['GO:0005515']	['SRC', 'CRK', 'PLCG2', 'FYN', 'LYN', 'SYK', 'NCK2']
678	GO:BP	GO:0051258	protein polymerization	2.497396808131705e-05	True	"""The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein."" [GOC:ai]"	287	100	12	21110	0.12	0.0418118466898954	query_1	['GO:0065003']	['MET', 'NCK1', 'PIK3R2', 'FGA', 'WASL', 'WAS', 'GRB2', 'FGB', 'FGG', 'PTK2B', 'VTN', 'NCK2']
679	GO:BP	GO:0031344	regulation of cell projection organization	2.506796272521329e-05	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	656	100	17	21110	0.17	0.0259146341463414	query_1	['GO:0030030', 'GO:0051128']	['RAPGEF1', 'NCK1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'WASL', 'FYN', 'WAS', 'LYN', 'PIK3CA', 'PTK2B', 'CRKL']
680	REAC	REAC:R-HSA-5654736	Signaling by FGFR1	2.5123964927607377e-05	True	Signaling by FGFR1	40	97	7	10790	0.0721649484536082	0.175	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1', 'PTPN11', 'CBL']
681	GO:MF	GO:0008047	enzyme activator activity	2.517905185110095e-05	True	"""Binds to and increases the activity of an enzyme."" [GOC:dph, GOC:mah, GOC:tb]"	596	100	16	20195	0.16	0.0268456375838926	query_1	['GO:0030234', 'GO:0140677']	['FN1', 'DOCK1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'SH3BP1', 'FYN', 'DOCK4', 'GRB2', 'EGFR', 'PIK3CA', 'DOCK3', 'DOCK2', 'LCK', 'DOCK5']
682	REAC	REAC:R-HSA-1474244	Extracellular matrix organization	2.5319760770438118e-05	True	Extracellular matrix organization	297	97	15	10790	0.1546391752577319	0.0505050505050505	query_1	['REAC:0000000']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'ITGA5', 'ADAMTS2', 'FGB', 'FGG', 'VTN', 'ITGB6']
683	GO:CC	GO:0009898	cytoplasmic side of plasma membrane	2.5836815518496606e-05	True	"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	172	100	9	22122	0.09	0.0523255813953488	query_1	['GO:0005886', 'GO:0098562']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'LITAF', 'PTK2', 'LCK']
684	GO:BP	GO:1902905	positive regulation of supramolecular fiber organization	2.6113783889759943e-05	True	"""Any process that activates or increases the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	177	100	10	21110	0.1	0.0564971751412429	query_1	['GO:0051130', 'GO:0097435', 'GO:1902903']	['MET', 'NCK1', 'TGFB3', 'WASL', 'PXN', 'WAS', 'GRB2', 'USP8', 'PTK2B', 'NCK2']
685	GO:BP	GO:0002448	mast cell mediated immunity	2.6227112266791544e-05	True	"""Any process involved in the carrying out of an immune response by a mast cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	59	100	7	21110	0.07	0.1186440677966101	query_1	['GO:0002444']	['PIK3CG', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'GAB2', 'CBL']
686	GO:CC	GO:0071062	alphav-beta3 integrin-vitronectin complex	2.6517361159447123e-05	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin."" [PMID:10835423]"	3	100	3	22122	0.03	1.0	query_1	['GO:0098797']	['ITGB3', 'ITGA5', 'VTN']
687	GO:CC	GO:0033565	ESCRT-0 complex	2.6517361159447123e-05	True	"""A protein complex required for the recycling of Golgi proteins, formation of lumenal membranes and sorting of ubiquitinated proteins into those membranes. This complex includes Vps1p and Hse1p in yeast and the Hrs and STAM proteins in mammals."" [GOC:rb, PMID:12055639, PMID:17543868]"	3	100	3	22122	0.03	1.0	query_1	['GO:0036452']	['HGS', 'STAM2', 'STAM']
688	GO:BP	GO:0031346	positive regulation of cell projection organization	2.676707405272961e-05	True	"""Any process that activates or increases the frequency, rate or extent of the process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	353	100	13	21110	0.13	0.036827195467422	query_1	['GO:0030030', 'GO:0031344', 'GO:0051130']	['RAPGEF1', 'NCK1', 'FN1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'WASL', 'FYN', 'LYN', 'PIK3CA', 'PTK2B']
689	HP	HP:0004313	Decreased circulating antibody level	2.694938749390946e-05	True	An abnormally decreased level of immunoglobulin in blood.	186	49	13	4851	0.2653061224489796	0.0698924731182795	query_1	['HP:0010701']	['PIK3CG', 'PIK3R1', 'ITK', 'PLCG2', 'PIK3CD', 'WAS', 'LAT', 'ZAP70', 'SYK', 'SH3KBP1', 'CD247', 'BLNK', 'CD3E']
690	HP	HP:0011123	Inflammatory abnormality of the skin	2.714743390459971e-05	True	The presence of inflammation of the skin. That is, an abnormality of the skin resulting from the local accumulation of fluid, plasma proteins, and leukocytes.	447	49	19	4851	0.3877551020408163	0.0425055928411633	query_1	['HP:0011122', 'HP:0012649']	['PIK3CG', 'SPP1', 'FGA', 'PIK3R1', 'PIK3CD', 'WIPF1', 'WAS', 'ZAP70', 'LCP2', 'EGFR', 'PIK3CA', 'SYK', 'USP8', 'CD247', 'DOCK2', 'BLNK', 'CD3E', 'CBL', 'PDGFRA']
691	GO:BP	GO:0042113	B cell activation	2.7680294247868837e-05	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	354	100	13	21110	0.13	0.0367231638418079	query_1	['GO:0046649']	['ITGB1', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'ZAP70', 'LYN', 'SHB', 'SYK', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'BLNK']
692	GO:BP	GO:0046777	protein autophosphorylation	2.7803668169520416e-05	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	231	100	11	21110	0.11	0.0476190476190476	query_1	['GO:0006468']	['SRC', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'PTK2', 'LCK', 'PDGFRA']
693	GO:BP	GO:0097581	lamellipodium organization	2.782291206444325e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lamellipodium. A lamellipodium is a thin sheetlike process extended by the leading edge of a crawling fibroblast; contains a dense meshwork of actin filaments."" [GOC:als, PMID:16054028]"	92	100	8	21110	0.08	0.0869565217391304	query_1	['GO:0120036']	['ITGB1', 'NCK1', 'SRC', 'PIK3R1', 'WAS', 'PIK3CA', 'VCL', 'NCK2']
694	GO:BP	GO:0030100	regulation of endocytosis	2.803429928747057e-05	True	"""Any process that modulates the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	290	100	12	21110	0.12	0.0413793103448275	query_1	['GO:0006897', 'GO:0051128', 'GO:0060627']	['RAPGEF1', 'PIK3CB', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'WASL', 'SYK', 'FCGR1A', 'VTN', 'DOCK2', 'CBL']
