Progeroid syndrome, Petty type	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
961	GO:BP	GO:0001738	morphogenesis of a polarized epithelium	0.0009218154497248	True	"""The morphogenetic process in which the anatomical structures of a polarized epithelium are generated and organized. A polarized epithelium is an epithelium where the epithelial sheet is oriented with respect to the planar axis."" [GOC:dph]"	92	98	5	17376	0.0510204081632653	0.0543478260869565	query_1	['GO:0002009']	['SMURF2', 'RPGRIP1L', 'NPHP1', 'DVL2', 'SMURF1']
962	GO:BP	GO:0007162	negative regulation of cell adhesion	0.0009218154497248	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	277	98	8	17376	0.0816326530612244	0.0288808664259927	query_1	['GO:0007155', 'GO:0030155', 'GO:0048523']	['SRC', 'SMAD7', 'PIK3R1', 'SFTPD', 'TGFB1', 'ERBB2', 'PTK2', 'PTPN11']
963	GO:BP	GO:0008064	regulation of actin polymerization or depolymerization	0.0009486833568241	True	"""Any process that modulates the frequency, rate or extent of the assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament."" [GOC:mah]"	146	98	6	17376	0.0612244897959183	0.0410958904109589	query_1	['GO:0008154', 'GO:0030832', 'GO:0110053']	['LATS1', 'NCK1', 'WAS', 'GRB2', 'PTK2B', 'NCK2']
964	GO:BP	GO:0046638	positive regulation of alpha-beta T cell differentiation	0.0009605856954803	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]"	50	98	4	17376	0.0408163265306122	0.08	query_1	['GO:0045582', 'GO:0046632', 'GO:0046635', 'GO:0046637']	['TGFBR2', 'ZAP70', 'SHB', 'SYK']
965	GO:BP	GO:0050866	negative regulation of cell activation	0.0009633126526201	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	98	7	17376	0.0714285714285714	0.0334928229665071	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'SMAD7', 'SFTPD', 'LYN', 'TGFB1', 'ERBB2', 'PDGFRA']
966	GO:BP	GO:0044706	multi-multicellular organism process	0.0009633126526201	True	"""A multicellular organism process which involves another multicellular organism of the same or different species."" [GOC:jl]"	209	98	7	17376	0.0714285714285714	0.0334928229665071	query_1	['GO:0032501']	['SMURF2', 'SPP1', 'ITGB3', 'TGFB3', 'TGFBR2', 'ITGA5', 'TGFB1']
967	GO:BP	GO:0010976	positive regulation of neuron projection development	0.0009743544547647	True	"""Any process that increases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	147	98	6	17376	0.0612244897959183	0.0408163265306122	query_1	['GO:0010975', 'GO:0031175', 'GO:0031346']	['RAPGEF1', 'NCK1', 'HGF', 'FYN', 'LYN', 'PTK2B']
968	GO:BP	GO:0007417	central nervous system development	0.0009743544547647	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1023	98	16	17376	0.1632653061224489	0.0156402737047898	query_1	['GO:0007399', 'GO:0048731']	['ITGB1', 'SRC', 'CRK', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'FYN', 'LYN', 'TGFB1', 'EGFR', 'ERBB2', 'SH3GL2', 'CRKL', 'VTN', 'PKD1', 'PTPN11']
969	GO:BP	GO:0008360	regulation of cell shape	0.0009743544547647	True	"""Any process that modulates the surface configuration of a cell."" [GOC:dph, GOC:go_curators, GOC:tb]"	147	98	6	17376	0.0612244897959183	0.0408163265306122	query_1	['GO:0022604', 'GO:0065008']	['FN1', 'CRK', 'FYN', 'SH3KBP1', 'PTK2B', 'PTK2']
970	GO:BP	GO:0002687	positive regulation of leukocyte migration	0.0009743544547647	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte migration."" [GOC:add]"	147	98	6	17376	0.0612244897959183	0.0408163265306122	query_1	['GO:0002684', 'GO:0002685', 'GO:0030335', 'GO:0050900']	['ITGB3', 'PIK3R1', 'TGFB1', 'CD47', 'PTK2B', 'PTK2']
971	GO:BP	GO:0060364	frontal suture morphogenesis	0.0009898007150905	True	"""The process in which the frontal suture is generated and organized."" [GOC:dph, GOC:sl]"	4	98	2	17376	0.0204081632653061	0.5	query_1	['GO:0060363']	['TGFB3', 'TGFB1']
972	GO:BP	GO:1903995	regulation of non-membrane spanning protein tyrosine kinase activity	0.0009898007150905	True	"""Any process that modulates the frequency, rate or extent of non-membrane spanning protein tyrosine kinase activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:10518561]"	4	98	2	17376	0.0204081632653061	0.5	query_1	['GO:0061097']	['SRC', 'DOCK3']
973	GO:BP	GO:1990441	negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	0.0009898007150905	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of an endoplasmic reticulum stress."" [GOC:bf, GOC:PARL, PMID:21113145]"	4	98	2	17376	0.0204081632653061	0.5	query_1	['GO:0034976', 'GO:0097201']	['NCK1', 'NCK2']
974	GO:BP	GO:0032675	regulation of interleukin-6 production	0.0010034925242646	True	"""Any process that modulates the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]"	148	98	6	17376	0.0612244897959183	0.0405405405405405	query_1	['GO:0001817', 'GO:0032635']	['HGF', 'PLCG2', 'CD47', 'SYK', 'SIRPA', 'PTPN11']
975	GO:BP	GO:0032635	interleukin-6 production	0.0010034925242646	True	"""The appearance of interleukin-6 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	148	98	6	17376	0.0612244897959183	0.0405405405405405	query_1	['GO:0001816']	['HGF', 'PLCG2', 'CD47', 'SYK', 'SIRPA', 'PTPN11']
976	GO:BP	GO:0043303	mast cell degranulation	0.0010180129009129	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell."" [ISBN:0781735149]"	51	98	4	17376	0.0408163265306122	0.0784313725490196	query_1	['GO:0002279', 'GO:0002448', 'GO:0032418', 'GO:0043299', 'GO:0051656']	['LAT', 'LYN', 'SYK', 'CBL']
977	GO:BP	GO:0007566	embryo implantation	0.0010180129009129	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	51	98	4	17376	0.0408163265306122	0.0784313725490196	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SMURF2', 'SPP1', 'ITGB3', 'TGFBR2']
978	GO:BP	GO:0030832	regulation of actin filament length	0.001036300000017	True	"""Any process that controls the length of actin filaments in a cell."" [GOC:dph, GOC:mah]"	149	98	6	17376	0.0612244897959183	0.0402684563758389	query_1	['GO:0032535', 'GO:0032956']	['LATS1', 'NCK1', 'WAS', 'GRB2', 'PTK2B', 'NCK2']
979	GO:CC	GO:0042581	specific granule	0.0010613792866276	True	"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]"	155	98	6	17376	0.0612244897959183	0.0387096774193548	query_1	['GO:0030141']	['ITGAV', 'CD47', 'VCL', 'OSCAR', 'CKAP4', 'DOCK2']
980	REAC	REAC:R-HSA-912526	Interleukin receptor SHC signaling	0.0010729435828835	True	Interleukin receptor SHC signaling	26	98	3	17376	0.0306122448979591	0.1153846153846153	query_1	['REAC:R-HSA-451927', 'REAC:R-HSA-512988']	['PIK3R1', 'SHC1', 'SOS1']
981	GO:BP	GO:0071702	organic substance transport	0.0010891537311106	True	"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [GOC:mah]"	2637	98	29	17376	0.2959183673469387	0.0109973454683352	query_1	['GO:0006810']	['ITGB1', 'SFTPA1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'TGFBR2', 'PARD6A', 'FYN', 'PARD3', 'LYN', 'TGFB1', 'CD47', 'SYK', 'DMBT1', 'PLCG1', 'SMURF1', 'ERBB2', 'PTK2B', 'CACNA2D2', 'SLC25A24', 'PKD1', 'LCK', 'SMAD3', 'PTPN11', 'ZDHHC2']
982	GO:BP	GO:0010761	fibroblast migration	0.0010932809839276	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	52	98	4	17376	0.0408163265306122	0.0769230769230769	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'TGFB1', 'PTK2']
983	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	0.0011003673596285	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2639	98	29	17376	0.2959183673469387	0.0109890109890109	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['LATS1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'SFTPD', 'HGF', 'SHC1', 'ZNF398', 'USP4', 'PARD6A', 'FYN', 'PARD3', 'LYN', 'SHB', 'TGFB1', 'EGFR', 'SIRPA', 'SH3GL2', 'CRKL', 'VTN', 'CC2D1B', 'SMAD3', 'CBL', 'NCK2']
984	GO:BP	GO:1901564	organonitrogen compound metabolic process	0.0011003673596285	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5950	98	51	17376	0.5204081632653061	0.0085714285714285	query_1	['GO:0006807', 'GO:0071704']	['MET', 'LATS1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'USP4', 'TGFBR2', 'PARD6A', 'ITGA5', 'FYN', 'CHST10', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'SIRPA', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PKD1', 'PTK2', 'LCK', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ZDHHC2']
985	GO:BP	GO:0010469	regulation of signaling receptor activity	0.0011059198450917	True	"""Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."" [GOC:dph, GOC:tb]"	151	98	6	17376	0.0612244897959183	0.0397350993377483	query_1	['GO:0009966', 'GO:0065009']	['ITGB1', 'SRC', 'SHC1', 'PTK2B', 'CBL', 'NCK2']
986	GO:BP	GO:0043011	myeloid dendritic cell differentiation	0.0011162235363954	True	"""The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."" [CL:0000782, GOC:jl]"	21	98	3	17376	0.0306122448979591	0.1428571428571428	query_1	['GO:0001773', 'GO:0002573', 'GO:0097028']	['TGFBR2', 'TGFB1', 'ITGB6']
987	GO:BP	GO:0120031	plasma membrane bounded cell projection assembly	0.0011536029253321	True	"""Formation of a prolongation or process extending and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	538	98	11	17376	0.1122448979591836	0.020446096654275	query_1	['GO:0030031', 'GO:0120036']	['ITGB1', 'NCK1', 'TGFB3', 'PIK3R1', 'WASL', 'RPGRIP1L', 'ASAP1', 'WAS', 'VCL', 'TGFBR1', 'NCK2']
988	GO:BP	GO:0060070	canonical Wnt signaling pathway	0.0011594330020023	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes. In this pathway, the activated receptor signals via downstream effectors that result in the inhibition of beta-catenin phosphorylation, thereby preventing degradation of beta-catenin. Stabilized beta-catenin can then accumulate and travel to the nucleus to trigger changes in transcription of target genes."" [GOC:bf, GOC:dph, PMID:11532397, PMID:19619488]"	288	98	8	17376	0.0816326530612244	0.0277777777777777	query_1	['GO:0016055']	['RAPGEF1', 'LATS1', 'SMURF2', 'SRC', 'NPHP4', 'DVL2', 'EGFR', 'SMAD3']
989	GO:BP	GO:0032330	regulation of chondrocyte differentiation	0.0011638116701724	True	"""Any process that modulates the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]"	53	98	4	17376	0.0408163265306122	0.0754716981132075	query_1	['GO:0002062', 'GO:0045595', 'GO:0061035']	['SMAD7', 'TGFBR1', 'SMAD3', 'PTPN11']
990	GO:BP	GO:0002279	mast cell activation involved in immune response	0.0011638116701724	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	53	98	4	17376	0.0408163265306122	0.0754716981132075	query_1	['GO:0002275', 'GO:0045576']	['LAT', 'LYN', 'SYK', 'CBL']
991	REAC	REAC:R-HSA-4608870	Asymmetric localization of PCP proteins	0.0011882444487164	True	Asymmetric localization of PCP proteins	64	98	4	17376	0.0408163265306122	0.0625	query_1	['REAC:R-HSA-4086400']	['SMURF2', 'PARD6A', 'DVL2', 'SMURF1']
992	REAC	REAC:R-HSA-6806942	MET Receptor Activation	0.0011882444487164	True	MET Receptor Activation	6	98	2	17376	0.0204081632653061	0.3333333333333333	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF']
993	REAC	REAC:R-HSA-9603381	Activated NTRK3 signals through PI3K	0.0011882444487164	True	Activated NTRK3 signals through PI3K	6	98	2	17376	0.0204081632653061	0.3333333333333333	query_1	['REAC:R-HSA-9034015']	['SRC', 'PIK3R1']
994	REAC	REAC:R-HSA-9032500	Activated NTRK2 signals through FYN	0.0011882444487164	True	Activated NTRK2 signals through FYN	6	98	2	17376	0.0204081632653061	0.3333333333333333	query_1	['REAC:R-HSA-9006115']	['SRC', 'DOCK3']
995	REAC	REAC:R-HSA-201451	Signaling by BMP	0.0011882444487164	True	Signaling by BMP	27	98	3	17376	0.0306122448979591	0.1111111111111111	query_1	['REAC:R-HSA-9006936']	['SMURF2', 'SMAD7', 'SMURF1']
996	GO:BP	GO:0002573	myeloid leukocyte differentiation	0.0012057277567761	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]"	218	98	7	17376	0.0714285714285714	0.0321100917431192	query_1	['GO:0002521', 'GO:0030099']	['SRC', 'PIK3R1', 'TGFBR2', 'LYN', 'TGFB1', 'OSCAR', 'ITGB6']
997	GO:CC	GO:0009897	external side of plasma membrane	0.0012157765269724	True	"""The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	378	98	9	17376	0.0918367346938775	0.0238095238095238	query_1	['GO:0005886', 'GO:0009986', 'GO:0098552']	['ITGB1', 'ITGAV', 'ITGB3', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FCGR1A', 'ITGB6', 'PDGFRA']
998	GO:BP	GO:0002448	mast cell mediated immunity	0.0012461025326094	True	"""Any process involved in the carrying out of an immune response by a mast cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	54	98	4	17376	0.0408163265306122	0.074074074074074	query_1	['GO:0002444']	['LAT', 'LYN', 'SYK', 'CBL']
999	GO:BP	GO:0001954	positive regulation of cell-matrix adhesion	0.0012461025326094	True	"""Any process that activates or increases the rate or extent of cell adhesion to an extracellular matrix."" [GOC:hjd]"	54	98	4	17376	0.0408163265306122	0.074074074074074	query_1	['GO:0001952', 'GO:0007160', 'GO:0010811']	['ITGB3', 'SKAP1', 'PTK2B', 'SMAD3']
1000	GO:BP	GO:0050765	negative regulation of phagocytosis	0.0012705460436648	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of phagocytosis."" [GOC:ai]"	22	98	3	17376	0.0306122448979591	0.1363636363636363	query_1	['GO:0006909', 'GO:0045806', 'GO:0050764']	['TGFB1', 'CD47', 'SIRPA']
1001	GO:BP	GO:0033630	positive regulation of cell adhesion mediated by integrin	0.0012705460436648	True	"""Any process that activates or increases the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	22	98	3	17376	0.0306122448979591	0.1363636363636363	query_1	['GO:0033627', 'GO:0033628', 'GO:0045785']	['ITGB3', 'SKAP1', 'SYK']
1002	GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	0.0012826161458395	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2264	98	26	17376	0.2653061224489796	0.0114840989399293	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']	['LATS1', 'NCK1', 'SMURF2', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'HGF', 'SHC1', 'ZNF398', 'USP4', 'PARD6A', 'FYN', 'PARD3', 'LYN', 'SHB', 'TGFB1', 'EGFR', 'SIRPA', 'SH3GL2', 'CRKL', 'VTN', 'CC2D1B', 'SMAD3', 'CBL', 'NCK2']
