Ablepharon macrostomia syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1270	TF	TF:M04953	Factor: Sp1; motif: GGNDGGRGGCGGGG	0.0108989604021384	True	Factor: Sp1; motif: GGNDGGRGGCGGGG	8886	100	67	20011	0.67	0.0075399504839072	query_1	['TF:M00000']	['UBE2I', 'NRIP1', 'SOX9', 'TGIF1', 'AKT1', 'CREBBP', 'CBFB', 'COPRS', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'TEAD2', 'MED12', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD4', 'SUMO2', 'HDAC3', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'KAT2B', 'ESR1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'CNPY2', 'YAP1', 'ZFPM2', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'VDR']
1271	TF	TF:M10112_1	Factor: Miz-1; motif: NNRGGWGGGGGAGGGGMRR; match class: 1	0.0109448548394396	True	Factor: Miz-1; motif: NNRGGWGGGGGAGGGGMRR; match class: 1	4034	100	40	20011	0.4	0.0099157164105106	query_1	['TF:M10112']	['UBE2I', 'SOX9', 'TGIF1', 'CREBBP', 'CBFB', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'TEAD2', 'MAF', 'WWTR1', 'SUMO1', 'SMAD2', 'SMAD9', 'VGLL4', 'MECP2', 'SUMO2', 'HDAC3', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'RCOR1', 'SP1', 'TEAD3', 'KAT2B', 'WWP1', 'GATA4', 'FOXH1', 'TBL1XR1', 'SMAD3', 'KDM1A', 'ZFPM2', 'SKIL', 'HIPK2']
1272	HPA	HPA:0091011	cerebellum; molecular layer cells - nucleus[≥Low]	0.0110084296187648	True	cerebellum; molecular layer cells - nucleus[≥Low]	187	77	8	11006	0.1038961038961039	0.0427807486631016	query_1	['HPA:0090000']	['CTNNB1', 'ELK1', 'SUMO1', 'EP300', 'MECP2', 'RCOR1', 'SP1', 'TBL1XR1']
1273	GO:BP	GO:0003008	system process	0.0110533960227458	True	"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]"	2283	100	27	21110	0.27	0.0118265440210249	query_1	['GO:0032501']	['SOX9', 'AKT1', 'NKX2-5', 'GBA1', 'FOXO3', 'NR1H2', 'FLI1', 'TBL1X', 'TBX5', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'GPR37L1', 'SMAD4', 'EP300', 'MECP2', 'GATA4', 'FOXO1', 'SMAD3', 'HDAC2', 'MYOCD', 'YAP1', 'THRB', 'SRF', 'HIPK2', 'VDR']
1274	TF	TF:M10435	Factor: Sp2; motif: GGGGCGGGG	0.0111091680933897	True	Factor: Sp2; motif: GGGGCGGGG	7899	100	62	20011	0.62	0.0078490948221293	query_1	['TF:M00000']	['REST', 'UBE2I', 'SOX9', 'TGIF1', 'CREBBP', 'CBFB', 'COPRS', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBX5', 'SIN3A', 'RXRB', 'TEAD2', 'MED12', 'AR', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD4', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'TEAD3', 'KAT2B', 'ESR1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'TBL1XR1', 'TWIST2', 'PSAP', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
1275	GO:CC	GO:0000793	condensed chromosome	0.0111171182892384	True	"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct structure."" [GOC:elh]"	277	100	8	22122	0.08	0.0288808664259927	query_1	['GO:0005694']	['UBE2I', 'SMARCA4', 'SIN3A', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1', 'RANGAP1']
1276	HPA	HPA:0240000	heart muscle	0.0111300946014976	True	heart muscle	6323	77	61	11006	0.7922077922077922	0.0096473193104538	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'COPRS', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'HIPK1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'KDM1A', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
1277	HPA	HPA:0241101	heart muscle; cardiomyocytes[≥Low]	0.0111300946014976	True	heart muscle; cardiomyocytes[≥Low]	6323	77	61	11006	0.7922077922077922	0.0096473193104538	query_1	['HPA:0240000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'COPRS', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'HIPK1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'KDM1A', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
1278	GO:BP	GO:0045664	regulation of neuron differentiation	0.0112393476416718	True	"""Any process that modulates the frequency, rate or extent of neuron differentiation."" [GOC:go_curators]"	201	100	8	21110	0.08	0.0398009950248756	query_1	['GO:0030182', 'GO:0045595']	['REST', 'SOX9', 'NKX2-5', 'FOXG1', 'SIN3A', 'GPR37L1', 'RARA', 'NCOA1']
1279	GO:BP	GO:0009746	response to hexose	0.0112393476416718	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hexose stimulus."" [GOC:jl]"	201	100	8	21110	0.08	0.0398009950248756	query_1	['GO:0034284']	['SMARCA4', 'SIN3A', 'SMAD2', 'SMARCB1', 'SMAD4', 'NR1H4', 'GATA4', 'SRF']
1280	GO:BP	GO:0032446	protein modification by small protein conjugation	0.0113817085444974	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]"	905	100	16	21110	0.16	0.0176795580110497	query_1	['GO:0070647']	['UBE2I', 'RANBP2', 'AKT1', 'CBFB', 'SENP1', 'CTNNB1', 'MED12', 'WWTR1', 'SUMO1', 'SUMO2', 'GPS2', 'HDAC3', 'SENP2', 'WWP1', 'KDM1A', 'RANGAP1']
1281	GO:MF	GO:0031625	ubiquitin protein ligase binding	0.0115237456936847	True	"""Binding to a ubiquitin protein ligase enzyme, any of the E3 proteins."" [GOC:vp]"	297	100	9	20195	0.09	0.0303030303030303	query_1	['GO:0044389']	['SUMO1', 'SMAD2', 'SUMO2', 'GPR37', 'SKI', 'FOXO1', 'TP53', 'SMAD3', 'RANGAP1']
1282	GO:BP	GO:0001656	metanephros development	0.0115363537229127	True	"""The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:bf, ISBN:0192800752]"	93	100	6	21110	0.06	0.064516129032258	query_1	['GO:0001822']	['SOX9', 'CTNNB1', 'WWTR1', 'SMAD4', 'WT1', 'YAP1']
1283	GO:BP	GO:2000177	regulation of neural precursor cell proliferation	0.0115363537229127	True	"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	93	100	6	21110	0.06	0.064516129032258	query_1	['GO:0042127', 'GO:0061351']	['CTNNB1', 'FOXG1', 'GPR37L1', 'FOXO1', 'TP53', 'KDM1A']
1284	HPA	HPA:0300000	lung	0.0115498431557706	True	lung	7370	77	67	11006	0.8701298701298701	0.009090909090909	query_1	['HPA:0000000']	['REST', 'UBE2I', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'WDR77', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'FOXO1', 'HIPK1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
1285	GO:CC	GO:0001741	XY body	0.0115981848203433	True	"""A structure found in a male mammalian spermatocyte containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery."" [GOC:hjd, GOC:mr, PMID:20622855, Wikipedia:XY_sex-determination_system]"	15	100	3	22122	0.03	0.2	query_1	['GO:0000803']	['SUMO1', 'SMARCB1', 'SMARCC1']
1286	HPA	HPA:0320000	nasopharynx	0.0116487154566823	True	nasopharynx	7189	77	66	11006	0.8571428571428571	0.0091806927249965	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'WDR77', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'RUNX2', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'FOXO1', 'HIPK1', 'TBL1XR1', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
1287	REAC	REAC:R-HSA-4615885	SUMOylation of DNA replication proteins	0.0121384399077973	True	SUMOylation of DNA replication proteins	43	92	5	10790	0.0543478260869565	0.1162790697674418	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'RANBP2', 'SUMO1', 'SUMO2', 'RANGAP1']
1288	TF	TF:M12057_1	Factor: ZBP99; motif: GCCCMTCCCCCR; match class: 1	0.0121901242886795	True	Factor: ZBP99; motif: GCCCMTCCCCCR; match class: 1	1400	100	21	20011	0.21	0.015	query_1	['TF:M12057']	['REST', 'FOXO3', 'SENP1', 'HDAC1', 'SMARCA4', 'TEAD2', 'WWTR1', 'SUMO1', 'MECP2', 'GPR37', 'SMARCC2', 'RCOR1', 'SP1', 'KAT2B', 'WWP1', 'FOXH1', 'TBL1XR1', 'HDAC2', 'KDM1A', 'ZFPM2', 'SKIL']
1289	HPA	HPA:0270361	kidney; cells in tubules[≥Low]	0.0122173360568044	True	kidney; cells in tubules[≥Low]	7018	77	65	11006	0.8441558441558441	0.0092618979766315	query_1	['HPA:0270000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'WDR77', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WT1', 'WWP1', 'FOXO1', 'HIPK1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'ZFPM2', 'NCOA1', 'HIPK2', 'RANGAP1']
1290	HPA	HPA:0461421	skin 1; eccrine glands[≥Low]	0.0122879283612278	True	skin 1; eccrine glands[≥Low]	246	77	9	11006	0.1168831168831168	0.0365853658536585	query_1	['HPA:0460000']	['GBA1', 'CTNNB1', 'SUMO1', 'RUNX1', 'RUNX2', 'KAT2B', 'TBL1XR1', 'PSAP', 'NCOA1']
1291	HP	HP:0004207	Abnormal 5th finger morphology	0.0123258365828996	True	An abnormality affecting one or both 5th fingers.	469	55	17	4851	0.3090909090909091	0.0362473347547974	query_1	['HP:0001167']	['AKT1', 'CREBBP', 'NKX2-5', 'SMARCA4', 'SMARCA2', 'SIN3A', 'MAF', 'SMARCB1', 'EP300', 'MECP2', 'RUNX2', 'SMARCC2', 'SKI', 'GATA4', 'TWIST2', 'KDM1A', 'ZFPM2']
1292	GO:BP	GO:0032330	regulation of chondrocyte differentiation	0.0123338870975243	True	"""Any process that modulates the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]"	54	100	5	21110	0.05	0.0925925925925925	query_1	['GO:0002062', 'GO:0045595', 'GO:0061035']	['SOX9', 'CTNNB1', 'MAF', 'RUNX2', 'SMAD3']
1293	GO:BP	GO:0003162	atrioventricular node development	0.0123422401090764	True	"""The process whose specific outcome is the progression of the atrioventricular (AV) node over time, from its formation to the mature structure. The AV node is part of the cardiac conduction system that controls the timing of ventricle contraction by receiving electrical signals from the sinoatrial (SA) node and relaying them to the His-Purkinje system."" [GOC:mtg_heart]"	8	100	3	21110	0.03	0.375	query_1	['GO:0003161', 'GO:0048738']	['NKX2-5', 'TBX5', 'GATA4']
1294	GO:BP	GO:1904179	positive regulation of adipose tissue development	0.0123422401090764	True	"""Any process that activates or increases the frequency, rate or extent of adipose tissue development."" [GO_REF:0000058, GOC:TermGenie, PMID:23081848]"	8	100	3	21110	0.03	0.375	query_1	['GO:0051094', 'GO:0051240', 'GO:0060612', 'GO:1904177']	['NCOA2', 'NR1H4', 'NCOA1']
1295	GO:BP	GO:0032868	response to insulin	0.0123796987623326	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	271	100	9	21110	0.09	0.033210332103321	query_1	['GO:0043434']	['AKT1', 'NCOA2', 'SP1', 'NR1H4', 'KAT2B', 'FOXO1', 'TWIST2', 'SMARCC1', 'NCOA1']
1296	TF	TF:M12722	Factor: ZXDL; motif: GSGSCNNGGGMRGCNCCGGGS	0.0124558720803905	True	Factor: ZXDL; motif: GSGSCNNGGGMRGCNCCGGGS	10824	100	76	20011	0.76	0.0070214338507021	query_1	['TF:M00000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'CREBBP', 'NKX2-5', 'CBFB', 'COPRS', 'FOXO3', 'NR1H2', 'NCOA2', 'HDAC1', 'FLI1', 'SMARCA4', 'ELK1', 'FOXG1', 'TBX5', 'SIN3A', 'RXRB', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'SMAD4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'SUMO2', 'GPS2', 'HDAC3', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'KAT2B', 'ESR1', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'TBL1XR1', 'SMAD3', 'TWIST2', 'PSAP', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR']
1297	GO:MF	GO:0051059	NF-kappaB binding	0.0125310186499655	True	"""Binding to NF-kappaB, a transcription factor for eukaryotic RNA polymerase II promoters."" [GOC:ai]"	32	100	4	20195	0.04	0.125	query_1	['GO:0061629']	['HDAC1', 'EP300', 'HDAC3', 'HDAC2']
1298	HP	HP:0001167	Abnormality of finger	0.0125637431032366	True	An anomaly of a finger.	1145	55	28	4851	0.509090909090909	0.0244541484716157	query_1	['HP:0001155', 'HP:0011297']	['SOX9', 'AKT1', 'CREBBP', 'NKX2-5', 'CTNNB1', 'FLI1', 'SMARCA4', 'SMARCA2', 'TBX5', 'SIN3A', 'MED12', 'MAF', 'SMAD2', 'SMARCB1', 'ASAH1', 'SMAD4', 'EP300', 'MECP2', 'RUNX2', 'SMARCC2', 'SKI', 'NR5A1', 'GATA4', 'TBL1XR1', 'SMAD3', 'TWIST2', 'KDM1A', 'ZFPM2']
1299	HPA	HPA:0540052	stomach 1; glandular cells[≥Medium]	0.0125760308565622	True	stomach 1; glandular cells[≥Medium]	6342	77	61	11006	0.7922077922077922	0.0096184169031851	query_1	['HPA:0540051']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
1300	WP	WP:WP4482	Vitamin D in inflammatory diseases	0.0125840862726792	True	Vitamin D in inflammatory diseases	22	89	4	8133	0.0449438202247191	0.1818181818181818	query_1	['WP:000000']	['RXRA', 'SMAD4', 'SMAD3', 'VDR']
1301	HP	HP:0002793	Abnormal pattern of respiration	0.0125854153793965	True	An anomaly of the rhythm or depth of breathing.	752	55	22	4851	0.4	0.0292553191489361	query_1	['HP:0002795']	['SOX9', 'RANBP2', 'TGIF1', 'CREBBP', 'NKX2-5', 'GBA1', 'CTNNB1', 'SIN3A', 'SMAD2', 'ASAH1', 'SMAD4', 'EP300', 'MECP2', 'RUNX2', 'SKI', 'GATA4', 'RARA', 'FOXH1', 'TBL1XR1', 'SMAD3', 'PSAP', 'ZFPM2']
1302	HP	HP:0045060	Aplasia/hypoplasia involving bones of the extremities	0.012630157860819	True	Aplasia/hypoplasia involving bones of the extremities	634	55	20	4851	0.3636363636363636	0.0315457413249211	query_1	['HP:0002813', 'HP:0009815']	['SOX9', 'CREBBP', 'FLI1', 'SMARCA4', 'SMARCA2', 'TBX5', 'SIN3A', 'MED12', 'SMARCB1', 'ASAH1', 'SMAD4', 'EP300', 'MECP2', 'RUNX2', 'SMARCC2', 'SKI', 'SRY', 'TBL1XR1', 'TWIST2', 'KDM1A']
1303	GO:BP	GO:0009855	determination of bilateral symmetry	0.0127377255763079	True	"""The establishment of an organism's body plan or part of an organism with respect to a single longitudinal plane. The pattern can either be symmetric, such that the halves are mirror images, or asymmetric where the pattern deviates from this symmetry."" [GOC:go_curators]"	145	100	7	21110	0.07	0.0482758620689655	query_1	['GO:0009799']	['NKX2-5', 'CTNNB1', 'SMAD2', 'GATA4', 'FOXH1', 'SMAD3', 'SRF']
1304	HP	HP:0000319	Smooth philtrum	0.0129874703463846	True	Flat skin surface, with no ridge formation in the central region of the upper lip between the nasal base and upper vermilion border.	160	55	10	4851	0.1818181818181818	0.0625	query_1	['HP:0000288']	['CREBBP', 'CTNNB1', 'FLI1', 'SMARCA2', 'FOXG1', 'SIN3A', 'MED12', 'MAF', 'EP300', 'TBL1XR1']
1305	TF	TF:M11529_1	Factor: E2F-2; motif: GCGCGCGCNCS; match class: 1	0.0130041638187652	True	Factor: E2F-2; motif: GCGCGCGCNCS; match class: 1	14826	100	92	20011	0.92	0.0062053149871846	query_1	['TF:M11529']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'CBFB', 'COPRS', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'GPR37L1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'SUMO2', 'GPS2', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'KAT2B', 'ESR1', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
1306	GO:BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.0130538006832574	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway."" [GOC:mah]"	95	100	6	21110	0.06	0.0631578947368421	query_1	['GO:0007179', 'GO:0017015', 'GO:0090101']	['HDAC1', 'SIN3A', 'SKI', 'TP53', 'HDAC2', 'SKIL']
1307	REAC	REAC:R-HSA-8951936	RUNX3 regulates p14-ARF	0.0131339366058254	True	RUNX3 regulates p14-ARF	8	92	3	10790	0.0326086956521739	0.375	query_1	['REAC:R-HSA-8878159']	['CBFB', 'RUNX1', 'EP300']
1308	GO:BP	GO:1902532	negative regulation of intracellular signal transduction	0.0132470843523097	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	517	100	12	21110	0.12	0.02321083172147	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']	['AKT1', 'GBA1', 'HDAC1', 'SMAD4', 'VGLL4', 'GPS2', 'NCOR1', 'HDAC3', 'NR1H4', 'ESR1', 'FOXO1', 'KDM1A']
1309	TF	TF:M09973_1	Factor: CPBP; motif: GNNRGGGHGGGGNNGGGRN; match class: 1	0.013262183011672	True	Factor: CPBP; motif: GNNRGGGHGGGGNNGGGRN; match class: 1	6802	100	56	20011	0.56	0.0082328726845045	query_1	['TF:M09973']	['REST', 'UBE2I', 'SOX9', 'RANBP2', 'TGIF1', 'WDR77', 'CREBBP', 'CBFB', 'COPRS', 'FOXO3', 'NR1H2', 'NCOA2', 'HDAC1', 'FLI1', 'SMARCA2', 'ELK1', 'FOXG1', 'SIN3A', 'RXRB', 'NR1H3', 'TEAD2', 'AR', 'SUMO1', 'SMAD2', 'SMAD9', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'SUMO2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'KAT2B', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'PDE8A', 'FOXH1', 'TBL1XR1', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2']
1310	KEGG	KEGG:04110	Cell cycle	0.0133064148026008	True	Cell cycle	157	81	8	8161	0.0987654320987654	0.0509554140127388	query_1	['KEGG:00000']	['CREBBP', 'HDAC1', 'SMAD2', 'SMAD4', 'EP300', 'TP53', 'SMAD3', 'HDAC2']
1311	GO:BP	GO:0009799	specification of symmetry	0.0133277662091345	True	"""The establishment of an organism's body plan or part of an organism such that a similar arrangement in form and relationship of parts around a common axis, or around each side of a plane is created."" [GOC:go_curators]"	146	100	7	21110	0.07	0.047945205479452	query_1	['GO:0007389']	['NKX2-5', 'CTNNB1', 'SMAD2', 'GATA4', 'FOXH1', 'SMAD3', 'SRF']
1312	GO:BP	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0133277662091345	True	"""Any process that decreases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	146	100	7	21110	0.07	0.047945205479452	query_1	['GO:0007178', 'GO:0009968', 'GO:0090092']	['HDAC1', 'SIN3A', 'SKI', 'TP53', 'HDAC2', 'SKIL', 'HIPK2']
