Branchio-oculo-facial syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
511	GO:BP	GO:0072131	kidney mesenchyme morphogenesis	0.0008020938966955	True	"""The process in which the anatomical structures of a kidney mesenchymal tissue are generated and organized. Kidney mesenchyme is the tissue made up of loosely connected mesenchymal cells in the kidney."" [GOC:mtg_kidney_jan10]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0072074', 'GO:0072132']	['MYC', 'SMAD4']
510	GO:BP	GO:0060769	positive regulation of epithelial cell proliferation involved in prostate gland development	0.0008020938966955	True	"""Any process that increases the rate, frequency or extent of epithelial cell proliferation that contributes to the progression of the prostate gland over time."" [GOC:dph]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0050679', 'GO:0051094', 'GO:0060767', 'GO:0060768', 'GO:2000243']	['CTNNB1', 'AR']
514	GO:BP	GO:0061458	reproductive system development	0.0008085089166448	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	100	9	15719	0.09	0.0301003344481605	query_1	['GO:0048731']	['CITED2', 'TFAP2C', 'CTNNB1', 'AR', 'KDM5B', 'SMAD4', 'ESR1', 'CDKN1B', 'CCND1']
515	GO:BP	GO:0009894	regulation of catabolic process	0.0008279894056292	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	971	100	17	15719	0.17	0.0175077239958805	query_1	['GO:0009056', 'GO:0019222']	['AKT1', 'CDK5', 'EHMT2', 'FOXO3', 'RBX1', 'RYBP', 'SMAD4', 'EP300', 'E2F1', 'CDKN2A', 'CDK2', 'FOXO1', 'KAT5', 'CDK4', 'CDKN1B', 'TP53', 'SMAD3']
91	GO:CC	GO:0005730	nucleolus	0.0008726423447438	True	"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]"	978	100	16	16420	0.16	0.016359918200409	query_1	['GO:0031981', 'GO:0043232']	['CTCF', 'MYC', 'CDK7', 'KCTD1', 'RBL2', 'SMARCA4', 'SIN3A', 'E2F5', 'CDKN1A', 'CCND2', 'SUZ12', 'CDKN2A', 'KAT5', 'SKP2', 'CDK4', 'TP53']
517	GO:BP	GO:0071732	cellular response to nitric oxide	0.0008741759395473	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus."" [GOC:mah, GOC:yaf]"	16	100	3	15719	0.03	0.1875	query_1	['GO:0071241', 'GO:0071731', 'GO:1901701', 'GO:1902170']	['CCNA2', 'CDK2', 'FOXO1']
516	GO:BP	GO:0090399	replicative senescence	0.0008741759395473	True	"""A cell aging process associated with the dismantling of a cell as a response to telomere shortening and/or cellular aging."" [GOC:BHF]"	16	100	3	15719	0.03	0.1875	query_1	['GO:0044237']	['CDKN1A', 'CDKN2A', 'TP53']
518	GO:BP	GO:1905269	positive regulation of chromatin organization	0.0008741759395473	True	"""Any process that activates or increases the frequency, rate or extent of chromatin organization."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:vw, PMID:654321]"	16	100	3	15719	0.03	0.1875	query_1	['GO:0006325', 'GO:1902275', 'GO:2001252']	['DNMT1', 'SIN3A', 'CDK2']
519	GO:BP	GO:0048593	camera-type eye morphogenesis	0.0008800813433945	True	"""The process in which the anatomical structures of the eye are generated and organized. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:jid, GOC:mtg_sensu]"	123	100	6	15719	0.06	0.048780487804878	query_1	['GO:0043010', 'GO:0048592']	['CITED2', 'RING1', 'CTNNB1', 'TFAP2A', 'YY1', 'TFAP2B']
183	REAC	REAC:R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	0.0008892700520713	True	Regulation of TP53 Activity through Phosphorylation	92	98	6	10022	0.0612244897959183	0.0652173913043478	query_1	['REAC:R-HSA-5633007']	['CDK5', 'CCNA1', 'CCNA2', 'CDK2', 'KAT5', 'TP53']
520	GO:BP	GO:0021543	pallium development	0.0008942399744332	True	"""The process whose specific outcome is the progression of the pallium over time, from its formation to the mature structure. The pallium is the roof region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	177	100	7	15719	0.07	0.03954802259887	query_1	['GO:0021537', 'GO:0048856']	['EZH2', 'CDK5', 'CTNNB1', 'HDAC1', 'FOXG1', 'KDM1A', 'CDK6']
521	GO:BP	GO:0043502	regulation of muscle adaptation	0.0009086168800627	True	"""Any process that modulates the frequency, rate or extent of muscle adaptation."" [GOC:go_curators, GOC:mtg_muscle]"	78	100	5	15719	0.05	0.0641025641025641	query_1	['GO:0043500', 'GO:0048583', 'GO:0090257']	['FOXO3', 'SMAD4', 'YY1', 'FOXO1', 'SMAD3']
523	GO:BP	GO:0048736	appendage development	0.0009207517249888	True	"""The process whose specific outcome is the progression of an appendage over time, from its formation to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [GOC:jid, GOC:rc]"	178	100	7	15719	0.07	0.0393258426966292	query_1	['GO:0007275', 'GO:0048856']	['CREBBP', 'CTNNB1', 'HDAC1', 'TFAP2A', 'SMAD4', 'TFAP2B', 'HDAC2']
522	GO:BP	GO:0060173	limb development	0.0009207517249888	True	"""The process whose specific outcome is the progression of a limb over time, from its formation to the mature structure. A limb is an appendage of an animal used for locomotion or grasping. Examples include legs, arms or some types of fin."" [GOC:dgh, GOC:dph, PMID:11487378]"	178	100	7	15719	0.07	0.0393258426966292	query_1	['GO:0048736']	['CREBBP', 'CTNNB1', 'HDAC1', 'TFAP2A', 'SMAD4', 'TFAP2B', 'HDAC2']
184	REAC	REAC:R-HSA-3214815	HDACs deacetylate histones	0.0009380756397693	True	HDACs deacetylate histones	93	98	6	10022	0.0612244897959183	0.064516129032258	query_1	['REAC:R-HSA-3247509']	['REST', 'HDAC1', 'RBBP4', 'RCOR1', 'HDAC2', 'KDM1A']
524	GO:BP	GO:0072091	regulation of stem cell proliferation	0.0009596424131801	True	"""Any process that modulates the frequency, rate or extent of stem cell proliferation. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:mtg_kidney_jan10]"	79	100	5	15719	0.05	0.0632911392405063	query_1	['GO:0042127', 'GO:0072089']	['CTNNB1', 'CCNE1', 'CDKN2C', 'TP53', 'KDM1A']
186	REAC	REAC:R-HSA-198323	AKT phosphorylates targets in the cytosol	0.000984207873441	True	AKT phosphorylates targets in the cytosol	14	98	3	10022	0.0306122448979591	0.2142857142857142	query_1	['REAC:R-HSA-1257604']	['AKT1', 'CDKN1A', 'CDKN1B']
185	REAC	REAC:R-HSA-1170546	Prolactin receptor signaling	0.000984207873441	True	Prolactin receptor signaling	14	98	3	10022	0.0306122448979591	0.2142857142857142	query_1	['REAC:R-HSA-1280215']	['RBX1', 'SKP1', 'CUL1']
525	GO:BP	GO:0000018	regulation of DNA recombination	0.0009930741797708	True	"""Any process that modulates the frequency, rate or extent of DNA recombination, a DNA metabolic process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents."" [GOC:go_curators, ISBN:0198506732]"	126	100	6	15719	0.06	0.0476190476190476	query_1	['GO:0006310', 'GO:0051052']	['TRRAP', 'RUVBL1', 'KAT5', 'YEATS4', 'KDM1A', 'EPC1']
526	GO:BP	GO:1901214	regulation of neuron death	0.0010123153698402	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	309	100	9	15719	0.09	0.029126213592233	query_1	['GO:0010941', 'GO:0070997']	['REST', 'AKT1', 'CDK5', 'FOXO3', 'CTNNB1', 'TFAP2A', 'TFAP2B', 'TP53', 'CCND1']
527	GO:BP	GO:1902692	regulation of neuroblast proliferation	0.0010259975830344	True	"""Any process that modulates the frequency, rate or extent of neuroblast proliferation."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:21168496]"	43	100	4	15719	0.04	0.0930232558139534	query_1	['GO:0007405', 'GO:2000177']	['CTNNB1', 'FOXG1', 'TP53', 'KDM1A']
528	GO:BP	GO:0009653	anatomical structure morphogenesis	0.0010312842296382	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2539	100	31	15719	0.31	0.0122095313115399	query_1	['GO:0032502', 'GO:0048856']	['CITED2', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CDK5', 'E2F4', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'FOXG1', 'SIN3A', 'AR', 'E2F2', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'YY1', 'SP1', 'PCGF2', 'ESR1', 'TFAP2B', 'FOXH1', 'RNF2', 'CUL1', 'TP53', 'SMAD3', 'HDAC2']
529	GO:BP	GO:0034504	protein localization to nucleus	0.0010312842296382	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	310	100	9	15719	0.09	0.0290322580645161	query_1	['GO:0033365']	['AKT1', 'CDK5', 'SIN3A', 'CDKN1A', 'SKP1', 'CDK1', 'CDKN2A', 'TP53', 'SMAD3']
530	GO:BP	GO:0071391	cellular response to estrogen stimulus	0.0010327243215858	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by an estrogen, C18 steroid hormones that can stimulate the development of female sexual characteristics."" [GOC:mah]"	17	100	3	15719	0.03	0.1764705882352941	query_1	['GO:0032870', 'GO:0043627']	['AR', 'SP1', 'ESR1']
531	GO:BP	GO:0007492	endoderm development	0.0010658646687734	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	81	100	5	15719	0.05	0.0617283950617283	query_1	['GO:0009888']	['CTNNB1', 'HDAC1', 'SMAD2', 'SMAD4', 'SMAD3']
532	GO:BP	GO:0051851	modulation by host of symbiont process	0.001127281465715	True	"""The process in which an organism effects a change in the structure or processes of a symbiont organism. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction."" [GOC:cc]"	82	100	5	15719	0.05	0.0609756097560975	query_1	['GO:0051702']	['REST', 'HDAC1', 'SMARCA4', 'EP300', 'SP1']
533	GO:BP	GO:0002244	hematopoietic progenitor cell differentiation	0.0011604739586575	True	"""The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells."" [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]"	130	100	6	15719	0.06	0.0461538461538461	query_1	['GO:0030097', 'GO:0030154']	['CITED2', 'REST', 'SIN3A', 'KAT5', 'TP53', 'CDK6']
187	REAC	REAC:R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	0.0011614447986327	True	Gap-filling DNA repair synthesis and ligation in TC-NER	63	98	5	10022	0.0510204081632653	0.0793650793650793	query_1	['REAC:R-HSA-6781827']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
189	REAC	REAC:R-HSA-9022699	MECP2 regulates neuronal receptors and channels	0.0012022619755993	True	MECP2 regulates neuronal receptors and channels	15	98	3	10022	0.0306122448979591	0.2	query_1	['REAC:R-HSA-8986944']	['HDAC1', 'SIN3A', 'HDAC2']
188	REAC	REAC:R-HSA-156711	Polo-like kinase mediated events	0.0012022619755993	True	Polo-like kinase mediated events	15	98	3	10022	0.0306122448979591	0.2	query_1	['REAC:R-HSA-69275']	['CCNB1', 'RBBP4', 'EP300']
534	GO:BP	GO:0042220	response to cocaine	0.0012106510967778	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cocaine stimulus. Cocaine is a crystalline alkaloid obtained from the leaves of the coca plant."" [GOC:ef, GOC:jl]"	45	100	4	15719	0.04	0.0888888888888888	query_1	['GO:0014070', 'GO:0043279', 'GO:1901700', 'GO:1902074']	['CDK5', 'EHMT2', 'CCNA2', 'HDAC2']
538	GO:BP	GO:0043586	tongue development	0.0012129943558525	True	"""The process whose specific outcome is the progression of the tongue over time, from its formation to the mature structure. The tongue is the movable, muscular organ on the floor of the mouth of most vertebrates, in many other mammals is the principal organ of taste, aids in the prehension of food, in swallowing, and in modifying the voice as in speech."" [GOC:jl, UBERON:0001723]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0007423']	['CTNNB1', 'HDAC1', 'HDAC2']
539	GO:BP	GO:0043923	positive regulation by host of viral transcription	0.0012129943558525	True	"""Any process in which a host organism activates or increases the frequency, rate or extent of viral transcription, the synthesis of either RNA on a template of DNA or DNA on a template of RNA."" [GOC:jl]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0019083', 'GO:0051851']	['SMARCA4', 'EP300', 'SP1']
537	GO:BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	0.0012129943558525	True	"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	187	100	7	15719	0.07	0.0374331550802139	query_1	['GO:0045860', 'GO:0071900']	['AKT1', 'EZH2', 'CCND2', 'MNAT1', 'CCND3', 'CDKN1B', 'CCND1']
536	GO:BP	GO:1902170	cellular response to reactive nitrogen species	0.0012129943558525	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive nitrogen species stimulus."" [GOC:sl, GOC:TermGenie, PMID:22504638]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:1901699']	['CCNA2', 'CDK2', 'FOXO1']
535	GO:BP	GO:0032200	telomere organization	0.0012129943558525	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	187	100	7	15719	0.07	0.0374331550802139	query_1	['GO:0051276']	['MYC', 'EZH2', 'CCNE2', 'CTNNB1', 'CCNE1', 'RUVBL1', 'YY1']
540	GO:BP	GO:0097305	response to alcohol	0.0012296772263417	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	100	8	15719	0.08	0.032	query_1	['GO:0010033', 'GO:1901700']	['AKT1', 'EHMT2', 'CTNNB1', 'SMAD2', 'CDK1', 'CDK4', 'HDAC2', 'CCND1']
190	REAC	REAC:R-HSA-6782135	Dual incision in TC-NER	0.0012305729205769	True	Dual incision in TC-NER	64	98	5	10022	0.0510204081632653	0.078125	query_1	['REAC:R-HSA-6781827']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
543	GO:BP	GO:0002088	lens development in camera-type eye	0.0012372075169687	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	100	5	15719	0.05	0.0595238095238095	query_1	['GO:0043010', 'GO:0048856']	['CITED2', 'CTNNB1', 'KDM5B', 'CDKN1B', 'SMAD3']
542	GO:BP	GO:0033077	T cell differentiation in thymus	0.0012372075169687	True	"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]"	84	100	5	15719	0.05	0.0595238095238095	query_1	['GO:0030217']	['BMI1', 'CTNNB1', 'CDKN2A', 'TP53', 'CDK6']
541	GO:BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.0012372075169687	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway."" [GOC:mah]"	84	100	5	15719	0.05	0.0595238095238095	query_1	['GO:0007179', 'GO:0017015', 'GO:0090101']	['HDAC1', 'RBBP4', 'SIN3A', 'TP53', 'HDAC2']
544	GO:BP	GO:0048585	negative regulation of response to stimulus	0.0013024220512322	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1532	100	22	15719	0.22	0.0143603133159268	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['BMI1', 'AKT1', 'MYC', 'EZH2', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'SMAD4', 'PCGF2', 'ESR1', 'FOXO1', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
92	GO:CC	GO:0005813	centrosome	0.001317340824857	True	"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]"	624	100	12	16420	0.12	0.0192307692307692	query_1	['GO:0005815']	['CCNB1', 'KCTD1', 'CCNE2', 'CTNNB1', 'CCNE1', 'SKP1', 'SMAD4', 'E2F1', 'CDK1', 'CDK2', 'TP53', 'CDK6']
