Cerebrotendinous xanthomatosis	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
461	GO:BP	GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	0.0045634554547167	True	"""Any process that modulates the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."" [GOC:dgh]"	29	98	3	15719	0.0306122448979591	0.1034482758620689	query_1	['GO:0009966', 'GO:0048010', 'GO:0090287']	['ITGB3', 'ITGA5', 'VTN']
465	GO:BP	GO:0002221	pattern recognition receptor signaling pathway	0.0045698683464307	True	"""The series of molecular signals initiated by a ligand binding to a pattern recognition receptor (PRR), and ending with the regulation of a downstream cellular process, e.g. transcription. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]"	174	98	6	15719	0.0612244897959183	0.0344827586206896	query_1	['GO:0002758']	['FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1']
466	GO:BP	GO:1903659	regulation of complement-dependent cytotoxicity	0.0046926132099257	True	"""Any process that modulates the frequency, rate or extent of complement-dependent cytotoxicity."" [GO_REF:0000058, GOC:TermGenie, PMID:24280217]"	7	98	2	15719	0.0204081632653061	0.2857142857142857	query_1	['GO:0031341', 'GO:0097278']	['CR1', 'CFH']
467	GO:BP	GO:0034756	regulation of iron ion transport	0.0046926132099257	True	"""Any process that modulates the frequency, rate or extent of the directed movement of iron ions (Fe) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	7	98	2	15719	0.0204081632653061	0.2857142857142857	query_1	['GO:0006826', 'GO:0010959']	['HFE', 'TF']
468	GO:BP	GO:0045578	negative regulation of B cell differentiation	0.0046926132099257	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of B cell differentiation."" [GOC:go_curators]"	7	98	2	15719	0.0204081632653061	0.2857142857142857	query_1	['GO:0030183', 'GO:0045577', 'GO:0045620', 'GO:0050869']	['CR1', 'INHA']
469	GO:BP	GO:0009620	response to fungus	0.0047674705973015	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."" [GOC:hb]"	67	98	4	15719	0.0408163265306122	0.0597014925373134	query_1	['GO:0051707']	['PTX3', 'ELANE', 'MPO', 'CTSG']
470	GO:BP	GO:0003013	circulatory system process	0.0049232400177471	True	"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]"	570	98	11	15719	0.1122448979591836	0.019298245614035	query_1	['GO:0003008']	['HBB', 'SRC', 'FGA', 'FLNA', 'TFRC', 'APOE', 'CRP', 'LRP1', 'FGB', 'FGG', 'CTSG']
471	GO:BP	GO:0045907	positive regulation of vasoconstriction	0.0049622994621855	True	"""Any process that activates or increases the frequency, rate or extent of vasoconstriction."" [GOC:go_curators]"	30	98	3	15719	0.0306122448979591	0.1	query_1	['GO:0019229', 'GO:0042310', 'GO:0051240']	['FGA', 'FGB', 'FGG']
472	GO:BP	GO:0050820	positive regulation of coagulation	0.0049622994621855	True	"""Any process that activates or increases the frequency, rate or extent of coagulation."" [GOC:ai]"	30	98	3	15719	0.0306122448979591	0.1	query_1	['GO:0050817', 'GO:0050818', 'GO:0051240']	['F12', 'F2', 'VTN']
473	GO:BP	GO:0052548	regulation of endopeptidase activity	0.0050963321379366	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	320	98	8	15719	0.0816326530612244	0.025	query_1	['GO:0052547']	['CR1', 'SRC', 'SERPINA3', 'SERPIND1', 'SERPINC1', 'SERPINA1', 'VTN', 'PLAUR']
474	GO:BP	GO:2000352	negative regulation of endothelial cell apoptotic process	0.0054462118831118	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	31	98	3	15719	0.0306122448979591	0.0967741935483871	query_1	['GO:0072577', 'GO:1904036', 'GO:2000351']	['FGA', 'FGB', 'FGG']
475	GO:BP	GO:0065009	regulation of molecular function	0.0054505611454721	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	98	28	15719	0.2857142857142857	0.0112903225806451	query_1	['GO:0065007']	['PTX3', 'ITGB1', 'APOC3', 'CR1', 'ITGAV', 'SRC', 'ITGB3', 'SERPINA3', 'ELANE', 'FLNA', 'TFRC', 'APOE', 'HFE', 'ITIH2', 'SERPIND1', 'APOA1', 'LRP1', 'F2', 'HP', 'APOA2', 'APOA4', 'SERPINC1', 'CFHR1', 'SERPINA1', 'VTN', 'APOC2', 'PLAUR', 'PTK2']
476	GO:BP	GO:0031349	positive regulation of defense response	0.0054624212250725	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	404	98	9	15719	0.0918367346938775	0.0222772277227722	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']	['C3', 'SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'HPX']
87	REAC	REAC:R-HSA-425410	Metal ion SLC transporters	0.0054928896444036	True	Metal ion SLC transporters	23	97	3	10022	0.0309278350515463	0.1304347826086956	query_1	['REAC:R-HSA-425366']	['HEPH', 'SLC40A1', 'CP']
88	REAC	REAC:R-HSA-1643685	Disease	0.0054928896444036	True	Disease	1723	97	29	10022	0.2989690721649484	0.0168311085316308	query_1	['REAC:0000000']	['MASP1', 'C3', 'F12', 'GP1BB', 'ITGB1', 'FN1', 'SRC', 'HEPH', 'FGA', 'ITGB3', 'VWF', 'GP1BA', 'GP9', 'F11', 'CFP', 'CYP27A1', 'ITGA2B', 'APOA1', 'F2', 'F9', 'GALNT12', 'FGB', 'FGG', 'CTSG', 'MBL2', 'SLC40A1', 'TLN1', 'PTK2', 'CP']
477	GO:BP	GO:0007165	signal transduction	0.0057563384863673	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	98	48	15719	0.4897959183673469	0.0091393754760091	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['RHOD', 'C3', 'GP1BB', 'ITGB1', 'APOC3', 'CR1', 'INHA', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'ELANE', 'GP1BA', 'FCN3', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA2B', 'ITGA5', 'HFE', 'COLEC10', 'INHBE', 'PRDX4', 'INHBC', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'FGB', 'FGG', 'CTSG', 'MBL2', 'VTN', 'FCN1', 'TLN1', 'PLAUR', 'PTK2', 'ITGB6', 'C5', 'HPX']
89	REAC	REAC:R-HSA-196854	Metabolism of vitamins and cofactors	0.0057975542660933	True	Metabolism of vitamins and cofactors	174	97	7	10022	0.0721649484536082	0.0402298850574712	query_1	['REAC:R-HSA-1430728']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
478	GO:BP	GO:0022408	negative regulation of cell-cell adhesion	0.0059308429730868	True	"""Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	184	98	6	15719	0.0612244897959183	0.0326086956521739	query_1	['GO:0007162', 'GO:0022407', 'GO:0098609']	['CR1', 'HFE', 'APOA1', 'FGG', 'CTSG', 'PTK2']
479	GO:BP	GO:0050901	leukocyte tethering or rolling	0.0059308429730868	True	"""Transient adhesive interactions between leukocytes and endothelial cells lining blood vessels. Carbohydrates on circulating leukocytes bind selectins on the vessel wall causing the leukocytes to slow down and roll along the inner surface of the vessel wall. During this rolling motion, transitory bonds are formed and broken between selectins and their ligands. Typically the first step in cellular extravasation (the movement of leukocytes out of the circulatory system, towards the site of tissue damage or infection)."" [GOC:bf, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538, Wikipedia:Leukocyte_extravasation]"	32	98	3	15719	0.0306122448979591	0.09375	query_1	['GO:0045123', 'GO:0061756']	['ITGB1', 'ELANE', 'GP1BA']
487	GO:BP	GO:0002176	male germ cell proliferation	0.0059765359368537	True	"""The multiplication or reproduction of male germ cells, resulting in the expansion of a cell population."" [GOC:hjd]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0036093']	['SRC', 'PRDX4']
480	GO:BP	GO:0007172	signal complex assembly	0.0059765359368537	True	"""The aggregation, arrangement and bonding together of a set of components to form a complex capable of relaying a signal within a cell."" [GOC:bf, GOC:signaling, PMID:9646862]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0009966', 'GO:0065003']	['SRC', 'PTK2']
481	GO:BP	GO:0060586	multicellular organismal-level iron ion homeostasis	0.0059765359368537	True	"""A chemical homeostatic process involved in the maintenance of a steady state level of iron within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [PMID:31431773]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0055080', 'GO:0098771', 'GO:0140962']	['HFE', 'SLC40A1']
482	GO:BP	GO:1900223	positive regulation of amyloid-beta clearance	0.0059765359368537	True	"""Any process that activates or increases the frequency, rate or extent of amyloid-beta clearance."" [GOC:BHF, GOC:TermGenie]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0051240', 'GO:0097242', 'GO:1900221']	['APOE', 'LRP1']
483	GO:BP	GO:0030099	myeloid cell differentiation	0.0059765359368537	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]"	410	98	9	15719	0.0918367346938775	0.0219512195121951	query_1	['GO:0030097', 'GO:0030154']	['GP1BB', 'INHA', 'SRC', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'TF', 'ITGB6']
484	GO:BP	GO:0051838	cytolysis by host of symbiont cells	0.0059765359368537	True	"""The killing by an organism of a cell in its symbiont organism by means of the rupture of cell membranes and the loss of cytoplasm. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction."" [GOC:add]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0051873']	['F2', 'CFHR1']
485	GO:BP	GO:2000586	regulation of platelet-derived growth factor receptor-beta signaling pathway	0.0059765359368537	True	"""Any process that modulates the frequency, rate or extent of platelet-derived growth factor receptor-beta signaling pathway."" [GOC:obol]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0010640', 'GO:0035791']	['SRC', 'LRP1']
486	GO:BP	GO:0001568	blood vessel development	0.0059765359368537	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	98	12	15719	0.1224489795918367	0.0176730486008836	query_1	['GO:0001944', 'GO:0048856']	['C3', 'ITGB1', 'ITGAV', 'FN1', 'ITGB3', 'FLNA', 'APOE', 'ITGA2B', 'ITGA5', 'LRP1', 'PTK2', 'C5']
488	GO:BP	GO:1901388	regulation of transforming growth factor beta activation	0.0059765359368537	True	"""Any process that modulates the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0010646', 'GO:0023051', 'GO:0036363', 'GO:0071634']	['ITGAV', 'ITGB6']
489	GO:BP	GO:0014909	smooth muscle cell migration	0.0063112904288792	True	"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]"	73	98	4	15719	0.0408163265306122	0.0547945205479452	query_1	['GO:0014812']	['SRC', 'ITGB3', 'LRP1', 'VTN']
490	GO:BP	GO:0008219	cell death	0.0063621952741863	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2011	98	24	15719	0.2448979591836734	0.0119343610144206	query_1	['GO:0009987']	['ITGB1', 'ITGAV', 'HBB', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'HBD', 'ELANE', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA5', 'LRP1', 'HP', 'FGB', 'FGG', 'MPO', 'SLC40A1', 'PLAUR', 'PTK2', 'ALB', 'HPR']
491	GO:BP	GO:1902531	regulation of intracellular signal transduction	0.0063903301745934	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1654	98	21	15719	0.2142857142857142	0.0126964933494558	query_1	['GO:0009966', 'GO:0035556']	['RHOD', 'ITGB1', 'APOC3', 'ITGAV', 'FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'ELANE', 'FLNA', 'TFRC', 'APOE', 'APOA1', 'LRP1', 'F2', 'FGB', 'FGG', 'PLAUR', 'PTK2']
492	GO:BP	GO:0002764	immune response-regulating signaling pathway	0.0063903301745934	True	"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	415	98	9	15719	0.0918367346938775	0.0216867469879518	query_1	['GO:0007165', 'GO:0050776']	['CR1', 'SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'PTK2']
493	GO:BP	GO:0006935	chemotaxis	0.006470804721298	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	593	98	11	15719	0.1122448979591836	0.0185497470489038	query_1	['GO:0042221', 'GO:0042330']	['ITGAV', 'ITGB3', 'ELANE', 'COLEC10', 'ROBO3', 'SERPIND1', 'APOA1', 'CTSG', 'PLAUR', 'PTK2', 'C5']
494	GO:BP	GO:0016477	cell migration	0.006541957126079	True	"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	1427	98	19	15719	0.1938775510204081	0.0133146461107217	query_1	['GO:0048870']	['RHOD', 'ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'ELANE', 'GP1BA', 'FLNA', 'APOE', 'ITGA5', 'APOA1', 'LRP1', 'CTSG', 'VTN', 'PTK2', 'ITGB6', 'C5']
495	GO:BP	GO:0090276	regulation of peptide hormone secretion	0.0065900839793664	True	"""Any process that modulates the rate, frequency, or extent of the regulated release of a peptide hormone from secretory granules."" [GOC:tb]"	189	98	6	15719	0.0612244897959183	0.0317460317460317	query_1	['GO:0002791', 'GO:0030072', 'GO:0046883']	['FGA', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
496	GO:BP	GO:0042330	taxis	0.0066084233099977	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	595	98	11	15719	0.1122448979591836	0.0184873949579831	query_1	['GO:0009605', 'GO:0040011']	['ITGAV', 'ITGB3', 'ELANE', 'COLEC10', 'ROBO3', 'SERPIND1', 'APOA1', 'CTSG', 'PLAUR', 'PTK2', 'C5']
497	GO:BP	GO:0090077	foam cell differentiation	0.006781668272446	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	34	98	3	15719	0.0306122448979591	0.088235294117647	query_1	['GO:0030154']	['ITGAV', 'ITGB3', 'CRP']
498	GO:BP	GO:0044319	wound healing, spreading of cells	0.006781668272446	True	"""The migration of a cell along or through a wound gap that contributes to the reestablishment of a continuous surface."" [GOC:jl]"	34	98	3	15719	0.0306122448979591	0.088235294117647	query_1	['GO:0016477', 'GO:0090505']	['ITGB1', 'FLNA', 'ITGA5']
499	GO:BP	GO:0090505	epiboly involved in wound healing	0.006781668272446	True	"""The expansion of one cell sheet over other cells involved in wound healing."" [GOC:dph, GOC:tb]"	34	98	3	15719	0.0306122448979591	0.088235294117647	query_1	['GO:0042060', 'GO:0090504']	['ITGB1', 'FLNA', 'ITGA5']
