KID syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
598	GO:BP	GO:0002366	leukocyte activation involved in immune response	9.647618576938316e-05	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	285	101	10	15719	0.099009900990099	0.0350877192982456	query_1	['GO:0002263', 'GO:0045321']	['PLCG2', 'TFRC', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'PTK2B', 'CD81', 'CD19', 'CBL']
599	GO:BP	GO:0090287	regulation of cellular response to growth factor stimulus	9.647618576938316e-05	True	"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]"	285	101	10	15719	0.099009900990099	0.0350877192982456	query_1	['GO:0048583', 'GO:0071363']	['PIK3CB', 'VEGFB', 'ITGB3', 'TGFB3', 'CTNNB1', 'ITGA5', 'KDR', 'VEGFA', 'VTN', 'NRP1']
600	GO:BP	GO:0030195	negative regulation of blood coagulation	9.860355163638122e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]"	49	101	5	15719	0.0495049504950495	0.1020408163265306	query_1	['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']	['FGA', 'FGB', 'FGG', 'VTN', 'PDGFRA']
601	GO:BP	GO:0050982	detection of mechanical stimulus	9.860355163638122e-05	True	"""The series of events by which a mechanical stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos]"	49	101	5	15719	0.0495049504950495	0.1020408163265306	query_1	['GO:0009581', 'GO:0009582', 'GO:0009612']	['CTNNB1', 'FYN', 'CXCL12', 'CXCR4', 'PTK2']
602	GO:BP	GO:0036119	response to platelet-derived growth factor	0.000100730425836	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	24	101	4	15719	0.0396039603960396	0.1666666666666666	query_1	['GO:0070848']	['SRC', 'ITGB3', 'FYN', 'CBL']
603	GO:BP	GO:0051282	regulation of sequestering of calcium ion	0.0001023533898488	True	"""Any process that modulates the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	125	101	7	15719	0.0693069306930693	0.056	query_1	['GO:0032879', 'GO:0050794', 'GO:0051208']	['ITGB3', 'PLCG2', 'LYN', 'PLCG1', 'PTK2B', 'LCK', 'CD19']
164	REAC	REAC:R-HSA-9012999	RHO GTPase cycle	0.00010556245612	True	RHO GTPase cycle	441	100	15	10022	0.15	0.0340136054421768	query_1	['REAC:R-HSA-194315']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'PIK3R2', 'SRC', 'PIK3R1', 'TFRC', 'SOS1', 'ZAP70', 'PIK3CA', 'VAV1', 'PTK2B', 'PIK3R3', 'LCK', 'PLXNA1']
604	GO:BP	GO:0003013	circulatory system process	0.0001057642840202	True	"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]"	570	101	14	15719	0.1386138613861386	0.0245614035087719	query_1	['GO:0003008']	['ADRA1A', 'VEGFB', 'SRC', 'FGA', 'TFRC', 'FYN', 'CXCL12', 'CXCR4', 'PIK3CA', 'FGB', 'FGG', 'VEGFA', 'SH3GL2', 'ABCC1']
605	GO:BP	GO:0009968	negative regulation of signal transduction	0.0001073928168855	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1184	101	21	15719	0.2079207920792079	0.0177364864864864	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ADRA1A', 'ITGAV', 'PIK3R2', 'SRC', 'FGA', 'TGFB3', 'HGF', 'CTNNB1', 'CXCL12', 'LYN', 'EGFR', 'APOA1', 'FGB', 'FGG', 'NRP1', 'CBL', 'ACKR3']
606	GO:BP	GO:0002263	cell activation involved in immune response	0.0001073928168855	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	289	101	10	15719	0.099009900990099	0.0346020761245674	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['PLCG2', 'TFRC', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'PTK2B', 'CD81', 'CD19', 'CBL']
607	GO:BP	GO:0006661	phosphatidylinositol biosynthetic process	0.0001073928168855	True	"""The chemical reactions and pathways resulting in the formation of phosphatidylinositol, any glycophospholipid in which the sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."" [ISBN:0198506732]"	126	101	7	15719	0.0693069306930693	0.0555555555555555	query_1	['GO:0046474', 'GO:0046488']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
608	GO:BP	GO:1900047	negative regulation of hemostasis	0.0001077511637534	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	50	101	5	15719	0.0495049504950495	0.1	query_1	['GO:0007599', 'GO:0048519', 'GO:1900046']	['FGA', 'FGB', 'FGG', 'VTN', 'PDGFRA']
165	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.0001104699123103	True	Signaling by TGF-beta Receptor Complex	90	100	7	10022	0.07	0.0777777777777777	query_1	['REAC:R-HSA-9006936']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGB6', 'CBL']
609	GO:BP	GO:0002274	myeloid leukocyte activation	0.0001138953157465	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	231	101	9	15719	0.0891089108910891	0.0389610389610389	query_1	['GO:0045321']	['FN1', 'PLCG2', 'PIK3CD', 'LAT', 'LYN', 'LCP2', 'SYK', 'ITGB6', 'CBL']
166	REAC	REAC:R-HSA-2168880	Scavenging of heme from plasma	0.0001169949930966	True	Scavenging of heme from plasma	19	100	4	10022	0.04	0.2105263157894736	query_1	['REAC:R-HSA-2173782']	['APOA1', 'ALB', 'HPX', 'HPR']
610	GO:BP	GO:0048011	neurotrophin TRK receptor signaling pathway	0.0001171891018096	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:ceb, GOC:jc, GOC:signaling, PMID:12065629, Wikipedia:Trk_receptor]"	25	101	4	15719	0.0396039603960396	0.16	query_1	['GO:0007169', 'GO:0038179']	['BCAR1', 'SRC', 'SOS1', 'PTPN11']
611	GO:BP	GO:0033622	integrin activation	0.0001171891018096	True	"""The aggregation, arrangement and bonding together of an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits, that lead to the increased affinity of the integrin for its extracellular ligands."" [GOC:add, PMID:12213832, PMID:14754902]"	25	101	4	15719	0.0396039603960396	0.16	query_1	['GO:0065003']	['FN1', 'SRC', 'CXCL12', 'TLN1']
612	GO:BP	GO:0021854	hypothalamus development	0.0001171891018096	True	"""The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	25	101	4	15719	0.0396039603960396	0.16	query_1	['GO:0021536', 'GO:0021761', 'GO:0048856']	['CTNNB1', 'NRP2', 'NRP1', 'PLXNA1']
613	GO:BP	GO:1905475	regulation of protein localization to membrane	0.0001171891018096	True	"""Any process that modulates the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	177	101	8	15719	0.0792079207920792	0.0451977401129943	query_1	['GO:0032880', 'GO:0072657']	['ITGB1', 'PIK3R2', 'PIK3R1', 'FYN', 'EGFR', 'ERBB2', 'CRKL', 'CD81']
614	GO:BP	GO:0002042	cell migration involved in sprouting angiogenesis	0.0001176980953798	True	"""The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis."" [PMID:16391003]"	51	101	5	15719	0.0495049504950495	0.0980392156862745	query_1	['GO:0002040', 'GO:0043534']	['ITGB1', 'KDR', 'VEGFA', 'PIK3R3', 'NRP1']
167	REAC	REAC:R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	0.0001182244332207	True	Erythropoietin activates Phospholipase C gamma (PLCG)	7	100	3	10022	0.03	0.4285714285714285	query_1	['REAC:R-HSA-9006335']	['PLCG2', 'LYN', 'PLCG1']
168	REAC	REAC:R-HSA-5654738	Signaling by FGFR2	0.0001190901106782	True	Signaling by FGFR2	62	100	6	10022	0.06	0.0967741935483871	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1', 'CBL', 'PTPN11']
615	GO:BP	GO:0014812	muscle cell migration	0.0001197634701249	True	"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]"	86	101	6	15719	0.0594059405940594	0.0697674418604651	query_1	['GO:0016477']	['SRC', 'ITGB3', 'CRK', 'VTN', 'NRP1', 'PLXNA1']
616	GO:BP	GO:0060191	regulation of lipase activity	0.0001197634701249	True	"""Any process that modulates the frequency, rate or extent of lipase activity, the hydrolysis of a lipid or phospholipid."" [GOC:dph, GOC:tb]"	86	101	6	15719	0.0594059405940594	0.0697674418604651	query_1	['GO:0051336']	['ADRA1A', 'ITK', 'EGFR', 'APOA1', 'PDGFRA', 'FLT1']
617	GO:BP	GO:0050777	negative regulation of immune response	0.0001211517972764	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	178	101	8	15719	0.0792079207920792	0.0449438202247191	query_1	['GO:0002683', 'GO:0006955', 'GO:0048585', 'GO:0050776']	['SRC', 'CRK', 'HFE', 'FYN', 'LYN', 'SYK', 'PLCG1', 'CR2']
618	GO:BP	GO:0010038	response to metal ion	0.0001216988828672	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:sm]"	359	101	11	15719	0.1089108910891089	0.0306406685236768	query_1	['GO:0010035']	['FGA', 'PLCG2', 'TFRC', 'HFE', 'EGFR', 'TF', 'TFR2', 'FGB', 'FGG', 'PTK2B', 'VCAM1']
619	GO:BP	GO:0051208	sequestering of calcium ion	0.0001223957047568	True	"""The process of binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	129	101	7	15719	0.0693069306930693	0.0542635658914728	query_1	['GO:0006874', 'GO:0051651']	['ITGB3', 'PLCG2', 'LYN', 'PLCG1', 'PTK2B', 'LCK', 'CD19']
67	GO:CC	GO:0030141	secretory granule	0.0001239493960182	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	867	102	17	16420	0.1666666666666666	0.0196078431372549	query_1	['GO:0012505', 'GO:0099503']	['C3', 'VEGFB', 'FN1', 'ITGAV', 'FGA', 'ITGB3', 'TGFB3', 'HGF', 'ITGA2B', 'APOA1', 'TF', 'FGB', 'VCL', 'FGG', 'VEGFA', 'SERPINA1', 'ALB']
621	GO:BP	GO:0042129	regulation of T cell proliferation	0.0001253428733281	True	"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]"	179	101	8	15719	0.0792079207920792	0.0446927374301676	query_1	['GO:0042098', 'GO:0050670', 'GO:0050863']	['TFRC', 'CTNNB1', 'SOS1', 'ZAP70', 'SYK', 'ERBB2', 'CD81', 'VCAM1']
620	GO:BP	GO:0048608	reproductive structure development	0.0001253428733281	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	101	10	15719	0.099009900990099	0.0338983050847457	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['C3', 'SRC', 'CTNNB1', 'TNC', 'KDR', 'VEGFA', 'CRKL', 'CBL', 'PTPN11', 'PDGFRA']
622	GO:BP	GO:0043303	mast cell degranulation	0.0001276573587074	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell."" [ISBN:0781735149]"	52	101	5	15719	0.0495049504950495	0.0961538461538461	query_1	['GO:0002279', 'GO:0002448', 'GO:0032418', 'GO:0043299', 'GO:0051656']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
624	GO:BP	GO:0050819	negative regulation of coagulation	0.0001276573587074	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."" [GOC:ai]"	52	101	5	15719	0.0495049504950495	0.0961538461538461	query_1	['GO:0050817', 'GO:0050818', 'GO:0051241']	['FGA', 'FGB', 'FGG', 'VTN', 'PDGFRA']
623	GO:BP	GO:0046887	positive regulation of hormone secretion	0.0001276573587074	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	130	101	7	15719	0.0693069306930693	0.0538461538461538	query_1	['GO:0010647', 'GO:0023056', 'GO:0046879', 'GO:0046883', 'GO:1903532']	['SPP1', 'FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
171	REAC	REAC:R-HSA-9664422	FCGR3A-mediated phagocytosis	0.0001282950298488	True	FCGR3A-mediated phagocytosis	63	100	6	10022	0.06	0.0952380952380952	query_1	['REAC:R-HSA-9664417']	['CRK', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
170	REAC	REAC:R-HSA-9664417	Leishmania phagocytosis	0.0001282950298488	True	Leishmania phagocytosis	63	100	6	10022	0.06	0.0952380952380952	query_1	['REAC:R-HSA-9664407']	['CRK', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
169	REAC	REAC:R-HSA-9664407	Parasite infection	0.0001282950298488	True	Parasite infection	63	100	6	10022	0.06	0.0952380952380952	query_1	['REAC:R-HSA-9658195']	['CRK', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
625	GO:BP	GO:1902903	regulation of supramolecular fiber organization	0.0001299637289473	True	"""Any process that modulates the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	362	101	11	15719	0.1089108910891089	0.0303867403314917	query_1	['GO:0051128', 'GO:0097435']	['MET', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PXN', 'CXCL12', 'GRB2', 'APOA1', 'PIK3CA', 'PTK2B', 'NRP1']
627	GO:BP	GO:0050670	regulation of lymphocyte proliferation	0.0001310920493515	True	"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]"	236	101	9	15719	0.0891089108910891	0.0381355932203389	query_1	['GO:0032944', 'GO:0046651', 'GO:0051249']	['TFRC', 'CTNNB1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'CD81', 'VCAM1']
626	GO:BP	GO:0045017	glycerolipid biosynthetic process	0.0001310920493515	True	"""The chemical reactions and pathways resulting in the formation of glycerolipids, any lipid with a glycerol backbone."" [GOC:ai]"	236	101	9	15719	0.0891089108910891	0.0381355932203389	query_1	['GO:0008610', 'GO:0044249', 'GO:0046486']	['C3', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'APOA1', 'PIK3CA', 'PIK3R3']
628	GO:BP	GO:0035635	entry of bacterium into host cell	0.0001311864300415	True	"""The process in which a bacterium enters a host cell. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:bf, PMID:21187937]"	9	101	3	15719	0.0297029702970297	0.3333333333333333	query_1	['GO:0044409']	['ITGAV', 'SRC', 'CBL']
629	GO:BP	GO:0071281	cellular response to iron ion	0.0001311864300415	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus."" [GOC:mah]"	9	101	3	15719	0.0297029702970297	0.3333333333333333	query_1	['GO:0010039', 'GO:0071248']	['HFE', 'TF', 'TFR2']
172	REAC	REAC:R-HSA-388396	GPCR downstream signalling	0.0001318893814307	True	GPCR downstream signalling	564	100	17	10022	0.17	0.0301418439716312	query_1	['REAC:R-HSA-372790']	['C3', 'ITGB1', 'ADRA1A', 'PLXNB1', 'FN1', 'PIK3R2', 'SRC', 'PIK3R1', 'SOS1', 'ITGA5', 'CXCL12', 'CXCR4', 'EGFR', 'PIK3CA', 'VAV1', 'PIK3R3', 'ACKR3']
631	GO:BP	GO:0150146	cell junction disassembly	0.0001334671079642	True	"""The disaggregation of a cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	26	101	4	15719	0.0396039603960396	0.1538461538461538	query_1	['GO:0022411', 'GO:0034330']	['C3', 'ITGB1', 'TGFB3', 'PIK3R1']
630	GO:BP	GO:0031099	regeneration	0.0001334671079642	True	"""The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."" [GOC:mah, GOC:pr]"	181	101	8	15719	0.0792079207920792	0.0441988950276243	query_1	['GO:0048856']	['SPP1', 'HGF', 'CXCL12', 'TNC', 'CERS2', 'VTN', 'CD81', 'PGF']
633	GO:BP	GO:0060396	growth hormone receptor signaling pathway	0.0001334671079642	True	"""The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."" [GOC:BHF, GOC:dph, PMID:11445442]"	26	101	4	15719	0.0396039603960396	0.1538461538461538	query_1	['GO:0007169', 'GO:0071378']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
632	GO:BP	GO:0071378	cellular response to growth hormone stimulus	0.0001334671079642	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."" [GOC:mah]"	26	101	4	15719	0.0396039603960396	0.1538461538461538	query_1	['GO:0060416', 'GO:0071375']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
634	GO:BP	GO:0006826	iron ion transport	0.000137414257002	True	"""The directed movement of iron (Fe) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	53	101	5	15719	0.0495049504950495	0.0943396226415094	query_1	['GO:0000041']	['TFRC', 'HFE', 'TF', 'TFR2', 'HPX']
635	GO:BP	GO:0010518	positive regulation of phospholipase activity	0.000137414257002	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	101	5	15719	0.0495049504950495	0.0943396226415094	query_1	['GO:0010517', 'GO:0060193']	['ADRA1A', 'ITK', 'EGFR', 'PDGFRA', 'FLT1']
