Ataxia-telangiectasia	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
523	REAC	REAC:R-HSA-9605308	Diseases of Base Excision Repair	0.0006295571403252	True	Diseases of Base Excision Repair	4	100	2	17376	0.02	0.5	query_1	['REAC:R-HSA-9675135']	['OGG1', 'NEIL1']
524	GO:CC	GO:0016035	zeta DNA polymerase complex	0.0006346342140375	True	"""A heterodimeric DNA polymerase complex that catalyzes error-prone DNA synthesis in contexts such as translesion synthesis and double-stranded break repair. First characterized in Saccharomyces, in which the subunits are Rev3p and Rev7p; a third protein, Rev1p, is often associated with the polymerase dimer."" [PMID:16631579, PMID:16971464]"	4	100	2	17376	0.02	0.5	query_1	['GO:0042575']	['POLD3', 'POLD2']
525	GO:CC	GO:0031436	BRCA1-BARD1 complex	0.0006346342140375	True	"""A heterodimeric complex comprising BRCA1 and BARD1, which possesses ubiquitin ligase activity and is involved in genome maintenance, possibly by functioning in surveillance for DNA damage."" [PMID:12787778]"	4	100	2	17376	0.02	0.5	query_1	['GO:0000152']	['BRCA1', 'BARD1']
526	GO:CC	GO:0008623	CHRAC	0.0006346342140375	True	"""An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2H in mammals, Isw2 in S. cerevisiae), an ACF1 homolog, and additional small histone fold subunits (generally two of these, but Xenopus has only one and some additional non-conserved subunits). CHRAC plays roles in the regulation of RNA polymerase II transcription and in DNA replication and repair."" [GOC:bf, GOC:krc, PMID:15284901, PMID:16568949, PMID:21810179, PMID:9252192]"	4	100	2	17376	0.02	0.5	query_1	['GO:0031010']	['POLE3', 'CHRAC1']
527	REAC	REAC:R-HSA-597592	Post-translational protein modification	0.000635263728162	True	Post-translational protein modification	1338	100	19	17376	0.19	0.0142002989536621	query_1	['REAC:R-HSA-392499']	['TP53BP1', 'RAD52', 'HLTF', 'WDR48', 'WDR20', 'MDC1', 'PCNA', 'USP12', 'AR', 'PARP1', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'PRKDC', 'POLB', 'BARD1', 'WRN', 'TP53']
528	GO:BP	GO:0002714	positive regulation of B cell mediated immunity	0.0006633451684883	True	"""Any process that activates or increases the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	41	100	4	17376	0.04	0.0975609756097561	query_1	['GO:0002708', 'GO:0002712', 'GO:0002824', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
529	GO:BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	0.0006633451684883	True	"""Any process that activates or increases the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	41	100	4	17376	0.04	0.0975609756097561	query_1	['GO:0002714', 'GO:0002889', 'GO:0016064']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
530	GO:BP	GO:0003006	developmental process involved in reproduction	0.0006811203604772	True	"""A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."" [GOC:dph, GOC:isa_complete]"	943	100	16	17376	0.16	0.016967126193001	query_1	['GO:0022414', 'GO:0032502']	['BRIP1', 'AKT1', 'MSH2', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'PARP1', 'ERCC1', 'ATM', 'PRKDC', 'KAT5', 'RAD51C', 'RNF8', 'MSH6']
531	GO:BP	GO:0016570	histone modification	0.0006904114984019	True	"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	477	100	11	17376	0.11	0.0230607966457023	query_1	['GO:0036211']	['PAXIP1', 'BRCA2', 'POLE3', 'RAD51', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'TP53', 'KDM1A', 'RNF8']
532	GO:BP	GO:0007281	germ cell development	0.0006904114984019	True	"""The process whose specific outcome is the progression of an immature germ cell over time, from its formation to the mature structure (gamete). A germ cell is any reproductive cell in a multicellular organism."" [GOC:go_curators]"	319	100	9	17376	0.09	0.0282131661442006	query_1	['GO:0003006', 'GO:0007276', 'GO:0022412', 'GO:0048468']	['BRIP1', 'AKT1', 'MSH2', 'MLH1', 'BRCA2', 'ERCC1', 'ATM', 'KAT5', 'RNF8']
533	REAC	REAC:R-HSA-5688426	Deubiquitination	0.0007082184532473	True	Deubiquitination	282	100	8	17376	0.08	0.0283687943262411	query_1	['REAC:R-HSA-597592']	['WDR48', 'WDR20', 'USP12', 'AR', 'BRCA1', 'POLB', 'BARD1', 'TP53']
534	GO:BP	GO:0097694	establishment of RNA localization to telomere	0.0007109942141147	True	"""The directed movement of RNA to a specific location in the telomeric region of a chromosome."" [GOC:BHF, GOC:BHF_telomere, GOC:rph, PMID:26586433]"	3	100	2	17376	0.02	0.6666666666666666	query_1	['GO:0051236']	['ATR', 'ATM']
535	GO:BP	GO:0097305	response to alcohol	0.0007109942141147	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	100	8	17376	0.08	0.032	query_1	['GO:0010033', 'GO:1901700']	['AKT1', 'OGG1', 'PARP1', 'BLM', 'RAD51', 'USP46', 'BRCA1', 'POLB']
536	GO:BP	GO:0097695	establishment of protein-containing complex localization to telomere	0.0007109942141147	True	"""The directed movement of a protein-containing macromolecular complex to a specific location in the telomeric region of a chromosome."" [GOC:BHF, GOC:BHF_telomere, GOC:rph, PMID:26586433]"	3	100	2	17376	0.02	0.6666666666666666	query_1	['GO:0031503', 'GO:0051234', 'GO:0070727']	['ATR', 'ATM']
537	GO:BP	GO:1903516	regulation of single strand break repair	0.0007109942141147	True	"""Any process that modulates the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"	3	100	2	17376	0.02	0.6666666666666666	query_1	['GO:0000012', 'GO:0006282']	['PARP1', 'XRCC1']
538	GO:BP	GO:0034462	small-subunit processome assembly	0.0007109942141147	True	"""The aggregation, arrangement and bonding together of proteins and RNA molecules to form a small-subunit processome."" [GOC:mah]"	3	100	2	17376	0.02	0.6666666666666666	query_1	['GO:0000028', 'GO:0022618']	['XRCC5', 'PRKDC']
539	GO:BP	GO:0072520	seminiferous tubule development	0.0007109942141147	True	"""The reproductive developmental process whose specific outcome is the progression of the seminiferous tubule over time, from its formation to the mature structure. Seminiferous tubules are ducts located in the testicles, and are the specific location of meiosis, and the subsequent creation of gametes, namely spermatozoa."" [GOC:BHF, GOC:mah, UBERON:0001343]"	16	100	3	17376	0.03	0.1875	query_1	['GO:0008584', 'GO:0035295', 'GO:0048608']	['BRIP1', 'WDR48', 'AR']
540	GO:BP	GO:0090068	positive regulation of cell cycle process	0.0007109942141147	True	"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	250	100	8	17376	0.08	0.032	query_1	['GO:0010564', 'GO:0022402', 'GO:0045787']	['AKT1', 'RAD51AP1', 'FEN1', 'APEX1', 'KAT5', 'XRCC3', 'RAD51C', 'RAD51B']
541	GO:BP	GO:0012501	programmed cell death	0.000725980446141	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1849	100	24	17376	0.24	0.0129799891833423	query_1	['GO:0008219']	['AKT1', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'OGG1', 'BRCA2', 'PHLPP1', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLB', 'BARD1', 'TP53', 'KDM1A', 'PALB2', 'MSH6']
542	GO:BP	GO:1902807	negative regulation of cell cycle G1/S phase transition	0.000743256738683	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	81	100	5	17376	0.05	0.0617283950617283	query_1	['GO:0044843', 'GO:1901988', 'GO:1902806']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
543	GO:BP	GO:0006513	protein monoubiquitination	0.000743256738683	True	"""Addition of a single ubiquitin group to a protein."" [GOC:ai]"	81	100	5	17376	0.05	0.0617283950617283	query_1	['GO:0016567']	['WDR48', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
544	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.0007634449312233	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1856	100	24	17376	0.24	0.0129310344827586	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'PNKP', 'KDM1A']
545	GO:BP	GO:0051865	protein autoubiquitination	0.0007833424151647	True	"""The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink."" [GOC:ai]"	82	100	5	17376	0.05	0.0609756097560975	query_1	['GO:0016567']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
546	GO:BP	GO:1902806	regulation of cell cycle G1/S phase transition	0.0007834166719198	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	189	100	7	17376	0.07	0.037037037037037	query_1	['GO:0044843', 'GO:1901987']	['AKT1', 'RPA2', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53']
547	GO:CC	GO:0005815	microtubule organizing center	0.0008008364490511	True	"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]"	821	100	14	17376	0.14	0.0170523751522533	query_1	['GO:0015630', 'GO:0110165']	['AKT1', 'RAD51D', 'H2AX', 'BRCA2', 'PCNA', 'ATM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'XRCC2', 'WRN', 'TP53', 'NEIL1']
548	GO:BP	GO:0048522	positive regulation of cellular process	0.0008315622044745	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5221	100	48	17376	0.48	0.00919364106493	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['RBBP8', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'XRCC2', 'KAT5', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'TP53', 'PNKP', 'RAD51B', 'KDM1A', 'RNF8']
549	GO:BP	GO:0062197	cellular response to chemical stress	0.000852320296871	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	100	9	17376	0.09	0.0272727272727272	query_1	['GO:0033554', 'GO:0070887']	['AKT1', 'RAD52', 'PCNA', 'PARP1', 'XRCC5', 'FANCD2', 'ATM', 'APEX1', 'TP53']
550	GO:BP	GO:0045787	positive regulation of cell cycle	0.0009099214886804	True	"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]"	333	100	9	17376	0.09	0.027027027027027	query_1	['GO:0007049', 'GO:0048522', 'GO:0051726']	['AKT1', 'RAD51AP1', 'FEN1', 'BRCA2', 'APEX1', 'KAT5', 'XRCC3', 'RAD51C', 'RAD51B']
551	GO:BP	GO:0051130	positive regulation of cellular component organization	0.0009359487235851	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	100	17	17376	0.17	0.015755329008341	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'ATR', 'AR', 'ERCC1', 'XRCC5', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'SLX4', 'TP53', 'PNKP', 'KDM1A']
552	GO:BP	GO:0050789	regulation of biological process	0.0009807992436902	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	10494	100	78	17376	0.78	0.0074328187535734	query_1	['GO:0008150', 'GO:0065007']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'BRCA2', 'POLA1', 'PHLPP1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'XRCC2', 'KAT5', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'RNF8', 'PALB2', 'MSH6']
553	GO:BP	GO:0051249	regulation of lymphocyte activation	0.001005592960128	True	"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	501	100	11	17376	0.11	0.0219560878243512	query_1	['GO:0002694', 'GO:0046649']	['AKT1', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'APLF', 'MLH1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5']
554	GO:BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.0010632963597425	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	47	100	4	17376	0.04	0.0851063829787234	query_1	['GO:0008630', 'GO:0072332']	['MSH2', 'BRCA2', 'TP53', 'KDM1A']
555	GO:BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.0011633077638454	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, resulting in the induction of the transcription of p21 (also known as WAF1, CIP1 and SDI1) or any equivalent protein, in response to the detection of DNA damage."" [PMID:10967424]"	19	100	3	17376	0.03	0.1578947368421052	query_1	['GO:0030330', 'GO:0042772']	['BRCA2', 'KAT5', 'TP53']
556	GO:BP	GO:1904505	regulation of telomere maintenance in response to DNA damage	0.0011633077638454	True	"""Any process that modulates the frequency, rate or extent of telomere maintenance in response to DNA damage."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	19	100	3	17376	0.03	0.1578947368421052	query_1	['GO:0032204', 'GO:0043247', 'GO:0080135']	['ERCC1', 'ERCC4', 'XRCC1']
557	GO:BP	GO:0002252	immune effector process	0.0012647482373364	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	605	100	12	17376	0.12	0.0198347107438016	query_1	['GO:0002376']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
558	GO:BP	GO:0022412	cellular process involved in reproduction in multicellular organism	0.0013152309545266	True	"""A process, occurring at the cellular level, that is involved in the reproductive function of a multicellular organism."" [GOC:isa_complete]"	432	100	10	17376	0.1	0.0231481481481481	query_1	['GO:0009987', 'GO:0022414', 'GO:0032504']	['BRIP1', 'AKT1', 'MSH2', 'MLH1', 'BRCA2', 'ERCC1', 'ATM', 'KAT5', 'RAD51C', 'RNF8']
559	GO:BP	GO:0010836	negative regulation of protein ADP-ribosylation	0.0013152309545266	True	"""Any process that decreases the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids."" [GOC:BHF, GOC:dph, GOC:tb]"	4	100	2	17376	0.02	0.5	query_1	['GO:0010835', 'GO:0051348']	['XRCC1', 'PNKP']
560	GO:BP	GO:0072429	response to intra-S DNA damage checkpoint signaling	0.0013152309545266	True	"""A process that occurs in response to signals generated as a result of intra-S DNA damage checkpoint signaling."" [GOC:mtg_cell_cycle]"	4	100	2	17376	0.02	0.5	query_1	['GO:0072423']	['MUS81', 'SLX4']
561	GO:BP	GO:0051572	negative regulation of histone H3-K4 methylation	0.0013152309545266	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:mah]"	4	100	2	17376	0.02	0.5	query_1	['GO:0031061', 'GO:0051568', 'GO:0051569']	['BRCA1', 'KDM1A']
562	GO:BP	GO:0072757	cellular response to camptothecin	0.0013152309545266	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a camptothecin stimulus."" [GOC:mah]"	4	100	2	17376	0.02	0.5	query_1	['GO:0071312', 'GO:0071407', 'GO:0097306', 'GO:1901563']	['BLM', 'RAD51']
563	GO:BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	0.0013152309545266	True	"""A cascade of processes initiated in response to the detection of DNA damage, and resulting in the induction of transcription."" [GOC:go_curators]"	20	100	3	17376	0.03	0.15	query_1	['GO:0042770']	['BRCA2', 'KAT5', 'TP53']
564	GO:BP	GO:0048232	male gamete generation	0.0013152309545266	True	"""Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction."" [GOC:dph, GOC:jid]"	608	100	12	17376	0.12	0.0197368421052631	query_1	['GO:0007276']	['BRIP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'ERCC1', 'ATM', 'KAT5', 'RAD51C', 'RNF8', 'MSH6']
565	GO:BP	GO:0032069	regulation of nuclease activity	0.0013152309545266	True	"""Any process that modulates the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	20	100	3	17376	0.03	0.15	query_1	['GO:0051336', 'GO:0060255']	['AKT1', 'PCNA', 'NEIL1']
