FG syndrome type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1013	GO:BP	GO:1905276	regulation of epithelial tube formation	0.0053995411924823	True	"""Any process that modulates the frequency, rate or extent of epithelial tube formation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0072175', 'GO:1905330', 'GO:2000026']	['PIK3CD', 'VEGFA']
1012	GO:BP	GO:0060982	coronary artery morphogenesis	0.0053995411924823	True	"""The process in which the anatomical structures of coronary arteries are generated and organized. Coronary arteries are blood vessels that transport blood to the heart muscle."" [GOC:mtg_heart]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0048844', 'GO:0060977']	['VEGFA', 'NRP1']
1011	GO:BP	GO:1905278	positive regulation of epithelial tube formation	0.0053995411924823	True	"""Any process that activates or increases the frequency, rate or extent of epithelial tube formation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0051240', 'GO:0072175', 'GO:1905276', 'GO:1905332']	['PIK3CD', 'VEGFA']
1014	GO:BP	GO:0038026	reelin-mediated signaling pathway	0.0053995411924823	True	"""The series of molecular signals initiated by the binding of reelin (a secreted glycoprotein) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, PMID:12827279, PMID:20223215]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0007166']	['CRK', 'CRKL']
1010	GO:BP	GO:0060385	axonogenesis involved in innervation	0.0053995411924823	True	"""The neurite development process that generates a long process of a neuron, as it invades a target tissue."" [GOC:dph, GOC:sart]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0007409', 'GO:0060384']	['ITGA4', 'NRP1']
1009	GO:BP	GO:0002883	regulation of hypersensitivity	0.0053995411924823	True	"""Any process that modulates the frequency, rate, or extent of hypersensitivity."" [GOC:add]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0002524', 'GO:0002864']	['C3', 'FCGR1A']
1019	GO:BP	GO:0099068	postsynapse assembly	0.0054249626822701	True	"""The aggregation, arrangement and bonding together of a set of components to form a postsynapse."" [GOC:bf, GOC:dos, GOCL:PARL]"	35	100	3	15719	0.03	0.0857142857142857	query_1	['GO:0007416', 'GO:0022607', 'GO:0099173']	['CRK', 'PTK2B', 'CRKL']
1020	GO:BP	GO:0045601	regulation of endothelial cell differentiation	0.0054249626822701	True	"""Any process that modulates the frequency, rate or extent of endothelial cell differentiation."" [GOC:go_curators]"	35	100	3	15719	0.03	0.0857142857142857	query_1	['GO:0030856', 'GO:0045446']	['CTNNB1', 'VCL', 'VEGFA']
1021	GO:BP	GO:0002791	regulation of peptide secretion	0.0054369820437856	True	"""Any process that modulates the frequency, rate, or extent of peptide secretion."" [GOC:add]"	192	100	6	15719	0.06	0.03125	query_1	['GO:0002790', 'GO:0051046', 'GO:0090087']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
109	GO:CC	GO:0097386	glial cell projection	0.0054821771244356	True	"""A prolongation or process extending from a glial cell."" [GOC:mc]"	38	101	3	16420	0.0297029702970297	0.0789473684210526	query_1	['GO:0120025']	['ITGB1', 'FYN', 'GJB2']
1022	GO:BP	GO:0007266	Rho protein signal transduction	0.0055266124016685	True	"""The series of molecular signals within the cell that are mediated by a member of the Rho family of proteins switching to a GTP-bound active state."" [GOC:bf]"	130	100	5	15719	0.05	0.0384615384615384	query_1	['GO:0007265']	['MET', 'ITGB1', 'ADRA1A', 'APOA1', 'NRP1']
1023	GO:BP	GO:0002702	positive regulation of production of molecular mediator of immune response	0.005711760304872	True	"""Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	131	100	5	15719	0.05	0.0381679389312977	query_1	['GO:0002440', 'GO:0002699', 'GO:0002700', 'GO:0010628']	['PLCG2', 'TFRC', 'SYK', 'CD81', 'HPX']
1024	GO:BP	GO:0090087	regulation of peptide transport	0.0057152217368256	True	"""Any process that modulates the frequency, rate or extent of the directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]"	194	100	6	15719	0.06	0.0309278350515463	query_1	['GO:0015833', 'GO:0051049']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
1025	GO:BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.0058008408285583	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	342	100	8	15719	0.08	0.023391812865497	query_1	['GO:0007167']	['ITGB5', 'SRC', 'TGFB3', 'HFE', 'PXN', 'TF', 'PTK2', 'ITGB6']
1029	GO:BP	GO:1902745	positive regulation of lamellipodium organization	0.005839503828064	True	"""Any process that activates or increases the frequency, rate or extent of lamellipodium organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:16054028]"	36	100	3	15719	0.03	0.0833333333333333	query_1	['GO:0031346', 'GO:0097581', 'GO:1902743']	['SRC', 'PIK3R1', 'PIK3CA']
1028	GO:BP	GO:0032570	response to progesterone	0.005839503828064	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a progesterone stimulus."" [GOC:sl]"	36	100	3	15719	0.03	0.0833333333333333	query_1	['GO:0048545', 'GO:1901654']	['SRC', 'TGFB3', 'GJB2']
1027	GO:BP	GO:0043393	regulation of protein binding	0.005839503828064	True	"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]"	195	100	6	15719	0.06	0.0307692307692307	query_1	['GO:0051098']	['SRC', 'CRK', 'HFE', 'ITGA4', 'VTN', 'NRP1']
1026	GO:BP	GO:0060323	head morphogenesis	0.005839503828064	True	"""The process in which the anatomical structures of the head are generated and organized. The head is the anterior-most division of the body."" [GOC:dph]"	36	100	3	15719	0.03	0.0833333333333333	query_1	['GO:0009653', 'GO:0010171', 'GO:0060322']	['TGFB3', 'PTPN11', 'PDGFRA']
243	REAC	REAC:R-HSA-917937	Iron uptake and transport	0.005886816335639	True	Iron uptake and transport	57	99	4	10022	0.0404040404040404	0.0701754385964912	query_1	['REAC:R-HSA-382551']	['TFRC', 'HFE', 'TF', 'TFR2']
1030	GO:BP	GO:0051046	regulation of secretion	0.0059891818915435	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	100	11	15719	0.11	0.0182119205298013	query_1	['GO:0046903', 'GO:0051049']	['SPP1', 'FGA', 'TGFB3', 'HFE', 'CXCL12', 'LYN', 'TFR2', 'FGB', 'SYK', 'FGG', 'PTPN11']
1031	GO:BP	GO:1904019	epithelial cell apoptotic process	0.0060599905773266	True	"""Any apoptotic process in an epithelial cell."" [GO_REF:0000085, GOC:TermGenie, PMID:19137015]"	133	100	5	15719	0.05	0.037593984962406	query_1	['GO:0006915']	['FGA', 'ITGA4', 'FGB', 'PLCG1', 'FGG']
1032	GO:BP	GO:1900407	regulation of cellular response to oxidative stress	0.0061127868192245	True	"""Any process that modulates the frequency, rate or extent of cellular response to oxidative stress."" [GOC:mah, GOC:TermGenie]"	79	100	4	15719	0.04	0.050632911392405	query_1	['GO:0034599', 'GO:0080135', 'GO:1902882']	['MET', 'HGF', 'CTNNB1', 'FYN']
1033	GO:BP	GO:0006887	exocytosis	0.0061934706089041	True	"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]"	346	100	8	15719	0.08	0.0231213872832369	query_1	['GO:0016192', 'GO:0032940']	['FGA', 'PIK3CD', 'LAT', 'LYN', 'FGB', 'SYK', 'FGG', 'CBL']
1035	GO:BP	GO:0034110	regulation of homotypic cell-cell adhesion	0.0062768433318102	True	"""Any process that modulates the frequency, rate, or extent of homotypic cell-cell adhesion."" [GOC:add]"	37	100	3	15719	0.03	0.081081081081081	query_1	['GO:0022407', 'GO:0034109']	['LYN', 'SYK', 'FGG']
1037	GO:BP	GO:0071634	regulation of transforming growth factor beta production	0.0062768433318102	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta."" [GOC:mah]"	37	100	3	15719	0.03	0.081081081081081	query_1	['GO:0001817', 'GO:0071604']	['FN1', 'ITGAV', 'ITGB6']
1034	GO:BP	GO:0050999	regulation of nitric-oxide synthase activity	0.0062768433318102	True	"""Any process that modulates the activity of the enzyme nitric-oxide synthase."" [GOC:ai]"	37	100	3	15719	0.03	0.081081081081081	query_1	['GO:0032768']	['PIK3CB', 'EGFR', 'PTK2B']
1036	GO:BP	GO:1905332	positive regulation of morphogenesis of an epithelium	0.0062768433318102	True	"""Any process that activates or increases the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	37	100	3	15719	0.03	0.081081081081081	query_1	['GO:0002009', 'GO:0051094', 'GO:1905330']	['CTNNB1', 'PIK3CD', 'VEGFA']
1041	GO:BP	GO:0042310	vasoconstriction	0.0063481399049525	True	"""A decrease in the diameter of blood vessels, especially arteries, due to constriction of smooth muscle cells that line the vessels, and usually causing an increase in blood pressure."" [GOC:pr, ISBN:0192800752]"	80	100	4	15719	0.04	0.05	query_1	['GO:0097746']	['ADRA1A', 'FGA', 'FGB', 'FGG']
1040	GO:BP	GO:0010324	membrane invagination	0.0063481399049525	True	"""The infolding of a membrane."" [GOC:tb]"	80	100	4	15719	0.04	0.05	query_1	['GO:0061024']	['C3', 'PLCG2', 'FCGR1A', 'IGHM']
1039	GO:BP	GO:0014032	neural crest cell development	0.0063481399049525	True	"""The process aimed at the progression of a neural crest cell over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell."" [GOC:dh, GOC:ef]"	80	100	4	15719	0.04	0.05	query_1	['GO:0014033', 'GO:0048864']	['FN1', 'NRP2', 'NRP1', 'SEMA4D']
1038	GO:BP	GO:0019915	lipid storage	0.0063481399049525	True	"""The accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:dph, GOC:mah, GOC:tb, PMID:11102830]"	80	100	4	15719	0.04	0.05	query_1	['GO:0010876', 'GO:0051235']	['C3', 'ITGAV', 'ITGB3', 'APOA1']
245	REAC	REAC:R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	0.0063839473225496	True	Cross-presentation of particulate exogenous antigens (phagosomes)	8	99	2	10022	0.0202020202020202	0.25	query_1	['REAC:R-HSA-1236975']	['ITGB5', 'ITGAV']
246	REAC	REAC:R-HSA-1250342	PI3K events in ERBB4 signaling	0.0063839473225496	True	PI3K events in ERBB4 signaling	8	99	2	10022	0.0202020202020202	0.25	query_1	['REAC:R-HSA-1236394']	['PIK3R1', 'PIK3CA']
244	REAC	REAC:R-HSA-418886	Netrin mediated repulsion signals	0.0063839473225496	True	Netrin mediated repulsion signals	8	99	2	10022	0.0202020202020202	0.25	query_1	['REAC:R-HSA-373752']	['SRC', 'PTPN11']
1042	GO:BP	GO:0001501	skeletal system development	0.0064339858011204	True	"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]"	519	100	10	15719	0.1	0.0192678227360308	query_1	['GO:0048731']	['PLXNB1', 'SRC', 'TGFB3', 'CTNNB1', 'MED12', 'VKORC1', 'ITGB6', 'PTPN11', 'PDGFRA', 'SEMA4D']
1043	GO:BP	GO:0009314	response to radiation	0.0064742009947981	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	432	100	9	15719	0.09	0.0208333333333333	query_1	['GO:0009628']	['ITGB1', 'ITGB3', 'PIK3R1', 'CXCL12', 'GRB2', 'EGFR', 'VCAM1', 'ITGB6', 'CBL']
1050	GO:BP	GO:0021561	facial nerve development	0.0065106191402921	True	"""The process whose specific outcome is the progression of the facial nerve over time, from its formation to the mature structure. This sensory and motor nerve supplies the muscles of facial expression and the expression and taste at the anterior two-thirds of the tongue. The principal branches are the superficial opthalmic, buccal, palatine and hyomandibular. The main trunk synapses within pterygopalatine ganglion in the parotid gland and this ganglion then gives off nerve branches which supply the lacrimal gland and the mucous secreting glands of the nasal and oral cavities."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	10	100	2	15719	0.02	0.2	query_1	['GO:0021545', 'GO:0021783']	['NRP2', 'NRP1']
1051	GO:BP	GO:0033212	iron import into cell	0.0065106191402921	True	"""The directed movement of iron ions from outside of a cell into the cytoplasmic compartment. This may occur via transport across the plasma membrane or via endocytosis."" [PMID:18622392, PMID:23192658, Wikipedia:Human_iron_metabolism]"	10	100	2	15719	0.02	0.2	query_1	['GO:0006826', 'GO:0006879', 'GO:0051649', 'GO:0098657']	['HFE', 'TFR2']
1047	GO:BP	GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death	0.0065106191402921	True	"""Any process that modulates the frequency, rate or extent of hydrogen peroxide-mediated programmed cell death."" [GOC:BHF, GOC:TermGenie]"	10	100	2	15719	0.02	0.2	query_1	['GO:0010421', 'GO:0043067', 'GO:1903205']	['MET', 'HGF']
1046	GO:BP	GO:0021610	facial nerve morphogenesis	0.0065106191402921	True	"""The process in which the anatomical structure of the facial nerve is generated and organized. This sensory and motor nerve supplies the muscles of facial expression and the expression and taste at the anterior two-thirds of the tongue. The principal branches are the superficial opthalmic, buccal, palatine and hyomandibular. The main trunk synapses within pterygopalatine ganglion in the parotid gland and this ganglion then gives of nerve branches which supply the lacrimal gland and the mucous secreting glands of the nasal and oral cavities."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	10	100	2	15719	0.02	0.2	query_1	['GO:0021561', 'GO:0021602']	['NRP2', 'NRP1']
1048	GO:BP	GO:0021562	vestibulocochlear nerve development	0.0065106191402921	True	"""The process whose specific outcome is the progression of the vestibulocochlear nerve over time, from its formation to the mature structure. This sensory nerve innervates the membranous labyrinth of the inner ear. The vestibular branch innervates the vestibular apparatus that senses head position changes relative to gravity. The auditory branch innervates the cochlear duct, which is connected to the three bony ossicles which transduce sound waves into fluid movement in the cochlea."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	10	100	2	15719	0.02	0.2	query_1	['GO:0021545']	['NRP2', 'NRP1']
1044	GO:BP	GO:0036363	transforming growth factor beta activation	0.0065106191402921	True	"""The release of transforming growth factor beta (TGF-beta) from its latent state. TGF-beta is secreted as part of a large latent complex (LLC) that is targeted to the extracellular matrix. Release of TGFbeta from its latent state is required for TGFbeta to bind to its receptors, and can occur by a variety of mechanisms."" [GOC:bf, GOC:sl, PMID:12482908, PMID:9170210]"	10	100	2	15719	0.02	0.2	query_1	['GO:0007267']	['ITGAV', 'ITGB6']
