Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1046	GO:BP	GO:0030154	cell differentiation	0.0027743165687732	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4044	100	38	17376	0.38	0.0093966369930761	query_1	['GO:0048869']	['SHARPIN', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'UBE2V1', 'BCL2', 'HSP90AB1', 'TNFRSF1A', 'IKBKB', 'FASLG', 'MCL1', 'AZI2', 'TNF', 'FADD', 'NFKB1', 'NLRP3', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'MALT1', 'NFKB2', 'HSP90AA1', 'FBXW11', 'LTBR', 'RELB', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'BAD']
1047	GO:BP	GO:0071224	cellular response to peptidoglycan	0.0028050335460987	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptidoglycan stimulus. Peptidoglycan is a bacterial cell wall macromolecule."" [GOC:mah]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0032494', 'GO:0071219', 'GO:0071417', 'GO:1901701']	['RELA', 'NLRP3']
1048	GO:BP	GO:0032075	positive regulation of nuclease activity	0.0028050335460987	True	"""Any process that activates or increases the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0032069', 'GO:0045935', 'GO:0051345']	['HSPA1A', 'AKT1']
1049	GO:BP	GO:0002925	positive regulation of humoral immune response mediated by circulating immunoglobulin	0.0028050335460987	True	"""Any process that activates or increases the frequency, rate, or extent of a humoral immune response mediated by circulating immunoglobulin."" [GOC:add]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0002455', 'GO:0002891', 'GO:0002922', 'GO:0002923']	['TNF', 'LTA']
1050	GO:BP	GO:1903203	regulation of oxidative stress-induced neuron death	0.0028050335460987	True	"""Any process that modulates the frequency, rate or extent of oxidative stress-induced neuron death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	30	100	3	17376	0.03	0.1	query_1	['GO:0036475', 'GO:1901214', 'GO:1903201']	['MCL1', 'TNF', 'FBXW7']
1051	GO:BP	GO:0035507	regulation of myosin-light-chain-phosphatase activity	0.0028050335460987	True	"""Any process that modulates the frequency, rate or extent of myosin-light-chain-phosphatase activity."" [GOC:bf, GOC:go_curators]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0043666']	['IKBKB', 'TNF']
1052	GO:BP	GO:0032480	negative regulation of type I interferon production	0.0028050335460987	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]"	30	100	3	17376	0.03	0.1	query_1	['GO:0001818', 'GO:0032479', 'GO:0032606']	['RELB', 'PYCARD', 'REL']
1053	GO:BP	GO:0008635	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c	0.0028050335460987	True	"""Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process and is mediated by cytochrome c."" [GOC:dph, GOC:jl, GOC:mtg_apoptosis, GOC:tb, PMID:14744432, Wikipedia:Caspase]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0006919']	['BAX', 'BAK1']
1054	GO:BP	GO:2000108	positive regulation of leukocyte apoptotic process	0.0028050335460987	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	30	100	3	17376	0.03	0.1	query_1	['GO:0043065', 'GO:0071887', 'GO:2000106']	['BCL2L11', 'BAX', 'BBC3']
1055	GO:BP	GO:0003309	type B pancreatic cell differentiation	0.0028050335460987	True	"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features of a type B pancreatic cell. A type B pancreatic cell is a cell located towards center of the islets of Langerhans that secretes insulin."" [CL:0000169, GOC:dph, PMID:11076772]"	30	100	3	17376	0.03	0.1	query_1	['GO:0031018', 'GO:0035883']	['GSK3B', 'AKT1', 'BAD']
1056	GO:BP	GO:0060558	regulation of calcidiol 1-monooxygenase activity	0.0028050335460987	True	"""Any process that modulates the rate, frequency or extent of calcidiol 1-monooxygenase activity. Calcidiol 1-monooxygenase activity is catalysis of the reaction: calcidiol + NADPH + H+ + O2 = calcitriol + NADP+ + H2O."" [GOC:BHF, GOC:dph, GOC:tb]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0032768']	['TNF', 'NFKB1']
1057	GO:BP	GO:0006545	glycine biosynthetic process	0.0028050335460987	True	"""The chemical reactions and pathways resulting in the formation of glycine, aminoethanoic acid."" [GOC:go_curators]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0006544', 'GO:0009070']	['SHMT1', 'SHMT2']
1058	GO:BP	GO:0060556	regulation of vitamin D biosynthetic process	0.0028050335460987	True	"""Any process that modulates the rate frequency or extent of a vitamin D biosynthetic process. Vitamin D biosynthesis is the chemical reactions and pathways resulting in the formation of vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3)."" [CHEBI:27300, GOC:BHF, GOC:mah, ISBN:0471331309]"	7	100	2	17376	0.02	0.2857142857142857	query_1	['GO:0030656', 'GO:0031326', 'GO:0042368', 'GO:0050810']	['TNF', 'NFKB1']
1059	GO:BP	GO:0030098	lymphocyte differentiation	0.0028303007492759	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	418	100	9	17376	0.09	0.0215311004784689	query_1	['GO:0046649', 'GO:1903131']	['CARD11', 'BAX', 'BCL2', 'FADD', 'NLRP3', 'MALT1', 'RELB', 'BAK1', 'BAD']
1060	GO:BP	GO:0010638	positive regulation of organelle organization	0.0028424692471557	True	"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	508	100	10	17376	0.1	0.0196850393700787	query_1	['GO:0006996', 'GO:0033043', 'GO:0051130']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'TNF', 'BID', 'BBC3', 'PYCARD', 'BAK1', 'BAD']
1061	GO:BP	GO:0098773	skin epidermis development	0.002874621740371	True	"""The process whose specific outcome is the progression of the skin epidermis over time, from its formation to the mature structure."" [GOC:dos]"	122	100	5	17376	0.05	0.040983606557377	query_1	['GO:0008544', 'GO:0043588', 'GO:0060429']	['BCL2', 'RELA', 'TNF', 'TRADD', 'SFN']
1062	GO:BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	0.0028887380716421	True	"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	185	100	6	17376	0.06	0.0324324324324324	query_1	['GO:0045860', 'GO:0071900']	['AKT1', 'TNF', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6']
1063	REAC	REAC:R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	0.0028907642147025	True	Constitutive Signaling by Overexpressed ERBB2	9	100	2	17376	0.02	0.2222222222222222	query_1	['REAC:R-HSA-1227990']	['HSP90AA1', 'CDC37']
1064	REAC	REAC:R-HSA-5689901	Metalloprotease DUBs	0.0028907642147025	True	Metalloprotease DUBs	36	100	3	17376	0.03	0.0833333333333333	query_1	['REAC:R-HSA-5688426']	['BABAM2', 'BRCC3', 'ABRAXAS2']
1065	REAC	REAC:R-HSA-9013694	Signaling by NOTCH4	0.0029211688382937	True	Signaling by NOTCH4	80	100	4	17376	0.04	0.05	query_1	['REAC:R-HSA-157118']	['AKT1', 'RBX1', 'SKP1', 'CUL1']
1066	GO:BP	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.0030470177474378	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway in response to DNA damage."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:15314165]"	31	100	3	17376	0.03	0.0967741935483871	query_1	['GO:0008630', 'GO:1902229', 'GO:2001243']	['BCL2', 'BID', 'BCL2L1']
1067	GO:BP	GO:0060402	calcium ion transport into cytosol	0.0030470177474378	True	"""The directed movement of calcium ions (Ca2+) into the cytosol."" [GOC:dph, GOC:tb]"	31	100	3	17376	0.03	0.0967741935483871	query_1	['GO:0007204', 'GO:0097553']	['BAX', 'BCL2', 'BAK1']
1068	GO:BP	GO:0048869	cellular developmental process	0.0030868425271109	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4070	100	38	17376	0.38	0.0093366093366093	query_1	['GO:0009987', 'GO:0032502']	['SHARPIN', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'UBE2V1', 'BCL2', 'HSP90AB1', 'TNFRSF1A', 'IKBKB', 'FASLG', 'MCL1', 'AZI2', 'TNF', 'FADD', 'NFKB1', 'NLRP3', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'MALT1', 'NFKB2', 'HSP90AA1', 'FBXW11', 'LTBR', 'RELB', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'BAD']
1069	GO:CC	GO:0031461	cullin-RING ubiquitin ligase complex	0.0030885537377559	True	"""Any ubiquitin ligase complex in which the catalytic core consists of a member of the cullin family and a RING domain protein; the core is associated with one or more additional proteins that confer substrate specificity."" [PMID:15571813, PMID:15688063]"	179	100	6	17376	0.06	0.0335195530726257	query_1	['GO:0000151']	['RBX1', 'BTRC', 'SKP1', 'FBXW11', 'CUL1', 'FBXW7']
1070	GO:CC	GO:0098552	side of membrane	0.0031139006285255	True	"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]"	593	100	11	17376	0.11	0.0185497470489038	query_1	['GO:0016020', 'GO:0110165']	['AKT1', 'TRAF3', 'CHUK', 'IKBKB', 'FASLG', 'TNF', 'FAS', 'RNF31', 'TRAF2', 'TRAF6', 'BIRC2']
1071	GO:BP	GO:0006809	nitric oxide biosynthetic process	0.0032355258435243	True	"""The chemical reactions and pathways resulting in the formation of nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]"	72	100	4	17376	0.04	0.0555555555555555	query_1	['GO:0044271', 'GO:0046209']	['AKT1', 'HSP90AB1', 'TNF', 'HSP90AA1']
1072	GO:BP	GO:0045471	response to ethanol	0.0033017597095122	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethanol stimulus."" [GOC:go_curators]"	126	100	5	17376	0.05	0.0396825396825396	query_1	['GO:0097305']	['TNF', 'BIRC2', 'BAK1', 'CASP8', 'BAD']
1073	GO:BP	GO:0002230	positive regulation of defense response to virus by host	0.0033318883279342	True	"""Any host process that results in the promotion of antiviral immune response mechanisms, thereby limiting viral replication."" [GOC:add, GOC:dph, GOC:tb, ISBN:0781735149]"	32	100	3	17376	0.03	0.09375	query_1	['GO:0050691']	['HSP90AA1', 'AIM2', 'PYCARD']
1074	GO:BP	GO:0032729	positive regulation of type II interferon production	0.0033956393962296	True	"""Any process that activates or increases the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]"	73	100	4	17376	0.04	0.0547945205479452	query_1	['GO:0001819', 'GO:0032609', 'GO:0032649']	['TNF', 'FADD', 'LTA', 'PYCARD']
1075	GO:BP	GO:0009719	response to endogenous stimulus	0.0034348635032964	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	100	20	17376	0.2	0.0123152709359605	query_1	['GO:0050896']	['BCL2L11', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'HSP90AB1', 'RELA', 'FASLG', 'TNF', 'NFKB1', 'NLRP3', 'RIPK1', 'CFLAR', 'SHMT1', 'HSP90AA1', 'TAB1', 'MAP3K7', 'BCL2L1', 'BAD']
1076	GO:CC	GO:0098802	plasma membrane signaling receptor complex	0.0035151853613371	True	"""Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."" [GOC:dos]"	256	100	7	17376	0.07	0.02734375	query_1	['GO:0043235', 'GO:0098797']	['TRAF3', 'CHUK', 'IKBKB', 'RNF31', 'TRAF2', 'TRAF6', 'BIRC2']
1077	GO:BP	GO:0071677	positive regulation of mononuclear cell migration	0.0035523042696291	True	"""Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	74	100	4	17376	0.04	0.054054054054054	query_1	['GO:0002687', 'GO:0071674', 'GO:0071675']	['TNF', 'FADD', 'TNFSF14', 'PYCARD']
1078	GO:BP	GO:0030968	endoplasmic reticulum unfolded protein response	0.0035523042696291	True	"""The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation."" [GOC:mah, PMID:12042763]"	74	100	4	17376	0.04	0.054054054054054	query_1	['GO:0007165', 'GO:0034620', 'GO:0034976']	['BCL2L11', 'BAX', 'BBC3', 'BAK1']
1079	GO:BP	GO:0050853	B cell receptor signaling pathway	0.0035523042696291	True	"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell."" [GOC:add]"	74	100	4	17376	0.04	0.054054054054054	query_1	['GO:0050851']	['BAX', 'BCL2', 'NFKB1', 'NFKBIA']
1080	GO:BP	GO:0016239	positive regulation of macroautophagy	0.0035523042696291	True	"""Any process, such as recognition of nutrient depletion, that activates or increases the rate of macroautophagy to bring cytosolic macromolecules to the vacuole/lysosome for degradation."" [GOC:go_curators, PMID:9412464]"	74	100	4	17376	0.04	0.054054054054054	query_1	['GO:0010508', 'GO:0016236', 'GO:0016241']	['TBK1', 'RNF31', 'IKBKG', 'MAP3K7']
1081	REAC	REAC:R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	0.0035616833550481	True	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	10	100	2	17376	0.02	0.2	query_1	['REAC:R-HSA-8978934']	['AKT1', 'HSP90AA1']
1082	GO:CC	GO:0098796	membrane protein complex	0.0035742232691829	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1247	100	17	17376	0.17	0.0136327185244587	query_1	['GO:0016020', 'GO:0032991']	['BAX', 'TRAF3', 'BCL2', 'CASP10', 'CHUK', 'IKBKB', 'FAS', 'RNF31', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'TRAF2', 'TRAF6', 'BIRC2', 'BAK1', 'CASP8']
1083	GO:BP	GO:0048087	positive regulation of developmental pigmentation	0.0035927804214137	True	"""Any process that increases the frequency, rate or extent of the developmental process that results in the deposition of coloring matter in an organism."" [GOC:dph, GOC:jid, GOC:tb]"	8	100	2	17376	0.02	0.25	query_1	['GO:0048066', 'GO:0048070', 'GO:0048518']	['BAX', 'BCL2']
1084	GO:BP	GO:0070537	histone H2A K63-linked deubiquitination	0.0035927804214137	True	"""A protein deubiquitination process in which a K63-linked ubiquitin chain, i.e. a polymer of ubiquitin formed by linkages between lysine residues at position 63 of the ubiquitin monomers, is removed from a lysine residue in histone H2A or the variant H2AX."" [GOC:mah, PMID:19202061, PMID:19214193]"	8	100	2	17376	0.02	0.25	query_1	['GO:0016578', 'GO:0070536']	['BABAM2', 'BRCC3']
1085	GO:BP	GO:0036475	neuron death in response to oxidative stress	0.0035927804214137	True	"""Any biological process that results in permanent cessation of all vital functions of a neuron upon exposure to an oxidative stress stimulus."" [GOC:bf, GOC:PARL]"	33	100	3	17376	0.03	0.0909090909090909	query_1	['GO:0036473', 'GO:0070997']	['MCL1', 'TNF', 'FBXW7']
1086	GO:BP	GO:2000669	negative regulation of dendritic cell apoptotic process	0.0035927804214137	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of dendritic cell apoptotic process."" [GOC:mtg_apoptosis, GOC:obol]"	8	100	2	17376	0.02	0.25	query_1	['GO:0097048', 'GO:2000107', 'GO:2000668']	['BCL2', 'BCL2L1']
1087	GO:BP	GO:0071354	cellular response to interleukin-6	0.0035927804214137	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-6 stimulus."" [GOC:mah]"	33	100	3	17376	0.03	0.0909090909090909	query_1	['GO:0070741', 'GO:0071345']	['RELA', 'NFKB1', 'RIPK1']
1088	GO:BP	GO:1904415	regulation of xenophagy	0.0035927804214137	True	"""Any process that modulates the frequency, rate or extent of xenophagy."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:21617041]"	8	100	2	17376	0.02	0.25	query_1	['GO:0002831', 'GO:0016241', 'GO:0032101', 'GO:0098792']	['TBK1', 'RNF31']
1089	GO:BP	GO:0007253	cytoplasmic sequestering of NF-kappaB	0.0035927804214137	True	"""The selective interaction of the transcription factor NF-kappaB with specific molecules in the cytoplasm, thereby inhibiting its translocation into the nucleus."" [GOC:jl]"	8	100	2	17376	0.02	0.25	query_1	['GO:0032088', 'GO:0042994']	['NFKBIB', 'NFKBIA']
1090	GO:BP	GO:0051712	positive regulation of killing of cells of another organism	0.0035927804214137	True	"""Any process that activates or increases the frequency, rate or extent of the killing by an organism of cells in another organism."" [GOC:ai]"	8	100	2	17376	0.02	0.25	query_1	['GO:0031343', 'GO:0031640', 'GO:0043068', 'GO:0051709']	['BCL2L11', 'BAD']
1091	GO:BP	GO:0031077	post-embryonic camera-type eye development	0.0035927804214137	True	"""The process occurring during the post-embryonic phase whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure."" [GOC:mah, GOC:mtg_sensu]"	8	100	2	17376	0.02	0.25	query_1	['GO:0009791', 'GO:0043010', 'GO:0048569']	['BAX', 'BAK1']
1092	GO:BP	GO:0048050	post-embryonic eye morphogenesis	0.0035927804214137	True	"""The process, occurring after embryonic development, by which the anatomical structures of the eye are generated and organized. The eye is the organ of sight."" [GOC:jid, GOC:sensu]"	8	100	2	17376	0.02	0.25	query_1	['GO:0048563', 'GO:0048592']	['BAX', 'BAK1']
1093	GO:BP	GO:2000321	positive regulation of T-helper 17 cell differentiation	0.0035927804214137	True	"""Any process that activates or increases the frequency, rate or extent of T-helper 17 cell differentiation."" [GOC:BHF, GOC:mah]"	8	100	2	17376	0.02	0.25	query_1	['GO:0045624', 'GO:0072539', 'GO:2000318', 'GO:2000319']	['NLRP3', 'MALT1']
1094	GO:BP	GO:1904417	positive regulation of xenophagy	0.0035927804214137	True	"""Any process that activates or increases the frequency, rate or extent of xenophagy."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:21617041]"	8	100	2	17376	0.02	0.25	query_1	['GO:0016239', 'GO:0031349', 'GO:0032103', 'GO:0098792', 'GO:1904415']	['TBK1', 'RNF31']
