Progeroid syndrome, Petty type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
95	GO:CC	GO:0032391	photoreceptor connecting cilium	0.0065801405987181	True	"""The portion of the photoreceptor cell cilium linking the photoreceptor inner and outer segments. It's considered to be equivalent to the ciliary transition zone."" [GOC:cilia, PMID:15917207, PMID:22653444, PMID:8718680]"	40	98	3	16420	0.0306122448979591	0.075	query_1	['GO:0035869', 'GO:0097733']	['NPHP4', 'RPGRIP1L', 'NPHP1']
863	GO:BP	GO:0032627	interleukin-23 production	0.0066211340976531	True	"""The appearance of interleukin-23 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0001816']	['PLCG2', 'TGFB1']
856	GO:BP	GO:0001865	NK T cell differentiation	0.0066211340976531	True	"""The process in which a precursor cell type acquires the specialized features of a NK T cell."" [GOC:add, ISBN:0781735149, PMID:10704459]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0046632']	['ITK', 'TGFBR2']
857	GO:BP	GO:2000601	positive regulation of Arp2/3 complex-mediated actin nucleation	0.0066211340976531	True	"""Any process that activates or increases the frequency, rate or extent of Arp2/3 complex-mediated actin nucleation."" [PMID:21454476]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0034314', 'GO:0034315', 'GO:0051127']	['WASL', 'WAS']
858	GO:BP	GO:0033625	positive regulation of integrin activation	0.0066211340976531	True	"""Any process that activates or increases the frequency, rate, or extent of integrin activation."" [GOC:add]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0031334', 'GO:0033622', 'GO:0033623']	['SRC', 'SKAP1']
859	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.0066211340976531	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1860	96	22	15719	0.2291666666666666	0.0118279569892473	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['MET', 'NCK1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'SKAP1', 'HGF', 'SHC1', 'ZNF398', 'WASL', 'PAX3', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'ERBB2', 'PTK2B', 'TGFBR1', 'PKD1', 'SMAD3', 'NCK2']
862	GO:BP	GO:0062042	regulation of cardiac epithelial to mesenchymal transition	0.0066211340976531	True	"""Any process that modulates the rate, frequency or extent of cardiac epithelial to mesenchymal transition, a transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:rph, PMID:20951801]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0010717', 'GO:0060317']	['TGFBR2', 'TGFBR1']
860	GO:BP	GO:0036363	transforming growth factor beta activation	0.0066211340976531	True	"""The release of transforming growth factor beta (TGF-beta) from its latent state. TGF-beta is secreted as part of a large latent complex (LLC) that is targeted to the extracellular matrix. Release of TGFbeta from its latent state is required for TGFbeta to bind to its receptors, and can occur by a variety of mechanisms."" [GOC:bf, GOC:sl, PMID:12482908, PMID:9170210]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0007267']	['ITGAV', 'ITGB6']
866	GO:BP	GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	0.0066211340976531	True	"""Any process that decreases the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:rn, PMID:11027285, PMID:15575969, PMID:16556235, PMID:18086556, PMID:18627600]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0000122', 'GO:0043618']	['NCK1', 'NCK2']
865	GO:BP	GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death	0.0066211340976531	True	"""Any process that modulates the frequency, rate or extent of hydrogen peroxide-mediated programmed cell death."" [GOC:BHF, GOC:TermGenie]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0010421', 'GO:0043067', 'GO:1903205']	['MET', 'HGF']
864	GO:BP	GO:0032667	regulation of interleukin-23 production	0.0066211340976531	True	"""Any process that modulates the frequency, rate, or extent of interleukin-23 production."" [GOC:mah]"	10	96	2	15719	0.0208333333333333	0.2	query_1	['GO:0001817', 'GO:0032627']	['PLCG2', 'TGFB1']
861	GO:BP	GO:0050850	positive regulation of calcium-mediated signaling	0.0066211340976531	True	"""Any process that activates or increases the frequency, rate or extent of calcium-mediated signaling."" [GOC:ai]"	38	96	3	15719	0.03125	0.0789473684210526	query_1	['GO:0019722', 'GO:0050848', 'GO:1902533']	['PLCG2', 'ZAP70', 'SYK']
867	GO:BP	GO:0046328	regulation of JNK cascade	0.006636745834724	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	139	96	5	15719	0.0520833333333333	0.0359712230215827	query_1	['GO:0007254', 'GO:0032872']	['RAPGEF1', 'CRK', 'EGFR', 'SIRPA', 'PTK2B']
96	GO:CC	GO:0098858	actin-based cell projection	0.0066682376826824	True	"""A cell projection supported by an assembly of actin filaments, and which lacks microtubules."" [PMID:15661519]"	214	98	6	16420	0.0612244897959183	0.02803738317757	query_1	['GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'DOCK4', 'PDGFRA']
868	GO:BP	GO:0072659	protein localization to plasma membrane	0.0066975234977262	True	"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]"	280	96	7	15719	0.0729166666666666	0.025	query_1	['GO:0072657', 'GO:1990778']	['ITGB1', 'PIK3R1', 'SKAP1', 'FYB1', 'EGFR', 'SMURF1', 'ZDHHC2']
869	GO:BP	GO:0051098	regulation of binding	0.0067235137282089	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	361	96	8	15719	0.0833333333333333	0.0221606648199446	query_1	['GO:0065009']	['MET', 'SRC', 'CRK', 'TGFB1', 'VTN', 'TGFBR1', 'PKD1', 'SMAD3']
870	GO:BP	GO:0009891	positive regulation of biosynthetic process	0.006816057595286	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1989	96	23	15719	0.2395833333333333	0.0115635997988939	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['MET', 'NCK1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'SKAP1', 'HGF', 'SHC1', 'PLCG2', 'ZNF398', 'WASL', 'PAX3', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'ERBB2', 'PTK2B', 'TGFBR1', 'PKD1', 'SMAD3', 'NCK2']
871	GO:BP	GO:1901564	organonitrogen compound metabolic process	0.0069373724593057	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	96	51	15719	0.53125	0.0085556114745848	query_1	['GO:0006807', 'GO:0071704']	['MET', 'LATS1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'USP4', 'TGFBR2', 'PARD6A', 'ITGA5', 'FYN', 'CHST10', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'SIRPA', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PKD1', 'PTK2', 'LCK', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ZDHHC2']
872	GO:BP	GO:0010863	positive regulation of phospholipase C activity	0.0070227190791131	True	"""Any process that increases the rate of phospholipase C activity."" [GOC:dph, GOC:tb]"	39	96	3	15719	0.03125	0.0769230769230769	query_1	['GO:0010518', 'GO:1900274']	['ITK', 'EGFR', 'PDGFRA']
873	GO:BP	GO:0032733	positive regulation of interleukin-10 production	0.0070227190791131	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-10 production."" [GOC:mah]"	39	96	3	15719	0.03125	0.0769230769230769	query_1	['GO:0001819', 'GO:0032613', 'GO:0032653']	['HGF', 'PLCG2', 'SYK']
874	GO:BP	GO:1990849	vacuolar localization	0.0070439719886881	True	"""Any process in which the vacuole is transported to, and/or maintained in, a specific location within the cell."" [PMID:26283797]"	84	96	4	15719	0.0416666666666666	0.0476190476190476	query_1	['GO:0051640']	['LAT', 'LYN', 'SYK', 'CBL']
875	GO:BP	GO:0033077	T cell differentiation in thymus	0.0070439719886881	True	"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]"	84	96	4	15719	0.0416666666666666	0.0476190476190476	query_1	['GO:0030217']	['SOS1', 'ZAP70', 'ERBB2', 'DOCK2']
876	GO:BP	GO:0032418	lysosome localization	0.0070439719886881	True	"""Any process in which a lysosome is transported to, and/or maintained in, a specific location."" [GOC:mah]"	84	96	4	15719	0.0416666666666666	0.0476190476190476	query_1	['GO:1990849']	['LAT', 'LYN', 'SYK', 'CBL']
877	GO:BP	GO:0002088	lens development in camera-type eye	0.0070439719886881	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	96	4	15719	0.0416666666666666	0.0476190476190476	query_1	['GO:0043010', 'GO:0048856']	['TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3']
878	GO:BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.0070439719886881	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway."" [GOC:mah]"	84	96	4	15719	0.0416666666666666	0.0476190476190476	query_1	['GO:0007179', 'GO:0017015', 'GO:0090101']	['SMURF2', 'SMAD7', 'TGFB3', 'SMURF1']
219	REAC	REAC:R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	0.0070878778390865	True	Cargo recognition for clathrin-mediated endocytosis	103	94	5	10022	0.0531914893617021	0.0485436893203883	query_1	['REAC:R-HSA-8856828']	['DVL2', 'EGFR', 'SH3KBP1', 'SH3GL2', 'CBL']
220	REAC	REAC:R-HSA-195258	RHO GTPase Effectors	0.0070897723844549	True	RHO GTPase Effectors	316	94	9	10022	0.0957446808510638	0.0284810126582278	query_1	['REAC:R-HSA-194315']	['ITGB1', 'NCK1', 'WIPF3', 'WASL', 'WIPF1', 'WIPF2', 'WAS', 'DVL2', 'PTK2']
879	GO:BP	GO:0044057	regulation of system process	0.0072953612502699	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	545	96	10	15719	0.1041666666666666	0.018348623853211	query_1	['GO:0003008', 'GO:0051239']	['SRC', 'SPP1', 'SMAD7', 'HGF', 'PARD3', 'DOCK4', 'PTK2B', 'SMAD3', 'DOCK5', 'PTPN11']
880	GO:BP	GO:0050672	negative regulation of lymphocyte proliferation	0.0073409242740198	True	"""Any process that stops, prevents or reduces the rate or extent of lymphocyte proliferation."" [GOC:ai]"	85	96	4	15719	0.0416666666666666	0.0470588235294117	query_1	['GO:0032945', 'GO:0046651', 'GO:0050670', 'GO:0051250']	['SFTPD', 'LYN', 'TGFB1', 'ERBB2']
881	GO:BP	GO:0010035	response to inorganic substance	0.0074775136598598	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	96	10	15719	0.1041666666666666	0.0182815356489945	query_1	['GO:0042221']	['MET', 'SRC', 'CRK', 'HGF', 'PLCG2', 'FYN', 'EGFR', 'SIRPA', 'PTK2B', 'SLC25A24']
225	REAC	REAC:R-HSA-212718	EGFR interacts with phospholipase C-gamma	0.0074786168241896	True	EGFR interacts with phospholipase C-gamma	9	94	2	10022	0.0212765957446808	0.2222222222222222	query_1	['REAC:R-HSA-177929']	['EGFR', 'PLCG1']
221	REAC	REAC:R-HSA-5655302	Signaling by FGFR1 in disease	0.0074786168241896	True	Signaling by FGFR1 in disease	31	94	3	10022	0.0319148936170212	0.0967741935483871	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PLCG1']
222	REAC	REAC:R-HSA-4608870	Asymmetric localization of PCP proteins	0.0074786168241896	True	Asymmetric localization of PCP proteins	64	94	4	10022	0.0425531914893617	0.0625	query_1	['REAC:R-HSA-4086400']	['SMURF2', 'PARD6A', 'DVL2', 'SMURF1']
223	REAC	REAC:R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	0.0074786168241896	True	Activated NTRK2 signals through FRS2 and FRS3	9	94	2	10022	0.0212765957446808	0.2222222222222222	query_1	['REAC:R-HSA-9006115']	['SOS1', 'PTPN11']
224	REAC	REAC:R-HSA-74749	Signal attenuation	0.0074786168241896	True	Signal attenuation	9	94	2	10022	0.0212765957446808	0.2222222222222222	query_1	['REAC:R-HSA-74751']	['SHC1', 'SOS1']
882	GO:BP	GO:0048246	macrophage chemotaxis	0.0074816976698461	True	"""The movement of a macrophage in response to an external stimulus."" [GOC:jid]"	40	96	3	15719	0.03125	0.075	query_1	['GO:0030595', 'GO:1905517']	['SFTPD', 'PTK2B', 'PTK2']
883	GO:BP	GO:0006874	intracellular calcium ion homeostasis	0.0075752914005159	True	"""A homeostatic process involved in the maintenance of a steady state level of calcium ions within a cell."" [GOC:ceb, GOC:mah]"	287	96	7	15719	0.0729166666666666	0.024390243902439	query_1	['GO:0030003', 'GO:0055074']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
884	GO:BP	GO:0032945	negative regulation of mononuclear cell proliferation	0.0076287707616193	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	86	96	4	15719	0.0416666666666666	0.0465116279069767	query_1	['GO:0032943', 'GO:0032944', 'GO:0070664']	['SFTPD', 'LYN', 'TGFB1', 'ERBB2']
885	GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	0.0078286731723751	True	"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]"	145	96	5	15719	0.0520833333333333	0.0344827586206896	query_1	['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']	['NCK1', 'TGFBR2', 'ZAP70', 'SYK', 'NCK2']
890	GO:BP	GO:0036490	regulation of translation in response to endoplasmic reticulum stress	0.0078432344801891	True	"""Modulation of the frequency, rate or extent of translation as a result of endoplasmic reticulum stress."" [GOC:bf, GOC:PARL, PMID:14676213, PMID:16835242]"	11	96	2	15719	0.0208333333333333	0.1818181818181818	query_1	['GO:0034976', 'GO:0043555']	['NCK1', 'NCK2']
889	GO:BP	GO:1903897	regulation of PERK-mediated unfolded protein response	0.0078432344801891	True	"""Any process that modulates the frequency, rate or extent of the PERK-mediated unfolded protein response."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22013210]"	11	96	2	15719	0.0208333333333333	0.1818181818181818	query_1	['GO:0036499', 'GO:1900101']	['NCK1', 'NCK2']
888	GO:BP	GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0.0078432344801891	True	"""Any process that activates or increases the frequency, rate or extent of an endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:20160352]"	11	96	2	15719	0.0208333333333333	0.1818181818181818	query_1	['GO:0070059', 'GO:1902235', 'GO:1905898', 'GO:2001244']	['NCK1', 'NCK2']
887	GO:BP	GO:0045060	negative thymic T cell selection	0.0078432344801891	True	"""The process of elimination of immature T cells in the thymus which react strongly with self-antigens."" [ISBN:0781735149, PMID:12414722]"	11	96	2	15719	0.0208333333333333	0.1818181818181818	query_1	['GO:0043383', 'GO:0045061']	['ZAP70', 'DOCK2']
886	GO:BP	GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	0.0078432344801891	True	"""Any process that modulates the frequency, rate or extent of translation initiation in response to stress by the phosphorylation of eIF2 alpha."" [GOC:BHF, GOC:dph, GOC:hjd, GOC:tb]"	11	96	2	15719	0.0208333333333333	0.1818181818181818	query_1	['GO:0006468', 'GO:0043558']	['NCK1', 'NCK2']
97	GO:CC	GO:0030135	coated vesicle	0.0078897905185995	True	"""Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."" [ISBN:0815316194]"	300	98	7	16420	0.0714285714285714	0.0233333333333333	query_1	['GO:0031410']	['SFTPA1', 'SFTPD', 'DVL2', 'EGFR', 'FCGR1A', 'SH3GL2', 'SFTPA2']
891	GO:BP	GO:0043507	positive regulation of JUN kinase activity	0.0079176708001605	True	"""Any process that activates or increases the frequency, rate or extent of JUN kinase activity."" [GOC:jl]"	41	96	3	15719	0.03125	0.073170731707317	query_1	['GO:0043406', 'GO:0043506']	['DVL2', 'SYK', 'PTK2B']
