FG syndrome type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1129	GO:BP	GO:0008015	blood circulation	0.0006684084984506	True	"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]"	493	101	11	17376	0.1089108910891089	0.0223123732251521	query_1	['GO:0003013']	['ADRA1A', 'VEGFB', 'SRC', 'FGA', 'CXCL12', 'CXCR4', 'PIK3CA', 'FGB', 'FGG', 'VEGFA', 'SH3GL2']
1130	REAC	REAC:R-HSA-140875	Common Pathway of Fibrin Clot Formation	0.0006811610046638	True	Common Pathway of Fibrin Clot Formation	22	101	3	17376	0.0297029702970297	0.1363636363636363	query_1	['REAC:R-HSA-140877']	['FGA', 'FGB', 'FGG']
1131	GO:BP	GO:2000377	regulation of reactive oxygen species metabolic process	0.0006937407812681	True	"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	136	101	6	17376	0.0594059405940594	0.0441176470588235	query_1	['GO:0031323', 'GO:0072593']	['SHC1', 'PLCG2', 'FYN', 'GRB2', 'SYK', 'PTK2B']
1132	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.0007087878370275	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	101	4	17376	0.0396039603960396	0.0869565217391304	query_1	['GO:0071363', 'GO:1990089']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
1133	GO:BP	GO:1903202	negative regulation of oxidative stress-induced cell death	0.0007087878370275	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	46	101	4	17376	0.0396039603960396	0.0869565217391304	query_1	['GO:0036473', 'GO:0060548', 'GO:1903201']	['MET', 'HGF', 'CTNNB1', 'FYN']
1134	GO:BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	0.0007087878370275	True	"""The attachment of a leukocyte to vascular endothelial cell via adhesion molecules."" [GOC:add, GOC:bc, GOC:BHF, GOC:BHF_miRNA, PMID:23897866]"	46	101	4	17376	0.0396039603960396	0.0869565217391304	query_1	['GO:0007159']	['ITGB1', 'ITGA4', 'CXCL12', 'VCAM1']
1135	GO:BP	GO:0038128	ERBB2 signaling pathway	0.0007103736921767	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair."" [GOC:jc, PMID:16460914, Reactome:R-HSA-1227986]"	18	101	3	17376	0.0297029702970297	0.1666666666666666	query_1	['GO:0038127']	['SRC', 'EGFR', 'ERBB2']
1136	REAC	REAC:R-HSA-202424	Downstream TCR signaling	0.0007284810947395	True	Downstream TCR signaling	100	101	5	17376	0.0495049504950495	0.05	query_1	['REAC:R-HSA-202403']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CA', 'LCK']
1137	REAC	REAC:R-HSA-1226099	Signaling by FGFR in disease	0.0007284810947395	True	Signaling by FGFR in disease	55	101	4	17376	0.0396039603960396	0.0727272727272727	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1']
1138	GO:BP	GO:0000041	transition metal ion transport	0.0007394555521448	True	"""The directed movement of transition metal ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."" [ISBN:0198506732]"	87	101	5	17376	0.0495049504950495	0.057471264367816	query_1	['GO:0030001']	['TFRC', 'HFE', 'TF', 'TFR2', 'HPX']
1139	GO:CC	GO:0005902	microvillus	0.0007420679512636	True	"""Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells."" [ISBN:0815316194]"	90	101	5	17376	0.0495049504950495	0.0555555555555555	query_1	['GO:0098858']	['ITGAV', 'ITGB3', 'CTNNB1', 'VCAM1', 'PDGFRA']
1140	GO:BP	GO:0055085	transmembrane transport	0.00075160455516	True	"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]"	1411	101	20	17376	0.198019801980198	0.0141743444365698	query_1	['GO:0006810', 'GO:0009987']	['C3', 'ITGB1', 'ADRA1A', 'ITGAV', 'ITGB3', 'PIK3R1', 'PLCG2', 'KCNK1', 'HFE', 'FYN', 'GJB1', 'MS4A1', 'LYN', 'GJB2', 'PLCG1', 'PTK2B', 'ABCC1', 'LCK', 'CD19', 'PTPN11']
1141	GO:BP	GO:0051223	regulation of protein transport	0.0007616740906092	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	501	101	11	17376	0.1089108910891089	0.0219560878243512	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['PIK3R2', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'FYN', 'FGB', 'FGG', 'ERBB2', 'CD81', 'PTPN11']
1142	GO:BP	GO:1904645	response to amyloid-beta	0.0007637016499631	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]"	47	101	4	17376	0.0396039603960396	0.0851063829787234	query_1	['GO:1901652']	['FYN', 'ITGA4', 'ABCC1', 'VCAM1']
1143	GO:BP	GO:1990089	response to nerve growth factor	0.0007637016499631	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	47	101	4	17376	0.0396039603960396	0.0851063829787234	query_1	['GO:0070848']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
1144	GO:BP	GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.0007637016499631	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway via death domain receptors."" [GOC:TermGenie, PMID:17245429]"	47	101	4	17376	0.0396039603960396	0.0851063829787234	query_1	['GO:0008625', 'GO:2001236']	['FGA', 'HGF', 'FGB', 'FGG']
1145	GO:BP	GO:0070849	response to epidermal growth factor	0.0007637016499631	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:BHF, GOC:mah]"	47	101	4	17376	0.0396039603960396	0.0851063829787234	query_1	['GO:0070848']	['EGFR', 'PLCG1', 'ERBB2', 'PTPN11']
1146	GO:BP	GO:0055123	digestive system development	0.0007701847015703	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	101	6	17376	0.0594059405940594	0.0431654676258992	query_1	['GO:0048731']	['SRC', 'TGFB3', 'CTNNB1', 'EGFR', 'CRKL', 'PDGFRA']
1147	GO:BP	GO:1900182	positive regulation of protein localization to nucleus	0.0007727657109312	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	88	101	5	17376	0.0495049504950495	0.0568181818181818	query_1	['GO:0034504', 'GO:1900180', 'GO:1903829']	['PIK3R2', 'SRC', 'PIK3R1', 'TFRC', 'FYN']
1148	GO:BP	GO:0044703	multi-organism reproductive process	0.0007747940356149	True	"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]"	199	101	7	17376	0.0693069306930693	0.0351758793969849	query_1	['GO:0022414']	['SPP1', 'ITGB3', 'TGFB3', 'ITGA5', 'GJB2', 'VEGFA', 'PGF']
1149	GO:CC	GO:0005737	cytoplasm	0.0007798879134166	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11219	101	82	17376	0.8118811881188119	0.0073090293252518	query_1	['GO:0005622', 'GO:0110165']	['RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'LAT', 'ZAP70', 'CXCL12', 'CERS6', 'LYN', 'GJB2', 'GRB2', 'TNC', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'GALNT12', 'TFR2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'NRP1', 'LCK', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'FLT1', 'GOLGA5', 'PLXNA1']
1150	GO:BP	GO:0008152	metabolic process	0.0007885671937449	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10396	101	78	17376	0.7722772277227723	0.0075028857252789	query_1	['GO:0008150']	['MET', 'C3', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'LAT', 'ZAP70', 'CERS6', 'LYN', 'MED12', 'GRB2', 'TNC', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'GALNT12', 'TFR2', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF', 'HPR', 'NANOG']
1151	GO:CC	GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex	0.0008099406410628	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to insulin-like growth factor-1 (IGF-1) and type I insulin-like growth factor receptor (IGF1R). IGF1R is a heterotetramer that consists of two alpha-subunits and two beta-subunits."" [GOC:BHF, GOC:ebc, PMID:19578119]"	4	101	2	17376	0.0198019801980198	0.5	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
1152	GO:BP	GO:0048145	regulation of fibroblast proliferation	0.0008110451850024	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	101	5	17376	0.0495049504950495	0.0561797752808988	query_1	['GO:0042127', 'GO:0048144']	['FN1', 'ITGB3', 'CTNNB1', 'EGFR', 'PDGFRA']
1153	GO:BP	GO:0097581	lamellipodium organization	0.0008110451850024	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lamellipodium. A lamellipodium is a thin sheetlike process extended by the leading edge of a crawling fibroblast; contains a dense meshwork of actin filaments."" [GOC:als, PMID:16054028]"	89	101	5	17376	0.0495049504950495	0.0561797752808988	query_1	['GO:0120036']	['ITGB1', 'SRC', 'PIK3R1', 'PIK3CA', 'VCL']
1154	GO:CC	GO:0014704	intercalated disc	0.0008111281367685	True	"""A complex cell-cell junction at which myofibrils terminate in cardiomyocytes; mediates mechanical and electrochemical integration between individual cardiomyocytes. The intercalated disc contains regions of tight mechanical attachment (fasciae adherentes and desmosomes) and electrical coupling (gap junctions) between adjacent cells."" [GOC:mtg_muscle, PMID:11732910]"	50	101	4	17376	0.0396039603960396	0.08	query_1	['GO:0044291']	['ITGB1', 'CTNNB1', 'PIK3CA', 'VCL']
1155	REAC	REAC:R-HSA-8866376	Reelin signalling pathway	0.0008115533931151	True	Reelin signalling pathway	5	101	2	17376	0.0198019801980198	0.4	query_1	['REAC:R-HSA-422475']	['FYN', 'SH3KBP1']
1156	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.0008115533931151	True	Anti-inflammatory response favouring Leishmania parasite infection	159	101	6	17376	0.0594059405940594	0.0377358490566037	query_1	['REAC:R-HSA-9664433']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
1157	REAC	REAC:R-HSA-8949275	RUNX3 Regulates Immune Response and Cell Migration	0.0008115533931151	True	RUNX3 Regulates Immune Response and Cell Migration	5	101	2	17376	0.0198019801980198	0.4	query_1	['REAC:R-HSA-8878159']	['SPP1', 'ITGA4']
1158	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	0.0008115533931151	True	Leishmania parasite growth and survival	159	101	6	17376	0.0594059405940594	0.0377358490566037	query_1	['REAC:R-HSA-9658195']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
1159	REAC	REAC:R-HSA-917937	Iron uptake and transport	0.0008194018647876	True	Iron uptake and transport	57	101	4	17376	0.0396039603960396	0.0701754385964912	query_1	['REAC:R-HSA-382551']	['TFRC', 'HFE', 'TF', 'TFR2']
1160	GO:BP	GO:0046580	negative regulation of Ras protein signal transduction	0.000822358640987	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	48	101	4	17376	0.0396039603960396	0.0833333333333333	query_1	['GO:0007265', 'GO:0046578', 'GO:0051058']	['MET', 'RAPGEF1', 'ITGB1', 'ADRA1A']
1161	GO:BP	GO:0098655	monoatomic cation transmembrane transport	0.000846424366285	True	"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]"	786	101	14	17376	0.1386138613861386	0.0178117048346055	query_1	['GO:0006812', 'GO:0034220']	['ITGB1', 'ADRA1A', 'ITGAV', 'ITGB3', 'PLCG2', 'KCNK1', 'HFE', 'FYN', 'MS4A1', 'LYN', 'PLCG1', 'PTK2B', 'LCK', 'CD19']
1162	GO:BP	GO:0032940	secretion by cell	0.000846424366285	True	"""The controlled release of a substance by a cell."" [GOC:mah]"	786	101	14	17376	0.1386138613861386	0.0178117048346055	query_1	['GO:0046903', 'GO:0140352']	['SPP1', 'FGA', 'TGFB3', 'PIK3CD', 'HFE', 'LAT', 'CXCL12', 'LYN', 'TFR2', 'FGB', 'SYK', 'FGG', 'CBL', 'PTPN11']
1163	GO:BP	GO:2000177	regulation of neural precursor cell proliferation	0.0008506788742144	True	"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	90	101	5	17376	0.0495049504950495	0.0555555555555555	query_1	['GO:0042127', 'GO:0061351']	['RAPGEF1', 'ITGB1', 'CTNNB1', 'LYN', 'VEGFA']
1164	GO:BP	GO:0035051	cardiocyte differentiation	0.0008548302153323	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell that will form part of the cardiac organ of an individual."" [GOC:bf]"	142	101	6	17376	0.0594059405940594	0.0422535211267605	query_1	['GO:0007507', 'GO:0030154']	['ITGB1', 'ADRA1A', 'EGFR', 'VEGFA', 'VCAM1', 'PDGFRA']
1165	GO:BP	GO:0043068	positive regulation of programmed cell death	0.0008718811921814	True	"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	510	101	11	17376	0.1089108910891089	0.0215686274509803	query_1	['GO:0010942', 'GO:0012501', 'GO:0043067']	['ITGB1', 'PIK3CB', 'SRC', 'TGFB3', 'CTNNB1', 'PIK3CD', 'ITGA4', 'LYN', 'SYK', 'PLCG1', 'LCK']
1166	GO:BP	GO:0045088	regulation of innate immune response	0.0008801060781195	True	"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	346	101	9	17376	0.0891089108910891	0.0260115606936416	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']	['SRC', 'CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTPN11', 'HPX']
1167	GO:BP	GO:0006953	acute-phase response	0.0008839458458036	True	"""An acute inflammatory response that involves non-antibody proteins whose concentrations in the plasma increase in response to infection or injury of homeothermic animals."" [ISBN:0198506732]"	49	101	4	17376	0.0396039603960396	0.0816326530612244	query_1	['GO:0002526']	['FN1', 'TFRC', 'TFR2', 'SERPINA1']
