Neuroectodermal melanolysosomal disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
624	GO:CC	GO:0097135	cyclin E2-CDK2 complex	0.0001668174195897	True	"""A protein complex consisting of cyclin E2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNE2', 'CDK2']
625	GO:CC	GO:0000439	transcription factor TFIIH core complex	0.0001668174195897	True	"""The 7 subunit core of TFIIH that is a part of either the general transcription factor holo-TFIIH or the nucleotide-excision repair factor 3 complex. In S. cerevisiae/humans the complex is composed of: Ssl2/XPB, Tfb1/p62, Tfb2/p52, Ssl1/p44, Tfb4/p34, Tfb5/p8 and Rad3/XPD."" [GOC:ew, GOC:krc, PMID:14500720, PMID:17215295, PMID:22308316, PMID:22572993, PMID:23028141, PMID:7813015]"	11	101	3	17376	0.0297029702970297	0.2727272727272727	query_1	['GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
626	GO:CC	GO:0071943	Myc-Max complex	0.0001668174195897	True	"""A transcription factor complex that consists of a heterodimer of the bHLH-ZIP proteins Myc and Max."" [GOC:cna, PMID:16620027, PMID:16620031, PMID:20170194]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0090575']	['MYC', 'MAX']
627	GO:CC	GO:0097128	cyclin D1-CDK4 complex	0.0001668174195897	True	"""A protein complex consisting of cyclin D1 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CDK4', 'CCND1']
628	GO:CC	GO:0097125	cyclin B1-CDK1 complex	0.0001668174195897	True	"""A protein complex consisting of cyclin B1 and cyclin-dependent kinase 1 (CDK1). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNB1', 'CDK1']
629	GO:CC	GO:0071142	homomeric SMAD protein complex	0.0001668174195897	True	"""A protein complex composed of a single type of SMAD family proteins. In the absence of Smad4, phosphorylation of R-SMADs results in their homotrimerization. However, these complexes do not appear to import into the nucleus and are assumed to be transcriptionally inactive."" [GOC:bhm, GOC:mah, PMID:11779505, PMID:16322555, PMID:9670020]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0005737', 'GO:0071141']	['SMAD1', 'SMAD2']
630	GO:CC	GO:0097130	cyclin D3-CDK4 complex	0.0001668174195897	True	"""A protein complex consisting of cyclin D3 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCND3', 'CDK4']
631	GO:CC	GO:0097123	cyclin A1-CDK2 complex	0.0001668174195897	True	"""A protein complex consisting of cyclin A1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNA1', 'CDK2']
632	GO:BP	GO:0031060	regulation of histone methylation	0.0001696898349196	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	56	101	5	17376	0.0495049504950495	0.0892857142857142	query_1	['GO:0016571', 'GO:0031056']	['EHMT2', 'CTNNB1', 'SMAD4', 'EHMT1', 'KDM1A']
633	GO:CC	GO:0019005	SCF ubiquitin ligase complex	0.0001716522945061	True	"""A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."" [PMID:15571813, PMID:15688063]"	64	101	5	17376	0.0495049504950495	0.078125	query_1	['GO:0031461']	['CKS1B', 'RBX1', 'SKP1', 'SKP2', 'CUL1']
634	GO:BP	GO:0006352	DNA-templated transcription initiation	0.0001775835740955	True	"""The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."" [GOC:jid, GOC:txnOH, PMID:18280161]"	142	101	7	17376	0.0693069306930693	0.0492957746478873	query_1	['GO:0006351', 'GO:0032774']	['CDK7', 'SMARCA4', 'E2F2', 'CCNH', 'ESR1', 'CDK4', 'TP53']
635	REAC	REAC:R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	0.0001810184298381	True	Golgi Cisternae Pericentriolar Stack Reorganization	13	101	3	17376	0.0297029702970297	0.2307692307692307	query_1	['REAC:R-HSA-68875']	['CCNB1', 'CCNB2', 'CDK1']
636	GO:BP	GO:0061647	histone H3-K9 modification	0.0001840695711869	True	"""The modification of histone H3 at a lysine in position 9 of the histone."" [GOC:vw]"	28	101	4	17376	0.0396039603960396	0.1428571428571428	query_1	['GO:0016570']	['EHMT2', 'SMAD4', 'EHMT1', 'KDM1A']
637	GO:BP	GO:0048659	smooth muscle cell proliferation	0.000184336406485	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	101	7	17376	0.0693069306930693	0.0489510489510489	query_1	['GO:0033002']	['AKT1', 'CTNNB1', 'HDAC1', 'DNMT1', 'CDKN1A', 'MNAT1', 'CDKN1B']
638	GO:BP	GO:0010212	response to ionizing radiation	0.000184336406485	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	101	7	17376	0.0693069306930693	0.0489510489510489	query_1	['GO:0009314']	['MYC', 'CDKN1A', 'CCND2', 'KAT5', 'TP53', 'KDM1A', 'CCND1']
639	GO:BP	GO:0016575	histone deacetylation	0.0001861328267802	True	"""The modification of histones by removal of acetyl groups."" [GOC:ai]"	96	101	6	17376	0.0594059405940594	0.0625	query_1	['GO:0006476', 'GO:0016570']	['HDAC1', 'RBBP4', 'SIN3A', 'RCOR1', 'TP53', 'HDAC2']
640	GO:BP	GO:0007154	cell communication	0.0001861328267802	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5766	101	54	17376	0.5346534653465347	0.0093652445369406	query_1	['GO:0009987']	['SMAD1', 'MYRIP', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'STAT3', 'KIF5A', 'CCNB1', 'MAX', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'KIF5B', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'CDK5R1', 'CDKN1A', 'CCNA2', 'E2F2', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'MYO5A', 'RUVBL1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
641	GO:BP	GO:0007093	mitotic cell cycle checkpoint signaling	0.0001912902624414	True	"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	144	101	7	17376	0.0693069306930693	0.0486111111111111	query_1	['GO:0000075', 'GO:0045930', 'GO:1903047']	['CCNB1', 'CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
642	GO:BP	GO:0006469	negative regulation of protein kinase activity	0.0001914540942462	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	199	101	8	17376	0.0792079207920792	0.0402010050251256	query_1	['GO:0001933', 'GO:0033673', 'GO:0045859']	['CDKN2B', 'AKT1', 'RB1', 'CDKN2D', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B']
643	GO:BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	0.0001940622843365	True	"""Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"	261	101	9	17376	0.0891089108910891	0.0344827586206896	query_1	['GO:0044093', 'GO:0051090']	['AKT1', 'STAT3', 'TFDP1', 'CTNNB1', 'SMARCA4', 'EP300', 'ESR1', 'SMAD3', 'KDM1A']
644	GO:BP	GO:0001823	mesonephros development	0.0001949530472555	True	"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]"	97	101	6	17376	0.0594059405940594	0.0618556701030927	query_1	['GO:0001822']	['SMAD1', 'MYC', 'CTNNB1', 'SMAD2', 'SMAD4', 'SMAD3']
645	GO:BP	GO:1902808	positive regulation of cell cycle G1/S phase transition	0.0001958067865525	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	58	101	5	17376	0.0495049504950495	0.0862068965517241	query_1	['GO:0044843', 'GO:1901989', 'GO:1902806']	['AKT1', 'TFDP1', 'CCND2', 'CCND3', 'CCND1']
646	GO:CC	GO:0005675	transcription factor TFIIH holo complex	0.0001960026660249	True	"""A complex that is capable of kinase activity directed towards the C-terminal Domain (CTD) of the largest subunit of RNA polymerase II and is essential for initiation at RNA polymerase II promoters in vitro. It is composed of the core TFIIH complex and the TFIIK complex."" [GOC:ew, GOC:krc, PMID:14500720, PMID:22308316, PMID:22572993, PMID:7813015]"	12	101	3	17376	0.0297029702970297	0.25	query_1	['GO:0016591', 'GO:0032806', 'GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
647	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	0.0001967783828076	True	Cytokine Signaling in Immune system	706	101	14	17376	0.1386138613861386	0.0198300283286118	query_1	['REAC:R-HSA-168256']	['AKT1', 'MYC', 'STAT3', 'SMARCA4', 'RBX1', 'PSMC5', 'CDKN1A', 'SKP1', 'FOXO1', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'CCND1']
648	GO:BP	GO:0062197	cellular response to chemical stress	0.0002009725410281	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	101	10	17376	0.099009900990099	0.0303030303030303	query_1	['GO:0033554', 'GO:0070887']	['AKT1', 'CTNNB1', 'RBX1', 'SIN3A', 'CDK1', 'PCGF2', 'FOXO1', 'NQO1', 'TP53', 'HDAC2']
649	REAC	REAC:R-HSA-186712	Regulation of beta-cell development	0.000210120949519	True	Regulation of beta-cell development	37	101	4	17376	0.0396039603960396	0.1081081081081081	query_1	['REAC:R-HSA-1266738']	['AKT1', 'CREBBP', 'EP300', 'FOXO1']
650	GO:BP	GO:0051348	negative regulation of transferase activity	0.0002101243428377	True	"""Any process that stops or reduces the rate of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	264	101	9	17376	0.0891089108910891	0.034090909090909	query_1	['GO:0043086', 'GO:0051338']	['CDKN2B', 'AKT1', 'RB1', 'CDKN2D', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53']
651	GO:BP	GO:0042733	embryonic digit morphogenesis	0.0002112750876149	True	"""The process, occurring in the embryo, by which the anatomical structures of the digit are generated and organized. A digit is one of the terminal divisions of an appendage, such as a finger or toe."" [GOC:bf, GOC:jl, UBERON:0002544]"	59	101	5	17376	0.0495049504950495	0.0847457627118644	query_1	['GO:0030326', 'GO:0048598']	['CREBBP', 'CTNNB1', 'HDAC1', 'SMAD4', 'HDAC2']
652	REAC	REAC:R-HSA-198323	AKT phosphorylates targets in the cytosol	0.0002236505312056	True	AKT phosphorylates targets in the cytosol	14	101	3	17376	0.0297029702970297	0.2142857142857142	query_1	['REAC:R-HSA-1257604']	['AKT1', 'CDKN1A', 'CDKN1B']
653	REAC	REAC:R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	0.0002236505312056	True	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	73	101	5	17376	0.0495049504950495	0.0684931506849315	query_1	['REAC:R-HSA-5250913']	['EHMT2', 'CBX3', 'HDAC1', 'RBBP4', 'HDAC2']
654	REAC	REAC:R-HSA-1170546	Prolactin receptor signaling	0.0002236505312056	True	Prolactin receptor signaling	14	101	3	17376	0.0297029702970297	0.2142857142857142	query_1	['REAC:R-HSA-1280215']	['RBX1', 'SKP1', 'CUL1']
655	REAC	REAC:R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	0.0002291210332676	True	Association of TriC/CCT with target proteins during biosynthesis	38	101	4	17376	0.0396039603960396	0.1052631578947368	query_1	['REAC:R-HSA-390466']	['STAT3', 'CCNE2', 'CCNE1', 'TP53']
656	GO:BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	0.0002352324520642	True	"""Any process that activates or increases the frequency, rate or extent of TGF-beta receptor signaling pathway activity."" [GOC:go_curators]"	30	101	4	17376	0.0396039603960396	0.1333333333333333	query_1	['GO:0007179', 'GO:0017015', 'GO:0090100', 'GO:1903846']	['CDKN2B', 'CREBBP', 'SMAD4', 'EP300']
657	GO:BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	0.0002352324520642	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	30	101	4	17376	0.0396039603960396	0.1333333333333333	query_1	['GO:0048584', 'GO:0071560', 'GO:1903844']	['CDKN2B', 'CREBBP', 'SMAD4', 'EP300']
658	GO:BP	GO:0043434	response to peptide hormone	0.0002385517246859	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]"	411	101	11	17376	0.1089108910891089	0.0267639902676399	query_1	['GO:0009725', 'GO:1901652']	['AKT1', 'STAT3', 'MAX', 'RB1', 'CCNA2', 'MYO5A', 'SP1', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B']
659	GO:BP	GO:0051240	positive regulation of multicellular organismal process	0.0002385517246859	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1571	101	23	17376	0.2277227722772277	0.0146403564608529	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['SMAD1', 'BMI1', 'AKT1', 'MYC', 'STAT3', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'SIN3A', 'CDKN1A', 'SMAD2', 'SMAD4', 'E2F1', 'EHMT1', 'CDK1', 'SP1', 'KAT5', 'SMAD3', 'HDAC2', 'KDM1A', 'CCND1']
660	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.0002401071213031	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	101	14	17376	0.1386138613861386	0.0212443095599393	query_1	['GO:0009790']	['BMI1', 'AKT1', 'CCNB1', 'CTNNB1', 'CCNB2', 'SIN3A', 'CDK5R1', 'SMAD2', 'SMAD4', 'EP300', 'PCGF2', 'KAT5', 'TP53', 'SMAD3']
661	GO:BP	GO:0010942	positive regulation of cell death	0.0002460597049226	True	"""Any process that increases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	574	101	13	17376	0.1287128712871287	0.0226480836236933	query_1	['GO:0008219', 'GO:0010941', 'GO:0048522']	['MYC', 'CDK5', 'CTNNB1', 'CDK5R1', 'CDKN1A', 'RYBP', 'SMAD4', 'E2F1', 'CDKN2A', 'FOXO1', 'NQO1', 'CDKN1B', 'TP53']
662	GO:CC	GO:0000812	Swr1 complex	0.0002504326166974	True	"""A multisubunit protein complex that is involved in chromatin remodeling. It is required for the incorporation of the histone variant H2AZ into chromatin. In S. cerevisiae, the complex contains Swr1p, a Swi2/Snf2-related ATPase, and 12 additional subunits."" [GOC:rb, PMID:14645854, PMID:14690608, PMID:19355820]"	13	101	3	17376	0.0297029702970297	0.2307692307692307	query_1	['GO:0000118', 'GO:0000228', 'GO:0097346']	['TRRAP', 'RUVBL1', 'KAT5']
663	GO:BP	GO:0006367	transcription initiation at RNA polymerase II promoter	0.0002521407231765	True	"""A transcription initiation process that takes place at a RNA polymerase II gene promoter. Messenger RNAs (mRNA) genes, as well as some non-coding RNAs, are transcribed by RNA polymerase II."" [GOC:mah, GOC:txnOH]"	102	101	6	17376	0.0594059405940594	0.0588235294117647	query_1	['GO:0006352', 'GO:0006366']	['CDK7', 'E2F2', 'CCNH', 'ESR1', 'CDK4', 'TP53']
