Branchioskeletogenital syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1249	GO:BP	GO:0000003	reproduction	0.0009469532297672	True	"""The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."" [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]"	1465	100	20	17376	0.2	0.0136518771331058	query_1	['GO:0008150']	['SMAD1', 'NRIP1', 'AKT1', 'WDR77', 'SRC', 'STAT3', 'CTNNB1', 'SMARCA2', 'NCOR2', 'AR', 'CTNNA1', 'SIRT1', 'SMAD4', 'NOTCH1', 'RBPJ', 'ESR1', 'RARA', 'APP', 'HDAC2', 'SKIL']
1250	GO:BP	GO:0043542	endothelial cell migration	0.0009510168244017	True	"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]"	212	100	7	17376	0.07	0.0330188679245283	query_1	['GO:0010631']	['AKT1', 'SIRT1', 'NOTCH1', 'MECP2', 'SP1', 'CDH5', 'JUP']
1251	GO:BP	GO:0001816	cytokine production	0.0009568472348153	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	714	100	13	17376	0.13	0.0182072829131652	query_1	['GO:0010467', 'GO:0032501']	['SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'DLL1', 'SIRT1', 'SMAD4', 'RUNX1', 'RARA', 'APP', 'SMAD3', 'HDAC2']
1252	GO:BP	GO:2000677	regulation of transcription regulatory region DNA binding	0.0009586489129457	True	"""Any process that modulates the frequency, rate or extent of transcription regulatory region DNA binding."" [GOC:obol]"	52	100	4	17376	0.04	0.0769230769230769	query_1	['GO:0051101']	['PSEN1', 'CTNNB1', 'SIN3A', 'EP300']
1253	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	0.0009586489129457	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	100	4	17376	0.04	0.0769230769230769	query_1	['GO:0030518']	['SRC', 'AR', 'ESR1', 'FOXH1']
1254	GO:BP	GO:0014009	glial cell proliferation	0.0009586489129457	True	"""The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."" [GOC:ef, ISBN:0878932585]"	52	100	4	17376	0.04	0.0769230769230769	query_1	['GO:0008283', 'GO:0042063']	['NOTCH1', 'MECP2', 'SKI', 'TP53']
1255	REAC	REAC:R-HSA-1852241	Organelle biogenesis and maintenance	0.0009594720180621	True	Organelle biogenesis and maintenance	289	100	8	17376	0.08	0.0276816608996539	query_1	['REAC:0000000']	['RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
1256	GO:BP	GO:0071305	cellular response to vitamin D	0.0009621138700524	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin D stimulus."" [GOC:mah]"	21	100	3	17376	0.03	0.1428571428571428	query_1	['GO:0033280', 'GO:0071295', 'GO:0071396', 'GO:0071407', 'GO:1901701']	['RXRA', 'RXRB', 'SNW1']
1257	GO:BP	GO:0090043	regulation of tubulin deacetylation	0.0009621138700524	True	"""Any process that modulates the frequency, rate or extent of tubulin deacetylation. Tubulin deacetylation is the removal of an acetyl group from a protein amino acid."" [GOC:BHF, GOC:dph, GOC:tb]"	21	100	3	17376	0.03	0.1428571428571428	query_1	['GO:0090042', 'GO:0090311']	['KAT2A', 'EP300', 'KAT2B']
1258	GO:BP	GO:0002089	lens morphogenesis in camera-type eye	0.0009621138700524	True	"""The process in which the anatomical structures of the lens are generated and organized. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, GOC:mtg_sensu]"	21	100	3	17376	0.03	0.1428571428571428	query_1	['GO:0002088', 'GO:0009653', 'GO:0048593']	['CTNNB1', 'SKI', 'HIPK2']
1259	GO:BP	GO:0043011	myeloid dendritic cell differentiation	0.0009621138700524	True	"""The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."" [CL:0000782, GOC:jl]"	21	100	3	17376	0.03	0.1428571428571428	query_1	['GO:0001773', 'GO:0002573', 'GO:0097028']	['PSEN1', 'RBPJ', 'NOTCH2']
1260	GO:BP	GO:0051571	positive regulation of histone H3-K4 methylation	0.0009621138700524	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:mah]"	21	100	3	17376	0.03	0.1428571428571428	query_1	['GO:0031062', 'GO:0051568', 'GO:0051569']	['CTNNB1', 'SMAD4', 'SNW1']
1261	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	0.0009644484286196	True	Potential therapeutics for SARS	99	100	5	17376	0.05	0.0505050505050505	query_1	['REAC:R-HSA-9679506']	['REST', 'HDAC1', 'RCOR1', 'HDAC2', 'KDM1A']
1262	GO:BP	GO:0002218	activation of innate immune response	0.0009689685229479	True	"""Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."" [GO_REF:0000022, GOC:add, GOC:mtg_sensu, ISBN:0781735149, PMID:15199967, PMID:16177805]"	213	100	7	17376	0.07	0.0328638497652582	query_1	['GO:0002253', 'GO:0045089']	['CREBBP', 'SRC', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'ESR1']
1263	GO:BP	GO:0010469	regulation of signaling receptor activity	0.0009991524659292	True	"""Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."" [GOC:dph, GOC:tb]"	151	100	6	17376	0.06	0.0397350993377483	query_1	['GO:0009966', 'GO:0065009']	['NCOA3', 'SRC', 'PSEN1', 'HDAC1', 'APP', 'HDAC2']
1264	GO:BP	GO:0042325	regulation of phosphorylation	0.0010005436634775	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1133	100	17	17376	0.17	0.0150044130626654	query_1	['GO:0016310', 'GO:0019220']	['AKT1', 'SRC', 'PSEN1', 'PIK3R1', 'AR', 'WWTR1', 'EGFR', 'SIRT1', 'SMAD4', 'HDAC3', 'KAT2B', 'PDE8A', 'APP', 'TP53', 'CDH5', 'HDAC2', 'HIPK2']
1265	GO:CC	GO:0000793	condensed chromosome	0.0010024995102654	True	"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct structure."" [GOC:elh]"	273	100	8	17376	0.08	0.0293040293040293	query_1	['GO:0005694']	['UBE2I', 'PSEN1', 'SMARCA4', 'SIN3A', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
1266	GO:CC	GO:0043296	apical junction complex	0.0010131878978529	True	"""A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability."" [GOC:go_curators, GOC:kmv, PMID:12525486, PMID:15196556]"	144	100	6	17376	0.06	0.0416666666666666	query_1	['GO:0005911']	['CTNNB1', 'CTNNA1', 'CDH1', 'CTNND1', 'CDH5', 'JUP']
1267	GO:BP	GO:0097306	cellular response to alcohol	0.0010154713865221	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr]"	97	100	5	17376	0.05	0.0515463917525773	query_1	['GO:0071310', 'GO:0097305', 'GO:1901701']	['AKT1', 'CTNNB1', 'CTNNA1', 'CDH1', 'JUP']
1268	GO:BP	GO:0044784	metaphase/anaphase transition of cell cycle	0.0010154713865221	True	"""The cell cycle process in which a cell progresses from metaphase to anaphase as part of the cell cycle."" [GOC:mtg_cell_cycle]"	97	100	5	17376	0.05	0.0515463917525773	query_1	['GO:0033045', 'GO:0044770']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
1269	GO:BP	GO:0070372	regulation of ERK1 and ERK2 cascade	0.001029147649825	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]"	286	100	8	17376	0.08	0.0279720279720279	query_1	['GO:0043408', 'GO:0070371']	['SRC', 'EGFR', 'SMAD4', 'NOTCH1', 'NOTCH2', 'PRMT5', 'PDE8A', 'APP']
1270	GO:CC	GO:0071664	catenin-TCF7L2 complex	0.0010485842440577	True	"""A protein complex that contains a catenin and TCF7L2 (TCF4), binds to the TCF DNA motif within a promoter element, and is involved in the regulation of WNT target gene transcription."" [GOC:BHF, GOC:rl, GOC:vk, PMID:14661054]"	4	100	2	17376	0.02	0.5	query_1	['GO:0140513']	['CTNNB1', 'JUP']
1271	GO:CC	GO:0014704	intercalated disc	0.0010485842440577	True	"""A complex cell-cell junction at which myofibrils terminate in cardiomyocytes; mediates mechanical and electrochemical integration between individual cardiomyocytes. The intercalated disc contains regions of tight mechanical attachment (fasciae adherentes and desmosomes) and electrical coupling (gap junctions) between adjacent cells."" [GOC:mtg_muscle, PMID:11732910]"	50	100	4	17376	0.04	0.08	query_1	['GO:0044291']	['CTNNB1', 'CTNNA1', 'CDH2', 'JUP']
1272	GO:BP	GO:0051494	negative regulation of cytoskeleton organization	0.0010673984380013	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	153	100	6	17376	0.06	0.0392156862745098	query_1	['GO:0007010', 'GO:0010639', 'GO:0051493']	['PIK3R1', 'KAT2A', 'SMAD4', 'KAT2B', 'CTNNA2', 'CDH5']
1273	GO:BP	GO:0002263	cell activation involved in immune response	0.0010765774167466	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	288	100	8	17376	0.08	0.0277777777777777	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['PSEN1', 'STAT3', 'KMT2A', 'DLL1', 'NOTCH2', 'RARA', 'APP', 'TP53']
1274	GO:BP	GO:0010611	regulation of cardiac muscle hypertrophy	0.0010935446135807	True	"""Any process that modulates the rate, frequency or extent of the enlargement or overgrowth of all or part of the heart due to an increase in size (not length) of individual cardiac muscle fibers, without cell division."" [GOC:dph, GOC:tb]"	54	100	4	17376	0.04	0.074074074074074	query_1	['GO:0003300', 'GO:0014743', 'GO:0043502']	['SMAD4', 'NOTCH1', 'FOXO1', 'SMAD3']
1275	GO:BP	GO:0001541	ovarian follicle development	0.0010935446135807	True	"""The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	54	100	4	17376	0.04	0.074074074074074	query_1	['GO:0003006', 'GO:0008585', 'GO:0048856']	['SRC', 'CTNNA1', 'SMAD4', 'ESR1']
1276	GO:BP	GO:0003323	type B pancreatic cell development	0.0010962137403846	True	"""The process whose specific outcome is the progression of a type B pancreatic cell over time, from its formation to the mature structure. A type B pancreatic cell is a cell located towards center of the islets of Langerhans that secretes insulin."" [CL:0000169, GOC:dph]"	22	100	3	17376	0.03	0.1363636363636363	query_1	['GO:0002068', 'GO:0003309']	['AKT1', 'DLL1', 'CDH2']
1277	GO:BP	GO:0060571	morphogenesis of an epithelial fold	0.0010962137403846	True	"""The morphogenetic process in which an epithelial sheet bends along a linear axis."" [GOC:dph]"	22	100	3	17376	0.03	0.1363636363636363	query_1	['GO:0002009']	['CTNNB1', 'AR', 'EGFR']
1278	GO:BP	GO:0090316	positive regulation of intracellular protein transport	0.0010990062578616	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:tb]"	154	100	6	17376	0.06	0.0389610389610389	query_1	['GO:0006886', 'GO:0032388', 'GO:0033157', 'GO:0051222']	['PSEN1', 'PIK3R1', 'HDAC3', 'CDH1', 'SMAD3', 'JUP']
1279	REAC	REAC:R-HSA-5250913	Positive epigenetic regulation of rRNA expression	0.0011023005831088	True	Positive epigenetic regulation of rRNA expression	102	100	5	17376	0.05	0.0490196078431372	query_1	['REAC:R-HSA-212165']	['KAT2A', 'HDAC1', 'EP300', 'KAT2B', 'HDAC2']
1280	GO:BP	GO:0032760	positive regulation of tumor necrosis factor production	0.0011058059409746	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]"	99	100	5	17376	0.05	0.0505050505050505	query_1	['GO:0032640', 'GO:0032680', 'GO:1903557']	['PSEN1', 'STAT3', 'PIK3R1', 'APP', 'HDAC2']
1281	GO:BP	GO:0045639	positive regulation of myeloid cell differentiation	0.0011058059409746	True	"""Any process that activates or increases the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	99	100	5	17376	0.05	0.0505050505050505	query_1	['GO:0030099', 'GO:0045597', 'GO:0045637']	['STAT3', 'FOXO3', 'RUNX1', 'NOTCH2', 'RCOR1']
1282	GO:BP	GO:0031344	regulation of cell projection organization	0.0011160864301484	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	631	100	12	17376	0.12	0.0190174326465927	query_1	['GO:0030030', 'GO:0051128']	['AKT1', 'SRC', 'PSEN1', 'PIK3R1', 'KAT2A', 'CDH2', 'EP300', 'CDH1', 'CTNNA2', 'HDAC2', 'KDM1A', 'SKIL']
1283	GO:BP	GO:0050807	regulation of synapse organization	0.0011295613549104	True	"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]"	219	100	7	17376	0.07	0.0319634703196347	query_1	['GO:0050803', 'GO:0050808', 'GO:0051128']	['AKT1', 'ADAM10', 'PSEN1', 'CTNNB1', 'CDH2', 'CTNNA2', 'APP']
1284	GO:BP	GO:0043933	protein-containing complex organization	0.0011322736194478	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1727	100	22	17376	0.22	0.0127388535031847	query_1	['GO:0016043']	['SMAD1', 'WDR77', 'CREBBP', 'ADAM10', 'SRC', 'NR1H2', 'SMARCA4', 'KMT2A', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'PRMT5', 'SMARCC2', 'ESR1', 'CLNS1A', 'TP53', 'CDH5', 'SMAD3', 'SMARCC1']
1285	GO:BP	GO:1990845	adaptive thermogenesis	0.0011322736194478	True	"""The regulated production of heat in response to short term environmental changes, such as stress, diet or reduced temperature."" [PMID:17260010, PMID:20363363]"	155	100	6	17376	0.06	0.0387096774193548	query_1	['GO:0008152']	['NR1H2', 'NR1H3', 'NOTCH1', 'RBPJ', 'HDAC3', 'KDM1A']
1286	REAC	REAC:R-HSA-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	0.0011511825789318	True	RUNX1 regulates transcription of genes involved in interleukin signaling	5	100	2	17376	0.02	0.4	query_1	['REAC:R-HSA-8878171']	['CBFB', 'RUNX1']
1287	REAC	REAC:R-HSA-3656534	Loss of Function of TGFBR1 in Cancer	0.0011511825789318	True	Loss of Function of TGFBR1 in Cancer	5	100	2	17376	0.02	0.4	query_1	['REAC:R-HSA-3304351']	['SMAD2', 'SMAD3']
1288	REAC	REAC:R-HSA-8935964	RUNX1 regulates expression of components of tight junctions	0.0011511825789318	True	RUNX1 regulates expression of components of tight junctions	5	100	2	17376	0.02	0.4	query_1	['REAC:R-HSA-8878171']	['CBFB', 'RUNX1']
1289	GO:BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	0.0011530599078325	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	100	100	5	17376	0.05	0.05	query_1	['GO:0097193', 'GO:1902532', 'GO:2001234', 'GO:2001242']	['AKT1', 'SRC', 'HDAC1', 'SIRT1', 'KDM1A']
1290	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0011603364904216	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	100	4	17376	0.04	0.0727272727272727	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['CTNNB1', 'FOXG1', 'NOTCH1', 'KDM1A']
1291	GO:BP	GO:0003229	ventricular cardiac muscle tissue development	0.0011603364904216	True	"""The process whose specific outcome is the progression of ventricular cardiac muscle over time, from its formation to the mature structure."" [GOC:mtg_heart]"	55	100	4	17376	0.04	0.0727272727272727	query_1	['GO:0048738']	['SMAD4', 'NOTCH1', 'RBPJ', 'FOXH1']
