Mandibuloacral dysplasia with type A lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
236	GO:BP	GO:0033365	protein localization to organelle	0.0001669109085192	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	100	18	15719	0.18	0.0194805194805194	query_1	['GO:0008104']	['MTX2', 'LMNA', 'XPA', 'MSH2', 'MTX1', 'RPA2', 'BRCA2', 'PARP1', 'XRCC4', 'XRCC5', 'RPA1', 'VRK1', 'POLA2', 'BARD1', 'WRN', 'TP53', 'CHCHD10', 'SAMM50']
107	REAC	REAC:R-HSA-113510	E2F mediated regulation of DNA replication	0.0001712379319386	True	E2F mediated regulation of DNA replication	22	96	4	10022	0.0416666666666666	0.1818181818181818	query_1	['REAC:R-HSA-69206']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
237	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	0.0001790288114806	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3000	100	37	15719	0.37	0.0123333333333333	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['RBBP8', 'LMNA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'WRN', 'TP53', 'CHCHD10', 'PNKP', 'RNF8']
238	GO:BP	GO:0010835	regulation of protein ADP-ribosylation	0.000179942190599	True	"""Any process that modulates the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids."" [GOC:dph, GOC:tb]"	9	100	3	15719	0.03	0.3333333333333333	query_1	['GO:0051338']	['XRCC1', 'PNKP', 'BANF1']
239	GO:BP	GO:0097190	apoptotic signaling pathway	0.0001799712146606	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	588	100	14	15719	0.14	0.0238095238095238	query_1	['GO:0006915', 'GO:0007165']	['LMNA', 'NBN', 'MSH2', 'MLH1', 'BRCA2', 'PARP1', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'POLB', 'TP53', 'CHCHD10', 'MSH6']
82	GO:CC	GO:0005740	mitochondrial envelope	0.0001927181375298	True	"""The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."" [GOC:ai, GOC:pz]"	755	102	15	16420	0.1470588235294117	0.0198675496688741	query_1	['GO:0005739', 'GO:0031967']	['MICOS10', 'MTX3', 'MTX2', 'MICOS13', 'MTX1', 'CHCHD3', 'APOOL', 'VDAC1', 'CARD19', 'APOO', 'CHCHD6', 'DNAJC11', 'CHCHD10', 'SAMM50', 'IMMT']
240	GO:BP	GO:0045830	positive regulation of isotype switching	0.0002113078401034	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching."" [GOC:go_curators]"	27	100	4	15719	0.04	0.1481481481481481	query_1	['GO:0002639', 'GO:0002891', 'GO:0045190', 'GO:0045191', 'GO:0045911', 'GO:0050871', 'GO:0051094']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
241	GO:BP	GO:1901362	organic cyclic compound biosynthetic process	0.0002113078401034	True	"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]"	3923	100	44	15719	0.44	0.0112159061942391	query_1	['GO:1901360', 'GO:1901576']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'CHCHD10', 'PNKP', 'POLE', 'POLD2', 'RNF8']
242	GO:BP	GO:0031324	negative regulation of cellular metabolic process	0.0002406884113583	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2090	100	29	15719	0.29	0.0138755980861244	query_1	['GO:0009892', 'GO:0031323', 'GO:0044237', 'GO:0048523']	['RBBP8', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'VDAC1', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'RMI2', 'TP53', 'NEIL1', 'RNF8', 'MSH6']
243	GO:BP	GO:0051351	positive regulation of ligase activity	0.0002496059299193	True	"""Any process that activates or increases the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate."" [GOC:ai]"	10	100	3	15719	0.03	0.3	query_1	['GO:0043085', 'GO:0051340']	['XRCC4', 'NHEJ1', 'XRCC1']
244	GO:BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	0.0002496059299193	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	10	100	3	15719	0.03	0.3	query_1	['GO:0045830', 'GO:0048291', 'GO:0048302']	['MSH2', 'PAXIP1', 'MLH1']
245	GO:BP	GO:0002443	leukocyte mediated immunity	0.0002582693986934	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	381	100	11	15719	0.11	0.0288713910761154	query_1	['GO:0002252']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
246	GO:BP	GO:0000002	mitochondrial genome maintenance	0.0002764753433846	True	"""The maintenance of the structure and integrity of the mitochondrial genome; includes replication and segregation of the mitochondrial chromosome."" [GOC:ai, GOC:vw]"	29	100	4	15719	0.04	0.1379310344827586	query_1	['GO:0007005']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
108	REAC	REAC:R-HSA-5632987	Defective Mismatch Repair Associated With PMS2	0.0002882201911659	True	Defective Mismatch Repair Associated With PMS2	2	96	2	10022	0.0208333333333333	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
111	REAC	REAC:R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	0.0002882201911659	True	Defective DNA double strand break response due to BARD1 loss of function	2	96	2	10022	0.0208333333333333	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
114	REAC	REAC:R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	0.0002882201911659	True	Defective DNA double strand break response due to BRCA1 loss of function	2	96	2	10022	0.0208333333333333	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
113	REAC	REAC:R-HSA-5632968	Defective Mismatch Repair Associated With MSH6	0.0002882201911659	True	Defective Mismatch Repair Associated With MSH6	2	96	2	10022	0.0208333333333333	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH6']
112	REAC	REAC:R-HSA-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	0.0002882201911659	True	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	2	96	2	10022	0.0208333333333333	1.0	query_1	['REAC:R-HSA-110381']	['APEX1', 'POLB']
110	REAC	REAC:R-HSA-5632927	Defective Mismatch Repair Associated With MSH3	0.0002882201911659	True	Defective Mismatch Repair Associated With MSH3	2	96	2	10022	0.0208333333333333	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3']
109	REAC	REAC:R-HSA-5545483	Defective Mismatch Repair Associated With MLH1	0.0002882201911659	True	Defective Mismatch Repair Associated With MLH1	2	96	2	10022	0.0208333333333333	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
115	REAC	REAC:R-HSA-1852241	Organelle biogenesis and maintenance	0.0003071804627136	True	Organelle biogenesis and maintenance	290	96	11	10022	0.1145833333333333	0.0379310344827586	query_1	['REAC:0000000']	['MICOS10', 'MTX2', 'MICOS13', 'MTX1', 'CHCHD3', 'APOOL', 'APOO', 'CHCHD6', 'DNAJC11', 'SAMM50', 'IMMT']
250	GO:BP	GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	0.0003310833580161	True	"""Any nucleotide-excision repair that is involved in interstrand cross-link repair."" [GOC:TermGenie, PMID:22064477]"	2	100	2	15719	0.02	1.0	query_1	['GO:0006289', 'GO:0036297']	['XPA', 'ERCC4']
249	GO:BP	GO:0045004	DNA replication proofreading	0.0003310833580161	True	"""Correction of replication errors by DNA polymerase using a 3'-5' exonuclease activity."" [GOC:ai]"	2	100	2	15719	0.02	1.0	query_1	['GO:0006281', 'GO:0045005']	['POLD1', 'POLE']
248	GO:BP	GO:1990426	mitotic recombination-dependent replication fork processing	0.0003310833580161	True	"""Replication fork processing that includes recombination between DNA near the arrested fork and homologous sequences. Proteins involved in homologous recombination are required for replication restart."" [GOC:mah, PMID:23093942]"	2	100	2	15719	0.02	1.0	query_1	['GO:0031297', 'GO:1990505']	['BRCA2', 'RAD51']
247	GO:BP	GO:0044778	meiotic DNA integrity checkpoint signaling	0.0003310833580161	True	"""A signal transduction process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during meiosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	2	100	2	15719	0.02	1.0	query_1	['GO:0031570', 'GO:0033313']	['HUS1', 'HUS1B']
252	GO:BP	GO:1903518	positive regulation of single strand break repair	0.0003310833580161	True	"""Any process that activates or increases the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"	2	100	2	15719	0.02	1.0	query_1	['GO:0000012', 'GO:0045739', 'GO:1903516']	['PARP1', 'XRCC1']
253	GO:BP	GO:1990505	mitotic DNA replication maintenance of fidelity	0.0003310833580161	True	"""Any maintenance of fidelity that is involved in mitotic cell cycle DNA replication."" [PMID:19185548]"	2	100	2	15719	0.02	1.0	query_1	['GO:1902298', 'GO:1902969', 'GO:1903047']	['BRCA2', 'RAD51']
254	GO:BP	GO:0000710	meiotic mismatch repair	0.0003310833580161	True	"""A system for the identification and correction of base-base mismatches, small insertion-deletion loops, and regions of heterology that are present in duplex DNA formed with strands from two recombining molecules. Correction of the mismatch can result in non-Mendelian segregation of alleles following meiosis."" [GOC:elh, PMID:10357855]"	2	100	2	15719	0.02	1.0	query_1	['GO:0006298', 'GO:0061982']	['ERCC1', 'MSH6']
251	GO:BP	GO:1902298	cell cycle DNA replication maintenance of fidelity	0.0003310833580161	True	"""Any maintenance of fidelity that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	2	100	2	15719	0.02	1.0	query_1	['GO:0022402', 'GO:0044786', 'GO:0045005']	['BRCA2', 'RAD51']
255	GO:BP	GO:0031325	positive regulation of cellular metabolic process	0.0003343165465491	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2845	100	35	15719	0.35	0.0123022847100175	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['RBBP8', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'VDAC1', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'WRN', 'TP53', 'CHCHD10', 'PNKP', 'RNF8']
83	GO:CC	GO:0043564	Ku70:Ku80 complex	0.0003438722263534	True	"""Heterodimeric protein complex composed of a 70 kDa and a 80 kDa subunit, binds DNA through a channel formed by the heterodimer. Functions in DNA double stranded break repair, chromosome maintenance, transcription regulation, V(D)J recombination, and activation of DNA-PK."" [PMID:12518983]"	3	102	2	16420	0.0196078431372549	0.6666666666666666	query_1	['GO:0140513']	['XRCC6', 'XRCC5']
256	GO:BP	GO:0010390	histone monoubiquitination	0.0003486002392081	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	100	4	15719	0.04	0.1290322580645161	query_1	['GO:0006513', 'GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
258	GO:BP	GO:0002712	regulation of B cell mediated immunity	0.0003721273270385	True	"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	62	100	5	15719	0.05	0.0806451612903225	query_1	['GO:0002706', 'GO:0002822', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
257	GO:BP	GO:0002889	regulation of immunoglobulin mediated immune response	0.0003721273270385	True	"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	62	100	5	15719	0.05	0.0806451612903225	query_1	['GO:0002712', 'GO:0016064']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
259	GO:BP	GO:1904356	regulation of telomere maintenance via telomere lengthening	0.0004006351015374	True	"""Any process that modulates the frequency, rate or extent of telomere maintenance via telomere lengthening."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	63	100	5	15719	0.05	0.0793650793650793	query_1	['GO:0010833', 'GO:0032204']	['PARP1', 'XRCC5', 'ERCC4', 'ATM', 'PNKP']
260	GO:BP	GO:0070914	UV-damage excision repair	0.0004239737320737	True	"""A DNA repair process that is initiated by an endonuclease that introduces a single-strand incision immediately 5' of a UV-induced damage site. UV-damage excision repair acts on both cyclobutane pyrimidine dimers (CPDs) and pyrimidine-pyrimidone 6-4 photoproducts (6-4PPs)."" [GOC:mah, PMID:9619100]"	12	100	3	15719	0.03	0.25	query_1	['GO:0006281', 'GO:0034644']	['XPA', 'POLD3', 'ERCC1']
261	GO:BP	GO:0051340	regulation of ligase activity	0.0004239737320737	True	"""Any process that modulates the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate. Ligase is the systematic name for any enzyme of EC class 6."" [GOC:ai]"	12	100	3	15719	0.03	0.25	query_1	['GO:0050790']	['XRCC4', 'NHEJ1', 'XRCC1']
262	GO:BP	GO:0045143	homologous chromosome segregation	0.0004607806729765	True	"""The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the first division of the meiotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner; this pairing off, referred to as synapsis, permits genetic recombination. One homolog (both sister chromatids) of each morphologic type goes into each of the resulting chromosome sets."" [GOC:ai, ISBN:0815316194]"	65	100	5	15719	0.05	0.0769230769230769	query_1	['GO:0007127', 'GO:0045132']	['BRIP1', 'MLH1', 'FANCD2', 'ATM', 'MRE11']
263	GO:BP	GO:0007059	chromosome segregation	0.0004785189855504	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]"	411	100	11	15719	0.11	0.0267639902676399	query_1	['GO:0022402']	['BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'TOP3A', 'BRCA1', 'RMI2', 'RMI1', 'BANF1']
264	GO:BP	GO:0035556	intracellular signal transduction	0.0005296634086357	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2545	100	32	15719	0.32	0.0125736738703339	query_1	['GO:0007165']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'PAXIP1', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'PARP1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'HUS1B', 'CARD19', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'POLB', 'TP53', 'MSH6']
265	GO:BP	GO:0010225	response to UV-C	0.0005403705389911	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-C radiation stimulus. UV-C radiation (UV-C light) spans the wavelengths 100 to 280 nm."" [GOC:tb]"	13	100	3	15719	0.03	0.2307692307692307	query_1	['GO:0009411']	['BRCA2', 'WRN', 'TP53']
266	GO:BP	GO:0048523	negative regulation of cellular process	0.0005441728817382	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4494	100	47	15719	0.47	0.0104583889630618	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'LIG4', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'BRCA2', 'RAD1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'VDAC1', 'RAD51', 'APEX1', 'HUS1B', 'CARD19', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'EMD', 'RMI2', 'TP53', 'NEIL1', 'RNF8', 'MSH6']
116	REAC	REAC:R-HSA-3371511	HSF1 activation	0.0005491052836492	True	HSF1 activation	12	96	3	10022	0.03125	0.25	query_1	['REAC:R-HSA-3371556']	['RPA2', 'RPA3', 'RPA1']
84	GO:CC	GO:0000152	nuclear ubiquitin ligase complex	0.0006069051704409	True	"""A ubiquitin ligase complex found in the nucleus."" [GOC:mah]"	47	102	4	16420	0.0392156862745098	0.0851063829787234	query_1	['GO:0000151', 'GO:0140513']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
267	GO:BP	GO:0031323	regulation of cellular metabolic process	0.0006386775440971	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5085	100	51	15719	0.51	0.0100294985250737	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['RBBP8', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'RNF8', 'MSH6']
85	GO:CC	GO:0016035	zeta DNA polymerase complex	0.0006613340320049	True	"""A heterodimeric DNA polymerase complex that catalyzes error-prone DNA synthesis in contexts such as translesion synthesis and double-stranded break repair. First characterized in Saccharomyces, in which the subunits are Rev3p and Rev7p; a third protein, Rev1p, is often associated with the polymerase dimer."" [PMID:16631579, PMID:16971464]"	4	102	2	16420	0.0196078431372549	0.5	query_1	['GO:0042575']	['POLD3', 'POLD2']
