Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
388	GO:BP	GO:0008064	regulation of actin polymerization or depolymerization	3.435756264416711e-05	True	"""Any process that modulates the frequency, rate or extent of the assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament."" [GOC:mah]"	146	100	8	15719	0.08	0.0547945205479452	query_1	['GO:0008154', 'GO:0030832', 'GO:0110053']	['NCK1', 'PIK3R2', 'SH3BP1', 'WAS', 'GRB2', 'PIK3CA', 'PTK2B', 'NCK2']
389	GO:BP	GO:0022008	neurogenesis	3.4576400988731744e-05	True	"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	1581	100	26	15719	0.26	0.0164452877925363	query_1	['GO:0007399', 'GO:0030154']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'FN1', 'SPP1', 'CRK', 'HGF', 'RET', 'WASL', 'SOS1', 'FYN', 'LYN', 'GFRA3', 'EGFR', 'VCL', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'ARTN', 'CD3E', 'PTPN11', 'NCK2']
46	GO:CC	GO:0005884	actin filament	3.734291960118915e-05	True	"""A filamentous structure formed of a two-stranded helical polymer of the protein actin and associated proteins. Actin filaments are a major component of the contractile apparatus of skeletal muscle and the microfilaments of the cytoskeleton of eukaryotic cells. The filaments, comprising polymerized globular actin molecules, appear as flexible structures with a diameter of 5-9 nm. They are organized into a variety of linear bundles, two-dimensional networks, and three dimensional gels. In the cytoskeleton they are most highly concentrated in the cortex of the cell just beneath the plasma membrane."" [GOC:mah, ISBN:0198506732, PMID:10666339]"	112	100	7	16420	0.07	0.0625	query_1	['GO:0015629', 'GO:0099513']	['SRC', 'WIPF3', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS']
390	GO:BP	GO:0072678	T cell migration	3.747031388261772e-05	True	"""The movement of a T cell within or between different tissues and organs of the body."" [CL:0000084, GOC:BHF, GOC:mah]"	68	100	6	15719	0.06	0.088235294117647	query_1	['GO:0072676']	['PIK3CG', 'ITGB3', 'CRK', 'PIK3CD', 'ZAP70', 'CRKL']
391	GO:BP	GO:0009888	tissue development	3.904854016668753e-05	True	"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"	1908	100	29	15719	0.29	0.0151991614255765	query_1	['GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'HGF', 'RET', 'ADAMTSL2', 'SOS1', 'PIK3CD', 'ITGA5', 'SH3BP1', 'WAS', 'GRB2', 'EGFR', 'PIK3CA', 'VCL', 'PTK2B', 'VTN', 'PTK2', 'ITGB6', 'ARTN', 'PTPN11', 'PDGFRA']
392	GO:BP	GO:0030832	regulation of actin filament length	3.945410265660158e-05	True	"""Any process that controls the length of actin filaments in a cell."" [GOC:dph, GOC:mah]"	149	100	8	15719	0.08	0.0536912751677852	query_1	['GO:0032535', 'GO:0032956']	['NCK1', 'PIK3R2', 'SH3BP1', 'WAS', 'GRB2', 'PIK3CA', 'PTK2B', 'NCK2']
393	GO:BP	GO:0048523	negative regulation of cellular process	3.945410265660158e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4494	100	50	15719	0.5	0.0111259457053849	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'CRK', 'PTPN23', 'HGF', 'SHC1', 'ADAMTSL2', 'PLCG2', 'ZNF398', 'WASL', 'ITGA5', 'SH3BP1', 'FYN', 'WAS', 'LYN', 'SHB', 'EGFR', 'PIK3CA', 'FGB', 'VCL', 'PLCG1', 'FGG', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'LITAF', 'CRKL', 'PTK2', 'LCK', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRB7']
174	REAC	REAC:R-HSA-5654720	PI-3K cascade:FGFR4	4.07919499700564e-05	True	PI-3K cascade:FGFR4	16	97	4	10022	0.0412371134020618	0.25	query_1	['REAC:R-HSA-5654716']	['PIK3R1', 'GAB1', 'PIK3CA', 'PTPN11']
175	REAC	REAC:R-HSA-1226099	Signaling by FGFR in disease	4.109386103106336e-05	True	Signaling by FGFR in disease	55	97	6	10022	0.0618556701030927	0.109090909090909	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1', 'GAB2']
394	GO:BP	GO:0045807	positive regulation of endocytosis	4.344209035245522e-05	True	"""Any process that activates or increases the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	151	100	8	15719	0.08	0.0529801324503311	query_1	['GO:0006897', 'GO:0030100', 'GO:0051050', 'GO:0051130']	['RAPGEF1', 'PLCG2', 'WASL', 'SYK', 'FCGR1A', 'VTN', 'DOCK2', 'CBL']
395	GO:BP	GO:0051234	establishment of localization	4.357225184204453e-05	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4373	100	49	15719	0.49	0.0112051223416418	query_1	['GO:0051179']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'PTPN23', 'PLCG2', 'WASL', 'PIK3CD', 'CYP4A11', 'SH3BP1', 'FYN', 'WAS', 'LAT', 'LYN', 'STAM', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'VTN', 'GAB2', 'PTK2', 'DOCK2', 'LCK', 'ELMO1', 'PTPN11', 'CBL', 'ELMO2']
396	GO:BP	GO:0046474	glycerophospholipid biosynthetic process	4.497455262668021e-05	True	"""The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]"	202	100	9	15719	0.09	0.0445544554455445	query_1	['GO:0006650', 'GO:0008654', 'GO:0045017']	['PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
397	GO:BP	GO:0035728	response to hepatocyte growth factor	4.497455262668021e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	19	100	4	15719	0.04	0.2105263157894736	query_1	['GO:0070848']	['BCAR1', 'CRK', 'HGF', 'GAB1']
398	GO:BP	GO:0045780	positive regulation of bone resorption	4.497455262668021e-05	True	"""Any process that activates or increases the frequency, rate or extent of bone resorption."" [GOC:go_curators]"	19	100	4	15719	0.04	0.2105263157894736	query_1	['GO:0045124', 'GO:0045453', 'GO:0051240']	['SRC', 'SPP1', 'ITGB3', 'SYK']
399	GO:BP	GO:0061045	negative regulation of wound healing	4.7195580628836966e-05	True	"""Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:dph]"	71	100	6	15719	0.06	0.0845070422535211	query_1	['GO:0032102', 'GO:0042060', 'GO:0061041', 'GO:1903035']	['FGA', 'CRK', 'FGB', 'FGG', 'VTN', 'PDGFRA']
400	GO:BP	GO:0051701	biological process involved in interaction with host	4.8401638033540775e-05	True	"""An interaction between two organisms living together in more or less intimate association. The term host is used for the larger (macro) of the two members of a symbiosis; the various forms of symbiosis include parasitism, commensalism and mutualism."" [GOC:cc]"	204	100	9	15719	0.09	0.0441176470588235	query_1	['GO:0044403']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'CBL']
47	GO:CC	GO:0032991	protein-containing complex	4.881692046309385e-05	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5491	100	55	16420	0.55	0.0100163904571116	query_1	['GO:0005575']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'PIK3CG', 'FGA', 'ITGB3', 'HGS', 'PIK3R1', 'WIPF3', 'STAM2', 'PIK3R6', 'CRK', 'RET', 'SHC1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'SH3BP1', 'LAT', 'ZAP70', 'LYN', 'STAM', 'GFRA3', 'GRB2', 'LCP2', 'EGFR', 'AKAP10', 'PIK3CA', 'FGB', 'VCL', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'CD247', 'ITGB6', 'CD3E', 'ELMO1', 'PTPN11', 'CBL', 'PDGFRA']
177	REAC	REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	4.9452866148835245e-05	True	Non-integrin membrane-ECM interactions	57	97	6	10022	0.0618556701030927	0.1052631578947368	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'VTN']
180	REAC	REAC:R-HSA-9706374	FLT3 signaling through SRC family kinases	4.9452866148835245e-05	True	FLT3 signaling through SRC family kinases	6	97	3	10022	0.0309278350515463	0.5	query_1	['REAC:R-HSA-9607240']	['FYN', 'SYK', 'LCK']
176	REAC	REAC:R-HSA-1566977	Fibronectin matrix formation	4.9452866148835245e-05	True	Fibronectin matrix formation	6	97	3	10022	0.0309278350515463	0.5	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'FN1', 'ITGA5']
179	REAC	REAC:R-HSA-9603381	Activated NTRK3 signals through PI3K	4.9452866148835245e-05	True	Activated NTRK3 signals through PI3K	6	97	3	10022	0.0309278350515463	0.5	query_1	['REAC:R-HSA-9034015']	['SRC', 'PIK3R1', 'PIK3CA']
178	REAC	REAC:R-HSA-9028335	Activated NTRK2 signals through PI3K	4.9452866148835245e-05	True	Activated NTRK2 signals through PI3K	6	97	3	10022	0.0309278350515463	0.5	query_1	['REAC:R-HSA-9006115']	['PIK3R1', 'GAB1', 'PIK3CA']
184	REAC	REAC:R-HSA-9703465	Signaling by FLT3 fusion proteins	5.0086193365306766e-05	True	Signaling by FLT3 fusion proteins	17	97	4	10022	0.0412371134020618	0.2352941176470588	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1', 'PIK3CA', 'GAB2']
181	REAC	REAC:R-HSA-5654695	PI-3K cascade:FGFR2	5.0086193365306766e-05	True	PI-3K cascade:FGFR2	17	97	4	10022	0.0412371134020618	0.2352941176470588	query_1	['REAC:R-HSA-5654696']	['PIK3R1', 'GAB1', 'PIK3CA', 'PTPN11']
182	REAC	REAC:R-HSA-2029481	FCGR activation	5.0086193365306766e-05	True	FCGR activation	17	97	4	10022	0.0412371134020618	0.2352941176470588	query_1	['REAC:R-HSA-2029480']	['FYN', 'LYN', 'SYK', 'FCGR1A']
183	REAC	REAC:R-HSA-1250196	SHC1 events in ERBB2 signaling	5.0086193365306766e-05	True	SHC1 events in ERBB2 signaling	17	97	4	10022	0.0412371134020618	0.2352941176470588	query_1	['REAC:R-HSA-1227986']	['SHC1', 'SOS1', 'EGFR', 'ERBB2']
401	GO:BP	GO:0038084	vascular endothelial growth factor signaling pathway	5.344449202446936e-05	True	"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding its receptor on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, PMID:17470632]"	42	100	5	15719	0.05	0.119047619047619	query_1	['GO:0007169', 'GO:0035924']	['PIK3CB', 'GAB1', 'PIK3CD', 'PIK3CA', 'PDGFRA']
48	GO:CC	GO:0015629	actin cytoskeleton	5.3714781950783496e-05	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]"	488	100	13	16420	0.13	0.026639344262295	query_1	['GO:0005856']	['BCAR1', 'SRC', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'PXN', 'WIPF2', 'FYN', 'WAS', 'VCL', 'PTK2', 'DOCK5']
402	GO:BP	GO:0034329	cell junction assembly	5.413359077337541e-05	True	"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]"	390	100	12	15719	0.12	0.0307692307692307	query_1	['GO:0022607', 'GO:0034330']	['RAPGEF1', 'FN1', 'SRC', 'ITGB3', 'CRK', 'ITGA5', 'SH3BP1', 'VCL', 'PTK2B', 'CRKL', 'TLN1', 'PTK2']
403	GO:BP	GO:0014909	smooth muscle cell migration	5.4839567151516114e-05	True	"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]"	73	100	6	15719	0.06	0.0821917808219178	query_1	['GO:0014812']	['SRC', 'ITGB3', 'CRK', 'DOCK4', 'VTN', 'DOCK5']
404	GO:BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	5.4839567151516114e-05	True	"""The series of molecular signals initiated by a ligand binding to a cell surface receptor that leads to the activation of an innate immune response."" [GOC:add, ISBN:0781735149, PMID:15199967]"	73	100	6	15719	0.06	0.0821917808219178	query_1	['GO:0002429', 'GO:0002758']	['SRC', 'PIK3AP1', 'PLCG2', 'FYN', 'LYN', 'SYK']
405	GO:BP	GO:0046629	gamma-delta T cell activation	5.484444435135224e-05	True	"""The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	20	100	4	15719	0.04	0.2	query_1	['GO:0042110']	['ITK', 'SYK', 'CD247', 'CD3E']
406	GO:BP	GO:0072376	protein activation cascade	5.484444435135224e-05	True	"""A sequential series of modifications to a set of proteins where the product of one reaction catalyzes the following reaction, ultimately leading to the generation of a mature protein. Modifications typically include proteolysis or covalent modification, and may also include binding events."" [GOC:add, GOC:mah, GOC:pde]"	20	100	4	15719	0.04	0.2	query_1	['GO:0051604']	['FN1', 'FGA', 'FGB', 'FGG']
407	GO:BP	GO:1903829	positive regulation of protein localization	5.66555148770844e-05	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	462	100	13	15719	0.13	0.0281385281385281	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']	['ITGB1', 'PIK3R2', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'PTPN23', 'FYN', 'EGFR', 'FGB', 'FGG', 'ERBB2', 'CD247']
408	GO:BP	GO:0060341	regulation of cellular localization	5.839893798016361e-05	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	951	100	19	15719	0.19	0.0199789695057833	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['ITGB1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PTPN23', 'WASL', 'FYN', 'EGFR', 'FGB', 'VCL', 'FGG', 'USP8', 'ERBB2', 'CRKL', 'CD247', 'PTPN11']
409	GO:BP	GO:0071364	cellular response to epidermal growth factor stimulus	5.899892832285118e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:mah]"	43	100	5	15719	0.05	0.1162790697674418	query_1	['GO:0070849', 'GO:0071363']	['EGFR', 'PLCG1', 'ERBB2', 'GAREM1', 'PTPN11']
410	GO:BP	GO:2000026	regulation of multicellular organismal development	6.301661338051712e-05	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1334	100	23	15719	0.23	0.0172413793103448	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']	['ITGB1', 'PIK3CB', 'FN1', 'SPP1', 'ITGB3', 'HGS', 'PIK3R1', 'PIK3R6', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA5', 'ZAP70', 'LYN', 'SHB', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PTPN11']
411	GO:BP	GO:0002437	inflammatory response to antigenic stimulus	6.311585147189518e-05	True	"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]"	75	100	6	15719	0.06	0.08	query_1	['GO:0006954', 'GO:0006955']	['SRC', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
185	REAC	REAC:R-HSA-5655253	Signaling by FGFR2 in disease	6.362670318873581e-05	True	Signaling by FGFR2 in disease	36	97	5	10022	0.0515463917525773	0.1388888888888889	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1']
186	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	6.901497212781813e-05	True	Signaling by TGF-beta Receptor Complex	90	97	7	10022	0.0721649484536082	0.0777777777777777	query_1	['REAC:R-HSA-9006936']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGB6', 'CBL']
412	GO:BP	GO:0071675	regulation of mononuclear cell migration	7.062765012363601e-05	True	"""Any process that modulates the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	116	100	7	15719	0.07	0.0603448275862069	query_1	['GO:0002685', 'GO:0071674']	['ITGB3', 'CRK', 'WASL', 'LYN', 'PTK2B', 'CRKL', 'PTK2']
413	GO:BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	7.285204860014469e-05	True	"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]"	626	100	15	15719	0.15	0.023961661341853	query_1	['GO:0048858']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'RET', 'WASL', 'SOS1', 'FYN', 'GFRA3', 'VCL', 'ERBB2', 'SH3GL2', 'PTK2', 'ARTN', 'PTPN11']
414	GO:BP	GO:0001817	regulation of cytokine production	7.530252175167758e-05	True	"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	709	100	16	15719	0.16	0.0225669957686882	query_1	['GO:0001816', 'GO:0010468', 'GO:0051239']	['ITGAV', 'FN1', 'PIK3CG', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'PIK3CD', 'LYN', 'SYK', 'LITAF', 'ITGB6', 'CD3E', 'PTPN11']
416	GO:BP	GO:0033630	positive regulation of cell adhesion mediated by integrin	7.965061831727818e-05	True	"""Any process that activates or increases the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	22	100	4	15719	0.04	0.1818181818181818	query_1	['GO:0033627', 'GO:0033628', 'GO:0045785']	['ITGB3', 'RET', 'SYK', 'CD3E']
415	GO:BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	7.965061831727818e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	22	100	4	15719	0.04	0.1818181818181818	query_1	['GO:0036119', 'GO:0071363']	['SRC', 'ITGB3', 'FYN', 'CBL']
418	GO:BP	GO:0048858	cell projection morphogenesis	7.965061831727818e-05	True	"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]"	631	100	15	15719	0.15	0.0237717908082408	query_1	['GO:0000902', 'GO:0030030', 'GO:0032990']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'RET', 'WASL', 'SOS1', 'FYN', 'GFRA3', 'VCL', 'ERBB2', 'SH3GL2', 'PTK2', 'ARTN', 'PTPN11']
417	GO:BP	GO:0035020	regulation of Rac protein signal transduction	7.965061831727818e-05	True	"""Any process that modulates the frequency, rate or extent of Rac protein signal transduction."" [GOC:bf]"	22	100	4	15719	0.04	0.1818181818181818	query_1	['GO:0016601', 'GO:0046578']	['PIK3CB', 'PIK3CG', 'CRK', 'SH3BP1']
420	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	8.059425317089402e-05	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	100	5	15719	0.05	0.108695652173913	query_1	['GO:0071363', 'GO:1990089']	['RAPGEF1', 'CRK', 'USP8', 'SH3GL2', 'CBL']
419	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	8.059425317089402e-05	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	46	100	5	15719	0.05	0.108695652173913	query_1	['GO:0007169']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PIK3CA']
421	GO:BP	GO:0001816	cytokine production	8.084313134595111e-05	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	714	100	16	15719	0.16	0.0224089635854341	query_1	['GO:0010467', 'GO:0032501']	['ITGAV', 'FN1', 'PIK3CG', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'PIK3CD', 'LYN', 'SYK', 'LITAF', 'ITGB6', 'CD3E', 'PTPN11']
187	REAC	REAC:R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	8.273458711797233e-05	True	Erythropoietin activates Phospholipase C gamma (PLCG)	7	97	3	10022	0.0309278350515463	0.4285714285714285	query_1	['REAC:R-HSA-9006335']	['PLCG2', 'LYN', 'PLCG1']
