KID syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1379	GO:BP	GO:0043010	camera-type eye development	0.0027662383644012	True	"""The process whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:go_curators, GOC:mtg_sensu]"	329	102	8	17376	0.0784313725490196	0.0243161094224924	query_1	['GO:0001654']	['CTNNB1', 'SOS1', 'EGFR', 'KDR', 'VEGFA', 'NRP1', 'PDGFRA', 'FLT1']
1380	GO:BP	GO:2000108	positive regulation of leukocyte apoptotic process	0.0027662383644012	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	30	102	3	17376	0.0294117647058823	0.1	query_1	['GO:0043065', 'GO:0071887', 'GO:2000106']	['PIK3CB', 'PIK3CD', 'LYN']
1381	GO:BP	GO:0090330	regulation of platelet aggregation	0.0027662383644012	True	"""Any process that modulates the rate, frequency or extent of platelet aggregation. Platelet aggregation is the adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:dph, GOC:tb]"	30	102	3	17376	0.0294117647058823	0.1	query_1	['GO:0010543', 'GO:0034110', 'GO:0070527']	['LYN', 'SYK', 'FGG']
1382	GO:BP	GO:0001945	lymph vessel development	0.0027662383644012	True	"""The process whose specific outcome is the progression of a lymph vessel over time, from its formation to the mature structure."" [GOC:dph, UBERON:0001473]"	30	102	3	17376	0.0294117647058823	0.1	query_1	['GO:0001944', 'GO:0048856']	['KDR', 'SYK', 'VEGFA']
1383	GO:CC	GO:0016328	lateral plasma membrane	0.0027923654314782	True	"""The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells."" [GOC:hb, GOC:mah, GOC:pr]"	71	102	4	17376	0.0392156862745098	0.056338028169014	query_1	['GO:0005886', 'GO:0110165']	['CTNNB1', 'GJB1', 'GJB2', 'ABCC1']
1384	GO:BP	GO:1904888	cranial skeletal system development	0.0028068848664644	True	"""The process whose specific outcome is the progression of a cranial skeletal system over time, from its formation to the mature structure. The cranial skeletal system is the skeletal subdivision of the head, and includes the skull (cranium plus mandible), pharyngeal and/or hyoid apparatus."" [GO_REF:0000094, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:11262227]"	69	102	4	17376	0.0392156862745098	0.0579710144927536	query_1	['GO:0048856']	['TGFB3', 'CTNNB1', 'CRKL', 'PDGFRA']
1385	GO:BP	GO:0022414	reproductive process	0.0028787002916862	True	"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]"	1456	102	19	17376	0.1862745098039215	0.0130494505494505	query_1	['GO:0000003', 'GO:0008150']	['C3', 'ITGB1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'CTNNB1', 'SOS1', 'ITGA5', 'GJB2', 'TNC', 'KDR', 'PTK2B', 'VEGFA', 'CRKL', 'CBL', 'PTPN11', 'PDGFRA', 'PGF']
1386	GO:BP	GO:0003007	heart morphogenesis	0.0028913381950366	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	254	102	7	17376	0.0686274509803921	0.0275590551181102	query_1	['GO:0007507', 'GO:0009887']	['CTNNB1', 'SOS1', 'NRP2', 'VEGFA', 'CRKL', 'PTK2', 'NRP1']
1387	GO:CC	GO:0055037	recycling endosome	0.0029032437736521	True	"""An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane."" [GOC:dph, GOC:jid, GOC:kmv, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101, PMID:21556374, PMID:21562044]"	188	102	6	17376	0.0588235294117647	0.0319148936170212	query_1	['GO:0005768']	['ITGB1', 'TFRC', 'KCNK1', 'HFE', 'TF', 'ACKR3']
1388	GO:BP	GO:0048469	cell maturation	0.0029221225612977	True	"""The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state."" [GOC:go_curators]"	184	102	6	17376	0.0588235294117647	0.0326086956521739	query_1	['GO:0021700', 'GO:0048468', 'GO:0048869']	['C3', 'CTNNB1', 'KDR', 'FGG', 'PTK2B', 'VEGFA']
1389	GO:BP	GO:0030324	lung development	0.0029221225612977	True	"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]"	184	102	6	17376	0.0588235294117647	0.0326086956521739	query_1	['GO:0030323', 'GO:0048513', 'GO:0060541']	['TGFB3', 'CTNNB1', 'KDR', 'VEGFA', 'ITGB6', 'PDGFRA']
1390	REAC	REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.0029627060251017	True	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	37	102	3	17376	0.0294117647058823	0.081081081081081	query_1	['REAC:R-HSA-212436']	['EGFR', 'ERBB2', 'VEGFA']
1391	REAC	REAC:R-HSA-9013407	RHOH GTPase cycle	0.0029627060251017	True	RHOH GTPase cycle	37	102	3	17376	0.0294117647058823	0.081081081081081	query_1	['REAC:R-HSA-9012999']	['TFRC', 'ZAP70', 'LCK']
1392	GO:BP	GO:0007204	positive regulation of cytosolic calcium ion concentration	0.0030029560045932	True	"""Any process that increases the concentration of calcium ions in the cytosol."" [GOC:ai]"	185	102	6	17376	0.0588235294117647	0.0324324324324324	query_1	['GO:0065008']	['ADRA1A', 'ITGAV', 'CXCR4', 'PTK2B', 'ACKR3', 'PDGFRA']
1393	GO:BP	GO:0000003	reproduction	0.0030861398038295	True	"""The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."" [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]"	1465	102	19	17376	0.1862745098039215	0.0129692832764505	query_1	['GO:0008150']	['C3', 'ITGB1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'CTNNB1', 'SOS1', 'ITGA5', 'GJB2', 'TNC', 'KDR', 'PTK2B', 'VEGFA', 'CRKL', 'CBL', 'PTPN11', 'PDGFRA', 'PGF']
1394	GO:BP	GO:0010638	positive regulation of organelle organization	0.0030965858217927	True	"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	508	102	10	17376	0.0980392156862745	0.0196850393700787	query_1	['GO:0006996', 'GO:0033043', 'GO:0051130']	['MET', 'SRC', 'TGFB3', 'CTNNB1', 'PXN', 'GRB2', 'APOA1', 'KDR', 'PTK2B', 'NRP1']
1395	GO:BP	GO:0030032	lamellipodium assembly	0.0031020490875677	True	"""Formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell."" [GOC:mah, ISBN:0815316194]"	71	102	4	17376	0.0392156862745098	0.056338028169014	query_1	['GO:0097581', 'GO:0120031']	['ITGB1', 'PIK3R1', 'PIK3CA', 'VCL']
1396	GO:BP	GO:0009582	detection of abiotic stimulus	0.0031503670287782	True	"""The series of events in which an (non-living) abiotic stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	124	102	5	17376	0.0490196078431372	0.0403225806451612	query_1	['GO:0009628', 'GO:0051606']	['CTNNB1', 'FYN', 'CXCL12', 'CXCR4', 'PTK2']
1397	GO:BP	GO:2000278	regulation of DNA biosynthetic process	0.0031503670287782	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	124	102	5	17376	0.0490196078431372	0.0403225806451612	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['SRC', 'HGF', 'CTNNB1', 'PTK2B', 'VEGFA']
1398	GO:BP	GO:0030323	respiratory tube development	0.0031542054010275	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	187	102	6	17376	0.0588235294117647	0.0320855614973262	query_1	['GO:0035295', 'GO:0048513']	['TGFB3', 'CTNNB1', 'KDR', 'VEGFA', 'ITGB6', 'PDGFRA']
1399	GO:BP	GO:0032872	regulation of stress-activated MAPK cascade	0.0031542054010275	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	187	102	6	17376	0.0588235294117647	0.0320855614973262	query_1	['GO:0043408', 'GO:0051403', 'GO:0070302']	['RAPGEF1', 'CRK', 'HGF', 'EGFR', 'PTK2B', 'VEGFA']
1400	GO:CC	GO:0034366	spherical high-density lipoprotein particle	0.0031814278680606	True	"""A mature high-density lipoprotein (HDL) particle, converted from discoidal HDL particles following the esterification of cholesterol in the particle by phosphatidylcholine-sterol O-acyltransferase (lecithin cholesterol acyltransferase; LCAT)."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"	8	102	2	17376	0.0196078431372549	0.25	query_1	['GO:0034364']	['APOA1', 'HPR']
1401	GO:BP	GO:0051046	regulation of secretion	0.0031871847840635	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	102	11	17376	0.1078431372549019	0.0182119205298013	query_1	['GO:0046903', 'GO:0051049']	['SPP1', 'FGA', 'TGFB3', 'HFE', 'CXCL12', 'LYN', 'TFR2', 'FGB', 'SYK', 'FGG', 'PTPN11']
1402	GO:CC	GO:0110165	cellular anatomical entity	0.0032721581781439	True	"""A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex."" [GOC:kmv]"	16238	102	102	17376	1.0	0.0062815617686907	query_1	['GO:0005575']	['MET', 'GJB6', 'RAPGEF1', 'C3', 'ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'CERS6', 'LYN', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'GALNT12', 'TFR2', 'PIK3CA', 'IGHD', 'KDR', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'CR2', 'PGF', 'GOLGA5', 'PLXNA1', 'HPR', 'NANOG']
1403	GO:CC	GO:0030665	clathrin-coated vesicle membrane	0.0032721581781439	True	"""The lipid bilayer surrounding a clathrin-coated vesicle."" [GOC:mah]"	129	102	5	17376	0.0490196078431372	0.0387596899224806	query_1	['GO:0030136', 'GO:0030662']	['TFRC', 'EGFR', 'TF', 'FCGR1A', 'SH3GL2']
1404	GO:BP	GO:0071402	cellular response to lipoprotein particle stimulus	0.0032905571282259	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoprotein particle stimulus."" [GOC:mah]"	32	102	3	17376	0.0294117647058823	0.09375	query_1	['GO:0051716']	['ITGB1', 'SYK', 'CD81']
1405	GO:BP	GO:0050974	detection of mechanical stimulus involved in sensory perception	0.0032905571282259	True	"""The series of events in which a mechanical stimulus is received and converted into a molecular signal as part of sensory perception."" [GOC:ai, GOC:dos]"	32	102	3	17376	0.0294117647058823	0.09375	query_1	['GO:0050906', 'GO:0050954', 'GO:0050982']	['FYN', 'CXCL12', 'CXCR4']
1406	GO:BP	GO:0002719	negative regulation of cytokine production involved in immune response	0.0032905571282259	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of cytokine production contributing to an immune response."" [GOC:add]"	32	102	3	17376	0.0294117647058823	0.09375	query_1	['GO:0001818', 'GO:0002367', 'GO:0002701', 'GO:0002718']	['TGFB3', 'HFE', 'APOA1']
1407	GO:BP	GO:1903670	regulation of sprouting angiogenesis	0.0032905571282259	True	"""Any process that modulates the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	32	102	3	17376	0.0294117647058823	0.09375	query_1	['GO:0002040', 'GO:0045765']	['PIK3CB', 'ITGA5', 'VEGFA']
1408	REAC	REAC:R-HSA-1250347	SHC1 events in ERBB4 signaling	0.0032934024597672	True	SHC1 events in ERBB4 signaling	10	102	2	17376	0.0196078431372549	0.2	query_1	['REAC:R-HSA-1236394']	['SHC1', 'SOS1']
1409	REAC	REAC:R-HSA-8847993	ERBB2 Activates PTK6 Signaling	0.0032934024597672	True	ERBB2 Activates PTK6 Signaling	10	102	2	17376	0.0196078431372549	0.2	query_1	['REAC:R-HSA-1227986', 'REAC:R-HSA-8848021']	['EGFR', 'ERBB2']
1410	REAC	REAC:R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	0.0032934024597672	True	STAT5 activation downstream of FLT3 ITD mutants	10	102	2	17376	0.0196078431372549	0.2	query_1	['REAC:R-HSA-9703648']	['GRB2', 'PTPN11']
1411	REAC	REAC:R-HSA-5690714	CD22 mediated BCR regulation	0.0032934024597672	True	CD22 mediated BCR regulation	10	102	2	17376	0.0196078431372549	0.2	query_1	['REAC:R-HSA-983705']	['LYN', 'IGHM']
1412	GO:BP	GO:0090276	regulation of peptide hormone secretion	0.0033108964262263	True	"""Any process that modulates the rate, frequency, or extent of the regulated release of a peptide hormone from secretory granules."" [GOC:tb]"	189	102	6	17376	0.0588235294117647	0.0317460317460317	query_1	['GO:0002791', 'GO:0030072', 'GO:0046883']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
1413	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	0.0033108964262263	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	189	102	6	17376	0.0588235294117647	0.0317460317460317	query_1	['GO:0007178', 'GO:0071560']	['ITGB5', 'SRC', 'TGFB3', 'PXN', 'PTK2', 'ITGB6']
1414	GO:BP	GO:0042476	odontogenesis	0.003349773005375	True	"""The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food."" [GOC:jl, GOC:mah]"	126	102	5	17376	0.0490196078431372	0.0396825396825396	query_1	['GO:0009887']	['SRC', 'TGFB3', 'CTNNB1', 'ITGB6', 'PDGFRA']
1415	GO:BP	GO:0051928	positive regulation of calcium ion transport	0.003349773005375	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	126	102	5	17376	0.0490196078431372	0.0396825396825396	query_1	['GO:0006816', 'GO:0043270', 'GO:0051924']	['PLCG2', 'CXCL12', 'MS4A1', 'PLCG1', 'CD19']
1416	REAC	REAC:R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	0.003392412908457	True	Formation of Fibrin Clot (Clotting Cascade)	39	102	3	17376	0.0294117647058823	0.0769230769230769	query_1	['REAC:R-HSA-109582']	['FGA', 'FGB', 'FGG']
1417	REAC	REAC:R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	0.003395241094579	True	Toll Like Receptor 4 (TLR4) Cascade	143	102	5	17376	0.0490196078431372	0.0349650349650349	query_1	['REAC:R-HSA-168898']	['FGA', 'PLCG2', 'FGB', 'FGG', 'PTPN11']
1418	GO:BP	GO:0021536	diencephalon development	0.0033972738548736	True	"""The process whose specific outcome is the progression of the diencephalon over time, from its formation to the mature structure. The diencephalon is the paired caudal parts of the prosencephalon from which the thalamus, hypothalamus, epithalamus and subthalamus are derived; these regions regulate autonomic, visceral and endocrine function, and process information directed to the cerebral cortex."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	73	102	4	17376	0.0392156862745098	0.0547945205479452	query_1	['GO:0030900', 'GO:0048856']	['CTNNB1', 'NRP2', 'NRP1', 'PLXNA1']
1419	GO:CC	GO:0008180	COP9 signalosome	0.0034135910506039	True	"""A protein complex that catalyzes the deneddylation of proteins, including the cullin component of SCF ubiquitin E3 ligase; deneddylation increases the activity of cullin family ubiquitin ligases. The signalosome is involved in many regulatory process, including some which control development, in many species; also regulates photomorphogenesis in plants; in many species its subunits are highly similar to those of the proteasome."" [PMID:11019806, PMID:12186635, PMID:14570571]"	34	102	3	17376	0.0294117647058823	0.088235294117647	query_1	['GO:0140513']	['LAT', 'GRB2', 'PLCG1']
