Hoyeraal-Hreidarsson syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
524	GO:BP	GO:0008156	negative regulation of DNA replication	0.0030851996491726	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of DNA replication."" [GOC:go_curators]"	24	104	3	15719	0.0288461538461538	0.125	query_1	['GO:0006260', 'GO:0006275', 'GO:0051053']	['LIG3', 'TERF1', 'TP53']
156	REAC	REAC:R-HSA-77310	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	0.0031308569260323	True	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-77286']	['HADHB', 'HADHA']
158	REAC	REAC:R-HSA-77348	Beta oxidation of octanoyl-CoA to hexanoyl-CoA	0.0031308569260323	True	Beta oxidation of octanoyl-CoA to hexanoyl-CoA	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-77286']	['HADHB', 'HADHA']
157	REAC	REAC:R-HSA-77350	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	0.0031308569260323	True	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-77286']	['HADHB', 'HADHA']
525	GO:BP	GO:0033674	positive regulation of kinase activity	0.0032176655776803	True	"""Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	428	104	10	15719	0.0961538461538461	0.0233644859813084	query_1	['GO:0042327', 'GO:0043549', 'GO:0051347']	['AKT1', 'NBN', 'RAD50', 'XRCC6', 'DVL2', 'DAXX', 'AXIN1', 'XRCC5', 'MRE11', 'AXIN2']
78	GO:CC	GO:0000803	sex chromosome	0.0032206977525123	True	"""A chromosome involved in sex determination."" [GOC:elh]"	29	104	3	16420	0.0288461538461538	0.1034482758620689	query_1	['GO:0005694']	['H2AX', 'BRCA1', 'CDK2']
526	GO:BP	GO:0009451	RNA modification	0.0034140833810213	True	"""The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."" [GOC:go_curators, ISBN:1555811337]"	155	104	6	15719	0.0576923076923076	0.0387096774193548	query_1	['GO:0016070', 'GO:0043412']	['NHP2', 'GAR1', 'DKC1', 'PARN', 'NAF1', 'NOP10']
527	GO:BP	GO:0019985	translesion synthesis	0.0034687748822987	True	"""The replication of damaged DNA by synthesis across a lesion in the template strand; a specialized DNA polymerase or replication complex inserts a defined nucleotide across from the lesion which allows DNA synthesis to continue beyond the lesion. This process can be mutagenic depending on the damaged nucleotide and the inserted nucleotide."" [GOC:elh, GOC:vw, PMID:10535901]"	25	104	3	15719	0.0288461538461538	0.12	query_1	['GO:0000731', 'GO:0006301']	['USP1', 'PCNA', 'POLD1']
528	GO:BP	GO:1902808	positive regulation of cell cycle G1/S phase transition	0.0034687748822987	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	58	104	4	15719	0.0384615384615384	0.0689655172413793	query_1	['GO:0044843', 'GO:1901989', 'GO:1902806']	['AKT1', 'MDM2', 'TERT', 'APEX1']
529	GO:BP	GO:0042176	regulation of protein catabolic process	0.0034894262592428	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]"	356	104	9	15719	0.0865384615384615	0.0252808988764044	query_1	['GO:0009894', 'GO:0030163', 'GO:0051246']	['GSK3B', 'AKT1', 'MDM2', 'AXIN1', 'USP7', 'DVL1', 'AXIN2', 'CDK2', 'BARD1']
530	GO:BP	GO:0001934	positive regulation of protein phosphorylation	0.0035702941243035	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	688	104	13	15719	0.125	0.0188953488372093	query_1	['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']	['AKT1', 'NBN', 'RAD50', 'XRCC6', 'TERF2IP', 'DVL2', 'DAXX', 'AXIN1', 'XRCC5', 'MRE11', 'DVL1', 'AXIN2', 'TP53']
532	GO:BP	GO:0006364	rRNA processing	0.0036018364199474	True	"""Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."" [GOC:curators]"	218	104	7	15719	0.0673076923076923	0.0321100917431192	query_1	['GO:0016072', 'GO:0034470', 'GO:0042254']	['SHQ1', 'NHP2', 'GAR1', 'DKC1', 'NAF1', 'PRKDC', 'NOP10']
531	GO:BP	GO:0007389	pattern specification process	0.0036018364199474	True	"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]"	435	104	10	15719	0.0961538461538461	0.0229885057471264	query_1	['GO:0007275', 'GO:0032501']	['ACD', 'CTNNB1', 'AR', 'DVL2', 'AXIN1', 'ATM', 'DVL1', 'AXIN2', 'PRKDC', 'TP53']
533	GO:BP	GO:0006468	protein phosphorylation	0.0036331673155145	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	104	21	15719	0.2019230769230769	0.0141700404858299	query_1	['GO:0016310', 'GO:0036211']	['HUS1', 'GSK3B', 'AKT1', 'NBN', 'RAD50', 'XRCC6', 'TERF2IP', 'DVL2', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'DVL1', 'AXIN2', 'CDK2', 'PRKDC', 'TNKS', 'TP53']
534	GO:BP	GO:0046686	response to cadmium ion	0.0036607576563111	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]"	59	104	4	15719	0.0384615384615384	0.0677966101694915	query_1	['GO:0010038']	['AKT1', 'PCNA', 'TERT', 'DAXX']
541	GO:BP	GO:0071680	response to indole-3-methanol	0.0037043319973168	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an indole-3-methanol stimulus."" [GOC:mah, GOC:yaf]"	6	104	2	15719	0.0192307692307692	0.3333333333333333	query_1	['GO:0010243', 'GO:0014070', 'GO:0097305']	['CTNNB1', 'BRCA1']
542	GO:BP	GO:0044340	canonical Wnt signaling pathway involved in regulation of cell proliferation	0.0037043319973168	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes that contributes to modulating the rate or frequency of cell proliferation."" [GOC:BHF, GOC:jl]"	6	104	2	15719	0.0192307692307692	0.3333333333333333	query_1	['GO:0008283', 'GO:0042127', 'GO:0060070']	['CTNNB1', 'DVL2']
540	GO:BP	GO:0002326	B cell lineage commitment	0.0037043319973168	True	"""The process in which a lymphoid progenitor cell becomes committed to become any type of B cell."" [GOC:add, ISBN:0781735149]"	6	104	2	15719	0.0192307692307692	0.3333333333333333	query_1	['GO:0030183', 'GO:0045165']	['PRKDC', 'TP53']
539	GO:BP	GO:0097680	double-strand break repair via classical nonhomologous end joining	0.0037043319973168	True	"""An instance of double-strand break repair via nonhomologous end joining that requires a number of factors important for V(D)J recombination, including the KU70/80 heterodimer (KU), XRCC4, ligase IV, and DNA-PKcs in mammals. It does not produce translocations (as opposed to the alternative nonhomologous end joining)."" [GOC:rph, PMID:18584027]"	6	104	2	15719	0.0192307692307692	0.3333333333333333	query_1	['GO:0006303']	['XRCC6', 'LIG4']
536	GO:BP	GO:0048290	isotype switching to IgA isotypes	0.0037043319973168	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of an IgA isotype, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and one of the IgA constant region gene segments in the immunoglobulin heavy chain locus."" [ISBN:0781735149, PMID:12370374, PMID:2113175, PMID:9186655]"	6	104	2	15719	0.0192307692307692	0.3333333333333333	query_1	['GO:0045190']	['MSH2', 'MLH1']
537	GO:BP	GO:0001839	neural plate morphogenesis	0.0037043319973168	True	"""The process in which the anatomical structures of the neural plate are generated and organized. The neural plate is a specialized region of columnar epithelial cells in the dorsal ectoderm that will give rise to nervous system tissue."" [GOC:dph, ISBN:0878932437]"	6	104	2	15719	0.0192307692307692	0.3333333333333333	query_1	['GO:0001840', 'GO:0016331']	['DVL2', 'DVL1']
535	GO:BP	GO:1905323	telomerase holoenzyme complex assembly	0.0037043319973168	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase holoenzyme complex."" [GO_REF:0000079, GOC:TermGenie, PMID:26305931]"	6	104	2	15719	0.0192307692307692	0.3333333333333333	query_1	['GO:0022618']	['ATM', 'NAF1']
538	GO:BP	GO:0042148	strand invasion	0.0037043319973168	True	"""The process in which the nucleoprotein complex (composed of the broken single-strand DNA and the recombinase) searches and identifies a region of homology in intact duplex DNA. The broken single-strand DNA displaces the like strand and forms Watson-Crick base pairs with its complement, forming a duplex in which each strand is from one of the two recombining DNA molecules."" [GOC:elh, PMID:10357855]"	6	104	2	15719	0.0192307692307692	0.3333333333333333	query_1	['GO:0006259', 'GO:0006310']	['RAD51', 'WRN']
543	GO:BP	GO:1901796	regulation of signal transduction by p53 class mediator	0.0038071493024611	True	"""Any process that modulates the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]"	105	104	5	15719	0.048076923076923	0.0476190476190476	query_1	['GO:0072331', 'GO:1902531']	['AKT1', 'MDM2', 'ATM', 'USP7', 'TP53']
544	GO:BP	GO:0051641	cellular localization	0.0038089813946783	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3251	104	36	15719	0.3461538461538461	0.0110735158412796	query_1	['GO:0009987', 'GO:0051179']	['ACD', 'GSK3B', 'AKT1', 'MDM2', 'MSH2', 'ATRX', 'TERF2', 'TERF2IP', 'CTNNB1', 'MLH1', 'RPA2', 'TERF1', 'TINF2', 'BRCA2', 'AR', 'TERT', 'TNKS2', 'DVL2', 'DKC1', 'POT1', 'PARP1', 'AXIN1', 'XRCC4', 'XRCC5', 'RPA1', 'ATM', 'USP7', 'DVL1', 'SMG6', 'AXIN2', 'POLA2', 'BARD1', 'WRN', 'TNKS', 'TP53', 'WRAP53']
79	GO:CC	GO:1990234	transferase complex	0.0038494532598319	True	"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]"	854	104	14	16420	0.1346153846153846	0.0163934426229508	query_1	['GO:1902494']	['XRCC6', 'PAXIP1', 'BRCA2', 'PCNA', 'TERT', 'XRCC5', 'RAD51', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'POLD1', 'BARD1', 'RNF8']
545	GO:BP	GO:0060322	head development	0.0040434755985108	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	104	14	15719	0.1346153846153846	0.0176991150442477	query_1	['GO:0048856']	['GSK3B', 'ATRX', 'CTNNB1', 'H2AX', 'BRCA2', 'RAD1', 'AXIN1', 'XRCC5', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53']
546	GO:BP	GO:0018107	peptidyl-threonine phosphorylation	0.0041253084932862	True	"""The phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine."" [RESID:AA0038]"	107	104	5	15719	0.048076923076923	0.0467289719626168	query_1	['GO:0006468', 'GO:0018210']	['GSK3B', 'AKT1', 'AXIN1', 'PRKDC', 'TNKS']
80	GO:CC	GO:0016328	lateral plasma membrane	0.0041831471780222	True	"""The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells."" [GOC:hb, GOC:mah, GOC:pr]"	71	104	4	16420	0.0384615384615384	0.056338028169014	query_1	['GO:0005886', 'GO:0110165']	['CTNNB1', 'DVL2', 'AXIN1', 'DVL1']
547	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0043182581860026	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	447	104	10	15719	0.0961538461538461	0.0223713646532438	query_1	['GO:0033365', 'GO:0045184']	['ACD', 'AKT1', 'TERF1', 'BRCA2', 'TERT', 'DKC1', 'POT1', 'POLA2', 'TP53', 'WRAP53']
548	GO:BP	GO:1903311	regulation of mRNA metabolic process	0.004447802290118	True	"""Any process that modulates the frequency, rate or extent of mRNA metabolic process."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	296	104	8	15719	0.0769230769230769	0.027027027027027	query_1	['GO:0016071', 'GO:0051252']	['AKT1', 'MLH1', 'DCP2', 'PARN', 'APEX1', 'AXIN2', 'BARD1', 'KHSRP']
549	GO:BP	GO:0042254	ribosome biogenesis	0.004537997214278	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]"	297	104	8	15719	0.0769230769230769	0.0269360269360269	query_1	['GO:0022613']	['SHQ1', 'NHP2', 'GAR1', 'DKC1', 'XRCC5', 'NAF1', 'PRKDC', 'NOP10']
550	GO:BP	GO:2001234	negative regulation of apoptotic signaling pathway	0.0045394828019713	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	228	104	7	15719	0.0673076923076923	0.0307017543859649	query_1	['GO:0009968', 'GO:0043066', 'GO:0097190', 'GO:2001233']	['GSK3B', 'AKT1', 'MDM2', 'CTNNB1', 'AR', 'TERT', 'BRCA1']
159	REAC	REAC:R-HSA-1482798	Acyl chain remodeling of CL	0.0045793304064341	True	Acyl chain remodeling of CL	6	100	2	10022	0.02	0.3333333333333333	query_1	['REAC:R-HSA-1483206']	['HADHB', 'HADHA']
160	REAC	REAC:R-HSA-77346	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	0.0045793304064341	True	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	6	100	2	10022	0.02	0.3333333333333333	query_1	['REAC:R-HSA-77286']	['HADHB', 'HADHA']
161	REAC	REAC:R-HSA-77288	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	0.0045793304064341	True	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	6	100	2	10022	0.02	0.3333333333333333	query_1	['REAC:R-HSA-77289']	['HADHB', 'HADHA']
551	GO:BP	GO:0040007	growth	0.0046274926386282	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]"	898	104	15	15719	0.1442307692307692	0.0167037861915367	query_1	['GO:0008150']	['GSK3B', 'AKT1', 'NBN', 'ATRX', 'WDR48', 'CTNNB1', 'BRCA2', 'AR', 'TNKS2', 'ATM', 'DVL1', 'BRCA1', 'WRN', 'RMI1', 'TP53']
552	GO:BP	GO:0031954	positive regulation of protein autophosphorylation	0.0046506095748645	True	"""Any process that activates or increases the frequency, rate or extent of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	28	104	3	15719	0.0288461538461538	0.1071428571428571	query_1	['GO:0001934', 'GO:0031952', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
553	GO:BP	GO:0043687	post-translational protein modification	0.0048092400241875	True	"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]"	64	104	4	15719	0.0384615384615384	0.0625	query_1	['GO:0036211']	['TNKS2', 'PARP1', 'CDK2', 'TNKS']
554	GO:BP	GO:0043086	negative regulation of catalytic activity	0.0048092400241875	True	"""Any process that stops or reduces the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	624	104	12	15719	0.1153846153846153	0.0192307692307692	query_1	['GO:0044092', 'GO:0050790']	['GSK3B', 'AKT1', 'TERF2', 'TERF1', 'TINF2', 'POT1', 'DVL1', 'XRCC1', 'TP53', 'PNKP', 'NEIL1', 'PIF1']
555	GO:BP	GO:0044806	G-quadruplex DNA unwinding	0.0050158743086467	True	"""The process by which G-quadruplex (also known as G4) DNA, which is a four-stranded DNA structure held together by guanine base pairing, is unwound or 'melted'."" [GOC:jl, GOC:se, PMID:23657261]"	7	104	2	15719	0.0192307692307692	0.2857142857142857	query_1	['GO:0032392']	['BLM', 'WRN']
558	GO:BP	GO:0032075	positive regulation of nuclease activity	0.0050158743086467	True	"""Any process that activates or increases the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	7	104	2	15719	0.0192307692307692	0.2857142857142857	query_1	['GO:0032069', 'GO:0045935', 'GO:0051345']	['AKT1', 'PCNA']
557	GO:BP	GO:1990414	replication-born double-strand break repair via sister chromatid exchange	0.0050158743086467	True	"""The repair of a replication-born double-strand DNA break in which the DNA molecule is repaired using the homologous sequence of the sister chromatid which serves as a template to repair the breaks."" [GOC:rb, PMID:12820977, PMID:16888651]"	7	104	2	15719	0.0192307692307692	0.2857142857142857	query_1	['GO:0000724']	['RAD51', 'XRCC1']
556	GO:BP	GO:0062100	positive regulation of programmed necrotic cell death	0.0050158743086467	True	"""Any process that increases the frequency, rate or extent of programmed necrotic cell death."" [GOC:aruk, GOC:rph, PMID:27258785]"	7	104	2	15719	0.0192307692307692	0.2857142857142857	query_1	['GO:0010940', 'GO:0043068', 'GO:0062098', 'GO:0097300']	['PARP1', 'TP53']
559	GO:BP	GO:0018105	peptidyl-serine phosphorylation	0.0050729155619767	True	"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"	303	104	8	15719	0.0769230769230769	0.0264026402640264	query_1	['GO:0006468', 'GO:0018209']	['GSK3B', 'AKT1', 'TERF2IP', 'AXIN1', 'ATM', 'CDK2', 'PRKDC', 'TNKS']
