Hutchinson-Gilford progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
199	GO:BP	GO:0046649	lymphocyte activation	3.66088906368092e-06	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	101	19	15719	0.1881188118811881	0.0249343832020997	query_1	['GO:0045321']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'RNF8', 'MSH6']
200	GO:BP	GO:0031848	protection from non-homologous end joining at telomere	3.680326874950447e-06	True	"""A process that prevents non-homologous end joining at telomere, thereby ensuring that telomeres do not fuse."" [GOC:mah]"	10	101	4	15719	0.0396039603960396	0.4	query_1	['GO:0016233', 'GO:0043247']	['DCLRE1C', 'ERCC1', 'ERCC4', 'XRCC1']
201	GO:BP	GO:0002263	cell activation involved in immune response	3.6892727294811016e-06	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	289	101	12	15719	0.1188118811881188	0.0415224913494809	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
53	GO:CC	GO:0070532	BRCA1-B complex	3.905680783162461e-06	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, BACH1 and TopBP1, and binds to DNA during S phase at DNA damage sites."" [GOC:mah, PMID:16391231]"	4	102	3	16420	0.0294117647058823	0.75	query_1	['GO:0140513']	['BRIP1', 'BRCA1', 'BARD1']
54	GO:CC	GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex	3.905680783162461e-06	True	"""A large protein complex which is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs), the DNA end-binding heterodimer Ku, the nuclear phosphoprotein XRCC4 or a homolog thereof, and DNA ligase IV."" [GOC:jl, GOC:mah, PMID:10854421, PMID:12235392, PMID:17072889]"	4	102	3	16420	0.0294117647058823	0.75	query_1	['GO:0070419', 'GO:0140513']	['LIG4', 'XRCC4', 'PRKDC']
55	GO:CC	GO:0070522	ERCC4-ERCC1 complex	3.905680783162461e-06	True	"""A heterodimeric nucleotide-excision repair complex that has endonuclease activity specific for bubble structures characteristic of certain DNA lesions. The subunits are known as XPF/ERCC4 and ERCC1 in mammals, and Rad1p and Rad10p in S. cerevisiae."" [PMID:14734547]"	4	102	3	16420	0.0294117647058823	0.75	query_1	['GO:0000109']	['ERCC1', 'ERCC4', 'XRCC1']
56	GO:CC	GO:0001673	male germ cell nucleus	4.160936818831036e-06	True	"""The nucleus of a male germ cell, a reproductive cell in males."" [CL:0000015, GOC:hjd, GOC:mtg_sensu]"	54	102	6	16420	0.0588235294117647	0.1111111111111111	query_1	['GO:0043073']	['MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2']
202	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	4.410198823183656e-06	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	294	101	12	15719	0.1188118811881188	0.0408163265306122	query_1	['GO:0035556', 'GO:0097190']	['NBN', 'MSH2', 'MLH1', 'BRCA2', 'PARP1', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'POLB', 'TP53', 'MSH6']
203	GO:BP	GO:0019222	regulation of metabolic process	5.13135343314312e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	101	65	15719	0.6435643564356436	0.010408326661329	query_1	['GO:0008152', 'GO:0050789']	['RBBP8', 'MCM6', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'POLA1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'MCM4', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'RMI2', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'RNF8', 'MSH6', 'CDX1']
204	GO:BP	GO:0042276	error-prone translesion synthesis	5.615158670990485e-06	True	"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication by using a specialized DNA polymerase or replication complex to insert a defined nucleotide across the lesion. This process does not remove the replication-blocking lesions and causes an increase in the endogenous mutation level. For example, in E. coli, a low fidelity DNA polymerase, pol V, copies lesions that block replication fork progress. This produces mutations specifically targeted to DNA template damage sites, but it can also produce mutations at undamaged sites."" [GOC:elh, GOC:jl, PMID:11485998]"	11	101	4	15719	0.0396039603960396	0.3636363636363636	query_1	['GO:0019985']	['USP1', 'POLD3', 'POLE2', 'POLD2']
205	GO:BP	GO:0009650	UV protection	5.615158670990485e-06	True	"""Any process in which an organism or cell protects itself from ultraviolet radiation (UV), which may also result in resistance to repeated exposure to UV."" [GOC:jl, GOC:ml]"	11	101	4	15719	0.0396039603960396	0.3636363636363636	query_1	['GO:0009411']	['XPA', 'FEN1', 'ERCC1', 'ERCC4']
206	GO:BP	GO:0000280	nuclear division	6.2645320731855245e-06	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	427	101	14	15719	0.1386138613861386	0.0327868852459016	query_1	['GO:0048285']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'KAT5', 'RMI1', 'BANF1']
207	GO:BP	GO:2000001	regulation of DNA damage checkpoint	6.364129065788851e-06	True	"""Any process that modulates the frequency, rate or extent of a DNA damage checkpoint."" [GOC:obol]"	26	101	5	15719	0.0495049504950495	0.1923076923076923	query_1	['GO:0000077', 'GO:0080135', 'GO:1901976']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
57	GO:CC	GO:0000800	lateral element	7.395827257696929e-06	True	"""A proteinaceous core found between sister chromatids during meiotic prophase."" [GOC:elh]"	15	102	4	16420	0.0392156862745098	0.2666666666666666	query_1	['GO:0000795', 'GO:0110165']	['BRCA2', 'BLM', 'RAD51', 'BRCA1']
58	GO:CC	GO:0030870	Mre11 complex	9.072048657067766e-06	True	"""Trimeric protein complex that possesses endonuclease activity; involved in meiotic recombination, DNA repair and checkpoint signaling. In Saccharomyces cerevisiae, the complex comprises Mre11p, Rad50p, and Xrs2p; complexes identified in other species generally contain proteins orthologous to the Saccharomyces cerevisiae proteins."" [GOC:mah, GOC:vw, PMID:11988766, PMID:17674145]"	5	102	3	16420	0.0294117647058823	0.6	query_1	['GO:0140513']	['NBN', 'RAD50', 'MRE11']
59	GO:CC	GO:0070418	DNA-dependent protein kinase complex	9.072048657067766e-06	True	"""A protein complex that is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs) and the DNA end-binding heterodimer Ku."" [GOC:mah, PMID:10854421, PMID:12235392]"	5	102	3	16420	0.0294117647058823	0.6	query_1	['GO:0140513', 'GO:1902554']	['XRCC6', 'XRCC5', 'PRKDC']
208	GO:BP	GO:0033522	histone H2A ubiquitination	9.367052842636896e-06	True	"""The modification of histone H2A by addition of one or more ubiquitin groups."" [GOC:bf, GOC:mah, PMID:15509584, PMID:16473935, PMID:18430235]"	28	101	5	15719	0.0495049504950495	0.1785714285714285	query_1	['GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
209	GO:BP	GO:0034502	protein localization to chromosome	9.653795230597158e-06	True	"""Any process in which a protein is transported to, or maintained at, a specific location on a chromosome."" [GOC:mah]"	118	101	8	15719	0.0792079207920792	0.0677966101694915	query_1	['GO:0033365']	['MSH2', 'RPA2', 'BRCA2', 'ATR', 'XRCC4', 'XRCC5', 'RPA1', 'VRK1']
210	GO:BP	GO:0006273	lagging strand elongation	1.0826386255633083e-05	True	"""The process in which an existing DNA strand is extended in a net 3' to 5' direction by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication. Lagging strand DNA elongation proceeds by discontinuous synthesis of short stretches of DNA, known as Okazaki fragments, from RNA primers; these fragments are then joined by DNA ligase. Although each segment of nascent DNA is synthesized in the 5' to 3' direction, the overall direction of lagging strand synthesis is 3' to 5', mirroring the progress of the replication fork."" [GOC:mah, ISBN:071673706X, ISBN:0815316194]"	4	101	3	15719	0.0297029702970297	0.75	query_1	['GO:0006271']	['LIG3', 'LIG1', 'POLA1']
211	GO:BP	GO:1904506	negative regulation of telomere maintenance in response to DNA damage	1.0826386255633083e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomere maintenance in response to DNA damage."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	4	101	3	15719	0.0297029702970297	0.75	query_1	['GO:0032205', 'GO:0043247', 'GO:0048585', 'GO:1904505']	['ERCC1', 'ERCC4', 'XRCC1']
212	GO:BP	GO:0010836	negative regulation of protein ADP-ribosylation	1.0826386255633083e-05	True	"""Any process that decreases the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids."" [GOC:BHF, GOC:dph, GOC:tb]"	4	101	3	15719	0.0297029702970297	0.75	query_1	['GO:0010835', 'GO:0051348']	['XRCC1', 'PNKP', 'BANF1']
213	GO:BP	GO:0031860	telomeric 3' overhang formation	1.0826386255633083e-05	True	"""The formation of the single stranded telomeric 3' overhang, a conserved feature that ranges in length from 12 nt in budding yeast to approximately 500 nt in humans."" [PMID:16096639]"	4	101	3	15719	0.0297029702970297	0.75	query_1	['GO:0016233', 'GO:0022616']	['NBN', 'RAD50', 'MRE11']
214	GO:BP	GO:0071481	cellular response to X-ray	1.1542189920107358e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:mah]"	13	101	4	15719	0.0396039603960396	0.3076923076923077	query_1	['GO:0010165', 'GO:0071479']	['TP53BP1', 'XRCC6', 'XRCC5', 'ATM']
215	GO:BP	GO:0071840	cellular component organization or biogenesis	1.2219064350897249e-05	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	101	64	15719	0.6336633663366337	0.0102695763799743	query_1	['GO:0009987']	['MCM6', 'HUS1', 'LMNA', 'BRIP1', 'XPA', 'NBN', 'MCM5', 'MSH2', 'TP53BP1', 'RAD50', 'MCM7', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'ZMPSTE24', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'WRN', 'EMD', 'RMI2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'BANF1', 'RNF8']
216	GO:BP	GO:2000781	positive regulation of double-strand break repair	1.2501766073560122e-05	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	85	101	7	15719	0.0693069306930693	0.0823529411764705	query_1	['GO:0006302', 'GO:0045739', 'GO:2000779']	['RBBP8', 'RAD51AP1', 'WDR48', 'PARP1', 'PRKDC', 'KAT5', 'PNKP']
217	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	1.3656175856706056e-05	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3000	101	40	15719	0.396039603960396	0.0133333333333333	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['RBBP8', 'LMNA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'WRN', 'TP53', 'PNKP', 'RNF8', 'CDX1']
218	GO:BP	GO:0031324	negative regulation of cellular metabolic process	1.3855267544015803e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2090	101	32	15719	0.3168316831683168	0.0153110047846889	query_1	['GO:0009892', 'GO:0031323', 'GO:0044237', 'GO:0048523']	['RBBP8', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'ZMPSTE24', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'TP53', 'NEIL1', 'RNF8', 'MSH6']
97	REAC	REAC:R-HSA-68949	Orc1 removal from chromatin	1.522790182754109e-05	True	Orc1 removal from chromatin	71	94	7	10022	0.0744680851063829	0.0985915492957746	query_1	['REAC:R-HSA-69052']	['MCM6', 'MCM5', 'MCM7', 'MCM4', 'CDK2', 'MCM2', 'MCM3']
219	GO:BP	GO:0035556	intracellular signal transduction	1.5256757826730869e-05	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2545	101	36	15719	0.3564356435643564	0.0141453831041257	query_1	['GO:0007165']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'ZMPSTE24', 'PAXIP1', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'AR', 'PARP1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'TP53', 'MSH6']
60	GO:CC	GO:0000795	synaptonemal complex	1.5529525220767685e-05	True	"""A proteinaceous scaffold found between homologous chromosomes during meiosis. It consists of 2 lateral elements and a central element, all running parallel to each other. Transverse filaments connect the lateral elements to the central element."" [DOI:10.5772/29752, GOC:elh]"	39	102	5	16420	0.0490196078431372	0.1282051282051282	query_1	['GO:0099086']	['MLH1', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
61	GO:CC	GO:0099086	synaptonemal structure	1.5529525220767685e-05	True	"""A proteinaceous scaffold found between homologous chromosomes during meiosis."" [GOC:elh, GOC:vw]"	39	102	5	16420	0.0490196078431372	0.1282051282051282	query_1	['GO:0000794', 'GO:0110165']	['MLH1', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
62	GO:CC	GO:0034399	nuclear periphery	1.6000568722526422e-05	True	"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]"	150	102	8	16420	0.0784313725490196	0.0533333333333333	query_1	['GO:0031981', 'GO:0110165']	['LMNA', 'HLTF', 'PAXIP1', 'OGG1', 'POLA1', 'PCNA', 'BLM', 'TP53']
99	REAC	REAC:R-HSA-3270619	IRF3-mediated induction of type I IFN	1.7289933437070853e-05	True	IRF3-mediated induction of type I IFN	13	94	4	10022	0.0425531914893617	0.3076923076923077	query_1	['REAC:R-HSA-1834941']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
100	REAC	REAC:R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	1.7289933437070853e-05	True	Inhibition of replication initiation of damaged DNA by RB1/E2F1	13	94	4	10022	0.0425531914893617	0.3076923076923077	query_1	['REAC:R-HSA-113510']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
98	REAC	REAC:R-HSA-174430	Telomere C-strand synthesis initiation	1.7289933437070853e-05	True	Telomere C-strand synthesis initiation	13	94	4	10022	0.0425531914893617	0.3076923076923077	query_1	['REAC:R-HSA-174417']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
221	GO:BP	GO:0044819	mitotic G1/S transition checkpoint signaling	1.7625475522187946e-05	True	"""A cell cycle checkpoint that detects and negatively regulates progression from G1 to S phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]"	32	101	5	15719	0.0495049504950495	0.15625	query_1	['GO:0007093', 'GO:2000134']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
220	GO:BP	GO:0043247	telomere maintenance in response to DNA damage	1.7625475522187946e-05	True	"""Any process that occur in response to the presence of critically short or damaged telomeres."" [GOC:BHF, GOC:BHF_telomere, GOC:jbu, PMID:15279784]"	32	101	5	15719	0.0495049504950495	0.15625	query_1	['GO:0000723', 'GO:0006974']	['DCLRE1C', 'ERCC1', 'ERCC4', 'APEX1', 'XRCC1']
222	GO:BP	GO:0031571	mitotic G1 DNA damage checkpoint signaling	1.7625475522187946e-05	True	"""A signal transduction process that contributes to a mitotic cell cycle G1/S transition DNA damage checkpoint."" [GOC:mtg_cell_cycle]"	32	101	5	15719	0.0495049504950495	0.15625	query_1	['GO:0044773', 'GO:0044819']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
223	GO:BP	GO:0072331	signal transduction by p53 class mediator	1.872120981254457e-05	True	"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]"	175	101	9	15719	0.0891089108910891	0.0514285714285714	query_1	['GO:0035556']	['NBN', 'MSH2', 'ZMPSTE24', 'PAXIP1', 'BRCA2', 'ATR', 'ATM', 'KAT5', 'TP53']
224	GO:BP	GO:0048285	organelle fission	1.935922737132473e-05	True	"""The creation of two or more organelles by division of one organelle."" [GOC:jid]"	473	101	14	15719	0.1386138613861386	0.0295983086680761	query_1	['GO:0006996']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'KAT5', 'RMI1', 'BANF1']
225	GO:BP	GO:0002449	lymphocyte mediated immunity	2.007321642395525e-05	True	"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	283	101	11	15719	0.1089108910891089	0.03886925795053	query_1	['GO:0002443']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
226	GO:BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2.448696755936772e-05	True	"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]"	289	101	11	15719	0.1089108910891089	0.0380622837370242	query_1	['GO:0002250']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
227	GO:BP	GO:0051106	positive regulation of DNA ligation	2.5133883773191468e-05	True	"""Any process that activates or increases the frequency, rate or extent of DNA ligation, the re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [GOC:ai]"	5	101	3	15719	0.0297029702970297	0.6	query_1	['GO:0006266', 'GO:0051054', 'GO:0051105']	['APLF', 'RAD51', 'XRCC1']
