Acquired partial lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1181	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	0.0008794339419823	True	Leishmania parasite growth and survival	159	101	6	17376	0.0594059405940594	0.0377358490566037	query_1	['REAC:R-HSA-9658195']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
1182	REAC	REAC:R-HSA-8949275	RUNX3 Regulates Immune Response and Cell Migration	0.0008794339419823	True	RUNX3 Regulates Immune Response and Cell Migration	5	101	2	17376	0.0198019801980198	0.4	query_1	['REAC:R-HSA-8878159']	['SPP1', 'ITGA4']
1183	REAC	REAC:R-HSA-8866376	Reelin signalling pathway	0.0008794339419823	True	Reelin signalling pathway	5	101	2	17376	0.0198019801980198	0.4	query_1	['REAC:R-HSA-422475']	['FYN', 'SH3KBP1']
1184	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.0008794339419823	True	Anti-inflammatory response favouring Leishmania parasite infection	159	101	6	17376	0.0594059405940594	0.0377358490566037	query_1	['REAC:R-HSA-9664433']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
1185	GO:BP	GO:1901215	negative regulation of neuron death	0.0008821574075438	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	207	101	7	17376	0.0693069306930693	0.0338164251207729	query_1	['GO:0060548', 'GO:0070997', 'GO:1901214']	['VEGFB', 'TGFB3', 'CTNNB1', 'KDR', 'PTK2B', 'NRP1', 'CBL']
1186	REAC	REAC:R-HSA-8957275	Post-translational protein phosphorylation	0.0008863891475529	True	Post-translational protein phosphorylation	103	101	5	17376	0.0495049504950495	0.0485436893203883	query_1	['REAC:R-HSA-597592']	['FN1', 'SPP1', 'LTBP1', 'TNC', 'FBN1']
1187	GO:BP	GO:0006810	transport	0.0008903097462161	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4220	101	41	17376	0.4059405940594059	0.0097156398104265	query_1	['GO:0051234']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'PLCG2', 'CTNNB1', 'LRP4', 'TGFBR2', 'FYN', 'ITGA4', 'LAT', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'TGFB1', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'VTN', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'PTPN11', 'CBL', 'ITGA2']
1188	GO:BP	GO:0045619	regulation of lymphocyte differentiation	0.0009065359900731	True	"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	208	101	7	17376	0.0693069306930693	0.0336538461538461	query_1	['GO:0030098', 'GO:0051249', 'GO:1902105']	['SMAD7', 'SOS1', 'TGFBR2', 'ZAP70', 'TGFB1', 'SYK', 'ERBB2']
1189	GO:BP	GO:0009314	response to radiation	0.0009066827694624	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	433	101	10	17376	0.099009900990099	0.023094688221709	query_1	['GO:0009628']	['ITGB1', 'ITGB3', 'PIK3R1', 'GRB2', 'TGFB1', 'EGFR', 'VCAM1', 'ITGB6', 'CBL', 'MFAP4']
1190	GO:CC	GO:0098685	Schaffer collateral - CA1 synapse	0.0009147048575932	True	"""A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell."" [PMID:16399689]"	96	101	5	17376	0.0495049504950495	0.0520833333333333	query_1	['GO:0045202']	['ITGB1', 'CTNNB1', 'FYN', 'PLCG1', 'PTK2B']
1191	GO:BP	GO:0007566	embryo implantation	0.0009253186502869	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	51	101	4	17376	0.0396039603960396	0.0784313725490196	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SPP1', 'ITGB3', 'TGFBR2', 'VEGFA']
1192	GO:BP	GO:0046850	regulation of bone remodeling	0.0009253186502869	True	"""Any process that modulates the frequency, rate or extent of bone remodeling, the processes of bone formation and resorption that combine to maintain skeletal integrity."" [GOC:ai]"	51	101	4	17376	0.0396039603960396	0.0784313725490196	query_1	['GO:0034103', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'SYK']
1193	GO:BP	GO:0010543	regulation of platelet activation	0.0009253186502869	True	"""Any process that modulates the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	51	101	4	17376	0.0396039603960396	0.0784313725490196	query_1	['GO:0030168', 'GO:0050865']	['LYN', 'SYK', 'EMILIN1', 'PDGFRA']
1194	GO:BP	GO:0050866	negative regulation of cell activation	0.0009253186502869	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	101	7	17376	0.0693069306930693	0.0334928229665071	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'SMAD7', 'LYN', 'TGFB1', 'ERBB2', 'EMILIN1', 'PDGFRA']
1195	GO:BP	GO:0002064	epithelial cell development	0.0009253186502869	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	209	101	7	17376	0.0693069306930693	0.0334928229665071	query_1	['GO:0030855', 'GO:0048468']	['MET', 'RAPGEF1', 'SRC', 'TGFB1', 'KDR', 'VCL', 'VEGFA']
1196	GO:BP	GO:0060688	regulation of morphogenesis of a branching structure	0.0009253186502869	True	"""Any process that modulates the rate, frequency, or extent of branching morphogenesis, the process in which the anatomical structures of branches are generated and organized."" [GOC:dph]"	51	101	4	17376	0.0396039603960396	0.0784313725490196	query_1	['GO:0001763', 'GO:0022603', 'GO:0051239']	['HGF', 'CTNNB1', 'TGFB1', 'VEGFA']
1197	GO:BP	GO:0043303	mast cell degranulation	0.0009253186502869	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell."" [ISBN:0781735149]"	51	101	4	17376	0.0396039603960396	0.0784313725490196	query_1	['GO:0002279', 'GO:0002448', 'GO:0032418', 'GO:0043299', 'GO:0051656']	['LAT', 'LYN', 'SYK', 'CBL']
1198	REAC	REAC:R-HSA-2173788	Downregulation of TGF-beta receptor signaling	0.0009296609196237	True	Downregulation of TGF-beta receptor signaling	24	101	3	17376	0.0297029702970297	0.125	query_1	['REAC:R-HSA-2173789']	['SMAD7', 'TGFBR2', 'TGFBR1']
1199	GO:BP	GO:0002250	adaptive immune response	0.0009354543511658	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	521	101	11	17376	0.1089108910891089	0.0211132437619961	query_1	['GO:0006955']	['SMAD7', 'ITK', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'JAM3', 'SYK', 'FCGR1A', 'PTK2B']
1200	GO:BP	GO:0030010	establishment of cell polarity	0.0009527455556213	True	"""The specification and formation of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	148	101	6	17376	0.0594059405940594	0.0405405405405405	query_1	['GO:0007163']	['ITGB1', 'CRK', 'JAM3', 'PTK2B', 'CRKL', 'PTK2']
1201	GO:BP	GO:0002275	myeloid cell activation involved in immune response	0.0009735068145272	True	"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	95	101	5	17376	0.0495049504950495	0.0526315789473684	query_1	['GO:0002274', 'GO:0002366']	['PLCG2', 'LAT', 'LYN', 'SYK', 'CBL']
1202	GO:BP	GO:0045834	positive regulation of lipid metabolic process	0.0009859057237283	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	149	101	6	17376	0.0594059405940594	0.0402684563758389	query_1	['GO:0006629', 'GO:0009893', 'GO:0019216']	['SRC', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
1203	GO:BP	GO:0051496	positive regulation of stress fiber assembly	0.0009888833169899	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	52	101	4	17376	0.0396039603960396	0.0769230769230769	query_1	['GO:0032233', 'GO:0043149', 'GO:0051492']	['TGFB3', 'PXN', 'TGFBR1', 'NRP1']
1204	GO:BP	GO:0032504	multicellular organism reproduction	0.0009888833169899	True	"""The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:isa_complete, GOC:jid]"	909	101	15	17376	0.1485148514851485	0.0165016501650165	query_1	['GO:0000003', 'GO:0032501']	['ITGB1', 'SRC', 'SPP1', 'TGFB3', 'CTNNB1', 'SOS1', 'TGFB1', 'JAM3', 'PTK2B', 'CRKL', 'TGFBR1', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA']
1205	GO:BP	GO:0043011	myeloid dendritic cell differentiation	0.0009888833169899	True	"""The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."" [CL:0000782, GOC:jl]"	21	101	3	17376	0.0297029702970297	0.1428571428571428	query_1	['GO:0001773', 'GO:0002573', 'GO:0097028']	['TGFBR2', 'TGFB1', 'ITGB6']
1206	GO:BP	GO:0060445	branching involved in salivary gland morphogenesis	0.0009888833169899	True	"""The process in which the branching structure of the salivary gland is generated and organized."" [GOC:dph]"	21	101	3	17376	0.0297029702970297	0.1428571428571428	query_1	['GO:0007435', 'GO:0061138']	['HGF', 'NRP1', 'PLXNA1']
1207	GO:BP	GO:0048485	sympathetic nervous system development	0.0009888833169899	True	"""The process whose specific outcome is the progression of the sympathetic nervous system over time, from its formation to the mature structure. The sympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system (the other being the parasympathetic nervous system). The sympathetic preganglionic neurons have their cell bodies in the thoracic and lumbar regions of the spinal cord and connect to the paravertebral chain of sympathetic ganglia. Innervate heart and blood vessels, sweat glands, viscera and the adrenal medulla. Most sympathetic neurons, but not all, use noradrenaline as a post-ganglionic neurotransmitter."" [FMA:9906, GOC:jid, GOC:sr]"	21	101	3	17376	0.0297029702970297	0.1428571428571428	query_1	['GO:0048483', 'GO:0048731']	['CTNNB1', 'NRP2', 'NRP1']
1208	GO:BP	GO:0001776	leukocyte homeostasis	0.0010143974094882	True	"""The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149]"	96	101	5	17376	0.0495049504950495	0.0520833333333333	query_1	['GO:0002376', 'GO:0048872']	['SOS1', 'LAT', 'LYN', 'TGFB1', 'JAM3']
1209	REAC	REAC:R-HSA-210991	Basigin interactions	0.0010470002713197	True	Basigin interactions	25	101	3	17376	0.0297029702970297	0.12	query_1	['REAC:R-HSA-202733']	['ITGB1', 'L1CAM', 'ITGA3']
1210	GO:BP	GO:0010469	regulation of signaling receptor activity	0.0010513708613552	True	"""Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."" [GOC:dph, GOC:tb]"	151	101	6	17376	0.0594059405940594	0.0397350993377483	query_1	['GO:0009966', 'GO:0065009']	['ITGB1', 'SRC', 'SHC1', 'PTK2B', 'NRP1', 'CBL']
1211	GO:BP	GO:0032330	regulation of chondrocyte differentiation	0.0010581090381095	True	"""Any process that modulates the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]"	53	101	4	17376	0.0396039603960396	0.0754716981132075	query_1	['GO:0002062', 'GO:0045595', 'GO:0061035']	['SMAD7', 'CTNNB1', 'TGFBR1', 'PTPN11']
1212	GO:BP	GO:0010518	positive regulation of phospholipase activity	0.0010581090381095	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	101	4	17376	0.0396039603960396	0.0754716981132075	query_1	['GO:0010517', 'GO:0060193']	['ITK', 'EGFR', 'PDGFRA', 'FLT1']
1213	GO:BP	GO:0002279	mast cell activation involved in immune response	0.0010581090381095	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	53	101	4	17376	0.0396039603960396	0.0754716981132075	query_1	['GO:0002275', 'GO:0045576']	['LAT', 'LYN', 'SYK', 'CBL']
1214	GO:BP	GO:0002697	regulation of immune effector process	0.001082433450466	True	"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]"	362	101	9	17376	0.0891089108910891	0.0248618784530386	query_1	['GO:0002252', 'GO:0002682']	['RAPGEF1', 'SMAD7', 'TGFB3', 'CRK', 'PLCG2', 'LYN', 'VAV1', 'SYK', 'FCGR1A']
1215	GO:BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.0010835085883152	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	152	101	6	17376	0.0594059405940594	0.0394736842105263	query_1	['GO:0097191', 'GO:2001233']	['ITGAV', 'SRC', 'HGF', 'TGFBR1', 'NRP1', 'THBS1']
1216	GO:BP	GO:0008150	biological_process	0.0011087570472399	True	"""A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."" [GOC:pdt]"	15627	101	100	17376	0.99009900990099	0.0063991809048441	query_1	[]	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'PSAT1', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'MEMO1', 'LAT', 'SH3PXD2A', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'MFAP2', 'SH3GL2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'TLN1', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1', 'MFAP4']
1217	GO:BP	GO:0021545	cranial nerve development	0.0011314655489758	True	"""The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	54	101	4	17376	0.0396039603960396	0.074074074074074	query_1	['GO:0021675']	['CTNNB1', 'NRP2', 'NRP1', 'PLXNA1']
1218	GO:BP	GO:0002448	mast cell mediated immunity	0.0011314655489758	True	"""Any process involved in the carrying out of an immune response by a mast cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	54	101	4	17376	0.0396039603960396	0.074074074074074	query_1	['GO:0002444']	['LAT', 'LYN', 'SYK', 'CBL']
