LMNA-related cardiocutaneous progeria syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
364	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	2.7460720113322394e-06	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2994	101	39	17376	0.3861386138613861	0.0130260521042084	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['RBBP8', 'LMNA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'WRN', 'TP53', 'PNKP', 'RNF8']
365	GO:CC	GO:0001673	male germ cell nucleus	2.9772312181029065e-06	True	"""The nucleus of a male germ cell, a reproductive cell in males."" [CL:0000015, GOC:hjd, GOC:mtg_sensu]"	54	101	6	17376	0.0594059405940594	0.1111111111111111	query_1	['GO:0043073']	['MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2']
366	GO:BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator	3.001852675262526e-06	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:go_curators]"	76	101	7	17376	0.0693069306930693	0.0921052631578947	query_1	['GO:0042770', 'GO:0072331']	['NBN', 'PAXIP1', 'BRCA2', 'ATR', 'ATM', 'KAT5', 'TP53']
367	GO:CC	GO:0070532	BRCA1-B complex	3.1303569288013137e-06	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, BACH1 and TopBP1, and binds to DNA during S phase at DNA damage sites."" [GOC:mah, PMID:16391231]"	4	101	3	17376	0.0297029702970297	0.75	query_1	['GO:0140513']	['BRIP1', 'BRCA1', 'BARD1']
368	GO:CC	GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex	3.1303569288013137e-06	True	"""A large protein complex which is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs), the DNA end-binding heterodimer Ku, the nuclear phosphoprotein XRCC4 or a homolog thereof, and DNA ligase IV."" [GOC:jl, GOC:mah, PMID:10854421, PMID:12235392, PMID:17072889]"	4	101	3	17376	0.0297029702970297	0.75	query_1	['GO:0070419', 'GO:0140513']	['LIG4', 'XRCC4', 'PRKDC']
369	GO:CC	GO:0070522	ERCC4-ERCC1 complex	3.1303569288013137e-06	True	"""A heterodimeric nucleotide-excision repair complex that has endonuclease activity specific for bubble structures characteristic of certain DNA lesions. The subunits are known as XPF/ERCC4 and ERCC1 in mammals, and Rad1p and Rad10p in S. cerevisiae."" [PMID:14734547]"	4	101	3	17376	0.0297029702970297	0.75	query_1	['GO:0000109']	['ERCC1', 'ERCC4', 'XRCC1']
370	GO:BP	GO:0009059	macromolecule biosynthetic process	3.18413161230642e-06	True	"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	4361	101	49	17376	0.4851485148514851	0.0112359550561797	query_1	['GO:0043170', 'GO:1901576']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'ORC2', 'RNF8']
371	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	3.216950360280096e-06	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2639	101	36	17376	0.3564356435643564	0.0136415308829101	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['RBBP8', 'LMNA', 'BRIP1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'TP53', 'NEIL1', 'BANF1', 'ORC2', 'RNF8', 'MSH6']
372	GO:BP	GO:0042276	error-prone translesion synthesis	3.541283185002069e-06	True	"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication by using a specialized DNA polymerase or replication complex to insert a defined nucleotide across the lesion. This process does not remove the replication-blocking lesions and causes an increase in the endogenous mutation level. For example, in E. coli, a low fidelity DNA polymerase, pol V, copies lesions that block replication fork progress. This produces mutations specifically targeted to DNA template damage sites, but it can also produce mutations at undamaged sites."" [GOC:elh, GOC:jl, PMID:11485998]"	11	101	4	17376	0.0396039603960396	0.3636363636363636	query_1	['GO:0019985']	['USP1', 'POLD3', 'POLE2', 'POLD2']
373	GO:BP	GO:0009650	UV protection	3.541283185002069e-06	True	"""Any process in which an organism or cell protects itself from ultraviolet radiation (UV), which may also result in resistance to repeated exposure to UV."" [GOC:jl, GOC:ml]"	11	101	4	17376	0.0396039603960396	0.3636363636363636	query_1	['GO:0009411']	['XPA', 'FEN1', 'ERCC1', 'ERCC4']
374	GO:BP	GO:2000001	regulation of DNA damage checkpoint	3.6741745543917978e-06	True	"""Any process that modulates the frequency, rate or extent of a DNA damage checkpoint."" [GOC:obol]"	26	101	5	17376	0.0495049504950495	0.1923076923076923	query_1	['GO:0000077', 'GO:0080135', 'GO:1901976']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
375	GO:BP	GO:0034502	protein localization to chromosome	4.062808371458176e-06	True	"""Any process in which a protein is transported to, or maintained at, a specific location on a chromosome."" [GOC:mah]"	117	101	8	17376	0.0792079207920792	0.0683760683760683	query_1	['GO:0033365']	['MSH2', 'RPA2', 'BRCA2', 'ATR', 'XRCC4', 'XRCC5', 'RPA1', 'VRK1']
376	GO:BP	GO:0035556	intracellular signal transduction	4.13663298957436e-06	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2546	101	35	17376	0.3465346534653465	0.0137470542026708	query_1	['GO:0007165']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'PAXIP1', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'AR', 'PARP1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'TP53', 'MSH6']
377	REAC	REAC:R-HSA-1834941	STING mediated induction of host immune responses	4.758771084200297e-06	True	STING mediated induction of host immune responses	15	101	4	17376	0.0396039603960396	0.2666666666666666	query_1	['REAC:R-HSA-1834949']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
378	GO:BP	GO:0044271	cellular nitrogen compound biosynthetic process	5.15379587662019e-06	True	"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	4431	101	49	17376	0.4851485148514851	0.0110584518167456	query_1	['GO:0034641', 'GO:0044249']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'ORC2', 'RNF8']
379	GO:BP	GO:0033522	histone H2A ubiquitination	5.338863428091284e-06	True	"""The modification of histone H2A by addition of one or more ubiquitin groups."" [GOC:bf, GOC:mah, PMID:15509584, PMID:16473935, PMID:18430235]"	28	101	5	17376	0.0495049504950495	0.1785714285714285	query_1	['GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
380	GO:CC	GO:0000800	lateral element	5.661523913813612e-06	True	"""A proteinaceous core found between sister chromatids during meiotic prophase."" [GOC:elh]"	15	101	4	17376	0.0396039603960396	0.2666666666666666	query_1	['GO:0000795', 'GO:0110165']	['BRCA2', 'BLM', 'RAD51', 'BRCA1']
381	GO:BP	GO:0033043	regulation of organelle organization	5.912850234355113e-06	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1153	101	22	17376	0.2178217821782178	0.0190806591500433	query_1	['GO:0006996', 'GO:0051128']	['LMNA', 'NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'RAD1', 'ATR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATM', 'MRE11', 'BRCA1', 'CDK2', 'MCM2', 'XRCC1', 'KAT5', 'RMI2', 'TP53', 'PNKP']
382	GO:BP	GO:2000781	positive regulation of double-strand break repair	6.1683119728256976e-06	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	85	101	7	17376	0.0693069306930693	0.0823529411764705	query_1	['GO:0006302', 'GO:0045739', 'GO:2000779']	['RBBP8', 'RAD51AP1', 'WDR48', 'PARP1', 'PRKDC', 'KAT5', 'PNKP']
383	REAC	REAC:R-HSA-110312	Translesion synthesis by REV1	6.257693981332804e-06	True	Translesion synthesis by REV1	16	101	4	17376	0.0396039603960396	0.25	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
384	GO:BP	GO:0048519	negative regulation of biological process	6.6604780221709365e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5057	101	53	17376	0.5247524752475248	0.0104805220486454	query_1	['GO:0008150', 'GO:0050789']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'LIG4', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'EMD', 'RMI2', 'TP53', 'NEIL1', 'BANF1', 'ORC2', 'RNF8', 'MSH6']
385	GO:BP	GO:0071481	cellular response to X-ray	7.294773123402152e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:mah]"	13	101	4	17376	0.0396039603960396	0.3076923076923077	query_1	['GO:0010165', 'GO:0071479']	['TP53BP1', 'XRCC6', 'XRCC5', 'ATM']
386	GO:BP	GO:1904506	negative regulation of telomere maintenance in response to DNA damage	7.36668450132721e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomere maintenance in response to DNA damage."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	4	101	3	17376	0.0297029702970297	0.75	query_1	['GO:0032205', 'GO:0043247', 'GO:0048585', 'GO:1904505']	['ERCC1', 'ERCC4', 'XRCC1']
387	GO:BP	GO:0010836	negative regulation of protein ADP-ribosylation	7.36668450132721e-06	True	"""Any process that decreases the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids."" [GOC:BHF, GOC:dph, GOC:tb]"	4	101	3	17376	0.0297029702970297	0.75	query_1	['GO:0010835', 'GO:0051348']	['XRCC1', 'PNKP', 'BANF1']
388	GO:BP	GO:0006273	lagging strand elongation	7.36668450132721e-06	True	"""The process in which an existing DNA strand is extended in a net 3' to 5' direction by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication. Lagging strand DNA elongation proceeds by discontinuous synthesis of short stretches of DNA, known as Okazaki fragments, from RNA primers; these fragments are then joined by DNA ligase. Although each segment of nascent DNA is synthesized in the 5' to 3' direction, the overall direction of lagging strand synthesis is 3' to 5', mirroring the progress of the replication fork."" [GOC:mah, ISBN:071673706X, ISBN:0815316194]"	4	101	3	17376	0.0297029702970297	0.75	query_1	['GO:0006271']	['LIG3', 'LIG1', 'POLA1']
389	GO:BP	GO:0031860	telomeric 3' overhang formation	7.36668450132721e-06	True	"""The formation of the single stranded telomeric 3' overhang, a conserved feature that ranges in length from 12 nt in budding yeast to approximately 500 nt in humans."" [PMID:16096639]"	4	101	3	17376	0.0297029702970297	0.75	query_1	['GO:0016233', 'GO:0022616']	['NBN', 'RAD50', 'MRE11']
390	GO:CC	GO:0030870	Mre11 complex	7.403151595114768e-06	True	"""Trimeric protein complex that possesses endonuclease activity; involved in meiotic recombination, DNA repair and checkpoint signaling. In Saccharomyces cerevisiae, the complex comprises Mre11p, Rad50p, and Xrs2p; complexes identified in other species generally contain proteins orthologous to the Saccharomyces cerevisiae proteins."" [GOC:mah, GOC:vw, PMID:11988766, PMID:17674145]"	5	101	3	17376	0.0297029702970297	0.6	query_1	['GO:0140513']	['NBN', 'RAD50', 'MRE11']
391	GO:CC	GO:0070418	DNA-dependent protein kinase complex	7.403151595114768e-06	True	"""A protein complex that is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs) and the DNA end-binding heterodimer Ku."" [GOC:mah, PMID:10854421, PMID:12235392]"	5	101	3	17376	0.0297029702970297	0.6	query_1	['GO:0140513', 'GO:1902554']	['XRCC6', 'XRCC5', 'PRKDC']
392	REAC	REAC:R-HSA-5655862	Translesion synthesis by POLK	7.997166324828291e-06	True	Translesion synthesis by POLK	17	101	4	17376	0.0396039603960396	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
393	REAC	REAC:R-HSA-5656121	Translesion synthesis by POLI	7.997166324828291e-06	True	Translesion synthesis by POLI	17	101	4	17376	0.0396039603960396	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
394	GO:BP	GO:0002449	lymphocyte mediated immunity	8.187695132634869e-06	True	"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	286	101	11	17376	0.1089108910891089	0.0384615384615384	query_1	['GO:0002443']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
395	GO:BP	GO:0006979	response to oxidative stress	8.187695132634869e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	101	13	17376	0.1287128712871287	0.03125	query_1	['GO:0006950']	['RAD52', 'OGG1', 'PCNA', 'PARP1', 'ERCC1', 'FANCD2', 'APEX1', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'BANF1']
396	GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	8.267254476349995e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2264	101	32	17376	0.3168316831683168	0.0141342756183745	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']	['RBBP8', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'BLM', 'ATM', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'TP53', 'NEIL1', 'ORC2', 'RNF8', 'MSH6']
397	GO:BP	GO:0010639	negative regulation of organelle organization	8.412717343020759e-06	True	"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	350	101	12	17376	0.1188118811881188	0.0342857142857142	query_1	['GO:0006996', 'GO:0033043', 'GO:0051129']	['LMNA', 'NBN', 'RAD50', 'RAD1', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'BRCA1', 'MCM2', 'XRCC1', 'TP53']
398	GO:BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	9.8700897538373e-06	True	"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]"	292	101	11	17376	0.1089108910891089	0.0376712328767123	query_1	['GO:0002250']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
399	GO:BP	GO:0043247	telomere maintenance in response to DNA damage	1.0002142210656767e-05	True	"""Any process that occur in response to the presence of critically short or damaged telomeres."" [GOC:BHF, GOC:BHF_telomere, GOC:jbu, PMID:15279784]"	32	101	5	17376	0.0495049504950495	0.15625	query_1	['GO:0000723', 'GO:0006974']	['DCLRE1C', 'ERCC1', 'ERCC4', 'APEX1', 'XRCC1']
400	GO:BP	GO:0031571	mitotic G1 DNA damage checkpoint signaling	1.0002142210656767e-05	True	"""A signal transduction process that contributes to a mitotic cell cycle G1/S transition DNA damage checkpoint."" [GOC:mtg_cell_cycle]"	32	101	5	17376	0.0495049504950495	0.15625	query_1	['GO:0044773', 'GO:0044819']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
401	GO:BP	GO:0044819	mitotic G1/S transition checkpoint signaling	1.0002142210656767e-05	True	"""A cell cycle checkpoint that detects and negatively regulates progression from G1 to S phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]"	32	101	5	17376	0.0495049504950495	0.15625	query_1	['GO:0007093', 'GO:2000134']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
402	GO:CC	GO:0034399	nuclear periphery	1.010798076511113e-05	True	"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]"	150	101	8	17376	0.0792079207920792	0.0533333333333333	query_1	['GO:0031981', 'GO:0110165']	['LMNA', 'HLTF', 'PAXIP1', 'OGG1', 'POLA1', 'PCNA', 'BLM', 'TP53']
403	GO:CC	GO:0099086	synaptonemal structure	1.1024451483283244e-05	True	"""A proteinaceous scaffold found between homologous chromosomes during meiosis."" [GOC:elh, GOC:vw]"	39	101	5	17376	0.0495049504950495	0.1282051282051282	query_1	['GO:0000794', 'GO:0110165']	['MLH1', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
404	GO:CC	GO:0000795	synaptonemal complex	1.1024451483283244e-05	True	"""A proteinaceous scaffold found between homologous chromosomes during meiosis. It consists of 2 lateral elements and a central element, all running parallel to each other. Transverse filaments connect the lateral elements to the central element."" [DOI:10.5772/29752, GOC:elh]"	39	101	5	17376	0.0495049504950495	0.1282051282051282	query_1	['GO:0099086']	['MLH1', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
