Laron syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
575	GO:BP	GO:0097527	necroptotic signaling pathway	7.135994640753394e-05	True	"""The series of molecular signals which triggers the necroptotic death of a cell. The pathway starts with reception of a signal, is characterized by activation of receptor-interacting serine/threonine-protein kinase 1 and/or 3 (RIPK1/3, also called RIP1/3), and ends when the execution phase of necroptosis is triggered."" [GOC:mtg_apoptosis, PMID:20823910]"	8	99	4	21110	0.0404040404040404	0.5	query_1	['GO:0007165', 'GO:0070266']	['TNF', 'FAS', 'FADD', 'RIPK1']
576	WP	WP:WP236	Adipogenesis	7.813601764443593e-05	True	Adipogenesis	130	80	10	8133	0.125	0.0769230769230769	query_1	['WP:000000']	['STAT3', 'TNF', 'FAS', 'HIF1A', 'EPAS1', 'AHR', 'GH1', 'STAT5A', 'STAT5B', 'PRLR']
577	GO:MF	GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	7.936032866613891e-05	True	"""Catalysis of the reaction: pyruvate + lipoamide = S-acetyldihydrolipoamide + CO2."" [EC:1.2.4.1]"	3	99	3	20195	0.0303030303030303	1.0	query_1	['GO:0004738', 'GO:0016624']	['PDHA2', 'PDHB', 'PDHA1']
578	HPA	HPA:0160051	endometrium 1; glandular cells[≥Low]	8.134928025621153e-05	True	endometrium 1; glandular cells[≥Low]	6811	84	73	11006	0.8690476190476191	0.0107179562472471	query_1	['HPA:0160000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
579	CORUM	CORUM:2189	Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)	8.142472867100862e-05	True	Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)	5	64	4	3383	0.0625	0.8	query_1	['CORUM:0000000']	['RBX1', 'BTRC', 'SKP1', 'CUL1']
580	CORUM	CORUM:5228	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	8.142472867100862e-05	True	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	5	64	4	3383	0.0625	0.8	query_1	['CORUM:0000000']	['MAP3K8', 'RELA', 'TNIP2', 'REL']
581	CORUM	CORUM:2188	Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)	8.142472867100862e-05	True	Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)	5	64	4	3383	0.0625	0.8	query_1	['CORUM:0000000']	['RBX1', 'BTRC', 'SKP1', 'CUL1']
582	CORUM	CORUM:2745	Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)	8.142472867100862e-05	True	Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)	5	64	4	3383	0.0625	0.8	query_1	['CORUM:0000000']	['TAB2', 'MALT1', 'TRAF6', 'BCL10']
583	CORUM	CORUM:2105	IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)	8.142472867100862e-05	True	IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)	5	64	4	3383	0.0625	0.8	query_1	['CORUM:0000000']	['MAP3K14', 'CHUK', 'RELA', 'IKBKB']
584	CORUM	CORUM:214	Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	8.142472867100862e-05	True	Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	5	64	4	3383	0.0625	0.8	query_1	['CORUM:0000000']	['ELOB', 'RBX1', 'ELOC', 'CUL5']
585	CORUM	CORUM:3036	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	8.142472867100862e-05	True	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	5	64	4	3383	0.0625	0.8	query_1	['CORUM:0000000']	['RBX1', 'SKP1', 'SKP2', 'CUL1']
586	GO:BP	GO:0005996	monosaccharide metabolic process	8.149145535635363e-05	True	"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]"	258	99	11	21110	0.1111111111111111	0.0426356589147286	query_1	['GO:0005975', 'GO:0044281']	['PDK4', 'DLAT', 'PDHA2', 'PDHB', 'TNF', 'BCKDK', 'PDHA1', 'PDK3', 'EP300', 'PDK1', 'PDK2']
587	WP	WP:WP366	TGF-beta signaling pathway	8.39275432202325e-05	True	TGF-beta signaling pathway	131	80	10	8133	0.125	0.0763358778625954	query_1	['WP:000000']	['CREBBP', 'RBX1', 'BTRC', 'SKP1', 'EP300', 'PDK1', 'TAB1', 'MAP3K7', 'TRAF6', 'CUL1']
588	WP	WP:WP4674	Head and neck squamous cell carcinoma	8.723394238445337e-05	True	Head and neck squamous cell carcinoma	74	80	8	8133	0.1	0.1081081081081081	query_1	['WP:000000']	['TRAF3', 'RELA', 'FADD', 'NFKB1', 'NFKB2', 'REL', 'BIRC2', 'CASP8']
589	GO:BP	GO:1990858	cellular response to lectin	8.92599966692907e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	21	99	5	21110	0.0505050505050505	0.238095238095238	query_1	['GO:1990840']	['CREBBP', 'IKBKB', 'EP300', 'MAP3K7', 'TRAF6']
590	GO:BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	8.92599966692907e-05	True	"""The series of molecular signals initiated by the binding of C-type lectin to its receptor on the surface of a target cell, and resulting in cellular activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	21	99	5	21110	0.0505050505050505	0.238095238095238	query_1	['GO:0002220', 'GO:1990858']	['CREBBP', 'IKBKB', 'EP300', 'MAP3K7', 'TRAF6']
591	GO:BP	GO:1990840	response to lectin	8.92599966692907e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	21	99	5	21110	0.0505050505050505	0.238095238095238	query_1	['GO:0009607']	['CREBBP', 'IKBKB', 'EP300', 'MAP3K7', 'TRAF6']
592	GO:CC	GO:0043227	membrane-bounded organelle	9.016292459105629e-05	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	15705	99	91	22122	0.9191919191919192	0.0057943330149633	query_1	['GO:0043226']	['SNX6', 'EGLN3', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'BTRC', 'DBT', 'TNF', 'FAS', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'BCKDHA', 'PRLR']
593	GO:BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	9.1191581978662e-05	True	"""Any process that modulates the activity of a cysteine-type endopeptidase involved in apoptosis."" [GOC:jl, GOC:mtg_apoptosis]"	203	99	10	21110	0.101010101010101	0.0492610837438423	query_1	['GO:2000116']	['EGLN3', 'CASP10', 'TNF', 'FAS', 'CFLAR', 'MALT1', 'BIRC3', 'BIRC2', 'CASP8', 'BCL10']
594	GO:BP	GO:0052548	regulation of endopeptidase activity	9.187970347315498e-05	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	325	99	12	21110	0.1212121212121212	0.0369230769230769	query_1	['GO:0052547']	['EGLN3', 'STAT3', 'CASP10', 'TNF', 'FAS', 'FADD', 'CFLAR', 'MALT1', 'BIRC3', 'BIRC2', 'CASP8', 'BCL10']
595	WP	WP:WP4860	Hijack of ubiquitination by SARS-CoV-2	9.391186061229228e-05	True	Hijack of ubiquitination by SARS-CoV-2	8	80	4	8133	0.05	0.5	query_1	['WP:000000']	['ELOB', 'RBX1', 'ELOC', 'CUL2']
596	WP	WP:WP3300	Dual hijack model of Vif in HIV infection	9.391186061229228e-05	True	Dual hijack model of Vif in HIV infection	8	80	4	8133	0.05	0.5	query_1	['WP:000000']	['ELOB', 'RBX1', 'ELOC', 'CUL5']
597	GO:BP	GO:0007595	lactation	9.492171361252323e-05	True	"""The regulated release of milk from the mammary glands and the period of time that a mother lactates to feed her young."" [ISBN:0198506732]"	42	99	6	21110	0.0606060606060606	0.1428571428571428	query_1	['GO:0007589', 'GO:0030879']	['HIF1A', 'SOCS2', 'STAT5A', 'PRL', 'STAT5B', 'PRLR']
598	GO:BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.0001040387583276	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	154	99	9	21110	0.0909090909090909	0.0584415584415584	query_1	['GO:0097191', 'GO:2001233']	['GSK3B', 'RELA', 'RBCK1', 'TNF', 'FADD', 'RIPK1', 'CFLAR', 'TRAF2', 'BCL10']
599	GO:CC	GO:0002947	tumor necrosis factor receptor superfamily complex	0.000105038570602	True	"""A receptor complex that contains one or more members of the tumor necrosis factor (TNF) receptor superfamily."" [GOC:krc]"	4	99	3	22122	0.0303030303030303	0.75	query_1	['GO:0043235']	['TNFRSF1A', 'TRADD', 'TRAF2']
600	GO:CC	GO:0033256	I-kappaB/NF-kappaB complex	0.000105038570602	True	"""A protein complex containing an inhibitory-kappaB (I-kappaB/IKB) protein and one or more copies of an NF-kappaB protein. In the resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm."" [GOC:bf, GOC:mah, PMID:9407099]"	4	99	3	22122	0.0303030303030303	0.75	query_1	['GO:0140535']	['NFKB1', 'NFKB2', 'NFKBIA']
601	WP	WP:WP1544	MicroRNAs in cardiomyocyte hypertrophy	0.0001120661475111	True	MicroRNAs in cardiomyocyte hypertrophy	104	80	9	8133	0.1125	0.0865384615384615	query_1	['WP:000000']	['GSK3B', 'MAP3K14', 'STAT3', 'CHUK', 'IKBKB', 'TNF', 'NFKB1', 'IKBKG', 'TAB1']
602	KEGG	KEGG:05220	Chronic myeloid leukemia	0.0001150501984674	True	Chronic myeloid leukemia	76	88	8	8161	0.0909090909090909	0.1052631578947368	query_1	['KEGG:00000']	['CHUK', 'RELA', 'IKBKB', 'NFKB1', 'IKBKG', 'STAT5A', 'NFKBIA', 'STAT5B']
603	GO:BP	GO:0009083	branched-chain amino acid catabolic process	0.0001150846558176	True	"""The chemical reactions and pathways resulting in the breakdown of amino acids containing a branched carbon skeleton, comprising isoleucine, leucine and valine."" [GOC:ai]"	22	99	5	21110	0.0505050505050505	0.2272727272727272	query_1	['GO:0009063', 'GO:0009081']	['DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
604	GO:BP	GO:0010468	regulation of gene expression	0.0001169749643125	True	"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	5491	99	51	21110	0.5151515151515151	0.0092879256965944	query_1	['GO:0010467', 'GO:0060255']	['SNX6', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'CASP8', 'FBXW7', 'BCL10', 'PRL', 'STAT5B']
605	GO:MF	GO:1990459	transferrin receptor binding	0.0001212687114085	True	"""Binding to a transferrin receptor."" [GOC:pm, PMID:9819414]"	11	99	4	20195	0.0404040404040404	0.3636363636363636	query_1	['GO:0005102']	['SNX1', 'CHUK', 'IKBKB', 'IKBKG']
606	GO:MF	GO:0005131	growth hormone receptor binding	0.0001212687114085	True	"""Binding to a growth hormone receptor."" [GOC:ai]"	11	99	4	20195	0.0404040404040404	0.3636363636363636	query_1	['GO:0005126', 'GO:0051427']	['GH2', 'SOCS2', 'GH1', 'CSH2']
607	HPA	HPA:0320102	nasopharynx; respiratory epithelial cells[≥Medium]	0.000123228080585	True	nasopharynx; respiratory epithelial cells[≥Medium]	4767	84	59	11006	0.7023809523809523	0.0123767568701489	query_1	['HPA:0320101']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'RIPK1', 'SKP1', 'TRADD', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'TAB1', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'BCKDHA']
608	GO:BP	GO:0065007	biological regulation	0.0001235658678278	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	12891	99	85	21110	0.8585858585858586	0.006593747575828	query_1	['GO:0008150']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'MAP3K8', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'ELOB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'PRLR']
609	HPA	HPA:0600000	tonsil	0.0001239745802492	True	tonsil	7779	84	78	11006	0.9285714285714286	0.0100269957578094	query_1	['HPA:0000000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'TNF', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'BIRC3', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
610	REAC	REAC:R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer	0.0001239992146979	True	Nuclear events stimulated by ALK signaling in cancer	18	91	5	10790	0.0549450549450549	0.2777777777777778	query_1	['REAC:R-HSA-9725370']	['STAT3', 'RBX1', 'SKP1', 'STAT5A', 'CUL1']
611	GO:BP	GO:0052547	regulation of peptidase activity	0.0001280874955298	True	"""Any process that modulates the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:ai]"	406	99	13	21110	0.1313131313131313	0.0320197044334975	query_1	['GO:0030162', 'GO:0051336']	['EGLN3', 'STAT3', 'CASP10', 'DDRGK1', 'TNF', 'FAS', 'FADD', 'CFLAR', 'MALT1', 'BIRC3', 'BIRC2', 'CASP8', 'BCL10']
612	REAC	REAC:R-HSA-75158	TRAIL  signaling	0.0001334603559609	True	TRAIL  signaling	8	91	4	10790	0.0439560439560439	0.5	query_1	['REAC:R-HSA-73887']	['CASP10', 'FADD', 'CFLAR', 'CASP8']
613	HPA	HPA:0160000	endometrium 1	0.0001378060135503	True	endometrium 1	7048	84	74	11006	0.8809523809523809	0.0104994324631101	query_1	['HPA:0000000']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
614	GO:BP	GO:0071260	cellular response to mechanical stimulus	0.0001398716627014	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:mah]"	75	99	7	21110	0.0707070707070707	0.0933333333333333	query_1	['GO:0009612', 'GO:0071214', 'GO:0071496']	['MAP3K14', 'TNFRSF1A', 'FAS', 'FADD', 'NFKB1', 'CASP8', 'BCL10']
615	GO:BP	GO:0006914	autophagy	0.0001423555311472	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	568	99	15	21110	0.1515151515151515	0.0264084507042253	query_1	['GO:0044248', 'GO:0061919']	['SNX6', 'GSK3B', 'STAT3', 'TAB2', 'DDRGK1', 'UFL1', 'RNF31', 'VHL', 'HIF1A', 'EP300', 'IKBKG', 'MAP3K7', 'FBXW7', 'UBA5', 'UFM1']
616	GO:BP	GO:0061919	process utilizing autophagic mechanism	0.0001423555311472	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	568	99	15	21110	0.1515151515151515	0.0264084507042253	query_1	['GO:0009987']	['SNX6', 'GSK3B', 'STAT3', 'TAB2', 'DDRGK1', 'UFL1', 'RNF31', 'VHL', 'HIF1A', 'EP300', 'IKBKG', 'MAP3K7', 'FBXW7', 'UBA5', 'UFM1']
617	HPA	HPA:0170051	endometrium 2; glandular cells[≥Low]	0.0001460670541367	True	endometrium 2; glandular cells[≥Low]	6714	84	72	11006	0.8571428571428571	0.0107238605898123	query_1	['HPA:0170000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'BCKDHA']
618	GO:BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	0.0001534746698159	True	"""The series of molecular signals initiated by a ligand binding to a cell surface receptor that leads to the activation of an innate immune response."" [GOC:add, ISBN:0781735149, PMID:15199967]"	76	99	7	21110	0.0707070707070707	0.0921052631578947	query_1	['GO:0002429', 'GO:0002758']	['CREBBP', 'IKBKB', 'TNIP2', 'EP300', 'MAP3K7', 'TRAF6', 'NFKBIA']
619	GO:BP	GO:0071214	cellular response to abiotic stimulus	0.0001603581434089	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]"	342	99	12	21110	0.1212121212121212	0.0350877192982456	query_1	['GO:0009628', 'GO:0104004']	['CREBBP', 'MAP3K14', 'TNFRSF1A', 'RBX1', 'FAS', 'FADD', 'NFKB1', 'EP300', 'RELB', 'CASP8', 'FBXW7', 'BCL10']
620	GO:BP	GO:0104004	cellular response to environmental stimulus	0.0001603581434089	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]"	342	99	12	21110	0.1212121212121212	0.0350877192982456	query_1	['GO:0051716']	['CREBBP', 'MAP3K14', 'TNFRSF1A', 'RBX1', 'FAS', 'FADD', 'NFKB1', 'EP300', 'RELB', 'CASP8', 'FBXW7', 'BCL10']
621	WP	WP:WP4297	Thiamine metabolic pathways	0.0001677780974732	True	Thiamine metabolic pathways	9	80	4	8133	0.05	0.4444444444444444	query_1	['WP:000000']	['BCKDK', 'PDHA1', 'OGDH', 'BCKDHA']
622	KEGG	KEGG:05165	Human papillomavirus infection	0.0001734585874849	True	Human papillomavirus infection	331	88	15	8161	0.1704545454545454	0.0453172205438066	query_1	['KEGG:00000']	['GSK3B', 'CREBBP', 'TRAF3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TRADD', 'EP300', 'IKBKG', 'CASP8']
623	GO:MF	GO:0030674	protein-macromolecule adaptor activity	0.0001784000264953	True	"""The binding activity of a protein that brings together two or more macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid."" [GOC:bf, GOC:mah, GOC:vw]"	369	99	12	20195	0.1212121212121212	0.032520325203252	query_1	['GO:0060090']	['STAT3', 'BTRC', 'VHL', 'SKP1', 'ELOC', 'TRADD', 'SOCS2', 'TRAF2', 'CUL5', 'CUL1', 'CUL2', 'FBXW7']
