ALG8-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
357	GO:BP	GO:0035295	tube development	0.0012573867541882	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	96	17	15719	0.1770833333333333	0.0164410058027079	query_1	['GO:0007275', 'GO:0048856']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'TJP1', 'FLNA', 'APOE', 'ITGA2B', 'ITGA5', 'LRP1', 'YWHAZ', 'PTK2', 'ITGB6', 'PRCP']
358	GO:BP	GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	0.0012776473986602	True	"""Any process that increases the rate, frequency or extent of pathway-restricted SMAD protein phosphorylation. Pathway-restricted SMAD proteins and common-partner SMAD proteins are involved in the transforming growth factor beta receptor signaling pathways."" [GOC:dph, GOC:tb]"	45	96	4	15719	0.0416666666666666	0.0888888888888888	query_1	['GO:0001934', 'GO:0060389', 'GO:0060393', 'GO:0090100']	['TGFB3', 'HFE', 'INHBE', 'INHBC']
71	GO:CC	GO:1904724	tertiary granule lumen	0.0013211118957227	True	"""Any membrane-enclosed lumen that is part of a tertiary granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]"	55	97	4	16420	0.0412371134020618	0.0727272727272727	query_1	['GO:0070013', 'GO:0070820']	['PTX3', 'HBB', 'HP', 'ORM1']
359	GO:BP	GO:0010544	negative regulation of platelet activation	0.0013328890178751	True	"""Any process that decreases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	18	96	3	15719	0.03125	0.1666666666666666	query_1	['GO:0010543', 'GO:0030168', 'GO:0030195', 'GO:0050866']	['APOE', 'F2', 'FGG']
360	GO:BP	GO:0051004	regulation of lipoprotein lipase activity	0.0013328890178751	True	"""Any process that modulates the activity of the enzyme lipoprotein lipase."" [GOC:ai]"	18	96	3	15719	0.03125	0.1666666666666666	query_1	['GO:0060191']	['APOC3', 'APOA1', 'APOC2']
361	GO:BP	GO:0070588	calcium ion transmembrane transport	0.0013346116519629	True	"""A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	326	96	9	15719	0.09375	0.0276073619631901	query_1	['GO:0006816', 'GO:0098655', 'GO:0098662']	['GP1BB', 'ITGAV', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
71	REAC	REAC:R-HSA-2187338	Visual phototransduction	0.0013665953658051	True	Visual phototransduction	94	95	6	10022	0.0631578947368421	0.0638297872340425	query_1	['REAC:R-HSA-9709957']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOC2']
73	REAC	REAC:R-HSA-9657689	Defective SERPING1 causes hereditary angioedema	0.0013684952573481	True	Defective SERPING1 causes hereditary angioedema	3	95	2	10022	0.0210526315789473	0.6666666666666666	query_1	['REAC:R-HSA-9651496']	['F12', 'KLKB1']
72	REAC	REAC:R-HSA-9672391	Defective F8 cleavage by thrombin	0.0013684952573481	True	Defective F8 cleavage by thrombin	3	95	2	10022	0.0210526315789473	0.6666666666666666	query_1	['REAC:R-HSA-9662001']	['VWF', 'F2']
362	GO:BP	GO:0031349	positive regulation of defense response	0.001394475472341	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	404	96	10	15719	0.1041666666666666	0.0247524752475247	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']	['C3', 'SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'C1QBP', 'HPX']
364	GO:BP	GO:0060191	regulation of lipase activity	0.0014099261010505	True	"""Any process that modulates the frequency, rate or extent of lipase activity, the hydrolysis of a lipid or phospholipid."" [GOC:dph, GOC:tb]"	86	96	5	15719	0.0520833333333333	0.0581395348837209	query_1	['GO:0051336']	['APOC3', 'APOA1', 'LRP1', 'APOA2', 'APOC2']
363	GO:BP	GO:0042632	cholesterol homeostasis	0.0014099261010505	True	"""Any process involved in the maintenance of an internal steady state of cholesterol within an organism or cell."" [GOC:go_curators]"	86	96	5	15719	0.0520833333333333	0.0581395348837209	query_1	['GO:0055092']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
365	GO:BP	GO:0023051	regulation of signaling	0.001411171498057	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3196	96	35	15719	0.3645833333333333	0.0109511889862327	query_1	['GO:0023052', 'GO:0050789']	['RHOD', 'C3', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'CD46', 'APOA1', 'LRP1', 'F2', 'TFR2', 'YWHAZ', 'FGB', 'FGG', 'VTN', 'PTK2', 'ITGB6', 'C1QBP', 'PRCP', 'HPX']
366	GO:BP	GO:0042327	positive regulation of phosphorylation	0.0014560929733618	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	754	96	14	15719	0.1458333333333333	0.0185676392572944	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['C3', 'SRC', 'ITGB3', 'TGFB3', 'TFRC', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'F2', 'TF', 'VTN', 'PTK2', 'HPX']
367	GO:BP	GO:0055092	sterol homeostasis	0.0014690558904857	True	"""Any process involved in the maintenance of an internal steady state of sterol within an organism or cell."" [GOC:BHF, GOC:rl]"	87	96	5	15719	0.0520833333333333	0.057471264367816	query_1	['GO:0055088']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
368	GO:BP	GO:0010646	regulation of cell communication	0.0014690558904857	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3204	96	35	15719	0.3645833333333333	0.0109238451935081	query_1	['GO:0007154', 'GO:0050794']	['RHOD', 'C3', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'CD46', 'APOA1', 'LRP1', 'F2', 'TFR2', 'YWHAZ', 'FGB', 'FGG', 'VTN', 'PTK2', 'ITGB6', 'C1QBP', 'PRCP', 'HPX']
369	GO:BP	GO:0000041	transition metal ion transport	0.0014690558904857	True	"""The directed movement of transition metal ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."" [ISBN:0198506732]"	87	96	5	15719	0.0520833333333333	0.057471264367816	query_1	['GO:0030001']	['TFRC', 'HFE', 'TF', 'TFR2', 'HPX']
370	GO:BP	GO:0042221	response to chemical	0.0014751232628216	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3611	96	38	15719	0.3958333333333333	0.0105234007200221	query_1	['GO:0050896']	['F12', 'ITGB1', 'SIGMAR1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'TJP1', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'HFE', 'COLEC10', 'A2M', 'ROBO3', 'SERPIND1', 'BDKRB1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'HP', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'PTK2', 'C1QBP', 'ALB', 'PRCP', 'VKORC1L1', 'HPX']
371	GO:BP	GO:0010915	regulation of very-low-density lipoprotein particle clearance	0.0016629588772623	True	"""Any process that modulates the rate, frequency or extent of very-low-density lipoprotein particle clearance. Very-low-density lipoprotein particle clearance is the process in which a very-low-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0010984', 'GO:0034447']	['APOC3', 'APOC2']
377	GO:BP	GO:0009966	regulation of signal transduction	0.0016629588772623	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	2829	96	32	15719	0.3333333333333333	0.0113114174620007	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['RHOD', 'C3', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'CD46', 'APOA1', 'LRP1', 'F2', 'YWHAZ', 'FGB', 'FGG', 'VTN', 'PTK2', 'C1QBP', 'PRCP', 'HPX']
375	GO:BP	GO:1902995	positive regulation of phospholipid efflux	0.0016629588772623	True	"""Any process that activates or increases the frequency, rate or extent of phospholipid efflux."" [GO_REF:0000058, GOC:sjp, GOC:TermGenie, PMID:12042316]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0033700', 'GO:1902994', 'GO:2001140']	['APOE', 'APOA1']
374	GO:BP	GO:0010916	negative regulation of very-low-density lipoprotein particle clearance	0.0016629588772623	True	"""Any process that decreases the rate, frequency or extent of very-low-density lipoprotein particle clearance. Very-low-density lipoprotein particle clearance is the process in which a very-low-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0010915', 'GO:0010985', 'GO:0034447']	['APOC3', 'APOC2']
373	GO:BP	GO:0007161	calcium-independent cell-matrix adhesion	0.0016629588772623	True	"""The binding of a cell to the extracellular matrix via adhesion molecules that do not require the presence of calcium for the interaction."" [GOC:hb]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0007160']	['ITGB1', 'FN1']
372	GO:BP	GO:0001667	ameboidal-type cell migration	0.0016629588772623	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	415	96	10	15719	0.1041666666666666	0.0240963855421686	query_1	['GO:0016477']	['ITGB1', 'FN1', 'SRC', 'ITGB3', 'GJA1', 'APOE', 'APOA1', 'PTK2', 'C1QBP', 'PRCP']
376	GO:BP	GO:1902994	regulation of phospholipid efflux	0.0016629588772623	True	"""Any process that modulates the frequency, rate or extent of phospholipid efflux."" [GO_REF:0000058, GOC:sjp, GOC:TermGenie, PMID:12042316]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0033700', 'GO:2001138']	['APOE', 'APOA1']
378	GO:BP	GO:0048870	cell motility	0.0016798524650882	True	"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]"	1609	96	22	15719	0.2291666666666666	0.0136730888750776	query_1	['GO:0009987']	['RHOD', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'GP1BA', 'TJP1', 'GJA1', 'FLNA', 'APOE', 'ITGA5', 'BDKRB1', 'APOA1', 'LRP1', 'TF', 'VTN', 'PTK2', 'ITGB6', 'C1QBP', 'PRCP']
74	REAC	REAC:R-HSA-202733	Cell surface interactions at the vascular wall	0.0018063560997105	True	Cell surface interactions at the vascular wall	140	95	7	10022	0.0736842105263157	0.05	query_1	['REAC:R-HSA-109582']	['ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'ITGA5', 'F2', 'PROS1']
379	GO:BP	GO:0001818	negative regulation of cytokine production	0.0018454148383527	True	"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]"	270	96	8	15719	0.0833333333333333	0.0296296296296296	query_1	['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']	['FN1', 'TGFB3', 'HFE', 'APOA1', 'F2', 'APOA2', 'C1QBP', 'ORM1']
380	GO:BP	GO:0015850	organic hydroxy compound transport	0.0018871512503207	True	"""The directed movement of an organic hydroxy compound (organic alcohol) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. An organic hydroxy compound is an organic compound having at least one hydroxy group attached to a carbon atom."" [GOC:ai]"	271	96	8	15719	0.0833333333333333	0.029520295202952	query_1	['GO:0071702']	['APOC3', 'SPP1', 'ITGB3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOC2']
381	GO:BP	GO:0022602	ovulation cycle process	0.0019430584116659	True	"""A process involved in the sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [GOC:isa_complete]"	51	96	4	15719	0.0416666666666666	0.0784313725490196	query_1	['GO:0022414', 'GO:0042698', 'GO:0048511']	['PTX3', 'SRC', 'TGFB3', 'A2M']
382	GO:BP	GO:0030029	actin filament-based process	0.0019430584116659	True	"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]"	779	96	14	15719	0.1458333333333333	0.017971758664955	query_1	['GO:0009987']	['RHOD', 'ITGB1', 'ITGB5', 'SRC', 'ITGB3', 'TGFB3', 'TJP1', 'GJA1', 'FLNA', 'WHAMM', 'APOA1', 'LRP1', 'TF', 'TLN1']
383	GO:BP	GO:0007165	signal transduction	0.0019430584116659	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	96	49	15719	0.5104166666666666	0.0093297791317593	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['RHOD', 'C3', 'GP1BB', 'ITGB1', 'SIGMAR1', 'APOC3', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'TJP1', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA2B', 'ITGA5', 'HFE', 'COLEC10', 'INHBE', 'INHBC', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'YWHAZ', 'FGB', 'FGG', 'MBL2', 'VTN', 'FCN1', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP', 'PRCP', 'HPX']
384	GO:BP	GO:0007566	embryo implantation	0.0019430584116659	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	51	96	4	15719	0.0416666666666666	0.0784313725490196	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SPP1', 'ITGB3', 'GJA1', 'C1QBP']
385	GO:BP	GO:0010888	negative regulation of lipid storage	0.0020049486497792	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	96	3	15719	0.03125	0.1428571428571428	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['ITGAV', 'ITGB3', 'CRP']
73	GO:CC	GO:0042470	melanosome	0.0020180310457065	True	"""A tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. Melanosomes are synthesized in melanocyte cells."" [GOC:jl, PMID:11584301]"	110	97	5	16420	0.0515463917525773	0.0454545454545454	query_1	['GO:0048770']	['ITGB1', 'ITGB3', 'TFRC', 'APOE', 'YWHAZ']
72	GO:CC	GO:0048770	pigment granule	0.0020180310457065	True	"""A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes."" [GOC:jid, GOC:mh]"	110	97	5	16420	0.0515463917525773	0.0454545454545454	query_1	['GO:0031410']	['ITGB1', 'ITGB3', 'TFRC', 'APOE', 'YWHAZ']
386	GO:BP	GO:0001934	positive regulation of protein phosphorylation	0.0020189179482658	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	688	96	13	15719	0.1354166666666666	0.0188953488372093	query_1	['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']	['C3', 'SRC', 'ITGB3', 'TGFB3', 'TFRC', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'F2', 'VTN', 'PTK2', 'HPX']
387	GO:BP	GO:0002707	negative regulation of lymphocyte mediated immunity	0.0020789904582628	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	52	96	4	15719	0.0416666666666666	0.0769230769230769	query_1	['GO:0002449', 'GO:0002704', 'GO:0002706']	['HFE', 'C4BPB', 'CD46', 'C4BPA']
388	GO:BP	GO:0015914	phospholipid transport	0.0021079173119522	True	"""The directed movement of phospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phospholipids are any lipids containing phosphoric acid as a mono- or diester."" [GOC:ai]"	95	96	5	15719	0.0520833333333333	0.0526315789473684	query_1	['GO:0006869', 'GO:0015748']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
389	GO:BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	0.0021369055153768	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	277	96	8	15719	0.0833333333333333	0.0288808664259927	query_1	['GO:0002757', 'GO:0002768']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'PTK2']
391	GO:BP	GO:0030036	actin cytoskeleton organization	0.0021977131659369	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	695	96	13	15719	0.1354166666666666	0.018705035971223	query_1	['GO:0007010', 'GO:0030029']	['RHOD', 'ITGB1', 'ITGB5', 'SRC', 'ITGB3', 'TGFB3', 'TJP1', 'FLNA', 'WHAMM', 'APOA1', 'LRP1', 'TF', 'TLN1']
390	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.0021977131659369	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	96	96	5	15719	0.0520833333333333	0.0520833333333333	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['ITGAV', 'SRC', 'FGA', 'FGB', 'FGG']
