Classical Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
59	GO:CC	GO:0099081	supramolecular polymer	0.0001927977618072	True	"""A polymeric supramolecular structure."" [GOC:dos]"	985	102	18	16420	0.1764705882352941	0.0182741116751269	query_1	['GO:0099080']	['NES', 'COL4A3', 'COL5A2', 'SRC', 'COL2A1', 'COL3A1', 'FYN', 'COL4A2', 'COL1A2', 'COL4A4', 'JAM3', 'COL5A1', 'COL10A1', 'COL1A1', 'NRP1', 'COL4A5', 'COL4A1', 'COL4A6']
58	GO:CC	GO:0048471	perinuclear region of cytoplasm	0.0001927977618072	True	"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]"	717	102	15	16420	0.1470588235294117	0.0209205020920502	query_1	['GO:0005737', 'GO:0110165']	['RAPGEF1', 'ITGB1', 'SRC', 'SPP1', 'PIK3R1', 'FYN', 'LYN', 'EGFR', 'ERBB2', 'CDH1', 'SH3GL2', 'PTK2', 'ITGA3', 'CBL', 'ITGA2']
56	GO:CC	GO:0034685	integrin alphav-beta6 complex	0.0001927977618072	True	"""An integrin complex that comprises one alphav subunit and one beta6 subunit."" [PMID:12297042]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0008305']	['ITGAV', 'ITGB6']
55	GO:CC	GO:0034667	integrin alpha3-beta1 complex	0.0001927977618072	True	"""An integrin complex that comprises one alpha3 subunit and one beta1 subunit."" [PMID:12297042]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA3']
54	GO:CC	GO:0034669	integrin alpha4-beta7 complex	0.0001927977618072	True	"""An integrin complex that comprises one alpha4 subunit and one beta7 subunit."" [PMID:12297042]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0008305']	['ITGA4', 'ITGB7']
53	GO:CC	GO:0034681	integrin alpha11-beta1 complex	0.0001927977618072	True	"""An integrin complex that comprises one alpha11 subunit and one beta1 subunit."" [PMID:12297042]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA11']
57	GO:CC	GO:0034665	integrin alpha1-beta1 complex	0.0001927977618072	True	"""An integrin complex that comprises one alpha1 subunit and one beta1 subunit."" [PMID:12297042]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA1']
65	GO:CC	GO:0031253	cell projection membrane	0.0001927977618072	True	"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:krc, GOC:mah]"	328	102	10	16420	0.0980392156862745	0.0304878048780487	query_1	['GO:0098590', 'GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1', 'ITGA3']
468	GO:BP	GO:0002683	negative regulation of immune system process	0.0002016581695764	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]"	447	101	12	15719	0.1188118811881188	0.0268456375838926	query_1	['GO:0002376', 'GO:0002682', 'GO:0048519']	['PTPN2', 'FN1', 'SRC', 'TGFB3', 'PIK3R1', 'CRK', 'COL3A1', 'FYN', 'LYN', 'PLCG1', 'ERBB2', 'THBS1']
469	GO:BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	0.0002017842932307	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an inflammatory response to an antigenic stimulus."" [GOC:add]"	28	101	4	15719	0.0396039603960396	0.1428571428571428	query_1	['GO:0002437', 'GO:0002861', 'GO:0050728', 'GO:0050777']	['SRC', 'FYN', 'LYN', 'PLCG1']
66	GO:CC	GO:0098978	glutamatergic synapse	0.0002076883794665	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	404	102	11	16420	0.1078431372549019	0.0272277227722772	query_1	['GO:0045202']	['ITGB1', 'SRC', 'ITGB3', 'ITGA5', 'LYN', 'NRP2', 'PLCG1', 'CDH1', 'SH3GL2', 'NRP1', 'ITGA3']
134	REAC	REAC:R-HSA-451927	Interleukin-2 family signaling	0.0002133091539731	True	Interleukin-2 family signaling	44	95	5	10022	0.0526315789473684	0.1136363636363636	query_1	['REAC:R-HSA-449147']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'LCK']
472	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0002148101197789	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	101	7	15719	0.0693069306930693	0.0503597122302158	query_1	['GO:0042127', 'GO:0048659']	['PDGFB', 'SRC', 'ITGB3', 'TGFB3', 'PDGFRB', 'THBS1', 'ITGA2']
471	GO:BP	GO:0009893	positive regulation of metabolic process	0.0002148101197789	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3655	101	42	15719	0.4158415841584158	0.0114911080711354	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['MET', 'PTPN2', 'COL4A3', 'VEGFB', 'FN1', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITGA1', 'ITGA5', 'FYN', 'ADAM19', 'LYN', 'GRB2', 'PDGFRB', 'TNC', 'LCP2', 'EGFR', 'AGPAT1', 'ERBB2', 'CDH1', 'VEGFA', 'COL1A1', 'CRKL', 'VTN', 'DIPK2A', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
470	GO:BP	GO:0030516	regulation of axon extension	0.0002148101197789	True	"""Any process that modulates the rate, direction or extent of axon extension."" [GOC:go_curators]"	94	101	6	15719	0.0594059405940594	0.0638297872340425	query_1	['GO:0048638', 'GO:0048675', 'GO:0061387']	['FN1', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
473	GO:BP	GO:0010812	negative regulation of cell-substrate adhesion	0.0002182086113091	True	"""Any process that decreases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	57	101	5	15719	0.0495049504950495	0.087719298245614	query_1	['GO:0007162', 'GO:0010810', 'GO:0031589']	['SRC', 'PIK3R1', 'COL1A1', 'THBS1', 'ADAM15']
474	GO:BP	GO:0040008	regulation of growth	0.0002231082529235	True	"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]"	607	101	14	15719	0.1386138613861386	0.0230642504118616	query_1	['GO:0040007', 'GO:0050789']	['FN1', 'BCAR1', 'SPP1', 'CRK', 'TNC', 'EGFR', 'ERBB2', 'CDH1', 'VEGFA', 'CRKL', 'L1CAM', 'NRP1', 'ADAM15', 'SEMA4D']
475	GO:BP	GO:1901888	regulation of cell junction assembly	0.0002239322343748	True	"""Any process that modulates the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	192	101	8	15719	0.0792079207920792	0.0416666666666666	query_1	['GO:0034329', 'GO:0044087', 'GO:0051128']	['RAPGEF1', 'SRC', 'VEGFA', 'TLN1', 'PTK2', 'NRP1', 'THBS1', 'SEMA4D']
135	REAC	REAC:R-HSA-168256	Immune System	0.0002239890844294	True	Immune System	1957	95	35	10022	0.3684210526315789	0.0178845171180378	query_1	['REAC:0000000']	['P4HB', 'RAPGEF1', 'PTPN2', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'COL2A1', 'SOS1', 'COL3A1', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'COL1A2', 'LCP2', 'VAV1', 'PLCG1', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'LCK', 'ITGB7', 'PTPN11', 'CBL']
476	GO:BP	GO:0032369	negative regulation of lipid transport	0.0002295002184929	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	29	101	4	15719	0.0396039603960396	0.1379310344827586	query_1	['GO:0006869', 'GO:0032368', 'GO:0051051', 'GO:1905953']	['ITGAV', 'ITGB3', 'THBS1', 'PTPN11']
136	REAC	REAC:R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	0.00022967909258	True	Paradoxical activation of RAF signaling by kinase inactive BRAF	45	95	5	10022	0.0526315789473684	0.1111111111111111	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'TLN1']
137	REAC	REAC:R-HSA-9649948	Signaling downstream of RAS mutants	0.00022967909258	True	Signaling downstream of RAS mutants	45	95	5	10022	0.0526315789473684	0.1111111111111111	query_1	['REAC:R-HSA-6802949']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'TLN1']
138	REAC	REAC:R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	0.00022967909258	True	Signaling by moderate kinase activity BRAF mutants	45	95	5	10022	0.0526315789473684	0.1111111111111111	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'TLN1']
139	REAC	REAC:R-HSA-6802949	Signaling by RAS mutants	0.00022967909258	True	Signaling by RAS mutants	45	95	5	10022	0.0526315789473684	0.1111111111111111	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'TLN1']
67	GO:CC	GO:0019897	extrinsic component of plasma membrane	0.0002390196023757	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]"	154	102	7	16420	0.0686274509803921	0.0454545454545454	query_1	['GO:0005886', 'GO:0019898']	['SRC', 'FYN', 'LYN', 'CDH1', 'CRKL', 'PTK2', 'LCK']
477	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.0002392288365195	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	96	101	6	15719	0.0594059405940594	0.0625	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['ITGAV', 'SRC', 'HGF', 'COL2A1', 'NRP1', 'THBS1']
478	GO:BP	GO:0001763	morphogenesis of a branching structure	0.0002396036763299	True	"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]"	194	101	8	15719	0.0792079207920792	0.0412371134020618	query_1	['GO:0009653', 'GO:0032501']	['MET', 'SRC', 'HGF', 'GRB2', 'VEGFA', 'NRP1', 'COL4A1', 'PLXNA1']
141	REAC	REAC:R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	0.0002416859657368	True	Constitutive Signaling by Overexpressed ERBB2	9	95	3	10022	0.031578947368421	0.3333333333333333	query_1	['REAC:R-HSA-1227990']	['SHC1', 'SOS1', 'ERBB2']
140	REAC	REAC:R-HSA-5655291	Signaling by FGFR4 in disease	0.0002416859657368	True	Signaling by FGFR4 in disease	9	95	3	10022	0.031578947368421	0.3333333333333333	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PLCG1']
479	GO:BP	GO:0051129	negative regulation of cellular component organization	0.0002427145473288	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	695	101	15	15719	0.1485148514851485	0.0215827338129496	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']	['MET', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'PIK3R1', 'HGF', 'FYN', 'JAM3', 'CDH1', 'VEGFA', 'NRP1', 'THBS1', 'ITGA3', 'SEMA4D']
480	GO:BP	GO:0071345	cellular response to cytokine stimulus	0.0002434775565846	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]"	781	101	16	15719	0.1584158415841584	0.0204865556978233	query_1	['GO:0034097', 'GO:0071310']	['PTP4A3', 'P4HB', 'PTPN2', 'PDGFB', 'SRC', 'SOS1', 'ITGA4', 'LYN', 'NRP2', 'AGPAT1', 'COL1A1', 'CRKL', 'VCAM1', 'THBS1', 'PTPN11', 'CBL']
68	GO:CC	GO:0030175	filopodium	0.000246945545654	True	"""Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal or dendritic growth cone, or a dendritic shaft."" [GOC:mah, GOC:pr, ISBN:0815316194]"	106	102	6	16420	0.0588235294117647	0.0566037735849056	query_1	['GO:0098858']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'VCAM1', 'ITGA3']
481	GO:BP	GO:0043393	regulation of protein binding	0.0002469963678748	True	"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]"	195	101	8	15719	0.0792079207920792	0.041025641025641	query_1	['GO:0051098']	['NES', 'PDGFB', 'SRC', 'CRK', 'ITGA4', 'VTN', 'NRP1', 'ADAM15']
142	REAC	REAC:R-HSA-400685	Sema4D in semaphorin signaling	0.000249463960498	True	Sema4D in semaphorin signaling	24	95	4	10022	0.0421052631578947	0.1666666666666666	query_1	['REAC:R-HSA-373755']	['MET', 'PLXNB1', 'ERBB2', 'SEMA4D']
143	REAC	REAC:R-HSA-1643685	Disease	0.000249463960498	True	Disease	1723	95	32	10022	0.3368421052631579	0.0185722576900754	query_1	['REAC:0000000']	['MET', 'ITGB1', 'FN1', 'PDGFB', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'PDGFRB', 'EGFR', 'VAV1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'SH3GL2', 'TLN1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA']
482	GO:BP	GO:0003007	heart morphogenesis	0.0002509736269094	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	254	101	9	15719	0.0891089108910891	0.0354330708661417	query_1	['GO:0007507', 'GO:0009887']	['COL2A1', 'SOS1', 'NRP2', 'COL5A1', 'VEGFA', 'CRKL', 'PTK2', 'NRP1', 'ADAM15']
483	GO:BP	GO:0048659	smooth muscle cell proliferation	0.0002518466591055	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	101	7	15719	0.0693069306930693	0.0489510489510489	query_1	['GO:0033002']	['PDGFB', 'SRC', 'ITGB3', 'TGFB3', 'PDGFRB', 'THBS1', 'ITGA2']
484	GO:BP	GO:0090303	positive regulation of wound healing	0.0002524109064099	True	"""Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF]"	59	101	5	15719	0.0495049504950495	0.0847457627118644	query_1	['GO:0042060', 'GO:0061041', 'GO:1903036']	['ITGB1', 'VEGFB', 'VTN', 'PTK2', 'THBS1']
485	GO:BP	GO:0060325	face morphogenesis	0.0002586257378399	True	"""The process in which the anatomical structures of the face are generated and organized. The face is the ventral division of the head."" [GOC:dph]"	30	101	4	15719	0.0396039603960396	0.1333333333333333	query_1	['GO:0009653', 'GO:0060323', 'GO:0060324']	['TGFB3', 'COL1A1', 'PTPN11', 'PDGFRA']
489	GO:BP	GO:0035685	helper T cell diapedesis	0.0002663743015989	True	"""The passage of a helper T cell between the tight junctions of endothelial cells lining blood vessels, typically the fourth and final step of cellular extravasation."" [CL:0000912, GOC:BHF]"	2	101	2	15719	0.0198019801980198	1.0	query_1	['GO:0035684', 'GO:0050904', 'GO:0072678']	['CRK', 'CRKL']
488	GO:BP	GO:0034975	protein folding in endoplasmic reticulum	0.0002663743015989	True	"""A protein folding process that takes place in the endoplasmic reticulum (ER). Secreted, plasma membrane and organelle proteins are folded in the ER, assisted by chaperones and foldases (protein disulphide isomerases), and additional factors required for optimal folding (ATP, Ca2+ and an oxidizing environment to allow disulfide bond formation)."" [GOC:mah, GOC:vw]"	11	101	3	15719	0.0297029702970297	0.2727272727272727	query_1	['GO:0006457']	['P4HB', 'ERO1B', 'ERO1A']
487	GO:BP	GO:1903375	facioacoustic ganglion development	0.0002663743015989	True	"""The process whose specific outcome is the progression of an acoustico-facial VII-VIII ganglion complex over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:bf, GOC:mat, GOC:PARL, GOC:TermGenie, PMID:18356247]"	2	101	2	15719	0.0198019801980198	1.0	query_1	['GO:0061550']	['NRP2', 'NRP1']
492	GO:BP	GO:1904835	dorsal root ganglion morphogenesis	0.0002663743015989	True	"""The developmental process by which a dorsal root ganglion is generated and organized."" [GO_REF:0000083, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:18936100]"	2	101	2	15719	0.0198019801980198	1.0	query_1	['GO:0061552', 'GO:1990791']	['NRP2', 'NRP1']
490	GO:BP	GO:0003366	cell-matrix adhesion involved in ameboidal cell migration	0.0002663743015989	True	"""The binding of a cell to the extracellular matrix that contributes to the directed movement of an ameboid cell."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	2	101	2	15719	0.0198019801980198	1.0	query_1	['GO:0001667', 'GO:0007160']	['ITGA4', 'ITGB7']
486	GO:BP	GO:0010749	regulation of nitric oxide mediated signal transduction	0.0002663743015989	True	"""Any process that modulates the rate, frequency or extent of nitric oxide mediated signal transduction. Nitric oxide mediated signal transduction is The series of molecular signals mediated by the detection of nitric oxide (NO)."" [GOC:BHF, GOC:dph, GOC:tb]"	11	101	3	15719	0.0297029702970297	0.2727272727272727	query_1	['GO:0007263', 'GO:1902531']	['EGFR', 'VEGFA', 'THBS1']
494	GO:BP	GO:0140039	cell-cell adhesion in response to extracellular stimulus	0.0002663743015989	True	"""The attachment of one cell to another cell via adhesion molecules as a result of an extracellular stimulus."" [PMID:14996911]"	2	101	2	15719	0.0198019801980198	1.0	query_1	['GO:0031668', 'GO:0098609']	['ITGA4', 'VCAM1']
495	GO:BP	GO:0038190	VEGF-activated neuropilin signaling pathway	0.0002663743015989	True	"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding to a neuropilin protein on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:rl, PMID:12852851]"	2	101	2	15719	0.0198019801980198	1.0	query_1	['GO:0038084', 'GO:0038189']	['VEGFA', 'NRP1']
496	GO:BP	GO:0021649	vestibulocochlear nerve structural organization	0.0002663743015989	True	"""The process that contributes to the act of creating the structural organization of the vestibulocochlear nerve. This process pertains to the physical shaping of a rudimentary structure. This sensory nerve innervates the membranous labyrinth of the inner ear. The vestibular branch innervates the vestibular apparatus that senses head position changes relative to gravity. The auditory branch innervates the cochlear duct, which is connected to the three bony ossicles which transduce sound waves into fluid movement in the cochlea."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	101	2	15719	0.0198019801980198	1.0	query_1	['GO:0021604', 'GO:0021648']	['NRP2', 'NRP1']
