Neuroectodermal melanolysosomal disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
510	GO:BP	GO:1902275	regulation of chromatin organization	0.0022093625842025	True	"""Any process that modulates the frequency, rate or extent of chromatin organization."" [GO_REF:0000058, GOC:bf, GOC:TermGenie, GOC:vw, PMID:18314879]"	52	100	4	15719	0.04	0.0769230769230769	query_1	['GO:0006325', 'GO:0051128']	['DNMT1', 'SIN3A', 'CDK2', 'KDM1A']
512	GO:BP	GO:1901654	response to ketone	0.00222179706605	True	"""A response that results in a state of tolerance to ketone."" [GOC:mengo_curators, PMID:23356676]"	205	100	7	15719	0.07	0.0341463414634146	query_1	['GO:0010033', 'GO:1901700']	['BMI1', 'AKT1', 'SIN3A', 'SP1', 'NQO1', 'CDK4', 'CCND1']
203	REAC	REAC:R-HSA-5696398	Nucleotide Excision Repair	0.0022219163227838	True	Nucleotide Excision Repair	109	98	6	10022	0.0612244897959183	0.055045871559633	query_1	['REAC:R-HSA-73894']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'RUVBL1', 'MNAT1']
513	GO:BP	GO:0042594	response to starvation	0.0022836722314538	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment."" [GOC:go_curators]"	206	100	7	15719	0.07	0.0339805825242718	query_1	['GO:0006950', 'GO:0031667']	['EHMT2', 'MAX', 'CDKN1A', 'SP1', 'FOXO1', 'KAT5', 'TP53']
514	GO:BP	GO:0044321	response to leptin	0.0023423329957788	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a leptin stimulus. Leptin is a hormone manufactured primarily in the adipocytes of white adipose tissue, and the level of circulating leptin is directly proportional to the total amount of fat in the body. It plays a key role in regulating energy intake and energy expenditure, including appetite and metabolism]."" [GOC:yaf]"	22	100	3	15719	0.03	0.1363636363636363	query_1	['GO:0009725']	['STAT3', 'CCNA2', 'CCND1']
515	GO:BP	GO:0071383	cellular response to steroid hormone stimulus	0.0023423329957788	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:mah]"	207	100	7	15719	0.07	0.0338164251207729	query_1	['GO:0032870', 'GO:0048545', 'GO:0071396', 'GO:0071407']	['BMI1', 'HDAC1', 'SMARCA4', 'EP300', 'ESR1', 'SKP2', 'KDM1A']
90	GO:CC	GO:0000781	chromosome, telomeric region	0.0023428769702837	True	"""The end of a linear chromosome, required for the integrity and maintenance of the end. A chromosome telomere usually includes a region of telomerase-encoded repeats the length of which rarely exceeds 20 bp each and that permits the formation of a telomeric loop (T-loop). The telomeric repeat region is usually preceded by a sub-telomeric region that is gene-poor but rich in repetitive elements. Some telomeres only consist of the latter part (for eg. D. melanogaster telomeres)."" [GOC:elh]"	167	101	6	16420	0.0594059405940594	0.0359281437125748	query_1	['GO:0098687']	['CBX3', 'RBBP4', 'CDK1', 'CDK2', 'HDAC2', 'KDM1A']
516	GO:BP	GO:0019083	viral transcription	0.002355129288469	True	"""The process by which a viral genome, or part of a viral genome, is transcribed within the host cell."" [GOC:jl, ISBN:0781702534]"	53	100	4	15719	0.04	0.0754716981132075	query_1	['GO:0016032', 'GO:0019080']	['HDAC1', 'SMARCA4', 'EP300', 'SP1']
91	GO:CC	GO:0097346	INO80-type complex	0.0023803902932988	True	"""A chromatin remodeling protein complex initially purified from S. cerevisiae and containing more than 10 subunits, including the SWR1-related complexes. INO80 (inositol requiring 80)-type complexes have diverse functions, including promoting transcriptional activation and DNA repair."" [GOC:rb, PMID:19355820]"	27	101	3	16420	0.0297029702970297	0.1111111111111111	query_1	['GO:0070603']	['TRRAP', 'RUVBL1', 'KAT5']
517	GO:BP	GO:0050821	protein stabilization	0.0024021330571159	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	100	7	15719	0.07	0.0336538461538461	query_1	['GO:0031647']	['CDK7', 'CCNH', 'EP300', 'RUVBL1', 'CDKN2A', 'TP53', 'SMAD3']
518	GO:BP	GO:0043279	response to alkaloid	0.0024044481077575	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alkaloid stimulus. Alkaloids are a large group of nitrogenous substances found in naturally in plants, many of which have extracts that are pharmacologically active."" [GOC:jl]"	96	100	5	15719	0.05	0.0520833333333333	query_1	['GO:0010243']	['CDK5', 'EHMT2', 'CCNA2', 'NQO1', 'HDAC2']
519	GO:BP	GO:0048609	multicellular organismal reproductive process	0.0024269460317123	True	"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]"	867	100	15	15719	0.15	0.0173010380622837	query_1	['GO:0022414', 'GO:0032504']	['SMAD1', 'AKT1', 'OAZ3', 'EHMT2', 'CCNA1', 'CTNNB1', 'RB1', 'CCNB2', 'SMAD4', 'E2F1', 'RUVBL1', 'ESR1', 'KAT5', 'RNF2', 'EPC1']
520	GO:BP	GO:0043632	modification-dependent macromolecule catabolic process	0.002483428721639	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]"	682	100	13	15719	0.13	0.0190615835777126	query_1	['GO:0009057']	['AKT1', 'CTNNB1', 'RBX1', 'PSMC5', 'SKP1', 'RYBP', 'USP37', 'CDKN2A', 'CDK2', 'UBE2W', 'KAT5', 'SKP2', 'CUL1']
521	GO:BP	GO:0051960	regulation of nervous system development	0.002483428721639	True	"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	426	100	10	15719	0.1	0.0234741784037558	query_1	['GO:0007399', 'GO:2000026']	['CDKN2B', 'AKT1', 'CDK5', 'CTNNB1', 'RB1', 'HDAC1', 'E2F1', 'TP53', 'HDAC2', 'KDM1A']
522	GO:BP	GO:0010717	regulation of epithelial to mesenchymal transition	0.0025031750991874	True	"""Any process that modulates the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	97	100	5	15719	0.05	0.0515463917525773	query_1	['GO:0001837', 'GO:0045595']	['CTNNB1', 'SMAD2', 'SMAD4', 'SMAD3', 'HDAC2']
523	GO:BP	GO:0000280	nuclear division	0.0025200556077164	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	427	100	10	15719	0.1	0.0234192037470726	query_1	['GO:0048285']	['PKMYT1', 'EHMT2', 'CCNB1', 'CCNA1', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'KAT5', 'CDKN1B']
529	GO:BP	GO:0051176	positive regulation of sulfur metabolic process	0.0025428559213807	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving sulfur or compounds containing sulfur."" [GOC:ai]"	5	100	2	15719	0.02	0.4	query_1	['GO:0006790', 'GO:0031325', 'GO:0042762']	['CTNNB1', 'SP1']
525	GO:BP	GO:0045656	negative regulation of monocyte differentiation	0.0025428559213807	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of monocyte differentiation."" [GOC:go_curators]"	5	100	2	15719	0.02	0.4	query_1	['GO:0002762', 'GO:0030224', 'GO:0045655']	['MYC', 'CDK6']
526	GO:BP	GO:0010498	proteasomal protein catabolic process	0.0025428559213807	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:tb]"	510	100	11	15719	0.11	0.0215686274509803	query_1	['GO:0030163', 'GO:0051603']	['AKT1', 'CTNNB1', 'RBX1', 'PSMC5', 'SKP1', 'RYBP', 'CDK2', 'UBE2W', 'KAT5', 'SKP2', 'CUL1']
527	GO:BP	GO:0030855	epithelial cell differentiation	0.0025428559213807	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]"	685	100	13	15719	0.13	0.018978102189781	query_1	['GO:0030154', 'GO:0060429']	['CDKN2B', 'AKT1', 'E2F4', 'CTNNB1', 'HDAC1', 'SMAD4', 'CDK1', 'ESR1', 'CDKN1B', 'SMAD3', 'HDAC2', 'CDK6', 'CCND1']
528	GO:BP	GO:0009446	putrescine biosynthetic process	0.0025428559213807	True	"""The chemical reactions and pathways resulting in the formation of putrescine, 1,4-diaminobutane; putrescine can be synthesized from arginine or ornithine and is the metabolic precursor of spermidine and spermine."" [GOC:go_curators, ISBN:0198506732]"	5	100	2	15719	0.02	0.4	query_1	['GO:0006596', 'GO:0009445']	['ODC1', 'AZIN1']
530	GO:BP	GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex	0.0025428559213807	True	"""The directed movement of a neurotransmitter receptor complex along microtubules in nerve cell dendrites towards the postsynapse."" [GOC:dos]"	5	100	2	15719	0.02	0.4	query_1	['GO:0097120', 'GO:0098937']	['KIF5A', 'KIF5B']
524	GO:BP	GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	0.0025428559213807	True	"""Any process that activates or increases the frequency, rate or extent of RNA polymerase II transcriptional preinitiation complex assembly."" [GOC:go_curators]"	5	100	2	15719	0.02	0.4	query_1	['GO:0031334', 'GO:0045898', 'GO:0051123', 'GO:0060261']	['ESR1', 'TP53']
531	GO:BP	GO:0035617	stress granule disassembly	0.0025428559213807	True	"""The disaggregation of a stress granule into its constituent protein and RNA parts."" [GOC:BHF, PMID:19825938]"	5	100	2	15719	0.02	0.4	query_1	['GO:0032988', 'GO:1903008']	['KIF5B', 'KLC1']
532	GO:BP	GO:0051097	negative regulation of helicase activity	0.0025428559213807	True	"""Any process that stops or reduces the activity of a helicase."" [GOC:ai]"	5	100	2	15719	0.02	0.4	query_1	['GO:0032780', 'GO:0043086', 'GO:0051095']	['MNAT1', 'TP53']
204	REAC	REAC:R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	0.0025705908083589	True	NOTCH4 Intracellular Domain Regulates Transcription	19	98	3	10022	0.0306122448979591	0.1578947368421052	query_1	['REAC:R-HSA-9013694']	['CREBBP', 'EP300', 'SMAD3']
205	REAC	REAC:R-HSA-5696395	Formation of Incision Complex in GG-NER	0.0025837527536434	True	Formation of Incision Complex in GG-NER	43	98	4	10022	0.0408163265306122	0.0930232558139534	query_1	['REAC:R-HSA-5696399']	['CDK7', 'RBX1', 'CCNH', 'MNAT1']
533	GO:BP	GO:0070997	neuron death	0.0026017287583756	True	"""The process of cell death in a neuron."" [GOC:BHF, GOC:mah]"	352	100	9	15719	0.09	0.0255681818181818	query_1	['GO:0008219']	['AKT1', 'CDK5', 'MAX', 'CTNNB1', 'RB1', 'CDK5R1', 'NQO1', 'TP53', 'CCND1']
206	REAC	REAC:R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	0.0026320392480738	True	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	75	98	5	10022	0.0510204081632653	0.0666666666666666	query_1	['REAC:R-HSA-5250913']	['EHMT2', 'CBX3', 'HDAC1', 'RBBP4', 'HDAC2']
534	GO:BP	GO:0045860	positive regulation of protein kinase activity	0.0026509397621411	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	353	100	9	15719	0.09	0.0254957507082152	query_1	['GO:0001934', 'GO:0033674', 'GO:0045859']	['AKT1', 'CDK5', 'CDK5R1', 'CDKN1A', 'CCND2', 'MNAT1', 'CCND3', 'CDKN1B', 'CCND1']
535	GO:BP	GO:0048732	gland development	0.0026996669008555	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	432	100	10	15719	0.1	0.0231481481481481	query_1	['GO:0048513']	['CDKN2B', 'AKT1', 'CTNNB1', 'CCNB2', 'SMAD2', 'SMAD4', 'ESR1', 'CDKN1B', 'SMAD3', 'CCND1']
536	GO:BP	GO:0043085	positive regulation of catalytic activity	0.0027181915361805	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1078	100	17	15719	0.17	0.0157699443413729	query_1	['GO:0044093', 'GO:0050790']	['BMI1', 'AKT1', 'MYC', 'CDK5', 'STAT3', 'CTNNB1', 'CDK5R1', 'CDKN1A', 'SKP1', 'CCND2', 'MNAT1', 'CDKN2A', 'ESR1', 'CCND3', 'CDKN1B', 'SMAD3', 'CCND1']
537	GO:BP	GO:0051130	positive regulation of cellular component organization	0.0027422335274308	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	100	17	15719	0.17	0.015755329008341	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['CDK5', 'CTNNB1', 'RB1', 'DNMT1', 'SIN3A', 'PSMC5', 'CDK5R1', 'EP300', 'RUVBL1', 'CDK2', 'ESR1', 'KAT5', 'CDKN1B', 'TP53', 'SMAD3', 'KDM1A', 'RAB27A']
539	GO:BP	GO:0009968	negative regulation of signal transduction	0.0027821256882021	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1184	100	18	15719	0.18	0.0152027027027027	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']	['BMI1', 'AKT1', 'MYC', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'SMAD4', 'PCGF2', 'ESR1', 'FOXO1', 'TP53', 'HDAC2', 'KDM1A']
538	GO:BP	GO:0010332	response to gamma radiation	0.0027821256882021	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:tair_curators]"	56	100	4	15719	0.04	0.0714285714285714	query_1	['GO:0010212']	['MYC', 'CDKN1A', 'TP53', 'KDM1A']
540	GO:BP	GO:0072132	mesenchyme morphogenesis	0.0027821256882021	True	"""The process in which the anatomical structures of a mesenchymal tissue are generated and organized. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:mtg_kidney_jan10]"	56	100	4	15719	0.04	0.0714285714285714	query_1	['GO:0009887', 'GO:0048729', 'GO:0060485']	['MYC', 'SMAD2', 'SMAD4', 'SMAD3']
207	REAC	REAC:R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	0.0027823881130162	True	APC/C:Cdc20 mediated degradation of mitotic proteins	76	98	5	10022	0.0510204081632653	0.0657894736842105	query_1	['REAC:R-HSA-176814']	['CCNB1', 'CCNA1', 'PSMC5', 'CCNA2', 'CDK1']
541	GO:BP	GO:0023051	regulation of signaling	0.0028078007058826	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3196	100	35	15719	0.35	0.0109511889862327	query_1	['GO:0023052', 'GO:0050789']	['MYRIP', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CDK5', 'STAT3', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'KIF5B', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'CDK5R1', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
208	REAC	REAC:R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription	0.0029157175899595	True	RUNX3 regulates BCL2L11 (BIM) transcription	5	98	2	10022	0.0204081632653061	0.4	query_1	['REAC:R-HSA-8878159']	['SMAD4', 'SMAD3']
209	REAC	REAC:R-HSA-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	0.0029157175899595	True	TFAP2 (AP-2) family regulates transcription of cell cycle factors	5	98	2	10022	0.0204081632653061	0.4	query_1	['REAC:R-HSA-8864260']	['MYC', 'CDKN1A']
210	REAC	REAC:R-HSA-3656534	Loss of Function of TGFBR1 in Cancer	0.0029157175899595	True	Loss of Function of TGFBR1 in Cancer	5	98	2	10022	0.0204081632653061	0.4	query_1	['REAC:R-HSA-3304351']	['SMAD2', 'SMAD3']
211	REAC	REAC:R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	0.0029157175899595	True	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	77	98	5	10022	0.0510204081632653	0.0649350649350649	query_1	['REAC:R-HSA-5696398']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
212	REAC	REAC:R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0029157175899595	True	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	77	98	5	10022	0.0510204081632653	0.0649350649350649	query_1	['REAC:R-HSA-174143']	['CCNB1', 'CCNA1', 'PSMC5', 'CCNA2', 'CDK1']
213	REAC	REAC:R-HSA-452723	Transcriptional regulation of pluripotent stem cells	0.0029157175899595	True	Transcriptional regulation of pluripotent stem cells	20	98	3	10022	0.0306122448979591	0.15	query_1	['REAC:R-HSA-1266738']	['STAT3', 'SMAD2', 'SMAD4']
542	GO:BP	GO:0010646	regulation of cell communication	0.0029426013740713	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3204	100	35	15719	0.35	0.0109238451935081	query_1	['GO:0007154', 'GO:0050794']	['MYRIP', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CDK5', 'STAT3', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'KIF5B', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'CDK5R1', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
543	GO:BP	GO:0060322	head development	0.0029543078839849	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	100	14	15719	0.14	0.0176991150442477	query_1	['GO:0048856']	['SMAD1', 'BMI1', 'CDK5', 'CTNNB1', 'HDAC1', 'RBBP4', 'SIN3A', 'CDK5R1', 'EP300', 'E2F1', 'MNAT1', 'TP53', 'KDM1A', 'CDK6']
544	GO:BP	GO:0007399	nervous system development	0.0030640928664804	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2331	100	28	15719	0.28	0.012012012012012	query_1	['GO:0048731']	['SMAD1', 'CDKN2B', 'BMI1', 'AKT1', 'CDK5', 'EHMT2', 'STAT3', 'KIF5A', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'KIF5B', 'SIN3A', 'CDK5R1', 'SMAD4', 'EP300', 'E2F1', 'MNAT1', 'CDK1', 'CDKN2C', 'KAT5', 'TP53', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
