Branchio-oculo-facial syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
657	GO:BP	GO:2000781	positive regulation of double-strand break repair	8.583693376506146e-05	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	85	101	6	17376	0.0594059405940594	0.0705882352941176	query_1	['GO:0006302', 'GO:0045739', 'GO:2000779']	['TRRAP', 'SMARCA4', 'RUVBL1', 'KAT5', 'YEATS4', 'EPC1']
658	GO:BP	GO:2000779	regulation of double-strand break repair	8.652384288855111e-05	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	129	101	7	17376	0.0693069306930693	0.0542635658914728	query_1	['GO:0006282', 'GO:0006302']	['TRRAP', 'SMARCA4', 'RUVBL1', 'KAT5', 'YEATS4', 'KDM1A', 'EPC1']
659	GO:BP	GO:0045739	positive regulation of DNA repair	8.652384288855111e-05	True	"""Any process that activates or increases the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	129	101	7	17376	0.0693069306930693	0.0542635658914728	query_1	['GO:0006281', 'GO:0006282', 'GO:0048584', 'GO:0051054']	['TRRAP', 'SMARCA4', 'RUVBL1', 'YY1', 'KAT5', 'YEATS4', 'EPC1']
660	GO:BP	GO:0098732	macromolecule deacylation	8.652384288855111e-05	True	"""The removal of an acyl group, any group or radical of the form RCO- where R is an organic group, from a macromolecule."" [GOC:dos]"	129	101	7	17376	0.0693069306930693	0.0542635658914728	query_1	['GO:0043412']	['HDAC1', 'RBBP4', 'SIN3A', 'EP300', 'RCOR1', 'TP53', 'HDAC2']
661	GO:BP	GO:0031445	regulation of heterochromatin formation	8.779049224706898e-05	True	"""Any process that modulates the frequency, rate, extent or location of heterochromatin formation."" [GOC:mah]"	24	101	4	17376	0.0396039603960396	0.1666666666666666	query_1	['GO:0010468', 'GO:0031507', 'GO:0120261']	['DNMT1', 'SIN3A', 'CDK2', 'KDM1A']
662	GO:BP	GO:0003140	determination of left/right asymmetry in lateral mesoderm	8.779049224706898e-05	True	"""The establishment of the lateral mesoderm with respect to the left and right halves."" [GOC:mtg_heart]"	8	101	3	17376	0.0297029702970297	0.375	query_1	['GO:0007368', 'GO:0048368']	['CITED2', 'SMAD2', 'FOXH1']
663	GO:BP	GO:1902455	negative regulation of stem cell population maintenance	8.779049224706898e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell population maintenance."" [GOC:hjd, GOC:TermGenie, PMID:22969033]"	24	101	4	17376	0.0396039603960396	0.1666666666666666	query_1	['GO:0019827', 'GO:0051093', 'GO:0051241', 'GO:2000036']	['HDAC1', 'RBBP4', 'SIN3A', 'HDAC2']
664	GO:BP	GO:0120261	regulation of heterochromatin organization	8.779049224706898e-05	True	"""Any process that modulates the frequency, rate, extent or location of heterochromatin organization."" [GOC:krc]"	24	101	4	17376	0.0396039603960396	0.1666666666666666	query_1	['GO:0070828', 'GO:1902275']	['DNMT1', 'SIN3A', 'CDK2', 'KDM1A']
665	GO:BP	GO:0048617	embryonic foregut morphogenesis	8.779049224706898e-05	True	"""The process in which the anatomical structures of the foregut are generated and organized, during the embryonic phase."" [GOC:jid, GOC:rc]"	8	101	3	17376	0.0297029702970297	0.375	query_1	['GO:0007440', 'GO:0048598']	['CTNNB1', 'SMAD2', 'SMAD3']
666	REAC	REAC:R-HSA-5250913	Positive epigenetic regulation of rRNA expression	9.236294058740092e-05	True	Positive epigenetic regulation of rRNA expression	102	101	6	17376	0.0594059405940594	0.0588235294117647	query_1	['REAC:R-HSA-212165']	['EHMT2', 'CBX3', 'HDAC1', 'RBBP4', 'EP300', 'HDAC2']
667	GO:BP	GO:0080134	regulation of response to stress	9.352477388789098e-05	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1380	101	22	17376	0.2178217821782178	0.0159420289855072	query_1	['GO:0006950', 'GO:0048583']	['REST', 'AKT1', 'MYC', 'CREBBP', 'TRRAP', 'CTNNB1', 'RB1', 'SMARCA4', 'SIN3A', 'CDKN2D', 'EP300', 'RUVBL1', 'YY1', 'CDKN2A', 'ESR1', 'FOXO1', 'KAT5', 'TP53', 'SMAD3', 'YEATS4', 'KDM1A', 'EPC1']
668	GO:BP	GO:0023051	regulation of signaling	9.549554284851772e-05	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3199	101	37	17376	0.3663366336633663	0.0115661144107533	query_1	['GO:0023052', 'GO:0050789']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'CDK5', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
669	REAC	REAC:R-HSA-9614399	Regulation of localization of FOXO transcription factors	9.804465510689096e-05	True	Regulation of localization of FOXO transcription factors	11	101	3	17376	0.0297029702970297	0.2727272727272727	query_1	['REAC:R-HSA-9614085']	['AKT1', 'FOXO3', 'FOXO1']
670	GO:BP	GO:0010646	regulation of cell communication	0.0001010017495814	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3207	101	37	17376	0.3663366336633663	0.0115372622388525	query_1	['GO:0007154', 'GO:0050794']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'CDK5', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
671	GO:BP	GO:0051402	neuron apoptotic process	0.0001035422212782	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	244	101	9	17376	0.0891089108910891	0.0368852459016393	query_1	['GO:0006915', 'GO:0070997']	['CDK5', 'MAX', 'FOXO3', 'CTNNB1', 'RB1', 'TFAP2A', 'TFAP2B', 'TP53', 'CCND1']
672	REAC	REAC:R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	0.0001036359772604	True	Gap-filling DNA repair synthesis and ligation in TC-NER	63	101	5	17376	0.0495049504950495	0.0793650793650793	query_1	['REAC:R-HSA-6781827']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
673	REAC	REAC:R-HSA-9022538	Loss of MECP2 binding ability to 5mC-DNA	0.0001056162388361	True	Loss of MECP2 binding ability to 5mC-DNA	2	101	2	17376	0.0198019801980198	1.0	query_1	['REAC:R-HSA-9005891']	['HDAC1', 'SIN3A']
674	REAC	REAC:R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	0.0001056162388361	True	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	2	101	2	17376	0.0198019801980198	1.0	query_1	['REAC:R-HSA-9630750']	['CDKN2A', 'CDK4']
675	REAC	REAC:R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	0.0001056162388361	True	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	2	101	2	17376	0.0198019801980198	1.0	query_1	['REAC:R-HSA-9632693']	['CDKN2A', 'CDK4']
676	GO:BP	GO:0048638	regulation of developmental growth	0.0001074314264301	True	"""Any process that modulates the frequency, rate or extent of developmental growth."" [GOC:go_curators]"	310	101	10	17376	0.099009900990099	0.032258064516129	query_1	['GO:0040008', 'GO:0048589', 'GO:0050793']	['CITED2', 'AKT1', 'CDK5', 'SIN3A', 'CDKN1A', 'AR', 'YY1', 'CDK1', 'CDK4', 'CDKN1B']
677	GO:BP	GO:0044774	mitotic DNA integrity checkpoint signaling	0.0001079093659128	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	89	101	6	17376	0.0594059405940594	0.0674157303370786	query_1	['GO:0007093', 'GO:0031570']	['CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
678	GO:BP	GO:0048704	embryonic skeletal system morphogenesis	0.0001079093659128	True	"""The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]"	89	101	6	17376	0.0594059405940594	0.0674157303370786	query_1	['GO:0048562', 'GO:0048705', 'GO:0048706']	['BMI1', 'CTNNB1', 'TFAP2A', 'SMAD2', 'PCGF2', 'SMAD3']
679	REAC	REAC:R-HSA-6782135	Dual incision in TC-NER	0.0001095722535433	True	Dual incision in TC-NER	64	101	5	17376	0.0495049504950495	0.078125	query_1	['REAC:R-HSA-6781827']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
680	GO:BP	GO:0031570	DNA integrity checkpoint signaling	0.0001128622863846	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."" [GOC:mtg_cell_cycle]"	135	101	7	17376	0.0693069306930693	0.0518518518518518	query_1	['GO:0000075']	['CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
681	GO:BP	GO:0019083	viral transcription	0.000113528733633	True	"""The process by which a viral genome, or part of a viral genome, is transcribed within the host cell."" [GOC:jl, ISBN:0781702534]"	53	101	5	17376	0.0495049504950495	0.0943396226415094	query_1	['GO:0016032', 'GO:0019080']	['REST', 'HDAC1', 'SMARCA4', 'EP300', 'SP1']
682	GO:BP	GO:0009755	hormone-mediated signaling pathway	0.0001136559264845	True	"""The series of molecular signals mediated by the detection of a hormone."" [GOC:sm]"	188	101	8	17376	0.0792079207920792	0.0425531914893617	query_1	['GO:0007165', 'GO:0032870']	['HDAC1', 'SMARCA4', 'AR', 'EP300', 'ESR1', 'SKP2', 'FOXH1', 'KDM1A']
683	GO:BP	GO:0048709	oligodendrocyte differentiation	0.0001139841572133	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]"	90	101	6	17376	0.0594059405940594	0.0666666666666666	query_1	['GO:0007417', 'GO:0010001']	['CDK5', 'CTNNB1', 'HDAC1', 'SUZ12', 'CDKN2C', 'HDAC2']
684	GO:BP	GO:0042659	regulation of cell fate specification	0.0001189086525617	True	"""Any process that mediates the adoption of a specific fate by a cell."" [GOC:go_curators]"	26	101	4	17376	0.0396039603960396	0.1538461538461538	query_1	['GO:0001708', 'GO:0010453']	['HDAC1', 'RBBP4', 'AR', 'HDAC2']
685	GO:BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0001227450348693	True	"""Any process that activates or increases the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	137	101	7	17376	0.0693069306930693	0.0510948905109489	query_1	['GO:0031401', 'GO:0070647', 'GO:1903320']	['BMI1', 'RBX1', 'SKP1', 'CDKN2A', 'SKP2', 'CDKN1B', 'KDM1A']
686	GO:BP	GO:0007440	foregut morphogenesis	0.0001262042345854	True	"""The process in which the anatomical structures of the foregut are generated and organized."" [GOC:jid]"	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['GO:0009653', 'GO:0048546']	['CTNNB1', 'SMAD2', 'SMAD3']
687	GO:BP	GO:0000075	cell cycle checkpoint signaling	0.0001262042345854	True	"""A signaling process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction."" [GOC:mtg_cell_cycle]"	191	101	8	17376	0.0792079207920792	0.0418848167539267	query_1	['GO:0035556', 'GO:1901988']	['CCNB1', 'CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
688	GO:BP	GO:0043587	tongue morphogenesis	0.0001262042345854	True	"""The process in which the anatomical structures of the tongue are generated and organized. The tongue is the movable, muscular organ on the floor of the mouth of most vertebrates, in man other mammals is the principal organ of taste, aids in the prehension of food, in swallowing, and in modifying the voice as in speech."" [GOC:jl, UBERON:0001723]"	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['GO:0043586', 'GO:0090596']	['CTNNB1', 'HDAC1', 'HDAC2']
689	GO:CC	GO:0000439	transcription factor TFIIH core complex	0.0001279553206884	True	"""The 7 subunit core of TFIIH that is a part of either the general transcription factor holo-TFIIH or the nucleotide-excision repair factor 3 complex. In S. cerevisiae/humans the complex is composed of: Ssl2/XPB, Tfb1/p62, Tfb2/p52, Ssl1/p44, Tfb4/p34, Tfb5/p8 and Rad3/XPD."" [GOC:ew, GOC:krc, PMID:14500720, PMID:17215295, PMID:22308316, PMID:22572993, PMID:23028141, PMID:7813015]"	11	101	3	17376	0.0297029702970297	0.2727272727272727	query_1	['GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
690	GO:CC	GO:0097130	cyclin D3-CDK4 complex	0.0001299555340852	True	"""A protein complex consisting of cyclin D3 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCND3', 'CDK4']
691	GO:CC	GO:0097128	cyclin D1-CDK4 complex	0.0001299555340852	True	"""A protein complex consisting of cyclin D1 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CDK4', 'CCND1']
692	GO:CC	GO:0097135	cyclin E2-CDK2 complex	0.0001299555340852	True	"""A protein complex consisting of cyclin E2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNE2', 'CDK2']
693	GO:CC	GO:0097125	cyclin B1-CDK1 complex	0.0001299555340852	True	"""A protein complex consisting of cyclin B1 and cyclin-dependent kinase 1 (CDK1). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNB1', 'CDK1']
694	GO:CC	GO:0071943	Myc-Max complex	0.0001299555340852	True	"""A transcription factor complex that consists of a heterodimer of the bHLH-ZIP proteins Myc and Max."" [GOC:cna, PMID:16620027, PMID:16620031, PMID:20170194]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0090575']	['MYC', 'MAX']
695	GO:CC	GO:0097123	cyclin A1-CDK2 complex	0.0001299555340852	True	"""A protein complex consisting of cyclin A1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNA1', 'CDK2']
696	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0001336158990097	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	101	7	17376	0.0693069306930693	0.0503597122302158	query_1	['GO:0042127', 'GO:0048659']	['AKT1', 'CTNNB1', 'HDAC1', 'DNMT1', 'CDKN1A', 'MNAT1', 'CDKN1B']
697	GO:CC	GO:0019005	SCF ubiquitin ligase complex	0.0001338135361618	True	"""A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."" [PMID:15571813, PMID:15688063]"	64	101	5	17376	0.0495049504950495	0.078125	query_1	['GO:0031461']	['CKS1B', 'RBX1', 'SKP1', 'SKP2', 'CUL1']
698	GO:BP	GO:0010035	response to inorganic substance	0.0001347925752205	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	101	13	17376	0.1287128712871287	0.0237659963436928	query_1	['GO:0042221']	['AKT1', 'EZH2', 'TFAP2A', 'CCNA2', 'MNAT1', 'CDK1', 'CDK2', 'PCGF2', 'FOXO1', 'CDKN1B', 'TP53', 'HDAC2', 'CCND1']
699	GO:BP	GO:1903131	mononuclear cell differentiation	0.0001349780093032	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]"	467	101	12	17376	0.1188118811881188	0.025695931477516	query_1	['GO:0002521']	['BMI1', 'MYC', 'EZH2', 'FOXO3', 'CTNNB1', 'SMARCA4', 'EP300', 'YY1', 'CDKN2A', 'KAT5', 'TP53', 'CDK6']
700	GO:BP	GO:0031400	negative regulation of protein modification process	0.0001349780093032	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	101	12	17376	0.1188118811881188	0.025695931477516	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['CDKN2B', 'AKT1', 'CDK5', 'CTNNB1', 'RB1', 'CDKN2D', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'HDAC2', 'KDM1A']
