Lenz-Majewski hyperostotic dwarfism	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
158	GO:BP	GO:1903018	regulation of glycoprotein metabolic process	0.0024045739920957	True	"""Any process that modulates the frequency, rate or extent of glycoprotein metabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:23544079]"	46	96	4	15719	0.0416666666666666	0.0869565217391304	query_1	['GO:0009100', 'GO:0051246']	['RAB1B', 'PAWR', 'AGO2', 'RAB1A']
54	REAC	REAC:R-HSA-8939211	ESR-mediated signaling	0.0025726882660499	True	ESR-mediated signaling	216	86	8	10022	0.0930232558139534	0.037037037037037	query_1	['REAC:R-HSA-9006931']	['MOV10', 'AGO4', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3', 'AGO1']
85	GO:CC	GO:0030669	clathrin-coated endocytic vesicle membrane	0.0025928420355179	True	"""The lipid bilayer surrounding a clathrin-coated endocytic vesicle."" [GOC:mah]"	69	95	4	16420	0.0421052631578947	0.0579710144927536	query_1	['GO:0030665', 'GO:0030666', 'GO:0045334']	['SYT1', 'VAMP2', 'RAB5A', 'RAB35']
84	GO:CC	GO:0043527	tRNA methyltransferase complex	0.0025928420355179	True	"""A multimeric protein complex involved in the methylation of specific nucleotides in tRNA."" [GOC:jl, PMID:24904644, PMID:9851972]"	7	95	2	16420	0.0210526315789473	0.2857142857142857	query_1	['GO:0034708']	['HSD17B10', 'TRMT10C']
83	GO:CC	GO:0005773	vacuole	0.0025928420355179	True	"""A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."" [GOC:mtg_sensu, ISBN:0198506732]"	800	95	13	16420	0.1368421052631579	0.01625	query_1	['GO:0005737', 'GO:0043231']	['RAB14', 'RAB7A', 'OPTN', 'HTT', 'BACE1', 'RAB5C', 'ABCD1', 'RILP', 'GGA3', 'GDI2', 'TBC1D17', 'RAB23', 'RAB3A']
159	GO:BP	GO:0008206	bile acid metabolic process	0.0025996725264762	True	"""The chemical reactions and pathways involving bile acids, a group of steroid carboxylic acids occurring in bile, where they are present as the sodium salts of their amides with glycine or taurine."" [GOC:go_curators]"	47	96	4	15719	0.0416666666666666	0.0851063829787234	query_1	['GO:0008202', 'GO:0032787', 'GO:1901615']	['ABCD3', 'OSBPL1A', 'SLC27A2', 'HSD17B10']
55	REAC	REAC:R-HSA-1483255	PI Metabolism	0.0026334527912391	True	PI Metabolism	78	86	5	10022	0.0581395348837209	0.0641025641025641	query_1	['REAC:R-HSA-1483257']	['RAB14', 'RUFY1', 'BMX', 'RAB5A', 'RAB4A']
86	GO:CC	GO:0042995	cell projection	0.0026660823325261	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2233	95	25	16420	0.2631578947368421	0.0111957008508732	query_1	['GO:0110165']	['APBA3', 'RAB34', 'TPX2', 'SYT1', 'RAB8A', 'HTT', 'BMX', 'BACE1', 'VAMP2', 'AGO2', 'RABGEF1', 'RAB3IP', 'STX1A', 'RAB5A', 'RAB13', 'RHOG', 'RILP', 'GDI1', 'SNAP25', 'PEX19', 'RAB10', 'STXBP1', 'RAB35', 'RHOH', 'RAB3A']
160	GO:BP	GO:1902001	fatty acid transmembrane transport	0.0027016683235519	True	"""The process in which a fatty acid is transported across a membrane."" [GOC:rb, GOC:TermGenie, PMID:9395310]"	19	96	3	15719	0.03125	0.1578947368421052	query_1	['GO:0015908', 'GO:1905039']	['ABCD3', 'ABCD2', 'ABCD1']
56	REAC	REAC:R-HSA-6794362	Protein-protein interactions at synapses	0.0027436181414753	True	Protein-protein interactions at synapses	79	86	5	10022	0.0581395348837209	0.0632911392405063	query_1	['REAC:R-HSA-112316']	['APBA3', 'SYT1', 'STX1A', 'PPFIA3', 'STXBP1']
161	GO:BP	GO:0009056	catabolic process	0.0028610354579561	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2443	96	29	15719	0.3020833333333333	0.0118706508391322	query_1	['GO:0008152']	['MOV10', 'RAB1B', 'AGO4', 'RAB7A', 'OPTN', 'ABCD3', 'RAB8A', 'ABCD2', 'HTT', 'ZFP36', 'NT5E', 'AGO2', 'TNRC6A', 'TNRC6B', 'ABCD1', 'RAB5A', 'GGA1', 'DICER1', 'RILP', 'TNRC6C', 'RAB1A', 'GGA3', 'SLC27A2', 'AGO3', 'HSD17B10', 'USP3', 'TBC1D17', 'RAB23', 'AGO1']
165	GO:BP	GO:0070676	intralumenal vesicle formation	0.0028720486357606	True	"""The invagination of the endosome membrane and resulting formation of a vesicle within the lumen of the endosome."" [GOC:jp, PMID:19234443]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0006900', 'GO:0007032']	['RAB7A', 'RILP']
166	GO:BP	GO:1903233	regulation of calcium ion-dependent exocytosis of neurotransmitter	0.0028720486357606	True	"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis of neurotransmitter."" [GO_REF:0000058, GOC:TermGenie, PMID:16782817]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0017158', 'GO:0048791', 'GO:2000300']	['SYT1', 'RAB3A']
164	GO:BP	GO:0097089	methyl-branched fatty acid metabolic process	0.0028720486357606	True	"""The chemical reactions and pathways involving methyl-branched fatty acids, aliphatic monocarboxylic acids with methyl branches on the main chain."" [GOC:rs, PMID:19933331]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0006631']	['ABCD3', 'SLC27A2']
163	GO:BP	GO:0098795	global gene silencing by mRNA cleavage	0.0028720486357606	True	"""A posttranscriptional gene silencing pathway that involves the cleavage of mRNAs in a non-gene-specific manner."" [PMID:15009896]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0016441']	['TARBP2', 'DICER1']
162	GO:BP	GO:0000964	mitochondrial RNA 5'-end processing	0.0028720486357606	True	"""Any process involved in forming the mature 5' end of an RNA molecule transcribed from a mitochondrial genome; occurs in the mitochondrion."" [GOC:krc, GOC:mah]"	4	96	2	15719	0.0208333333333333	0.5	query_1	['GO:0000963', 'GO:0000966']	['HSD17B10', 'TRMT10C']
167	GO:BP	GO:0010629	negative regulation of gene expression	0.002878547794379	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	962	96	16	15719	0.1666666666666666	0.0166320166320166	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['PRKRA', 'MOV10', 'AGO4', 'PAWR', 'ABCD2', 'ZFP36', 'AGO2', 'TNRC6A', 'RABGEF1', 'TNRC6B', 'ABCD1', 'TARBP2', 'DICER1', 'TNRC6C', 'AGO3', 'AGO1']
168	GO:BP	GO:1903307	positive regulation of regulated secretory pathway	0.0028964957921182	True	"""Any process that activates or increases the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	49	96	4	15719	0.0416666666666666	0.0816326530612244	query_1	['GO:0045055', 'GO:0045921', 'GO:1903305']	['SYT1', 'STX1A', 'STXBP1', 'RAB3A']
87	GO:CC	GO:0043226	organelle	0.0029945035171892	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	95	87	16420	0.9157894736842104	0.006708304418228	query_1	['GO:0110165']	['PRKRA', 'MOV10', 'RAB34', 'RAB14', 'RAB1B', 'AGO4', 'SLC25A52', 'TPX2', 'RAB7A', 'RUFY1', 'PAWR', 'OPTN', 'TMEM120B', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'TMEM102', 'OSBPL1A', 'BMX', 'RAB8B', 'BACE1', 'ZFP36', 'RABEP1', 'VAMP2', 'NT5E', 'RAB5B', 'AGO2', 'TNRC6A', 'RABGEF1', 'SCML1', 'RAB3IP', 'PTDSS1', 'TMEM143', 'STX1A', 'RAB5C', 'TNRC6B', 'ABCD1', 'CHM', 'RAB5A', 'TARBP2', 'RAB4A', 'GGA1', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'PEX3', 'TNRC6C', 'RAB1A', 'ELOVL2', 'CHML', 'GGA2', 'NAT8', 'GGA3', 'SLC39A4', 'KTN1', 'YWHAE', 'PPFIA3', 'GOLM1', 'GDI1', 'SNAP25', 'SLC27A2', 'AGO3', 'PEX19', 'HSD17B10', 'USP3', 'GDI2', 'ARHGDIG', 'TRMT10C', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'AGO1', 'PIGW', 'RHOH', 'RAB3A', 'PEX16', 'PTP4A2', 'ARHGDIB', 'RAB6A', 'RAB3IL1']
169	GO:BP	GO:0009894	regulation of catabolic process	0.0031570922821412	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	971	96	16	15719	0.1666666666666666	0.0164778578784757	query_1	['GO:0009056', 'GO:0019222']	['MOV10', 'RAB7A', 'OPTN', 'RAB8A', 'ABCD2', 'HTT', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'ABCD1', 'GGA1', 'RILP', 'TNRC6C', 'GGA3', 'AGO3']
170	GO:BP	GO:0051588	regulation of neurotransmitter transport	0.0031570922821412	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	92	96	5	15719	0.0520833333333333	0.0543478260869565	query_1	['GO:0006836', 'GO:0051049']	['SYT1', 'STX1A', 'RAB5A', 'STXBP1', 'RAB3A']
88	GO:CC	GO:0030665	clathrin-coated vesicle membrane	0.0033402101186957	True	"""The lipid bilayer surrounding a clathrin-coated vesicle."" [GOC:mah]"	129	95	5	16420	0.0526315789473684	0.0387596899224806	query_1	['GO:0030136', 'GO:0030662']	['SYT1', 'VAMP2', 'RAB5A', 'RAB35', 'RAB3A']
171	GO:BP	GO:0072330	monocarboxylic acid biosynthetic process	0.0033649475060715	True	"""The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]"	206	96	7	15719	0.0729166666666666	0.0339805825242718	query_1	['GO:0032787', 'GO:0046394']	['ABCD3', 'ABCD2', 'OSBPL1A', 'ABCD1', 'ELOVL2', 'SLC27A2', 'HSD17B10']
172	GO:BP	GO:0007033	vacuole organization	0.0033649475060715	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a vacuole."" [GOC:mah]"	206	96	7	15719	0.0729166666666666	0.0339805825242718	query_1	['GO:0006996']	['RAB34', 'RAB14', 'RAB1B', 'RAB7A', 'RAB5A', 'RAB1A', 'RAB23']
173	GO:BP	GO:0051590	positive regulation of neurotransmitter transport	0.003381427911639	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	21	96	3	15719	0.03125	0.1428571428571428	query_1	['GO:0006836', 'GO:0051050', 'GO:0051588']	['SYT1', 'STX1A', 'STXBP1']
174	GO:BP	GO:0035493	SNARE complex assembly	0.003381427911639	True	"""The aggregation, arrangement and bonding together of a set of components to form a SNARE complex, a protein complex involved in membrane fusion; a stable ternary complex consisting of a four-helix bundle, usually formed from one R-SNARE and three Q-SNAREs with an ionic layer sandwiched between hydrophobic layers."" [GOC:rb, PMID:10872468]"	21	96	3	15719	0.03125	0.1428571428571428	query_1	['GO:0006906', 'GO:0065003']	['VAMP2', 'STX1A', 'STXBP1']
57	REAC	REAC:R-HSA-6785470	tRNA processing in the mitochondrion	0.0034059290522479	True	tRNA processing in the mitochondrion	5	86	2	10022	0.0232558139534883	0.4	query_1	['REAC:R-HSA-72306']	['HSD17B10', 'TRMT10C']
175	GO:BP	GO:0048168	regulation of neuronal synaptic plasticity	0.0035044444238785	True	"""A process that modulates neuronal synaptic plasticity, the ability of neuronal synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:jid, PMID:11891290]"	52	96	4	15719	0.0416666666666666	0.0769230769230769	query_1	['GO:0048167']	['RAB8A', 'RAB5A', 'PPFIA3', 'RAB3A']
58	REAC	REAC:R-HSA-9006925	Intracellular signaling by second messengers	0.0036523566249392	True	Intracellular signaling by second messengers	288	86	9	10022	0.1046511627906976	0.03125	query_1	['REAC:R-HSA-162582']	['MOV10', 'AGO4', 'AGO2', 'TNRC6A', 'TNRC6B', 'RHOG', 'TNRC6C', 'AGO3', 'AGO1']
59	REAC	REAC:R-HSA-8878171	Transcriptional regulation by RUNX1	0.0041019806215377	True	Transcriptional regulation by RUNX1	235	86	8	10022	0.0930232558139534	0.0340425531914893	query_1	['REAC:R-HSA-212436']	['MOV10', 'AGO4', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3', 'AGO1']
60	REAC	REAC:R-HSA-6794361	Neurexins and neuroligins	0.0042031803775967	True	Neurexins and neuroligins	51	86	4	10022	0.0465116279069767	0.0784313725490196	query_1	['REAC:R-HSA-6794362']	['APBA3', 'SYT1', 'STX1A', 'STXBP1']
89	GO:CC	GO:0043005	neuron projection	0.0043174306741676	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1302	95	17	16420	0.1789473684210526	0.0130568356374807	query_1	['GO:0120025']	['APBA3', 'TPX2', 'SYT1', 'RAB8A', 'HTT', 'BACE1', 'VAMP2', 'AGO2', 'RABGEF1', 'RAB3IP', 'STX1A', 'RAB5A', 'RAB13', 'GDI1', 'SNAP25', 'STXBP1', 'RAB3A']
176	GO:BP	GO:0000965	mitochondrial RNA 3'-end processing	0.0044730474759378	True	"""Any process involved in forming the mature 3' end of an RNA molecule transcribed from a mitochondrial genome; occurs in the mitochondrion."" [GOC:krc, GOC:mah]"	5	96	2	15719	0.0208333333333333	0.4	query_1	['GO:0000963', 'GO:0031123']	['HSD17B10', 'TRMT10C']
177	GO:BP	GO:0022615	protein to membrane docking	0.0044730474759378	True	"""The initial attachment of a protein to a target membrane, mediated by a proteins protruding from the target membrane. Docking requires only that the proteins come close enough to interact and adhere."" [GOC:isa_complete]"	5	96	2	15719	0.0208333333333333	0.4	query_1	['GO:0022406']	['RAB7A', 'PEX16']
178	GO:BP	GO:0050804	modulation of chemical synaptic transmission	0.0046523592890735	True	"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]"	445	96	10	15719	0.1041666666666666	0.0224719101123595	query_1	['GO:0007268', 'GO:0099177']	['SYT1', 'RAB8A', 'BACE1', 'VAMP2', 'STX1A', 'RAB5A', 'PPFIA3', 'SNAP25', 'STXBP1', 'RAB3A']
179	GO:BP	GO:0009062	fatty acid catabolic process	0.0046523592890735	True	"""The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:go_curators]"	101	96	5	15719	0.0520833333333333	0.0495049504950495	query_1	['GO:0006631', 'GO:0044242', 'GO:0072329']	['ABCD3', 'ABCD2', 'ABCD1', 'SLC27A2', 'HSD17B10']
90	GO:CC	GO:0005770	late endosome	0.0046544034509923	True	"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]"	284	95	7	16420	0.0736842105263157	0.0246478873239436	query_1	['GO:0005768']	['RAB14', 'RAB7A', 'MICALL1', 'HTT', 'OSBPL1A', 'BACE1', 'RILP']
180	GO:BP	GO:0099177	regulation of trans-synaptic signaling	0.0047091417365694	True	"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]"	446	96	10	15719	0.1041666666666666	0.0224215246636771	query_1	['GO:0010646', 'GO:0023051', 'GO:0099537']	['SYT1', 'RAB8A', 'BACE1', 'VAMP2', 'STX1A', 'RAB5A', 'PPFIA3', 'SNAP25', 'STXBP1', 'RAB3A']
61	REAC	REAC:R-HSA-449836	Other interleukin signaling	0.0048255186125184	True	Other interleukin signaling	24	86	3	10022	0.0348837209302325	0.125	query_1	['REAC:R-HSA-449147']	['VAMP2', 'STX1A', 'SNAP25']
181	GO:BP	GO:0031338	regulation of vesicle fusion	0.0048559951599409	True	"""Any process that modulates the frequency, rate or extent of vesicle fusion."" [GOC:mah]"	24	96	3	15719	0.03125	0.125	query_1	['GO:0006906', 'GO:0033043', 'GO:0060627']	['SYT1', 'STXBP1', 'RAB3A']
182	GO:BP	GO:1903020	positive regulation of glycoprotein metabolic process	0.0048559951599409	True	"""Any process that activates or increases the frequency, rate or extent of glycoprotein metabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:23544079]"	24	96	3	15719	0.03125	0.125	query_1	['GO:0009100', 'GO:0051247', 'GO:1903018']	['RAB1B', 'PAWR', 'RAB1A']
183	GO:BP	GO:0031329	regulation of cellular catabolic process	0.0050597928867936	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	627	96	12	15719	0.125	0.0191387559808612	query_1	['GO:0009894', 'GO:0031323', 'GO:0044248']	['MOV10', 'OPTN', 'RAB8A', 'ABCD2', 'HTT', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'ABCD1', 'TNRC6C', 'AGO3']
184	GO:BP	GO:0000045	autophagosome assembly	0.0053835802279673	True	"""The formation of a double membrane-bounded structure, the autophagosome, that occurs when a specialized membrane sac, called the isolation membrane, starts to enclose a portion of the cytoplasm."" [GOC:autophagy, PMID:9412464]"	105	96	5	15719	0.0520833333333333	0.0476190476190476	query_1	['GO:0070925', 'GO:1905037']	['RAB1B', 'RAB7A', 'RAB5A', 'RAB1A', 'RAB23']
91	GO:CC	GO:0045334	clathrin-coated endocytic vesicle	0.0055068881681674	True	"""A clathrin-coated, membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance."" [GOC:go_curators]"	86	95	4	16420	0.0421052631578947	0.0465116279069767	query_1	['GO:0030136', 'GO:0030139']	['SYT1', 'VAMP2', 'RAB5A', 'RAB35']
185	GO:BP	GO:0031175	neuron projection development	0.0056497503473855	True	"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]"	928	96	15	15719	0.15625	0.0161637931034482	query_1	['GO:0048666', 'GO:0120036']	['MOV10', 'MICALL1', 'SYT1', 'RAB8A', 'DICER1', 'RAB13', 'RHOG', 'GDI1', 'SNAP25', 'RAB10', 'STXBP1', 'RAB35', 'RHOH', 'RAB3A', 'RAB6A']
92	GO:CC	GO:0048786	presynaptic active zone	0.0056851888125204	True	"""A specialized region of the plasma membrane and cell cortex of a presynaptic neuron; encompasses a region of the plasma membrane where synaptic vesicles dock and fuse, and a specialized cortical cytoskeletal matrix."" [GOC:dh, GOC:dl, GOC:ef, GOC:jid, GOC:pr, PMID:3152289]"	87	95	4	16420	0.0421052631578947	0.0459770114942528	query_1	['GO:0098793', 'GO:0110165']	['STX1A', 'PPFIA3', 'STXBP1', 'RAB3A']
